date,삼성SDI우
2023-05-30,0.24263
2023-05-31,0.25873
2023-06-01,0.24203
2023-06-02,0.24688
2023-06-03,0.03431
2023-06-04,0.02095
2023-06-05,0.22775
2023-06-06,0.02641
2023-06-07,0.29092
2023-06-08,0.1983
2023-06-09,0.24081
2023-06-10,0.01943
2023-06-11,0.01639
2023-06-12,0.21773
2023-06-13,0.24354
2023-06-14,0.26146
2023-06-15,0.24233
2023-06-16,0.23018
2023-06-17,0.02307
2023-06-18,0.01518
2023-06-19,0.18554
2023-06-20,0.18524
2023-06-21,0.18008
2023-06-22,0.18888
2023-06-23,0.15578
2023-06-24,0.01336
2023-06-25,0.01245
2023-06-26,0.17036
2023-06-27,0.16185
2023-06-28,0.16277
2023-06-29,0.17856
2023-06-30,0.18767
2023-07-01,0.02095
2023-07-02,0.01427
2023-07-03,0.31187
2023-07-04,0.25417
2023-07-05,0.2071
2023-07-06,0.19283
2023-07-07,0.1655
2023-07-08,0.01153
2023-07-09,0.01457
2023-07-10,0.16732
2023-07-11,0.17127
2023-07-12,0.1986
2023-07-13,0.24749
2023-07-14,0.20892
2023-07-15,0.02216
2023-07-16,0.0167
2023-07-17,0.1655
2023-07-18,0.21469
2023-07-19,0.2068
2023-07-20,0.18433
2023-07-21,0.17977
2023-07-22,0.02216
2023-07-23,0.02338
2023-07-24,0.34497
2023-07-25,0.34315
2023-07-26,0.4297
2023-07-27,0.35682
2023-07-28,0.29699
2023-07-29,0.02976
2023-07-30,0.01822
2023-07-31,0.26936
2023-08-01,0.28181
2023-08-02,0.22472
2023-08-03,0.22198
2023-08-04,0.18706
2023-08-05,0.01913
2023-08-06,0.01943
2023-08-07,0.20498
2023-08-08,0.21409
2023-08-09,0.21712
2023-08-10,0.19981
2023-08-11,0.20012
2023-08-12,0.02065
2023-08-13,0.01609
2023-08-14,0.14758
2023-08-15,0.02368
2023-08-16,0.15609
2023-08-17,0.17856
2023-08-18,0.14242
2023-08-19,0.01761
2023-08-20,0.01002
2023-08-21,0.17613
2023-08-22,0.17097
2023-08-23,0.13544
2023-08-24,0.174
2023-08-25,0.14303
2023-08-26,0.01184
2023-08-27,0.01153
2023-08-28,0.18099
2023-08-29,0.1658
2023-08-30,0.1901
2023-08-31,0.157
2023-09-01,0.14667
2023-09-02,0.01396
2023-09-03,0.01548
2023-09-04,0.17066
2023-09-05,0.18827
2023-09-06,0.13786
2023-09-07,0.16884
2023-09-08,0.1488
2023-09-09,0.01396
2023-09-10,0.01062
2023-09-11,0.1576
2023-09-12,0.16368
2023-09-13,0.16398
2023-09-14,0.18524
2023-09-15,0.18858
2023-09-16,0.0173
2023-09-17,0.01153
2023-09-18,0.15153
2023-09-19,0.16185
2023-09-20,0.13878
2023-09-21,0.15517
2023-09-22,0.15851
2023-09-23,0.01427
2023-09-24,0.01609
2023-09-25,0.16854
2023-09-26,0.16034
2023-09-27,0.13209
2023-09-28,0.01579
2023-09-29,0.0088
2023-09-30,0.00911
2023-10-01,0.00759
2023-10-02,0.017
2023-10-03,0.01488
2023-10-04,0.15183
2023-10-05,0.16246
2023-10-06,0.14667
2023-10-07,0.01639
2023-10-08,0.01214
2023-10-09,0.01488
2023-10-10,0.14333
2023-10-11,0.17613
2023-10-12,0.22623
2023-10-13,0.15882
2023-10-14,0.01882
2023-10-15,0.01093
2023-10-16,0.12754
2023-10-17,0.16246
2023-10-18,0.13422
2023-10-19,0.13726
2023-10-20,0.13756
2023-10-21,0.01245
2023-10-22,0.01336
2023-10-23,0.16368
2023-10-24,0.17795
2023-10-25,0.18402
2023-10-26,0.16793
2023-10-27,0.19222
2023-10-28,0.02216
2023-10-29,0.01548
2023-10-30,0.15548
2023-10-31,0.14333
2023-11-01,0.13058
2023-11-02,0.18645
2023-11-03,0.16793
2023-11-04,0.01822
2023-11-05,0.01457
2023-11-06,0.36775
2023-11-07,0.23322
2023-11-08,0.18493
2023-11-09,0.16003
2023-11-10,0.14212
2023-11-11,0.01457
2023-11-12,0.01093
2023-11-13,0.16185
2023-11-14,0.19647
2023-11-15,0.21105
2023-11-16,0.18281
2023-11-17,0.15183
2023-11-18,0.01032
2023-11-19,0.01032
2023-11-20,0.17734
2023-11-21,0.18251
2023-11-22,0.15244
2023-11-23,0.18159
2023-11-24,0.13999
2023-11-25,0.01366
2023-11-26,0.00941
2023-11-27,0.12754
2023-11-28,0.14789
2023-11-29,0.16277
2023-11-30,0.13422
2023-12-01,0.1324
2023-12-02,0.02581
2023-12-03,0.0167
2023-12-04,0.16155
2023-12-05,0.13726
2023-12-06,0.13209
2023-12-07,0.1409
2023-12-08,0.16854
2023-12-09,0.0173
2023-12-10,0.01579
2023-12-11,0.14606
2023-12-12,0.13118
2023-12-13,0.12632
2023-12-14,0.16246
2023-12-15,0.17522
2023-12-16,0.02156
2023-12-17,0.01457
2023-12-18,0.15578
2023-12-19,0.14181
2023-12-20,0.16337
2023-12-21,0.12997
2023-12-22,0.15123
2023-12-23,0.01062
2023-12-24,0.01153
2023-12-25,0.01579
2023-12-26,0.13483
2023-12-27,0.13544
2023-12-28,0.16459
2023-12-29,0.06255
2023-12-30,0.01396
2023-12-31,0.01275
2024-01-01,0.01457
2024-01-02,0.15366
2024-01-03,0.1406
2024-01-04,0.13574
2024-01-05,0.13604
2024-01-06,0.01245
2024-01-07,0.00728
2024-01-08,0.10659
2024-01-09,0.13544
2024-01-10,0.13635
2024-01-11,0.13726
2024-01-12,0.11357
2024-01-13,0.01488
2024-01-14,0.01093
2024-01-15,0.14485
2024-01-16,0.14485
2024-01-17,0.14242
2024-01-18,0.15183
2024-01-19,0.14363
2024-01-20,0.01123
2024-01-21,0.01123
2024-01-22,0.14515
2024-01-23,0.13969
2024-01-24,0.14758
2024-01-25,0.14485
2024-01-26,0.17188
2024-01-27,0.0252
2024-01-28,0.01548
2024-01-29,0.17248
2024-01-30,0.16702
2024-01-31,0.15214
2024-02-01,0.14424
2024-02-02,0.19404
2024-02-03,0.02095
2024-02-04,0.02156
2024-02-05,0.16945
2024-02-06,0.12967
2024-02-07,0.17097
2024-02-08,0.15487
2024-02-09,0.02399
2024-02-10,0.01062
2024-02-11,0.01214
2024-02-12,0.01427
2024-02-13,0.18645
2024-02-14,0.13088
2024-02-15,0.14455
2024-02-16,0.17977
2024-02-17,0.0249
2024-02-18,0.01609
2024-02-19,0.17795
2024-02-20,0.16246
2024-02-21,0.13422
2024-02-22,0.13878
2024-02-23,0.12177
2024-02-24,0.01093
2024-02-25,0.01062
2024-02-26,0.13908
2024-02-27,0.12238
2024-02-28,0.15244
2024-02-29,0.12238
2024-03-01,0.01913
2024-03-02,0.01275
2024-03-03,0.01366
2024-03-04,0.15821
2024-03-05,0.13392
2024-03-06,0.1412
2024-03-07,0.36319
2024-03-08,0.39447
2024-03-09,0.0334
2024-03-10,0.02368
2024-03-11,0.19131
2024-03-12,0.37473
2024-03-13,0.31066
2024-03-14,0.24688
2024-03-15,0.1652
2024-03-16,0.01275
2024-03-17,0.01579
2024-03-18,0.21773
2024-03-19,0.18372
2024-03-20,0.22289
