date,근저당권말소
2020-06-20,32.71276
2020-06-21,26.59574
2020-06-22,73.93617
2020-06-23,62.23404
2020-06-24,69.14893
2020-06-25,81.38297
2020-06-26,71.27659
2020-06-27,32.18085
2020-06-28,37.23404
2020-06-29,81.38297
2020-06-30,67.81914
2020-07-01,61.96808
2020-07-02,61.43617
2020-07-03,53.7234
2020-07-04,27.39361
2020-07-05,26.06382
2020-07-06,76.32978
2020-07-07,70.21276
2020-07-08,66.2234
2020-07-09,67.55319
2020-07-10,55.5851
2020-07-11,31.91489
2020-07-12,32.97872
2020-07-13,79.52127
2020-07-14,80.31914
2020-07-15,61.70212
2020-07-16,64.3617
2020-07-17,52.39361
2020-07-18,28.7234
2020-07-19,24.73404
2020-07-20,76.32978
2020-07-21,81.38297
2020-07-22,79.78723
2020-07-23,55.31914
2020-07-24,60.63829
2020-07-25,29.25531
2020-07-26,40.42553
2020-07-27,89.3617
2020-07-28,100.0
2020-07-29,68.0851
2020-07-30,79.78723
2020-07-31,62.76595
2020-08-01,26.59574
2020-08-02,23.40425
2020-08-03,78.19148
2020-08-04,67.55319
2020-08-05,59.30851
2020-08-06,56.91489
2020-08-07,53.45744
2020-08-08,27.65957
2020-08-09,23.67021
2020-08-10,67.55319
2020-08-11,64.3617
2020-08-12,54.25531
2020-08-13,58.77659
2020-08-14,57.4468
2020-08-15,23.40425
2020-08-16,18.61702
2020-08-17,38.29787
2020-08-18,72.34042
2020-08-19,64.89361
2020-08-20,69.14893
2020-08-21,52.39361
2020-08-22,25.0
2020-08-23,24.46808
2020-08-24,80.05319
2020-08-25,70.47872
2020-08-26,75.79787
2020-08-27,77.65957
2020-08-28,60.10638
2020-08-29,17.55319
2020-08-30,19.14893
2020-08-31,74.73404
2020-09-01,63.03191
2020-09-02,69.14893
2020-09-03,63.03191
2020-09-04,56.64893
2020-09-05,15.42553
2020-09-06,17.55319
2020-09-07,54.25531
2020-09-08,50.26595
2020-09-09,56.11702
2020-09-10,63.82978
2020-09-11,54.78723
2020-09-12,20.74468
2020-09-13,14.3617
2020-09-14,44.14893
2020-09-15,51.59574
2020-09-16,60.63829
2020-09-17,58.24468
2020-09-18,53.98936
2020-09-19,25.26595
2020-09-20,19.68085
2020-09-21,51.32978
2020-09-22,50.79787
2020-09-23,50.53191
2020-09-24,59.30851
2020-09-25,53.7234
2020-09-26,26.32978
2020-09-27,30.85106
2020-09-28,61.96808
2020-09-29,52.92553
2020-09-30,22.34042
2020-10-01,13.56382
2020-10-02,14.3617
2020-10-03,17.02127
2020-10-04,22.07446
2020-10-05,72.87234
2020-10-06,74.20212
2020-10-07,69.14893
2020-10-08,55.5851
2020-10-09,26.06382
2020-10-10,24.20212
2020-10-11,21.27659
2020-10-12,65.42553
2020-10-13,57.97872
2020-10-14,65.42553
2020-10-15,53.98936
2020-10-16,55.5851
2020-10-17,28.7234
2020-10-18,26.32978
2020-10-19,69.9468
2020-10-20,68.88297
2020-10-21,78.7234
2020-10-22,68.35106
2020-10-23,58.77659
2020-10-24,22.34042
2020-10-25,31.64893
2020-10-26,62.23404
2020-10-27,71.27659
2020-10-28,67.81914
2020-10-29,63.56382
2020-10-30,59.30851
2020-10-31,24.46808
2020-11-01,28.45744
2020-11-02,68.35106
2020-11-03,54.52127
2020-11-04,45.21276
2020-11-05,64.62765
2020-11-06,51.32978
2020-11-07,27.39361
2020-11-08,30.85106
2020-11-09,89.3617
2020-11-10,69.41489
2020-11-11,60.63829
2020-11-12,58.77659
2020-11-13,56.38297
2020-11-14,26.59574
2020-11-15,32.71276
2020-11-16,76.8617
2020-11-17,77.65957
2020-11-18,60.10638
2020-11-19,50.0
2020-11-20,59.84042
2020-11-21,29.78723
2020-11-22,35.37234
2020-11-23,62.5
2020-11-24,59.04255
2020-11-25,62.5
2020-11-26,70.74468
2020-11-27,70.47872
2020-11-28,26.32978
2020-11-29,31.38297
2020-11-30,76.32978
2020-12-01,72.07446
2020-12-02,67.81914
2020-12-03,71.80851
2020-12-04,60.90425
2020-12-05,27.12765
2020-12-06,25.53191
2020-12-07,57.97872
2020-12-08,66.75531
2020-12-09,66.75531
2020-12-10,61.70212
2020-12-11,59.57446
2020-12-12,24.46808
2020-12-13,22.87234
2020-12-14,55.85106
2020-12-15,64.89361
2020-12-16,59.57446
2020-12-17,58.24468
2020-12-18,54.78723
2020-12-19,32.18085
2020-12-20,21.80851
2020-12-21,64.3617
2020-12-22,54.78723
2020-12-23,52.12765
2020-12-24,40.15957
2020-12-25,18.35106
2020-12-26,21.54255
2020-12-27,19.68085
2020-12-28,63.56382
2020-12-29,61.96808
2020-12-30,48.93617
2020-12-31,43.0851
2021-01-01,12.76595
2021-01-02,16.2234
2021-01-03,17.28723
2021-01-04,55.85106
2021-01-05,59.04255
2021-01-06,50.79787
2021-01-07,39.09574
2021-01-08,37.23404
2021-01-09,20.74468
2021-01-10,26.32978
2021-01-11,52.65957
2021-01-12,56.11702
2021-01-13,53.7234
2021-01-14,48.40425
2021-01-15,40.95744
2021-01-16,18.88297
2021-01-17,29.78723
2021-01-18,40.69148
2021-01-19,42.28723
2021-01-20,38.82978
2021-01-21,40.42553
2021-01-22,39.09574
2021-01-23,10.63829
2021-01-24,13.29787
2021-01-25,36.43617
2021-01-26,33.77659
2021-01-27,36.70212
2021-01-28,36.70212
2021-01-29,30.5851
2021-01-30,14.3617
2021-01-31,15.42553
2021-02-01,39.09574
2021-02-02,26.32978
2021-02-03,27.92553
2021-02-04,25.53191
2021-02-05,26.32978
2021-02-06,9.84042
2021-02-07,12.23404
2021-02-08,27.39361
2021-02-09,24.20212
2021-02-10,23.40425
2021-02-11,7.71276
2021-02-12,7.71276
2021-02-13,6.91489
2021-02-14,6.91489
2021-02-15,38.03191
2021-02-16,40.69148
2021-02-17,28.7234
2021-02-18,34.84042
2021-02-19,29.25531
2021-02-20,12.76595
2021-02-21,14.3617
2021-02-22,33.24468
2021-02-23,27.12765
2021-02-24,32.97872
2021-02-25,32.18085
2021-02-26,27.12765
2021-02-27,8.51063
2021-02-28,9.04255
2021-03-01,12.76595
2021-03-02,42.02127
2021-03-03,38.82978
2021-03-04,31.38297
2021-03-05,30.05319
2021-03-06,11.43617
2021-03-07,13.29787
2021-03-08,36.43617
2021-03-09,32.71276
2021-03-10,25.0
2021-03-11,22.87234
2021-03-12,27.92553
2021-03-13,7.71276
2021-03-14,11.17021
2021-03-15,31.91489
2021-03-16,26.06382
2021-03-17,26.59574
2021-03-18,26.59574
2021-03-19,29.52127
2021-03-20,9.57446
2021-03-21,12.23404
2021-03-22,31.64893
2021-03-23,30.31914
2021-03-24,28.7234
2021-03-25,28.98936
2021-03-26,23.13829
2021-03-27,12.23404
2021-03-28,12.76595
2021-03-29,32.71276
2021-03-30,35.10638
2021-03-31,34.57446
2021-04-01,25.79787
2021-04-02,54.52127
2021-04-03,20.21276
2021-04-04,12.5
2021-04-05,34.57446
2021-04-06,30.31914
2021-04-07,27.39361
2021-04-08,20.21276
2021-04-09,27.92553
2021-04-10,6.64893
2021-04-11,7.18085
2021-04-12,25.79787
2021-04-13,32.97872
2021-04-14,24.46808
2021-04-15,27.92553
2021-04-16,23.67021
2021-04-17,13.03191
2021-04-18,11.70212
2021-04-19,34.04255
2021-04-20,30.31914
2021-04-21,27.65957
2021-04-22,27.65957
2021-04-23,26.06382
2021-04-24,9.04255
2021-04-25,11.70212
2021-04-26,29.52127
2021-04-27,30.85106
2021-04-28,27.65957
2021-04-29,23.40425
2021-04-30,26.32978
2021-05-01,6.64893
2021-05-02,7.97872
2021-05-03,30.05319
2021-05-04,29.78723
2021-05-05,9.30851
2021-05-06,25.0
2021-05-07,23.93617
2021-05-08,10.37234
2021-05-09,6.91489
2021-05-10,31.11702
2021-05-11,29.78723
2021-05-12,22.34042
2021-05-13,27.12765
2021-05-14,31.64893
2021-05-15,8.77659
2021-05-16,13.29787
2021-05-17,34.04255
2021-05-18,25.79787
2021-05-19,10.90425
2021-05-20,24.73404
2021-05-21,21.54255
2021-05-22,11.43617
2021-05-23,10.90425
2021-05-24,23.67021
2021-05-25,29.25531
2021-05-26,29.25531
2021-05-27,30.05319
2021-05-28,24.46808
2021-05-29,9.57446
2021-05-30,9.30851
2021-05-31,27.12765
2021-06-01,29.52127
2021-06-02,28.45744
2021-06-03,27.39361
2021-06-04,22.34042
2021-06-05,10.37234
2021-06-06,10.10638
2021-06-07,25.26595
2021-06-08,21.80851
2021-06-09,20.21276
2021-06-10,27.39361
2021-06-11,22.60638
2021-06-12,9.84042
2021-06-13,8.77659
2021-06-14,22.87234
2021-06-15,30.05319
2021-06-16,21.27659
2021-06-17,22.87234
2021-06-18,26.32978
2021-06-19,5.85106
2021-06-20,4.52127
2021-06-21,26.8617
2021-06-22,21.27659
2021-06-23,21.01063
2021-06-24,23.67021
2021-06-25,25.53191
2021-06-26,9.30851
2021-06-27,8.24468
2021-06-28,36.17021
2021-06-29,28.7234
2021-06-30,34.57446
2021-07-01,19.68085
2021-07-02,25.53191
2021-07-03,12.5
2021-07-04,11.70212
2021-07-05,29.78723
2021-07-06,25.26595
2021-07-07,27.92553
2021-07-08,19.41489
2021-07-09,23.67021
2021-07-10,8.77659
2021-07-11,8.24468
2021-07-12,28.45744
2021-07-13,26.06382
2021-07-14,26.06382
2021-07-15,23.93617
2021-07-16,20.74468
2021-07-17,9.30851
2021-07-18,11.17021
2021-07-19,30.05319
2021-07-20,27.65957
2021-07-21,27.12765
2021-07-22,25.79787
2021-07-23,19.41489
2021-07-24,9.57446
2021-07-25,6.91489
2021-07-26,31.64893
2021-07-27,32.4468
2021-07-28,36.96808
2021-07-29,25.0
2021-07-30,34.57446
2021-07-31,10.90425
2021-08-01,6.11702
2021-08-02,28.98936
2021-08-03,29.78723
2021-08-04,27.65957
2021-08-05,30.5851
2021-08-06,25.79787
2021-08-07,12.23404
2021-08-08,10.63829
2021-08-09,30.05319
2021-08-10,34.57446
2021-08-11,31.38297
2021-08-12,26.32978
2021-08-13,27.65957
2021-08-14,9.57446
2021-08-15,9.30851
2021-08-16,13.03191
2021-08-17,38.56382
2021-08-18,36.43617
2021-08-19,34.30851
2021-08-20,29.25531
2021-08-21,13.56382
2021-08-22,15.42553
2021-08-23,30.31914
2021-08-24,27.39361
2021-08-25,36.43617
2021-08-26,27.39361
2021-08-27,20.47872
2021-08-28,11.43617
2021-08-29,10.63829
2021-08-30,32.18085
2021-08-31,28.19148
2021-09-01,26.59574
2021-09-02,25.79787
2021-09-03,19.14893
2021-09-04,11.96808
2021-09-05,9.30851
2021-09-06,29.78723
2021-09-07,27.39361
2021-09-08,21.54255
2021-09-09,21.54255
2021-09-10,26.06382
2021-09-11,10.37234
2021-09-12,12.23404
2021-09-13,30.31914
2021-09-14,28.19148
2021-09-15,26.06382
2021-09-16,27.65957
2021-09-17,19.68085
2021-09-18,10.90425
2021-09-19,5.5851
2021-09-20,1.8617
2021-09-21,5.85106
2021-09-22,8.51063
2021-09-23,40.15957
2021-09-24,33.24468
2021-09-25,8.24468
2021-09-26,11.70212
2021-09-27,31.64893
2021-09-28,28.7234
2021-09-29,34.57446
2021-09-30,30.5851
2021-10-01,30.31914
2021-10-02,13.03191
2021-10-03,11.70212
2021-10-04,14.09574
2021-10-05,35.90425
2021-10-06,26.59574
2021-10-07,35.63829
2021-10-08,26.8617
2021-10-09,8.51063
2021-10-10,12.76595
2021-10-11,16.48936
2021-10-12,32.4468
2021-10-13,30.31914
2021-10-14,25.53191
2021-10-15,25.26595
2021-10-16,12.5
2021-10-17,8.24468
2021-10-18,28.98936
2021-10-19,29.25531
2021-10-20,31.11702
2021-10-21,32.97872
2021-10-22,22.87234
2021-10-23,7.4468
2021-10-24,9.84042
2021-10-25,46.27659
2021-10-26,35.37234
2021-10-27,30.85106
2021-10-28,27.12765
2021-10-29,24.73404
2021-10-30,11.43617
2021-10-31,11.17021
2021-11-01,23.40425
2021-11-02,27.12765
2021-11-03,30.85106
2021-11-04,20.74468
2021-11-05,21.80851
2021-11-06,7.97872
2021-11-07,7.4468
2021-11-08,27.65957
2021-11-09,25.79787
2021-11-10,24.46808
2021-11-11,20.21276
2021-11-12,22.87234
2021-11-13,9.57446
2021-11-14,9.30851
2021-11-15,28.98936
2021-11-16,36.43617
2021-11-17,26.8617
2021-11-18,26.06382
2021-11-19,25.0
2021-11-20,6.64893
2021-11-21,7.4468
2021-11-22,25.0
2021-11-23,24.20212
2021-11-24,21.54255
2021-11-25,26.8617
2021-11-26,22.07446
2021-11-27,8.77659
2021-11-28,9.84042
2021-11-29,26.32978
2021-11-30,29.78723
2021-12-01,27.39361
2021-12-02,24.46808
2021-12-03,23.67021
2021-12-04,11.70212
2021-12-05,7.4468
2021-12-06,29.78723
2021-12-07,25.26595
2021-12-08,25.0
2021-12-09,22.87234
2021-12-10,21.54255
2021-12-11,12.5
2021-12-12,8.77659
2021-12-13,30.31914
2021-12-14,24.20212
2021-12-15,22.87234
2021-12-16,22.87234
2021-12-17,22.34042
2021-12-18,8.77659
2021-12-19,6.64893
2021-12-20,28.45744
2021-12-21,20.21276
2021-12-22,26.59574
2021-12-23,23.13829
2021-12-24,24.20212
2021-12-25,5.85106
2021-12-26,10.37234
2021-12-27,27.39361
2021-12-28,33.77659
2021-12-29,23.40425
2021-12-30,25.26595
2021-12-31,24.20212
2022-01-01,5.5851
2022-01-02,8.51063
2022-01-03,20.21276
2022-01-04,23.13829
2022-01-05,29.25531
2022-01-06,25.53191
2022-01-07,20.21276
2022-01-08,11.70212
2022-01-09,9.84042
2022-01-10,29.52127
2022-01-11,26.06382
2022-01-12,30.05319
2022-01-13,22.87234
2022-01-14,23.13829
2022-01-15,15.69148
2022-01-16,11.96808
2022-01-17,26.32978
2022-01-18,23.40425
2022-01-19,24.73404
2022-01-20,30.05319
2022-01-21,23.13829
2022-01-22,10.37234
2022-01-23,6.91489
2022-01-24,29.25531
2022-01-25,25.79787
2022-01-26,25.79787
2022-01-27,29.52127
2022-01-28,25.0
2022-01-29,9.30851
2022-01-30,7.97872
2022-01-31,4.78723
2022-02-01,3.7234
2022-02-02,11.17021
2022-02-03,32.97872
2022-02-04,27.39361
2022-02-05,15.95744
2022-02-06,12.5
2022-02-07,31.91489
2022-02-08,26.59574
2022-02-09,31.91489
2022-02-10,29.25531
2022-02-11,26.59574
2022-02-12,15.69148
2022-02-13,13.29787
2022-02-14,28.98936
2022-02-15,32.18085
2022-02-16,27.65957
2022-02-17,27.39361
2022-02-18,29.78723
2022-02-19,11.70212
2022-02-20,10.10638
2022-02-21,35.10638
2022-02-22,30.5851
2022-02-23,32.18085
2022-02-24,36.43617
2022-02-25,26.8617
2022-02-26,12.23404
2022-02-27,9.84042
2022-02-28,35.10638
2022-03-01,11.70212
2022-03-02,32.97872
2022-03-03,23.13829
2022-03-04,21.01063
2022-03-05,12.5
2022-03-06,10.63829
2022-03-07,28.45744
2022-03-08,24.20212
2022-03-09,10.10638
2022-03-10,28.45744
2022-03-11,27.92553
2022-03-12,11.43617
2022-03-13,6.64893
2022-03-14,25.53191
2022-03-15,28.19148
2022-03-16,28.19148
2022-03-17,24.20212
2022-03-18,26.32978
2022-03-19,12.5
2022-03-20,9.84042
2022-03-21,31.38297
2022-03-22,21.54255
2022-03-23,23.93617
2022-03-24,22.07446
2022-03-25,22.34042
2022-03-26,12.23404
2022-03-27,9.30851
2022-03-28,25.53191
2022-03-29,30.31914
2022-03-30,23.93617
2022-03-31,29.25531
2022-04-01,23.40425
2022-04-02,10.63829
2022-04-03,8.51063
2022-04-04,26.32978
2022-04-05,23.40425
2022-04-06,25.79787
2022-04-07,25.0
2022-04-08,22.07446
2022-04-09,7.97872
2022-04-10,8.77659
2022-04-11,28.7234
2022-04-12,25.79787
2022-04-13,26.8617
2022-04-14,23.93617
2022-04-15,27.12765
2022-04-16,9.57446
2022-04-17,7.18085
2022-04-18,29.78723
2022-04-19,24.46808
2022-04-20,27.92553
2022-04-21,23.93617
2022-04-22,21.27659
2022-04-23,10.90425
2022-04-24,10.90425
2022-04-25,26.06382
2022-04-26,30.31914
2022-04-27,25.0
2022-04-28,21.27659
2022-04-29,22.34042
2022-04-30,9.57446
2022-05-01,4.25531
2022-05-02,28.98936
2022-05-03,25.0
2022-05-04,17.28723
2022-05-05,11.17021
2022-05-06,19.14893
2022-05-07,6.91489
2022-05-08,8.24468
2022-05-09,29.78723
2022-05-10,23.93617
2022-05-11,20.74468
2022-05-12,26.8617
2022-05-13,15.95744
2022-05-14,8.24468
2022-05-15,5.31914
2022-05-16,28.19148
2022-05-17,28.45744
2022-05-18,29.78723
2022-05-19,21.27659
2022-05-20,25.53191
2022-05-21,11.17021
2022-05-22,3.98936
2022-05-23,24.46808
2022-05-24,21.54255
2022-05-25,25.26595
2022-05-26,22.60638
2022-05-27,18.88297
2022-05-28,10.37234
2022-05-29,10.63829
2022-05-30,25.26595
2022-05-31,25.79787
2022-06-01,11.96808
2022-06-02,27.12765
2022-06-03,25.79787
2022-06-04,12.5
2022-06-05,8.51063
2022-06-06,10.63829
2022-06-07,23.67021
2022-06-08,26.32978
2022-06-09,21.80851
2022-06-10,22.87234
2022-06-11,8.77659
2022-06-12,9.04255
2022-06-13,31.38297
2022-06-14,29.25531
2022-06-15,30.85106
2022-06-16,21.80851
2022-06-17,28.7234
2022-06-18,9.04255
2022-06-19,11.17021
2022-06-20,32.4468
2022-06-21,26.59574
2022-06-22,24.73404
2022-06-23,19.14893
2022-06-24,24.73404
2022-06-25,11.17021
2022-06-26,8.77659
2022-06-27,33.51063
2022-06-28,23.67021
2022-06-29,33.24468
2022-06-30,25.79787
2022-07-01,27.39361
2022-07-02,10.10638
2022-07-03,8.24468
2022-07-04,27.92553
2022-07-05,28.45744
2022-07-06,30.05319
2022-07-07,27.39361
2022-07-08,22.60638
2022-07-09,10.63829
2022-07-10,8.24468
2022-07-11,25.26595
2022-07-12,30.05319
2022-07-13,30.31914
2022-07-14,27.92553
2022-07-15,27.39361
2022-07-16,12.23404
2022-07-17,11.96808
2022-07-18,34.57446
2022-07-19,32.71276
2022-07-20,25.26595
2022-07-21,28.19148
2022-07-22,18.88297
2022-07-23,12.5
2022-07-24,10.90425
2022-07-25,31.38297
2022-07-26,26.59574
2022-07-27,25.53191
2022-07-28,21.01063
2022-07-29,27.65957
2022-07-30,11.17021
2022-07-31,10.63829
2022-08-01,30.85106
2022-08-02,32.71276
2022-08-03,29.52127
2022-08-04,24.46808
2022-08-05,25.79787
2022-08-06,9.04255
2022-08-07,9.04255
2022-08-08,22.87234
2022-08-09,19.9468
2022-08-10,30.85106
2022-08-11,25.53191
2022-08-12,21.27659
2022-08-13,9.57446
2022-08-14,5.5851
2022-08-15,16.2234
2022-08-16,29.25531
2022-08-17,23.67021
2022-08-18,25.79787
2022-08-19,18.61702
2022-08-20,6.11702
2022-08-21,8.51063
2022-08-22,26.8617
2022-08-23,22.87234
2022-08-24,29.25531
2022-08-25,23.93617
2022-08-26,23.93617
2022-08-27,7.97872
2022-08-28,10.37234
2022-08-29,31.91489
2022-08-30,25.53191
2022-08-31,29.78723
2022-09-01,23.40425
2022-09-02,18.0851
2022-09-03,5.05319
2022-09-04,6.64893
2022-09-05,21.01063
2022-09-06,18.35106
2022-09-07,24.73404
2022-09-08,17.81914
2022-09-09,8.24468
2022-09-10,6.38297
2022-09-11,3.98936
2022-09-12,10.10638
2022-09-13,29.78723
2022-09-14,32.18085
2022-09-15,29.25531
2022-09-16,28.45744
2022-09-17,12.76595
2022-09-18,7.71276
2022-09-19,24.46808
2022-09-20,27.65957
2022-09-21,26.06382
2022-09-22,25.26595
2022-09-23,27.12765
2022-09-24,9.84042
2022-09-25,9.04255
2022-09-26,29.25531
2022-09-27,23.13829
2022-09-28,26.8617
2022-09-29,25.53191
2022-09-30,30.85106
2022-10-01,8.77659
2022-10-02,4.52127
2022-10-03,10.10638
2022-10-04,30.5851
2022-10-05,29.52127
2022-10-06,23.67021
2022-10-07,25.79787
2022-10-08,8.51063
2022-10-09,4.78723
2022-10-10,7.71276
2022-10-11,24.20212
2022-10-12,22.87234
2022-10-13,29.78723
2022-10-14,19.14893
2022-10-15,10.90425
2022-10-16,9.04255
2022-10-17,28.7234
2022-10-18,23.67021
2022-10-19,31.11702
2022-10-20,22.07446
2022-10-21,22.07446
2022-10-22,11.70212
2022-10-23,9.04255
2022-10-24,30.05319
2022-10-25,28.19148
2022-10-26,23.93617
2022-10-27,23.13829
2022-10-28,22.60638
2022-10-29,5.85106
2022-10-30,7.71276
2022-10-31,26.32978
2022-11-01,25.79787
2022-11-02,21.54255
2022-11-03,25.53191
2022-11-04,21.80851
2022-11-05,9.04255
2022-11-06,11.96808
2022-11-07,24.46808
2022-11-08,25.0
2022-11-09,25.53191
2022-11-10,26.06382
2022-11-11,21.54255
2022-11-12,7.4468
2022-11-13,9.04255
2022-11-14,30.85106
2022-11-15,27.39361
2022-11-16,25.26595
2022-11-17,22.60638
2022-11-18,20.21276
2022-11-19,5.85106
2022-11-20,5.31914
2022-11-21,24.46808
2022-11-22,22.87234
2022-11-23,24.20212
2022-11-24,25.26595
2022-11-25,21.27659
2022-11-26,13.56382
2022-11-27,9.57446
2022-11-28,28.19148
2022-11-29,27.65957
2022-11-30,21.01063
2022-12-01,24.20212
2022-12-02,22.87234
2022-12-03,8.24468
2022-12-04,8.77659
2022-12-05,23.67021
2022-12-06,17.81914
2022-12-07,21.80851
2022-12-08,19.68085
2022-12-09,21.01063
2022-12-10,9.04255
2022-12-11,6.11702
2022-12-12,26.32978
2022-12-13,23.93617
2022-12-14,19.9468
2022-12-15,21.01063
2022-12-16,27.92553
2022-12-17,8.51063
2022-12-18,9.57446
2022-12-19,32.97872
2022-12-20,26.8617
2022-12-21,25.0
2022-12-22,17.02127
2022-12-23,21.80851
2022-12-24,7.97872
2022-12-25,6.11702
2022-12-26,25.26595
2022-12-27,26.8617
2022-12-28,26.32978
2022-12-29,28.7234
2022-12-30,23.13829
2022-12-31,8.77659
2023-01-01,5.31914
2023-01-02,31.11702
2023-01-03,25.0
2023-01-04,24.73404
2023-01-05,19.68085
2023-01-06,22.60638
2023-01-07,8.77659
2023-01-08,9.57446
2023-01-09,26.59574
2023-01-10,31.91489
2023-01-11,31.11702
2023-01-12,34.57446
2023-01-13,22.60638
2023-01-14,10.90425
2023-01-15,11.96808
2023-01-16,28.45744
2023-01-17,34.04255
2023-01-18,28.19148
2023-01-19,21.80851
2023-01-20,19.68085
2023-01-21,6.64893
2023-01-22,5.05319
2023-01-23,6.64893
2023-01-24,10.37234
2023-01-25,34.04255
2023-01-26,34.30851
2023-01-27,26.32978
2023-01-28,11.70212
2023-01-29,12.23404
2023-01-30,40.15957
2023-01-31,36.70212
2023-02-01,35.10638
2023-02-02,33.51063
2023-02-03,28.45744
2023-02-04,18.35106
2023-02-05,10.63829
2023-02-06,21.80851
2023-02-07,41.2234
2023-02-08,28.45744
2023-02-09,37.5
2023-02-10,32.18085
2023-02-11,12.5
2023-02-12,10.63829
2023-02-13,36.43617
2023-02-14,26.8617
2023-02-15,31.38297
2023-02-16,27.65957
2023-02-17,24.73404
2023-02-18,9.30851
2023-02-19,10.63829
2023-02-20,29.25531
2023-02-21,33.77659
2023-02-22,28.7234
2023-02-23,26.32978
2023-02-24,28.45744
2023-02-25,10.63829
2023-02-26,10.90425
2023-02-27,34.04255
2023-02-28,32.71276
2023-03-01,13.56382
2023-03-02,37.5
2023-03-03,28.19148
2023-03-04,11.43617
2023-03-05,8.24468
2023-03-06,28.98936
2023-03-07,25.0
2023-03-08,25.79787
2023-03-09,29.52127
2023-03-10,31.38297
2023-03-11,9.30851
2023-03-12,8.51063
2023-03-13,33.77659
2023-03-14,31.91489
2023-03-15,33.77659
2023-03-16,31.64893
2023-03-17,25.79787
2023-03-18,13.29787
2023-03-19,11.96808
2023-03-20,31.38297
2023-03-21,34.30851
2023-03-22,23.13829
2023-03-23,32.71276
2023-03-24,29.52127
2023-03-25,8.77659
2023-03-26,9.84042
2023-03-27,32.4468
2023-03-28,31.11702
2023-03-29,27.65957
2023-03-30,25.79787
2023-03-31,31.11702
2023-04-01,10.37234
2023-04-02,7.4468
2023-04-03,30.5851
2023-04-04,28.19148
2023-04-05,29.25531
2023-04-06,27.12765
2023-04-07,25.26595
2023-04-08,9.04255
2023-04-09,9.57446
2023-04-10,32.71276
2023-04-11,35.90425
2023-04-12,31.91489
2023-04-13,23.93617
2023-04-14,22.34042
2023-04-15,11.96808
2023-04-16,9.57446
2023-04-17,36.43617
2023-04-18,38.56382
2023-04-19,36.17021
2023-04-20,37.5
2023-04-21,30.05319
2023-04-22,13.82978
2023-04-23,10.10638
2023-04-24,39.62765
2023-04-25,40.15957
2023-04-26,35.90425
2023-04-27,30.31914
2023-04-28,28.19148
2023-04-29,12.5
2023-04-30,11.96808
2023-05-01,21.01063
2023-05-02,42.02127
2023-05-03,36.43617
2023-05-04,30.5851
2023-05-05,8.51063
2023-05-06,9.57446
2023-05-07,7.18085
2023-05-08,40.69148
2023-05-09,36.17021
2023-05-10,30.85106
2023-05-11,28.98936
2023-05-12,28.45744
2023-05-13,10.90425
2023-05-14,9.57446
2023-05-15,26.8617
2023-05-16,29.25531
2023-05-17,28.19148
2023-05-18,28.45744
2023-05-19,28.19148
2023-05-20,8.24468
2023-05-21,9.84042
2023-05-22,35.10638
2023-05-23,32.71276
2023-05-24,34.84042
2023-05-25,31.11702
2023-05-26,27.65957
2023-05-27,9.84042
2023-05-28,8.24468
2023-05-29,12.23404
2023-05-30,40.15957
2023-05-31,37.23404
