date,KOSDAQ
2021-04-21,4.623
2021-04-22,2.75178
2021-04-23,5.11832
2021-04-24,1.7061
2021-04-25,1.65107
2021-04-26,3.52228
2021-04-27,3.74243
2021-04-28,5.55861
2021-04-29,5.77875
2021-04-30,5.11832
2021-05-01,2.03632
2021-05-02,1.43093
2021-05-03,6.82443
2021-05-04,5.77875
2021-05-05,2.03632
2021-05-06,3.79746
2021-05-07,3.41221
2021-05-08,0.82553
2021-05-09,1.541
2021-05-10,5.83379
2021-05-11,5.44854
2021-05-12,5.28343
2021-05-13,5.28343
2021-05-14,3.90753
2021-05-15,1.04567
2021-05-16,2.14639
2021-05-17,5.33847
2021-05-18,4.34782
2021-05-19,2.36653
2021-05-20,4.23775
2021-05-21,3.30214
2021-05-22,1.37589
2021-05-23,1.43093
2021-05-24,5.28343
2021-05-25,5.17336
2021-05-26,4.01761
2021-05-27,4.18271
2021-05-28,3.79746
2021-05-29,1.7061
2021-05-30,0.99064
2021-05-31,4.40286
2021-06-01,4.07264
2021-06-02,3.19207
2021-06-03,4.12768
2021-06-04,4.34782
2021-06-05,0.60539
2021-06-06,1.04567
2021-06-07,4.29279
2021-06-08,3.63236
2021-06-09,3.68739
2021-06-10,4.84314
2021-06-11,3.19207
2021-06-12,0.9356
2021-06-13,1.32085
2021-06-14,3.30214
2021-06-15,3.46725
2021-06-16,4.12768
2021-06-17,3.68739
2021-06-18,2.69675
2021-06-19,1.32085
2021-06-20,0.82553
2021-06-21,3.90753
2021-06-22,3.52228
2021-06-23,3.082
2021-06-24,3.96257
2021-06-25,3.13703
2021-06-26,0.71546
2021-06-27,1.10071
2021-06-28,2.53164
2021-06-29,3.79746
2021-06-30,2.4766
2021-07-01,3.96257
2021-07-02,3.41221
2021-07-03,0.99064
2021-07-04,0.99064
2021-07-05,2.69675
2021-07-06,3.8525
2021-07-07,2.42157
2021-07-08,3.41221
2021-07-09,4.07264
2021-07-10,0.99064
2021-07-11,0.71546
2021-07-12,3.082
2021-07-13,3.57732
2021-07-14,4.07264
2021-07-15,3.02696
2021-07-16,2.3115
2021-07-17,0.7705
2021-07-18,0.7705
2021-07-19,2.69675
2021-07-20,3.63236
2021-07-21,4.51293
2021-07-22,3.02696
2021-07-23,2.53164
2021-07-24,0.49532
2021-07-25,0.27517
2021-07-26,2.69675
2021-07-27,2.58668
2021-07-28,1.541
2021-07-29,2.58668
2021-07-30,2.86186
2021-07-31,1.43093
2021-08-01,0.9356
2021-08-02,3.24711
2021-08-03,2.97193
2021-08-04,2.97193
2021-08-05,3.57732
2021-08-06,3.082
2021-08-07,0.88057
2021-08-08,0.88057
2021-08-09,2.86186
2021-08-10,2.36653
2021-08-11,3.13703
2021-08-12,3.19207
2021-08-13,4.89818
2021-08-14,1.04567
2021-08-15,0.9356
2021-08-16,0.82553
2021-08-17,5.94386
2021-08-18,5.00825
2021-08-19,5.61364
2021-08-20,6.87947
2021-08-21,1.32085
2021-08-22,1.541
2021-08-23,4.40286
2021-08-24,2.69675
2021-08-25,3.96257
2021-08-26,4.51293
2021-08-27,4.18271
2021-08-28,0.66042
2021-08-29,0.9356
2021-08-30,3.13703
2021-08-31,4.01761
2021-09-01,4.12768
2021-09-02,3.35718
2021-09-03,3.082
2021-09-04,0.9356
2021-09-05,0.99064
2021-09-06,3.96257
2021-09-07,3.8525
2021-09-08,4.623
2021-09-09,3.90753
2021-09-10,2.91689
2021-09-11,1.26582
2021-09-12,1.32085
2021-09-13,3.35718
2021-09-14,3.13703
2021-09-15,2.03632
2021-09-16,2.14639
2021-09-17,2.75178
2021-09-18,0.27517
2021-09-19,0.33021
2021-09-20,1.15575
2021-09-21,1.37589
2021-09-22,1.10071
2021-09-23,4.01761
2021-09-24,3.79746
2021-09-25,0.7705
2021-09-26,1.04567
2021-09-27,3.52228
2021-09-28,4.29279
2021-09-29,4.56796
2021-09-30,2.91689
2021-10-01,3.63236
2021-10-02,0.99064
2021-10-03,1.04567
2021-10-04,1.48596
2021-10-05,5.17336
2021-10-06,6.65932
2021-10-07,4.18271
2021-10-08,4.12768
2021-10-09,0.9356
2021-10-10,1.10071
2021-10-11,1.32085
2021-10-12,3.96257
2021-10-13,3.30214
2021-10-14,3.46725
2021-10-15,2.69675
2021-10-16,0.88057
2021-10-17,1.37589
2021-10-18,3.02696
2021-10-19,3.13703
2021-10-20,2.4766
2021-10-21,3.52228
2021-10-22,4.12768
2021-10-23,0.66042
2021-10-24,2.42157
2021-10-25,5.3935
2021-10-26,4.12768
2021-10-27,3.02696
2021-10-28,2.86186
2021-10-29,2.91689
2021-10-30,1.04567
2021-10-31,0.71546
2021-11-01,3.19207
2021-11-02,37.47936
2021-11-03,56.63181
2021-11-04,41.60704
2021-11-05,35.77325
2021-11-06,5.94386
2021-11-07,3.79746
2021-11-08,33.68189
2021-11-09,30.43478
2021-11-10,38.63511
2021-11-11,35.16785
2021-11-12,23.94056
2021-11-13,4.623
2021-11-14,3.96257
2021-11-15,24.32581
2021-11-16,30.54485
2021-11-17,27.57292
2021-11-18,35.5531
2021-11-19,21.95927
2021-11-20,3.90753
2021-11-21,5.3935
2021-11-22,32.4711
2021-11-23,31.86571
2021-11-24,27.90313
2021-11-25,26.19702
2021-11-26,29.88442
2021-11-27,5.33847
2021-11-28,5.00825
2021-11-29,36.70886
2021-11-30,47.22069
2021-12-01,31.7006
2021-12-02,31.53549
2021-12-03,29.82938
2021-12-04,5.72372
2021-12-05,5.06329
2021-12-06,29.55421
2021-12-07,22.83984
2021-12-08,22.34452
2021-12-09,20.3082
2021-12-10,20.41827
2021-12-11,3.57732
2021-12-12,2.86186
2021-12-13,24.05063
2021-12-14,21.73913
2021-12-15,25.42652
2021-12-16,21.73913
2021-12-17,22.06934
2021-12-18,3.13703
2021-12-19,2.91689
2021-12-20,28.28838
2021-12-21,22.94991
2021-12-22,18.82223
2021-12-23,17.77655
2021-12-24,16.56576
2021-12-25,3.46725
2021-12-26,3.79746
2021-12-27,25.09631
2021-12-28,23.55531
2021-12-29,22.06934
2021-12-30,20.58337
2021-12-31,12.49312
2022-01-01,3.30214
2022-01-02,5.3935
2022-01-03,25.31645
2022-01-04,22.39955
2022-01-05,28.67363
2022-01-06,43.64336
2022-01-07,21.8492
2022-01-08,3.79746
2022-01-09,3.74243
2022-01-10,32.96642
2022-01-11,37.14914
2022-01-12,22.0143
2022-01-13,21.57402
2022-01-14,25.09631
2022-01-15,4.18271
2022-01-16,4.40286
2022-01-17,32.36103
2022-01-18,43.75343
2022-01-19,36.32361
2022-01-20,37.03907
2022-01-21,30.70996
2022-01-22,5.77875
2022-01-23,6.9345
2022-01-24,57.67749
2022-01-25,69.67528
2022-01-26,41.33186
2022-01-27,93.3957
2022-01-28,41.82718
2022-01-29,4.34782
2022-01-30,4.623
2022-01-31,4.23775
2022-02-01,4.07264
2022-02-02,7.26472
2022-02-03,30.54485
2022-02-04,27.57292
2022-02-05,5.11832
2022-02-06,5.22839
2022-02-07,26.80242
2022-02-08,28.45349
2022-02-09,22.50963
2022-02-10,34.89268
2022-02-11,32.63621
2022-02-12,5.88882
2022-02-13,5.22839
2022-02-14,47.11062
2022-02-15,41.05668
2022-02-16,35.22289
2022-02-17,58.22784
2022-02-18,33.847
2022-02-19,6.54925
2022-02-20,4.01761
2022-02-21,34.12217
2022-02-22,35.49807
2022-02-23,26.74738
2022-02-24,56.79691
2022-02-25,29.82938
2022-02-26,3.90753
2022-02-27,4.45789
2022-02-28,23.72041
2022-03-01,5.61364
2022-03-02,28.67363
2022-03-03,24.32581
2022-03-04,22.6197
2022-03-05,3.24711
2022-03-06,3.41221
2022-03-07,28.39845
2022-03-08,22.17941
2022-03-09,4.67804
2022-03-10,22.72977
2022-03-11,24.82113
2022-03-12,5.94386
2022-03-13,5.55861
2022-03-14,28.6186
2022-03-15,24.9312
2022-03-16,23.77545
2022-03-17,21.46395
2022-03-18,21.13373
2022-03-19,6.32911
2022-03-20,4.51293
2022-03-21,25.20638
2022-03-22,17.06108
2022-03-23,16.67583
2022-03-24,17.66648
2022-03-25,23.44523
2022-03-26,4.78811
2022-03-27,3.96257
2022-03-28,19.75784
2022-03-29,20.74848
2022-03-30,19.09741
2022-03-31,17.00605
2022-04-01,15.41001
2022-04-02,3.19207
2022-04-03,3.57732
2022-04-04,15.46505
2022-04-05,19.97798
2022-04-06,17.3913
2022-04-07,24.27077
2022-04-08,16.40066
2022-04-09,3.35718
2022-04-10,3.52228
2022-04-11,22.50963
2022-04-12,19.53769
2022-04-13,17.11612
2022-04-14,18.38194
2022-04-15,16.18051
2022-04-16,3.41221
2022-04-17,3.082
2022-04-18,17.94166
2022-04-19,15.0798
2022-04-20,14.08915
2022-04-21,15.79526
2022-04-22,16.84094
2022-04-23,3.68739
2022-04-24,3.63236
2022-04-25,24.49091
2022-04-26,19.20748
2022-04-27,24.9312
2022-04-28,21.95927
2022-04-29,14.08915
2022-04-30,3.8525
2022-05-01,3.41221
2022-05-02,16.67583
2022-05-03,16.84094
2022-05-04,14.58447
2022-05-05,3.02696
2022-05-06,21.13373
2022-05-07,3.46725
2022-05-08,2.3115
2022-05-09,33.847
2022-05-10,33.73692
2022-05-11,26.41717
2022-05-12,52.7793
2022-05-13,21.02366
2022-05-14,3.90753
2022-05-15,3.74243
2022-05-16,25.04127
2022-05-17,16.95101
2022-05-18,18.10676
2022-05-19,20.96862
2022-05-20,17.72151
2022-05-21,3.35718
2022-05-22,2.09135
2022-05-23,18.60209
2022-05-24,22.12438
2022-05-25,18.60209
2022-05-26,17.22619
2022-05-27,14.4744
2022-05-28,2.80682
2022-05-29,2.3115
2022-05-30,17.77655
2022-05-31,17.72151
2022-06-01,3.90753
2022-06-02,15.74023
2022-06-03,12.65822
2022-06-04,2.14639
2022-06-05,3.19207
2022-06-06,3.13703
2022-06-07,16.12548
2022-06-08,16.29058
2022-06-09,16.51073
2022-06-10,15.74023
2022-06-11,4.18271
2022-06-12,4.01761
2022-06-13,52.11887
2022-06-14,45.12933
2022-06-15,51.67859
2022-06-16,29.16895
2022-06-17,31.31535
2022-06-18,4.12768
2022-06-19,3.68739
2022-06-20,60.59438
2022-06-21,32.91139
2022-06-22,60.9246
2022-06-23,87.2317
2022-06-24,49.58723
2022-06-25,6.82443
2022-06-26,4.29279
2022-06-27,33.02146
2022-06-28,25.37149
2022-06-29,27.35277
2022-06-30,34.94771
2022-07-01,38.08475
2022-07-02,4.84314
2022-07-03,2.91689
2022-07-04,38.74518
2022-07-05,29.93946
2022-07-06,32.36103
2022-07-07,20.52834
2022-07-08,19.20748
2022-07-09,3.63236
2022-07-10,2.20143
2022-07-11,22.83984
2022-07-12,26.14199
2022-07-13,25.20638
2022-07-14,25.81177
2022-07-15,21.13373
2022-07-16,3.30214
2022-07-17,2.42157
2022-07-18,20.03302
2022-07-19,19.97798
2022-07-20,17.44634
2022-07-21,14.69455
2022-07-22,17.44634
2022-07-23,1.76114
2022-07-24,2.25646
2022-07-25,17.77655
2022-07-26,14.36433
2022-07-27,19.86791
2022-07-28,17.72151
2022-07-29,13.86901
2022-07-30,2.80682
2022-07-31,2.25646
2022-08-01,17.11612
2022-08-02,14.25426
2022-08-03,13.86901
2022-08-04,17.00605
2022-08-05,12.76829
2022-08-06,2.03632
2022-08-07,1.98128
2022-08-08,14.74958
2022-08-09,15.90533
2022-08-10,15.57512
2022-08-11,13.7039
2022-08-12,14.4744
2022-08-13,2.36653
2022-08-14,1.43093
2022-08-15,2.80682
2022-08-16,12.87837
2022-08-17,15.0798
2022-08-18,15.0798
2022-08-19,18.87727
2022-08-20,3.19207
2022-08-21,3.24711
2022-08-22,23.61034
2022-08-23,22.0143
2022-08-24,19.7028
2022-08-25,17.55641
2022-08-26,17.61144
2022-08-27,4.07264
2022-08-28,3.13703
2022-08-29,25.20638
2022-08-30,21.90423
2022-08-31,21.13373
2022-09-01,24.98624
2022-09-02,20.52834
2022-09-03,2.3115
2022-09-04,2.58668
2022-09-05,31.7006
2022-09-06,18.76719
2022-09-07,21.8492
2022-09-08,16.29058
2022-09-09,2.42157
2022-09-10,1.98128
2022-09-11,2.25646
2022-09-12,3.082
2022-09-13,18.05173
2022-09-14,25.59163
2022-09-15,15.96037
2022-09-16,21.90423
2022-09-17,4.23775
2022-09-18,2.80682
2022-09-19,33.62685
2022-09-20,20.91359
2022-09-21,21.73913
2022-09-22,30.76499
2022-09-23,36.98403
2022-09-24,3.96257
2022-09-25,3.8525
2022-09-26,100.0
2022-09-27,45.2394
2022-09-28,73.03247
2022-09-29,31.37039
2022-09-30,32.4711
2022-10-01,3.13703
2022-10-02,3.68739
2022-10-03,3.74243
2022-10-04,21.68409
2022-10-05,33.02146
2022-10-06,24.32581
2022-10-07,22.39955
2022-10-08,3.68739
2022-10-09,3.46725
2022-10-10,5.00825
2022-10-11,53.49477
2022-10-12,28.50853
2022-10-13,51.84369
2022-10-14,29.33406
2022-10-15,4.78811
2022-10-16,4.45789
2022-10-17,39.95597
2022-10-18,30.21463
2022-10-19,24.49091
2022-10-20,24.65602
2022-10-21,20.91359
2022-10-22,3.02696
2022-10-23,3.52228
2022-10-24,21.46395
2022-10-25,18.82223
2022-10-26,22.28948
2022-10-27,17.28123
2022-10-28,18.10676
2022-10-29,2.3115
2022-10-30,1.76114
2022-10-31,16.78591
2022-11-01,16.89598
2022-11-02,15.63015
2022-11-03,19.7028
2022-11-04,17.94166
2022-11-05,2.75178
2022-11-06,1.65107
2022-11-07,15.74023
2022-11-08,16.95101
2022-11-09,19.81287
2022-11-10,16.73087
2022-11-11,21.95927
2022-11-12,4.23775
2022-11-13,2.20143
2022-11-14,20.19812
2022-11-15,26.25206
2022-11-16,18.32691
2022-11-17,17.00605
2022-11-18,17.44634
2022-11-19,3.19207
2022-11-20,2.75178
2022-11-21,22.17941
2022-11-22,15.96037
2022-11-23,15.46505
2022-11-24,14.58447
2022-11-25,12.43808
2022-11-26,3.19207
2022-11-27,2.25646
2022-11-28,19.53769
2022-11-29,16.12548
2022-11-30,17.77655
2022-12-01,18.65712
2022-12-02,15.13483
2022-12-03,2.42157
2022-12-04,3.57732
2022-12-05,18.43698
2022-12-06,17.11612
2022-12-07,18.21684
2022-12-08,14.85965
2022-12-09,16.01541
2022-12-10,2.97193
2022-12-11,2.58668
2022-12-12,15.52008
2022-12-13,12.82333
2022-12-14,15.29994
2022-12-15,18.65712
2022-12-16,16.6208
2022-12-17,2.3115
2022-12-18,2.09135
2022-12-19,19.37259
2022-12-20,21.40891
2022-12-21,18.82223
2022-12-22,14.96973
2022-12-23,23.50027
2022-12-24,3.082
2022-12-25,2.20143
2022-12-26,15.57512
2022-12-27,17.00605
2022-12-28,19.59273
2022-12-29,25.92184
2022-12-30,7.64997
2022-12-31,2.4766
2023-01-01,2.69675
2023-01-02,30.21463
2023-01-03,28.83874
2023-01-04,19.7028
2023-01-05,18.38194
2023-01-06,13.37369
2023-01-07,2.58668
2023-01-08,4.12768
2023-01-09,15.2449
2023-01-10,18.82223
2023-01-11,18.43698
2023-01-12,15.29994
2023-01-13,14.52944
2023-01-14,3.74243
2023-01-15,2.97193
2023-01-16,15.46505
2023-01-17,13.97908
2023-01-18,16.95101
2023-01-19,14.96973
2023-01-20,13.26362
2023-01-21,2.25646
2023-01-22,1.92625
2023-01-23,2.64171
2023-01-24,3.57732
2023-01-25,19.20748
2023-01-26,18.76719
2023-01-27,15.63015
2023-01-28,2.86186
2023-01-29,2.42157
2023-01-30,20.03302
2023-01-31,17.44634
2023-02-01,15.2449
2023-02-02,19.04237
2023-02-03,16.73087
2023-02-04,2.09135
2023-02-05,2.4766
2023-02-06,18.60209
2023-02-07,20.4733
2023-02-08,16.51073
2023-02-09,21.46395
2023-02-10,18.1618
2023-02-11,4.12768
2023-02-12,3.52228
2023-02-13,18.38194
2023-02-14,15.90533
2023-02-15,22.34452
2023-02-16,19.31755
2023-02-17,18.49201
2023-02-18,2.80682
2023-02-19,2.42157
2023-02-20,28.7837
2023-02-21,18.1618
2023-02-22,20.52834
2023-02-23,17.61144
2023-02-24,15.90533
2023-02-25,2.58668
2023-02-26,2.64171
2023-02-27,22.89488
2023-02-28,16.89598
2023-03-01,4.34782
2023-03-02,16.84094
2023-03-03,17.61144
2023-03-04,4.12768
2023-03-05,4.01761
2023-03-06,20.96862
2023-03-07,18.9323
2023-03-08,22.50963
2023-03-09,22.17941
2023-03-10,22.39955
2023-03-11,2.97193
2023-03-12,3.74243
2023-03-13,29.93946
2023-03-14,48.26637
2023-03-15,24.60099
2023-03-16,24.9312
2023-03-17,23.00495
2023-03-18,4.07264
2023-03-19,3.52228
2023-03-20,25.31645
2023-03-21,17.17116
2023-03-22,17.66648
2023-03-23,34.34232
2023-03-24,26.08695
2023-03-25,4.95321
2023-03-26,5.44854
2023-03-27,26.4722
2023-03-28,20.36323
2023-03-29,22.56466
2023-03-30,21.57402
2023-03-31,19.53769
2023-04-01,3.57732
2023-04-02,3.24711
2023-04-03,24.32581
2023-04-04,20.69345
2023-04-05,26.96752
2023-04-06,22.45459
2023-04-07,20.3082
2023-04-08,3.8525
2023-04-09,3.68739
2023-04-10,23.88552
2023-04-11,26.19702
2023-04-12,28.94881
2023-04-13,25.7017
2023-04-14,24.54595
2023-04-15,4.18271
2023-04-16,3.41221
2023-04-17,28.7837
2023-04-18,24.05063
2023-04-19,24.82113
2023-04-20,41.82718
2023-04-21,35.5531
2023-04-22,4.45789
2023-04-23,3.63236
2023-04-24,41.05668
2023-04-25,57.67749
2023-04-26,44.63401
2023-04-27,40.94661
2023-04-28,31.09521
2023-04-29,4.12768
2023-04-30,3.63236
2023-05-01,7.42982
2023-05-02,22.0143
2023-05-03,25.42652
2023-05-04,22.94991
2023-05-05,5.44854
2023-05-06,3.13703
2023-05-07,2.80682
2023-05-08,27.02256
2023-05-09,26.96752
2023-05-10,28.50853
2023-05-11,22.28948
2023-05-12,23.94056
2023-05-13,4.29279
2023-05-14,3.46725
2023-05-15,33.13153
2023-05-16,22.28948
2023-05-17,25.15134
2023-05-18,20.69345
2023-05-19,19.04237
2023-05-20,3.24711
2023-05-21,3.24711
2023-05-22,21.18877
2023-05-23,19.75784
2023-05-24,20.3082
2023-05-25,20.91359
2023-05-26,21.68409
2023-05-27,3.41221
2023-05-28,2.09135
2023-05-29,4.34782
2023-05-30,19.42762
