date,금가격
2021-01-15,32.65887
2021-01-16,27.5862
2021-01-17,32.14591
2021-01-18,35.2807
2021-01-19,29.95155
2021-01-20,29.35309
2021-01-21,29.41008
2021-01-22,31.43345
2021-01-23,24.5654
2021-01-24,27.5862
2021-01-25,30.80649
2021-01-26,34.71074
2021-01-27,31.20547
2021-01-28,29.38159
2021-01-29,31.37646
2021-01-30,25.16386
2021-01-31,23.33998
2021-02-01,34.14078
2021-02-02,41.77828
2021-02-03,30.86349
2021-02-04,27.01624
2021-02-05,31.20547
2021-02-06,24.19492
2021-02-07,24.82188
2021-02-08,29.43858
2021-02-09,29.35309
2021-02-10,28.84012
2021-02-11,22.37104
2021-02-12,26.56027
2021-02-13,22.31404
2021-02-14,25.24935
2021-02-15,31.11997
2021-02-16,31.66144
2021-02-17,40.09689
2021-02-18,36.99059
2021-02-19,63.43687
2021-02-20,51.83813
2021-02-21,51.21117
2021-02-22,51.75263
2021-02-23,48.50384
2021-02-24,36.8196
2021-02-25,34.85323
2021-02-26,36.27814
2021-02-27,31.11997
2021-02-28,29.03961
2021-03-01,27.89968
2021-03-02,34.71074
2021-03-03,39.44143
2021-03-04,36.33513
2021-03-05,39.58392
2021-03-06,28.69763
2021-03-07,28.86862
2021-03-08,34.56825
2021-03-09,32.48788
2021-03-10,31.23396
2021-03-11,38.50099
2021-03-12,30.37902
2021-03-13,22.91251
2021-03-14,32.60188
2021-03-15,27.5862
2021-03-16,24.5084
2021-03-17,25.56283
2021-03-18,26.0473
2021-03-19,24.02393
2021-03-20,20.37617
2021-03-21,18.72328
2021-03-22,24.42291
2021-03-23,21.17412
2021-03-24,20.88914
2021-03-25,20.86064
2021-03-26,21.4591
2021-03-27,17.24137
2021-03-28,20.00569
2021-03-29,22.9695
2021-03-30,20.74665
2021-03-31,24.90738
2021-04-01,21.4306
2021-04-02,26.41778
2021-04-03,22.71302
2021-04-04,17.86833
2021-04-05,25.70532
2021-04-06,22.79851
2021-04-07,21.97207
2021-04-08,20.09119
2021-04-09,22.85551
2021-04-10,19.46423
2021-04-11,23.22599
2021-04-12,24.4799
2021-04-13,27.07324
2021-04-14,24.28042
2021-04-15,27.70019
2021-04-16,27.38671
2021-04-17,21.14562
2021-04-18,18.75178
2021-04-19,23.76745
2021-04-20,25.84781
2021-04-21,27.13023
2021-04-22,25.96181
2021-04-23,34.31176
2021-04-24,21.74408
2021-04-25,19.06526
2021-04-26,24.62239
2021-04-27,26.47477
2021-04-28,30.23653
2021-04-29,26.81675
2021-04-30,24.05243
2021-05-01,23.90994
2021-05-02,25.13536
2021-05-03,26.61726
2021-05-04,25.84781
2021-05-05,20.51866
2021-05-06,25.39184
2021-05-07,27.78569
2021-05-08,22.79851
2021-05-09,21.37361
2021-05-10,28.61214
2021-05-11,27.6717
2021-05-12,26.21829
2021-05-13,31.17697
2021-05-14,24.5939
2021-05-15,18.09632
2021-05-16,18.3528
2021-05-17,32.43089
2021-05-18,31.80393
2021-05-19,38.07352
2021-05-20,47.5919
2021-05-21,31.09147
2021-05-22,24.99287
2021-05-23,27.75719
2021-05-24,40.32487
2021-05-25,31.66144
2021-05-26,31.43345
2021-05-27,29.35309
2021-05-28,26.44628
2021-05-29,18.4383
2021-05-30,18.75178
2021-05-31,27.38671
2021-06-01,25.76232
2021-06-02,27.04474
2021-06-03,26.16129
2021-06-04,25.70532
2021-06-05,17.15588
2021-06-06,18.06782
2021-06-07,23.055
2021-06-08,22.85551
2021-06-09,20.31917
2021-06-10,21.57309
2021-06-11,22.42804
2021-06-12,16.15844
2021-06-13,15.64548
2021-06-14,21.17412
2021-06-15,21.85807
2021-06-16,20.71815
2021-06-17,25.56283
2021-06-18,29.92305
2021-06-19,16.98489
2021-06-20,15.3605
2021-06-21,22.65602
2021-06-22,21.00313
2021-06-23,20.26218
2021-06-24,20.91764
2021-06-25,19.46423
2021-06-26,13.7646
2021-06-27,12.68167
2021-06-28,21.00313
2021-06-29,28.21316
2021-06-30,31.37646
2021-07-01,23.56796
2021-07-02,32.68737
2021-07-03,27.13023
2021-07-04,16.98489
2021-07-05,28.95411
2021-07-06,25.76232
2021-07-07,23.28298
2021-07-08,25.02137
2021-07-09,24.90738
2021-07-10,17.04189
2021-07-11,21.08862
2021-07-12,19.32174
2021-07-13,20.11969
2021-07-14,20.68965
2021-07-15,22.71302
2021-07-16,21.34511
2021-07-17,17.92533
2021-07-18,20.20518
2021-07-19,20.06269
2021-07-20,22.71302
2021-07-21,20.40467
2021-07-22,17.64035
2021-07-23,18.89427
2021-07-24,17.09888
2021-07-25,16.04445
2021-07-26,20.71815
2021-07-27,19.83471
2021-07-28,22.68452
2021-07-29,20.86064
2021-07-30,20.60416
2021-07-31,14.90453
2021-08-01,16.67141
2021-08-02,18.4098
2021-08-03,19.43573
2021-08-04,18.26731
2021-08-05,18.89427
2021-08-06,24.25192
2021-08-07,19.8917
2021-08-08,18.78027
2021-08-09,33.54231
2021-08-10,34.56825
2021-08-11,29.98005
2021-08-12,38.15901
2021-08-13,26.27529
2021-08-14,19.9202
2021-08-15,17.92533
2021-08-16,17.64035
2021-08-17,27.98518
2021-08-18,27.98518
2021-08-19,27.5577
2021-08-20,26.18979
2021-08-21,18.83727
2021-08-22,17.38387
2021-08-23,23.85294
2021-08-24,22.37104
2021-08-25,22.20005
2021-08-26,22.79851
2021-08-27,21.00313
2021-08-28,17.61185
2021-08-29,19.06526
2021-08-30,21.4021
2021-08-31,20.88914
2021-09-01,20.06269
2021-09-02,22.05756
2021-09-03,20.80364
2021-09-04,15.95896
2021-09-05,15.81647
2021-09-06,21.4306
2021-09-07,19.09375
2021-09-08,20.77514
2021-09-09,20.77514
2021-09-10,17.86833
2021-09-11,15.84497
2021-09-12,15.61698
2021-09-13,17.49786
2021-09-14,18.89427
2021-09-15,18.97976
2021-09-16,20.26218
2021-09-17,23.71045
2021-09-18,18.78027
2021-09-19,15.95896
2021-09-20,14.93302
2021-09-21,17.55485
2021-09-22,19.17925
2021-09-23,20.68965
2021-09-24,21.28811
2021-09-25,18.23881
2021-09-26,15.50299
2021-09-27,19.60672
2021-09-28,19.06526
2021-09-29,22.31404
2021-09-30,21.03163
2021-10-01,21.68709
2021-10-02,16.92789
2021-10-03,17.92533
2021-10-04,24.05243
2021-10-05,33.11484
2021-10-06,25.22086
2021-10-07,21.4876
2021-10-08,19.8632
2021-10-09,16.64291
2021-10-10,15.58848
2021-10-11,17.46936
2021-10-12,24.16642
2021-10-13,20.86064
2021-10-14,21.97207
2021-10-15,19.74921
2021-10-16,15.13251
2021-10-17,12.2542
2021-10-18,19.29324
2021-10-19,18.3243
2021-10-20,17.92533
2021-10-21,17.89683
2021-10-22,18.21031
2021-10-23,17.44086
2021-10-24,28.15616
2021-10-25,34.51125
2021-10-26,24.93587
2021-10-27,22.17155
2021-10-28,21.54459
2021-10-29,18.06782
2021-10-30,14.76204
2021-10-31,15.47449
2021-11-01,18.58079
2021-11-02,19.37874
2021-11-03,19.37874
2021-11-04,18.23881
2021-11-05,19.8917
2021-11-06,14.44856
2021-11-07,19.40723
2021-11-08,23.14049
2021-11-09,22.85551
2021-11-10,22.08606
2021-11-11,26.90225
2021-11-12,23.85294
2021-11-13,22.74152
2021-11-14,22.62752
2021-11-15,26.33228
2021-11-16,31.17697
2021-11-17,24.30891
2021-11-18,22.28555
2021-11-19,19.26474
2021-11-20,21.06013
2021-11-21,18.26731
2021-11-22,26.75976
2021-11-23,25.59133
2021-11-24,23.71045
2021-11-25,21.06013
2021-11-26,22.79851
2021-11-27,19.69222
2021-11-28,28.38415
2021-11-29,29.86605
2021-11-30,24.5654
2021-12-01,25.07836
2021-12-02,22.42804
2021-12-03,21.23111
2021-12-04,20.09119
2021-12-05,18.3813
2021-12-06,23.22599
2021-12-07,20.37617
2021-12-08,20.74665
2021-12-09,19.74921
2021-12-10,21.57309
2021-12-11,18.75178
2021-12-12,18.23881
2021-12-13,21.63009
2021-12-14,21.20262
2021-12-15,22.20005
2021-12-16,25.19236
2021-12-17,23.22599
2021-12-18,17.38387
2021-12-19,16.8994
2021-12-20,22.37104
2021-12-21,24.67939
2021-12-22,22.00056
2021-12-23,20.88914
2021-12-24,21.5161
2021-12-25,17.35537
2021-12-26,17.66885
2021-12-27,23.42547
2021-12-28,22.85551
2021-12-29,22.20005
2021-12-30,20.71815
2021-12-31,27.30122
2022-01-01,24.79338
2022-01-02,22.48503
2022-01-03,28.52664
2022-01-04,24.93587
2022-01-05,27.5862
2022-01-06,38.52949
2022-01-07,33.22884
2022-01-08,24.76489
2022-01-09,25.73382
2022-01-10,27.75719
2022-01-11,66.88515
2022-01-12,44.4856
2022-01-13,28.15616
2022-01-14,24.5369
2022-01-15,21.68709
2022-01-16,24.25192
2022-01-17,24.90738
2022-01-18,21.63009
2022-01-19,22.37104
2022-01-20,25.76232
2022-01-21,25.50584
2022-01-22,25.84781
2022-01-23,24.90738
2022-01-24,34.28327
2022-01-25,35.90766
2022-01-26,32.2884
2022-01-27,36.16414
2022-01-28,31.00598
2022-01-29,23.53946
2022-01-30,22.45654
2022-01-31,19.17925
2022-02-01,25.22086
2022-02-02,23.93844
2022-02-03,28.18466
2022-02-04,27.18723
2022-02-05,23.42547
2022-02-06,26.87375
2022-02-07,25.07836
2022-02-08,24.4799
2022-02-09,26.61726
2022-02-10,26.18979
2022-02-11,24.42291
2022-02-12,26.56027
2022-02-13,21.06013
2022-02-14,34.08378
2022-02-15,43.11769
2022-02-16,30.29353
2022-02-17,30.77799
2022-02-18,40.12539
2022-02-19,24.93587
2022-02-20,25.50584
2022-02-21,33.94129
2022-02-22,45.14106
2022-02-23,34.48275
2022-02-24,100.0
2022-02-25,57.28127
2022-02-26,31.51895
2022-02-27,30.26503
2022-02-28,36.56312
2022-03-01,29.83756
2022-03-02,37.98803
2022-03-03,33.88429
2022-03-04,35.3662
2022-03-05,26.87375
2022-03-06,37.24707
2022-03-07,55.82787
2022-03-08,60.72955
2022-03-09,39.21345
2022-03-10,37.58905
2022-03-11,41.00883
2022-03-12,29.26759
2022-03-13,24.22342
2022-03-14,37.93103
2022-03-15,36.02165
2022-03-16,35.02422
2022-03-17,32.00341
2022-03-18,28.66913
2022-03-19,21.08862
2022-03-20,19.17925
2022-03-21,24.93587
2022-03-22,25.96181
2022-03-23,23.19749
2022-03-24,25.27785
2022-03-25,28.86862
2022-03-26,19.43573
2022-03-27,18.09632
2022-03-28,22.998
2022-03-29,23.56796
2022-03-30,24.87888
2022-03-31,22.28555
2022-04-01,19.60672
2022-04-02,15.38899
2022-04-03,16.24394
2022-04-04,20.74665
2022-04-05,22.00056
2022-04-06,21.08862
2022-04-07,19.49273
2022-04-08,20.91764
2022-04-09,16.24394
2022-04-10,14.44856
2022-04-11,20.63265
2022-04-12,20.66115
2022-04-13,19.9202
2022-04-14,21.68709
2022-04-15,22.68452
2022-04-16,17.49786
2022-04-17,15.78797
2022-04-18,23.56796
2022-04-19,24.65089
2022-04-20,24.82188
2022-04-21,21.68709
2022-04-22,23.14049
2022-04-23,20.37617
2022-04-24,19.46423
2022-04-25,25.07836
2022-04-26,23.51097
2022-04-27,25.39184
2022-04-28,27.87118
2022-04-29,23.93844
2022-04-30,20.49016
2022-05-01,17.89683
2022-05-02,23.28298
2022-05-03,24.5369
2022-05-04,24.5654
2022-05-05,18.46679
2022-05-06,25.79082
2022-05-07,19.80621
2022-05-08,20.14819
2022-05-09,24.10943
2022-05-10,27.84269
2022-05-11,28.32715
2022-05-12,33.25733
2022-05-13,29.03961
2022-05-14,21.28811
2022-05-15,19.57822
2022-05-16,26.73126
2022-05-17,26.0188
2022-05-18,22.71302
2022-05-19,22.9695
2022-05-20,20.91764
2022-05-21,17.52636
2022-05-22,18.09632
2022-05-23,22.11456
2022-05-24,20.88914
2022-05-25,23.48247
2022-05-26,20.88914
2022-05-27,21.88657
2022-05-28,16.10145
2022-05-29,16.95639
2022-05-30,20.91764
2022-05-31,21.14562
2022-06-01,17.38387
2022-06-02,19.69222
2022-06-03,21.17412
2022-06-04,15.73097
2022-06-05,15.87346
2022-06-06,19.49273
2022-06-07,20.74665
2022-06-08,20.97463
2022-06-09,21.08862
2022-06-10,21.74408
2022-06-11,20.86064
2022-06-12,22.88401
2022-06-13,36.56312
2022-06-14,38.04502
2022-06-15,31.88942
2022-06-16,30.664
2022-06-17,31.49045
2022-06-18,21.63009
2022-06-19,22.42804
2022-06-20,31.17697
2022-06-21,24.79338
2022-06-22,27.47221
2022-06-23,31.51895
2022-06-24,30.52151
2022-06-25,21.4591
2022-06-26,21.03163
2022-06-27,28.35565
2022-06-28,26.1328
2022-06-29,24.79338
2022-06-30,26.47477
2022-07-01,28.09917
2022-07-02,20.63265
2022-07-03,20.29068
2022-07-04,25.47734
2022-07-05,25.19236
2022-07-06,41.63579
2022-07-07,31.09147
2022-07-08,28.27016
2022-07-09,20.37617
2022-07-10,19.74921
2022-07-11,24.82188
2022-07-12,28.29866
2022-07-13,28.27016
2022-07-14,27.15873
2022-07-15,29.32459
2022-07-16,20.91764
2022-07-17,21.11712
2022-07-18,25.99031
2022-07-19,26.16129
2022-07-20,23.19749
2022-07-21,27.50071
2022-07-22,22.85551
2022-07-23,18.21031
2022-07-24,16.24394
2022-07-25,33.8273
2022-07-26,37.56055
2022-07-27,24.36591
2022-07-28,22.42804
2022-07-29,24.30891
2022-07-30,18.06782
2022-07-31,17.29837
2022-08-01,23.90994
2022-08-02,22.31404
2022-08-03,22.25705
2022-08-04,20.37617
2022-08-05,22.77001
2022-08-06,16.64291
2022-08-07,16.27244
2022-08-08,19.8917
2022-08-09,20.09119
2022-08-10,22.31404
2022-08-11,22.00056
2022-08-12,20.34767
2022-08-13,16.15844
2022-08-14,16.52892
2022-08-15,16.30094
2022-08-16,20.94613
2022-08-17,21.00313
2022-08-18,20.00569
2022-08-19,20.49016
2022-08-20,16.04445
2022-08-21,16.72841
2022-08-22,22.79851
2022-08-23,23.88144
2022-08-24,24.65089
2022-08-25,22.11456
2022-08-26,21.08862
2022-08-27,16.12995
2022-08-28,17.04189
2022-08-29,24.70789
2022-08-30,21.31661
2022-08-31,21.00313
2022-09-01,24.67939
2022-09-02,22.39954
2022-09-03,18.03932
2022-09-04,16.38643
2022-09-05,23.28298
2022-09-06,22.14306
2022-09-07,31.37646
2022-09-08,22.74152
2022-09-09,17.52636
2022-09-10,18.15332
2022-09-11,18.01082
2022-09-12,20.43317
2022-09-13,26.27529
2022-09-14,30.09404
2022-09-15,28.78312
2022-09-16,30.721
2022-09-17,19.9202
2022-09-18,18.97976
2022-09-19,26.73126
2022-09-20,27.52921
2022-09-21,34.82473
2022-09-22,32.91536
2022-09-23,28.95411
2022-09-24,27.87118
2022-09-25,22.54203
2022-09-26,34.76774
2022-09-27,33.7133
2022-09-28,35.96466
2022-09-29,29.98005
2022-09-30,28.98261
2022-10-01,20.49016
2022-10-02,23.85294
2022-10-03,23.56796
2022-10-04,34.68224
2022-10-05,32.60188
2022-10-06,28.15616
2022-10-07,23.85294
2022-10-08,18.60929
2022-10-09,18.95126
2022-10-10,23.055
2022-10-11,46.56597
2022-10-12,45.96751
2022-10-13,38.33
2022-10-14,31.86092
2022-10-15,24.19492
2022-10-16,19.77771
2022-10-17,27.35822
2022-10-18,29.03961
2022-10-19,27.30122
2022-10-20,26.75976
2022-10-21,25.04987
2022-10-22,19.20775
2022-10-23,18.80877
2022-10-24,25.30635
2022-10-25,26.0758
2022-10-26,27.10173
2022-10-27,23.45397
2022-10-28,22.82701
2022-10-29,19.12225
2022-10-30,14.27757
2022-10-31,23.76745
2022-11-01,28.95411
2022-11-02,26.27529
2022-11-03,28.75463
2022-11-04,26.0473
2022-11-05,20.91764
2022-11-06,18.18181
2022-11-07,22.77001
2022-11-08,24.02393
2022-11-09,30.32202
2022-11-10,27.78569
2022-11-11,27.6717
2022-11-12,21.5161
2022-11-13,20.51866
2022-11-14,26.16129
2022-11-15,24.90738
2022-11-16,23.59646
2022-11-17,22.79851
2022-11-18,21.17412
2022-11-19,16.7854
2022-11-20,19.17925
2022-11-21,24.62239
2022-11-22,23.33998
2022-11-23,23.31148
2022-11-24,22.05756
2022-11-25,21.54459
2022-11-26,18.55229
2022-11-27,16.41493
2022-11-28,22.48503
2022-11-29,18.83727
2022-11-30,20.34767
2022-12-01,30.15104
2022-12-02,29.60957
2022-12-03,17.58335
2022-12-04,17.24137
2022-12-05,24.45141
2022-12-06,26.24679
2022-12-07,23.79595
2022-12-08,23.71045
2022-12-09,24.5939
2022-12-10,17.61185
2022-12-11,17.18438
2022-12-12,22.54203
2022-12-13,23.055
2022-12-14,24.33741
2022-12-15,23.88144
2022-12-16,27.35822
2022-12-17,17.86833
2022-12-18,18.52379
2022-12-19,22.05756
2022-12-20,24.13793
2022-12-21,25.10686
2022-12-22,27.95668
2022-12-23,32.43089
2022-12-24,21.68709
2022-12-25,21.37361
2022-12-26,27.10173
2022-12-27,26.18979
2022-12-28,30.00854
2022-12-29,27.41521
2022-12-30,28.98261
2022-12-31,27.84269
2023-01-01,24.70789
2023-01-02,33.05785
2023-01-03,30.17953
2023-01-04,51.04018
2023-01-05,40.21088
2023-01-06,34.39726
2023-01-07,37.27557
2023-01-08,24.82188
2023-01-09,31.20547
2023-01-10,38.98546
2023-01-11,44.11513
2023-01-12,33.22884
2023-01-13,29.0966
2023-01-14,22.998
2023-01-15,23.19749
2023-01-16,31.43345
2023-01-17,27.98518
2023-01-18,28.44115
2023-01-19,26.73126
2023-01-20,28.69763
2023-01-21,23.14049
2023-01-22,22.68452
2023-01-23,20.54716
2023-01-24,24.42291
2023-01-25,31.83243
2023-01-26,30.94898
2023-01-27,43.26018
2023-01-28,25.19236
2023-01-29,24.90738
2023-01-30,30.40752
2023-01-31,32.57338
2023-02-01,29.89455
2023-02-02,32.45939
2023-02-03,29.41008
2023-02-04,25.50584
2023-02-05,23.96694
2023-02-06,29.69506
2023-02-07,27.92818
2023-02-08,27.13023
2023-02-09,25.30635
2023-02-10,26.98774
2023-02-11,21.63009
2023-02-12,20.63265
2023-02-13,25.84781
2023-02-14,24.42291
2023-02-15,22.998
2023-02-16,25.04987
2023-02-17,26.21829
2023-02-18,19.54972
2023-02-19,20.40467
2023-02-20,24.99287
2023-02-21,23.65346
2023-02-22,28.84012
2023-02-23,31.80393
2023-02-24,29.23909
2023-02-25,22.22855
2023-02-26,19.69222
2023-02-27,28.15616
2023-02-28,29.75206
2023-03-01,25.64833
2023-03-02,28.92561
2023-03-03,27.21573
2023-03-04,21.94357
2023-03-05,18.86577
2023-03-06,26.75976
2023-03-07,26.27529
2023-03-08,29.38159
2023-03-09,25.79082
2023-03-10,29.1821
2023-03-11,22.39954
2023-03-12,20.23368
2023-03-13,38.58649
2023-03-14,45.36905
2023-03-15,37.21858
2023-03-16,36.50612
2023-03-17,33.45682
2023-03-18,30.26503
2023-03-19,23.73895
2023-03-20,55.05842
2023-03-21,55.57138
2023-03-22,40.21088
2023-03-23,44.97007
2023-03-24,42.29125
2023-03-25,28.69763
2023-03-26,25.61983
2023-03-27,36.8196
2023-03-28,40.41037
2023-03-29,37.98803
2023-03-30,35.50869
2023-03-31,34.08378
2023-04-01,25.13536
2023-04-02,27.87118
2023-04-03,37.19008
2023-04-04,36.07865
2023-04-05,60.95753
2023-04-06,68.11057
2023-04-07,48.44685
2023-04-08,29.60957
2023-04-09,46.053
2023-04-10,50.98318
2023-04-11,39.75491
2023-04-12,43.68766
2023-04-13,43.88714
2023-04-14,50.6697
2023-04-15,34.53975
2023-04-16,26.93074
2023-04-17,45.02707
2023-04-18,33.14334
2023-04-19,32.54488
2023-04-20,33.31433
2023-04-21,31.20547
2023-04-22,22.59903
2023-04-23,19.52123
2023-04-24,30.6925
2023-04-25,30.60701
2023-04-26,31.46195
2023-04-27,33.08634
2023-04-28,28.58364
2023-04-29,23.56796
2023-04-30,20.20518
2023-05-01,25.13536
2023-05-02,29.06811
2023-05-03,31.37646
2023-05-04,37.16158
2023-05-05,31.31946
2023-05-06,27.50071
2023-05-07,23.53946
2023-05-08,43.68766
2023-05-09,33.85579
2023-05-10,33.22884
2023-05-11,31.71843
2023-05-12,29.58107
2023-05-13,23.82445
2023-05-14,20.34767
2023-05-15,30.89199
2023-05-16,32.71587
2023-05-17,28.92561
2023-05-18,27.44371
2023-05-19,29.38159
2023-05-20,21.80108
2023-05-21,19.37874
2023-05-22,28.81162
2023-05-23,27.92818
2023-05-24,26.78825
2023-05-25,29.35309
2023-05-26,26.41778
2023-05-27,21.14562
2023-05-28,19.9487
2023-05-29,21.28811
