date,스타벅스주가
2020-07-21,7.6743
2020-07-22,7.03375
2020-07-23,7.55112
2020-07-24,7.03375
2020-07-25,4.87804
2020-07-26,4.61936
2020-07-27,7.23084
2020-07-28,8.48731
2020-07-29,10.00246
2020-07-30,7.29243
2020-07-31,7.5388
2020-08-01,4.7795
2020-08-02,3.81867
2020-08-03,5.49396
2020-08-04,8.00689
2020-08-05,8.85686
2020-08-06,7.15693
2020-08-07,7.64966
2020-08-08,6.13451
2020-08-09,4.13895
2020-08-10,7.24316
2020-08-11,11.87484
2020-08-12,12.87262
2020-08-13,13.37767
2020-08-14,11.8502
2020-08-15,7.95762
2020-08-16,6.31929
2020-08-17,7.71125
2020-08-18,12.46612
2020-08-19,11.40675
2020-08-20,11.48066
2020-08-21,10.88938
2020-08-22,7.57575
2020-08-23,5.54323
2020-08-24,9.66986
2020-08-25,14.44937
2020-08-26,21.75412
2020-08-27,15.85365
2020-08-28,15.61961
2020-08-29,13.50086
2020-08-30,9.41118
2020-08-31,13.11899
2020-09-01,16.53116
2020-09-02,18.28036
2020-09-03,20.14042
2020-09-04,18.90859
2020-09-05,11.14806
2020-09-06,8.36412
2020-09-07,10.91401
2020-09-08,13.56245
2020-09-09,20.04188
2020-09-10,16.26016
2020-09-11,14.68341
2020-09-12,9.94087
2020-09-13,7.31707
2020-09-14,12.05962
2020-09-15,17.91081
2020-09-16,18.81005
2020-09-17,17.71372
2020-09-18,15.47179
2020-09-19,11.02488
2020-09-20,6.30697
2020-09-21,11.16038
2020-09-22,15.20078
2020-09-23,14.78196
2020-09-24,19.29046
2020-09-25,12.10889
2020-09-26,8.30253
2020-09-27,4.915
2020-09-28,8.25326
2020-09-29,10.01478
2020-09-30,9.33727
2020-10-01,10.51983
2020-10-02,10.76619
2020-10-03,9.64523
2020-10-04,6.01133
2020-10-05,10.31042
2020-10-06,13.83345
2020-10-07,13.50086
2020-10-08,11.96107
2020-10-09,10.21187
2020-10-10,9.288
2020-10-11,5.14905
2020-10-12,8.40108
2020-10-13,13.83345
2020-10-14,12.01034
2020-10-15,11.18502
2020-10-16,10.11332
2020-10-17,6.89825
2020-10-18,4.53313
2020-10-19,7.3417
2020-10-20,10.33505
2020-10-21,10.35969
2020-10-22,10.19955
2020-10-23,9.01699
2020-10-24,6.68883
2020-10-25,4.38531
2020-10-26,8.24094
2020-10-27,10.37201
2020-10-28,11.00024
2020-10-29,11.76398
2020-10-30,10.81547
2020-10-31,7.68662
2020-11-01,5.14905
2020-11-02,7.16925
2020-11-03,11.99802
2020-11-04,12.10889
2020-11-05,12.40453
2020-11-06,11.49297
2020-11-07,7.71125
2020-11-08,4.11431
2020-11-09,10.55678
2020-11-10,18.77309
2020-11-11,14.11677
2020-11-12,13.08203
2020-11-13,10.96329
2020-11-14,7.89603
2020-11-15,4.60704
2020-11-16,10.58142
2020-11-17,14.90514
2020-11-18,15.08992
2020-11-19,14.97905
2020-11-20,12.12121
2020-11-21,9.76841
2020-11-22,5.71569
2020-11-23,8.53658
2020-11-24,14.09214
2020-11-25,17.82458
2020-11-26,16.83912
2020-11-27,13.22985
2020-11-28,14.22764
2020-11-29,11.45602
2020-11-30,12.93422
2020-12-01,16.99926
2020-12-02,18.42818
2020-12-03,19.25351
2020-12-04,21.70485
2020-12-05,15.71815
2020-12-06,10.74156
2020-12-07,14.27691
2020-12-08,21.81571
2020-12-09,19.4506
2020-12-10,22.87509
2020-12-11,26.52131
2020-12-12,19.00714
2020-12-13,10.82779
2020-12-14,18.00936
2020-12-15,22.18526
2020-12-16,19.91869
2020-12-17,19.80783
2020-12-18,18.88396
2020-12-19,17.13476
2020-12-20,9.74377
2020-12-21,15.41019
2020-12-22,24.71051
2020-12-23,20.12811
2020-12-24,18.35427
2020-12-25,15.4841
2020-12-26,10.74156
2020-12-27,9.84232
2020-12-28,15.23774
2020-12-29,22.92436
2020-12-30,23.13377
2020-12-31,19.04409
2021-01-01,17.89849
2021-01-02,14.70805
2021-01-03,13.75954
2021-01-04,22.56713
2021-01-05,33.30869
2021-01-06,29.35452
2021-01-07,31.39935
2021-01-08,37.45996
2021-01-09,31.74427
2021-01-10,21.75412
2021-01-11,33.2471
2021-01-12,34.92239
2021-01-13,33.01305
2021-01-14,35.43976
2021-01-15,33.89997
2021-01-16,23.19536
2021-01-17,14.28923
2021-01-18,20.22665
2021-01-19,24.55038
2021-01-20,31.31313
2021-01-21,37.29982
2021-01-22,34.89775
2021-01-23,22.97363
2021-01-24,13.72259
2021-01-25,23.54028
2021-01-26,31.8305
2021-01-27,35.88322
2021-01-28,100.0
2021-01-29,36.99186
2021-01-30,27.593
2021-01-31,15.20078
2021-02-01,22.37004
2021-02-02,28.45528
2021-02-03,28.07341
2021-02-04,23.6881
2021-02-05,23.78664
2021-02-06,23.04754
2021-02-07,11.54225
2021-02-08,19.49987
2021-02-09,26.65681
2021-02-10,23.73737
2021-02-11,18.48977
2021-02-12,20.74402
2021-02-13,17.50431
2021-02-14,12.12121
2021-02-15,16.23552
2021-02-16,19.91869
2021-02-17,25.7083
2021-02-18,24.24242
2021-02-19,20.63316
2021-02-20,17.63981
2021-02-21,11.11111
2021-02-22,14.9421
2021-02-23,26.9894
2021-02-24,25.36338
2021-02-25,26.9894
2021-02-26,25.2402
2021-02-27,26.42276
2021-02-28,16.28479
2021-03-01,16.40798
2021-03-02,22.87509
2021-03-03,21.6063
2021-03-04,21.71717
2021-03-05,20.7317
2021-03-06,17.84922
2021-03-07,9.80537
2021-03-08,15.65656
2021-03-09,24.55038
2021-03-10,21.79108
2021-03-11,23.23232
2021-03-12,20.67011
2021-03-13,15.8167
2021-03-14,10.96329
2021-03-15,14.44937
2021-03-16,25.36338
2021-03-17,28.20891
2021-03-18,24.08228
2021-03-19,25.17861
2021-03-20,20.00492
2021-03-21,8.85686
2021-03-22,14.30155
2021-03-23,18.51441
2021-03-24,19.36437
2021-03-25,19.68465
2021-03-26,19.67233
2021-03-27,27.07563
2021-03-28,13.90736
2021-03-29,14.6711
2021-03-30,18.61295
2021-03-31,18.79773
2021-04-01,18.76077
2021-04-02,16.56812
2021-04-03,10.47055
2021-04-04,7.21852
2021-04-05,13.78418
2021-04-06,20.90416
2021-04-07,24.46415
2021-04-08,26.22567
2021-04-09,21.4708
2021-04-10,14.30155
2021-04-11,8.62281
2021-04-12,14.35082
2021-04-13,21.22443
2021-04-14,28.97265
2021-04-15,26.77999
2021-04-16,28.7386
2021-04-17,21.05198
2021-04-18,10.85242
2021-04-19,17.36881
2021-04-20,25.41266
2021-04-21,21.38457
2021-04-22,19.26582
2021-04-23,17.39344
2021-04-24,12.76176
2021-04-25,8.74599
2021-04-26,15.3486
2021-04-27,21.18748
2021-04-28,26.12712
2021-04-29,28.08573
2021-04-30,18.63759
2021-05-01,12.41685
2021-05-02,7.05838
2021-05-03,12.37989
2021-05-04,17.84922
2021-05-05,16.92535
2021-05-06,17.28258
2021-05-07,15.84134
2021-05-08,12.81103
2021-05-09,8.62281
2021-05-10,13.74722
2021-05-11,22.04976
2021-05-12,20.07883
2021-05-13,24.63661
2021-05-14,21.90194
2021-05-15,12.76176
2021-05-16,8.11776
2021-05-17,11.80093
2021-05-18,17.28258
2021-05-19,16.34639
2021-05-20,18.31731
2021-05-21,14.75732
2021-05-22,9.80537
2021-05-23,7.05838
2021-05-24,12.81103
2021-05-25,17.17171
2021-05-26,31.3624
2021-05-27,22.70263
2021-05-28,15.16383
2021-05-29,11.27124
2021-05-30,11.25893
2021-05-31,12.28135
2021-06-01,14.63414
2021-06-02,17.20867
2021-06-03,18.7115
2021-06-04,15.79206
2021-06-05,11.45602
2021-06-06,7.05838
2021-06-07,12.12121
2021-06-08,16.17393
2021-06-09,15.20078
2021-06-10,16.05075
2021-06-11,14.78196
2021-06-12,9.84232
2021-06-13,10.32273
2021-06-14,11.23429
2021-06-15,16.34639
2021-06-16,14.64646
2021-06-17,13.56245
2021-06-18,14.86819
2021-06-19,11.52993
2021-06-20,5.82655
2021-06-21,9.85464
2021-06-22,14.26459
2021-06-23,16.87607
2021-06-24,16.06306
2021-06-25,14.474
2021-06-26,10.19955
2021-06-27,5.72801
2021-06-28,10.67997
2021-06-29,13.37767
2021-06-30,13.77186
2021-07-01,11.25893
2021-07-02,12.28135
2021-07-03,10.19955
2021-07-04,4.65631
2021-07-05,8.04385
2021-07-06,11.35747
2021-07-07,15.26237
2021-07-08,14.75732
2021-07-09,13.14363
2021-07-10,10.51983
2021-07-11,4.93964
2021-07-12,9.26336
2021-07-13,14.40009
2021-07-14,17.59053
2021-07-15,18.35427
2021-07-16,13.90736
2021-07-17,9.68218
2021-07-18,4.68095
2021-07-19,9.05395
2021-07-20,13.84577
2021-07-21,13.15594
2021-07-22,13.89504
2021-07-23,19.21655
2021-07-24,14.48632
2021-07-25,9.63291
2021-07-26,14.25227
2021-07-27,25.40034
2021-07-28,21.7418
2021-07-29,17.86154
2021-07-30,15.91525
2021-07-31,10.77851
2021-08-01,5.39541
2021-08-02,8.79526
2021-08-03,17.86154
2021-08-04,19.16728
2021-08-05,16.77753
2021-08-06,16.92535
2021-08-07,10.45824
2021-08-08,5.66642
2021-08-09,11.82557
2021-08-10,18.12022
2021-08-11,19.3151
2021-08-12,16.32175
2021-08-13,18.76077
2021-08-14,10.71692
2021-08-15,5.48164
2021-08-16,8.48731
2021-08-17,16.51884
2021-08-18,16.17393
2021-08-19,15.05296
2021-08-20,15.65656
2021-08-21,11.82557
2021-08-22,12.74944
2021-08-23,11.99802
2021-08-24,18.32963
2021-08-25,16.10002
2021-08-26,15.98915
2021-08-27,14.51096
2021-08-28,14.32618
2021-08-29,10.32273
2021-08-30,13.95663
2021-08-31,19.09337
2021-09-01,17.15939
2021-09-02,17.87386
2021-09-03,14.91746
2021-09-04,11.18502
2021-09-05,6.12219
2021-09-06,9.17713
2021-09-07,11.92411
2021-09-08,16.01379
2021-09-09,15.33628
2021-09-10,13.98127
2021-09-11,9.91623
2021-09-12,5.39541
2021-09-13,9.4235
2021-09-14,12.82335
2021-09-15,18.07095
2021-09-16,34.04779
2021-09-17,17.94777
2021-09-18,13.52549
2021-09-19,5.457
2021-09-20,9.04163
2021-09-21,13.661
2021-09-22,13.55013
2021-09-23,15.08992
2021-09-24,14.64646
2021-09-25,12.21975
2021-09-26,5.94974
2021-09-27,10.5691
2021-09-28,18.72382
2021-09-29,16.38334
2021-09-30,14.68341
2021-10-01,13.88272
2021-10-02,8.67208
2021-10-03,4.89036
2021-10-04,7.24316
2021-10-05,15.53338
2021-10-06,13.67331
2021-10-07,13.56245
2021-10-08,11.94875
2021-10-09,7.78516
2021-10-10,4.07735
2021-10-11,5.80192
2021-10-12,12.02266
2021-10-13,11.51761
2021-10-14,11.93643
2021-10-15,11.61616
2021-10-16,8.25326
2021-10-17,4.71791
2021-10-18,6.83665
2021-10-19,10.5691
2021-10-20,11.1727
2021-10-21,10.80315
2021-10-22,10.8401
2021-10-23,7.05838
2021-10-24,3.33826
2021-10-25,7.46489
2021-10-26,13.72259
2021-10-27,12.26903
2021-10-28,11.99802
2021-10-29,49.42103
2021-10-30,43.04015
2021-10-31,12.52771
2021-11-01,26.70608
2021-11-02,26.61985
2021-11-03,21.17516
2021-11-04,20.65779
2021-11-05,18.32963
2021-11-06,16.03843
2021-11-07,6.89825
2021-11-08,12.10889
2021-11-09,17.45503
2021-11-10,14.53559
2021-11-11,13.56245
2021-11-12,15.16383
2021-11-13,11.00024
2021-11-14,8.04385
2021-11-15,11.20965
2021-11-16,16.12466
2021-11-17,15.06528
2021-11-18,13.69795
2021-11-19,14.9421
2021-11-20,12.95885
2021-11-21,8.45035
2021-11-22,13.35304
2021-11-23,17.44271
2021-11-24,14.68341
2021-11-25,14.01823
2021-11-26,10.60606
2021-11-27,10.55678
2021-11-28,6.24538
2021-11-29,10.45824
2021-11-30,15.22542
2021-12-01,13.43927
2021-12-02,13.50086
2021-12-03,11.5792
2021-12-04,8.9554
2021-12-05,4.95195
2021-12-06,7.63734
2021-12-07,13.932
2021-12-08,15.0776
2021-12-09,12.89726
2021-12-10,13.14363
2021-12-11,9.94087
2021-12-12,5.00123
2021-12-13,8.2779
2021-12-14,12.5893
2021-12-15,13.41463
2021-12-16,11.92411
2021-12-17,11.89948
2021-12-18,14.42473
2021-12-19,6.13451
2021-12-20,8.93077
2021-12-21,12.44148
2021-12-22,12.12121
2021-12-23,11.65311
2021-12-24,11.19733
2021-12-25,5.91278
2021-12-26,4.71791
2021-12-27,7.03375
2021-12-28,11.99802
2021-12-29,11.89948
2021-12-30,10.50751
2021-12-31,9.06627
2022-01-01,6.67652
2022-01-02,4.08967
2022-01-03,6.38088
2022-01-04,13.30376
2022-01-05,12.34294
2022-01-06,13.57477
2022-01-07,20.37447
2022-01-08,19.14264
2022-01-09,14.0675
2022-01-10,19.16728
2022-01-11,32.16309
2022-01-12,31.84281
2022-01-13,28.50455
2022-01-14,27.01404
2022-01-15,29.49002
2022-01-16,11.07415
2022-01-17,15.05296
2022-01-18,19.90638
2022-01-19,28.55383
2022-01-20,27.17418
2022-01-21,26.28726
2022-01-22,17.99704
2022-01-23,9.00468
2022-01-24,14.38778
2022-01-25,22.01281
2022-01-26,17.46735
2022-01-27,19.47524
2022-01-28,19.15496
2022-01-29,13.932
2022-01-30,6.49174
2022-01-31,8.49963
2022-02-01,18.51441
2022-02-02,28.36905
2022-02-03,25.38802
2022-02-04,23.13377
2022-02-05,19.41364
2022-02-06,8.64745
2022-02-07,14.90514
2022-02-08,19.21655
2022-02-09,20.50997
2022-02-10,18.99482
2022-02-11,18.4405
2022-02-12,14.43705
2022-02-13,6.22074
2022-02-14,12.15816
2022-02-15,17.30721
2022-02-16,16.94998
2022-02-17,16.01379
2022-02-18,16.94998
2022-02-19,13.90736
2022-02-20,6.88593
2022-02-21,10.11332
2022-02-22,12.40453
2022-02-23,14.23996
2022-02-24,23.0845
2022-02-25,17.15939
2022-02-26,10.96329
2022-02-27,5.30918
2022-02-28,9.79305
2022-03-01,14.96674
2022-03-02,13.16826
2022-03-03,12.79871
2022-03-04,11.77629
2022-03-05,9.54668
2022-03-06,4.95195
2022-03-07,8.06848
2022-03-08,18.92091
2022-03-09,14.19068
2022-03-10,14.19068
2022-03-11,12.07193
2022-03-12,14.04286
2022-03-13,7.66198
2022-03-14,13.932
2022-03-15,23.81128
2022-03-16,20.60852
2022-03-17,21.58167
2022-03-18,18.92091
2022-03-19,15.70583
2022-03-20,7.72357
2022-03-21,12.50307
2022-03-22,17.9724
2022-03-23,18.23109
2022-03-24,17.94777
2022-03-25,18.61295
2022-03-26,10.9756
2022-03-27,7.14461
2022-03-28,11.72702
2022-03-29,18.66223
2022-03-30,19.19191
2022-03-31,16.13697
2022-04-01,15.80438
2022-04-02,10.24882
2022-04-03,4.79182
2022-04-04,22.54249
2022-04-05,38.72875
2022-04-06,27.44518
2022-04-07,19.94333
2022-04-08,17.88617
2022-04-09,13.03276
2022-04-10,8.56122
2022-04-11,13.40231
2022-04-12,21.00271
2022-04-13,21.43385
2022-04-14,17.75067
2022-04-15,16.93766
2022-04-16,7.42793
2022-04-17,6.07292
2022-04-18,12.05962
2022-04-19,17.18403
2022-04-20,17.71372
2022-04-21,18.87164
2022-04-22,20.10347
2022-04-23,13.87041
2022-04-24,7.10766
2022-04-25,21.98817
2022-04-26,23.14609
2022-04-27,22.73959
2022-04-28,22.0744
2022-04-29,17.52894
2022-04-30,12.51539
2022-05-01,6.6642
2022-05-02,10.59374
2022-05-03,20.96575
2022-05-04,27.17418
2022-05-05,22.00049
2022-05-06,18.50209
2022-05-07,11.45602
2022-05-08,5.90046
2022-05-09,10.24882
2022-05-10,17.67676
2022-05-11,18.63759
2022-05-12,20.26361
2022-05-13,16.86375
2022-05-14,13.13131
2022-05-15,7.18157
2022-05-16,10.08869
2022-05-17,14.79428
2022-05-18,14.30155
2022-05-19,18.07095
2022-05-20,13.14363
2022-05-21,9.54668
2022-05-22,4.34836
2022-05-23,7.88371
2022-05-24,14.91746
2022-05-25,14.69573
2022-05-26,15.12687
2022-05-27,14.01823
2022-05-28,10.66765
2022-05-29,5.5186
2022-05-30,10.59374
2022-05-31,12.19512
2022-06-01,13.55013
2022-06-02,12.9219
2022-06-03,13.99359
2022-06-04,10.2981
2022-06-05,5.77728
2022-06-06,7.72357
2022-06-07,12.97117
2022-06-08,13.06972
2022-06-09,11.38211
2022-06-10,11.94875
2022-06-11,9.0909
2022-06-12,5.54323
2022-06-13,10.59374
2022-06-14,15.91525
2022-06-15,13.84577
2022-06-16,12.66321
2022-06-17,12.47844
2022-06-18,7.47721
2022-06-19,3.7078
2022-06-20,6.3932
2022-06-21,8.49963
2022-06-22,11.55457
2022-06-23,10.61837
2022-06-24,10.45824
2022-06-25,8.8199
2022-06-26,3.63389
2022-06-27,7.99457
2022-06-28,10.4336
2022-06-29,9.49741
2022-06-30,8.77063
2022-07-01,7.9453
2022-07-02,6.49174
2022-07-03,2.72234
2022-07-04,4.93964
2022-07-05,7.39098
2022-07-06,9.16481
2022-07-07,8.38876
2022-07-08,8.46267
2022-07-09,5.96205
2022-07-10,2.35279
2022-07-11,5.13673
2022-07-12,8.33949
2022-07-13,7.92067
2022-07-14,8.11776
2022-07-15,9.04163
2022-07-16,5.85119
2022-07-17,2.46366
2022-07-18,6.36856
2022-07-19,9.39886
2022-07-20,10.98792
2022-07-21,9.94087
2022-07-22,10.08869
2022-07-23,6.65188
2022-07-24,3.49839
2022-07-25,7.00911
2022-07-26,9.95319
2022-07-27,9.48509
2022-07-28,13.15594
2022-07-29,12.70017
2022-07-30,7.99457
2022-07-31,3.28898
2022-08-01,7.60039
2022-08-02,10.58142
2022-08-03,12.66321
2022-08-04,14.203
2022-08-05,10.64301
2022-08-06,6.25769
2022-08-07,3.06725
2022-08-08,7.85907
2022-08-09,10.47055
2022-08-10,9.84232
2022-08-11,10.58142
2022-08-12,9.92855
2022-08-13,7.68662
2022-08-14,2.90711
2022-08-15,4.84109
2022-08-16,11.3082
2022-08-17,10.40896
2022-08-18,9.37423
2022-08-19,8.98004
2022-08-20,5.27223
2022-08-21,2.83321
2022-08-22,5.48164
2022-08-23,9.559
2022-08-24,9.33727
2022-08-25,9.04163
2022-08-26,8.84454
2022-08-27,7.82212
2022-08-28,3.36289
2022-08-29,7.35402
2022-08-30,8.91845
2022-08-31,8.57354
2022-09-01,8.32717
2022-09-02,9.06627
2022-09-03,5.59251
2022-09-04,2.71002
2022-09-05,4.50849
2022-09-06,6.20842
2022-09-07,9.94087
2022-09-08,10.98792
2022-09-09,8.19167
2022-09-10,6.12219
2022-09-11,3.17812
2022-09-12,5.81423
2022-09-13,12.4538
2022-09-14,18.41586
2022-09-15,19.63537
2022-09-16,11.76398
2022-09-17,6.97216
2022-09-18,3.19044
2022-09-19,6.09756
2022-09-20,9.46045
2022-09-21,9.50973
2022-09-22,11.82557
2022-09-23,9.86696
2022-09-24,5.83887
2022-09-25,2.62379
2022-09-26,6.81202
2022-09-27,9.32495
2022-09-28,8.77063
2022-09-29,10.06405
2022-09-30,9.25104
2022-10-01,6.1961
2022-10-02,3.10421
2022-10-03,4.74254
2022-10-04,9.4235
2022-10-05,9.43582
2022-10-06,11.00024
2022-10-07,7.8098
2022-10-08,5.19832
2022-10-09,3.35057
2022-10-10,4.81645
2022-10-11,8.19167
2022-10-12,7.68662
2022-10-13,7.73589
2022-10-14,9.23872
2022-10-15,5.42005
2022-10-16,3.27666
2022-10-17,5.87583
2022-10-18,9.559
2022-10-19,8.61049
2022-10-20,7.05838
2022-10-21,6.0606
2022-10-22,4.92732
2022-10-23,2.35279
2022-10-24,5.99901
2022-10-25,12.01034
2022-10-26,8.49963
2022-10-27,8.20399
2022-10-28,7.45257
2022-10-29,5.76496
2022-10-30,1.73688
2022-10-31,5.0505
2022-11-01,7.18157
2022-11-02,7.16925
2022-11-03,7.95762
2022-11-04,13.22985
2022-11-05,11.32052
2022-11-06,3.55999
2022-11-07,7.19389
2022-11-08,9.54668
2022-11-09,10.53215
2022-11-10,9.60827
2022-11-11,14.68341
2022-11-12,9.02931
2022-11-13,3.04262
2022-11-14,6.43015
2022-11-15,14.68341
2022-11-16,14.9421
2022-11-17,9.75609
2022-11-18,8.99236
2022-11-19,6.04828
2022-11-20,4.55777
2022-11-21,6.54101
2022-11-22,9.78073
2022-11-23,9.81768
2022-11-24,9.288
2022-11-25,6.3932
2022-11-26,5.49396
2022-11-27,2.51293
2022-11-28,6.86129
2022-11-29,7.48952
2022-11-30,6.84897
2022-12-01,10.95097
2022-12-02,8.9554
2022-12-03,6.35624
2022-12-04,7.45257
2022-12-05,9.41118
2022-12-06,9.4235
2022-12-07,8.48731
2022-12-08,9.04163
2022-12-09,8.99236
2022-12-10,6.63956
2022-12-11,3.68317
2022-12-12,5.457
2022-12-13,10.92633
2022-12-14,9.57132
2022-12-15,9.58364
2022-12-16,8.13008
2022-12-17,6.73811
2022-12-18,3.91722
2022-12-19,5.49396
2022-12-20,8.4134
2022-12-21,9.27568
2022-12-22,10.07637
2022-12-23,9.75609
2022-12-24,6.3316
2022-12-25,4.08967
2022-12-26,6.67652
2022-12-27,8.9554
2022-12-28,12.47844
2022-12-29,9.86696
2022-12-30,9.52204
2022-12-31,4.92732
2023-01-01,3.44912
2023-01-02,5.23527
2023-01-03,7.5388
2023-01-04,11.11111
2023-01-05,12.25671
2023-01-06,10.8401
2023-01-07,11.20965
2023-01-08,4.82877
2023-01-09,9.79305
2023-01-10,12.66321
2023-01-11,12.01034
2023-01-12,12.47844
2023-01-13,11.27124
2023-01-14,9.27568
2023-01-15,4.42227
2023-01-16,7.23084
2023-01-17,11.14806
2023-01-18,11.07415
2023-01-19,12.81103
2023-01-20,9.62059
2023-01-21,8.93077
2023-01-22,5.59251
2023-01-23,5.75264
2023-01-24,10.88938
2023-01-25,13.48854
2023-01-26,14.97905
2023-01-27,15.00369
2023-01-28,12.3183
2023-01-29,4.89036
2023-01-30,8.61049
2023-01-31,12.88494
2023-02-01,12.54003
2023-02-02,16.61739
2023-02-03,20.87952
2023-02-04,16.51884
2023-02-05,7.78516
2023-02-06,9.33727
2023-02-07,13.90736
2023-02-08,14.41241
2023-02-09,13.48854
2023-02-10,12.44148
2023-02-11,8.58585
2023-02-12,4.81645
2023-02-13,7.19389
2023-02-14,12.42916
2023-02-15,12.05962
2023-02-16,11.61616
2023-02-17,10.42128
2023-02-18,7.19389
2023-02-19,3.5723
2023-02-20,5.75264
2023-02-21,7.76053
2023-02-22,10.39664
2023-02-23,9.71914
2023-02-24,9.27568
2023-02-25,6.31929
2023-02-26,3.68317
2023-02-27,6.04828
2023-02-28,9.97782
2023-03-01,7.64966
2023-03-02,6.88593
2023-03-03,8.49963
2023-03-04,5.66642
2023-03-05,3.25203
2023-03-06,4.65631
2023-03-07,8.63513
2023-03-08,8.11776
2023-03-09,7.55112
2023-03-10,7.45257
2023-03-11,5.17368
2023-03-12,2.66075
2023-03-13,6.15915
2023-03-14,9.36191
2023-03-15,9.12786
2023-03-16,8.63513
2023-03-17,9.9655
2023-03-18,5.66642
2023-03-19,3.22739
2023-03-20,6.17147
2023-03-21,10.23651
2023-03-22,8.84454
2023-03-23,9.06627
2023-03-24,9.89159
2023-03-25,5.75264
2023-03-26,3.17812
2023-03-27,6.08524
2023-03-28,8.2163
2023-03-29,7.6743
2023-03-30,9.16481
2023-03-31,9.01699
2023-04-01,6.83665
2023-04-02,3.3013
2023-04-03,6.57797
2023-04-04,9.21409
2023-04-05,9.46045
2023-04-06,8.40108
2023-04-07,7.95762
2023-04-08,3.96649
2023-04-09,2.83321
2023-04-10,5.40773
2023-04-11,8.84454
2023-04-12,9.288
2023-04-13,9.30032
2023-04-14,9.11554
2023-04-15,5.77728
2023-04-16,3.19044
2023-04-17,6.07292
2023-04-18,8.37644
2023-04-19,8.2163
2023-04-20,8.70904
2023-04-21,7.62503
2023-04-22,4.73022
2023-04-23,2.99334
2023-04-24,4.915
2023-04-25,8.78295
2023-04-26,10.24882
2023-04-27,11.52993
2023-04-28,10.69228
2023-04-29,7.6743
2023-04-30,3.68317
2023-05-01,6.04828
2023-05-02,10.01478
2023-05-03,22.38236
2023-05-04,31.84281
2023-05-05,9.91623
2023-05-06,7.03375
2023-05-07,5.457
2023-05-08,8.00689
2023-05-09,9.62059
2023-05-10,8.78295
2023-05-11,9.0909
2023-05-12,8.15471
2023-05-13,5.186
2023-05-14,3.01798
2023-05-15,5.49396
2023-05-16,7.66198
2023-05-17,7.83444
2023-05-18,8.06848
2023-05-19,9.63291
2023-05-20,5.186
2023-05-21,2.52525
2023-05-22,6.08524
2023-05-23,10.5691
2023-05-24,11.14806
2023-05-25,12.46612
2023-05-26,12.03498
2023-05-27,7.39098
2023-05-28,3.92953
2023-05-29,4.60704
