date,저축은행적금
2020-08-10,0.29225
2020-08-11,0.26926
2020-08-12,0.26926
2020-08-13,0.16747
2020-08-14,0.18717
2020-08-15,0.10836
2020-08-16,0.11493
2020-08-17,0.17403
2020-08-18,0.26598
2020-08-19,0.31523
2020-08-20,0.25941
2020-08-21,0.22001
2020-08-22,0.14448
2020-08-23,0.23971
2020-08-24,0.30867
2020-08-25,0.37763
2020-08-26,0.33494
2020-08-27,0.33494
2020-08-28,0.24628
2020-08-29,0.20687
2020-08-30,0.17732
2020-08-31,0.29225
2020-09-01,0.31523
2020-09-02,0.24299
2020-09-03,0.25613
2020-09-04,0.22986
2020-09-05,0.12806
2020-09-06,0.20359
2020-09-07,0.24956
2020-09-08,0.2824
2020-09-09,0.29225
2020-09-10,0.24956
2020-09-11,0.22986
2020-09-12,0.15433
2020-09-13,0.19374
2020-09-14,0.27911
2020-09-15,0.32509
2020-09-16,0.29553
2020-09-17,0.23971
2020-09-18,0.22329
2020-09-19,0.12806
2020-09-20,0.09851
2020-09-21,0.27911
2020-09-22,0.21672
2020-09-23,0.22986
2020-09-24,0.20359
2020-09-25,0.25941
2020-09-26,0.14448
2020-09-27,0.22001
2020-09-28,0.27911
2020-09-29,0.2824
2020-09-30,0.15433
2020-10-01,0.12806
2020-10-02,0.13791
2020-10-03,0.17403
2020-10-04,0.23971
2020-10-05,0.25941
2020-10-06,0.26926
2020-10-07,0.17403
2020-10-08,0.27583
2020-10-09,0.1806
2020-10-10,0.13134
2020-10-11,0.1412
2020-10-12,0.2003
2020-10-13,0.25284
2020-10-14,0.26269
2020-10-15,0.26598
2020-10-16,0.23314
2020-10-17,0.17732
2020-10-18,0.2003
2020-10-19,0.3218
2020-10-20,0.25941
2020-10-21,0.27911
2020-10-22,0.26598
2020-10-23,0.29882
2020-10-24,0.14776
2020-10-25,0.21672
2020-10-26,0.30538
2020-10-27,0.20359
2020-10-28,0.25613
2020-10-29,0.18388
2020-10-30,0.19374
2020-10-31,0.12806
2020-11-01,0.15105
2020-11-02,0.23971
2020-11-03,0.19374
2020-11-04,0.19045
2020-11-05,0.2003
2020-11-06,0.1609
2020-11-07,0.12806
2020-11-08,0.13791
2020-11-09,0.19045
2020-11-10,0.22001
2020-11-11,0.22986
2020-11-12,0.21015
2020-11-13,0.21344
2020-11-14,0.16418
2020-11-15,0.17075
2020-11-16,0.29882
2020-11-17,0.2824
2020-11-18,0.18717
2020-11-19,0.24299
2020-11-20,0.24628
2020-11-21,0.12478
2020-11-22,0.16747
2020-11-23,0.33494
2020-11-24,0.22329
2020-11-25,0.44658
2020-11-26,0.20359
2020-11-27,0.24956
2020-11-28,0.13134
2020-11-29,0.14776
2020-11-30,0.27255
2020-12-01,0.26926
2020-12-02,0.2824
2020-12-03,0.27911
2020-12-04,0.19702
2020-12-05,0.16747
2020-12-06,0.29882
2020-12-07,0.29225
2020-12-08,0.29882
2020-12-09,0.21344
2020-12-10,0.31852
2020-12-11,0.25284
2020-12-12,0.19045
2020-12-13,0.14776
2020-12-14,0.42688
2020-12-15,0.33822
2020-12-16,0.23642
2020-12-17,0.31523
2020-12-18,0.24299
2020-12-19,0.21015
2020-12-20,0.2003
2020-12-21,0.36777
2020-12-22,0.27255
2020-12-23,0.30538
2020-12-24,0.27911
2020-12-25,0.22329
2020-12-26,0.25613
2020-12-27,0.29225
2020-12-28,0.37106
2020-12-29,0.40061
2020-12-30,0.39733
2020-12-31,0.32509
2021-01-01,0.38419
2021-01-02,0.3415
2021-01-03,0.42688
2021-01-04,0.48927
2021-01-05,0.55495
2021-01-06,0.51554
2021-01-07,0.46629
2021-01-08,0.45315
2021-01-09,0.26598
2021-01-10,0.38748
2021-01-11,0.54838
2021-01-12,0.40061
2021-01-13,0.36121
2021-01-14,0.40718
2021-01-15,0.41046
2021-01-16,0.23971
2021-01-17,0.27255
2021-01-18,0.41375
2021-01-19,0.35136
2021-01-20,0.4039
2021-01-21,0.5451
2021-01-22,0.34807
2021-01-23,0.35136
2021-01-24,0.43017
2021-01-25,0.50898
2021-01-26,0.54838
2021-01-27,0.4039
2021-01-28,0.47942
2021-01-29,0.40061
2021-01-30,0.37106
2021-01-31,0.4039
2021-02-01,0.52539
2021-02-02,0.35792
2021-02-03,0.50569
2021-02-04,0.48927
2021-02-05,0.44658
2021-02-06,0.35464
2021-02-07,0.36449
2021-02-08,0.57465
2021-02-09,0.4039
2021-02-10,0.41046
2021-02-11,0.38748
2021-02-12,0.24956
2021-02-13,0.3021
2021-02-14,0.35136
2021-02-15,0.463
2021-02-16,0.51883
2021-02-17,0.36777
2021-02-18,0.32837
2021-02-19,0.44658
2021-02-20,0.23642
2021-02-21,0.29225
2021-02-22,0.44002
2021-02-23,0.48927
2021-02-24,0.29882
2021-02-25,0.47285
2021-02-26,0.4236
2021-02-27,0.26926
2021-02-28,0.26269
2021-03-01,0.4039
2021-03-02,0.44002
2021-03-03,0.33494
2021-03-04,0.37106
2021-03-05,0.2824
2021-03-06,0.22657
2021-03-07,0.21015
2021-03-08,0.29553
2021-03-09,0.22986
2021-03-10,0.35136
2021-03-11,0.34479
2021-03-12,0.39733
2021-03-13,0.22001
2021-03-14,0.22329
2021-03-15,0.39733
2021-03-16,0.35136
2021-03-17,0.35136
2021-03-18,0.29225
2021-03-19,0.33165
2021-03-20,0.21344
2021-03-21,0.24956
2021-03-22,0.2824
2021-03-23,0.31195
2021-03-24,0.2824
2021-03-25,0.37763
2021-03-26,0.25613
2021-03-27,0.22001
2021-03-28,0.2824
2021-03-29,0.30538
2021-03-30,0.40061
2021-03-31,0.37434
2021-04-01,0.20687
2021-04-02,0.21672
2021-04-03,0.10836
2021-04-04,0.14776
2021-04-05,0.30867
2021-04-06,0.23971
2021-04-07,0.22329
2021-04-08,0.17732
2021-04-09,0.24956
2021-04-10,0.16747
2021-04-11,0.13134
2021-04-12,0.22986
2021-04-13,0.21344
2021-04-14,0.22986
2021-04-15,0.16418
2021-04-16,0.1609
2021-04-17,0.11164
2021-04-18,0.13463
2021-04-19,0.26926
2021-04-20,0.25941
2021-04-21,0.26269
2021-04-22,0.26598
2021-04-23,0.20359
2021-04-24,0.14776
2021-04-25,0.16418
2021-04-26,0.22001
2021-04-27,0.22329
2021-04-28,0.24299
2021-04-29,0.29882
2021-04-30,0.31852
2021-05-01,0.21015
2021-05-02,0.16418
2021-05-03,0.29553
2021-05-04,0.24956
2021-05-05,0.17403
2021-05-06,0.27255
2021-05-07,0.22001
2021-05-08,0.16747
2021-05-09,0.17403
2021-05-10,0.3415
2021-05-11,0.29553
2021-05-12,0.17403
2021-05-13,0.18717
2021-05-14,0.17732
2021-05-15,0.12806
2021-05-16,0.14448
2021-05-17,0.21015
2021-05-18,0.13463
2021-05-19,0.17075
2021-05-20,0.24628
2021-05-21,0.26598
2021-05-22,0.17732
2021-05-23,0.17075
2021-05-24,0.27255
2021-05-25,0.32837
2021-05-26,0.53525
2021-05-27,0.3415
2021-05-28,0.17075
2021-05-29,0.19045
2021-05-30,0.19702
2021-05-31,0.30867
2021-06-01,0.28896
2021-06-02,0.23314
2021-06-03,0.17732
2021-06-04,0.21672
2021-06-05,0.13791
2021-06-06,0.16747
2021-06-07,0.24956
2021-06-08,0.17732
2021-06-09,0.19045
2021-06-10,0.23642
2021-06-11,0.15433
2021-06-12,0.13463
2021-06-13,0.07552
2021-06-14,0.16418
2021-06-15,0.21015
2021-06-16,0.12149
2021-06-17,0.15761
2021-06-18,0.21344
2021-06-19,0.17732
2021-06-20,0.09851
2021-06-21,0.24956
2021-06-22,0.27583
2021-06-23,0.1806
2021-06-24,0.22986
2021-06-25,0.30867
2021-06-26,0.25941
2021-06-27,0.16418
2021-06-28,0.30867
2021-06-29,0.28568
2021-06-30,0.23971
2021-07-01,0.21015
2021-07-02,0.21015
2021-07-03,0.19045
2021-07-04,0.11493
2021-07-05,0.29553
2021-07-06,0.3218
2021-07-07,0.20687
2021-07-08,0.17732
2021-07-09,0.27911
2021-07-10,0.19045
2021-07-11,0.17075
2021-07-12,0.22001
2021-07-13,0.27911
2021-07-14,0.26926
2021-07-15,0.20687
2021-07-16,0.17403
2021-07-17,0.15105
2021-07-18,0.22329
2021-07-19,0.26926
2021-07-20,0.31523
2021-07-21,0.27911
2021-07-22,0.2824
2021-07-23,0.24628
2021-07-24,0.22986
2021-07-25,0.20687
2021-07-26,0.30538
2021-07-27,0.42688
2021-07-28,0.29553
2021-07-29,6.13075
2021-07-30,8.23892
2021-07-31,5.18832
2021-08-01,6.07821
2021-08-02,9.60824
2021-08-03,10.17633
2021-08-04,8.85955
2021-08-05,7.68068
2021-08-06,7.10274
2021-08-07,4.43634
2021-08-08,5.04383
2021-08-09,9.06971
2021-08-10,9.70676
2021-08-11,9.39808
2021-08-12,8.56073
2021-08-13,7.35888
2021-08-14,4.52828
2021-08-15,4.49545
2021-08-16,8.53774
2021-08-17,11.68357
2021-08-18,10.50799
2021-08-19,9.20106
2021-08-20,9.0303
2021-08-21,5.59879
2021-08-22,6.42629
2021-08-23,10.63606
2021-08-24,10.08767
2021-08-25,11.42744
2021-08-26,12.94782
2021-08-27,11.53252
2021-08-28,6.05194
2021-08-29,7.06991
2021-08-30,12.08419
2021-08-31,12.42242
2021-09-01,14.69149
2021-09-02,11.47998
2021-09-03,9.75273
2021-09-04,6.79407
2021-09-05,6.96811
2021-09-06,10.4456
2021-09-07,10.99727
2021-09-08,9.58197
2021-09-09,9.22405
2021-09-10,10.62949
2021-09-11,7.21439
2021-09-12,8.45565
2021-09-13,11.10563
2021-09-14,11.2731
2021-09-15,9.99901
2021-09-16,9.12225
2021-09-17,10.19603
2021-09-18,6.27196
2021-09-19,5.27041
2021-09-20,5.59879
2021-09-21,6.60033
2021-09-22,9.19778
2021-09-23,14.97389
2021-09-24,13.94608
2021-09-25,8.91866
2021-09-26,8.26191
2021-09-27,12.90513
2021-09-28,11.90358
2021-09-29,10.96772
2021-09-30,13.63084
2021-10-01,12.58332
2021-10-02,6.23255
2021-10-03,6.17016
2021-10-04,8.53774
2021-10-05,12.59646
2021-10-06,11.40445
2021-10-07,10.45545
2021-10-08,9.59511
2021-10-09,5.67103
2021-10-10,5.66775
2021-10-11,7.82188
2021-10-12,11.44714
2021-10-13,10.77726
2021-10-14,9.68705
2021-10-15,9.38823
2021-10-16,5.56923
2021-10-17,6.16688
2021-10-18,9.13867
2021-10-19,8.87268
2021-10-20,9.60168
2021-10-21,9.10911
2021-10-22,8.32101
2021-10-23,4.72859
2021-10-24,5.35251
2021-10-25,11.59163
2021-10-26,10.75756
2021-10-27,9.62466
2021-10-28,8.61655
2021-10-29,8.20937
2021-10-30,4.79098
2021-10-31,5.7991
2021-11-01,10.05155
2021-11-02,10.09424
2021-11-03,8.57058
2021-11-04,7.69382
2021-11-05,7.93353
2021-11-06,4.33454
2021-11-07,5.23429
2021-11-08,8.64282
2021-11-09,8.52789
2021-11-10,9.32584
2021-11-11,8.10757
2021-11-12,12.17614
2021-11-13,4.94532
2021-11-14,6.29166
2021-11-15,10.76412
2021-11-16,10.41933
2021-11-17,9.53272
2021-11-18,8.25534
2021-11-19,8.65924
2021-11-20,5.011
2021-11-21,6.11105
2021-11-22,9.293
2021-11-23,8.41296
2021-11-24,8.73148
2021-11-25,14.00847
2021-11-26,12.33376
2021-11-27,7.18812
2021-11-28,6.63973
2021-11-29,11.32236
2021-11-30,13.56188
2021-12-01,12.9708
2021-12-02,11.32564
2021-12-03,10.18947
2021-12-04,8.0813
2021-12-05,8.43266
2021-12-06,11.92985
2021-12-07,11.45699
2021-12-08,11.13847
2021-12-09,9.83482
2021-12-10,10.10409
2021-12-11,7.28663
2021-12-12,7.60516
2021-12-13,11.17131
2021-12-14,10.19932
2021-12-15,9.20434
2021-12-16,9.32913
2021-12-17,8.20608
2021-12-18,5.61849
2021-12-19,6.76452
2021-12-20,11.49968
2021-12-21,11.87403
2021-12-22,9.71332
2021-12-23,9.3751
2021-12-24,9.43421
2021-12-25,6.33435
2021-12-26,8.09444
2021-12-27,12.68183
2021-12-28,11.99881
2021-12-29,11.93971
2021-12-30,11.84119
2021-12-31,11.7788
2022-01-01,9.86766
2022-01-02,10.47187
2022-01-03,17.13788
2022-01-04,15.1742
2022-01-05,14.85896
2022-01-06,13.64397
2022-01-07,12.11703
2022-01-08,8.21593
2022-01-09,9.41122
2022-01-10,15.92946
2022-01-11,14.48789
2022-01-12,13.02006
2022-01-13,12.6687
2022-01-14,14.29087
2022-01-15,10.36022
2022-01-16,11.14175
2022-01-17,22.09634
2022-01-18,20.40193
2022-01-19,24.79558
2022-01-20,20.93718
2022-01-21,18.33973
2022-01-22,12.83289
2022-01-23,13.50934
2022-01-24,19.56457
2022-01-25,23.75135
2022-01-26,21.04226
2022-01-27,19.68935
2022-01-28,17.91941
2022-01-29,12.29435
2022-01-30,9.75601
2022-01-31,10.09424
2022-02-01,15.85393
2022-02-02,17.19042
2022-02-03,27.08435
2022-02-04,22.46084
2022-02-05,13.28604
2022-02-06,14.71119
2022-02-07,26.11893
2022-02-08,28.83788
2022-02-09,47.16119
2022-02-10,35.19193
2022-02-11,26.33566
2022-02-12,14.65208
2022-02-13,16.35306
2022-02-14,25.9022
2022-02-15,25.07798
2022-02-16,25.00903
2022-02-17,24.10599
2022-02-18,28.31248
2022-02-19,17.16743
2022-02-20,23.863
2022-02-21,100.0
2022-02-22,72.10127
2022-02-23,52.04741
2022-02-24,35.55643
2022-02-25,30.76872
2022-02-26,14.53387
2022-02-27,13.87383
2022-02-28,28.25665
2022-03-01,18.01136
2022-03-02,23.17669
2022-03-03,23.89255
2022-03-04,25.95474
2022-03-05,14.97061
2022-03-06,14.09384
2022-03-07,15.23987
2022-03-08,13.01021
2022-03-09,8.37027
2022-03-10,15.04942
2022-03-11,14.71119
2022-03-12,9.92677
2022-03-13,10.1632
2022-03-14,15.30226
2022-03-15,15.15121
2022-03-16,14.96732
2022-03-17,15.68318
2022-03-18,13.48635
2022-03-19,9.43092
2022-03-20,9.94647
2022-03-21,16.07395
2022-03-22,15.09867
2022-03-23,14.9509
2022-03-24,14.04787
2022-03-25,15.65034
2022-03-26,9.9005
2022-03-27,9.47033
2022-03-28,14.57656
2022-03-29,14.26132
2022-03-30,15.8211
2022-03-31,15.65691
2022-04-01,14.48133
2022-04-02,8.53774
2022-04-03,10.23544
2022-04-04,14.03802
2022-04-05,14.73089
2022-04-06,13.08245
2022-04-07,12.14001
2022-04-08,11.70984
2022-04-09,7.26693
2022-04-10,7.42783
2022-04-11,13.00036
2022-04-12,13.26634
2022-04-13,12.44869
2022-04-14,13.03976
2022-04-15,13.47978
2022-04-16,8.92851
2022-04-17,8.79716
2022-04-18,15.33182
2022-04-19,18.00151
2022-04-20,14.25475
2022-04-21,13.54874
2022-04-22,13.68338
2022-04-23,8.344
2022-04-24,9.07299
2022-04-25,16.45814
2022-04-26,15.1742
2022-04-27,13.68338
2022-04-28,13.22693
2022-04-29,12.05792
2022-04-30,7.78248
2022-05-01,9.29957
2022-05-02,13.07917
2022-05-03,12.50123
2022-05-04,10.81338
2022-05-05,8.34728
2022-05-06,11.5358
2022-05-07,6.84333
2022-05-08,8.4458
2022-05-09,14.51088
2022-05-10,15.32525
2022-05-11,13.28276
2022-05-12,13.10544
2022-05-13,10.83965
2022-05-14,6.39017
2022-05-15,7.92696
2022-05-16,13.04633
2022-05-17,13.25649
2022-05-18,11.52267
2022-05-19,10.78711
2022-05-20,11.71969
2022-05-21,6.85318
2022-05-22,9.59183
2022-05-23,14.28102
2022-05-24,14.57327
2022-05-25,17.17072
2022-05-26,18.0639
2022-05-27,16.76682
2022-05-28,9.26017
2022-05-29,9.44734
2022-05-30,16.61248
2022-05-31,17.12474
2022-06-01,14.60611
2022-06-02,17.53521
2022-06-03,17.93911
2022-06-04,9.64108
2022-06-05,10.22887
2022-06-06,11.87075
2022-06-07,17.54506
2022-06-08,18.98663
2022-06-09,16.12649
2022-06-10,16.10678
2022-06-11,9.21091
2022-06-12,10.14349
2022-06-13,17.34804
2022-06-14,17.12146
2022-06-15,17.9621
2022-06-16,21.59393
2022-06-17,18.98335
2022-06-18,11.27639
2022-06-19,12.16957
2022-06-20,21.43631
2022-06-21,22.28351
2022-06-22,18.98663
2022-06-23,16.931
2022-06-24,18.366
2022-06-25,9.97931
2022-06-26,11.14504
2022-06-27,20.14908
2022-06-28,19.23291
2022-06-29,17.9227
2022-06-30,17.89971
2022-07-01,16.55994
2022-07-02,9.47033
2022-07-03,12.05464
2022-07-04,17.74209
2022-07-05,17.96538
2022-07-06,16.37277
2022-07-07,14.30072
2022-07-08,14.44521
2022-07-09,9.06314
2022-07-10,9.6772
2022-07-11,16.52382
2022-07-12,16.24798
2022-07-13,27.58348
2022-07-14,34.5516
2022-07-15,24.94007
2022-07-16,18.19525
2022-07-17,16.09693
2022-07-18,29.24834
2022-07-19,24.59199
2022-07-20,22.9337
2022-07-21,21.87305
2022-07-22,19.44307
2022-07-23,10.79696
2022-07-24,11.95612
2022-07-25,26.90375
2022-07-26,22.9337
2022-07-27,19.51203
2022-07-28,17.41043
2022-07-29,17.37103
2022-07-30,10.5474
2022-07-31,12.76064
2022-08-01,20.64492
2022-08-02,20.4873
2022-08-03,19.57442
2022-08-04,16.68801
2022-08-05,16.93757
2022-08-06,9.83811
2022-08-07,10.34052
2022-08-08,16.71428
2022-08-09,14.46819
2022-08-10,18.54004
2022-08-11,16.47785
2022-08-12,14.31386
2022-08-13,8.17653
2022-08-14,9.0106
2022-08-15,11.21728
2022-08-16,17.68955
2022-08-17,18.47437
2022-08-18,16.96384
2022-08-19,16.09365
2022-08-20,11.42087
2022-08-21,12.28778
2022-08-22,20.40521
2022-08-23,19.02604
2022-08-24,17.89314
2022-08-25,25.92191
2022-08-26,23.20625
2022-08-27,12.03493
2022-08-28,13.17439
2022-08-29,22.67756
2022-08-30,21.31481
2022-08-31,21.13092
2022-09-01,19.6795
2022-09-02,17.07877
2022-09-03,10.49486
2022-09-04,11.74268
2022-09-05,19.08514
2022-09-06,19.1738
2022-09-07,18.33316
2022-09-08,16.33664
2022-09-09,9.05001
2022-09-10,8.67894
2022-09-11,11.16474
2022-09-12,14.547
2022-09-13,26.36193
2022-09-14,25.54756
2022-09-15,20.54969
2022-09-16,18.63855
2022-09-17,11.91344
2022-09-18,12.25166
2022-09-19,20.71388
2022-09-20,19.9225
2022-09-21,20.84523
2022-09-22,26.23715
2022-09-23,23.3376
2022-09-24,13.65382
2022-09-25,13.89354
2022-09-26,24.16839
2022-09-27,21.90588
2022-09-28,21.41989
2022-09-29,21.26884
2022-09-30,24.22421
2022-10-01,14.37296
2022-10-02,14.4255
2022-10-03,18.49735
2022-10-04,25.69533
2022-10-05,27.06465
2022-10-06,27.81991
2022-10-07,26.62791
2022-10-08,13.57173
2022-10-09,15.62736
2022-10-10,20.15236
2022-10-11,30.22033
2022-10-12,39.03063
2022-10-13,47.58151
2022-10-14,49.39414
2022-10-15,28.93639
2022-10-16,33.09033
2022-10-17,57.33096
2022-10-18,64.36475
2022-10-19,70.883
2022-10-20,72.44934
2022-10-21,65.14629
2022-10-22,36.30512
2022-10-23,43.50638
2022-10-24,82.04117
2022-10-25,80.62259
2022-10-26,66.58785
2022-10-27,66.56815
2022-10-28,62.70646
2022-10-29,34.19695
2022-10-30,32.25954
2022-10-31,64.40088
2022-11-01,69.6089
2022-11-02,51.4038
2022-11-03,42.64932
2022-11-04,39.41155
2022-11-05,23.2161
2022-11-06,26.33894
2022-11-07,44.74107
2022-11-08,41.29642
2022-11-09,40.04203
2022-11-10,38.74495
2022-11-11,33.3399
2022-11-12,18.30689
2022-11-13,21.70557
2022-11-14,42.76097
2022-11-15,37.74669
2022-11-16,32.91958
2022-11-17,29.1958
2022-11-18,27.62946
2022-11-19,15.54198
2022-11-20,17.5779
2022-11-21,33.18556
2022-11-22,31.19561
2022-11-23,29.26148
2022-11-24,32.51896
2022-11-25,34.128
2022-11-26,19.40695
2022-11-27,20.29028
2022-11-28,35.7239
2022-11-29,34.42682
2022-11-30,31.41234
2022-12-01,29.52418
2022-12-02,23.06176
2022-12-03,12.35346
2022-12-04,14.50431
2022-12-05,26.56552
2022-12-06,25.01559
2022-12-07,25.83325
2022-12-08,25.71503
2022-12-09,23.86628
2022-12-10,13.10215
2022-12-11,15.30883
2022-12-12,25.09769
2022-12-13,23.52477
2022-12-14,21.236
2022-12-15,21.16376
2022-12-16,19.3774
2022-12-17,10.59337
2022-12-18,14.35326
2022-12-19,22.33277
2022-12-20,21.84021
2022-12-21,20.94374
2022-12-22,18.51705
2022-12-23,20.43476
2022-12-24,11.76567
2022-12-25,13.49292
2022-12-26,23.93524
2022-12-27,22.52651
2022-12-28,21.57751
2022-12-29,21.07838
2022-12-30,20.5694
2022-12-31,12.54063
2023-01-01,17.02623
2023-01-02,28.50622
2023-01-03,24.96634
2023-01-04,22.74652
2023-01-05,23.38685
2023-01-06,20.33953
2023-01-07,13.32545
2023-01-08,14.77686
2023-01-09,23.87613
2023-01-10,25.1962
2023-01-11,22.14231
2023-01-12,17.42028
2023-01-13,17.81762
2023-01-14,10.92174
2023-01-15,12.41913
2023-01-16,18.24779
2023-01-17,18.59915
2023-01-18,16.62233
2023-01-19,16.12977
2023-01-20,17.39073
2023-01-21,10.24857
2023-01-22,11.13847
2023-01-23,10.99399
2023-01-24,14.77686
2023-01-25,26.56552
2023-01-26,21.69244
2023-01-27,18.32988
2023-01-28,11.52595
2023-01-29,11.64745
2023-01-30,18.4481
2023-01-31,19.45292
2023-02-01,17.51551
2023-02-02,14.42222
2023-02-03,13.56188
2023-02-04,8.42938
2023-02-05,9.44077
2023-02-06,14.93448
2023-02-07,13.10215
2023-02-08,13.12842
2023-02-09,12.29107
2023-02-10,13.02334
2023-02-11,7.61501
2023-02-12,8.29146
2023-02-13,13.31231
2023-02-14,11.79194
2023-02-15,11.71969
2023-02-16,10.86592
2023-02-17,10.28798
2023-02-18,6.7284
2023-02-19,7.94338
2023-02-20,12.62929
2023-02-21,13.17768
2023-02-22,11.82806
2023-02-23,11.42744
2023-02-24,13.52247
2023-02-25,8.16339
2023-02-26,8.69865
2023-02-27,12.96095
2023-02-28,12.92811
2023-03-01,10.2847
2023-03-02,11.57849
2023-03-03,10.69188
2023-03-04,7.25051
2023-03-05,8.0419
2023-03-06,11.67372
2023-03-07,10.71487
2023-03-08,11.01369
2023-03-09,9.70347
2023-03-10,10.71487
2023-03-11,6.05851
2023-03-12,6.90243
2023-03-13,9.62795
2023-03-14,9.90706
2023-03-15,10.54411
2023-03-16,8.85955
2023-03-17,8.59685
2023-03-18,5.20802
2023-03-19,6.21942
2023-03-20,10.72143
2023-03-21,10.21245
2023-03-22,9.45062
2023-03-23,9.09926
2023-03-24,10.20589
2023-03-25,6.25882
2023-03-26,6.48211
2023-03-27,10.24201
2023-03-28,8.89895
2023-03-29,8.53446
2023-03-30,8.50819
2023-03-31,8.45565
2023-04-01,5.40505
2023-04-02,5.23101
2023-04-03,8.76432
2023-04-04,8.73477
2023-04-05,9.30614
2023-04-06,8.68223
2023-04-07,6.56749
2023-04-08,4.59068
2023-04-09,5.14563
2023-04-10,9.96946
2023-04-11,8.98762
2023-04-12,8.85298
2023-04-13,7.42455
2023-04-14,6.71526
2023-04-15,4.69247
2023-04-16,4.98801
2023-04-17,8.16011
2023-04-18,7.99264
2023-04-19,7.28335
2023-04-20,7.66755
2023-04-21,6.57078
2023-04-22,4.10796
2023-04-23,5.26056
2023-04-24,8.15026
2023-04-25,10.22887
2023-04-26,9.02374
2023-04-27,7.65113
2023-04-28,6.70541
2023-04-29,5.05368
2023-04-30,4.7877
2023-05-01,7.05349
2023-05-02,8.72492
2023-05-03,7.82517
2023-05-04,7.38186
2023-05-05,5.03398
2023-05-06,4.42649
2023-05-07,4.93875
2023-05-08,8.23892
2023-05-09,8.15354
2023-05-10,8.84641
2023-05-11,7.68068
2023-05-12,6.10448
2023-05-13,3.88139
2023-05-14,4.47246
2023-05-15,8.38669
2023-05-16,7.77591
2023-05-17,8.23235
2023-05-18,7.95652
2023-05-19,7.26365
2023-05-20,4.15394
2023-05-21,4.81725
2023-05-22,8.01891
2023-05-23,8.05175
2023-05-24,7.53948
2023-05-25,9.18464
2023-05-26,7.08632
2023-05-27,4.2623
2023-05-28,4.15722
2023-05-29,5.22772
