date,이익
2020-03-20,36.3276
2020-03-21,28.79788
2020-03-22,28.53368
2020-03-23,39.23381
2020-03-24,47.02774
2020-03-25,42.53632
2020-03-26,41.61162
2020-03-27,42.40422
2020-03-28,28.26948
2020-03-29,32.76089
2020-03-30,38.57331
2020-03-31,43.59313
2020-04-01,41.61162
2020-04-02,38.04491
2020-04-03,40.95112
2020-04-04,24.96697
2020-04-05,25.49537
2020-04-06,44.12153
2020-04-07,36.4597
2020-04-08,42.66842
2020-04-09,45.97093
2020-04-10,42.53632
2020-04-11,29.72258
2020-04-12,31.83619
2020-04-13,43.19682
2020-04-14,41.34742
2020-04-15,28.66578
2020-04-16,45.70673
2020-04-17,44.25363
2020-04-18,24.57067
2020-04-19,26.68428
2020-04-20,42.80052
2020-04-21,46.63143
2020-04-22,49.53764
2020-04-23,50.99075
2020-04-24,77.54293
2020-04-25,27.21268
2020-04-26,30.51519
2020-04-27,55.21796
2020-04-28,46.23513
2020-04-29,44.25363
2020-04-30,30.51519
2020-05-01,32.23249
2020-05-02,23.11756
2020-05-03,27.47688
2020-05-04,41.61162
2020-05-05,32.23249
2020-05-06,44.91413
2020-05-07,43.85733
2020-05-08,48.21664
2020-05-09,24.83487
2020-05-10,32.89299
2020-05-11,45.31043
2020-05-12,42.40422
2020-05-13,46.63143
2020-05-14,43.46103
2020-05-15,42.93262
2020-05-16,22.98546
2020-05-17,31.70409
2020-05-18,46.10303
2020-05-19,43.46103
2020-05-20,52.84015
2020-05-21,41.34742
2020-05-22,41.61162
2020-05-23,40.55482
2020-05-24,32.62879
2020-05-25,49.80184
2020-05-26,47.42404
2020-05-27,47.29194
2020-05-28,41.87582
2020-05-29,38.17701
2020-05-30,30.77939
2020-05-31,31.04359
2020-06-01,43.06472
2020-06-02,46.63143
2020-06-03,45.04623
2020-06-04,44.25363
2020-06-05,40.55482
2020-06-06,32.36459
2020-06-07,37.64861
2020-06-08,44.91413
2020-06-09,43.98943
2020-06-10,50.06605
2020-06-11,46.76354
2020-06-12,46.49933
2020-06-13,37.91281
2020-06-14,39.63011
2020-06-15,50.59445
2020-06-16,58.38837
2020-06-17,55.61426
2020-06-18,53.36856
2020-06-19,48.87714
2020-06-20,34.3461
2020-06-21,35.7992
2020-06-22,55.61426
2020-06-23,57.46367
2020-06-24,54.16116
2020-06-25,52.31175
2020-06-26,54.29326
2020-06-27,85.20475
2020-06-28,34.0819
2020-06-29,46.36723
2020-06-30,50.33025
2020-07-01,51.65125
2020-07-02,49.53764
2020-07-03,38.17701
2020-07-04,26.94848
2020-07-05,29.98678
2020-07-06,40.81902
2020-07-07,50.33025
2020-07-08,45.31043
2020-07-09,41.87582
2020-07-10,36.5918
2020-07-11,25.09907
2020-07-12,32.36459
2020-07-13,44.51783
2020-07-14,42.00792
2020-07-15,40.55482
2020-07-16,40.95112
2020-07-17,33.15719
2020-07-18,24.96697
2020-07-19,40.02642
2020-07-20,44.12153
2020-07-21,44.91413
2020-07-22,42.66842
2020-07-23,43.98943
2020-07-24,34.3461
2020-07-25,33.02509
2020-07-26,35.2708
2020-07-27,47.02774
2020-07-28,49.27344
2020-07-29,47.55614
2020-07-30,42.40422
2020-07-31,34.3461
2020-08-01,26.81638
2020-08-02,28.79788
2020-08-03,41.61162
2020-08-04,38.17701
2020-08-05,43.59313
2020-08-06,49.40554
2020-08-07,52.97225
2020-08-08,42.40422
2020-08-09,24.04227
2020-08-10,36.72391
2020-08-11,36.0634
2020-08-12,37.78071
2020-08-13,37.51651
2020-08-14,27.60898
2020-08-15,19.68295
2020-08-16,18.22985
2020-08-17,28.92998
2020-08-18,32.89299
2020-08-19,32.36459
2020-08-20,30.51519
2020-08-21,37.64861
2020-08-22,23.77807
2020-08-23,25.09907
2020-08-24,33.8177
2020-08-25,30.91149
2020-08-26,34.8745
2020-08-27,36.0634
2020-08-28,35.9313
2020-08-29,24.17437
2020-08-30,26.15587
2020-08-31,38.70541
2020-09-01,43.06472
2020-09-02,47.95244
2020-09-03,44.51783
2020-09-04,41.08322
2020-09-05,24.83487
2020-09-06,31.17569
2020-09-07,40.55482
2020-09-08,45.97093
2020-09-09,44.38573
2020-09-10,45.44253
2020-09-11,43.32892
2020-09-12,31.30779
2020-09-13,31.83619
2020-09-14,50.19815
2020-09-15,50.72655
2020-09-16,47.95244
2020-09-17,52.04755
2020-09-18,56.93527
2020-09-19,39.76221
2020-09-20,34.0819
2020-09-21,38.17701
2020-09-22,43.06472
2020-09-23,46.63143
2020-09-24,42.66842
2020-09-25,37.64861
2020-09-26,26.02377
2020-09-27,29.59048
2020-09-28,42.40422
2020-09-29,31.57199
2020-09-30,22.45706
2020-10-01,20.73976
2020-10-02,21.40026
2020-10-03,34.8745
2020-10-04,32.36459
2020-10-05,45.57463
2020-10-06,46.49933
2020-10-07,38.83751
2020-10-08,39.36591
2020-10-09,30.25099
2020-10-10,27.60898
2020-10-11,32.36459
2020-10-12,44.25363
2020-10-13,50.59445
2020-10-14,47.29194
2020-10-15,47.68824
2020-10-16,36.98811
2020-10-17,35.2708
2020-10-18,42.00792
2020-10-19,46.49933
2020-10-20,49.53764
2020-10-21,55.61426
2020-10-22,53.36856
2020-10-23,48.87714
2020-10-24,36.98811
2020-10-25,29.45838
2020-10-26,43.59313
2020-10-27,43.59313
2020-10-28,41.34742
2020-10-29,43.59313
2020-10-30,36.85601
2020-10-31,26.68428
2020-11-01,29.19418
2020-11-02,40.15852
2020-11-03,39.63011
2020-11-04,39.10171
2020-11-05,38.70541
2020-11-06,40.81902
2020-11-07,27.21268
2020-11-08,35.1387
2020-11-09,45.70673
2020-11-10,53.63276
2020-11-11,44.25363
2020-11-12,45.97093
2020-11-13,35.2708
2020-11-14,24.43857
2020-11-15,27.47688
2020-11-16,42.53632
2020-11-17,42.80052
2020-11-18,43.19682
2020-11-19,49.14134
2020-11-20,40.42272
2020-11-21,26.81638
2020-11-22,33.8177
2020-11-23,44.64993
2020-11-24,41.87582
2020-11-25,45.44253
2020-11-26,41.87582
2020-11-27,42.80052
2020-11-28,28.00528
2020-11-29,35.9313
2020-11-30,46.76354
2020-12-01,41.74372
2020-12-02,41.74372
2020-12-03,36.0634
2020-12-04,41.21532
2020-12-05,28.40158
2020-12-06,30.64729
2020-12-07,39.23381
2020-12-08,47.42404
2020-12-09,43.59313
2020-12-10,46.76354
2020-12-11,42.14002
2020-12-12,29.72258
2020-12-13,34.214
2020-12-14,41.87582
2020-12-15,42.66842
2020-12-16,40.81902
2020-12-17,38.44121
2020-12-18,39.63011
2020-12-19,26.81638
2020-12-20,25.49537
2020-12-21,34.8745
2020-12-22,37.38441
2020-12-23,34.8745
2020-12-24,29.85468
2020-12-25,18.75825
2020-12-26,26.94848
2020-12-27,25.23117
2020-12-28,36.1955
2020-12-29,37.78071
2020-12-30,32.89299
2020-12-31,24.43857
2021-01-01,21.92866
2021-01-02,21.53236
2021-01-03,26.28797
2021-01-04,37.12021
2021-01-05,32.36459
2021-01-06,37.51651
2021-01-07,35.535
2021-01-08,42.53632
2021-01-09,26.02377
2021-01-10,26.02377
2021-01-11,41.47952
2021-01-12,40.68692
2021-01-13,38.04491
2021-01-14,39.76221
2021-01-15,37.78071
2021-01-16,26.81638
2021-01-17,30.38309
2021-01-18,39.23381
2021-01-19,38.96961
2021-01-20,37.64861
2021-01-21,39.23381
2021-01-22,34.8745
2021-01-23,26.28797
2021-01-24,24.96697
2021-01-25,42.00792
2021-01-26,42.53632
2021-01-27,41.61162
2021-01-28,44.12153
2021-01-29,38.83751
2021-01-30,33.28929
2021-01-31,31.70409
2021-02-01,46.49933
2021-02-02,50.72655
2021-02-03,54.55746
2021-02-04,48.61294
2021-02-05,54.95376
2021-02-06,39.23381
2021-02-07,24.04227
2021-02-08,36.0634
2021-02-09,32.76089
2021-02-10,32.62879
2021-02-11,18.36195
2021-02-12,18.09775
2021-02-13,23.64597
2021-02-14,21.79656
2021-02-15,38.17701
2021-02-16,37.25231
2021-02-17,35.4029
2021-02-18,33.15719
2021-02-19,33.9498
2021-02-20,21.13606
2021-02-21,24.04227
2021-02-22,33.02509
2021-02-23,37.12021
2021-02-24,34.7424
2021-02-25,34.3461
2021-02-26,29.59048
2021-02-27,23.38177
2021-02-28,24.57067
2021-03-01,27.87318
2021-03-02,32.10039
2021-03-03,34.4782
2021-03-04,35.7992
2021-03-05,33.5535
2021-03-06,26.28797
2021-03-07,26.81638
2021-03-08,36.4597
2021-03-09,40.42272
2021-03-10,38.17701
2021-03-11,42.14002
2021-03-12,38.30911
2021-03-13,26.28797
2021-03-14,34.6103
2021-03-15,43.06472
2021-03-16,48.21664
2021-03-17,41.21532
2021-03-18,47.42404
2021-03-19,38.30911
2021-03-20,26.68428
2021-03-21,31.70409
2021-03-22,42.40422
2021-03-23,45.97093
2021-03-24,43.85733
2021-03-25,36.4597
2021-03-26,39.10171
2021-03-27,27.87318
2021-03-28,34.7424
2021-03-29,38.70541
2021-03-30,49.66974
2021-03-31,50.33025
2021-04-01,44.25363
2021-04-02,37.38441
2021-04-03,36.3276
2021-04-04,38.57331
2021-04-05,47.29194
2021-04-06,51.51915
2021-04-07,50.46235
2021-04-08,51.91545
2021-04-09,47.29194
2021-04-10,46.49933
2021-04-11,54.29326
2021-04-12,52.04755
2021-04-13,52.97225
2021-04-14,42.66842
2021-04-15,40.55482
2021-04-16,41.47952
2021-04-17,30.11889
2021-04-18,36.98811
2021-04-19,43.19682
2021-04-20,44.25363
2021-04-21,48.34874
2021-04-22,47.55614
2021-04-23,43.59313
2021-04-24,36.1955
2021-04-25,38.96961
2021-04-26,50.19815
2021-04-27,51.25495
2021-04-28,53.23645
2021-04-29,51.38705
2021-04-30,43.59313
2021-05-01,28.26948
2021-05-02,37.64861
2021-05-03,38.96961
2021-05-04,39.49801
2021-05-05,31.17569
2021-05-06,42.80052
2021-05-07,48.48084
2021-05-08,30.77939
2021-05-09,42.00792
2021-05-10,53.10435
2021-05-11,61.42668
2021-05-12,65.52179
2021-05-13,59.04887
2021-05-14,52.84015
2021-05-15,33.15719
2021-05-16,43.19682
2021-05-17,64.46499
2021-05-18,53.23645
2021-05-19,43.72523
2021-05-20,64.06869
2021-05-21,47.55614
2021-05-22,33.6856
2021-05-23,44.51783
2021-05-24,63.67239
2021-05-25,66.31439
2021-05-26,58.52047
2021-05-27,58.52047
2021-05-28,46.23513
2021-05-29,33.5535
2021-05-30,42.53632
