date,CMA금리비교
2020-06-14,30.35264
2020-06-15,37.46851
2020-06-16,42.56926
2020-06-17,40.05037
2020-06-18,38.8539
2020-06-19,39.16876
2020-06-20,24.3073
2020-06-21,29.78589
2020-06-22,41.49874
2020-06-23,41.49874
2020-06-24,40.61712
2020-06-25,44.26952
2020-06-26,44.58438
2020-06-27,28.33753
2020-06-28,29.72292
2020-06-29,41.75062
2020-06-30,42.38035
2020-07-01,44.39546
2020-07-02,41.49874
2020-07-03,36.5869
2020-07-04,23.36272
2020-07-05,26.44836
2020-07-06,37.15365
2020-07-07,39.54659
2020-07-08,43.3879
2020-07-09,36.46095
2020-07-10,36.83879
2020-07-11,25.75566
2020-07-12,25.94458
2020-07-13,40.61712
2020-07-14,35.39042
2020-07-15,39.42065
2020-07-16,37.78337
2020-07-17,30.54156
2020-07-18,22.73299
2020-07-19,21.72544
2020-07-20,37.15365
2020-07-21,39.10579
2020-07-22,36.96473
2020-07-23,37.15365
2020-07-24,36.71284
2020-07-25,26.88916
2020-07-26,27.32997
2020-07-27,41.8136
2020-07-28,37.78337
2020-07-29,35.07556
2020-07-30,36.64987
2020-07-31,37.7204
2020-08-01,24.18136
2020-08-02,25.94458
2020-08-03,39.9874
2020-08-04,38.22418
2020-08-05,40.61712
2020-08-06,37.0277
2020-08-07,37.7204
2020-08-08,22.16624
2020-08-09,24.74811
2020-08-10,45.2141
2020-08-11,46.03274
2020-08-12,40.17632
2020-08-13,35.95717
2020-08-14,36.77581
2020-08-15,23.29974
2020-08-16,24.74811
2020-08-17,28.02267
2020-08-18,35.4534
2020-08-19,35.26448
2020-08-20,33.94206
2020-08-21,33.6272
2020-08-22,23.04785
2020-08-23,28.21158
2020-08-24,35.26448
2020-08-25,45.34005
2020-08-26,37.59445
2020-08-27,36.33501
2020-08-28,35.70528
2020-08-29,25.69269
2020-08-30,29.91183
2020-08-31,45.65491
2020-09-01,52.7078
2020-09-02,54.21914
2020-09-03,52.7078
2020-09-04,67.00251
2020-09-05,36.71284
2020-09-06,48.92947
2020-09-07,52.83375
2020-09-08,43.07304
2020-09-09,44.20654
2020-09-10,49.55919
2020-09-11,37.84634
2020-09-12,26.25944
2020-09-13,25.94458
2020-09-14,43.07304
2020-09-15,44.71032
2020-09-16,43.70277
2020-09-17,40.05037
2020-09-18,38.28715
2020-09-19,29.97481
2020-09-20,26.19647
2020-09-21,39.35768
2020-09-22,34.25692
2020-09-23,33.37531
2020-09-24,31.3602
2020-09-25,35.70528
2020-09-26,24.3073
2020-09-27,23.36272
2020-09-28,36.90176
2020-09-29,35.83123
2020-09-30,25.56675
2020-10-01,18.76574
2020-10-02,21.03274
2020-10-03,27.89672
2020-10-04,32.36775
2020-10-05,51.07052
2020-10-06,44.39546
2020-10-07,45.34005
2020-10-08,46.3476
2020-10-09,26.19647
2020-10-10,20.46599
2020-10-11,28.52644
2020-10-12,43.26196
2020-10-13,42.75818
2020-10-14,35.26448
2020-10-15,35.39042
2020-10-16,29.59697
2020-10-17,16.87657
2020-10-18,21.66246
2020-10-19,32.36775
2020-10-20,30.10075
2020-10-21,35.20151
2020-10-22,31.23425
2020-10-23,28.77833
2020-10-24,19.33249
2020-10-25,22.22921
2020-10-26,34.7607
2020-10-27,29.97481
2020-10-28,28.77833
2020-10-29,29.21914
2020-10-30,26.95214
2020-10-31,18.3879
2020-11-01,22.79596
2020-11-02,28.52644
2020-11-03,29.65994
2020-11-04,24.55919
2020-11-05,28.96725
2020-11-06,23.67758
2020-11-07,15.93198
2020-11-08,19.45843
2020-11-09,28.02267
2020-11-10,31.29722
2020-11-11,30.47858
2020-11-12,29.72292
2020-11-13,27.07808
2020-11-14,20.59193
2020-11-15,23.80352
2020-11-16,33.81612
2020-11-17,34.50881
2020-11-18,35.8942
2020-11-19,33.6272
2020-11-20,33.75314
2020-11-21,22.10327
2020-11-22,24.62216
2020-11-23,34.57178
2020-11-24,31.67506
2020-11-25,39.9874
2020-11-26,36.14609
2020-11-27,35.39042
2020-11-28,22.4811
2020-11-29,23.92947
2020-11-30,38.1612
2020-12-01,40.05037
2020-12-02,38.97984
2020-12-03,33.06045
2020-12-04,34.57178
2020-12-05,25.62972
2020-12-06,27.83375
2020-12-07,35.4534
2020-12-08,33.24937
2020-12-09,34.57178
2020-12-10,39.79848
2020-12-11,39.73551
2020-12-12,25.06297
2020-12-13,26.51133
2020-12-14,32.55667
2020-12-15,37.09068
2020-12-16,35.83123
2020-12-17,38.97984
2020-12-18,37.46851
2020-12-19,30.54156
2020-12-20,30.91939
2020-12-21,36.33501
2020-12-22,39.23173
2020-12-23,39.10579
2020-12-24,37.46851
2020-12-25,29.15617
2020-12-26,31.54911
2020-12-27,33.6272
2020-12-28,50.4408
2020-12-29,47.85894
2020-12-30,51.1335
2020-12-31,44.77329
2021-01-01,40.30226
2021-01-02,38.72795
2021-01-03,45.34005
2021-01-04,58.87909
2021-01-05,56.04534
2021-01-06,57.43073
2021-01-07,51.70025
2021-01-08,56.61209
2021-01-09,44.58438
2021-01-10,46.78841
2021-01-11,64.29471
2021-01-12,57.61964
2021-01-13,55.6675
2021-01-14,54.84886
2021-01-15,54.78589
2021-01-16,38.97984
2021-01-17,38.53904
2021-01-18,50.12594
2021-01-19,54.03022
2021-01-20,57.68261
2021-01-21,59.00503
2021-01-22,51.82619
2021-01-23,43.07304
2021-01-24,42.50629
2021-01-25,67.63224
2021-01-26,68.07304
2021-01-27,55.28967
2021-01-28,51.70025
2021-01-29,49.81108
2021-01-30,36.02015
2021-01-31,39.29471
2021-02-01,56.801
2021-02-02,54.40806
2021-02-03,51.82619
2021-02-04,53.90428
2021-02-05,50.56675
2021-02-06,34.50881
2021-02-07,41.8136
2021-02-08,52.51889
2021-02-09,48.74055
2021-02-10,45.71788
2021-02-11,34.31989
2021-02-12,29.91183
2021-02-13,30.54156
2021-02-14,40.61712
2021-02-15,57.9345
2021-02-16,50.81863
2021-02-17,49.93702
2021-02-18,46.59949
2021-02-19,46.91435
2021-02-20,31.98992
2021-02-21,31.61209
2021-02-22,43.13602
2021-02-23,43.13602
2021-02-24,37.0277
2021-02-25,49.18136
2021-02-26,41.49874
2021-02-27,31.3602
2021-02-28,31.3602
2021-03-01,41.30982
2021-03-02,40.74307
2021-03-03,42.69521
2021-03-04,39.42065
2021-03-05,34.82367
2021-03-06,24.55919
2021-03-07,28.46347
2021-03-08,39.35768
2021-03-09,32.68261
2021-03-10,37.21662
2021-03-11,34.19395
2021-03-12,44.26952
2021-03-13,23.80352
2021-03-14,26.51133
2021-03-15,36.96473
2021-03-16,40.99496
2021-03-17,30.41561
2021-03-18,39.9874
2021-03-19,34.25692
2021-03-20,26.51133
2021-03-21,27.77078
2021-03-22,41.24685
2021-03-23,38.22418
2021-03-24,40.17632
2021-03-25,45.34005
2021-03-26,38.91687
2021-03-27,24.43324
2021-03-28,27.77078
2021-03-29,37.34256
2021-03-30,34.94962
2021-03-31,40.36523
2021-04-01,39.29471
2021-04-02,37.34256
2021-04-03,24.81108
2021-04-04,25.62972
2021-04-05,40.49118
2021-04-06,35.76826
2021-04-07,33.6272
2021-04-08,29.09319
2021-04-09,32.17884
2021-04-10,20.46599
2021-04-11,21.15869
2021-04-12,31.67506
2021-04-13,34.94962
2021-04-14,28.96725
2021-04-15,36.90176
2021-04-16,29.534
2021-04-17,20.96977
2021-04-18,21.72544
2021-04-19,27.77078
2021-04-20,31.29722
2021-04-21,29.59697
2021-04-22,27.14105
2021-04-23,25.81863
2021-04-24,17.50629
2021-04-25,17.44332
2021-04-26,25.50377
2021-04-27,24.74811
2021-04-28,26.38539
2021-04-29,25.56675
2021-04-30,23.6146
2021-05-01,21.03274
2021-05-02,17.06549
2021-05-03,42.31738
2021-05-04,29.72292
2021-05-05,20.71788
2021-05-06,24.68513
2021-05-07,25.75566
2021-05-08,16.37279
2021-05-09,17.00251
2021-05-10,28.46347
2021-05-11,25.4408
2021-05-12,22.16624
2021-05-13,20.2141
2021-05-14,19.96221
2021-05-15,14.9874
2021-05-16,15.36523
2021-05-17,21.09571
2021-05-18,24.43324
2021-05-19,17.75818
2021-05-20,24.68513
2021-05-21,23.92947
2021-05-22,17.50629
2021-05-23,18.32493
2021-05-24,29.15617
2021-05-25,33.24937
2021-05-26,30.03778
2021-05-27,30.41561
2021-05-28,27.64483
2021-05-29,17.56926
2021-05-30,16.8136
2021-05-31,29.97481
2021-06-01,32.9345
2021-06-02,28.8413
2021-06-03,25.37783
2021-06-04,27.01511
2021-06-05,16.8136
2021-06-06,17.56926
2021-06-07,26.88916
2021-06-08,27.07808
2021-06-09,26.95214
2021-06-10,28.90428
2021-06-11,26.70025
2021-06-12,16.43576
2021-06-13,16.87657
2021-06-14,25.81863
2021-06-15,32.4937
2021-06-16,35.8942
2021-06-17,31.29722
2021-06-18,26.25944
2021-06-19,18.82871
2021-06-20,15.93198
2021-06-21,28.65239
2021-06-22,26.82619
2021-06-23,27.7078
2021-06-24,27.89672
2021-06-25,30.85642
2021-06-26,20.52896
2021-06-27,19.33249
2021-06-28,26.76322
2021-06-29,26.25944
2021-06-30,29.91183
2021-07-01,31.3602
2021-07-02,26.70025
2021-07-03,19.14357
2021-07-04,20.34005
2021-07-05,26.70025
2021-07-06,26.63727
2021-07-07,21.91435
2021-07-08,23.23677
2021-07-09,19.71032
2021-07-10,16.1209
2021-07-11,17.9471
2021-07-12,23.11083
2021-07-13,27.51889
2021-07-14,22.0403
2021-07-15,20.9068
2021-07-16,17.69521
2021-07-17,13.91687
2021-07-18,16.30982
2021-07-19,19.89924
2021-07-20,20.9068
2021-07-21,23.23677
2021-07-22,20.15113
2021-07-23,23.48866
2021-07-24,14.42065
2021-07-25,14.35768
2021-07-26,19.96221
2021-07-27,19.77329
2021-07-28,21.59949
2021-07-29,26.51133
2021-07-30,19.71032
2021-07-31,15.23929
2021-08-01,14.42065
2021-08-02,17.69521
2021-08-03,21.09571
2021-08-04,20.9068
2021-08-05,21.91435
2021-08-06,20.78085
2021-08-07,12.27959
2021-08-08,13.35012
2021-08-09,19.83627
2021-08-10,22.35516
2021-08-11,23.99244
2021-08-12,22.54408
2021-08-13,21.03274
2021-08-14,10.39042
2021-08-15,12.21662
2021-08-16,15.11335
2021-08-17,16.56171
2021-08-18,20.65491
2021-08-19,19.89924
2021-08-20,21.03274
2021-08-21,13.72795
2021-08-22,13.09823
2021-08-23,20.40302
2021-08-24,19.52141
2021-08-25,22.10327
2021-08-26,25.37783
2021-08-27,29.28211
2021-08-28,18.57682
2021-08-29,16.75062
2021-08-30,29.65994
2021-08-31,27.95969
2021-09-01,27.45591
2021-09-02,26.00755
2021-09-03,28.27455
2021-09-04,14.54659
2021-09-05,17.69521
2021-09-06,21.28463
2021-09-07,21.72544
2021-09-08,17.44332
2021-09-09,20.15113
2021-09-10,29.78589
2021-09-11,14.29471
2021-09-12,15.86901
2021-09-13,17.2544
2021-09-14,19.71032
2021-09-15,19.71032
2021-09-16,20.27707
2021-09-17,27.58186
2021-09-18,16.05793
2021-09-19,13.72795
2021-09-20,10.95717
2021-09-21,10.39042
2021-09-22,13.03526
2021-09-23,23.99244
2021-09-24,27.01511
2021-09-25,17.31738
2021-09-26,16.43576
2021-09-27,21.22166
2021-09-28,16.62468
2021-09-29,19.77329
2021-09-30,27.32997
2021-10-01,22.85894
2021-10-02,13.60201
2021-10-03,14.23173
2021-10-04,16.1209
2021-10-05,19.39546
2021-10-06,17.2544
2021-10-07,17.12846
2021-10-08,16.75062
2021-10-09,9.13098
2021-10-10,12.7204
2021-10-11,14.29471
2021-10-12,20.02518
2021-10-13,18.82871
2021-10-14,19.77329
2021-10-15,22.85894
2021-10-16,13.47607
2021-10-17,13.28715
2021-10-18,17.75818
2021-10-19,17.75818
2021-10-20,17.75818
2021-10-21,16.56171
2021-10-22,15.23929
2021-10-23,11.71284
2021-10-24,9.57178
2021-10-25,17.9471
2021-10-26,22.41813
2021-10-27,16.75062
2021-10-28,18.3879
2021-10-29,16.87657
2021-10-30,9.25692
2021-10-31,11.96473
2021-11-01,15.74307
2021-11-02,16.68765
2021-11-03,17.38035
2021-11-04,17.75818
2021-11-05,15.99496
2021-11-06,11.08312
2021-11-07,12.46851
2021-11-08,15.49118
2021-11-09,15.6801
2021-11-10,14.48362
2021-11-11,21.72544
2021-11-12,14.79848
2021-11-13,12.90931
2021-11-14,10.39042
2021-11-15,18.07304
2021-11-16,17.75818
2021-11-17,13.47607
2021-11-18,15.80604
2021-11-19,14.10579
2021-11-20,10.57934
2021-11-21,11.14609
2021-11-22,15.6801
2021-11-23,13.66498
2021-11-24,13.35012
2021-11-25,20.71788
2021-11-26,22.98488
2021-11-27,12.84634
2021-11-28,12.21662
2021-11-29,17.44332
2021-11-30,20.78085
2021-12-01,16.8136
2021-12-02,16.8136
2021-12-03,18.01007
2021-12-04,14.04282
2021-12-05,11.64987
2021-12-06,17.38035
2021-12-07,18.45088
2021-12-08,16.43576
2021-12-09,14.92443
2021-12-10,15.17632
2021-12-11,11.90176
2021-12-12,11.08312
2021-12-13,15.36523
2021-12-14,14.67254
2021-12-15,16.8136
2021-12-16,19.77329
2021-12-17,14.29471
2021-12-18,11.90176
2021-12-19,12.15365
2021-12-20,17.31738
2021-12-21,16.62468
2021-12-22,15.17632
2021-12-23,16.18387
2021-12-24,16.8136
2021-12-25,11.08312
2021-12-26,14.86146
2021-12-27,18.82871
2021-12-28,20.96977
2021-12-29,18.32493
2021-12-30,19.39546
2021-12-31,16.18387
2022-01-01,17.56926
2022-01-02,18.63979
2022-01-03,22.29219
2022-01-04,26.32241
2022-01-05,28.90428
2022-01-06,23.6146
2022-01-07,18.32493
2022-01-08,12.09068
2022-01-09,14.16876
2022-01-10,23.11083
2022-01-11,20.78085
2022-01-12,20.02518
2022-01-13,18.19899
2022-01-14,32.80856
2022-01-15,23.92947
2022-01-16,22.22921
2022-01-17,36.14609
2022-01-18,37.53148
2022-01-19,34.82367
2022-01-20,37.7204
2022-01-21,55.85642
2022-01-22,27.7078
2022-01-23,23.42569
2022-01-24,28.58942
2022-01-25,37.65743
2022-01-26,31.04534
2022-01-27,30.2267
2022-01-28,38.41309
2022-01-29,21.91435
2022-01-30,17.31738
2022-01-31,14.9874
2022-02-01,21.47355
2022-02-02,27.39294
2022-02-03,45.40302
2022-02-04,38.03526
2022-02-05,29.34508
2022-02-06,22.92191
2022-02-07,30.35264
2022-02-08,31.54911
2022-02-09,27.45591
2022-02-10,28.77833
2022-02-11,28.46347
2022-02-12,21.22166
2022-02-13,17.88413
2022-02-14,24.18136
2022-02-15,25.81863
2022-02-16,25.69269
2022-02-17,23.80352
2022-02-18,22.79596
2022-02-19,19.20654
2022-02-20,18.89168
2022-02-21,29.15617
2022-02-22,29.21914
2022-02-23,25.18891
2022-02-24,31.801
2022-02-25,31.17128
2022-02-26,18.89168
2022-02-27,18.3879
2022-02-28,26.19647
2022-03-01,20.59193
2022-03-02,25.37783
2022-03-03,24.62216
2022-03-04,22.16624
2022-03-05,15.61712
2022-03-06,15.93198
2022-03-07,19.89924
2022-03-08,16.93954
2022-03-09,13.91687
2022-03-10,21.09571
2022-03-11,22.73299
2022-03-12,12.7204
2022-03-13,15.49118
2022-03-14,18.57682
2022-03-15,22.16624
2022-03-16,23.6146
2022-03-17,26.95214
2022-03-18,25.31486
2022-03-19,19.77329
2022-03-20,19.20654
2022-03-21,22.73299
2022-03-22,25.06297
2022-03-23,25.4408
2022-03-24,20.34005
2022-03-25,24.62216
2022-03-26,17.56926
2022-03-27,17.63224
2022-03-28,22.54408
2022-03-29,23.04785
2022-03-30,26.32241
2022-03-31,26.76322
2022-04-01,27.45591
2022-04-02,16.93954
2022-04-03,17.69521
2022-04-04,19.33249
2022-04-05,19.89924
2022-04-06,17.88413
2022-04-07,19.96221
2022-04-08,19.71032
2022-04-09,11.83879
2022-04-10,14.35768
2022-04-11,18.70277
2022-04-12,21.03274
2022-04-13,18.76574
2022-04-14,37.59445
2022-04-15,33.69017
2022-04-16,22.54408
2022-04-17,20.15113
2022-04-18,30.28967
2022-04-19,27.89672
2022-04-20,23.55163
2022-04-21,24.81108
2022-04-22,32.11586
2022-04-23,17.2544
2022-04-24,14.92443
2022-04-25,24.62216
2022-04-26,28.46347
2022-04-27,22.22921
2022-04-28,23.80352
2022-04-29,23.29974
2022-04-30,15.49118
2022-05-01,13.72795
2022-05-02,24.74811
2022-05-03,21.28463
2022-05-04,23.67758
2022-05-05,17.75818
2022-05-06,23.1738
2022-05-07,13.47607
2022-05-08,15.05037
2022-05-09,21.72544
2022-05-10,21.72544
2022-05-11,25.25188
2022-05-12,22.79596
2022-05-13,21.03274
2022-05-14,14.54659
2022-05-15,14.48362
2022-05-16,25.4408
2022-05-17,28.65239
2022-05-18,23.23677
2022-05-19,19.45843
2022-05-20,18.07304
2022-05-21,12.46851
2022-05-22,13.1612
2022-05-23,19.0806
2022-05-24,19.45843
2022-05-25,22.10327
2022-05-26,44.71032
2022-05-27,41.05793
2022-05-28,20.59193
2022-05-29,23.80352
2022-05-30,32.24181
2022-05-31,36.96473
2022-06-01,25.62972
2022-06-02,31.10831
2022-06-03,29.40806
2022-06-04,16.05793
2022-06-05,15.30226
2022-06-06,14.54659
2022-06-07,24.49622
2022-06-08,26.19647
2022-06-09,20.59193
2022-06-10,21.09571
2022-06-11,17.44332
2022-06-12,13.97984
2022-06-13,25.0
2022-06-14,26.07052
2022-06-15,29.59697
2022-06-16,25.18891
2022-06-17,26.51133
2022-06-18,17.2544
2022-06-19,15.6801
2022-06-20,26.70025
2022-06-21,26.5743
2022-06-22,24.05541
2022-06-23,24.55919
2022-06-24,29.15617
2022-06-25,15.99496
2022-06-26,17.69521
2022-06-27,24.37027
2022-06-28,24.05541
2022-06-29,21.66246
2022-06-30,23.67758
2022-07-01,23.11083
2022-07-02,12.84634
2022-07-03,14.29471
2022-07-04,19.33249
2022-07-05,22.22921
2022-07-06,20.02518
2022-07-07,19.52141
2022-07-08,18.57682
2022-07-09,12.09068
2022-07-10,13.91687
2022-07-11,23.80352
2022-07-12,22.4811
2022-07-13,72.73299
2022-07-14,88.91687
2022-07-15,67.69521
2022-07-16,32.9345
2022-07-17,26.1335
2022-07-18,46.28463
2022-07-19,44.20654
2022-07-20,37.15365
2022-07-21,52.83375
2022-07-22,39.29471
2022-07-23,23.92947
2022-07-24,25.06297
2022-07-25,41.62468
2022-07-26,44.01763
2022-07-27,40.55415
2022-07-28,38.41309
2022-07-29,39.48362
2022-07-30,27.7078
2022-07-31,23.92947
2022-08-01,36.33501
2022-08-02,38.97984
2022-08-03,32.68261
2022-08-04,33.12342
2022-08-05,30.28967
2022-08-06,18.19899
2022-08-07,20.71788
2022-08-08,33.31234
2022-08-09,29.78589
2022-08-10,31.54911
2022-08-11,30.35264
2022-08-12,30.10075
2022-08-13,18.70277
2022-08-14,14.9874
2022-08-15,20.9068
2022-08-16,32.61964
2022-08-17,32.80856
2022-08-18,26.00755
2022-08-19,27.14105
2022-08-20,17.00251
2022-08-21,20.78085
2022-08-22,31.29722
2022-08-23,28.4005
2022-08-24,27.7078
2022-08-25,61.71284
2022-08-26,64.67254
2022-08-27,32.99748
2022-08-28,31.67506
2022-08-29,51.38539
2022-08-30,60.07556
2022-08-31,45.40302
2022-09-01,59.82367
2022-09-02,43.26196
2022-09-03,27.07808
2022-09-04,27.51889
2022-09-05,39.79848
2022-09-06,35.13853
2022-09-07,35.39042
2022-09-08,31.86397
2022-09-09,21.85138
2022-09-10,13.72795
2022-09-11,21.47355
2022-09-12,24.74811
2022-09-13,41.05793
2022-09-14,39.04282
2022-09-15,37.78337
2022-09-16,35.07556
2022-09-17,26.25944
2022-09-18,24.18136
2022-09-19,38.22418
2022-09-20,35.07556
2022-09-21,35.83123
2022-09-22,38.03526
2022-09-23,33.37531
2022-09-24,25.18891
2022-09-25,23.36272
2022-09-26,35.32745
2022-09-27,31.17128
2022-09-28,31.23425
2022-09-29,47.67002
2022-09-30,37.46851
2022-10-01,24.37027
2022-10-02,19.26952
2022-10-03,29.65994
2022-10-04,38.28715
2022-10-05,30.98236
2022-10-06,42.2544
2022-10-07,32.30478
2022-10-08,19.96221
2022-10-09,19.33249
2022-10-10,25.37783
2022-10-11,37.7204
2022-10-12,74.93702
2022-10-13,100.0
2022-10-14,79.34508
2022-10-15,40.80604
2022-10-16,39.79848
2022-10-17,65.05037
2022-10-18,58.94206
2022-10-19,63.47607
2022-10-20,65.11335
2022-10-21,58.06045
2022-10-22,29.40806
2022-10-23,35.39042
2022-10-24,55.73047
2022-10-25,58.24937
2022-10-26,54.34508
2022-10-27,54.40806
2022-10-28,49.18136
2022-10-29,30.91939
2022-10-30,32.99748
2022-10-31,60.07556
2022-11-01,58.81612
2022-11-02,55.73047
2022-11-03,72.54408
2022-11-04,55.60453
2022-11-05,31.801
2022-11-06,31.73803
2022-11-07,51.19647
2022-11-08,48.80352
2022-11-09,51.5743
2022-11-10,48.6146
2022-11-11,42.19143
2022-11-12,29.78589
2022-11-13,32.36775
2022-11-14,54.28211
2022-11-15,54.34508
2022-11-16,47.54408
2022-11-17,44.20654
2022-11-18,43.51385
2022-11-19,26.44836
2022-11-20,26.32241
2022-11-21,44.26952
2022-11-22,40.17632
2022-11-23,38.72795
2022-11-24,58.94206
2022-11-25,69.64735
2022-11-26,40.49118
2022-11-27,38.66498
2022-11-28,63.28715
2022-11-29,53.02267
2022-11-30,52.01511
2022-12-01,47.85894
2022-12-02,36.77581
2022-12-03,19.20654
2022-12-04,21.78841
2022-12-05,37.46851
2022-12-06,46.66246
2022-12-07,41.62468
2022-12-08,38.79093
2022-12-09,35.57934
2022-12-10,26.82619
2022-12-11,24.62216
2022-12-12,41.62468
2022-12-13,45.2141
2022-12-14,41.87657
2022-12-15,38.60201
2022-12-16,33.69017
2022-12-17,22.60705
2022-12-18,25.69269
2022-12-19,32.17884
2022-12-20,38.03526
2022-12-21,36.08312
2022-12-22,34.82367
2022-12-23,38.22418
2022-12-24,25.37783
2022-12-25,25.50377
2022-12-26,43.07304
2022-12-27,40.11335
2022-12-28,36.02015
2022-12-29,43.82871
2022-12-30,39.92443
2022-12-31,27.267
2023-01-01,30.98236
2023-01-02,46.66246
2023-01-03,42.50629
2023-01-04,36.71284
2023-01-05,45.27707
2023-01-06,37.65743
2023-01-07,27.58186
2023-01-08,26.1335
2023-01-09,41.24685
2023-01-10,44.45843
2023-01-11,40.80604
2023-01-12,42.50629
2023-01-13,70.78085
2023-01-14,45.34005
2023-01-15,38.66498
2023-01-16,65.36523
2023-01-17,64.79848
2023-01-18,56.42317
2023-01-19,48.48866
2023-01-20,50.06297
2023-01-21,26.32241
2023-01-22,28.58942
2023-01-23,29.65994
2023-01-24,35.51637
2023-01-25,56.10831
2023-01-26,47.41813
2023-01-27,47.29219
2023-01-28,29.47103
2023-01-29,33.24937
2023-01-30,45.2141
2023-01-31,51.82619
2023-02-01,45.65491
2023-02-02,42.19143
2023-02-03,43.89168
2023-02-04,24.43324
2023-02-05,26.1335
2023-02-06,35.57934
2023-02-07,37.84634
2023-02-08,38.60201
2023-02-09,39.48362
2023-02-10,41.49874
2023-02-11,28.02267
2023-02-12,23.42569
2023-02-13,38.97984
2023-02-14,37.53148
2023-02-15,33.69017
2023-02-16,36.52392
2023-02-17,33.12342
2023-02-18,26.32241
2023-02-19,25.25188
2023-02-20,39.73551
2023-02-21,39.73551
2023-02-22,42.12846
2023-02-23,41.30982
2023-02-24,44.20654
2023-02-25,32.61964
2023-02-26,25.37783
2023-02-27,39.86146
2023-02-28,45.15113
2023-03-01,37.90931
2023-03-02,38.41309
2023-03-03,45.27707
2023-03-04,29.84886
2023-03-05,26.95214
2023-03-06,41.93954
2023-03-07,39.23173
2023-03-08,38.91687
2023-03-09,34.7607
2023-03-10,39.79848
2023-03-11,26.32241
2023-03-12,36.52392
2023-03-13,41.87657
2023-03-14,45.71788
2023-03-15,40.30226
2023-03-16,35.83123
2023-03-17,33.87909
2023-03-18,26.25944
2023-03-19,28.27455
2023-03-20,42.56926
2023-03-21,46.53652
2023-03-22,40.17632
2023-03-23,44.01763
2023-03-24,42.82115
2023-03-25,31.3602
2023-03-26,31.17128
2023-03-27,46.78841
2023-03-28,46.09571
2023-03-29,40.6801
2023-03-30,41.93954
2023-03-31,38.22418
2023-04-01,29.28211
2023-04-02,31.29722
2023-04-03,46.22166
2023-04-04,40.6801
2023-04-05,40.80604
2023-04-06,37.40554
2023-04-07,36.52392
2023-04-08,25.75566
2023-04-09,27.64483
2023-04-10,43.32493
2023-04-11,42.19143
2023-04-12,44.45843
2023-04-13,40.99496
2023-04-14,44.39546
2023-04-15,28.71536
2023-04-16,26.95214
2023-04-17,39.42065
2023-04-18,43.26196
2023-04-19,48.11083
2023-04-20,46.97732
2023-04-21,49.3073
2023-04-22,29.59697
2023-04-23,31.17128
2023-04-24,43.45088
2023-04-25,49.3073
2023-04-26,47.92191
2023-04-27,39.92443
2023-04-28,43.32493
2023-04-29,30.28967
2023-04-30,24.43324
2023-05-01,29.47103
2023-05-02,44.83627
2023-05-03,39.42065
2023-05-04,36.90176
2023-05-05,27.77078
2023-05-06,22.79596
2023-05-07,20.9068
2023-05-08,38.22418
2023-05-09,37.7204
2023-05-10,37.90931
2023-05-11,42.31738
2023-05-12,35.39042
2023-05-13,24.68513
2023-05-14,21.91435
2023-05-15,35.8942
2023-05-16,37.46851
2023-05-17,40.93198
2023-05-18,46.78841
2023-05-19,43.3879
2023-05-20,24.93702
2023-05-21,29.65994
2023-05-22,44.71032
2023-05-23,35.01259
2023-05-24,45.78085
2023-05-25,42.56926
2023-05-26,40.86901
2023-05-27,24.62216
2023-05-28,25.25188
