date,24K금시세
2020-03-20,62.06561
2020-03-21,39.75698
2020-03-22,32.46658
2020-03-23,45.66221
2020-03-24,47.24179
2020-03-25,45.80801
2020-03-26,45.44349
2020-03-27,41.23936
2020-03-28,29.30741
2020-03-29,26.39125
2020-03-30,37.27825
2020-03-31,38.17739
2020-04-01,34.7023
2020-04-02,38.54191
2020-04-03,35.13973
2020-04-04,26.63426
2020-04-05,27.09599
2020-04-06,36.69501
2020-04-07,36.74362
2020-04-08,38.83353
2020-04-09,36.3791
2020-04-10,40.68043
2020-04-11,30.30376
2020-04-12,38.85783
2020-04-13,51.73754
2020-04-14,52.32077
2020-04-15,37.08383
2020-04-16,49.86634
2020-04-17,49.55042
2020-04-18,36.4763
2020-04-19,31.66464
2020-04-20,43.6452
2020-04-21,45.32199
2020-04-22,45.24908
2020-04-23,43.32928
2020-04-24,45.41919
2020-04-25,37.20534
2020-04-26,35.18833
2020-04-27,51.27582
2020-04-28,45.27339
2020-04-29,37.22964
2020-04-30,33.51154
2020-05-01,30.64398
2020-05-02,30.37667
2020-05-03,31.51883
2020-05-04,38.88213
2020-05-05,32.39368
2020-05-06,43.6695
2020-05-07,39.17375
2020-05-08,40.0
2020-05-09,31.17861
2020-05-10,26.05103
2020-05-11,38.08019
2020-05-12,36.23329
2020-05-13,36.5249
2020-05-14,37.86148
2020-05-15,37.15674
2020-05-16,28.69987
2020-05-17,26.41555
2020-05-18,44.88456
2020-05-19,47.339
2020-05-20,42.57594
2020-05-21,38.42041
2020-05-22,36.33049
2020-05-23,27.04738
2020-05-24,25.4678
2020-05-25,35.43134
2020-05-26,23.83961
2020-05-27,21.06925
2020-05-28,21.21506
2020-05-29,18.54191
2020-05-30,12.63669
2020-05-31,12.904
2020-06-01,22.04131
2020-06-02,20.41312
2020-06-03,23.6695
2020-06-04,17.98298
2020-06-05,17.03523
2020-06-06,12.49088
2020-06-07,11.22721
2020-06-08,19.48967
2020-06-09,21.26366
2020-06-10,19.02794
2020-06-11,18.59052
2020-06-12,19.10085
2020-06-13,12.8311
2020-06-14,13.09842
2020-06-15,19.19805
2020-06-16,18.97934
2020-06-17,20.68043
2020-06-18,15.43134
2020-06-19,17.56986
2020-06-20,12.61239
2020-06-21,11.34872
2020-06-22,20.0243
2020-06-23,20.19441
2020-06-24,18.51761
2020-06-25,16.5249
2020-06-26,16.4763
2020-06-27,11.59173
2020-06-28,11.32442
2020-06-29,16.18469
2020-06-30,16.30619
2020-07-01,19.41676
2020-07-02,18.49331
2020-07-03,16.18469
2020-07-04,11.93195
2020-07-05,13.75455
2020-07-06,21.53098
2020-07-07,18.95504
2020-07-08,18.71202
2020-07-09,18.54191
2020-07-10,18.12879
2020-07-11,13.99756
2020-07-12,11.22721
2020-07-13,23.08626
2020-07-14,27.4119
2020-07-15,23.6938
2020-07-16,22.74605
2020-07-17,22.50303
2020-07-18,18.226
2020-07-19,16.23329
2020-07-20,24.30133
2020-07-21,22.47873
2020-07-22,29.1859
2020-07-23,31.59173
2020-07-24,35.28554
2020-07-25,45.07897
2020-07-26,25.27339
2020-07-27,44.05832
2020-07-28,49.33171
2020-07-29,56.88942
2020-07-30,41.72539
2020-07-31,42.84325
2020-08-01,35.82017
2020-08-02,31.27582
2020-08-03,41.8955
2020-08-04,40.77764
2020-08-05,62.45443
2020-08-06,53.92466
2020-08-07,50.88699
2020-08-08,39.10085
2020-08-09,34.38639
2020-08-10,44.90886
2020-08-11,47.97083
2020-08-12,78.61482
2020-08-13,57.32685
2020-08-14,44.34993
2020-08-15,33.63304
2020-08-16,30.66828
2020-08-17,35.91737
2020-08-18,44.13122
2020-08-19,43.57229
2020-08-20,40.41312
2020-08-21,38.56622
2020-08-22,28.33535
2020-08-23,26.05103
2020-08-24,40.0972
2020-08-25,37.30255
2020-08-26,33.14702
2020-08-27,35.47995
2020-08-28,33.14702
2020-08-29,26.02673
2020-08-30,25.00607
2020-08-31,34.41069
2020-09-01,33.82746
2020-09-02,31.37302
2020-09-03,32.02916
2020-09-04,34.6294
2020-09-05,24.64155
2020-09-06,25.05467
2020-09-07,31.85905
2020-09-08,30.64398
2020-09-09,31.47023
2020-09-10,29.38031
2020-09-11,28.96719
2020-09-12,24.22843
2020-09-13,23.7667
2020-09-14,31.17861
2020-09-15,28.89428
2020-09-16,28.21385
2020-09-17,29.08869
2020-09-18,27.4362
2020-09-19,24.73876
2020-09-20,23.03766
2020-09-21,29.01579
2020-09-22,31.34872
2020-09-23,28.09234
2020-09-24,32.97691
2020-09-25,30.49817
2020-09-26,24.42284
2020-09-27,22.45443
2020-09-28,29.2345
2020-09-29,25.03037
2020-09-30,21.16646
2020-10-01,25.75941
2020-10-02,22.62454
2020-10-03,24.10692
2020-10-04,22.16281
2020-10-05,30.78979
2020-10-06,28.16524
2020-10-07,27.04738
2020-10-08,27.75212
2020-10-09,21.23936
2020-10-10,21.55528
2020-10-11,20.60753
2020-10-12,25.05467
2020-10-13,23.6938
2020-10-14,28.23815
2020-10-15,23.8153
2020-10-16,24.27703
2020-10-17,18.95504
2020-10-18,19.24665
2020-10-19,25.97812
2020-10-20,27.60631
2020-10-21,26.97448
2020-10-22,25.78371
2020-10-23,22.18712
2020-10-24,20.19441
2020-10-25,18.05589
2020-10-26,25.73511
2020-10-27,27.72782
2020-10-28,25.41919
2020-10-29,23.7181
2020-10-30,29.38031
2020-10-31,22.38153
2020-11-01,20.75334
2020-11-02,26.41555
2020-11-03,27.26609
2020-11-04,26.70716
2020-11-05,26.17253
2020-11-06,29.38031
2020-11-07,21.31227
2020-11-08,18.61482
2020-11-09,27.50911
2020-11-10,32.22357
2020-11-11,29.69623
2020-11-12,30.40097
2020-11-13,28.40826
2020-11-14,23.91251
2020-11-15,21.06925
2020-11-16,31.64034
2020-11-17,27.2904
2020-11-18,28.55407
2020-11-19,27.99513
2020-11-20,28.35965
2020-11-21,24.86026
2020-11-22,24.66585
2020-11-23,30.64398
2020-11-24,28.99149
2020-11-25,34.75091
2020-11-26,35.79586
2020-11-27,33.26852
2020-11-28,30.86269
2020-11-29,27.70352
2020-11-30,35.62575
2020-12-01,37.01093
2020-12-02,39.17375
2020-12-03,39.12515
2020-12-04,38.73633
2020-12-05,28.48116
2020-12-06,39.10085
2020-12-07,42.67314
2020-12-08,37.05953
2020-12-09,38.05589
2020-12-10,36.88942
2020-12-11,37.39975
2020-12-12,28.04374
2020-12-13,25.17618
2020-12-14,33.51154
2020-12-15,32.58809
2020-12-16,34.24058
2020-12-17,35.11543
2020-12-18,34.48359
2020-12-19,25.83232
2020-12-20,25.97812
2020-12-21,32.8797
2020-12-22,33.24422
2020-12-23,32.36938
2020-12-24,35.30984
2020-12-25,28.04374
2020-12-26,27.97083
2020-12-27,25.27339
2020-12-28,36.13608
2020-12-29,35.50425
2020-12-30,34.6294
2020-12-31,29.38031
2021-01-01,39.97569
2021-01-02,30.71688
2021-01-03,28.33535
2021-01-04,37.37545
2021-01-05,39.14945
2021-01-06,38.90643
2021-01-07,35.01822
2021-01-08,35.50425
2021-01-09,33.26852
2021-01-10,33.12272
2021-01-11,41.16646
2021-01-12,42.77035
2021-01-13,41.11786
2021-01-14,42.21142
2021-01-15,39.31956
2021-01-16,32.51518
2021-01-17,32.61239
2021-01-18,38.03159
2021-01-19,35.57715
2021-01-20,38.88213
2021-01-21,39.48967
2021-01-22,36.88942
2021-01-23,29.113
2021-01-24,32.56379
2021-01-25,37.10814
2021-01-26,36.08748
2021-01-27,34.09477
2021-01-28,34.6537
2021-01-29,39.29526
2021-01-30,32.95261
2021-01-31,31.25151
2021-02-01,39.48967
2021-02-02,40.0486
2021-02-03,33.99756
2021-02-04,32.39368
2021-02-05,36.86512
2021-02-06,30.57108
2021-02-07,32.15066
2021-02-08,34.94532
2021-02-09,35.13973
2021-02-10,34.84811
2021-02-11,30.15795
2021-02-12,37.22964
2021-02-13,33.99756
2021-02-14,35.91737
2021-02-15,44.42284
2021-02-16,40.80194
2021-02-17,39.48967
2021-02-18,42.11421
2021-02-19,72.17496
2021-02-20,57.64277
2021-02-21,52.7339
2021-02-22,53.07411
2021-02-23,46.99878
2021-02-24,47.58201
2021-02-25,46.58566
2021-02-26,44.64155
2021-02-27,40.19441
2021-02-28,36.5006
2021-03-01,35.43134
2021-03-02,43.52369
2021-03-03,49.2345
2021-03-04,52.15066
2021-03-05,50.69258
2021-03-06,49.45321
2021-03-07,39.80558
2021-03-08,50.54678
2021-03-09,45.34629
2021-03-10,44.78736
2021-03-11,48.40826
2021-03-12,43.28068
2021-03-13,35.89307
2021-03-14,38.39611
2021-03-15,41.8955
2021-03-16,39.51397
2021-03-17,39.68408
2021-03-18,39.27095
2021-03-19,37.69137
2021-03-20,32.8311
2021-03-21,30.37667
2021-03-22,43.6938
2021-03-23,35.45565
2021-03-24,38.05589
2021-03-25,37.18104
2021-03-26,33.87606
2021-03-27,33.90036
2021-03-28,30.86269
2021-03-29,36.3791
2021-03-30,39.68408
2021-03-31,39.34386
2021-04-01,39.51397
2021-04-02,43.35358
2021-04-03,35.45565
2021-04-04,33.97326
2021-04-05,40.70473
2021-04-06,38.95504
2021-04-07,37.37545
2021-04-08,37.20534
2021-04-09,40.0243
2021-04-10,33.21992
2021-04-11,34.16767
2021-04-12,39.48967
2021-04-13,36.452
2021-04-14,38.54191
2021-04-15,38.15309
2021-04-16,38.85783
2021-04-17,33.77885
2021-04-18,30.52247
2021-04-19,36.28189
2021-04-20,37.88578
2021-04-21,39.12515
2021-04-22,37.01093
2021-04-23,38.08019
2021-04-24,31.10571
2021-04-25,29.1616
