date,2차전지
2020-10-23,1.6514
2020-10-24,0.87889
2020-10-25,0.9344
2020-10-26,2.42621
2020-10-27,1.66759
2020-10-28,1.62133
2020-10-29,1.45943
2020-10-30,1.84568
2020-10-31,1.02229
2020-11-01,0.97835
2020-11-02,1.56582
2020-11-03,3.01369
2020-11-04,2.29438
2020-11-05,3.39994
2020-11-06,3.24498
2020-11-07,1.4548
2020-11-08,1.80173
2020-11-09,4.46387
2020-11-10,3.40457
2020-11-11,2.71995
2020-11-12,2.30826
2020-11-13,2.20186
2020-11-14,1.37616
2020-11-15,1.39467
2020-11-16,3.18484
2020-11-17,2.55574
2020-11-18,2.81709
2020-11-19,2.58118
2020-11-20,2.32907
2020-11-21,1.32528
2020-11-22,1.4733
2020-11-23,2.43084
2020-11-24,3.49939
2020-11-25,3.71449
2020-11-26,3.20797
2020-11-27,4.147
2020-11-28,2.00758
2020-11-29,1.99139
2020-11-30,3.27273
2020-12-01,2.96974
2020-12-02,2.78702
2020-12-03,3.61735
2020-12-04,3.28661
2020-12-05,1.96132
2020-12-06,2.3152
2020-12-07,3.61041
2020-12-08,3.49477
2020-12-09,4.24414
2020-12-10,3.33287
2020-12-11,3.74919
2020-12-12,1.8665
2020-12-13,1.45018
2020-12-14,2.68988
2020-12-15,2.62744
2020-12-16,5.06291
2020-12-17,5.05365
2020-12-18,4.12619
2020-12-19,2.59505
2020-12-20,2.96512
2020-12-21,4.20714
2020-12-22,4.08455
2020-12-23,5.12073
2020-12-24,3.53871
2020-12-25,1.96132
2020-12-26,2.09547
2020-12-27,3.46933
2020-12-28,4.69516
2020-12-29,4.61189
2020-12-30,5.58562
2020-12-31,3.61273
2021-01-01,4.01748
2021-01-02,4.09149
2021-01-03,4.65584
2021-01-04,14.6452
2021-01-05,11.86973
2021-01-06,9.42732
2021-01-07,10.79424
2021-01-08,14.92968
2021-01-09,7.62327
2021-01-10,8.04653
2021-01-11,14.79554
2021-01-12,9.80664
2021-01-13,8.57156
2021-01-14,10.4103
2021-01-15,7.78517
2021-01-16,4.07068
2021-01-17,4.09843
2021-01-18,8.67564
2021-01-19,9.01563
2021-01-20,8.38652
2021-01-21,8.48367
2021-01-22,8.32639
2021-01-23,4.87094
2021-01-24,4.72291
2021-01-25,6.79063
2021-01-26,6.41826
2021-01-27,6.60329
2021-01-28,4.89406
2021-01-29,4.52863
2021-01-30,2.49791
2021-01-31,2.57424
2021-02-01,5.00046
2021-02-02,5.88167
2021-02-03,6.45295
2021-02-04,4.96345
2021-02-05,4.70672
2021-02-06,2.67138
2021-02-07,3.07614
2021-02-08,5.14386
2021-02-09,4.01748
2021-02-10,3.63585
2021-02-11,2.67601
2021-02-12,2.30826
2021-02-13,2.16023
2021-02-14,2.49791
2021-02-15,5.46766
2021-02-16,5.67351
2021-02-17,4.77148
2021-02-18,4.33435
2021-02-19,4.04986
2021-02-20,2.32213
2021-02-21,2.48635
2021-02-22,6.12915
2021-02-23,6.0482
2021-02-24,6.77907
2021-02-25,5.55786
2021-02-26,5.51392
2021-02-27,2.37533
2021-02-28,2.43084
2021-03-01,3.40919
2021-03-02,5.0976
2021-03-03,4.80849
2021-03-04,3.63123
2021-03-05,3.60347
2021-03-06,2.13248
2021-03-07,2.10472
2021-03-08,5.71514
2021-03-09,8.00721
2021-03-10,5.06059
2021-03-11,5.27569
2021-03-12,3.80469
2021-03-13,1.91044
2021-03-14,1.82255
2021-03-15,3.37218
2021-03-16,10.64159
2021-03-17,11.03247
2021-03-18,6.372
2021-03-19,5.29651
2021-03-20,3.39069
2021-03-21,3.12471
2021-03-22,8.37496
2021-03-23,8.79591
2021-03-24,6.00888
2021-03-25,4.47775
2021-03-26,3.54565
2021-03-27,1.55194
2021-03-28,1.68378
2021-03-29,3.08539
2021-03-30,3.98973
2021-03-31,2.79165
2021-04-01,3.79544
2021-04-02,2.93967
2021-04-03,1.61902
2021-04-04,1.62133
2021-04-05,2.99981
2021-04-06,3.20103
2021-04-07,3.07382
2021-04-08,2.30826
2021-04-09,1.9567
2021-04-10,1.23508
2021-04-11,2.33139
2021-04-12,5.64344
2021-04-13,4.99121
2021-04-14,4.17244
2021-04-15,3.25885
2021-04-16,2.85179
2021-04-17,1.81099
2021-04-18,1.71847
2021-04-19,2.80784
2021-04-20,2.48635
2021-04-21,2.67601
2021-04-22,2.89804
2021-04-23,2.27588
2021-04-24,1.39929
2021-04-25,1.33916
2021-04-26,2.74771
2021-04-27,2.8194
2021-04-28,2.76852
2021-04-29,2.4054
2021-04-30,1.75779
2021-05-01,0.89277
2021-05-02,1.03848
2021-05-03,2.71301
2021-05-04,1.87575
2021-05-05,0.98991
2021-05-06,1.65602
2021-05-07,1.42242
2021-05-08,0.97141
2021-05-09,1.08474
2021-05-10,2.03996
2021-05-11,2.41465
2021-05-12,2.18105
2021-05-13,2.21112
2021-05-14,1.8665
2021-05-15,0.89508
2021-05-16,1.08474
2021-05-17,1.58201
2021-05-18,1.53575
2021-05-19,1.0963
2021-05-20,2.09778
2021-05-21,1.7948
2021-05-22,1.13794
2021-05-23,1.02229
2021-05-24,1.60051
2021-05-25,1.61902
2021-05-26,1.70459
2021-05-27,1.60745
2021-05-28,1.61902
2021-05-29,0.9159
2021-05-30,0.91821
2021-05-31,5.17855
2021-06-01,2.1371
2021-06-02,2.57886
2021-06-03,2.0469
2021-06-04,1.71616
2021-06-05,1.06855
2021-06-06,1.2027
2021-06-07,2.21805
2021-06-08,2.16254
2021-06-09,2.29901
2021-06-10,2.16254
2021-06-11,4.16782
2021-06-12,1.47793
2021-06-13,1.44786
2021-06-14,2.32213
2021-06-15,2.79859
2021-06-16,2.42159
2021-06-17,2.63206
2021-06-18,2.25043
2021-06-19,1.0061
2021-06-20,1.21657
2021-06-21,1.82255
2021-06-22,1.96826
2021-06-23,2.44009
2021-06-24,2.45859
2021-06-25,1.87112
2021-06-26,1.10324
2021-06-27,1.46405
2021-06-28,2.10241
2021-06-29,1.74622
2021-06-30,1.87575
2021-07-01,3.24035
2021-07-02,1.7601
2021-07-03,0.79794
2021-07-04,0.9876
2021-07-05,2.05846
2021-07-06,2.37996
2021-07-07,2.57424
2021-07-08,4.66971
2021-07-09,4.08687
2021-07-10,1.63289
2021-07-11,1.65371
2021-07-12,2.55342
2021-07-13,4.69284
2021-07-14,4.94032
2021-07-15,4.55176
2021-07-16,3.4115
2021-07-17,1.52881
2021-07-18,1.94513
2021-07-19,3.60116
2021-07-20,4.66278
2021-07-21,2.68757
2021-07-22,2.57655
2021-07-23,2.4239
2021-07-24,1.39235
2021-07-25,1.53807
2021-07-26,2.16717
2021-07-27,2.26894
2021-07-28,1.91738
2021-07-29,2.00758
2021-07-30,1.81792
2021-07-31,1.00148
2021-08-01,1.21657
2021-08-02,1.83874
2021-08-03,1.93588
2021-08-04,2.91886
2021-08-05,2.1371
2021-08-06,1.91275
2021-08-07,1.16338
2021-08-08,1.11712
2021-08-09,5.64113
2021-08-10,3.51558
2021-08-11,2.9975
2021-08-12,5.58562
2021-08-13,4.44536
2021-08-14,3.51096
2021-08-15,3.06688
2021-08-16,2.98593
2021-08-17,8.37265
2021-08-18,4.96576
2021-08-19,4.65121
2021-08-20,3.67055
2021-08-21,1.99602
2021-08-22,2.34064
2021-08-23,3.49939
2021-08-24,11.06947
2021-08-25,3.88565
2021-08-26,3.31205
2021-08-27,2.55342
2021-08-28,1.31372
2021-08-29,1.76935
2021-08-30,3.48783
2021-08-31,3.56647
2021-09-01,3.48783
2021-09-02,5.02359
2021-09-03,3.04838
2021-09-04,1.35766
2021-09-05,1.32991
2021-09-06,2.70376
2021-09-07,4.07762
2021-09-08,3.27273
2021-09-09,3.5549
2021-09-10,3.30511
2021-09-11,1.64908
2021-09-12,1.7948
2021-09-13,5.43297
2021-09-14,4.73679
2021-09-15,3.78619
2021-09-16,3.82551
2021-09-17,2.72458
2021-09-18,1.42473
2021-09-19,1.41317
2021-09-20,1.02923
2021-09-21,1.18419
2021-09-22,1.3114
2021-09-23,2.63206
2021-09-24,4.2719
2021-09-25,1.85493
2021-09-26,2.01452
2021-09-27,4.92645
2021-09-28,4.67665
2021-09-29,4.33666
2021-09-30,4.36441
2021-10-01,3.12008
2021-10-02,1.51725
2021-10-03,1.39467
2021-10-04,1.65834
2021-10-05,3.05069
2021-10-06,4.22333
2021-10-07,4.7391
2021-10-08,3.02063
2021-10-09,1.25127
2021-10-10,1.34147
2021-10-11,1.66296
2021-10-12,2.76158
2021-10-13,3.84633
2021-10-14,3.45082
2021-10-15,2.88185
2021-10-16,1.31834
2021-10-17,1.31372
2021-10-18,2.79396
2021-10-19,3.71218
2021-10-20,4.0383
2021-10-21,10.53982
2021-10-22,4.71597
2021-10-23,1.89656
2021-10-24,1.72772
2021-10-25,3.44388
2021-10-26,3.45314
2021-10-27,3.33055
2021-10-28,3.57341
2021-10-29,2.93967
2021-10-30,1.35997
2021-10-31,1.51031
2021-11-01,4.88944
2021-11-02,2.9628
2021-11-03,2.75233
2021-11-04,2.59043
2021-11-05,2.56036
2021-11-06,1.20038
2021-11-07,1.39235
2021-11-08,2.21343
2021-11-09,3.15477
2021-11-10,3.41382
2021-11-11,3.88565
2021-11-12,3.29355
2021-11-13,1.41548
2021-11-14,1.63289
2021-11-15,2.98362
2021-11-16,3.21722
2021-11-17,2.75002
2021-11-18,3.14321
2021-11-19,3.02525
2021-11-20,1.51262
2021-11-21,1.52187
2021-11-22,5.36358
2021-11-23,2.5858
2021-11-24,2.67601
2021-11-25,2.48172
2021-11-26,2.30826
2021-11-27,1.04542
2021-11-28,1.14025
2021-11-29,2.08853
2021-11-30,2.27588
2021-12-01,3.07382
2021-12-02,4.06836
2021-12-03,1.99139
2021-12-04,0.90896
2021-12-05,0.99454
2021-12-06,2.39383
2021-12-07,2.53955
2021-12-08,2.61818
2021-12-09,1.98445
2021-12-10,2.13016
2021-12-11,1.11712
2021-12-12,1.25589
2021-12-13,2.51873
2021-12-14,2.8194
2021-12-15,2.31057
2021-12-16,1.94051
2021-12-17,1.8665
2021-12-18,0.89277
2021-12-19,1.03154
2021-12-20,2.31057
2021-12-21,3.56878
2021-12-22,2.98131
2021-12-23,2.46091
2021-12-24,1.91969
2021-12-25,0.91359
2021-12-26,1.71153
2021-12-27,2.29901
2021-12-28,3.62429
2021-12-29,2.30826
2021-12-30,1.92432
2021-12-31,1.25589
2022-01-01,1.01073
2022-01-02,1.35072
2022-01-03,4.31353
2022-01-04,2.72458
2022-01-05,2.62975
2022-01-06,2.37302
2022-01-07,1.92663
2022-01-08,1.05467
2022-01-09,1.08474
2022-01-10,2.78471
2022-01-11,3.00906
2022-01-12,4.17244
2022-01-13,3.77231
2022-01-14,2.16254
2022-01-15,1.19576
2022-01-16,1.49412
2022-01-17,2.23424
2022-01-18,2.72226
2022-01-19,2.5141
2022-01-20,2.85872
2022-01-21,3.33287
2022-01-22,1.52187
2022-01-23,1.14719
2022-01-24,1.84337
2022-01-25,2.00527
2022-01-26,2.49791
2022-01-27,3.94116
2022-01-28,4.74373
2022-01-29,1.40392
2022-01-30,0.89046
2022-01-31,0.99685
2022-02-01,1.06855
2022-02-02,1.19344
2022-02-03,2.34295
2022-02-04,2.10704
2022-02-05,1.32528
2022-02-06,1.14719
2022-02-07,2.25043
2022-02-08,2.19493
2022-02-09,1.91738
2022-02-10,1.91275
2022-02-11,1.55194
2022-02-12,0.83957
2022-02-13,0.99685
2022-02-14,1.78092
2022-02-15,1.74391
2022-02-16,1.87806
2022-02-17,1.78092
2022-02-18,1.37616
2022-02-19,0.76093
2022-02-20,0.82801
2022-02-21,1.36922
2022-02-22,1.47562
2022-02-23,1.3461
2022-02-24,1.65371
2022-02-25,0.92515
2022-02-26,0.67073
2022-02-27,0.72855
2022-02-28,1.26052
2022-03-01,0.95059
2022-03-02,1.62595
2022-03-03,1.49875
2022-03-04,0.98529
2022-03-05,0.74474
2022-03-06,0.74243
2022-03-07,1.39698
2022-03-08,1.82949
2022-03-09,1.02229
2022-03-10,1.43167
2022-03-11,3.14321
2022-03-12,1.06161
2022-03-13,1.02692
2022-03-14,6.18234
2022-03-15,2.63206
2022-03-16,2.08159
2022-03-17,2.49329
2022-03-18,1.89425
2022-03-19,1.12637
2022-03-20,1.03617
2022-03-21,1.73235
2022-03-22,1.60051
2022-03-23,1.86418
2022-03-24,1.545
2022-03-25,2.12785
2022-03-26,1.01998
2022-03-27,1.21426
2022-03-28,1.54038
2022-03-29,1.89888
2022-03-30,1.91507
2022-03-31,2.57193
2022-04-01,1.74854
2022-04-02,0.80025
2022-04-03,0.95984
2022-04-04,1.60051
2022-04-05,2.55342
2022-04-06,1.97751
2022-04-07,1.70922
2022-04-08,3.34443
2022-04-09,1.31603
2022-04-10,1.2744
2022-04-11,3.39994
2022-04-12,1.76473
2022-04-13,1.79017
2022-04-14,1.66296
2022-04-15,1.43167
2022-04-16,0.75862
2022-04-17,1.3646
2022-04-18,1.86187
2022-04-19,1.77861
2022-04-20,1.77167
2022-04-21,2.14404
2022-04-22,1.69997
2022-04-23,0.76325
2022-04-24,0.84651
2022-04-25,1.6514
2022-04-26,1.34841
2022-04-27,1.4016
2022-04-28,1.2397
2022-04-29,1.12175
2022-04-30,0.64992
2022-05-01,0.62447
2022-05-02,1.22351
2022-05-03,1.29752
2022-05-04,1.20501
2022-05-05,0.68692
2022-05-06,1.168
2022-05-07,0.62447
2022-05-08,0.76556
2022-05-09,1.31372
2022-05-10,1.41548
2022-05-11,1.29984
2022-05-12,1.508
2022-05-13,1.19807
2022-05-14,0.60597
2022-05-15,0.70311
2022-05-16,1.36691
2022-05-17,1.55194
2022-05-18,1.60283
2022-05-19,2.6575
2022-05-20,2.57886
2022-05-21,1.23045
2022-05-22,1.44092
2022-05-23,2.13248
2022-05-24,2.32907
2022-05-25,1.92663
2022-05-26,1.62827
2022-05-27,1.57507
2022-05-28,0.76787
2022-05-29,0.85576
2022-05-30,1.62595
2022-05-31,1.49643
2022-06-01,0.85114
2022-06-02,1.53113
2022-06-03,1.27902
2022-06-04,0.79794
2022-06-05,0.71236
2022-06-06,0.85576
2022-06-07,1.53807
2022-06-08,1.4733
2022-06-09,1.38773
2022-06-10,1.35072
2022-06-11,0.73318
2022-06-12,0.81182
2022-06-13,1.51031
2022-06-14,1.5797
2022-06-15,1.64446
2022-06-16,1.60745
2022-06-17,1.49643
2022-06-18,0.87427
2022-06-19,0.81644
2022-06-20,1.71384
2022-06-21,2.32213
2022-06-22,1.79017
2022-06-23,2.48172
2022-06-24,1.49875
2022-06-25,0.73781
2022-06-26,0.77481
2022-06-27,1.57276
2022-06-28,1.92894
2022-06-29,2.0284
2022-06-30,6.26792
2022-07-01,4.487
2022-07-02,1.10787
2022-07-03,1.04311
2022-07-04,2.2435
2022-07-05,1.76242
2022-07-06,1.65371
2022-07-07,1.508
2022-07-08,1.26977
2022-07-09,0.61291
2022-07-10,0.86039
2022-07-11,1.59126
2022-07-12,1.75779
2022-07-13,1.48256
2022-07-14,1.76704
2022-07-15,1.27902
2022-07-16,0.64298
2022-07-17,0.69386
2022-07-18,1.8665
2022-07-19,1.87112
2022-07-20,1.80405
2022-07-21,1.50106
2022-07-22,1.56119
2022-07-23,0.73549
2022-07-24,0.76787
2022-07-25,2.14173
2022-07-26,1.67221
2022-07-27,1.39004
2022-07-28,1.90119
2022-07-29,1.48024
2022-07-30,1.07549
2022-07-31,1.01304
2022-08-01,2.07003
2022-08-02,1.76935
2022-08-03,1.98445
2022-08-04,2.07928
2022-08-05,1.9567
2022-08-06,0.83032
2022-08-07,0.83726
2022-08-08,1.81561
2022-08-09,2.17642
2022-08-10,2.54186
2022-08-11,2.36145
2022-08-12,1.9937
2022-08-13,1.01535
2022-08-14,1.0593
2022-08-15,1.15875
2022-08-16,2.15329
2022-08-17,2.11166
2022-08-18,1.87343
2022-08-19,2.32213
2022-08-20,0.89971
2022-08-21,0.89508
2022-08-22,1.71153
2022-08-23,1.88731
2022-08-24,2.06309
2022-08-25,2.08853
2022-08-26,1.81561
2022-08-27,0.99454
2022-08-28,1.12637
2022-08-29,1.72772
2022-08-30,2.30826
2022-08-31,2.06772
2022-09-01,1.96132
2022-09-02,1.71384
2022-09-03,1.02923
2022-09-04,1.04079
2022-09-05,1.84799
2022-09-06,1.885
2022-09-07,2.73845
2022-09-08,2.71995
2022-09-09,1.6514
2022-09-10,1.46868
2022-09-11,1.60051
2022-09-12,1.76704
2022-09-13,3.37681
2022-09-14,3.01831
2022-09-15,3.31899
2022-09-16,2.63669
2022-09-17,1.69997
2022-09-18,1.9752
2022-09-19,4.53094
2022-09-20,2.77315
2022-09-21,2.38458
2022-09-22,2.60662
2022-09-23,3.22185
2022-09-24,1.28133
2022-09-25,1.18882
2022-09-26,2.66675
2022-09-27,2.34295
2022-09-28,2.43315
2022-09-29,2.39615
2022-09-30,2.22962
2022-10-01,1.14719
2022-10-02,1.18651
2022-10-03,1.42242
2022-10-04,2.34295
2022-10-05,2.09547
2022-10-06,2.12785
2022-10-07,1.70691
2022-10-08,1.05698
2022-10-09,1.06624
2022-10-10,1.28596
2022-10-11,2.17642
2022-10-12,1.83411
2022-10-13,2.02608
2022-10-14,1.64677
2022-10-15,1.07549
2022-10-16,1.19344
2022-10-17,2.72689
2022-10-18,2.37764
2022-10-19,2.72689
2022-10-20,2.46091
2022-10-21,2.08391
2022-10-22,1.06855
2022-10-23,1.10093
2022-10-24,2.09547
2022-10-25,2.31288
2022-10-26,2.17873
2022-10-27,5.70358
2022-10-28,4.26727
2022-10-29,1.65371
2022-10-30,1.29521
2022-10-31,2.70376
2022-11-01,4.147
2022-11-02,4.84549
2022-11-03,4.30197
2022-11-04,3.13627
2022-11-05,1.32759
2022-11-06,1.38541
2022-11-07,3.30511
2022-11-08,3.27273
2022-11-09,2.95355
2022-11-10,2.70607
2022-11-11,2.98362
2022-11-12,1.3114
2022-11-13,1.71384
2022-11-14,3.51327
2022-11-15,2.92811
2022-11-16,2.8911
2022-11-17,2.26431
2022-11-18,1.93819
2022-11-19,1.02692
2022-11-20,1.30215
2022-11-21,2.76852
2022-11-22,2.49097
2022-11-23,2.16254
2022-11-24,2.43084
2022-11-25,2.07234
2022-11-26,1.29984
2022-11-27,1.41317
2022-11-28,2.13479
2022-11-29,1.82255
2022-11-30,2.2435
2022-12-01,2.07234
2022-12-02,1.79017
2022-12-03,0.95522
2022-12-04,1.00148
2022-12-05,3.23341
2022-12-06,1.88962
2022-12-07,2.03302
2022-12-08,2.05846
2022-12-09,13.79406
2022-12-10,1.89888
2022-12-11,1.64215
2022-12-12,2.66213
2022-12-13,2.65056
2022-12-14,2.1371
2022-12-15,2.00758
2022-12-16,1.70922
2022-12-17,1.08243
2022-12-18,1.14487
2022-12-19,2.04921
2022-12-20,1.97751
2022-12-21,2.05846
2022-12-22,1.85493
2022-12-23,1.81099
2022-12-24,0.95522
2022-12-25,1.34841
2022-12-26,2.09778
2022-12-27,2.07466
2022-12-28,3.36062
2022-12-29,1.99833
2022-12-30,1.51494
2022-12-31,0.9344
2023-01-01,1.23276
2023-01-02,2.70376
2023-01-03,2.41465
2023-01-04,2.36377
2023-01-05,2.25043
2023-01-06,2.04921
2023-01-07,1.1495
2023-01-08,1.26514
2023-01-09,2.1718
2023-01-10,2.20418
2023-01-11,2.2088
2023-01-12,2.10472
2023-01-13,1.91275
2023-01-14,1.37848
2023-01-15,1.40392
2023-01-16,2.15098
2023-01-17,1.94976
2023-01-18,2.03534
2023-01-19,1.93357
2023-01-20,1.58664
2023-01-21,0.86501
2023-01-22,0.98297
2023-01-23,1.00379
2023-01-24,1.14487
2023-01-25,2.05846
2023-01-26,4.54944
2023-01-27,2.42159
2023-01-28,1.22351
2023-01-29,1.31834
2023-01-30,2.1186
2023-01-31,2.35451
2023-02-01,2.55111
2023-02-02,2.61587
2023-02-03,2.19724
2023-02-04,1.26746
2023-02-05,1.62133
2023-02-06,2.36377
2023-02-07,3.43695
2023-02-08,2.94199
2023-02-09,5.57868
2023-02-10,3.52252
2023-02-11,2.25275
2023-02-12,2.16023
2023-02-13,3.15246
2023-02-14,3.27967
2023-02-15,4.13081
2023-02-16,5.00971
2023-02-17,3.90184
2023-02-18,1.9937
2023-02-19,2.07697
2023-02-20,3.35599
2023-02-21,5.06522
2023-02-22,4.30197
2023-02-23,3.83014
2023-02-24,2.7639
2023-02-25,1.89888
2023-02-26,1.80405
2023-02-27,3.38375
2023-02-28,4.17476
2023-03-01,2.84022
2023-03-02,5.278
2023-03-03,7.56776
2023-03-04,3.56878
2023-03-05,3.80238
2023-03-06,12.5104
2023-03-07,11.49967
2023-03-08,8.31251
2023-03-09,9.45508
2023-03-10,5.53011
2023-03-11,2.41928
2023-03-12,3.10158
2023-03-13,5.7984
2023-03-14,5.47691
2023-03-15,8.59237
2023-03-16,8.44666
2023-03-17,10.85438
2023-03-18,3.76306
2023-03-19,3.4647
2023-03-20,5.61106
2023-03-21,4.79461
2023-03-22,6.76056
2023-03-23,13.54889
2023-03-24,7.72041
2023-03-25,4.03367
2023-03-26,4.28346
2023-03-27,9.29318
2023-03-28,8.03728
2023-03-29,9.76269
2023-03-30,9.57997
2023-03-31,7.36654
2023-04-01,4.6859
2023-04-02,4.17938
2023-04-03,10.61152
2023-04-04,12.33231
2023-04-05,9.89684
2023-04-06,8.85142
2023-04-07,9.47127
2023-04-08,5.31501
2023-04-09,6.45064
2023-04-10,26.23739
2023-04-11,24.7502
2023-04-12,21.75733
2023-04-13,14.20806
2023-04-14,10.07956
2023-04-15,6.01119
2023-04-16,6.2818
2023-04-17,11.56212
2023-04-18,12.90591
2023-04-19,11.38171
2023-04-20,14.35146
2023-04-21,14.54806
2023-04-22,6.06207
2023-04-23,6.41132
2023-04-24,10.66241
2023-04-25,20.51531
2023-04-26,11.54362
2023-04-27,10.98621
2023-04-28,8.37265
2023-04-29,3.71218
2023-04-30,3.38838
2023-05-01,4.21408
2023-05-02,6.12452
2023-05-03,6.60791
2023-05-04,4.84781
2023-05-05,2.67832
2023-05-06,2.50254
2023-05-07,3.06226
2023-05-08,7.0173
2023-05-09,7.02886
2023-05-10,5.64344
2023-05-11,6.48302
2023-05-12,4.60033
2023-05-13,2.37996
2023-05-14,2.48866
2023-05-15,5.80997
2023-05-16,5.06059
2023-05-17,4.82699
2023-05-18,4.47775
2023-05-19,6.68424
2023-05-20,2.8194
2023-05-21,2.91192
2023-05-22,8.61319
2023-05-23,7.52382
2023-05-24,4.70672
2023-05-25,4.65352
2023-05-26,4.6304
2023-05-27,2.47941
2023-05-28,2.45166
2023-05-29,2.76621
