date,검색상위종목
2020-03-20,9.46427
2020-03-21,3.97273
2020-03-22,2.9235
2020-03-23,9.28654
2020-03-24,8.20903
2020-03-25,8.91593
2020-03-26,8.66043
2020-03-27,8.21206
2020-03-28,3.34158
2020-03-29,2.87705
2020-03-30,7.51931
2020-03-31,7.22645
2020-04-01,7.12345
2020-04-02,6.45695
2020-04-03,5.33097
2020-04-04,2.11158
2020-04-05,1.84599
2020-04-06,5.52688
2020-04-07,6.2156
2020-04-08,5.40166
2020-04-09,4.72708
2020-04-10,4.77253
2020-04-11,2.01868
2020-04-12,1.67937
2020-04-13,4.62913
2020-04-14,3.81418
2020-04-15,1.64301
2020-04-16,3.77177
2020-04-17,4.13733
2020-04-18,1.58141
2020-04-19,1.69048
2020-04-20,4.02827
2020-04-21,5.16132
2020-04-22,4.90381
2020-04-23,4.26558
2020-04-24,3.43953
2020-04-25,1.30876
2020-04-26,1.24413
2020-04-27,3.31734
2020-04-28,3.36884
2020-04-29,2.86291
2020-04-30,1.21383
2020-05-01,1.1593
2020-05-02,0.82302
2020-05-03,0.8513
2020-05-04,2.87604
2020-05-05,1.0674
2020-05-06,3.02347
2020-05-07,2.42968
2020-05-08,2.42161
2020-05-09,0.97248
2020-05-10,1.00075
2020-05-11,2.7185
2020-05-12,2.65993
2020-05-13,2.60338
2020-05-14,2.70941
2020-05-15,2.3287
2020-05-16,0.91795
2020-05-17,0.81595
2020-05-18,2.67003
2020-05-19,2.93461
2020-05-20,2.7902
2020-05-21,2.74678
2020-05-22,2.47614
2020-05-23,0.93814
2020-05-24,0.98359
2020-05-25,2.93057
2020-05-26,2.99318
2020-05-27,2.66397
2020-05-28,2.87402
2020-05-29,2.38828
2020-05-30,0.89573
2020-05-31,0.84019
2020-06-01,2.77101
2020-06-02,2.71345
2020-06-03,3.30522
2020-06-04,3.14567
2020-06-05,2.52259
2020-06-06,1.12597
2020-06-07,1.06538
2020-06-08,3.02044
2020-06-09,3.13254
2020-06-10,2.97803
2020-06-11,2.93461
2020-06-12,3.46377
2020-06-13,0.95329
2020-06-14,0.91593
2020-06-15,3.62736
2020-06-16,3.66271
2020-06-17,3.38096
2020-06-18,2.8104
2020-06-19,2.81141
2020-06-20,0.92198
2020-06-21,0.85735
2020-06-22,2.79424
2020-06-23,2.71749
2020-06-24,2.64478
2020-06-25,2.68417
2020-06-26,2.33072
2020-06-27,0.86846
2020-06-28,0.83817
2020-06-29,2.50643
2020-06-30,2.37616
2020-07-01,2.40242
2020-07-02,2.39232
2020-07-03,2.21762
2020-07-04,0.85029
2020-07-05,1.07144
2020-07-06,2.69729
2020-07-07,3.05175
2020-07-08,2.86695
2020-07-09,2.7488
2020-07-10,2.62761
2020-07-11,0.9745
2020-07-12,1.0462
2020-07-13,2.85685
2020-07-14,2.88109
2020-07-15,2.93057
2020-07-16,2.71345
2020-07-17,2.38929
2020-07-18,0.86543
2020-07-19,0.87654
2020-07-20,2.76394
2020-07-21,3.06185
2020-07-22,3.03559
2020-07-23,3.19111
2020-07-24,3.05781
2020-07-25,1.09467
2020-07-26,1.56627
2020-07-27,3.36884
2020-07-28,3.32542
2020-07-29,3.12749
2020-07-30,2.89724
2020-07-31,2.65286
2020-08-01,0.99469
2020-08-02,0.96642
2020-08-03,3.06084
2020-08-04,3.08911
2020-08-05,3.20929
2020-08-06,5.62484
2020-08-07,58.00454
2020-08-08,17.71875
2020-08-09,14.16006
2020-08-10,41.39661
2020-08-11,38.41858
2020-08-12,42.46301
2020-08-13,35.93234
2020-08-14,36.57056
2020-08-15,13.16334
2020-08-16,10.4721
2020-08-17,24.7594
2020-08-18,52.74829
2020-08-19,35.9798
2020-08-20,48.57157
2020-08-21,34.99217
2020-08-22,12.5746
2020-08-23,11.29613
2020-08-24,31.05175
2020-08-25,30.38727
2020-08-26,31.23453
2020-08-27,33.06841
2020-08-28,28.4625
2020-08-29,13.24514
2020-08-30,14.23175
2020-08-31,32.85937
2020-09-01,30.47513
2020-09-02,30.07018
2020-09-03,30.83564
2020-09-04,44.41605
2020-09-05,17.6309
2020-09-06,13.96919
2020-09-07,35.67684
2020-09-08,39.0982
2020-09-09,42.11966
2020-09-10,36.82706
2020-09-11,34.18328
2020-09-12,14.25801
2020-09-13,12.57157
2020-09-14,32.50492
2020-09-15,32.15147
2020-09-16,33.30876
2020-09-17,34.47917
2020-09-18,30.1954
2020-09-19,12.59883
2020-09-20,10.257
2020-09-21,36.29083
2020-09-22,45.24312
2020-09-23,38.08331
2020-09-24,48.64024
2020-09-25,33.65513
2020-09-26,12.83211
2020-09-27,9.63998
2020-09-28,28.04039
2020-09-29,23.85761
2020-09-30,10.96288
2020-10-01,9.92476
2020-10-02,12.0929
2020-10-03,11.02145
2020-10-04,10.63064
2020-10-05,29.51375
2020-10-06,28.09997
2020-10-07,28.04039
2020-10-08,25.49659
2020-10-09,11.71421
2020-10-10,9.2007
2020-10-11,8.88967
2020-10-12,26.03483
2020-10-13,28.0212
2020-10-14,28.18278
2020-10-15,36.62509
2020-10-16,31.63746
2020-10-17,10.93562
2020-10-18,8.61095
2020-10-19,27.6314
2020-10-20,30.47008
2020-10-21,25.74703
2020-10-22,26.08836
2020-10-23,21.92678
2020-10-24,9.09164
2020-10-25,11.71522
2020-10-26,30.00151
2020-10-27,27.64655
2020-10-28,25.98636
2020-10-29,31.48295
2020-10-30,28.40898
2020-10-31,12.33829
2020-11-01,9.23302
2020-11-02,24.65034
2020-11-03,24.28073
2020-11-04,26.61348
2020-11-05,28.55541
2020-11-06,26.29033
2020-11-07,9.7026
2020-11-08,8.79676
2020-11-09,29.77934
2020-11-10,34.92653
2020-11-11,32.33829
2020-11-12,30.49633
2020-11-13,28.45645
2020-11-14,11.385
2020-11-15,9.73087
2020-11-16,34.06816
2020-11-17,35.20828
2020-11-18,31.1083
2020-11-19,29.56425
2020-11-20,26.77808
2020-11-21,12.49078
2020-11-22,10.87099
2020-11-23,32.4928
2020-11-24,33.14213
2020-11-25,40.24741
2020-11-26,34.98409
2020-11-27,32.82504
2020-11-28,15.29512
2020-11-29,13.83388
2020-11-30,33.3027
2020-12-01,34.34991
2020-12-02,35.55061
2020-12-03,55.63039
2020-12-04,37.94799
2020-12-05,16.2565
2020-12-06,16.09492
2020-12-07,40.84928
2020-12-08,44.48371
2020-12-09,41.36026
2020-12-10,41.08457
2020-12-11,36.9957
2020-12-12,16.3696
2020-12-13,14.96692
2020-12-14,46.96086
2020-12-15,37.90053
2020-12-16,35.80005
2020-12-17,34.86796
2020-12-18,34.12471
2020-12-19,16.57864
2020-12-20,14.88714
2020-12-21,42.65084
2020-12-22,47.78389
2020-12-23,44.72607
2020-12-24,40.69477
2020-12-25,16.42716
2020-12-26,14.27316
2020-12-27,16.18581
2020-12-28,45.10073
2020-12-29,43.47588
2020-12-30,47.39308
2020-12-31,36.21913
2021-01-01,15.48598
2021-01-02,16.9442
2021-01-03,18.20449
2021-01-04,77.36026
2021-01-05,64.53622
2021-01-06,67.21131
2021-01-07,66.60742
2021-01-08,79.89901
2021-01-09,37.10174
2021-01-10,30.62862
2021-01-11,100.0
2021-01-12,94.70537
2021-01-13,81.2108
2021-01-14,75.05781
2021-01-15,74.20045
2021-01-16,29.8672
2021-01-17,24.27669
2021-01-18,82.67508
2021-01-19,84.80585
2021-01-20,73.51173
2021-01-21,73.16637
2021-01-22,69.19666
2021-01-23,28.41807
2021-01-24,23.91214
2021-01-25,69.07952
2021-01-26,75.11234
2021-01-27,68.89876
2021-01-28,80.48371
2021-01-29,90.19439
2021-01-30,33.64604
2021-01-31,24.15854
2021-02-01,72.80282
2021-02-02,65.7642
2021-02-03,68.57561
2021-02-04,64.39888
2021-02-05,57.48447
2021-02-06,24.59277
2021-02-07,20.58066
2021-02-08,62.92855
2021-02-09,58.31052
2021-02-10,51.97677
2021-02-11,21.77429
2021-02-12,19.36076
2021-02-13,20.95329
2021-02-14,21.66826
2021-02-15,64.22216
2021-02-16,66.11158
2021-02-17,64.87755
2021-02-18,66.39737
2021-02-19,61.1694
2021-02-20,22.32567
2021-02-21,23.73138
2021-02-22,61.77833
2021-02-23,66.7084
2021-02-24,77.68442
2021-02-25,67.91618
2021-02-26,72.81898
2021-02-27,24.45544
2021-02-28,28.26255
2021-03-01,27.22039
2021-03-02,59.74955
2021-03-03,55.93738
2021-03-04,57.7955
2021-03-05,58.18328
2021-03-06,21.55718
2021-03-07,20.37364
2021-03-08,57.45518
2021-03-09,61.70462
2021-03-10,59.21232
2021-03-11,56.04847
2021-03-12,51.87881
2021-03-13,21.64705
2021-03-14,19.45771
2021-03-15,52.09997
2021-03-16,49.46427
2021-03-17,48.99873
2021-03-18,52.46351
2021-03-19,54.5236
2021-03-20,19.08204
2021-03-21,16.31709
2021-03-22,48.58066
2021-03-23,50.1752
2021-03-24,48.13027
2021-03-25,46.14794
2021-03-26,43.49911
2021-03-27,17.50568
2021-03-28,15.42539
2021-03-29,46.7599
2021-03-30,44.0727
2021-03-31,42.59025
2021-04-01,41.72178
2021-04-02,43.16687
2021-04-03,19.47387
2021-04-04,15.03559
2021-04-05,44.94319
2021-04-06,45.78944
2021-04-07,44.1343
2021-04-08,42.51653
2021-04-09,39.52234
2021-04-10,14.27922
2021-04-11,13.56627
2021-04-12,43.85054
2021-04-13,43.01237
2021-04-14,43.80005
2021-04-15,45.83892
2021-04-16,42.44685
2021-04-17,17.50366
2021-04-18,14.86998
2021-04-19,42.56197
2021-04-20,42.40848
2021-04-21,47.97677
2021-04-22,42.16914
2021-04-23,42.57813
2021-04-24,16.91996
2021-04-25,14.53168
2021-04-26,42.97601
2021-04-27,46.93461
2021-04-28,51.95859
2021-04-29,48.47866
2021-04-30,43.06185
2021-05-01,21.34006
2021-05-02,19.385
2021-05-03,52.80181
2021-05-04,44.26255
2021-05-05,17.86316
2021-05-06,41.63898
2021-05-07,37.89548
2021-05-08,17.84902
2021-05-09,16.7594
2021-05-10,47.2002
2021-05-11,54.3802
2021-05-12,57.46023
2021-05-13,61.31178
2021-05-14,48.33728
2021-05-15,19.59707
2021-05-16,18.23175
2021-05-17,49.25826
2021-05-18,42.26407
2021-05-19,18.03382
2021-05-20,43.20828
2021-05-21,40.43423
2021-05-22,17.44609
2021-05-23,17.15526
2021-05-24,44.04544
2021-05-25,40.39182
2021-05-26,39.97172
2021-05-27,41.5693
2021-05-28,39.65261
2021-05-29,16.78061
2021-05-30,14.6872
2021-05-31,42.7185
2021-06-01,42.10855
2021-06-02,41.0977
2021-06-03,44.98157
2021-06-04,41.61272
2021-06-05,16.70588
2021-06-06,15.3436
2021-06-07,47.60111
2021-06-08,45.37137
2021-06-09,43.25372
2021-06-10,42.12471
2021-06-11,39.91113
2021-06-12,15.44054
2021-06-13,14.06109
2021-06-14,42.52865
2021-06-15,41.39156
2021-06-16,42.33274
2021-06-17,41.70562
2021-06-18,40.42817
2021-06-19,17.10578
2021-06-20,15.07094
2021-06-21,44.8927
2021-06-22,40.99065
2021-06-23,45.949
2021-06-24,45.98737
2021-06-25,42.40646
2021-06-26,16.39585
2021-06-27,13.15728
2021-06-28,40.59176
2021-06-29,37.26836
2021-06-30,49.89144
2021-07-01,36.22519
2021-07-02,35.42337
2021-07-03,13.67331
2021-07-04,12.33223
2021-07-05,39.50012
2021-07-06,37.83791
2021-07-07,38.76495
2021-07-08,44.18076
2021-07-09,46.87705
2021-07-10,14.81343
2021-07-11,12.63317
2021-07-12,37.80257
2021-07-13,36.83918
2021-07-14,36.47462
2021-07-15,36.32618
2021-07-16,36.58773
2021-07-17,12.85533
2021-07-18,11.40015
2021-07-19,39.61928
2021-07-20,41.10477
2021-07-21,38.49431
2021-07-22,37.72077
2021-07-23,32.55238
2021-07-24,12.13531
2021-07-25,10.14087
2021-07-26,34.45998
2021-07-27,33.34915
2021-07-28,34.04291
2021-07-29,32.75132
2021-07-30,32.76647
2021-07-31,10.85786
2021-08-01,9.04317
2021-08-02,30.72961
2021-08-03,33.16536
