date,보험비교사이트
2023-05-29,49.91624
2023-05-30,72.0268
2023-05-31,44.72361
2023-06-01,51.25628
2023-06-02,50.75376
2023-06-03,35.67839
2023-06-04,37.52093
2023-06-05,39.86599
2023-06-06,37.01842
2023-06-07,49.58123
2023-06-08,54.27135
2023-06-09,49.74874
2023-06-10,15.41038
2023-06-11,14.57286
2023-06-12,73.36683
2023-06-13,48.2412
2023-06-14,47.90619
2023-06-15,67.33668
2023-06-16,42.04355
2023-06-17,16.58291
2023-06-18,13.73534
2023-06-19,29.48073
2023-06-20,35.67839
2023-06-21,46.90117
2023-06-22,63.14907
2023-06-23,34.17085
2023-06-24,26.29815
2023-06-25,23.45058
2023-06-26,61.64154
2023-06-27,100.0
2023-06-28,65.32663
2023-06-29,56.95142
2023-06-30,49.07872
2023-07-01,38.35845
2023-07-02,39.02847
2023-07-03,44.2211
2023-07-04,55.44388
2023-07-05,49.58123
2023-07-06,53.60134
2023-07-07,52.42881
2023-07-08,29.48073
2023-07-09,36.51591
2023-07-10,42.37855
2023-07-11,39.02847
2023-07-12,37.01842
2023-07-13,37.52093
2023-07-14,29.48073
2023-07-15,21.77554
2023-07-16,19.26298
2023-07-17,37.01842
2023-07-18,39.19597
2023-07-19,33.66834
2023-07-20,29.14572
2023-07-21,30.48576
2023-07-22,24.2881
2023-07-23,19.26298
2023-07-24,38.69346
2023-07-25,39.69849
2023-07-26,39.53098
2023-07-27,34.67336
2023-07-28,35.34338
2023-07-29,21.77554
2023-07-30,21.10552
2023-07-31,34.84087
2023-08-01,35.51088
2023-08-02,32.99832
2023-08-03,30.31825
2023-08-04,25.12562
2023-08-05,15.57788
2023-08-06,21.94304
2023-08-07,35.00837
2023-08-08,35.34338
2023-08-09,30.15075
2023-08-10,34.50586
2023-08-11,28.47571
2023-08-12,19.93299
2023-08-13,25.12562
2023-08-14,33.33333
2023-08-15,26.46566
2023-08-16,34.00335
2023-08-17,32.83082
2023-08-18,31.49078
2023-08-19,20.60301
2023-08-20,21.60804
2023-08-21,36.51591
2023-08-22,40.53601
2023-08-23,41.37353
2023-08-24,41.37353
2023-08-25,40.3685
2023-08-26,24.45561
2023-08-27,24.79061
2023-08-28,41.03852
2023-08-29,43.55108
2023-08-30,39.86599
2023-08-31,41.03852
2023-09-01,26.80067
2023-09-02,18.42546
2023-09-03,15.57788
2023-09-04,31.99329
2023-09-05,28.1407
2023-09-06,34.50586
2023-09-07,31.65829
2023-09-08,30.65326
2023-09-09,18.42546
2023-09-10,18.76046
2023-09-11,39.36348
2023-09-12,34.33835
2023-09-13,33.33333
2023-09-14,29.48073
2023-09-15,34.17085
2023-09-16,20.43551
2023-09-17,20.93802
2023-09-18,31.82579
2023-09-19,35.67839
2023-09-20,35.51088
2023-09-21,38.52596
2023-09-22,31.32328
2023-09-23,14.74036
2023-09-24,19.59798
2023-09-25,31.49078
2023-09-26,34.84087
2023-09-27,32.99832
2023-09-28,14.57286
2023-09-29,13.90284
2023-09-30,14.40536
2023-10-01,15.07537
2023-10-02,16.58291
2023-10-03,25.96314
2023-10-04,35.17587
2023-10-05,34.67336
2023-10-06,34.50586
2023-10-07,19.26298
2023-10-08,14.57286
2023-10-09,24.1206
2023-10-10,32.83082
2023-10-11,39.53098
2023-10-12,32.1608
2023-10-13,29.81574
2023-10-14,20.93802
2023-10-15,24.95812
2023-10-16,31.99329
2023-10-17,34.50586
2023-10-18,33.50083
2023-10-19,34.50586
2023-10-20,36.3484
2023-10-21,14.74036
2023-10-22,15.24288
2023-10-23,34.33835
2023-10-24,31.15577
2023-10-25,27.13567
2023-10-26,34.00335
2023-10-27,25.96314
2023-10-28,17.75544
2023-10-29,21.94304
2023-10-30,35.34338
2023-10-31,33.83584
2023-11-01,32.1608
2023-11-02,35.34338
2023-11-03,33.33333
2023-11-04,21.10552
2023-11-05,18.25795
2023-11-06,42.37855
2023-11-07,37.85594
2023-11-08,40.0335
2023-11-09,35.51088
2023-11-10,34.50586
2023-11-11,21.10552
2023-11-12,20.43551
2023-11-13,36.1809
2023-11-14,37.01842
2023-11-15,38.02345
2023-11-16,34.50586
2023-11-17,36.3484
2023-11-18,22.94807
2023-11-19,22.11055
2023-11-20,37.85594
2023-11-21,39.53098
2023-11-22,39.86599
2023-11-23,36.68341
2023-11-24,31.49078
2023-11-25,19.59798
2023-11-26,17.75544
2023-11-27,38.52596
2023-11-28,40.87102
2023-11-29,34.33835
2023-11-30,42.88107
2023-12-01,32.99832
2023-12-02,16.58291
2023-12-03,19.93299
2023-12-04,40.53601
2023-12-05,40.70351
2023-12-06,41.03852
2023-12-07,32.3283
2023-12-08,30.98827
2023-12-09,21.77554
2023-12-10,21.10552
2023-12-11,24.45561
2023-12-12,32.66331
2023-12-13,27.97319
2023-12-14,25.62814
2023-12-15,25.62814
2023-12-16,17.08542
2023-12-17,20.60301
2023-12-18,34.17085
2023-12-19,26.63316
2023-12-20,26.96817
2023-12-21,23.95309
2023-12-22,19.76549
2023-12-23,10.55276
2023-12-24,8.3752
2023-12-25,12.56281
2023-12-26,36.68341
2023-12-27,31.15577
2023-12-28,31.82579
2023-12-29,31.65829
2023-12-30,14.90787
2023-12-31,12.56281
2024-01-01,13.90284
2024-01-02,24.62311
2024-01-03,25.12562
2024-01-04,28.3082
2024-01-05,24.1206
2024-01-06,17.58793
2024-01-07,19.26298
2024-01-08,28.3082
2024-01-09,34.50586
2024-01-10,39.36348
2024-01-11,32.1608
2024-01-12,26.29815
2024-01-13,18.76046
2024-01-14,21.60804
2024-01-15,53.76884
2024-01-16,50.58626
2024-01-17,52.76381
2024-01-18,45.72864
2024-01-19,99.83249
2024-01-20,37.68844
2024-01-21,35.00837
2024-01-22,48.74371
2024-01-23,60.97152
2024-01-24,58.62646
2024-01-25,54.10385
2024-01-26,44.0536
2024-01-27,37.18592
2024-01-28,36.0134
2024-01-29,48.91122
2024-01-30,47.73869
2024-01-31,49.07872
2024-02-01,41.37353
2024-02-02,55.44388
2024-02-03,25.12562
2024-02-04,32.83082
2024-02-05,48.40871
2024-02-06,40.201
2024-02-07,31.99329
2024-02-08,30.82077
2024-02-09,35.67839
2024-02-10,30.65326
2024-02-11,27.80569
2024-02-12,27.63819
2024-02-13,45.39363
2024-02-14,50.25125
2024-02-15,42.37855
2024-02-16,39.69849
2024-02-17,25.96314
2024-02-18,29.64824
2024-02-19,47.73869
2024-02-20,42.54606
2024-02-21,39.69849
2024-02-22,38.69346
2024-02-23,37.68844
2024-02-24,27.80569
2024-02-25,30.15075
2024-02-26,44.72361
2024-02-27,44.3886
2024-02-28,40.53601
2024-02-29,30.65326
2024-03-01,31.99329
2024-03-02,25.12562
2024-03-03,20.43551
2024-03-04,36.0134
2024-03-05,33.83584
2024-03-06,51.75879
2024-03-07,41.20603
2024-03-08,32.99832
2024-03-09,20.77051
2024-03-10,28.97822
2024-03-11,51.75879
2024-03-12,42.21105
2024-03-13,41.70854
2024-03-14,55.61139
2024-03-15,56.44891
2024-03-16,43.88609
2024-03-17,36.0134
2024-03-18,62.64656
2024-03-19,73.03182
2024-03-20,74.70686
