date,가상자산
2020-03-20,5.71559
2020-03-21,3.74942
2020-03-22,3.20073
2020-03-23,5.21262
2020-03-24,4.48102
2020-03-25,4.16095
2020-03-26,5.02972
2020-03-27,5.02972
2020-03-28,4.02377
2020-03-29,3.93232
2020-03-30,7.27023
2020-03-31,6.08139
2020-04-01,4.89254
2020-04-02,4.61819
2020-04-03,4.52674
2020-04-04,2.60631
2020-04-05,3.3379
2020-04-06,4.48102
2020-04-07,5.44124
2020-04-08,4.34385
2020-04-09,4.80109
2020-04-10,3.74942
2020-04-11,2.42341
2020-04-12,2.05761
2020-04-13,4.84682
2020-04-14,3.42935
2020-04-15,2.14906
2020-04-16,3.65797
2020-04-17,3.74942
2020-04-18,1.82898
2020-04-19,2.37768
2020-04-20,5.30406
2020-04-21,3.84087
2020-04-22,3.42935
2020-04-23,3.56652
2020-04-24,3.97805
2020-04-25,2.01188
2020-04-26,2.24051
2020-04-27,3.79515
2020-04-28,3.29218
2020-04-29,3.84087
2020-04-30,3.8866
2020-05-01,2.65203
2020-05-02,1.92043
2020-05-03,2.56058
2020-05-04,3.06355
2020-05-05,1.73754
2020-05-06,2.74348
2020-05-07,2.7892
2020-05-08,2.69775
2020-05-09,1.28029
2020-05-10,2.65203
2020-05-11,3.47508
2020-05-12,3.155
2020-05-13,3.20073
2020-05-14,3.29218
2020-05-15,3.5208
2020-05-16,2.01188
2020-05-17,1.60036
2020-05-18,4.34385
2020-05-19,3.24645
2020-05-20,3.24645
2020-05-21,5.80704
2020-05-22,3.155
2020-05-23,1.73754
2020-05-24,1.60036
2020-05-25,5.48696
2020-05-26,4.70964
2020-05-27,4.11522
2020-05-28,3.5208
2020-05-29,2.74348
2020-05-30,2.01188
2020-05-31,1.37174
2020-06-01,3.56652
2020-06-02,4.93827
2020-06-03,3.93232
2020-06-04,4.48102
2020-06-05,4.34385
2020-06-06,1.78326
2020-06-07,1.82898
2020-06-08,5.48696
2020-06-09,4.66392
2020-06-10,4.57247
2020-06-11,4.43529
2020-06-12,4.66392
2020-06-13,1.64609
2020-06-14,1.73754
2020-06-15,4.20667
2020-06-16,2.92638
2020-06-17,3.61225
2020-06-18,3.8866
2020-06-19,3.47508
2020-06-20,1.92043
2020-06-21,1.64609
2020-06-22,4.70964
2020-06-23,3.8866
2020-06-24,4.11522
2020-06-25,5.71559
2020-06-26,4.34385
2020-06-27,2.14906
2020-06-28,2.33196
2020-06-29,5.98994
2020-06-30,3.29218
2020-07-01,3.65797
2020-07-02,5.71559
2020-07-03,3.20073
2020-07-04,1.23456
2020-07-05,1.73754
2020-07-06,4.0695
2020-07-07,3.84087
2020-07-08,3.84087
2020-07-09,3.7037
2020-07-10,2.7892
2020-07-11,2.19478
2020-07-12,4.2524
2020-07-13,4.98399
2020-07-14,4.16095
2020-07-15,3.42935
2020-07-16,3.8866
2020-07-17,3.84087
2020-07-18,2.74348
2020-07-19,2.01188
2020-07-20,4.43529
2020-07-21,18.01554
2020-07-22,33.51623
2020-07-23,11.8427
2020-07-24,5.71559
2020-07-25,2.56058
2020-07-26,4.57247
2020-07-27,5.98994
2020-07-28,5.34979
2020-07-29,4.29812
2020-07-30,4.2524
2020-07-31,3.84087
2020-08-01,1.78326
2020-08-02,5.07544
2020-08-03,4.20667
2020-08-04,4.66392
2020-08-05,4.61819
2020-08-06,4.43529
2020-08-07,3.47508
2020-08-08,2.01188
2020-08-09,1.73754
2020-08-10,4.52674
2020-08-11,3.79515
2020-08-12,3.38363
2020-08-13,2.92638
2020-08-14,2.51486
2020-08-15,1.50891
2020-08-16,1.46319
2020-08-17,1.64609
2020-08-18,3.38363
2020-08-19,3.24645
2020-08-20,3.5208
2020-08-21,3.61225
2020-08-22,1.96616
2020-08-23,1.92043
2020-08-24,3.01783
2020-08-25,3.97805
2020-08-26,3.93232
2020-08-27,3.06355
2020-08-28,3.93232
2020-08-29,1.50891
2020-08-30,1.78326
2020-08-31,3.61225
2020-09-01,3.3379
2020-09-02,4.2524
2020-09-03,3.84087
2020-09-04,3.93232
2020-09-05,1.32601
2020-09-06,2.60631
2020-09-07,3.5208
2020-09-08,4.38957
2020-09-09,4.0695
2020-09-10,1.96616
2020-09-11,2.14906
2020-09-12,2.05761
2020-09-13,1.46319
2020-09-14,3.79515
2020-09-15,3.3379
2020-09-16,4.20667
2020-09-17,3.10928
2020-09-18,2.9721
2020-09-19,1.41746
2020-09-20,3.155
2020-09-21,3.5208
2020-09-22,5.34979
2020-09-23,3.42935
2020-09-24,4.02377
2020-09-25,2.83493
2020-09-26,2.14906
2020-09-27,2.19478
2020-09-28,3.93232
2020-09-29,2.65203
2020-09-30,1.46319
2020-10-01,1.28029
2020-10-02,3.61225
2020-10-03,2.42341
2020-10-04,2.19478
2020-10-05,3.5208
2020-10-06,3.74942
2020-10-07,4.20667
2020-10-08,3.56652
2020-10-09,2.42341
2020-10-10,1.41746
2020-10-11,1.60036
2020-10-12,3.24645
2020-10-13,3.42935
2020-10-14,2.46913
2020-10-15,3.06355
2020-10-16,2.83493
2020-10-17,1.14311
2020-10-18,3.29218
2020-10-19,4.48102
2020-10-20,3.56652
2020-10-21,3.06355
2020-10-22,3.74942
2020-10-23,3.20073
2020-10-24,1.92043
2020-10-25,1.73754
2020-10-26,3.01783
2020-10-27,3.84087
2020-10-28,3.29218
2020-10-29,3.24645
2020-10-30,3.56652
2020-10-31,2.28623
2020-11-01,3.7037
2020-11-02,10.56241
2020-11-03,6.40146
2020-11-04,4.0695
2020-11-05,4.66392
2020-11-06,4.16095
2020-11-07,2.28623
2020-11-08,2.10333
2020-11-09,4.43529
2020-11-10,3.74942
2020-11-11,3.79515
2020-11-12,5.39551
2020-11-13,3.42935
2020-11-14,1.92043
2020-11-15,2.37768
2020-11-16,3.8866
2020-11-17,4.0695
2020-11-18,4.98399
2020-11-19,5.48696
2020-11-20,4.75537
2020-11-21,2.28623
2020-11-22,3.155
2020-11-23,4.93827
2020-11-24,5.44124
2020-11-25,5.39551
2020-11-26,7.36168
2020-11-27,5.12117
2020-11-28,4.66392
2020-11-29,4.11522
2020-11-30,5.39551
2020-12-01,7.91037
2020-12-02,5.71559
2020-12-03,4.61819
