date,크립토
2023-05-30,1.40877
2023-05-31,1.82912
2023-06-01,1.68143
2023-06-02,1.30652
2023-06-03,0.98841
2023-06-04,1.04521
2023-06-05,1.24971
2023-06-06,1.3974
2023-06-07,2.0109
2023-06-08,1.90865
2023-06-09,1.43149
2023-06-10,1.97682
2023-06-11,1.76096
2023-06-12,2.0109
2023-06-13,1.99954
2023-06-14,1.84049
2023-06-15,1.6019
2023-06-16,1.65871
2023-06-17,1.10202
2023-06-18,1.43149
2023-06-19,1.81776
2023-06-20,1.53374
2023-06-21,1.57918
2023-06-22,1.65871
2023-06-23,1.30652
2023-06-24,1.21563
2023-06-25,1.40877
2023-06-26,1.14746
2023-06-27,1.36332
2023-06-28,1.3974
2023-06-29,1.55646
2023-06-30,1.42013
2023-07-01,1.0793
2023-07-02,1.11338
2023-07-03,1.35196
2023-07-04,1.40877
2023-07-05,1.26107
2023-07-06,1.15882
2023-07-07,0.86344
2023-07-08,1.09066
2023-07-09,0.88616
2023-07-10,1.32924
2023-07-11,1.65871
2023-07-12,1.67007
2023-07-13,1.30652
2023-07-14,1.67007
2023-07-15,1.18154
2023-07-16,1.03385
2023-07-17,1.52238
2023-07-18,1.52238
2023-07-19,1.57918
2023-07-20,2.06771
2023-07-21,1.3974
2023-07-22,1.05657
2023-07-23,1.05657
2023-07-24,1.42013
2023-07-25,1.40877
2023-07-26,1.42013
2023-07-27,1.61326
2023-07-28,1.37468
2023-07-29,1.23835
2023-07-30,1.26107
2023-07-31,1.46557
2023-08-01,1.71551
2023-08-02,1.3974
2023-08-03,1.47693
2023-08-04,1.52238
2023-08-05,0.78391
2023-08-06,0.78391
2023-08-07,1.11338
2023-08-08,1.23835
2023-08-09,1.28379
2023-08-10,1.14746
2023-08-11,0.98841
2023-08-12,0.85207
2023-08-13,1.04521
2023-08-14,1.18154
2023-08-15,1.11338
2023-08-16,1.31788
2023-08-17,1.42013
2023-08-18,1.30652
2023-08-19,0.88616
2023-08-20,1.20427
2023-08-21,1.28379
2023-08-22,1.30652
2023-08-23,1.70415
2023-08-24,1.5451
2023-08-25,1.23835
2023-08-26,0.99977
2023-08-27,0.89752
2023-08-28,1.38604
2023-08-29,1.56782
2023-08-30,1.46557
2023-08-31,1.32924
2023-09-01,1.21563
2023-09-02,1.1361
2023-09-03,0.98841
2023-09-04,1.72688
2023-09-05,2.12451
2023-09-06,1.9541
2023-09-07,1.49965
2023-09-08,1.71551
2023-09-09,1.03385
2023-09-10,1.32924
2023-09-11,1.45421
2023-09-12,1.27243
2023-09-13,1.43149
2023-09-14,1.49965
2023-09-15,1.14746
2023-09-16,1.42013
2023-09-17,1.40877
2023-09-18,1.6019
2023-09-19,1.42013
2023-09-20,1.3974
2023-09-21,1.36332
2023-09-22,1.05657
2023-09-23,0.89752
2023-09-24,1.27243
2023-09-25,1.01113
2023-09-26,1.15882
2023-09-27,1.01113
2023-09-28,0.60213
2023-09-29,0.61349
2023-09-30,0.65894
2023-10-01,0.68166
2023-10-02,0.8748
2023-10-03,0.96568
2023-10-04,0.97705
2023-10-05,1.04521
2023-10-06,1.12474
2023-10-07,0.7271
2023-10-08,0.88616
2023-10-09,0.90888
2023-10-10,1.26107
2023-10-11,1.02249
2023-10-12,1.30652
2023-10-13,0.99977
2023-10-14,0.74982
2023-10-15,0.92024
2023-10-16,1.22699
2023-10-17,1.45421
2023-10-18,1.46557
2023-10-19,1.09066
2023-10-20,1.1361
2023-10-21,1.14746
2023-10-22,1.06793
2023-10-23,1.26107
2023-10-24,2.05635
2023-10-25,2.39718
2023-10-26,2.04498
2023-10-27,1.47693
2023-10-28,1.24971
2023-10-29,1.06793
2023-10-30,3.05612
2023-10-31,2.40854
2023-11-01,2.19268
2023-11-02,2.05635
2023-11-03,1.71551
2023-11-04,1.11338
2023-11-05,1.09066
2023-11-06,2.4199
2023-11-07,1.65871
2023-11-08,1.62463
2023-11-09,1.61326
2023-11-10,2.84026
2023-11-11,1.65871
2023-11-12,1.53374
2023-11-13,3.07884
2023-11-14,2.37446
2023-11-15,1.92001
2023-11-16,1.87457
2023-11-17,1.43149
2023-11-18,1.31788
2023-11-19,1.03385
2023-11-20,2.06771
2023-11-21,1.97682
2023-11-22,1.88593
2023-11-23,1.68143
2023-11-24,2.51079
2023-11-25,1.15882
2023-11-26,1.18154
2023-11-27,1.35196
2023-11-28,1.44285
2023-11-29,1.20427
2023-11-30,1.63599
2023-12-01,1.65871
2023-12-02,1.03385
2023-12-03,1.51102
2023-12-04,2.72665
2023-12-05,2.99931
2023-12-06,3.26062
2023-12-07,2.90842
2023-12-08,1.98818
2023-12-09,1.73824
2023-12-10,1.44285
2023-12-11,1.98818
2023-12-12,2.13587
2023-12-13,1.86321
2023-12-14,1.96546
2023-12-15,1.70415
2023-12-16,1.36332
2023-12-17,1.40877
2023-12-18,1.53374
2023-12-19,1.48829
2023-12-20,2.36309
2023-12-21,2.13587
2023-12-22,1.63599
2023-12-23,1.28379
2023-12-24,1.3974
2023-12-25,1.64735
2023-12-26,1.86321
2023-12-27,1.86321
2023-12-28,1.71551
2023-12-29,1.69279
2023-12-30,1.48829
2023-12-31,1.27243
2024-01-01,1.44285
2024-01-02,1.67007
2024-01-03,2.24948
2024-01-04,1.87457
2024-01-05,1.61326
2024-01-06,1.46557
2024-01-07,1.35196
2024-01-08,2.03362
2024-01-09,3.93092
2024-01-10,2.19268
2024-01-11,3.11292
2024-01-12,2.76073
2024-01-13,2.36309
2024-01-14,2.74937
2024-01-15,1.88593
2024-01-16,2.04498
2024-01-17,1.84049
2024-01-18,1.7496
2024-01-19,1.65871
2024-01-20,1.36332
2024-01-21,1.23835
2024-01-22,1.5451
2024-01-23,1.42013
2024-01-24,1.76096
2024-01-25,1.44285
2024-01-26,1.84049
2024-01-27,1.22699
2024-01-28,1.36332
2024-01-29,1.57918
2024-01-30,2.59032
2024-01-31,1.67007
2024-02-01,1.44285
2024-02-02,1.47693
2024-02-03,1.10202
2024-02-04,1.17018
2024-02-05,1.30652
2024-02-06,1.31788
2024-02-07,1.29516
2024-02-08,1.21563
2024-02-09,1.12474
2024-02-10,0.73846
2024-02-11,0.9316
2024-02-12,1.17018
2024-02-13,1.79504
2024-02-14,1.87457
2024-02-15,1.99954
2024-02-16,1.73824
2024-02-17,1.12474
2024-02-18,1.38604
2024-02-19,1.98818
2024-02-20,1.89729
2024-02-21,1.53374
2024-02-22,1.8064
2024-02-23,1.8064
2024-02-24,1.18154
2024-02-25,2.53351
2024-02-26,1.70415
2024-02-27,2.1586
2024-02-28,2.34037
2024-02-29,3.18109
2024-03-01,2.34037
2024-03-02,1.88593
2024-03-03,2.70393
2024-03-04,3.04476
2024-03-05,3.69234
2024-03-06,3.04476
2024-03-07,2.77209
2024-03-08,2.54487
2024-03-09,2.04498
2024-03-10,3.0334
2024-03-11,3.65825
2024-03-12,3.97636
2024-03-13,3.48784
2024-03-14,5.87366
2024-03-15,3.01067
2024-03-16,2.03362
2024-03-17,2.6244
2024-03-18,2.87434
2024-03-19,2.90842
2024-03-20,2.48807
