date,상한가
2020-03-20,1.75747
2020-03-21,0.27259
2020-03-22,0.17085
2020-03-23,1.39635
2020-03-24,1.59283
2020-03-25,2.01842
2020-03-26,2.34304
2020-03-27,1.92911
2020-03-28,0.29821
2020-03-29,0.25938
2020-03-30,1.87552
2020-03-31,2.12015
2020-04-01,1.96172
2020-04-02,1.57497
2020-04-03,1.35441
2020-04-04,0.219
2020-04-05,0.16464
2020-04-06,1.61768
2020-04-07,1.5905
2020-04-08,1.53226
2020-04-09,1.46935
2020-04-10,1.34975
2020-04-11,0.22211
2020-04-12,0.19337
2020-04-13,1.35208
2020-04-14,1.30704
2020-04-15,0.24618
2020-04-16,1.31869
2020-04-17,1.32179
2020-04-18,0.23143
2020-04-19,0.20036
2020-04-20,1.31325
2020-04-21,1.35286
2020-04-22,1.32412
2020-04-23,1.28374
2020-04-24,1.13851
2020-04-25,0.1926
2020-04-26,0.15299
2020-04-27,1.28374
2020-04-28,1.43518
2020-04-29,1.14084
2020-04-30,0.2322
2020-05-01,0.17551
2020-05-02,0.12581
2020-05-03,0.14134
2020-05-04,0.95601
2020-05-05,0.22521
2020-05-06,0.97698
2020-05-07,0.89077
2020-05-08,0.8799
2020-05-09,0.17163
2020-05-10,0.146
2020-05-11,0.97309
2020-05-12,0.94746
2020-05-13,0.98164
2020-05-14,1.10201
2020-05-15,0.99639
2020-05-16,0.16619
2020-05-17,0.14678
2020-05-18,1.00493
2020-05-19,1.08803
2020-05-20,1.05774
2020-05-21,1.01969
2020-05-22,0.92572
2020-05-23,0.16231
2020-05-24,0.12658
2020-05-25,0.91951
2020-05-26,1.00726
2020-05-27,0.95911
2020-05-28,0.92106
2020-05-29,0.82864
2020-05-30,0.16231
2020-05-31,0.11416
2020-06-01,0.99251
2020-06-02,1.12919
2020-06-03,1.22316
2020-06-04,1.12997
2020-06-05,1.07172
2020-06-06,0.20269
2020-06-07,0.17163
2020-06-08,1.17346
2020-06-09,1.3715
2020-06-10,1.37849
2020-06-11,1.43207
2020-06-12,1.34587
2020-06-13,0.2058
2020-06-14,0.15998
2020-06-15,1.481
2020-06-16,1.63555
2020-06-17,1.6868
2020-06-18,1.82038
2020-06-19,1.72563
2020-06-20,0.23764
2020-06-21,0.18095
2020-06-22,1.53303
2020-06-23,1.41033
2020-06-24,1.57808
2020-06-25,1.38625
2020-06-26,1.18899
2020-06-27,0.19648
2020-06-28,0.13435
2020-06-29,1.22083
2020-06-30,1.50352
2020-07-01,1.22316
2020-07-02,1.66428
2020-07-03,1.35829
2020-07-04,0.17396
2020-07-05,0.16697
2020-07-06,1.31791
2020-07-07,1.28995
2020-07-08,1.2185
2020-07-09,1.25656
2020-07-10,1.12997
2020-07-11,0.14755
2020-07-12,0.1359
2020-07-13,1.20375
2020-07-14,1.20375
2020-07-15,1.29772
2020-07-16,1.12376
2020-07-17,1.00959
2020-07-18,0.16386
2020-07-19,0.14445
2020-07-20,1.19365
2020-07-21,1.43751
2020-07-22,1.5641
2020-07-23,1.59594
2020-07-24,1.45537
2020-07-25,0.21434
2020-07-26,0.18483
2020-07-27,1.3847
2020-07-28,1.36373
2020-07-29,1.34354
2020-07-30,1.33034
2020-07-31,1.21151
2020-08-01,0.22055
2020-08-02,0.17318
2020-08-03,1.30626
2020-08-04,1.40178
2020-08-05,1.51439
2020-08-06,1.33888
2020-08-07,1.33034
2020-08-08,0.2423
2020-08-09,0.22133
2020-08-10,1.53303
2020-08-11,1.54002
2020-08-12,1.47789
2020-08-13,1.66972
2020-08-14,1.27442
2020-08-15,0.21356
2020-08-16,0.14522
2020-08-17,0.18794
2020-08-18,1.58041
2020-08-19,1.36761
2020-08-20,1.627
2020-08-21,1.33966
2020-08-22,0.24696
2020-08-23,0.16464
2020-08-24,1.59904
2020-08-25,1.62933
2020-08-26,1.71942
2020-08-27,1.65263
2020-08-28,1.42819
2020-08-29,0.25938
2020-08-30,0.23764
2020-08-31,1.42198
2020-09-01,1.44062
2020-09-02,1.61535
2020-09-03,1.58895
2020-09-04,1.46624
2020-09-05,0.2687
2020-09-06,0.25861
2020-09-07,1.96561
2020-09-08,1.7466
2020-09-09,1.66972
2020-09-10,2.23587
2020-09-11,1.76757
2020-09-12,0.23997
2020-09-13,0.21123
2020-09-14,1.3614
2020-09-15,1.43906
2020-09-16,1.40411
2020-09-17,1.27442
2020-09-18,1.20685
2020-09-19,0.19337
2020-09-20,0.17473
2020-09-21,1.16569
2020-09-22,1.19831
2020-09-23,1.18511
2020-09-24,1.26199
2020-09-25,1.01969
2020-09-26,0.20191
2020-09-27,0.13668
2020-09-28,1.03755
2020-09-29,1.03212
2020-09-30,0.17551
2020-10-01,0.15143
2020-10-02,0.12736
2020-10-03,0.14445
2020-10-04,0.17862
2020-10-05,1.21229
2020-10-06,1.1587
2020-10-07,1.10201
2020-10-08,1.10589
2020-10-09,0.24541
2020-10-10,0.1693
2020-10-11,0.15609
2020-10-12,1.23404
2020-10-13,1.21151
2020-10-14,1.17035
2020-10-15,1.65962
2020-10-16,1.13618
2020-10-17,0.18871
2020-10-18,0.15765
2020-10-19,1.02979
2020-10-20,1.04221
2020-10-21,1.12609
2020-10-22,0.98863
2020-10-23,0.89077
2020-10-24,0.17629
2020-10-25,0.16852
2020-10-26,1.25578
2020-10-27,1.00338
2020-10-28,1.01969
2020-10-29,1.04066
2020-10-30,0.84262
2020-10-31,0.15687
2020-11-01,0.17396
2020-11-02,0.98086
2020-11-03,1.02435
2020-11-04,1.01192
2020-11-05,1.32179
2020-11-06,1.00493
2020-11-07,0.17551
2020-11-08,0.14212
2020-11-09,1.19909
2020-11-10,1.40877
2020-11-11,1.25112
2020-11-12,1.36994
2020-11-13,1.15094
2020-11-14,0.18794
2020-11-15,0.16386
2020-11-16,1.68603
2020-11-17,1.33189
2020-11-18,1.30704
2020-11-19,1.32568
2020-11-20,1.20841
2020-11-21,0.22599
2020-11-22,0.21123
2020-11-23,1.43984
2020-11-24,1.36761
2020-11-25,1.50119
2020-11-26,100.0
2020-11-27,1.46469
2020-11-28,0.2889
2020-11-29,0.26016
2020-11-30,1.24103
2020-12-01,1.20841
2020-12-02,1.40023
2020-12-03,1.46158
2020-12-04,1.39712
2020-12-05,0.2788
2020-12-06,0.23065
2020-12-07,1.27908
2020-12-08,1.53536
2020-12-09,1.37305
2020-12-10,1.27131
2020-12-11,1.16026
2020-12-12,0.2291
2020-12-13,0.19493
2020-12-14,1.27986
2020-12-15,1.20452
2020-12-16,1.39945
2020-12-17,1.42508
2020-12-18,1.48022
2020-12-19,0.28579
2020-12-20,0.2788
2020-12-21,1.73495
2020-12-22,1.44605
2020-12-23,2.48827
2020-12-24,1.70311
2020-12-25,0.3386
2020-12-26,0.23453
2020-12-27,0.26793
2020-12-28,1.35907
2020-12-29,1.53303
2020-12-30,1.47634
2020-12-31,0.40772
2021-01-01,0.22754
2021-01-02,0.17163
2021-01-03,0.23453
2021-01-04,1.92212
2021-01-05,1.91746
2021-01-06,1.8297
2021-01-07,1.80096
2021-01-08,2.39818
2021-01-09,0.41005
2021-01-10,0.37665
2021-01-11,1.9361
2021-01-12,1.7101
2021-01-13,2.05569
2021-01-14,1.94231
2021-01-15,1.63011
2021-01-16,0.35646
2021-01-17,0.28424
2021-01-18,1.69224
2021-01-19,2.17995
2021-01-20,2.0324
2021-01-21,2.13258
2021-01-22,1.69301
2021-01-23,0.37044
2021-01-24,0.29744
2021-01-25,1.92988
2021-01-26,1.84911
2021-01-27,1.72486
2021-01-28,1.66195
2021-01-29,1.49731
2021-01-30,0.29899
2021-01-31,0.2322
2021-02-01,1.60759
2021-02-02,1.6239
2021-02-03,1.46158
2021-02-04,1.41421
2021-02-05,1.13929
2021-02-06,0.33083
2021-02-07,0.22211
2021-02-08,1.41576
2021-02-09,1.30005
2021-02-10,1.20685
2021-02-11,0.29899
2021-02-12,0.22677
2021-02-13,0.21356
2021-02-14,0.21512
2021-02-15,1.90891
2021-02-16,1.89571
2021-02-17,2.14966
2021-02-18,1.94231
2021-02-19,1.46158
2021-02-20,0.2889
2021-02-21,0.24696
2021-02-22,1.54934
2021-02-23,1.4212
2021-02-24,1.50585
2021-02-25,1.67205
2021-02-26,1.2519
2021-02-27,0.25395
2021-02-28,0.2089
2021-03-01,0.23298
2021-03-02,1.41732
2021-03-03,1.27986
2021-03-04,1.28995
2021-03-05,1.16802
2021-03-06,0.22832
2021-03-07,0.23764
2021-03-08,1.0857
2021-03-09,1.23637
2021-03-10,1.27209
2021-03-11,1.30238
2021-03-12,1.28607
2021-03-13,0.3153
2021-03-14,0.21434
2021-03-15,1.17346
2021-03-16,1.23714
2021-03-17,1.33034
2021-03-18,2.28557
2021-03-19,1.31713
2021-03-20,0.24152
2021-03-21,0.22754
2021-03-22,1.0624
2021-03-23,1.03056
2021-03-24,1.0228
2021-03-25,1.03522
2021-03-26,1.08182
2021-03-27,0.21589
2021-03-28,0.18483
2021-03-29,1.04842
2021-03-30,1.04066
2021-03-31,0.93659
2021-04-01,1.08415
2021-04-02,0.99794
2021-04-03,0.22832
2021-04-04,0.19803
2021-04-05,0.96533
2021-04-06,1.19365
2021-04-07,1.11366
2021-04-08,1.25345
2021-04-09,1.06007
2021-04-10,0.22133
2021-04-11,0.31297
2021-04-12,1.3513
2021-04-13,1.4344
2021-04-14,1.36528
2021-04-15,1.30082
2021-04-16,1.16647
2021-04-17,0.27802
2021-04-18,0.20813
2021-04-19,1.18433
2021-04-20,1.14317
2021-04-21,1.28219
2021-04-22,1.42741
2021-04-23,1.2752
2021-04-24,0.23919
2021-04-25,0.19493
2021-04-26,1.32335
2021-04-27,1.17346
2021-04-28,1.18123
2021-04-29,1.19753
2021-04-30,1.13152
2021-05-01,0.26637
2021-05-02,0.17629
2021-05-03,1.0989
2021-05-04,0.93271
2021-05-05,0.26637
2021-05-06,1.01037
2021-05-07,1.07017
2021-05-08,0.21745
2021-05-09,0.19027
2021-05-10,1.29306
2021-05-11,1.55322
2021-05-12,1.11832
2021-05-13,1.07794
2021-05-14,0.91718
2021-05-15,0.18561
2021-05-16,0.17706
2021-05-17,1.05075
2021-05-18,0.91096
2021-05-19,0.24696
2021-05-20,0.92572
2021-05-21,0.89854
2021-05-22,0.20191
2021-05-23,0.1693
2021-05-24,1.01348
2021-05-25,1.00183
2021-05-26,1.00338
2021-05-27,1.02668
2021-05-28,1.06007
2021-05-29,0.20347
2021-05-30,0.19104
2021-05-31,1.14705
2021-06-01,1.11133
2021-06-02,1.09347
2021-06-03,1.0725
2021-06-04,1.12764
2021-06-05,0.22754
2021-06-06,0.17706
2021-06-07,1.47246
2021-06-08,1.11288
2021-06-09,1.05153
2021-06-10,1.06318
2021-06-11,1.12686
2021-06-12,0.19337
2021-06-13,0.16386
2021-06-14,1.15171
2021-06-15,1.08027
2021-06-16,1.11211
2021-06-17,1.12842
2021-06-18,1.01037
2021-06-19,0.17473
2021-06-20,0.16386
2021-06-21,0.94591
2021-06-22,0.98241
2021-06-23,1.17191
2021-06-24,0.92883
2021-06-25,0.88378
2021-06-26,0.14367
2021-06-27,0.13202
2021-06-28,1.01581
2021-06-29,1.01348
2021-06-30,0.85738
2021-07-01,0.87757
2021-07-02,0.93892
2021-07-03,0.18095
2021-07-04,0.15765
2021-07-05,0.98086
2021-07-06,0.85116
2021-07-07,0.88145
2021-07-08,0.88534
2021-07-09,0.79059
2021-07-10,0.14833
2021-07-11,0.12891
2021-07-12,0.77739
2021-07-13,0.96921
2021-07-14,0.92028
2021-07-15,0.99096
2021-07-16,0.83563
2021-07-17,0.14522
2021-07-18,0.12658
2021-07-19,0.79059
2021-07-20,0.61663
2021-07-21,0.56848
2021-07-22,0.6143
2021-07-23,0.591
2021-07-24,0.13668
2021-07-25,0.12037
2021-07-26,0.56226
2021-07-27,0.59954
2021-07-28,0.57857
2021-07-29,0.6042
2021-07-30,0.44888
2021-07-31,0.11804
2021-08-01,0.10639
2021-08-02,0.43956
2021-08-03,0.49625
2021-08-04,0.47761
2021-08-05,0.5778
2021-08-06,1.97881
2021-08-07,0.21822
2021-08-08,0.14678
2021-08-09,1.00416
2021-08-10,0.75331
2021-08-11,0.53664
2021-08-12,0.53974
2021-08-13,0.45198
2021-08-14,0.11959
2021-08-15,0.09319
2021-08-16,0.12581
2021-08-17,0.59178
2021-08-18,0.47528
2021-08-19,0.50246
2021-08-20,0.46519
2021-08-21,0.1126
2021-08-22,0.09785
2021-08-23,0.4582
2021-08-24,0.44655
2021-08-25,0.45509
2021-08-26,0.47218
2021-08-27,0.34637
2021-08-28,0.12348
2021-08-29,0.11571
2021-08-30,0.51877
2021-08-31,0.40772
2021-09-01,0.79214
2021-09-02,0.55139
2021-09-03,0.39917
2021-09-04,0.11416
2021-09-05,0.12891
2021-09-06,0.44189
2021-09-07,0.44732
2021-09-08,0.47839
2021-09-09,0.47451
2021-09-10,0.36423
2021-09-11,0.11649
2021-09-12,0.11649
2021-09-13,0.52887
2021-09-14,0.40306
2021-09-15,0.37821
2021-09-16,0.35879
2021-09-17,0.59643
2021-09-18,0.10484
2021-09-19,0.07688
2021-09-20,0.08154
2021-09-21,0.07144
2021-09-22,0.0862
2021-09-23,0.45276
2021-09-24,0.33549
2021-09-25,0.1126
2021-09-26,0.1126
2021-09-27,0.34326
2021-09-28,0.41082
2021-09-29,0.4248
2021-09-30,0.41859
2021-10-01,0.35413
2021-10-02,0.13124
2021-10-03,0.08232
2021-10-04,0.14522
2021-10-05,0.44655
2021-10-06,0.4349
2021-10-07,0.48227
2021-10-08,0.34404
2021-10-09,0.08154
2021-10-10,0.08853
2021-10-11,0.10328
2021-10-12,0.33006
2021-10-13,0.41393
2021-10-14,0.47451
2021-10-15,0.4015
2021-10-16,0.12503
2021-10-17,0.10406
2021-10-18,0.42092
2021-10-19,0.42558
2021-10-20,0.38287
2021-10-21,0.46519
2021-10-22,0.38287
2021-10-23,0.09785
2021-10-24,0.10406
2021-10-25,0.36345
2021-10-26,0.40073
2021-10-27,0.42791
2021-10-28,0.36034
2021-10-29,0.32617
2021-10-30,0.11338
2021-10-31,0.09863
2021-11-01,0.39685
2021-11-02,0.45664
2021-11-03,0.80534
2021-11-04,0.43878
2021-11-05,0.38908
2021-11-06,0.12658
2021-11-07,0.12425
2021-11-08,0.36578
2021-11-09,0.37355
2021-11-10,0.49392
2021-11-11,0.92727
2021-11-12,0.55683
2021-11-13,0.17318
2021-11-14,0.14833
2021-11-15,0.46519
2021-11-16,0.45431
2021-11-17,0.50324
2021-11-18,0.43412
2021-11-19,0.38675
2021-11-20,0.11804
2021-11-21,0.12503
2021-11-22,0.43568
2021-11-23,0.37898
2021-11-24,0.33705
2021-11-25,0.32773
2021-11-26,0.27802
2021-11-27,0.10406
2021-11-28,0.13047
2021-11-29,0.38364
2021-11-30,0.36578
2021-12-01,0.31375
2021-12-02,0.30676
2021-12-03,0.25162
2021-12-04,0.0963
2021-12-05,0.08775
2021-12-06,0.28501
2021-12-07,0.32307
2021-12-08,0.36733
2021-12-09,0.32928
2021-12-10,0.29977
2021-12-11,0.0862
2021-12-12,0.09008
2021-12-13,0.31219
2021-12-14,0.35025
2021-12-15,0.38753
2021-12-16,0.35568
2021-12-17,0.3153
2021-12-18,0.10561
2021-12-19,0.10794
2021-12-20,0.38908
2021-12-21,0.35957
2021-12-22,0.31142
2021-12-23,0.38131
2021-12-24,0.27569
2021-12-25,0.07688
2021-12-26,0.08387
2021-12-27,0.28424
2021-12-28,0.31608
2021-12-29,0.29744
2021-12-30,0.27492
2021-12-31,0.11959
2022-01-01,0.09241
2022-01-02,0.10717
2022-01-03,0.30909
2022-01-04,0.35568
2022-01-05,0.41082
2022-01-06,0.33549
2022-01-07,0.32151
2022-01-08,0.09008
2022-01-09,0.12348
2022-01-10,0.40073
2022-01-11,0.43412
2022-01-12,0.44577
2022-01-13,0.40616
2022-01-14,0.37588
2022-01-15,0.14056
2022-01-16,0.14056
2022-01-17,0.4116
2022-01-18,0.56848
2022-01-19,0.68186
2022-01-20,1.03755
