date,나무증권
2020-08-05,2.65975
2020-08-06,3.22181
2020-08-07,2.55938
2020-08-08,1.19772
2020-08-09,1.32485
2020-08-10,100.0
2020-08-11,7.99598
2020-08-12,5.26597
2020-08-13,3.59652
2020-08-14,2.71662
2020-08-15,1.23452
2020-08-16,0.99364
2020-08-17,1.37504
2020-08-18,2.68317
2020-08-19,2.72666
2020-08-20,2.86717
2020-08-21,2.62295
2020-08-22,1.24121
2020-08-23,1.12412
2020-08-24,2.68651
2020-08-25,2.72331
2020-08-26,2.89394
2020-08-27,3.14151
2020-08-28,2.66978
2020-08-29,1.34493
2020-08-30,1.82
2020-08-31,3.96788
2020-09-01,4.66376
2020-09-02,4.4463
2020-09-03,4.33924
2020-09-04,3.55302
2020-09-05,1.53897
2020-09-06,1.57912
2020-09-07,3.32552
2020-09-08,2.96754
2020-09-09,3.0378
2020-09-10,3.0746
2020-09-11,2.54934
2020-09-12,1.31147
2020-09-13,1.38507
2020-09-14,2.97089
2020-09-15,3.18166
2020-09-16,3.46604
2020-09-17,3.24188
2020-09-18,2.34861
2020-09-19,1.27132
2020-09-20,1.27132
2020-09-21,2.5025
2020-09-22,2.40883
2020-09-23,2.5092
2020-09-24,2.59953
2020-09-25,2.3185
2020-09-26,1.04382
2020-09-27,1.14419
2020-09-28,2.92405
2020-09-29,2.32853
2020-09-30,1.15757
2020-10-01,0.96353
2020-10-02,1.42857
2020-10-03,1.23118
2020-10-04,1.61927
2020-10-05,3.42589
2020-10-06,3.50284
2020-10-07,2.22482
2020-10-08,2.32184
2020-10-09,1.36835
2020-10-10,1.07393
2020-10-11,1.16761
2020-10-12,2.48578
2020-10-13,2.48243
2020-10-14,2.18133
2020-10-15,2.5092
2020-10-16,1.98728
2020-10-17,0.97022
2020-10-18,0.85981
2020-10-19,1.80996
2020-10-20,1.80327
2020-10-21,1.87353
2020-10-22,1.81331
2020-10-23,1.72298
2020-10-24,0.93342
2020-10-25,0.96353
2020-10-26,1.98394
2020-10-27,1.62261
2020-10-28,1.82
2020-10-29,1.78989
2020-10-30,1.64603
2020-10-31,0.76279
2020-11-01,0.88658
2020-11-02,1.94044
2020-11-03,1.70291
2020-11-04,1.83004
2020-11-05,2.02743
2020-11-06,1.8568
2020-11-07,0.89327
2020-11-08,0.99364
2020-11-09,2.56273
2020-11-10,2.72331
2020-11-11,2.546
2020-11-12,2.40214
2020-11-13,2.32184
2020-11-14,1.30812
2020-11-15,1.23787
2020-11-16,3.12144
2020-11-17,4.12847
2020-11-18,3.14151
2020-11-19,2.42556
2020-11-20,2.49916
2020-11-21,1.74305
2020-11-22,1.38842
2020-11-23,3.16493
2020-11-24,3.55302
2020-11-25,3.72699
2020-11-26,3.87755
2020-11-27,3.77718
2020-11-28,2.0107
2020-11-29,2.11441
2020-11-30,4.81431
2020-12-01,4.87119
2020-12-02,4.9013
2020-12-03,7.01237
2020-12-04,5.75108
2020-12-05,2.63967
2020-12-06,2.98427
2020-12-07,5.97189
2020-12-08,5.94513
2020-12-09,5.96186
2020-12-10,5.77116
2020-12-11,5.08865
2020-12-12,2.26497
2020-12-13,2.44228
2020-12-14,4.81097
2020-12-15,4.74071
2020-12-16,4.637
2020-12-17,4.98494
2020-12-18,4.61023
2020-12-19,2.60287
2020-12-20,2.66309
2020-12-21,5.07193
2020-12-22,4.8645
2020-12-23,5.41652
2020-12-24,5.44329
2020-12-25,3.001
2020-12-26,2.16794
2020-12-27,2.72666
2020-12-28,7.21646
2020-12-29,6.24623
2020-12-30,7.03579
2020-12-31,4.66042
2021-01-01,3.77049
2021-01-02,3.69688
2021-01-03,4.01137
2021-01-04,17.94245
2021-01-05,11.27132
2021-01-06,10.61559
2021-01-07,9.42455
2021-01-08,13.24857
2021-01-09,7.62462
2021-01-10,7.12947
2021-01-11,18.16995
2021-01-12,12.84041
2021-01-13,11.10404
2021-01-14,10.54867
2021-01-15,9.53161
2021-01-16,4.10505
2021-01-17,3.93442
2021-01-18,7.93911
2021-01-19,9.00301
2021-01-20,9.74907
2021-01-21,10.23084
2021-01-22,8.88256
2021-01-23,5.09869
2021-01-24,5.03512
2021-01-25,10.91
2021-01-26,10.96353
2021-01-27,12.44563
2021-01-28,12.90063
2021-01-29,11.73971
2021-01-30,5.90163
2021-01-31,5.58046
2021-02-01,12.41217
2021-02-02,9.49815
2021-02-03,8.86584
2021-02-04,8.9729
2021-02-05,8.96286
2021-02-06,3.90097
2021-02-07,4.15858
2021-02-08,9.36433
2021-02-09,8.67514
2021-02-10,9.31749
2021-02-11,6.89528
2021-02-12,5.7009
2021-02-13,4.80762
2021-02-14,5.47674
2021-02-15,12.07427
2021-02-16,12.15456
2021-02-17,12.30511
2021-02-18,10.65239
2021-02-19,9.06657
2021-02-20,4.57009
2021-02-21,4.79089
2021-02-22,14.35597
2021-02-23,9.02977
2021-02-24,8.29039
2021-02-25,8.97959
2021-02-26,7.40381
2021-02-27,3.81398
2021-02-28,3.74372
2021-03-01,4.637
2021-03-02,5.37303
2021-03-03,4.4831
2021-03-04,4.36935
2021-03-05,4.81766
2021-03-06,2.43225
2021-03-07,2.97758
2021-03-08,6.28638
2021-03-09,8.31047
2021-03-10,7.3369
2021-03-11,5.00501
2021-03-12,5.37303
2021-03-13,2.35864
2021-03-14,2.39544
2021-03-15,4.43292
2021-03-16,4.2924
2021-03-17,4.15189
2021-03-18,5.79792
2021-03-19,5.36299
2021-03-20,1.90699
2021-03-21,1.83004
2021-03-22,3.89093
2021-03-23,4.10505
2021-03-24,3.44596
2021-03-25,3.24188
2021-03-26,3.09133
2021-03-27,1.61257
2021-03-28,1.64938
2021-03-29,3.53629
2021-03-30,3.35229
2021-03-31,3.44262
2021-04-01,3.82067
2021-04-02,3.10806
2021-04-03,1.72967
2021-04-04,1.73971
2021-04-05,3.77049
2021-04-06,3.97457
2021-04-07,3.43258
2021-04-08,3.21512
2021-04-09,3.20173
2021-04-10,1.51555
2021-04-11,1.49882
2021-04-12,3.81733
2021-04-13,3.90766
2021-04-14,4.18534
2021-04-15,4.43626
2021-04-16,4.30244
2021-04-17,1.72298
2021-04-18,1.69621
2021-04-19,3.84744
2021-04-20,3.74038
2021-04-21,3.78387
2021-04-22,4.48979
2021-04-23,3.86082
2021-04-24,1.58246
2021-04-25,1.91033
2021-04-26,4.52994
2021-04-27,6.95215
2021-04-28,10.03345
2021-04-29,5.09869
2021-04-30,4.25225
2021-05-01,1.61927
2021-05-02,1.36165
2021-05-03,3.36901
2021-05-04,2.97758
2021-05-05,1.39511
2021-05-06,3.01773
2021-05-07,3.3824
2021-05-08,1.19772
2021-05-09,1.15423
2021-05-10,2.81365
2021-05-11,3.36567
2021-05-12,3.4192
2021-05-13,3.35898
2021-05-14,2.74004
2021-05-15,1.09401
2021-05-16,1.2479
2021-05-17,2.58949
2021-05-18,2.25828
2021-05-19,1.54901
2021-05-20,2.38875
2021-05-21,2.21813
2021-05-22,0.90665
2021-05-23,1.05051
2021-05-24,2.91736
2021-05-25,2.25493
2021-05-26,2.35195
2021-05-27,2.40883
2021-05-28,2.07761
2021-05-29,1.1743
2021-05-30,1.07393
2021-05-31,2.62295
2021-06-01,2.74673
2021-06-02,2.77684
2021-06-03,3.17832
2021-06-04,2.48578
2021-06-05,1.12077
2021-06-06,1.0639
2021-06-07,2.66978
2021-06-08,2.3553
2021-06-09,2.35195
2021-06-10,2.52592
2021-06-11,2.25493
2021-06-12,0.93676
2021-06-13,0.95684
2021-06-14,2.30511
2021-06-15,2.56607
2021-06-16,2.21478
2021-06-17,2.25828
2021-06-18,2.00401
2021-06-19,0.98695
2021-06-20,1.02709
2021-06-21,2.19136
2021-06-22,2.10772
2021-06-23,2.71662
2021-06-24,2.79023
2021-06-25,2.33857
2021-06-26,1.02709
2021-06-27,1.03713
2021-06-28,2.22147
2021-06-29,2.23486
2021-06-30,2.17129
2021-07-01,2.45567
2021-07-02,2.19471
2021-07-03,0.97356
2021-07-04,0.91669
2021-07-05,2.34861
2021-07-06,2.63298
2021-07-07,2.49247
2021-07-08,2.79692
2021-07-09,3.63666
2021-07-10,0.99698
2021-07-11,1.01371
2021-07-12,2.56942
2021-07-13,2.88056
2021-07-14,2.51254
2021-07-15,2.54265
2021-07-16,2.65306
2021-07-17,0.94345
2021-07-18,0.80628
2021-07-19,2.31515
2021-07-20,2.10438
2021-07-21,2.40548
2021-07-22,2.36533
2021-07-23,2.24155
2021-07-24,0.95015
2021-07-25,1.11743
2021-07-26,2.8839
2021-07-27,2.52927
2021-07-28,1.9739
2021-07-29,2.04081
2021-07-30,1.83004
2021-07-31,0.90665
2021-08-01,0.7561
2021-08-02,2.03412
2021-08-03,1.98394
2021-08-04,2.14452
2021-08-05,2.29173
2021-08-06,3.31883
2021-08-07,1.22783
2021-08-08,1.17765
2021-08-09,3.16493
2021-08-10,2.98093
2021-08-11,2.92405
2021-08-12,3.12813
2021-08-13,3.48946
2021-08-14,1.31482
2021-08-15,0.93676
2021-08-16,1.52224
2021-08-17,2.82034
2021-08-18,2.6932
2021-08-19,2.39879
2021-08-20,2.29842
2021-08-21,1.12077
2021-08-22,0.89996
2021-08-23,2.42221
2021-08-24,2.83037
2021-08-25,2.36199
2021-08-26,2.33188
2021-08-27,2.07092
2021-08-28,1.02375
2021-08-29,1.00368
2021-08-30,1.94713
2021-08-31,2.3553
2021-09-01,2.54265
2021-09-02,2.19805
2021-09-03,2.33857
2021-09-04,1.0204
2021-09-05,1.04048
2021-09-06,2.24155
2021-09-07,2.39879
2021-09-08,2.42221
2021-09-09,2.10438
2021-09-10,1.9003
2021-09-11,0.97022
2021-09-12,0.84978
2021-09-13,2.00066
2021-09-14,2.09434
2021-09-15,2.34526
2021-09-16,2.01405
2021-09-17,1.96386
2021-09-18,0.88992
2021-09-19,0.72934
2021-09-20,0.88992
2021-09-21,0.99698
2021-09-22,1.20107
2021-09-23,2.73335
2021-09-24,2.65306
2021-09-25,0.99698
2021-09-26,1.25125
2021-09-27,2.72666
2021-09-28,3.19839
2021-09-29,2.05754
2021-09-30,2.13114
2021-10-01,1.89695
2021-10-02,0.69588
2021-10-03,0.58882
2021-10-04,0.92004
2021-10-05,2.14452
2021-10-06,1.70625
2021-10-07,1.98059
2021-10-08,1.72298
2021-10-09,0.75945
2021-10-10,0.59886
2021-10-11,0.8732
2021-10-12,2.11107
2021-10-13,1.86349
2021-10-14,1.91368
2021-10-15,1.62596
2021-10-16,0.83305
2021-10-17,0.68919
2021-10-18,1.47206
2021-10-19,1.55235
2021-10-20,1.42522
2021-10-21,1.54566
2021-10-22,1.77651
2021-10-23,0.76614
2021-10-24,0.71261
2021-10-25,2.72666
2021-10-26,2.37203
2021-10-27,1.78655
2021-10-28,2.02408
2021-10-29,1.72967
2021-10-30,0.89327
2021-10-31,0.94345
2021-11-01,2.1646
2021-11-02,2.43559
2021-11-03,3.01438
2021-11-04,2.29508
2021-11-05,1.87353
2021-11-06,0.77617
2021-11-07,0.83974
2021-11-08,2.04416
2021-11-09,1.8568
2021-11-10,1.99397
2021-11-11,2.11441
2021-11-12,1.73302
2021-11-13,0.77617
2021-11-14,0.78621
2021-11-15,1.8936
2021-11-16,1.96721
2021-11-17,2.11776
2021-11-18,3.59652
2021-11-19,1.80996
2021-11-20,0.8297
2021-11-21,0.80963
2021-11-22,2.97089
2021-11-23,1.95048
2021-11-24,2.24155
2021-11-25,2.06088
2021-11-26,1.75978
2021-11-27,0.71595
2021-11-28,0.72599
2021-11-29,1.52893
2021-11-30,1.80996
2021-12-01,2.13449
2021-12-02,2.11107
2021-12-03,1.96386
2021-12-04,0.76614
2021-12-05,0.75276
2021-12-06,1.63599
2021-12-07,1.86015
2021-12-08,1.90699
2021-12-09,1.75309
2021-12-10,1.50217
2021-12-11,0.81967
2021-12-12,0.84643
2021-12-13,1.77985
2021-12-14,1.64938
2021-12-15,1.61257
2021-12-16,1.63599
2021-12-17,1.55904
2021-12-18,0.70926
2021-12-19,0.77283
2021-12-20,1.52224
2021-12-21,1.57243
2021-12-22,1.53228
2021-12-23,1.62596
2021-12-24,1.78989
2021-12-25,0.70257
2021-12-26,0.7929
2021-12-27,1.7832
2021-12-28,1.88357
2021-12-29,1.88691
2021-12-30,1.95717
2021-12-31,1.8936
2022-01-01,0.77952
2022-01-02,0.91669
2022-01-03,2.275
2022-01-04,2.11107
2022-01-05,1.89695
2022-01-06,1.82669
2022-01-07,1.75309
2022-01-08,0.83974
2022-01-09,1.00368
2022-01-10,1.58246
2022-01-11,1.75978
2022-01-12,1.95717
2022-01-13,1.83338
2022-01-14,1.80327
2022-01-15,1.00368
2022-01-16,1.11408
2022-01-17,2.38541
2022-01-18,3.27868
2022-01-19,2.69655
2022-01-20,2.5092
2022-01-21,3.13148
2022-01-22,0.79959
2022-01-23,0.80963
2022-01-24,1.71629
2022-01-25,1.95383
2022-01-26,1.58916
2022-01-27,2.49247
2022-01-28,1.82669
2022-01-29,0.92673
2022-01-30,0.59886
2022-01-31,0.77952
2022-02-01,1.08397
2022-02-02,1.50886
2022-02-03,2.38875
2022-02-04,1.84008
2022-02-05,0.85312
2022-02-06,1.00033
2022-02-07,1.87019
2022-02-08,1.63934
2022-02-09,1.57243
2022-02-10,1.79324
2022-02-11,1.6728
2022-02-12,0.74941
2022-02-13,0.76279
2022-02-14,1.49882
2022-02-15,1.53228
2022-02-16,1.64268
2022-02-17,1.58246
2022-02-18,1.42522
2022-02-19,0.85312
2022-02-20,0.94345
2022-02-21,2.29508
2022-02-22,2.47239
2022-02-23,1.65272
2022-02-24,1.86015
2022-02-25,1.61927
2022-02-26,0.73603
2022-02-27,0.69253
2022-02-28,1.4821
2022-03-01,1.01037
2022-03-02,1.56908
2022-03-03,1.79324
2022-03-04,1.365
2022-03-05,0.52191
2022-03-06,0.61224
2022-03-07,1.55904
2022-03-08,1.45199
2022-03-09,0.76948
2022-03-10,3.25192
2022-03-11,1.37838
2022-03-12,0.60889
2022-03-13,0.63566
2022-03-14,1.50552
2022-03-15,1.61927
2022-03-16,1.51221
2022-03-17,1.72298
2022-03-18,1.44864
2022-03-19,0.83974
2022-03-20,0.65908
2022-03-21,1.60588
2022-03-22,1.53897
2022-03-23,1.66276
2022-03-24,1.55235
2022-03-25,1.59919
2022-03-26,0.72264
2022-03-27,0.6457
2022-03-28,1.4018
2022-03-29,1.68952
2022-03-30,1.82669
2022-03-31,2.44897
2022-04-01,3.11475
2022-04-02,1.99397
2022-04-03,1.68952
2022-04-04,3.53295
2022-04-05,3.77049
2022-04-06,3.11809
2022-04-07,3.28872
2022-04-08,3.08464
2022-04-09,1.12746
2022-04-10,1.10739
2022-04-11,2.6196
2022-04-12,3.06457
2022-04-13,2.97089
2022-04-14,3.21177
2022-04-15,3.23185
2022-04-16,1.0572
2022-04-17,1.16426
2022-04-18,3.02442
2022-04-19,2.84376
2022-04-20,3.01773
2022-04-21,2.96085
2022-04-22,2.68317
2022-04-23,1.14419
2022-04-24,1.09735
2022-04-25,2.94747
2022-04-26,2.95416
2022-04-27,3.09133
2022-04-28,3.21512
2022-04-29,2.83706
2022-04-30,1.1743
2022-05-01,1.5189
2022-05-02,3.09468
2022-05-03,2.80695
2022-05-04,2.56607
2022-05-05,1.37169
2022-05-06,3.09133
2022-05-07,1.00702
2022-05-08,0.92004
2022-05-09,2.4657
2022-05-10,2.55603
2022-05-11,2.31515
2022-05-12,2.57611
2022-05-13,2.28169
2022-05-14,0.86651
2022-05-15,0.90331
2022-05-16,2.31515
2022-05-17,2.42221
2022-05-18,2.53931
2022-05-19,2.19471
2022-05-20,2.00736
2022-05-21,0.92338
2022-05-22,0.97356
2022-05-23,2.24824
2022-05-24,2.2382
2022-05-25,2.26162
2022-05-26,2.45567
2022-05-27,2.18802
2022-05-28,0.92004
2022-05-29,1.1375
2022-05-30,2.78688
2022-05-31,2.37872
2022-06-01,1.37838
2022-06-02,2.14118
2022-06-03,1.9739
2022-06-04,0.92338
2022-06-05,0.79959
2022-06-06,1.15423
2022-06-07,2.47908
2022-06-08,3.18166
2022-06-09,4.06825
2022-06-10,2.64637
2022-06-11,0.98026
2022-06-12,0.97356
2022-06-13,2.80026
2022-06-14,2.73001
2022-06-15,2.98093
2022-06-16,2.47574
2022-06-17,3.37905
2022-06-18,0.91334
2022-06-19,1.04717
2022-06-20,2.83706
2022-06-21,2.32184
2022-06-22,2.72666
2022-06-23,2.36868
2022-06-24,2.33857
2022-06-25,0.88323
2022-06-26,0.88992
2022-06-27,2.58614
2022-06-28,2.07761
2022-06-29,29.4279
2022-06-30,5.23921
2022-07-01,4.15523
2022-07-02,1.05386
2022-07-03,0.89327
2022-07-04,2.39879
2022-07-05,2.8103
2022-07-06,4.05821
2022-07-07,4.81097
2022-07-08,2.21144
2022-07-09,0.91669
2022-07-10,0.84978
2022-07-11,2.45232
2022-07-12,2.11776
2022-07-13,1.98394
2022-07-14,2.21478
2022-07-15,2.67982
2022-07-16,0.88323
2022-07-17,0.97022
2022-07-18,2.99431
2022-07-19,2.84376
2022-07-20,2.4657
2022-07-21,2.28169
2022-07-22,2.24155
2022-07-23,0.93007
2022-07-24,0.98695
2022-07-25,2.5828
2022-07-26,2.24824
2022-07-27,2.16125
2022-07-28,2.47908
2022-07-29,2.56273
2022-07-30,1.11073
2022-07-31,1.10404
2022-08-01,2.40548
2022-08-02,2.24155
2022-08-03,2.4289
2022-08-04,2.42221
2022-08-05,2.46236
2022-08-06,1.03044
2022-08-07,0.95349
2022-08-08,3.27199
2022-08-09,3.03445
2022-08-10,2.8103
2022-08-11,2.82034
2022-08-12,2.66978
2022-08-13,1.35496
2022-08-14,1.35496
2022-08-15,1.65941
2022-08-16,3.99464
2022-08-17,3.6099
2022-08-18,2.61625
2022-08-19,2.50585
2022-08-20,1.4754
2022-08-21,1.23452
2022-08-22,3.22181
2022-08-23,3.16493
2022-08-24,2.74673
2022-08-25,3.10471
2022-08-26,2.59953
2022-08-27,1.49882
2022-08-28,1.12746
2022-08-29,2.91067
2022-08-30,3.30879
2022-08-31,2.56942
2022-09-01,2.61625
2022-09-02,2.60956
2022-09-03,1.23787
2022-09-04,1.03713
2022-09-05,2.67313
2022-09-06,2.08765
2022-09-07,2.59953
2022-09-08,2.40548
2022-09-09,1.06055
2022-09-10,0.91669
2022-09-11,1.14084
2022-09-12,1.60923
2022-09-13,3.21846
2022-09-14,2.90063
2022-09-15,3.01438
2022-09-16,2.48243
2022-09-17,1.2914
2022-09-18,0.95015
2022-09-19,3.01438
2022-09-20,2.52927
2022-09-21,2.18802
2022-09-22,2.69989
2022-09-23,2.33857
2022-09-24,0.84978
2022-09-25,0.92673
2022-09-26,3.06122
2022-09-27,3.28203
2022-09-28,4.07159
2022-09-29,2.51923
2022-09-30,2.7735
2022-10-01,1.08732
2022-10-02,1.11408
2022-10-03,1.9371
2022-10-04,3.48611
2022-10-05,3.35898
2022-10-06,2.97758
2022-10-07,2.85714
2022-10-08,1.05051
2022-10-09,0.97691
2022-10-10,1.28471
2022-10-11,3.08464
2022-10-12,3.05118
2022-10-13,2.66309
2022-10-14,2.87721
2022-10-15,1.06724
2022-10-16,1.26463
2022-10-17,3.60655
2022-10-18,3.01438
2022-10-19,2.98093
2022-10-20,2.70324
2022-10-21,2.4657
2022-10-22,1.16761
2022-10-23,1.11743
2022-10-24,3.10471
2022-10-25,3.22181
2022-10-26,3.02107
2022-10-27,2.76346
2022-10-28,2.63967
2022-10-29,0.9836
2022-10-30,1.07393
2022-10-31,2.8103
2022-11-01,3.1114
2022-11-02,3.09802
2022-11-03,3.17497
2022-11-04,2.48578
2022-11-05,1.07059
2022-11-06,1.0639
2022-11-07,2.86383
2022-11-08,3.59317
2022-11-09,3.56641
2022-11-10,3.09802
2022-11-11,3.78052
2022-11-12,1.32485
2022-11-13,1.42857
2022-11-14,3.86416
2022-11-15,4.28571
2022-11-16,3.61324
2022-11-17,5.08531
2022-11-18,2.53596
2022-11-19,1.16092
2022-11-20,1.17096
2022-11-21,2.60622
2022-11-22,2.53596
2022-11-23,2.6932
2022-11-24,2.76346
2022-11-25,2.76012
2022-11-26,1.1375
2022-11-27,1.13081
2022-11-28,2.97423
2022-11-29,2.83706
2022-11-30,2.9274
2022-12-01,3.17162
2022-12-02,2.55269
2022-12-03,0.88992
2022-12-04,1.19437
2022-12-05,2.65975
2022-12-06,2.46905
2022-12-07,2.50585
2022-12-08,2.29842
2022-12-09,2.40214
2022-12-10,0.9836
2022-12-11,1.15088
2022-12-12,2.90732
2022-12-13,2.75677
2022-12-14,2.91401
2022-12-15,2.54934
2022-12-16,2.99431
2022-12-17,1.08397
2022-12-18,1.15423
2022-12-19,2.73335
2022-12-20,2.79692
2022-12-21,3.04115
2022-12-22,2.63298
2022-12-23,2.55269
2022-12-24,1.00702
2022-12-25,1.04048
2022-12-26,2.90732
2022-12-27,2.8839
2022-12-28,3.33221
2022-12-29,3.17497
2022-12-30,3.50284
2022-12-31,1.05051
2023-01-01,1.19772
2023-01-02,3.68685
2023-01-03,2.95416
2023-01-04,2.79692
2023-01-05,2.95416
2023-01-06,2.87721
2023-01-07,1.50886
2023-01-08,1.22448
2023-01-09,3.26865
2023-01-10,3.38909
2023-01-11,3.26865
2023-01-12,2.89729
2023-01-13,3.06791
2023-01-14,1.44864
2023-01-15,1.63265
2023-01-16,3.4192
2023-01-17,3.15155
2023-01-18,3.17497
2023-01-19,2.91736
2023-01-20,2.56273
2023-01-21,1.37504
2023-01-22,1.23452
2023-01-23,1.38507
2023-01-24,2.07092
2023-01-25,5.13549
2023-01-26,4.19538
2023-01-27,4.03144
2023-01-28,1.78989
2023-01-29,1.83004
2023-01-30,3.9913
2023-01-31,3.73703
2023-02-01,3.96788
2023-02-02,4.25225
2023-02-03,3.78052
2023-02-04,1.6293
2023-02-05,1.74305
2023-02-06,3.96453
2023-02-07,3.86416
2023-02-08,4.25225
2023-02-09,12.01405
2023-02-10,6.25627
2023-02-11,1.85011
2023-02-12,1.69287
2023-02-13,3.99799
2023-02-14,3.7203
2023-02-15,3.46938
2023-02-16,3.92773
2023-02-17,3.95115
2023-02-18,1.71963
2023-02-19,1.60588
2023-02-20,7.11943
2023-02-21,4.37604
2023-02-22,4.15189
2023-02-23,3.5296
2023-02-24,3.31214
2023-02-25,1.53228
2023-02-26,1.57912
2023-02-27,3.88089
2023-02-28,3.8006
2023-03-01,2.27166
2023-03-02,3.72365
2023-03-03,3.73034
2023-03-04,1.50886
2023-03-05,1.63934
2023-03-06,4.05486
2023-03-07,4.08497
2023-03-08,3.78721
2023-03-09,3.64001
2023-03-10,3.43593
2023-03-11,1.25125
2023-03-12,1.63934
2023-03-13,3.6099
2023-03-14,3.37905
2023-03-15,3.33221
2023-03-16,3.87755
2023-03-17,3.37905
2023-03-18,1.31482
2023-03-19,1.46871
2023-03-20,3.39578
2023-03-21,3.62328
2023-03-22,4.182
2023-03-23,3.98461
2023-03-24,3.92438
2023-03-25,1.67614
2023-03-26,1.78655
2023-03-27,4.42622
2023-03-28,3.87085
2023-03-29,4.02475
2023-03-30,3.89093
2023-03-31,3.92104
2023-04-01,1.98059
2023-04-02,2.30846
2023-04-03,4.9381
2023-04-04,5.18568
2023-04-05,5.40983
2023-04-06,4.77751
2023-04-07,4.72064
2023-04-08,2.07427
2023-04-09,2.0107
2023-04-10,5.71428
2023-04-11,6.00869
2023-04-12,5.8916
2023-04-13,5.13215
2023-04-14,4.83104
2023-04-15,2.04081
2023-04-16,2.09769
2023-04-17,5.40983
2023-04-18,5.79123
2023-04-19,5.15557
2023-04-20,4.65038
2023-04-21,4.37604
2023-04-22,1.4754
2023-04-23,1.79658
2023-04-24,3.90097
2023-04-25,4.35262
2023-04-26,3.87085
2023-04-27,3.96788
2023-04-28,4.41953
2023-04-29,1.54901
2023-04-30,1.31147
2023-05-01,2.80026
2023-05-02,4.41953
2023-05-03,4.76078
2023-05-04,3.83405
2023-05-05,2.16794
2023-05-06,1.72298
2023-05-07,1.83673
2023-05-08,4.53997
2023-05-09,4.20876
2023-05-10,3.56306
2023-05-11,3.78387
2023-05-12,3.10806
2023-05-13,1.27801
2023-05-14,1.37838
2023-05-15,3.60655
2023-05-16,3.43927
2023-05-17,3.80394
2023-05-18,3.57979
2023-05-19,4.27902
2023-05-20,1.54901
2023-05-21,1.52224
2023-05-22,4.10505
2023-05-23,3.95784
2023-05-24,3.87085
2023-05-25,4.52994
2023-05-26,4.28571
2023-05-27,1.52893
2023-05-28,1.46871
2023-05-29,2.02074
