date,SCHD주가
2022-09-23,17.36453
2022-09-24,12.56157
2022-09-25,6.65024
2022-09-26,13.42364
2022-09-27,17.11822
2022-09-28,21.67487
2022-09-29,20.32019
2022-09-30,21.92118
2022-10-01,11.82266
2022-10-02,7.51231
2022-10-03,10.34482
2022-10-04,12.68472
2022-10-05,11.20689
2022-10-06,11.6995
2022-10-07,9.97536
2022-10-08,9.72906
2022-10-09,6.03448
2022-10-10,8.00492
2022-10-11,13.66995
2022-10-12,14.65517
2022-10-13,10.96059
2022-10-14,12.19211
2022-10-15,8.62068
2022-10-16,4.55665
2022-10-17,6.77339
2022-10-18,10.22167
2022-10-19,11.4532
2022-10-20,10.59113
2022-10-21,10.22167
2022-10-22,11.94581
2022-10-23,4.18719
2022-10-24,8.86699
2022-10-25,12.68472
2022-10-26,11.08374
2022-10-27,9.72906
2022-10-28,9.97536
2022-10-29,9.1133
2022-10-30,3.07881
2022-10-31,6.15763
2022-11-01,10.09852
2022-11-02,12.93103
2022-11-03,10.34482
2022-11-04,9.85221
2022-11-05,7.75862
2022-11-06,4.06403
2022-11-07,4.43349
2022-11-08,9.85221
2022-11-09,12.06896
2022-11-10,11.57635
2022-11-11,15.51724
2022-11-12,11.94581
2022-11-13,7.14285
2022-11-14,8.62068
2022-11-15,13.42364
2022-11-16,14.16256
2022-11-17,12.19211
2022-11-18,10.59113
2022-11-19,8.12807
2022-11-20,4.55665
2022-11-21,8.00492
2022-11-22,13.05418
2022-11-23,12.93103
2022-11-24,8.74384
2022-11-25,7.266
2022-11-26,9.48275
2022-11-27,4.6798
2022-11-28,8.12807
2022-11-29,9.97536
2022-11-30,14.0394
2022-12-01,14.40886
2022-12-02,13.30049
2022-12-03,8.37438
2022-12-04,6.52709
2022-12-05,7.38916
2022-12-06,15.39408
2022-12-07,16.00985
2022-12-08,14.53201
2022-12-09,12.56157
2022-12-10,7.38916
2022-12-11,7.14285
2022-12-12,11.20689
2022-12-13,16.62561
2022-12-14,13.7931
2022-12-15,19.45812
2022-12-16,18.59605
2022-12-17,14.77832
2022-12-18,14.65517
2022-12-19,11.57635
2022-12-20,15.51724
2022-12-21,14.40886
2022-12-22,15.64039
2022-12-23,19.95073
2022-12-24,13.91625
2022-12-25,10.34482
2022-12-26,11.20689
2022-12-27,11.6995
2022-12-28,17.11822
2022-12-29,17.73399
2022-12-30,11.33004
2022-12-31,9.48275
2023-01-01,7.14285
2023-01-02,8.49753
2023-01-03,11.6995
2023-01-04,19.95073
2023-01-05,15.39408
2023-01-06,13.42364
2023-01-07,14.77832
2023-01-08,7.88177
2023-01-09,11.94581
2023-01-10,16.62561
2023-01-11,15.02463
2023-01-12,15.88669
2023-01-13,14.53201
2023-01-14,17.48768
2023-01-15,9.85221
2023-01-16,9.85221
2023-01-17,13.17733
2023-01-18,19.08866
2023-01-19,19.33497
2023-01-20,20.93596
2023-01-21,16.37931
2023-01-22,7.38916
2023-01-23,12.68472
2023-01-24,21.18226
2023-01-25,22.04433
2023-01-26,21.55172
2023-01-27,20.5665
2023-01-28,14.77832
2023-01-29,16.37931
2023-01-30,17.24137
2023-01-31,17.61083
2023-02-01,26.23152
2023-02-02,32.63546
2023-02-03,24.26108
2023-02-04,40.14778
2023-02-05,31.40394
2023-02-06,24.87684
2023-02-07,33.00492
2023-02-08,33.49753
2023-02-09,29.9261
2023-02-10,30.04926
2023-02-11,26.72413
2023-02-12,16.87192
2023-02-13,19.21182
2023-02-14,24.63054
2023-02-15,31.40394
2023-02-16,23.64532
2023-02-17,21.05911
2023-02-18,18.10344
2023-02-19,19.33497
2023-02-20,14.77832
2023-02-21,19.33497
2023-02-22,25.36945
2023-02-23,22.53694
2023-02-24,24.01477
2023-02-25,19.21182
2023-02-26,11.57635
2023-02-27,12.80788
2023-02-28,22.29064
2023-03-01,25.61576
2023-03-02,23.64532
2023-03-03,25.36945
2023-03-04,21.79802
2023-03-05,12.68472
2023-03-06,15.02463
2023-03-07,20.8128
2023-03-08,20.44334
2023-03-09,22.53694
2023-03-10,24.01477
2023-03-11,22.78325
2023-03-12,12.56157
2023-03-13,20.44334
2023-03-14,39.0394
2023-03-15,28.81773
2023-03-16,33.49753
2023-03-17,36.6995
2023-03-18,30.78817
2023-03-19,16.00985
2023-03-20,24.38423
2023-03-21,28.07881
2023-03-22,26.84729
2023-03-23,40.14778
2023-03-24,32.63546
2023-03-25,22.9064
2023-03-26,14.77832
2023-03-27,17.98029
2023-03-28,32.38916
2023-03-29,28.81773
2023-03-30,40.02463
2023-03-31,34.60591
2023-04-01,24.63054
2023-04-02,16.133
2023-04-03,22.04433
2023-04-04,29.55665
2023-04-05,29.31034
2023-04-06,21.18226
2023-04-07,23.02955
2023-04-08,10.34482
2023-04-09,8.99014
2023-04-10,18.4729
2023-04-11,23.76847
2023-04-12,20.44334
2023-04-13,22.16748
2023-04-14,22.16748
2023-04-15,17.61083
2023-04-16,11.33004
2023-04-17,16.87192
2023-04-18,25.73891
2023-04-19,21.79802
2023-04-20,19.70443
2023-04-21,18.71921
2023-04-22,14.0394
2023-04-23,10.22167
2023-04-24,11.94581
2023-04-25,23.1527
2023-04-26,22.53694
2023-04-27,37.19211
2023-04-28,26.72413
2023-04-29,19.33497
2023-04-30,10.09852
2023-05-01,13.7931
2023-05-02,25.98522
2023-05-03,30.17241
2023-05-04,34.72906
2023-05-05,38.05418
2023-05-06,24.01477
2023-05-07,12.68472
2023-05-08,23.39901
2023-05-09,36.33004
2023-05-10,33.25123
2023-05-11,43.96551
2023-05-12,43.34975
2023-05-13,26.35467
2023-05-14,13.91625
2023-05-15,28.07881
2023-05-16,36.57635
2023-05-17,44.70443
2023-05-18,38.05418
2023-05-19,38.05418
2023-05-20,24.13793
2023-05-21,16.37931
2023-05-22,27.09359
2023-05-23,38.05418
2023-05-24,32.88177
2023-05-25,39.28571
2023-05-26,47.9064
2023-05-27,29.6798
2023-05-28,19.45812
2023-05-29,23.89162
2023-05-30,36.20689
2023-05-31,48.76847
2023-06-01,46.67487
2023-06-02,41.25615
2023-06-03,37.56157
2023-06-04,16.74876
2023-06-05,26.84729
2023-06-06,39.28571
2023-06-07,45.07389
2023-06-08,44.33497
2023-06-09,41.37931
2023-06-10,28.94088
2023-06-11,14.16256
2023-06-12,29.80295
2023-06-13,50.36945
2023-06-14,40.27093
2023-06-15,46.05911
2023-06-16,47.29064
2023-06-17,25.98522
2023-06-18,14.40886
2023-06-19,22.04433
2023-06-20,39.53201
2023-06-21,40.51724
2023-06-22,35.22167
2023-06-23,38.42364
2023-06-24,21.79802
2023-06-25,13.54679
2023-06-26,31.28078
2023-06-27,44.82758
2023-06-28,42.48768
2023-06-29,38.66995
2023-06-30,34.72906
2023-07-01,27.95566
2023-07-02,15.27093
2023-07-03,23.89162
2023-07-04,33.62068
2023-07-05,28.57142
2023-07-06,41.133
2023-07-07,35.96059
2023-07-08,24.50738
2023-07-09,12.68472
2023-07-10,27.83251
2023-07-11,39.53201
2023-07-12,41.133
2023-07-13,44.33497
2023-07-14,47.78325
2023-07-15,33.74384
2023-07-16,23.39901
2023-07-17,41.74876
2023-07-18,62.93103
2023-07-19,65.14778
2023-07-20,58.49753
2023-07-21,55.66502
2023-07-22,37.56157
2023-07-23,23.89162
2023-07-24,38.30049
2023-07-25,51.97044
2023-07-26,46.05911
2023-07-27,48.89162
2023-07-28,42.85714
2023-07-29,33.25123
2023-07-30,15.64039
2023-07-31,30.78817
2023-08-01,39.90147
2023-08-02,40.02463
2023-08-03,50.61576
2023-08-04,45.8128
2023-08-05,34.97536
2023-08-06,23.1527
2023-08-07,33.99014
2023-08-08,54.55665
2023-08-09,49.50738
2023-08-10,54.18719
2023-08-11,45.44334
2023-08-12,39.28571
2023-08-13,28.69458
2023-08-14,47.78325
2023-08-15,68.2266
2023-08-16,61.33004
2023-08-17,59.3596
2023-08-18,55.17241
2023-08-19,43.84236
2023-08-20,31.65024
2023-08-21,37.56157
2023-08-22,58.99014
2023-08-23,50.98522
2023-08-24,51.10837
2023-08-25,50.73891
2023-08-26,40.27093
2023-08-27,26.72413
2023-08-28,43.10344
2023-08-29,52.21674
2023-08-30,51.97044
2023-08-31,44.95073
2023-09-01,46.18226
2023-09-02,33.12807
2023-09-03,28.94088
2023-09-04,35.83743
2023-09-05,51.23152
2023-09-06,58.99014
2023-09-07,52.70935
2023-09-08,50.2463
2023-09-09,34.1133
2023-09-10,26.60098
2023-09-11,32.63546
2023-09-12,41.50246
2023-09-13,33.99014
2023-09-14,38.66995
2023-09-15,38.91625
2023-09-16,27.70935
2023-09-17,16.00985
2023-09-18,28.07881
2023-09-19,39.65517
2023-09-20,42.61083
2023-09-21,44.33497
2023-09-22,44.08866
2023-09-23,32.63546
2023-09-24,20.8128
2023-09-25,33.00492
2023-09-26,47.04433
2023-09-27,48.52216
2023-09-28,33.49753
2023-09-29,28.44827
2023-09-30,29.18719
2023-10-01,16.133
2023-10-02,20.07389
2023-10-03,50.12315
2023-10-04,57.0197
2023-10-05,54.80295
2023-10-06,47.41379
2023-10-07,35.34482
2023-10-08,19.45812
2023-10-09,27.5862
2023-10-10,45.93596
2023-10-11,49.50738
2023-10-12,38.7931
2023-10-13,34.1133
2023-10-14,23.52216
2023-10-15,14.16256
2023-10-16,27.09359
2023-10-17,38.91625
2023-10-18,34.23645
2023-10-19,41.50246
2023-10-20,41.133
2023-10-21,24.87684
2023-10-22,16.133
2023-10-23,28.32512
2023-10-24,47.04433
2023-10-25,46.42857
2023-10-26,48.02955
2023-10-27,46.55172
2023-10-28,49.01477
2023-10-29,21.92118
2023-10-30,48.39901
2023-10-31,53.94088
2023-11-01,52.46305
2023-11-02,57.0197
2023-11-03,50.12315
2023-11-04,41.00985
2023-11-05,28.94088
2023-11-06,40.88669
2023-11-07,47.66009
2023-11-08,49.26108
2023-11-09,50.98522
2023-11-10,45.32019
2023-11-11,37.06896
2023-11-12,23.02955
2023-11-13,27.95566
2023-11-14,50.86206
2023-11-15,60.46798
2023-11-16,55.41871
2023-11-17,48.02955
2023-11-18,36.94581
2023-11-19,25.12315
2023-11-20,39.77832
2023-11-21,57.51231
2023-11-22,57.38916
2023-11-23,51.97044
2023-11-24,39.53201
2023-11-25,33.49753
2023-11-26,24.38423
2023-11-27,36.94581
2023-11-28,47.41379
2023-11-29,45.5665
2023-11-30,57.266
2023-12-01,54.9261
2023-12-02,45.8128
2023-12-03,34.97536
2023-12-04,49.50738
2023-12-05,71.30541
2023-12-06,67.98029
2023-12-07,65.39408
2023-12-08,52.3399
2023-12-09,38.05418
2023-12-10,29.31034
2023-12-11,42.24137
2023-12-12,73.89162
2023-12-13,100.0
2023-12-14,87.43842
2023-12-15,89.40886
2023-12-16,53.69458
2023-12-17,39.53201
2023-12-18,49.63054
2023-12-19,77.09359
2023-12-20,76.10837
2023-12-21,61.6995
2023-12-22,60.46798
2023-12-23,48.39901
2023-12-24,25.86206
2023-12-25,24.38423
2023-12-26,46.05911
2023-12-27,64.90147
2023-12-28,61.20689
2023-12-29,48.76847
2023-12-30,35.83743
2023-12-31,22.66009
2024-01-01,29.31034
2024-01-02,41.50246
2024-01-03,63.42364
2024-01-04,63.42364
2024-01-05,55.91133
2024-01-06,45.93596
2024-01-07,24.26108
2024-01-08,37.19211
2024-01-09,62.06896
2024-01-10,58.49753
2024-01-11,57.75862
2024-01-12,49.75369
2024-01-13,39.77832
2024-01-14,25.2463
2024-01-15,40.39408
2024-01-16,44.08866
2024-01-17,59.85221
2024-01-18,50.73891
2024-01-19,54.31034
2024-01-20,47.16748
2024-01-21,26.72413
2024-01-22,46.92118
2024-01-23,63.05418
2024-01-24,65.27093
2024-01-25,65.76354
2024-01-26,55.78817
2024-01-27,39.90147
2024-01-28,30.04926
2024-01-29,41.87192
2024-01-30,50.73891
2024-01-31,59.97536
2024-02-01,62.31527
2024-02-02,63.05418
2024-02-03,52.70935
2024-02-04,29.06403
2024-02-05,51.35467
2024-02-06,66.99507
2024-02-07,65.39408
2024-02-08,64.16256
2024-02-09,56.89655
2024-02-10,53.94088
2024-02-11,37.56157
2024-02-12,46.79802
2024-02-13,78.07881
2024-02-14,67.48768
2024-02-15,66.99507
2024-02-16,67.73399
2024-02-17,51.72413
2024-02-18,30.78817
2024-02-19,41.37931
2024-02-20,52.5862
2024-02-21,63.17733
2024-02-22,64.77832
2024-02-23,72.78325
2024-02-24,49.63054
2024-02-25,34.85221
2024-02-26,45.07389
2024-02-27,70.5665
2024-02-28,62.06896
2024-02-29,56.52709
2024-03-01,55.66502
2024-03-02,55.29556
2024-03-03,32.63546
2024-03-04,49.01477
2024-03-05,70.5665
2024-03-06,77.70935
2024-03-07,75.0
2024-03-08,67.98029
2024-03-09,59.97536
2024-03-10,50.73891
2024-03-11,56.77339
2024-03-12,82.88177
2024-03-13,81.28078
2024-03-14,84.60591
2024-03-15,73.02955
2024-03-16,51.84729
2024-03-17,36.20689
2024-03-18,60.71428
2024-03-19,77.09359
2024-03-20,86.33004
