date,다이렉트자동차보험비교견적
2023-05-29,9.34579
2023-05-30,16.26168
2023-05-31,16.44859
2023-06-01,15.3271
2023-06-02,15.3271
2023-06-03,7.28971
2023-06-04,7.1028
2023-06-05,17.00934
2023-06-06,8.03738
2023-06-07,14.01869
2023-06-08,15.3271
2023-06-09,13.45794
2023-06-10,4.85981
2023-06-11,6.54205
2023-06-12,16.63551
2023-06-13,14.76635
2023-06-14,15.14018
2023-06-15,16.26168
2023-06-16,11.58878
2023-06-17,5.04672
2023-06-18,4.67289
2023-06-19,12.52336
2023-06-20,15.70093
2023-06-21,13.27102
2023-06-22,11.02803
2023-06-23,13.83177
2023-06-24,2.99065
2023-06-25,7.47663
2023-06-26,15.88785
2023-06-27,15.88785
2023-06-28,12.89719
2023-06-29,12.52336
2023-06-30,11.58878
2023-07-01,6.54205
2023-07-02,6.16822
2023-07-03,13.83177
2023-07-04,15.70093
2023-07-05,12.52336
2023-07-06,18.31775
2023-07-07,11.58878
2023-07-08,5.60747
2023-07-09,5.04672
2023-07-10,14.01869
2023-07-11,14.01869
2023-07-12,17.19626
2023-07-13,17.38317
2023-07-14,12.33644
2023-07-15,4.48598
2023-07-16,6.72897
2023-07-17,14.2056
2023-07-18,13.08411
2023-07-19,11.58878
2023-07-20,9.90654
2023-07-21,10.09345
2023-07-22,7.47663
2023-07-23,8.41121
2023-07-24,11.40186
2023-07-25,12.52336
2023-07-26,13.08411
2023-07-27,17.19626
2023-07-28,13.45794
2023-07-29,6.16822
2023-07-30,11.40186
2023-07-31,16.26168
2023-08-01,17.00934
2023-08-02,17.57009
2023-08-03,12.52336
2023-08-04,13.45794
2023-08-05,8.41121
2023-08-06,6.72897
2023-08-07,16.26168
2023-08-08,12.33644
2023-08-09,9.34579
2023-08-10,14.57943
2023-08-11,12.33644
2023-08-12,4.29906
2023-08-13,7.28971
2023-08-14,15.51401
2023-08-15,6.35514
2023-08-16,12.14953
2023-08-17,17.38317
2023-08-18,17.57009
2023-08-19,8.97196
2023-08-20,9.53271
2023-08-21,20.74766
2023-08-22,11.96261
2023-08-23,13.08411
2023-08-24,11.21495
2023-08-25,9.34579
2023-08-26,2.24299
2023-08-27,5.04672
2023-08-28,12.71028
2023-08-29,9.34579
2023-08-30,10.46728
2023-08-31,9.71962
2023-09-01,9.15887
2023-09-02,5.79439
2023-09-03,5.9813
2023-09-04,17.00934
2023-09-05,13.64485
2023-09-06,12.71028
2023-09-07,14.2056
2023-09-08,16.07476
2023-09-09,4.11214
2023-09-10,5.60747
2023-09-11,16.63551
2023-09-12,14.01869
2023-09-13,15.70093
2023-09-14,11.96261
2023-09-15,13.64485
2023-09-16,6.16822
2023-09-17,9.34579
2023-09-18,12.52336
2023-09-19,11.21495
2023-09-20,18.69158
2023-09-21,14.39252
2023-09-22,10.84112
2023-09-23,6.35514
2023-09-24,5.23364
2023-09-25,16.26168
2023-09-26,9.71962
2023-09-27,7.66355
2023-09-28,5.04672
2023-09-29,2.80373
2023-09-30,4.48598
2023-10-01,2.61682
2023-10-02,3.73831
2023-10-03,5.79439
2023-10-04,15.70093
2023-10-05,14.95327
2023-10-06,14.01869
2023-10-07,6.16822
2023-10-08,6.54205
2023-10-09,7.66355
2023-10-10,16.63551
2023-10-11,13.64485
2023-10-12,14.39252
2023-10-13,12.71028
2023-10-14,4.48598
2023-10-15,6.16822
2023-10-16,16.26168
2023-10-17,16.26168
2023-10-18,16.07476
2023-10-19,15.14018
2023-10-20,9.15887
2023-10-21,5.04672
2023-10-22,4.29906
2023-10-23,15.51401
2023-10-24,14.95327
2023-10-25,14.39252
2023-10-26,14.57943
2023-10-27,16.44859
2023-10-28,9.90654
2023-10-29,8.03738
2023-10-30,14.01869
2023-10-31,13.08411
2023-11-01,14.39252
2023-11-02,12.33644
2023-11-03,11.58878
2023-11-04,5.23364
2023-11-05,6.16822
2023-11-06,13.27102
2023-11-07,15.14018
2023-11-08,16.82242
2023-11-09,13.83177
2023-11-10,10.09345
2023-11-11,3.5514
2023-11-12,6.72897
2023-11-13,15.14018
2023-11-14,14.01869
2023-11-15,12.14953
2023-11-16,14.95327
2023-11-17,11.02803
2023-11-18,7.28971
2023-11-19,10.28037
2023-11-20,17.00934
2023-11-21,17.757
2023-11-22,15.14018
2023-11-23,12.52336
2023-11-24,12.52336
2023-11-25,5.23364
2023-11-26,5.9813
2023-11-27,17.94392
2023-11-28,15.51401
2023-11-29,13.83177
2023-11-30,13.64485
2023-12-01,10.6542
2023-12-02,6.54205
2023-12-03,4.67289
2023-12-04,21.12149
2023-12-05,13.08411
2023-12-06,17.757
2023-12-07,10.84112
2023-12-08,11.21495
2023-12-09,8.03738
2023-12-10,5.42056
2023-12-11,16.82242
2023-12-12,14.57943
2023-12-13,14.95327
2023-12-14,11.58878
2023-12-15,9.53271
2023-12-16,5.23364
2023-12-17,4.85981
2023-12-18,14.57943
2023-12-19,12.89719
2023-12-20,15.14018
2023-12-21,11.21495
2023-12-22,12.33644
2023-12-23,6.72897
2023-12-24,3.5514
2023-12-25,4.67289
2023-12-26,18.50467
2023-12-27,9.90654
2023-12-28,12.52336
2023-12-29,7.85046
2023-12-30,5.23364
2023-12-31,6.54205
2024-01-01,4.48598
2024-01-02,10.6542
2024-01-03,13.64485
2024-01-04,16.07476
2024-01-05,12.52336
2024-01-06,3.92523
2024-01-07,5.79439
2024-01-08,18.8785
2024-01-09,14.01869
2024-01-10,14.2056
2024-01-11,11.96261
2024-01-12,31.21495
2024-01-13,25.42056
2024-01-14,23.5514
2024-01-15,51.21495
2024-01-16,45.79439
2024-01-17,27.28971
2024-01-18,40.56074
2024-01-19,93.27102
2024-01-20,75.51401
2024-01-21,51.7757
2024-01-22,74.2056
2024-01-23,74.2056
2024-01-24,74.01869
2024-01-25,70.6542
2024-01-26,91.7757
2024-01-27,83.73831
2024-01-28,87.47663
2024-01-29,100.0
2024-01-30,97.57009
2024-01-31,83.17757
2024-02-01,80.0
2024-02-02,63.92523
2024-02-03,48.03738
2024-02-04,46.35514
2024-02-05,59.06542
2024-02-06,60.56074
2024-02-07,73.08411
2024-02-08,74.01869
2024-02-09,76.26168
2024-02-10,75.14018
2024-02-11,76.07476
2024-02-12,81.12149
2024-02-13,75.88785
2024-02-14,74.2056
2024-02-15,79.06542
2024-02-16,75.51401
2024-02-17,77.57009
2024-02-18,77.38317
2024-02-19,78.8785
2024-02-20,79.62616
2024-02-21,77.57009
2024-02-22,70.09345
2024-02-23,66.54205
2024-02-24,57.38317
2024-02-25,65.60747
2024-02-26,68.78504
2024-02-27,65.42056
2024-02-28,52.71028
2024-02-29,58.13084
2024-03-01,74.57943
2024-03-02,50.28037
2024-03-03,24.67289
2024-03-04,54.01869
2024-03-05,59.43925
2024-03-06,59.06542
2024-03-07,68.78504
2024-03-08,62.99065
2024-03-09,50.46728
2024-03-10,55.88785
2024-03-11,50.84112
2024-03-12,68.22429
2024-03-13,63.17757
2024-03-14,57.57009
2024-03-15,59.62616
2024-03-16,54.01869
2024-03-17,58.13084
2024-03-18,62.05607
2024-03-19,57.94392
2024-03-20,58.50467
