date,씨아이에스주가
2020-09-21,8.14975
2020-09-22,8.05844
2020-09-23,10.22714
2020-09-24,8.49218
2020-09-25,8.51881
2020-09-26,1.40014
2020-09-27,1.01206
2020-09-28,8.28292
2020-09-29,7.07301
2020-09-30,0.7267
2020-10-01,0.49842
2020-10-02,0.45276
2020-10-03,0.60875
2020-10-04,0.66582
2020-10-05,6.43762
2020-10-06,6.47566
2020-10-07,5.61579
2020-10-08,5.1402
2020-10-09,0.49081
2020-10-10,0.4033
2020-10-11,0.43754
2020-10-12,4.16619
2020-10-13,5.81364
2020-10-14,4.53144
2020-10-15,4.1738
2020-10-16,3.84659
2020-10-17,0.3234
2020-10-18,0.27394
2020-10-19,4.21945
2020-10-20,4.07107
2020-10-21,3.81235
2020-10-22,3.88844
2020-10-23,3.47372
2020-10-24,0.25491
2020-10-25,0.25872
2020-10-26,3.40143
2020-10-27,3.70581
2020-10-28,3.80854
2020-10-29,4.09009
2020-10-30,3.6145
2020-10-31,0.33481
2020-11-01,0.22067
2020-11-02,4.00639
2020-11-03,4.39447
2020-11-04,4.15097
2020-11-05,4.02541
2020-11-06,3.81995
2020-11-07,0.4033
2020-11-08,0.55549
2020-11-09,5.55111
2020-11-10,4.22326
2020-11-11,4.23467
2020-11-12,3.56884
2020-11-13,3.47372
2020-11-14,0.39188
2020-11-15,0.38047
2020-11-16,4.78255
2020-11-17,3.91127
2020-11-18,4.83202
2020-11-19,3.62972
2020-11-20,3.96453
2020-11-21,0.31198
2020-11-22,0.28916
2020-11-23,4.14336
2020-11-24,4.02541
2020-11-25,3.99117
2020-11-26,4.05585
2020-11-27,3.96834
2020-11-28,0.76855
2020-11-29,0.51744
2020-11-30,4.15097
2020-12-01,3.371
2020-12-02,3.33295
2020-12-03,3.26446
2020-12-04,3.43568
2020-12-05,0.50603
2020-12-06,0.60875
2020-12-07,3.72484
2020-12-08,3.94551
2020-12-09,5.16683
2020-12-10,5.72613
2020-12-11,5.98485
2020-12-12,1.65125
2020-12-13,1.20229
2020-12-14,9.30259
2020-12-15,6.73439
2020-12-16,7.3089
2020-12-17,6.87516
2020-12-18,6.49469
2020-12-19,1.31644
2020-12-20,0.85226
2020-12-21,21.28752
2020-12-22,33.2306
2020-12-23,25.78092
2020-12-24,21.81257
2020-12-25,4.61134
2020-12-26,3.83137
2020-12-27,4.10911
2020-12-28,17.50561
2020-12-29,18.55952
2020-12-30,17.07948
2020-12-31,3.72864
2021-01-01,2.4959
2021-01-02,2.46166
2021-01-03,3.97595
2021-01-04,18.22851
2021-01-05,15.8962
2021-01-06,14.96024
2021-01-07,24.35034
2021-01-08,25.08846
2021-01-09,7.86439
2021-01-10,8.98299
2021-01-11,43.21804
2021-01-12,31.42335
2021-01-13,34.13613
2021-01-14,48.14899
2021-01-15,48.44195
2021-01-16,10.88536
2021-01-17,9.51185
2021-01-18,74.45497
2021-01-19,93.97709
2021-01-20,73.65217
2021-01-21,62.88094
2021-01-22,52.39888
2021-01-23,10.78263
2021-01-24,9.15801
2021-01-25,44.53829
2021-01-26,36.00426
2021-01-27,59.87139
2021-01-28,48.06909
2021-01-29,45.31446
2021-01-30,6.98169
2021-01-31,6.08378
2021-02-01,39.94597
2021-02-02,40.94281
2021-02-03,35.37267
2021-02-04,34.15135
2021-02-05,41.68854
2021-02-06,6.65068
2021-02-07,5.91637
2021-02-08,29.95472
2021-02-09,31.80002
2021-02-10,29.43347
2021-02-11,5.89354
2021-02-12,5.41795
2021-02-13,4.52003
2021-02-14,5.69189
2021-02-15,30.88688
2021-02-16,27.6148
2021-02-17,24.27044
2021-02-18,25.14172
2021-02-19,22.83985
2021-02-20,3.83517
2021-02-21,3.59547
2021-02-22,21.88867
2021-02-23,28.44043
2021-02-24,30.07267
2021-02-25,26.40109
2021-02-26,20.44287
2021-02-27,3.57265
2021-02-28,3.65635
2021-03-01,4.69885
2021-03-02,22.92356
2021-03-03,20.12707
2021-03-04,17.95457
2021-03-05,16.96914
2021-03-06,3.26066
2021-03-07,3.35958
2021-03-08,19.53734
2021-03-09,20.27165
2021-03-10,19.72377
2021-03-11,19.47646
2021-03-12,18.67747
2021-03-13,2.54537
2021-03-14,2.62527
2021-03-15,15.24179
2021-03-16,21.38264
2021-03-17,18.3046
2021-03-18,18.58996
2021-03-19,18.02686
2021-03-20,4.28033
2021-03-21,3.92268
2021-03-22,17.20503
2021-03-23,14.60639
2021-03-24,14.20309
2021-03-25,35.04166
2021-03-26,25.26728
2021-03-27,3.19598
2021-03-28,2.94867
2021-03-29,17.48658
2021-03-30,16.5354
2021-03-31,15.93425
2021-04-01,14.91077
2021-04-02,16.02937
2021-04-03,3.18456
2021-04-04,2.30947
2021-04-05,14.65586
2021-04-06,14.48084
2021-04-07,14.13461
2021-04-08,13.1644
2021-04-09,13.59433
2021-04-10,2.29806
2021-04-11,2.20294
2021-04-12,15.0097
2021-04-13,15.00589
2021-04-14,14.59118
2021-04-15,12.72305
2021-04-16,12.71924
2021-04-17,2.62527
2021-04-18,2.5758
2021-04-19,14.12319
2021-04-20,12.32355
2021-04-21,11.18974
2021-04-22,12.09146
2021-04-23,12.14473
2021-04-24,2.64049
2021-04-25,2.77365
2021-04-26,13.55629
2021-04-27,18.88292
2021-04-28,13.51443
2021-04-29,13.04645
2021-04-30,11.69957
2021-05-01,1.99368
2021-05-02,1.53331
2021-05-03,12.18277
2021-05-04,15.85435
2021-05-05,3.07042
2021-05-06,14.09656
2021-05-07,10.61142
2021-05-08,1.80725
2021-05-09,2.11163
2021-05-10,14.01286
2021-05-11,10.77883
2021-05-12,10.20431
2021-05-13,9.66023
2021-05-14,10.46303
2021-05-15,2.33991
2021-05-16,2.65951
2021-05-17,11.94308
2021-05-18,10.49727
2021-05-19,2.54917
2021-05-20,10.47825
2021-05-21,12.60891
2021-05-22,1.97085
2021-05-23,1.84529
2021-05-24,9.91515
2021-05-25,10.37172
2021-05-26,11.55119
2021-05-27,12.00776
2021-05-28,11.35334
2021-05-29,1.64745
2021-05-30,1.27839
2021-05-31,10.24997
2021-06-01,10.96526
2021-06-02,11.57782
2021-06-03,12.67739
2021-06-04,10.2804
2021-06-05,1.27839
2021-06-06,1.33546
2021-06-07,10.55435
2021-06-08,12.88285
2021-06-09,23.23555
2021-06-10,13.42312
2021-06-11,13.03123
2021-06-12,2.42361
2021-06-13,2.0926
2021-06-14,11.19354
2021-06-15,9.3178
2021-06-16,9.53468
2021-06-17,9.52707
2021-06-18,9.35966
2021-06-19,1.4496
2021-06-20,1.29741
2021-06-21,8.89548
2021-06-22,8.98679
2021-06-23,9.50424
2021-06-24,9.91134
2021-06-25,9.04767
2021-06-26,1.62081
2021-06-27,1.33546
2021-06-28,8.64437
2021-06-29,8.88406
2021-06-30,8.48076
2021-07-01,8.48837
2021-07-02,7.60567
2021-07-03,1.69691
2021-07-04,1.54091
2021-07-05,12.11429
2021-07-06,10.17387
2021-07-07,8.87265
2021-07-08,9.93798
2021-07-09,9.76296
2021-07-10,1.62462
2021-07-11,1.33546
2021-07-12,9.11235
2021-07-13,10.09397
2021-07-14,11.17452
2021-07-15,17.96598
2021-07-16,13.27093
2021-07-17,1.98226
2021-07-18,1.78061
2021-07-19,16.6191
2021-07-20,17.20884
2021-07-21,12.41867
2021-07-22,12.14473
2021-07-23,17.95457
2021-07-24,2.62907
2021-07-25,2.29425
2021-07-26,12.90568
2021-07-27,12.34257
2021-07-28,10.42879
2021-07-29,10.24616
2021-07-30,10.20811
2021-07-31,1.76539
2021-08-01,1.34307
2021-08-02,9.59555
2021-08-03,9.26834
2021-08-04,9.45478
2021-08-05,10.56196
2021-08-06,9.40531
2021-08-07,1.80725
2021-08-08,1.42677
2021-08-09,15.20374
2021-08-10,11.20876
2021-08-11,9.94559
2021-08-12,13.76555
2021-08-13,22.60776
2021-08-14,3.3786
2021-08-15,2.30947
2021-08-16,3.33675
2021-08-17,46.86299
2021-08-18,38.76269
2021-08-19,28.91602
2021-08-20,25.89126
2021-08-21,4.18141
2021-08-22,3.23783
2021-08-23,25.14933
2021-08-24,23.95084
2021-08-25,27.70992
2021-08-26,21.90769
2021-08-27,25.10367
2021-08-28,3.27207
2021-08-29,3.30251
2021-08-30,22.06749
2021-08-31,21.00216
2021-09-01,18.20948
2021-09-02,17.40668
2021-09-03,19.49168
2021-09-04,3.03998
2021-09-05,2.94867
2021-09-06,20.43145
2021-09-07,25.54883
2021-09-08,36.08796
2021-09-09,24.28565
2021-09-10,24.41121
2021-09-11,3.47753
2021-09-12,2.69375
2021-09-13,35.29277
2021-09-14,29.55522
2021-09-15,67.13084
2021-09-16,57.32222
2021-09-17,71.61663
2021-09-18,10.50869
2021-09-19,7.41543
2021-09-20,5.26576
2021-09-21,6.30826
2021-09-22,8.28672
2021-09-23,45.96507
2021-09-24,45.44001
2021-09-25,7.02355
2021-09-26,6.22075
2021-09-27,38.16535
2021-09-28,38.49256
2021-09-29,37.48811
2021-09-30,89.70437
2021-10-01,69.37944
2021-10-02,9.04767
2021-10-03,7.70079
2021-10-04,10.24236
2021-10-05,51.13951
2021-10-06,46.45968
2021-10-07,42.89845
2021-10-08,54.03873
2021-10-09,6.33869
2021-10-10,5.06791
2021-10-11,7.93288
2021-10-12,40.20089
2021-10-13,45.51611
2021-10-14,51.56945
2021-10-15,44.50785
2021-10-16,6.92843
2021-10-17,6.01909
2021-10-18,46.19335
2021-10-19,48.57131
2021-10-20,42.76148
2021-10-21,54.76543
2021-10-22,43.87246
2021-10-23,6.44903
2021-10-24,6.13324
2021-10-25,39.45516
2021-10-26,35.0759
2021-10-27,42.09945
2021-10-28,49.16866
2021-10-29,43.07727
2021-10-30,7.01974
2021-10-31,5.84027
2021-11-01,45.54655
2021-11-02,40.06011
2021-11-03,39.61876
2021-11-04,34.09428
2021-11-05,33.90404
2021-11-06,6.20553
2021-11-07,5.44838
2021-11-08,32.6713
2021-11-09,30.04603
2021-11-10,29.21279
2021-11-11,30.5026
2021-11-12,35.58193
2021-11-13,7.43826
2021-11-14,6.9056
2021-11-15,33.82794
2021-11-16,30.57489
2021-11-17,32.77784
2021-11-18,29.06821
2021-11-19,32.65608
2021-11-20,6.09138
2021-11-21,5.57774
2021-11-22,27.60339
2021-11-23,23.70353
2021-11-24,23.86713
2021-11-25,21.17718
2021-11-26,20.8728
2021-11-27,3.25685
2021-11-28,2.72799
2021-11-29,21.33318
2021-11-30,21.37122
2021-12-01,26.05105
2021-12-02,24.66613
2021-12-03,21.66419
2021-12-04,3.12749
2021-12-05,2.91823
2021-12-06,20.21078
2021-12-07,20.59506
2021-12-08,20.72061
2021-12-09,32.03972
2021-12-10,29.26226
2021-12-11,5.07171
2021-12-12,4.47437
2021-12-13,27.2914
2021-12-14,22.94639
2021-12-15,20.80812
2021-12-16,20.29829
2021-12-17,17.16699
2021-12-18,3.07423
2021-12-19,2.88399
2021-12-20,17.49039
2021-12-21,18.62801
2021-12-22,18.00022
2021-12-23,18.68127
2021-12-24,22.4746
2021-12-25,3.86942
2021-12-26,4.23848
2021-12-27,22.76756
2021-12-28,23.89757
2021-12-29,21.71745
2021-12-30,19.27862
2021-12-31,5.18966
2022-01-01,2.70897
2022-01-02,4.07107
2022-01-03,25.24064
2022-01-04,38.37461
2022-01-05,44.48883
2022-01-06,50.18072
2022-01-07,38.69801
2022-01-08,6.62785
2022-01-09,7.23281
2022-01-10,32.15386
2022-01-11,35.94338
2022-01-12,39.54267
2022-01-13,77.73465
2022-01-14,58.37233
2022-01-15,10.32606
2022-01-16,9.75155
2022-01-17,43.45774
2022-01-18,39.48179
2022-01-19,34.36441
2022-01-20,34.98459
2022-01-21,34.94273
2022-01-22,7.84918
2022-01-23,6.62024
2022-01-24,33.90023
2022-01-25,31.52608
2022-01-26,47.62013
2022-01-27,38.43929
2022-01-28,32.78925
2022-01-29,5.95061
2022-01-30,3.82376
2022-01-31,3.5384
2022-02-01,3.66016
2022-02-02,4.42871
2022-02-03,32.28322
2022-02-04,27.63763
2022-02-05,4.61515
2022-02-06,4.4173
2022-02-07,25.57927
2022-02-08,23.77582
2022-02-09,22.82844
2022-02-10,21.31796
2022-02-11,20.05859
2022-02-12,3.09705
2022-02-13,2.72038
2022-02-14,19.46124
2022-02-15,19.12262
2022-02-16,24.73461
2022-02-17,22.06749
2022-02-18,18.40733
2022-02-19,3.27968
2022-02-20,3.10086
2022-02-21,17.96598
2022-02-22,15.25701
2022-02-23,18.93619
2022-02-24,16.30331
2022-02-25,17.54365
2022-02-26,2.72419
2022-02-27,2.22196
2022-02-28,17.79857
2022-03-01,3.27588
2022-03-02,19.97108
2022-03-03,19.46885
2022-03-04,18.26275
2022-03-05,2.85736
2022-03-06,2.36654
2022-03-07,15.1733
2022-03-08,16.06361
2022-03-09,2.70517
2022-03-10,19.25579
2022-03-11,15.67933
2022-03-12,2.45405
2022-03-13,2.53776
2022-03-14,18.11056
2022-03-15,20.1499
2022-03-16,19.52592
2022-03-17,19.40037
2022-03-18,18.97043
2022-03-19,3.02857
2022-03-20,2.34752
2022-03-21,16.68759
2022-03-22,15.78586
2022-03-23,16.40604
2022-03-24,15.15047
2022-03-25,15.54997
2022-03-26,2.64429
2022-03-27,2.68995
2022-03-28,14.68629
2022-03-29,16.39843
2022-03-30,14.78522
2022-03-31,16.89304
2022-04-01,13.86827
2022-04-02,1.96705
2022-04-03,1.63223
2022-04-04,14.97545
2022-04-05,15.25701
2022-04-06,13.28995
2022-04-07,14.33245
2022-04-08,16.7751
2022-04-09,2.92204
2022-04-10,2.30947
2022-04-11,13.36605
2022-04-12,12.03439
2022-04-13,15.27603
2022-04-14,14.21831
2022-04-15,11.46368
2022-04-16,1.71974
2022-04-17,1.78061
2022-04-18,20.45048
2022-04-19,16.056
2022-04-20,14.14602
2022-04-21,16.55823
2022-04-22,12.85241
2022-04-23,1.98226
2022-04-24,1.69691
2022-04-25,11.33051
2022-04-26,11.47129
2022-04-27,10.66088
2022-04-28,11.3191
2022-04-29,13.70848
2022-04-30,2.16489
2022-05-01,1.55613
2022-05-02,11.64631
2022-05-03,14.10417
2022-05-04,40.43297
2022-05-05,6.9893
2022-05-06,19.96347
2022-05-07,2.83833
2022-05-08,2.66331
2022-05-09,15.82772
2022-05-10,14.43518
2022-05-11,19.65148
2022-05-12,13.68945
2022-05-13,14.614
2022-05-14,2.10782
2022-05-15,1.72735
2022-05-16,13.09211
2022-05-17,12.89426
2022-05-18,13.41171
2022-05-19,13.79979
2022-05-20,15.63748
2022-05-21,2.72799
2022-05-22,2.4959
2022-05-23,16.46311
2022-05-24,21.42829
2022-05-25,18.38831
2022-05-26,19.36993
2022-05-27,24.74983
2022-05-28,2.8916
2022-05-29,2.24479
2022-05-30,16.16634
2022-05-31,13.68565
2022-06-01,2.37035
2022-06-02,12.54042
2022-06-03,12.80675
2022-06-04,2.77746
2022-06-05,1.89095
2022-06-06,2.30947
2022-06-07,12.45672
2022-06-08,11.88981
2022-06-09,32.32127
2022-06-10,100.0
2022-06-11,18.75356
2022-06-12,17.34581
2022-06-13,53.78381
2022-06-14,41.23197
2022-06-15,29.42966
2022-06-16,27.13921
2022-06-17,23.09477
2022-06-18,3.75147
2022-06-19,3.90366
2022-06-20,25.76189
2022-06-21,59.83335
2022-06-22,38.24905
2022-06-23,27.94582
2022-06-24,25.43088
2022-06-25,5.59296
2022-06-26,4.83202
2022-06-27,28.46706
2022-06-28,33.6339
2022-06-29,27.53871
2022-06-30,34.56987
2022-07-01,33.40562
2022-07-02,5.99246
2022-07-03,4.0977
2022-07-04,21.87725
2022-07-05,19.36613
2022-07-06,18.40733
2022-07-07,20.48091
2022-07-08,16.99577
2022-07-09,2.75082
2022-07-10,2.83072
2022-07-11,15.8125
2022-07-12,13.17581
2022-07-13,14.14222
2022-07-14,15.42441
2022-07-15,14.33626
2022-07-16,2.28664
2022-07-17,1.93661
2022-07-18,14.05851
2022-07-19,13.77696
2022-07-20,13.24049
2022-07-21,13.23288
2022-07-22,13.14157
2022-07-23,1.93661
2022-07-24,1.54091
2022-07-25,11.65011
2022-07-26,11.70338
2022-07-27,11.41802
2022-07-28,12.27409
2022-07-29,16.12829
2022-07-30,2.19914
2022-07-31,1.96705
2022-08-01,15.27222
2022-08-02,15.36734
2022-08-03,15.91903
2022-08-04,15.64128
2022-08-05,14.16124
2022-08-06,1.99368
2022-08-07,1.93661
2022-08-08,15.99512
2022-08-09,16.57345
2022-08-10,18.08393
2022-08-11,19.48407
2022-08-12,17.0985
2022-08-13,2.78507
2022-08-14,1.91378
2022-08-15,2.47688
2022-08-16,17.96979
2022-08-17,15.2532
2022-08-18,15.35593
2022-08-19,14.00144
2022-08-20,1.79964
2022-08-21,1.61701
2022-08-22,12.8486
2022-08-23,11.94308
2022-08-24,12.82958
2022-08-25,13.82642
2022-08-26,15.07818
2022-08-27,2.03553
2022-08-28,1.53711
2022-08-29,13.6514
2022-08-30,14.11939
2022-08-31,14.58737
2022-09-01,14.55313
2022-09-02,16.02937
2022-09-03,1.91758
2022-09-04,1.81486
2022-09-05,12.51759
2022-09-06,10.89677
2022-09-07,10.85492
2022-09-08,10.1967
2022-09-09,1.62842
2022-09-10,1.2099
2022-09-11,1.43438
2022-09-12,1.74257
2022-09-13,13.11113
2022-09-14,11.05657
2022-09-15,14.25255
2022-09-16,11.73001
2022-09-17,1.59038
2022-09-18,1.3659
2022-09-19,10.82068
2022-09-20,9.74394
2022-09-21,9.69067
2022-09-22,9.29498
2022-09-23,9.02484
2022-09-24,1.29361
2022-09-25,1.02347
2022-09-26,8.83841
2022-09-27,8.515
2022-09-28,11.31529
2022-09-29,10.88916
2022-09-30,9.84286
2022-10-01,1.6094
2022-10-02,1.16044
2022-10-03,1.70832
2022-10-04,15.32169
2022-10-05,12.34257
2022-10-06,10.82829
2022-10-07,8.94114
2022-10-08,1.08815
2022-10-09,0.85226
2022-10-10,1.26697
2022-10-11,8.75851
2022-10-12,8.58729
2022-10-13,8.61393
2022-10-14,9.54989
2022-10-15,1.98226
2022-10-16,2.00129
2022-10-17,10.85112
2022-10-18,12.98938
2022-10-19,12.88285
2022-10-20,11.14028
2022-10-21,8.36282
2022-10-22,1.20229
2022-10-23,0.92455
2022-10-24,10.0331
2022-10-25,8.81938
2022-10-26,8.671
2022-10-27,10.39455
2022-10-28,10.96526
2022-10-29,1.55994
2022-10-30,1.30122
2022-10-31,11.10223
2022-11-01,12.62412
2022-11-02,11.12886
2022-11-03,11.29627
2022-11-04,10.10539
2022-11-05,1.61701
2022-11-06,1.41536
2022-11-07,9.98744
2022-11-08,9.70208
2022-11-09,11.09081
2022-11-10,9.08572
2022-11-11,11.81371
2022-11-12,2.11543
2022-11-13,1.97846
2022-11-14,12.08385
2022-11-15,10.5201
2022-11-16,10.18909
2022-11-17,11.34193
2022-11-18,11.28486
2022-11-19,1.67408
2022-11-20,1.41916
2022-11-21,9.33683
2022-11-22,9.0705
2022-11-23,9.06289
2022-11-24,9.94939
2022-11-25,8.48837
2022-11-26,1.4458
2022-11-27,1.32404
2022-11-28,7.74645
2022-11-29,8.06224
2022-11-30,8.01278
2022-12-01,9.49282
2022-12-02,8.55305
2022-12-03,0.96259
2022-12-04,1.13761
2022-12-05,7.56382
2022-12-06,6.01909
2022-12-07,6.72678
2022-12-08,7.11106
2022-12-09,7.8682
2022-12-10,1.16044
2022-12-11,0.89411
2022-12-12,6.9855
2022-12-13,8.1878
2022-12-14,7.91766
2022-12-15,7.1491
2022-12-16,5.92017
2022-12-17,0.81801
2022-12-18,0.74572
2022-12-19,6.16367
2022-12-20,5.57774
2022-12-21,5.82505
2022-12-22,6.37674
2022-12-23,5.86691
2022-12-24,1.30502
2022-12-25,1.16044
2022-12-26,18.89814
2022-12-27,14.46181
2022-12-28,10.22714
2022-12-29,8.85743
2022-12-30,2.92204
2022-12-31,0.97401
2023-01-01,1.08815
2023-01-02,8.21823
2023-01-03,10.90058
2023-01-04,9.18083
2023-01-05,7.94049
2023-01-06,8.36282
2023-01-07,1.32785
2023-01-08,1.12239
2023-01-09,9.30639
2023-01-10,8.22584
2023-01-11,9.44336
2023-01-12,8.85743
2023-01-13,7.42304
2023-01-14,1.33165
2023-01-15,1.0501
2023-01-16,7.44968
2023-01-17,6.78385
2023-01-18,6.16748
2023-01-19,5.44458
2023-01-20,5.47502
2023-01-21,0.69246
2023-01-22,0.58212
2023-01-23,0.50222
2023-01-24,0.68485
2023-01-25,7.6323
2023-01-26,7.95951
2023-01-27,8.13834
2023-01-28,1.02727
2023-01-29,0.74192
2023-01-30,6.5061
2023-01-31,6.62785
2023-02-01,7.03496
2023-02-02,7.11866
2023-02-03,6.99691
2023-02-04,0.69246
2023-02-05,0.76475
2023-02-06,6.73439
2023-02-07,7.47631
2023-02-08,7.36217
2023-02-09,7.0692
2023-02-10,7.07681
2023-02-11,0.9702
2023-02-12,0.99303
2023-02-13,7.29368
2023-02-14,7.12627
2023-02-15,7.69699
2023-02-16,8.69763
2023-02-17,6.65829
2023-02-18,0.85606
2023-02-19,0.87889
2023-02-20,7.48772
2023-02-21,6.87897
2023-02-22,5.68428
2023-02-23,6.22455
2023-02-24,5.85549
2023-02-25,0.81801
2023-02-26,0.76855
2023-02-27,5.69189
2023-02-28,9.38249
2023-03-01,2.51873
2023-03-02,13.20245
2023-03-03,14.41235
2023-03-04,2.65951
2023-03-05,2.92965
2023-03-06,18.70791
2023-03-07,22.06749
2023-03-08,16.67998
2023-03-09,13.99383
2023-03-10,10.48967
2023-03-11,2.11163
2023-03-12,1.97466
2023-03-13,14.41616
2023-03-14,10.58859
2023-03-15,15.09721
2023-03-16,12.49476
2023-03-17,12.71163
2023-03-18,2.5758
2023-03-19,2.07358
2023-03-20,13.8911
2023-03-21,15.92283
2023-03-22,14.4504
2023-03-23,17.52844
2023-03-24,14.13461
2023-03-25,2.82692
2023-03-26,2.27523
2023-03-27,16.57725
2023-03-28,12.65837
2023-03-29,54.46866
2023-03-30,67.56458
2023-03-31,32.65608
2023-04-01,5.5435
2023-04-02,5.5397
2023-04-03,39.0062
2023-04-04,26.99463
2023-04-05,25.24445
2023-04-06,20.03576
2023-04-07,20.51896
2023-04-08,4.24228
2023-04-09,3.89985
2023-04-10,21.36361
2023-04-11,18.50245
2023-04-12,15.45866
2023-04-13,15.87718
2023-04-14,15.91142
2023-04-15,2.2524
2023-04-16,2.21435
2023-04-17,14.11178
2023-04-18,23.597
2023-04-19,23.39915
2023-04-20,20.69778
2023-04-21,19.57919
2023-04-22,2.68995
2023-04-23,2.27903
2023-04-24,14.34006
2023-04-25,13.45356
2023-04-26,15.20754
2023-04-27,20.29829
2023-04-28,14.23733
2023-04-29,2.0127
2023-04-30,1.6893
2023-05-01,3.64874
2023-05-02,15.94566
2023-05-03,11.18213
2023-05-04,9.01343
2023-05-05,1.57896
2023-05-06,1.26317
2023-05-07,1.33546
2023-05-08,10.27279
2023-05-09,8.16116
2023-05-10,8.5074
2023-05-11,8.25628
2023-05-12,8.04322
2023-05-13,1.14903
2023-05-14,0.9664
2023-05-15,7.79971
2023-05-16,7.62089
2023-05-17,8.10409
2023-05-18,9.5575
2023-05-19,8.37423
2023-05-20,0.98542
2023-05-21,0.97401
2023-05-22,8.49218
2023-05-23,9.16562
2023-05-24,7.0692
2023-05-25,6.33489
2023-05-26,6.58981
2023-05-27,0.77997
2023-05-28,0.59353
