date,MSCI편입
2020-09-24,0.02831
2020-09-25,0.01772
2020-09-26,0.01748
2020-09-27,0.01378
2020-09-28,0.02732
2020-09-29,0.01083
2020-09-30,0.00443
2020-10-01,0.00492
2020-10-02,0.00664
2020-10-03,0.00196
2020-10-04,0.01329
2020-10-05,0.01477
2020-10-06,0.01624
2020-10-07,0.01895
2020-10-08,0.016
2020-10-09,0.02954
2020-10-10,0.016
2020-10-11,0.02511
2020-10-12,0.06179
2020-10-13,0.64208
2020-10-14,0.45226
2020-10-15,0.15165
2020-10-16,0.08813
2020-10-17,0.09109
2020-10-18,0.21123
2020-10-19,0.4562
2020-10-20,0.21911
2020-10-21,0.29346
2020-10-22,0.22034
2020-10-23,0.23758
2020-10-24,0.12974
2020-10-25,0.1226
2020-10-26,0.20065
2020-10-27,0.21567
2020-10-28,0.18637
2020-10-29,0.24324
2020-10-30,0.30947
2020-10-31,0.13811
2020-11-01,0.7573
2020-11-02,0.53425
2020-11-03,0.51603
2020-11-04,0.53351
2020-11-05,0.41041
2020-11-06,0.34738
2020-11-07,0.23561
2020-11-08,0.4498
2020-11-09,1.37132
2020-11-10,17.71448
2020-11-11,100.0
2020-11-12,0.61155
2020-11-13,0.21419
2020-11-14,0.13639
2020-11-15,0.13294
2020-11-16,0.11005
2020-11-17,0.11202
2020-11-18,0.12851
2020-11-19,0.12186
2020-11-20,0.11768
2020-11-21,0.06696
2020-11-22,0.05933
2020-11-23,0.09601
2020-11-24,0.13073
2020-11-25,0.18292
2020-11-26,0.27229
2020-11-27,0.40475
2020-11-28,0.1807
2020-11-29,0.1743
2020-11-30,0.90256
2020-12-01,0.20409
2020-12-02,0.07484
2020-12-03,0.03545
2020-12-04,0.03717
2020-12-05,0.04136
2020-12-06,0.03372
2020-12-07,0.03619
2020-12-08,0.02117
2020-12-09,0.02905
2020-12-10,0.04185
2020-12-11,0.03397
2020-12-12,0.01378
2020-12-13,0.01551
2020-12-14,0.01058
2020-12-15,0.01058
2020-12-16,0.01477
2020-12-17,0.18858
2020-12-18,0.08887
2020-12-19,0.03397
2020-12-20,0.02634
2020-12-21,0.02018
2020-12-22,0.02585
2020-12-23,0.02658
2020-12-24,0.01649
2020-12-25,0.0123
2020-12-26,0.01526
2020-12-27,0.01304
2020-12-28,0.02535
2020-12-29,0.02609
2020-12-30,0.06253
2020-12-31,0.08346
2021-01-01,0.04185
2021-01-02,0.032
2021-01-03,0.04283
2021-01-04,0.25259
2021-01-05,0.37249
2021-01-06,0.15707
2021-01-07,0.09601
2021-01-08,0.17898
2021-01-09,0.07681
2021-01-10,0.05834
2021-01-11,0.06573
2021-01-12,0.05047
2021-01-13,0.05687
2021-01-14,0.06253
2021-01-15,0.06056
2021-01-16,0.03963
2021-01-17,0.03569
2021-01-18,0.05465
2021-01-19,0.04899
2021-01-20,0.07041
2021-01-21,0.0581
2021-01-22,0.07509
2021-01-23,0.07238
2021-01-24,0.06105
2021-01-25,0.08764
2021-01-26,0.4045
2021-01-27,0.2686
2021-01-28,0.12802
2021-01-29,0.06967
2021-01-30,0.05268
2021-01-31,0.08223
2021-02-01,0.13713
2021-02-02,0.15535
2021-02-03,0.12482
2021-02-04,0.08666
2021-02-05,0.12211
2021-02-06,0.0741
2021-02-07,0.07385
2021-02-08,0.19351
2021-02-09,0.32547
2021-02-10,0.57044
2021-02-11,0.04456
2021-02-12,0.02265
2021-02-13,0.02486
2021-02-14,0.01994
2021-02-15,0.02486
2021-02-16,0.01748
2021-02-17,0.01674
2021-02-18,0.01034
2021-02-19,0.01551
2021-02-20,0.01107
2021-02-21,0.01132
2021-02-22,0.01378
2021-02-23,0.01083
2021-02-24,0.02609
2021-02-25,0.04677
2021-02-26,0.03545
2021-02-27,0.00763
2021-02-28,0.00369
2021-03-01,0.00147
2021-03-02,0.00295
2021-03-03,0.00418
2021-03-04,0.0032
2021-03-05,0.00467
2021-03-06,0.00246
2021-03-07,0.00196
2021-03-08,0.0027
2021-03-09,0.0027
2021-03-10,0.0027
2021-03-11,0.00172
2021-03-13,0.00172
2021-03-14,0.00418
2021-03-15,0.00787
2021-03-16,0.01034
2021-03-17,0.01157
2021-03-18,0.02191
2021-03-19,0.03865
2021-03-20,0.01624
2021-03-21,0.01107
2021-03-22,0.02314
2021-03-23,0.02141
2021-03-24,0.01378
2021-03-25,0.03003
2021-03-26,0.02806
2021-03-27,0.0192
2021-03-28,0.0288
2021-03-29,0.03594
2021-03-30,0.03889
2021-03-31,0.03323
2021-04-01,0.03963
2021-04-02,0.15559
2021-04-03,0.07361
2021-04-04,0.05047
2021-04-05,0.07804
2021-04-06,0.05662
2021-04-07,0.14648
2021-04-08,0.10315
2021-04-09,0.06548
2021-04-10,0.06204
2021-04-11,0.03668
2021-04-12,0.05219
2021-04-13,0.08493
2021-04-14,0.11472
2021-04-15,0.09355
2021-04-16,0.07607
2021-04-17,0.04677
2021-04-18,0.04136
2021-04-19,0.09109
2021-04-20,0.08887
2021-04-21,0.26786
2021-04-22,0.49165
2021-04-23,0.43306
2021-04-24,0.19498
2021-04-25,0.17406
2021-04-26,0.40179
2021-04-27,0.29051
2021-04-28,0.23191
2021-04-29,0.18538
2021-04-30,0.20459
2021-05-01,0.12925
2021-05-02,0.15338
2021-05-03,0.2361
2021-05-04,0.96263
2021-05-05,0.69846
2021-05-06,0.87523
2021-05-07,1.0136
2021-05-08,0.46113
2021-05-09,0.77207
2021-05-10,1.66257
2021-05-11,2.72492
2021-05-12,5.77114
2021-05-13,0.98405
2021-05-14,0.25973
2021-05-15,0.14698
2021-05-16,0.14131
2021-05-17,0.18366
2021-05-18,0.25259
2021-05-19,0.11866
2021-05-20,0.27574
2021-05-21,0.23758
2021-05-22,0.10635
2021-05-23,0.1679
2021-05-24,0.41582
2021-05-25,0.66695
2021-05-26,0.57955
2021-05-27,1.55843
2021-05-28,0.38899
2021-05-29,0.08026
2021-05-30,0.05539
2021-05-31,0.08986
2021-06-01,0.06425
2021-06-02,0.04727
2021-06-03,0.04013
2021-06-04,0.07558
2021-06-05,0.04185
2021-06-06,0.03939
2021-06-07,0.05687
2021-06-08,0.03619
2021-06-09,0.03274
2021-06-10,0.04628
2021-06-11,0.04923
2021-06-12,0.01698
2021-06-13,0.02265
2021-06-14,0.01772
2021-06-15,0.01969
2021-06-16,0.01944
2021-06-17,0.02388
2021-06-18,0.02757
2021-06-19,0.0192
2021-06-20,0.01329
2021-06-21,0.0549
2021-06-22,0.04973
2021-06-23,0.01575
2021-06-24,0.0192
2021-06-25,0.01427
2021-06-26,0.00517
2021-06-27,0.00615
2021-06-28,0.00812
2021-06-29,0.00541
2021-06-30,0.00369
2021-07-01,0.00689
2021-07-02,0.00787
2021-07-03,0.02314
2021-07-04,0.01304
2021-07-05,0.03299
2021-07-06,0.03225
2021-07-07,0.03692
2021-07-08,0.02535
2021-07-09,0.01797
2021-07-10,0.01009
2021-07-11,0.00935
2021-07-12,0.01624
2021-07-13,0.01649
2021-07-14,0.02363
2021-07-15,0.02855
2021-07-16,0.02732
2021-07-17,0.02806
2021-07-18,0.01895
2021-07-19,0.03372
2021-07-20,0.03052
2021-07-21,0.13147
2021-07-22,0.14156
2021-07-23,0.10094
2021-07-24,0.03003
2021-07-25,0.02486
2021-07-26,0.09207
2021-07-27,0.13294
2021-07-28,0.2004
2021-07-29,0.13023
2021-07-30,0.1711
2021-07-31,0.23487
2021-08-01,0.15116
2021-08-02,0.20902
2021-08-03,0.31931
2021-08-04,0.22428
2021-08-05,0.1423
2021-08-06,0.15682
2021-08-07,0.09109
2021-08-08,0.33162
2021-08-09,1.89868
2021-08-10,0.81171
2021-08-11,1.71255
2021-08-12,2.78647
2021-08-13,0.45325
2021-08-14,0.23191
2021-08-15,0.14082
2021-08-16,0.13417
2021-08-17,0.30848
2021-08-18,0.3107
2021-08-19,0.5175
2021-08-20,0.40942
2021-08-21,0.10931
2021-08-22,0.08469
2021-08-23,0.1162
2021-08-24,0.11842
2021-08-25,0.16938
2021-08-26,0.14599
2021-08-27,0.12457
2021-08-28,0.08986
2021-08-29,0.10709
2021-08-30,0.23733
2021-08-31,0.50126
2021-09-01,0.27303
2021-09-02,0.1258
2021-09-03,0.06031
2021-09-04,0.04899
2021-09-05,0.03963
2021-09-06,0.03963
2021-09-07,0.03692
2021-09-08,0.03963
2021-09-09,0.04603
2021-09-10,0.03102
2021-09-11,0.01772
2021-09-12,0.01698
2021-09-13,0.02954
2021-09-14,0.02363
2021-09-15,0.04185
2021-09-16,0.0384
2021-09-17,0.03889
2021-09-18,0.01551
2021-09-19,0.0128
2021-09-20,0.01354
2021-09-21,0.0128
2021-09-22,0.01034
2021-09-23,0.02535
2021-09-24,0.02511
2021-09-25,0.01329
2021-09-26,0.01378
2021-09-27,0.03569
2021-09-28,0.03077
2021-09-29,0.1844
2021-09-30,0.14919
2021-10-01,0.09946
2021-10-02,0.05367
2021-10-03,0.04185
2021-10-04,0.09429
2021-10-05,0.14919
2021-10-06,0.08838
2021-10-07,0.15338
2021-10-08,0.16322
2021-10-09,0.04997
2021-10-10,0.0741
2021-10-11,0.05711
2021-10-12,0.20582
2021-10-13,0.4466
2021-10-14,0.24718
2021-10-15,0.13097
2021-10-16,0.05859
2021-10-17,0.05662
2021-10-18,0.25875
2021-10-19,0.32104
2021-10-20,0.2164
2021-10-21,0.17947
2021-10-22,0.14698
2021-10-23,0.09084
2021-10-24,0.07927
2021-10-25,0.12851
2021-10-26,0.14279
2021-10-27,0.16864
2021-10-28,0.15436
2021-10-29,0.15929
2021-10-30,0.06278
2021-10-31,0.07435
2021-11-01,0.23487
2021-11-02,0.74056
2021-11-03,0.57512
2021-11-04,0.43355
2021-11-05,0.33187
2021-11-06,0.21271
2021-11-07,0.25038
2021-11-08,0.42198
2021-11-09,0.52267
2021-11-10,0.73613
2021-11-11,1.50648
2021-11-12,4.73538
2021-11-13,0.51406
2021-11-14,0.3496
2021-11-15,0.45965
2021-11-16,0.31611
2021-11-17,0.21099
2021-11-18,0.19203
2021-11-19,0.16519
2021-11-20,0.12162
2021-11-21,0.07459
2021-11-22,0.15215
2021-11-23,0.12457
2021-11-24,0.14525
2021-11-25,0.28534
2021-11-26,0.24841
2021-11-27,0.09749
2021-11-28,0.09084
2021-11-29,0.36166
2021-11-30,0.7962
2021-12-01,0.22847
2021-12-02,0.11792
2021-12-03,0.08124
2021-12-04,0.04997
2021-12-05,0.04653
2021-12-06,0.06992
2021-12-07,0.06844
2021-12-08,0.05416
2021-12-09,0.07484
2021-12-10,0.113
2021-12-11,0.08346
2021-12-12,0.04973
2021-12-13,0.05908
2021-12-14,0.04259
2021-12-15,0.05539
2021-12-16,0.07435
2021-12-17,0.05096
2021-12-18,0.03939
2021-12-19,0.03003
2021-12-20,0.0416
2021-12-21,0.03249
2021-12-22,0.04111
2021-12-23,0.06475
2021-12-24,0.04283
2021-12-25,0.04923
2021-12-26,0.05145
2021-12-27,0.0613
2021-12-28,0.0741
2021-12-29,0.09675
2021-12-30,0.07016
2021-12-31,0.04677
2022-01-01,0.05908
2022-01-02,0.19178
2022-01-03,0.16692
2022-01-04,0.18341
2022-01-05,0.11965
2022-01-06,0.13196
2022-01-07,0.10217
2022-01-08,0.05711
2022-01-09,0.06228
2022-01-10,0.08518
2022-01-11,0.10931
2022-01-12,0.07361
2022-01-13,0.06942
2022-01-14,0.06622
2022-01-15,0.05736
2022-01-16,0.048
2022-01-17,0.06942
2022-01-18,0.18661
2022-01-19,0.20139
2022-01-20,0.22847
2022-01-21,0.15067
2022-01-22,0.10241
2022-01-23,0.08518
2022-01-24,0.13565
2022-01-25,0.26811
2022-01-26,0.36806
2022-01-27,1.97032
2022-01-28,2.07914
2022-01-29,0.2558
2022-01-30,0.12777
2022-01-31,0.08838
2022-02-01,0.16249
2022-02-02,0.12014
2022-02-03,0.38579
2022-02-04,0.45546
2022-02-05,0.17406
2022-02-06,0.21517
2022-02-07,0.49707
2022-02-08,0.4855
2022-02-09,0.38406
2022-02-10,0.49805
2022-02-11,0.22527
2022-02-12,0.06278
2022-02-13,0.07459
2022-02-14,0.42863
2022-02-15,0.30824
2022-02-16,0.22921
2022-02-17,0.12186
2022-02-18,0.06548
2022-02-19,0.03619
2022-02-20,0.04628
2022-02-21,0.06253
2022-02-22,0.05194
2022-02-23,0.06179
2022-02-24,0.05367
2022-02-25,0.05465
2022-02-26,0.03422
2022-02-27,0.06179
2022-02-28,0.13516
2022-03-01,0.11103
2022-03-02,0.13836
2022-03-03,0.25309
2022-03-04,0.11349
2022-03-05,0.0416
2022-03-06,0.05194
2022-03-07,0.05711
2022-03-08,0.07385
2022-03-09,0.03643
2022-03-10,0.06179
2022-03-11,0.04825
2022-03-12,0.02092
2022-03-13,0.02338
2022-03-14,0.03028
2022-03-15,0.02585
2022-03-16,0.02658
2022-03-17,0.01821
2022-03-18,0.02855
2022-03-19,0.02289
2022-03-20,0.03323
2022-03-21,0.02412
2022-03-22,0.02363
2022-03-23,0.01772
2022-03-24,0.0741
2022-03-25,0.10783
2022-03-26,0.0448
2022-03-27,0.03643
2022-03-28,0.10414
2022-03-29,0.07484
2022-03-30,0.08099
2022-03-31,0.0549
2022-04-01,0.06154
2022-04-02,0.0416
2022-04-03,0.04283
2022-04-04,0.06154
2022-04-05,0.06745
2022-04-06,0.05785
2022-04-07,0.0544
2022-04-08,0.04923
2022-04-09,0.02486
2022-04-10,0.03003
2022-04-11,0.0517
2022-04-12,0.10758
2022-04-13,0.13245
2022-04-14,0.08198
2022-04-15,0.0965
2022-04-16,0.03594
2022-04-17,0.05391
2022-04-18,0.05071
2022-04-19,0.07952
2022-04-20,0.10783
2022-04-21,0.08469
2022-04-22,0.06524
2022-04-23,0.06992
2022-04-24,0.04037
2022-04-25,0.09183
2022-04-26,0.1034
2022-04-27,0.06795
2022-04-28,0.06327
2022-04-29,0.03742
2022-04-30,0.02314
2022-05-01,0.02166
2022-05-02,0.04234
2022-05-03,0.0485
2022-05-04,0.05662
2022-05-05,0.05219
2022-05-06,0.05293
2022-05-07,0.02092
2022-05-08,0.03496
2022-05-09,0.04579
2022-05-10,0.03668
2022-05-11,0.10734
2022-05-12,0.09823
2022-05-13,0.22404
2022-05-14,0.11595
2022-05-15,0.07041
2022-05-16,0.06425
2022-05-17,0.04013
2022-05-18,0.05047
2022-05-19,0.03643
2022-05-20,0.03668
2022-05-21,0.01895
2022-05-22,0.01772
2022-05-23,0.02166
2022-05-24,0.02979
2022-05-25,0.03102
2022-05-26,0.04406
2022-05-27,0.0288
2022-05-28,0.02215
2022-05-29,0.02191
2022-05-30,0.06745
2022-05-31,0.25826
2022-06-01,0.05884
2022-06-02,0.06622
2022-06-03,0.03766
2022-06-04,0.01969
2022-06-05,0.0192
2022-06-06,0.01575
2022-06-07,0.03225
2022-06-08,0.07336
2022-06-09,0.17209
2022-06-10,0.1844
2022-06-11,0.06278
2022-06-12,0.02314
2022-06-13,0.0485
2022-06-14,0.02979
2022-06-15,0.0352
2022-06-16,0.02708
2022-06-17,0.02855
2022-06-18,0.01427
2022-06-19,0.03151
2022-06-20,0.06475
2022-06-21,0.03865
2022-06-22,0.05859
2022-06-23,0.14771
2022-06-24,0.37176
2022-06-25,0.07853
2022-06-26,0.03939
2022-06-27,0.05637
2022-06-28,0.03988
2022-06-29,0.03077
2022-06-30,0.02314
2022-07-01,0.02954
2022-07-02,0.01477
2022-07-03,0.0128
2022-07-04,0.01649
2022-07-05,0.01354
2022-07-06,0.016
2022-07-07,0.02289
2022-07-08,0.01846
2022-07-09,0.01329
2022-07-10,0.01452
2022-07-11,0.02265
2022-07-12,0.01181
2022-07-13,0.01575
2022-07-14,0.01551
2022-07-15,0.016
2022-07-16,0.01058
2022-07-17,0.01107
2022-07-18,0.01723
2022-07-19,0.00664
2022-07-20,0.01674
2022-07-21,0.01969
2022-07-22,0.01477
2022-07-23,0.00467
2022-07-24,0.0027
2022-07-25,0.00443
2022-07-26,0.00664
2022-07-27,0.00517
2022-07-28,0.00541
2022-07-29,0.00295
2022-07-30,0.00418
2022-07-31,0.0096
2022-08-01,0.00738
2022-08-02,0.01083
2022-08-03,0.01452
2022-08-04,0.01477
2022-08-05,0.02043
2022-08-06,0.01329
2022-08-07,0.01452
2022-08-08,0.02929
2022-08-09,0.03372
2022-08-10,0.04948
2022-08-11,0.11497
2022-08-12,0.24447
2022-08-13,0.04776
2022-08-14,0.02634
2022-08-15,0.01649
2022-08-16,0.02782
2022-08-17,0.02954
2022-08-18,0.02215
2022-08-19,0.02215
2022-08-20,0.01378
2022-08-21,0.01058
2022-08-22,0.01157
2022-08-23,0.01378
2022-08-24,0.04185
2022-08-25,0.02609
2022-08-26,0.02265
2022-08-27,0.01477
2022-08-28,0.02806
2022-08-29,0.02905
2022-08-30,0.03225
2022-08-31,0.06844
2022-09-01,0.03028
2022-09-02,0.01427
2022-09-03,0.01181
2022-09-04,0.01132
2022-09-05,0.01206
2022-09-06,0.00861
2022-09-07,0.00541
2022-09-08,0.00492
2022-09-09,0.00172
2022-09-10,0.00172
2022-09-11,0.00123
2022-09-13,0.00492
2022-09-14,0.00147
2022-09-15,0.00393
2022-09-16,0.01083
2022-09-17,0.00196
2022-09-19,0.00246
2022-09-20,0.00418
2022-09-21,0.00935
2022-09-22,0.0128
2022-09-23,0.01501
2022-09-24,0.00763
2022-09-25,0.0091
2022-09-26,0.01304
2022-09-27,0.01871
2022-09-28,0.02092
2022-09-29,0.00492
2022-09-30,0.01575
2022-10-01,0.00886
2022-10-02,0.00738
2022-10-03,0.00295
2022-10-04,0.0256
2022-10-05,0.01698
2022-10-06,0.01058
2022-10-07,0.0128
2022-10-08,0.01009
2022-10-09,0.00295
2022-10-10,0.01551
2022-10-11,0.01871
2022-10-12,0.02043
2022-10-13,0.02166
2022-10-14,0.02043
2022-10-15,0.01378
2022-10-16,0.01058
2022-10-17,0.02486
2022-10-18,0.03249
2022-10-19,0.13319
2022-10-20,0.0709
2022-10-21,0.0645
2022-10-22,0.03274
2022-10-23,0.02806
2022-10-24,0.03766
2022-10-25,0.04234
2022-10-26,0.04333
2022-10-27,0.0352
2022-10-28,0.04727
2022-10-29,0.02141
2022-10-30,0.01871
2022-10-31,0.06031
2022-11-01,0.05982
2022-11-02,0.05711
2022-11-03,0.04603
2022-11-04,0.06056
2022-11-05,0.02732
2022-11-06,0.04259
2022-11-07,0.06573
2022-11-08,0.09207
2022-11-09,0.13688
2022-11-10,0.17283
2022-11-11,0.37126
2022-11-12,0.07139
2022-11-13,0.05834
2022-11-14,0.06598
2022-11-15,0.0416
2022-11-16,0.02954
2022-11-17,0.02166
2022-11-18,0.02708
2022-11-19,0.01575
2022-11-20,0.00886
2022-11-21,0.016
2022-11-22,0.02092
2022-11-23,0.016
2022-11-24,0.01255
2022-11-25,0.01526
2022-11-26,0.00763
2022-11-27,0.01157
2022-11-28,0.03299
2022-11-29,0.03865
2022-11-30,0.23339
2022-12-01,0.05908
2022-12-02,0.01427
2022-12-03,0.00443
2022-12-04,0.00467
2022-12-05,0.00566
2022-12-06,0.00837
2022-12-07,0.00418
2022-12-08,0.00566
2022-12-09,0.01009
2022-12-10,0.00393
2022-12-11,0.00196
2022-12-12,0.00517
2022-12-13,0.00517
2022-12-14,0.0027
2022-12-15,0.0064
2022-12-16,0.00418
2022-12-17,0.00246
2022-12-18,0.0032
2022-12-19,0.00393
2022-12-20,0.00443
2022-12-21,0.00295
2022-12-22,0.00443
2022-12-23,0.00172
2022-12-25,0.00147
2022-12-27,0.00196
2022-12-28,0.00172
2022-12-29,0.00467
2022-12-30,0.00295
2022-12-31,0.00172
2023-01-01,0.00246
2023-01-03,0.00172
2023-01-04,0.00369
2023-01-05,0.00984
2023-01-06,0.00935
2023-01-07,0.00295
2023-01-08,0.00295
2023-01-09,0.03643
2023-01-10,0.02683
2023-01-11,0.02634
2023-01-12,0.04406
2023-01-13,0.03643
2023-01-14,0.01871
2023-01-15,0.01304
2023-01-16,0.03151
2023-01-17,0.02092
2023-01-18,0.03249
2023-01-19,0.0805
2023-01-20,0.05687
2023-01-21,0.01107
2023-01-22,0.00738
2023-01-23,0.02092
2023-01-24,0.0256
2023-01-25,0.03963
2023-01-26,0.04456
2023-01-27,0.06671
2023-01-28,0.02437
2023-01-29,0.03175
2023-01-30,0.04874
2023-01-31,0.07706
2023-02-01,0.04431
2023-02-02,0.04456
2023-02-03,0.04283
2023-02-04,0.02141
2023-02-05,0.0224
2023-02-06,0.05022
2023-02-07,0.06327
2023-02-08,0.07213
2023-02-09,0.16913
2023-02-10,0.2068
2023-02-11,0.07607
2023-02-12,0.04283
2023-02-13,0.07385
2023-02-14,0.03028
2023-02-15,0.02191
2023-02-16,0.03028
2023-02-17,0.02191
2023-02-18,0.0096
2023-02-19,0.00984
2023-02-20,0.0288
2023-02-21,0.03446
2023-02-22,0.02658
2023-02-23,0.02979
2023-02-24,0.02658
2023-02-25,0.01255
2023-02-26,0.01674
2023-02-27,0.03471
2023-02-28,0.11965
2023-03-01,0.01821
2023-03-02,0.01871
2023-03-03,0.01846
2023-03-04,0.02461
2023-03-05,0.016
2023-03-06,0.01058
2023-03-07,0.01378
2023-03-08,0.01772
2023-03-09,0.01329
2023-03-10,0.01378
2023-03-11,0.00541
2023-03-12,0.0027
2023-03-13,0.0096
2023-03-14,0.00713
2023-03-15,0.00984
2023-03-16,0.01107
2023-03-17,0.01304
2023-03-18,0.00787
2023-03-19,0.00689
2023-03-20,0.01083
2023-03-21,0.02215
2023-03-22,0.01304
2023-03-23,0.01132
2023-03-24,0.01132
2023-03-25,0.01354
2023-03-26,0.00812
2023-03-27,0.01427
2023-03-28,0.01674
2023-03-29,0.02117
2023-03-30,0.03988
2023-03-31,0.02634
2023-04-01,0.01427
2023-04-02,0.01034
2023-04-03,0.02018
2023-04-04,0.04234
2023-04-05,0.20262
2023-04-06,0.20336
2023-04-07,0.113
2023-04-08,0.06745
2023-04-09,0.04727
2023-04-10,0.13171
2023-04-11,0.13688
2023-04-12,0.25998
2023-04-13,0.15608
2023-04-14,0.2521
2023-04-15,0.14353
2023-04-16,0.13417
2023-04-17,0.36141
2023-04-18,0.45743
2023-04-19,0.69772
2023-04-20,0.4759
2023-04-21,0.33433
2023-04-22,0.16766
2023-04-23,0.17036
2023-04-24,0.21813
2023-04-25,0.34246
2023-04-26,0.31119
2023-04-27,0.39022
2023-04-28,0.23585
2023-04-29,0.12802
2023-04-30,0.18267
2023-05-01,0.16002
2023-05-02,0.22945
2023-05-03,0.17135
2023-05-04,0.14895
2023-05-05,0.08813
2023-05-06,0.07041
2023-05-07,0.07016
2023-05-08,0.25087
2023-05-09,0.34123
2023-05-10,0.72997
2023-05-11,1.42869
2023-05-12,3.37981
2023-05-13,0.2137
2023-05-14,0.30676
2023-05-15,0.31341
2023-05-16,0.12482
2023-05-17,0.10463
2023-05-18,0.0837
2023-05-19,0.07041
2023-05-20,0.03126
2023-05-21,0.02806
2023-05-22,0.04923
2023-05-23,0.04923
2023-05-24,0.05268
2023-05-25,0.07139
2023-05-26,0.04899
2023-05-27,0.04505
2023-05-28,0.03692
2023-05-29,0.04333
2023-05-30,0.13885
2023-05-31,0.37717
2023-06-01,0.13417
2023-06-02,0.04136
2023-06-03,0.01723
2023-06-04,0.04357
2023-06-05,0.05022
2023-06-06,0.03077
2023-06-07,0.05071
2023-06-08,0.08764
2023-06-09,0.54163
2023-06-10,0.19105
2023-06-11,0.17283
2023-06-12,0.15855
2023-06-13,0.11177
2023-06-14,0.09084
2023-06-15,0.04727
2023-06-16,0.03939
2023-06-17,0.02018
2023-06-18,0.02979
2023-06-19,0.03643
2023-06-20,0.13762
2023-06-21,0.06204
2023-06-22,0.03939
2023-06-23,0.13319
2023-06-24,0.04086
2023-06-25,0.02831
2023-06-26,0.03274
2023-06-27,0.03003
2023-06-28,0.032
2023-06-29,0.03372
2023-06-30,0.02757
2023-07-01,0.02388
2023-07-02,0.02388
2023-07-03,0.04653
2023-07-04,0.05687
2023-07-05,0.0901
2023-07-06,0.12777
2023-07-07,0.15682
2023-07-08,0.08149
2023-07-09,0.05465
2023-07-10,0.10586
