date,코스피야간선물
2020-10-21,0.83638
2020-10-22,0.80153
2020-10-23,0.62728
2020-10-24,0.43561
2020-10-25,0.19167
2020-10-26,0.88865
2020-10-27,0.9932
2020-10-28,2.54399
2020-10-29,3.3978
2020-10-30,1.35912
2020-10-31,1.08032
2020-11-01,0.73183
2020-11-02,1.1326
2020-11-03,1.02805
2020-11-04,0.97577
2020-11-05,1.51594
2020-11-06,0.90608
2020-11-07,0.54016
2020-11-08,0.26136
2020-11-09,4.18191
2020-11-10,2.61369
2020-11-11,2.43944
2020-11-12,2.14323
2020-11-13,0.66213
2020-11-14,0.22652
2020-11-15,0.27879
2020-11-16,0.59243
2020-11-17,1.28942
2020-11-18,0.76668
2020-11-19,0.83638
2020-11-20,0.57501
2020-11-21,0.45304
2020-11-22,0.62728
2020-11-23,1.08032
2020-11-24,0.83638
2020-11-25,1.08032
2020-11-26,1.11517
2020-11-27,0.54016
2020-11-28,0.29621
2020-11-29,0.24394
2020-11-30,1.11517
2020-12-01,1.70761
2020-12-02,1.42882
2020-12-03,1.48109
2020-12-04,1.15002
2020-12-05,0.88865
2020-12-06,0.20909
2020-12-07,0.83638
2020-12-08,1.27199
2020-12-09,1.35912
2020-12-10,0.9235
2020-12-11,0.48788
2020-12-12,0.20909
2020-12-13,0.12197
2020-12-14,0.50531
2020-12-15,0.33106
2020-12-16,0.41819
2020-12-17,0.45304
2020-12-18,0.41819
2020-12-19,0.20909
2020-12-20,0.24394
2020-12-21,0.45304
2020-12-22,1.18487
2020-12-23,1.15002
2020-12-24,1.53336
2020-12-25,0.36591
2020-12-27,0.10454
2020-12-28,0.47046
2020-12-29,0.64471
2020-12-30,0.62728
2020-12-31,0.47046
2021-01-01,0.15682
2021-01-02,0.12197
2021-01-03,0.31364
2021-01-04,1.21972
2021-01-05,1.72503
2021-01-06,1.56821
2021-01-07,1.46366
2021-01-08,1.82958
2021-01-09,1.01062
2021-01-10,0.7841
2021-01-11,3.29325
2021-01-12,3.17128
2021-01-13,2.07353
2021-01-14,3.17128
2021-01-15,1.44624
2021-01-16,1.77731
2021-01-17,1.1326
2021-01-18,2.0561
2021-01-19,3.01446
2021-01-20,2.23035
2021-01-21,2.84021
2021-01-22,1.16745
2021-01-23,0.64471
2021-01-24,0.27879
2021-01-25,1.65534
2021-01-26,2.64854
2021-01-27,3.22355
2021-01-28,4.8092
2021-01-29,3.79857
2021-01-30,2.82279
2021-01-31,1.74246
2021-02-01,2.77051
2021-02-02,2.28262
2021-02-03,2.52657
2021-02-04,1.74246
2021-02-05,1.70761
2021-02-06,0.69698
2021-02-07,0.27879
2021-02-08,0.90608
2021-02-09,1.70761
2021-02-10,1.48109
2021-02-11,0.26136
2021-02-12,0.12197
2021-02-13,0.15682
2021-02-14,0.26136
2021-02-15,0.80153
2021-02-16,0.97577
2021-02-17,0.9235
2021-02-18,0.9932
2021-02-19,1.77731
2021-02-20,0.69698
2021-02-21,0.31364
2021-02-22,1.81216
2021-02-23,3.20613
2021-02-24,2.80536
2021-02-25,1.9864
2021-02-26,4.8092
2021-02-27,1.18487
2021-02-28,0.41819
2021-03-01,0.80153
2021-03-02,1.82958
2021-03-03,2.1258
2021-03-04,2.21292
2021-03-05,2.36975
2021-03-06,0.8538
2021-03-07,0.54016
2021-03-08,1.58564
2021-03-09,2.52657
2021-03-10,3.29325
2021-03-11,2.94476
2021-03-12,2.38717
2021-03-13,0.9932
2021-03-14,0.43561
2021-03-15,1.74246
2021-03-16,2.1258
2021-03-17,2.77051
2021-03-18,4.07736
2021-03-19,4.86147
2021-03-20,2.61369
2021-03-21,2.23035
2021-03-22,15.31625
2021-03-23,15.69959
2021-03-24,10.19341
2021-03-25,9.87976
2021-03-26,7.85851
2021-03-27,4.58267
2021-03-28,1.77731
2021-03-29,7.94563
2021-03-30,13.12075
2021-03-31,11.50026
2021-04-01,12.05784
2021-04-02,11.09949
2021-04-03,1.89928
2021-04-04,1.58564
2021-04-05,12.23209
2021-04-06,10.80327
2021-04-07,7.44032
2021-04-08,6.91758
2021-04-09,6.02892
2021-04-10,2.47429
2021-04-11,1.34169
2021-04-12,4.49555
2021-04-13,6.42969
2021-04-14,5.7327
2021-04-15,6.67363
2021-04-16,4.56525
2021-04-17,2.10838
2021-04-18,0.66213
2021-04-19,4.12963
2021-04-20,9.04338
2021-04-21,9.68809
2021-04-22,8.57292
2021-04-23,7.17895
2021-04-24,3.34553
2021-04-25,0.97577
2021-04-26,4.07736
2021-04-27,7.40547
2021-04-28,7.30092
2021-04-29,9.63582
2021-04-30,8.207
2021-05-01,3.43265
2021-05-02,0.90608
2021-05-03,5.40163
2021-05-04,7.45774
2021-05-05,7.02212
2021-05-06,6.72591
2021-05-07,7.03955
2021-05-08,2.70081
2021-05-09,0.7841
2021-05-10,7.75396
2021-05-11,19.11482
2021-05-12,31.48632
2021-05-13,34.39623
2021-05-14,16.39658
2021-05-15,6.34256
2021-05-16,2.0561
2021-05-17,10.07144
2021-05-18,13.73061
2021-05-19,9.65324
2021-05-20,11.23889
2021-05-21,11.6048
2021-05-22,5.5933
2021-05-23,2.38717
2021-05-24,8.97368
2021-05-25,14.18365
2021-05-26,12.49346
2021-05-27,11.58738
2021-05-28,11.09949
2021-05-29,4.89632
2021-05-30,0.90608
2021-05-31,6.55166
2021-06-01,11.22146
2021-06-02,12.023
2021-06-03,16.20491
2021-06-04,14.0791
2021-06-05,4.91374
2021-06-06,1.72503
2021-06-07,8.59034
2021-06-08,13.43439
2021-06-09,12.51089
2021-06-10,14.72381
2021-06-11,10.35023
2021-06-12,4.49555
2021-06-13,0.59243
2021-06-14,4.70465
2021-06-15,9.2699
2021-06-16,10.751
2021-06-17,14.98518
2021-06-18,11.58738
2021-06-19,7.33577
2021-06-20,2.71824
2021-06-21,11.9533
2021-06-22,14.74124
2021-06-23,13.99198
2021-06-24,13.26014
2021-06-25,11.50026
2021-06-26,5.19254
2021-06-27,1.09775
2021-06-28,7.77138
2021-06-29,12.8071
2021-06-30,12.84195
2021-07-01,13.50409
2021-07-02,11.65708
2021-07-03,5.47133
2021-07-04,1.2023
2021-07-05,7.66684
2021-07-06,13.76546
2021-07-07,15.5602
2021-07-08,23.20961
2021-07-09,23.01794
2021-07-10,8.67746
2021-07-11,2.84021
2021-07-12,13.27757
2021-07-13,20.89214
2021-07-14,19.63756
2021-07-15,21.01411
2021-07-16,16.72765
2021-07-17,9.53127
2021-07-18,2.31747
2021-07-19,20.73531
2021-07-20,32.21815
2021-07-21,31.46889
2021-07-22,28.45443
2021-07-23,20.50879
2021-07-24,11.62223
2021-07-25,2.1955
2021-07-26,17.09357
2021-07-27,31.32949
2021-07-28,27.40895
2021-07-29,22.09444
2021-07-30,20.1603
2021-07-31,10.5419
2021-08-01,2.96218
2021-08-02,18.06935
2021-08-03,23.17476
2021-08-04,24.23767
2021-08-05,22.37323
2021-08-06,17.73828
2021-08-07,8.11988
2021-08-08,1.79473
2021-08-09,18.71406
2021-08-10,24.84753
2021-08-11,29.15142
2021-08-12,27.32183
2021-08-13,22.35581
2021-08-14,8.24185
2021-08-15,1.42882
2021-08-16,7.0744
2021-08-17,18.958
2021-08-18,25.1089
2021-08-19,32.75832
2021-08-20,34.13486
2021-08-21,14.16623
2021-08-22,3.36295
2021-08-23,18.47011
2021-08-24,32.56664
2021-08-25,52.34361
2021-08-26,24.32479
2021-08-27,23.7672
2021-08-28,12.78968
2021-08-29,2.38717
2021-08-30,15.50792
2021-08-31,28.92489
2021-09-01,25.30057
2021-09-02,24.42934
2021-09-03,22.26868
2021-09-04,8.01533
2021-09-05,1.89928
2021-09-06,12.9465
2021-09-07,19.82923
2021-09-08,23.6975
2021-09-09,26.43317
2021-09-10,19.28907
2021-09-11,10.52448
2021-09-12,2.96218
2021-09-13,15.61247
2021-09-14,26.46802
2021-09-15,24.34221
2021-09-16,22.18156
2021-09-17,16.65795
2021-09-18,6.22059
2021-09-19,0.9932
2021-09-20,4.6698
2021-09-21,7.02212
2021-09-22,8.207
2021-09-23,20.17773
2021-09-24,19.81181
2021-09-25,8.62519
2021-09-26,2.1258
2021-09-27,12.51089
2021-09-28,24.37706
2021-09-29,31.48632
2021-09-30,25.73619
2021-10-01,26.65969
2021-10-02,10.33281
2021-10-03,1.28942
2021-10-04,9.14793
2021-10-05,25.21345
2021-10-06,35.14549
2021-10-07,32.07875
2021-10-08,20.07318
2021-10-09,6.16832
2021-10-10,1.09775
2021-10-11,5.85467
2021-10-12,19.14967
2021-10-13,31.93936
2021-10-14,27.60062
2021-10-15,23.13991
2021-10-16,8.55549
2021-10-17,2.42202
2021-10-18,14.56699
2021-10-19,23.29674
2021-10-20,22.02474
2021-10-21,21.97246
2021-10-22,20.82244
2021-10-23,8.32897
2021-10-24,2.1258
2021-10-25,14.58442
2021-10-26,22.58233
2021-10-27,23.43613
2021-10-28,24.48161
2021-10-29,22.30353
2021-10-30,10.6813
2021-10-31,1.77731
2021-11-01,14.46244
2021-11-02,22.68687
2021-11-03,23.81948
2021-11-04,28.73322
2021-11-05,26.0324
2021-11-06,9.35703
2021-11-07,2.31747
2021-11-08,13.78288
2021-11-09,21.06638
2021-11-10,26.74682
2021-11-11,26.06725
2021-11-12,19.30649
2021-11-13,8.76459
2021-11-14,2.3349
2021-11-15,13.48667
2021-11-16,22.72172
2021-11-17,25.35284
2021-11-18,28.07109
2021-11-19,30.0575
2021-11-20,10.10629
2021-11-21,2.36975
2021-11-22,16.90189
2021-11-23,27.09531
2021-11-24,26.04983
2021-11-25,24.08085
2021-11-26,24.98693
2021-11-27,22.26868
2021-11-28,8.10245
2021-11-29,24.22024
2021-11-30,50.02613
2021-12-01,60.51576
2021-12-02,54.05122
2021-12-03,34.36138
2021-12-04,23.85433
2021-12-05,6.96985
2021-12-06,28.97717
2021-12-07,39.62362
2021-12-08,42.76006
2021-12-09,34.9364
2021-12-10,30.94615
2021-12-11,12.91165
2021-12-12,3.45007
2021-12-13,19.32392
2021-12-14,40.04181
2021-12-15,35.38944
2021-12-16,36.29552
2021-12-17,36.1387
2021-12-18,19.2368
2021-12-19,4.37358
2021-12-20,28.66353
2021-12-21,42.51611
2021-12-22,35.40686
2021-12-23,30.54539
2021-12-24,21.20578
2021-12-25,4.23418
2021-12-26,2.2652
2021-12-27,17.65115
2021-12-28,27.87942
2021-12-29,27.3044
2021-12-30,21.4323
2021-12-31,8.95626
2022-01-01,2.97961
2022-01-02,1.75988
2022-01-03,15.75187
2022-01-04,30.44084
2022-01-05,33.35075
2022-01-06,40.11151
2022-01-07,30.75448
2022-01-08,17.04129
2022-01-09,3.3281
2022-01-10,25.14375
2022-01-11,40.32061
2022-01-12,36.78341
2022-01-13,32.3924
2022-01-14,32.91514
2022-01-15,15.61247
2022-01-16,2.59627
2022-01-17,19.53301
2022-01-18,35.98187
2022-01-19,43.26537
2022-01-20,45.7571
2022-01-21,38.96149
2022-01-22,22.58233
2022-01-23,4.26903
2022-01-24,34.10001
2022-01-25,74.17668
2022-01-26,71.80693
2022-01-27,69.07126
2022-01-28,55.46262
2022-01-29,17.70343
2022-01-30,2.3349
2022-01-31,6.56908
2022-02-01,10.15856
2022-02-02,16.414
2022-02-03,38.96149
2022-02-04,48.87611
2022-02-05,20.50879
2022-02-06,4.33873
2022-02-07,25.07405
2022-02-08,44.15403
2022-02-09,45.30405
2022-02-10,41.40094
2022-02-11,41.22669
2022-02-12,24.65586
2022-02-13,6.51681
2022-02-14,36.71371
2022-02-15,53.98152
2022-02-16,46.00104
2022-02-17,60.02787
2022-02-18,46.50635
2022-02-19,19.84666
2022-02-20,4.54783
2022-02-21,37.09705
2022-02-22,61.94458
2022-02-23,53.42394
2022-02-24,71.42359
2022-02-25,67.64244
2022-02-26,22.40808
2022-02-27,5.22739
2022-02-28,29.01202
2022-03-01,29.81355
2022-03-02,40.04181
2022-03-03,45.58285
2022-03-04,45.49573
2022-03-05,21.01411
2022-03-06,5.03572
2022-03-07,42.63809
2022-03-08,50.63599
2022-03-09,26.65969
2022-03-10,35.33716
2022-03-11,39.50165
2022-03-12,19.67241
2022-03-13,4.61752
2022-03-14,29.23854
2022-03-15,47.79578
2022-03-16,47.67381
2022-03-17,49.95643
2022-03-18,38.42132
2022-03-19,16.91932
2022-03-20,4.44328
2022-03-21,25.87558
2022-03-22,39.88499
2022-03-23,40.49485
2022-03-24,40.79107
2022-03-25,34.53563
2022-03-26,13.76546
2022-03-27,2.97961
2022-03-28,23.45356
2022-03-29,40.09409
2022-03-30,37.58494
2022-03-31,36.12127
2022-04-01,31.1204
2022-04-02,12.17982
2022-04-03,3.20613
2022-04-04,22.02474
2022-04-05,31.99163
2022-04-06,39.57135
2022-04-07,39.3971
2022-04-08,34.11744
2022-04-09,15.05488
2022-04-10,2.49172
2022-04-11,25.50967
2022-04-12,43.64871
2022-04-13,39.20543
2022-04-14,35.94702
2022-04-15,25.94528
2022-04-16,3.79857
2022-04-17,2.3349
2022-04-18,28.40216
2022-04-19,34.43108
2022-04-20,35.82505
2022-04-21,33.6644
2022-04-22,33.5947
2022-04-23,18.38299
2022-04-24,4.19933
2022-04-25,29.46506
2022-04-26,40.6691
2022-04-27,50.25265
2022-04-28,38.1251
2022-04-29,34.90155
2022-04-30,22.94824
2022-05-01,7.12667
2022-05-02,30.19689
2022-05-03,41.57518
2022-05-04,29.11657
2022-05-05,25.23087
2022-05-06,35.7902
2022-05-07,17.47691
2022-05-08,3.67659
2022-05-09,28.87262
2022-05-10,53.24969
2022-05-11,56.54295
2022-05-12,50.33978
2022-05-13,38.35162
2022-05-14,13.95713
2022-05-15,3.45007
2022-05-16,22.7043
2022-05-17,36.60916
2022-05-18,40.28576
2022-05-19,56.80432
2022-05-20,41.29639
2022-05-21,21.58912
2022-05-22,4.89632
2022-05-23,27.79229
2022-05-24,53.12772
2022-05-25,61.28245
2022-05-26,44.45025
2022-05-27,39.20543
2022-05-28,18.01707
2022-05-29,4.09479
2022-05-30,24.98693
2022-05-31,34.04774
2022-06-01,21.24063
2022-06-02,30.24917
2022-06-03,32.21815
2022-06-04,13.55636
2022-06-05,1.89928
2022-06-06,9.91461
2022-06-07,29.62188
2022-06-08,38.70012
2022-06-09,34.98867
2022-06-10,43.47447
2022-06-11,20.89214
2022-06-12,5.12284
2022-06-13,35.89475
2022-06-14,57.48388
2022-06-15,49.25945
2022-06-16,61.66579
2022-06-17,50.2875
2022-06-18,18.99285
2022-06-19,5.41906
2022-06-20,29.48248
2022-06-21,48.61474
2022-06-22,64.66283
2022-06-23,59.9756
2022-06-24,41.85398
2022-06-25,18.24359
2022-06-26,4.18191
2022-06-27,26.27635
2022-06-28,43.3525
2022-06-29,45.56542
2022-06-30,49.81704
2022-07-01,59.03467
2022-07-02,20.17773
2022-07-03,4.42585
2022-07-04,27.75744
2022-07-05,55.0967
2022-07-06,62.10141
2022-07-07,48.38822
2022-07-08,42.20247
2022-07-09,17.92995
2022-07-10,3.38037
2022-07-11,31.32949
2022-07-12,47.49956
2022-07-13,64.10524
2022-07-14,53.85955
2022-07-15,43.43962
2022-07-16,17.21554
2022-07-17,2.63112
2022-07-18,27.80972
2022-07-19,49.34657
2022-07-20,48.03972
2022-07-21,47.46471
2022-07-22,38.85694
2022-07-23,19.32392
2022-07-24,3.11901
2022-07-25,25.30057
2022-07-26,40.65168
2022-07-27,46.47151
2022-07-28,48.21397
2022-07-29,40.93047
2022-07-30,17.05872
2022-07-31,3.22355
2022-08-01,23.9763
2022-08-02,37.77661
2022-08-03,41.74943
2022-08-04,37.30615
2022-08-05,32.47952
2022-08-06,15.08973
2022-08-07,3.3281
2022-08-08,24.53389
2022-08-09,38.14253
2022-08-10,43.19567
2022-08-11,41.13957
2022-08-12,30.94615
2022-08-13,14.60184
2022-08-14,1.70761
2022-08-15,8.93883
2022-08-16,24.95208
2022-08-17,36.73113
2022-08-18,36.05157
2022-08-19,33.14166
2022-08-20,15.52535
2022-08-21,3.15385
2022-08-22,26.53772
2022-08-23,45.16466
2022-08-24,38.99634
2022-08-25,38.57814
2022-08-26,37.16675
2022-08-27,27.61805
2022-08-28,6.29029
2022-08-29,32.74089
2022-08-30,52.30876
2022-08-31,55.027
2022-09-01,41.95852
2022-09-02,39.6062
2022-09-03,18.52239
2022-09-04,3.72887
2022-09-05,27.84457
2022-09-06,35.84248
2022-09-07,40.33803
2022-09-08,33.96062
2022-09-09,13.26014
2022-09-10,4.40843
2022-09-11,1.46366
2022-09-12,7.24864
2022-09-13,42.86461
2022-09-14,54.74821
2022-09-15,38.03798
2022-09-16,37.98571
2022-09-17,21.32775
2022-09-18,4.16448
2022-09-19,25.2483
2022-09-20,38.71754
2022-09-21,36.85311
2022-09-22,52.41331
2022-09-23,45.04269
2022-09-24,21.76337
2022-09-25,5.17511
2022-09-26,33.47273
2022-09-27,54.53911
2022-09-28,74.4032
2022-09-29,72.2077
2022-09-30,52.58755
2022-10-01,17.25039
2022-10-02,2.3349
2022-10-03,13.46924
2022-10-04,34.08259
2022-10-05,44.97299
2022-10-06,41.81913
2022-10-07,41.78428
2022-10-08,20.52622
2022-10-09,2.73566
2022-10-10,13.52151
2022-10-11,34.77957
2022-10-12,45.37375
2022-10-13,64.9939
2022-10-14,50.63599
2022-10-15,22.5649
2022-10-16,4.54783
2022-10-17,25.87558
2022-10-18,47.25561
2022-10-19,48.45791
2022-10-20,40.39031
2022-10-21,38.76982
2022-10-22,17.98222
2022-10-23,3.10158
2022-10-24,27.5832
2022-10-25,41.12214
2022-10-26,45.09496
2022-10-27,50.06098
2022-10-28,42.77748
2022-10-29,19.74211
2022-10-30,2.94476
2022-10-31,23.9066
2022-11-01,45.25178
2022-11-02,43.77069
2022-11-03,55.39292
2022-11-04,46.99424
2022-11-05,20.85729
2022-11-06,3.15385
2022-11-07,26.08468
2022-11-08,45.7571
2022-11-09,51.80345
2022-11-10,76.07597
2022-11-11,59.12179
2022-11-12,22.91339
2022-11-13,4.4607
2022-11-14,26.76424
2022-11-15,51.4201
2022-11-16,47.8829
2022-11-17,52.84892
2022-11-18,42.91688
2022-11-19,18.66178
2022-11-20,3.22355
2022-11-21,24.56874
2022-11-22,42.28959
2022-11-23,38.89179
2022-11-24,38.05541
2022-11-25,32.4621
2022-11-26,14.0094
2022-11-27,3.15385
2022-11-28,24.15054
2022-11-29,45.19951
2022-11-30,39.69332
2022-12-01,46.29726
2022-12-02,41.27896
2022-12-03,25.02178
2022-12-04,3.45007
2022-12-05,23.41871
2022-12-06,46.34953
2022-12-07,52.11709
2022-12-08,40.05924
2022-12-09,37.65464
2022-12-10,18.12162
2022-12-11,2.90991
2022-12-12,21.38003
2022-12-13,52.01254
2022-12-14,43.94493
2022-12-15,50.84509
2022-12-16,43.50932
2022-12-17,20.61334
2022-12-18,3.1887
2022-12-19,21.83307
2022-12-20,45.49573
2022-12-21,43.75326
2022-12-22,43.73584
2022-12-23,47.18592
2022-12-24,18.17389
2022-12-25,3.10158
2022-12-26,16.20491
2022-12-27,28.7855
2022-12-28,42.09792
2022-12-29,35.75535
2022-12-30,20.97926
2022-12-31,6.02892
2023-01-01,2.70081
2023-01-02,25.96271
2023-01-03,39.3971
2023-01-04,42.28959
2023-01-05,46.83742
2023-01-06,42.13277
2023-01-07,21.62397
2023-01-08,3.95539
2023-01-09,26.95591
2023-01-10,52.81407
2023-01-11,43.3525
2023-01-12,45.82679
2023-01-13,42.30702
2023-01-14,19.51559
2023-01-15,3.67659
2023-01-16,23.31416
2023-01-17,34.6576
2023-01-18,44.10175
2023-01-19,48.33594
2023-01-20,35.59853
2023-01-21,15.02003
2023-01-22,1.49851
2023-01-23,4.8092
2023-01-24,12.23209
2023-01-25,30.17947
2023-01-26,45.63512
2023-01-27,36.05157
2023-01-28,19.96863
2023-01-29,2.82279
2023-01-30,23.50583
2023-01-31,47.60411
2023-02-01,39.76302
2023-02-02,45.94877
2023-02-03,48.70186
2023-02-04,25.71876
2023-02-05,3.81599
2023-02-06,26.67712
2023-02-07,41.22669
2023-02-08,44.97299
2023-02-09,45.25178
2023-02-10,42.56839
2023-02-11,19.75953
2023-02-12,3.1887
2023-02-13,21.76337
2023-02-14,44.71162
2023-02-15,48.59731
2023-02-16,46.45408
2023-02-17,44.46767
2023-02-18,20.64819
2023-02-19,2.89248
2023-02-20,20.00348
2023-02-21,38.82209
2023-02-22,45.82679
2023-02-23,39.64105
2023-02-24,43.78811
2023-02-25,20.71789
2023-02-26,3.3281
2023-02-27,22.30353
2023-02-28,33.99546
2023-03-01,23.8369
2023-03-02,30.58024
2023-03-03,33.35075
2023-03-04,18.55723
2023-03-05,2.31747
2023-03-06,21.81564
2023-03-07,34.67503
2023-03-08,41.62746
2023-03-09,39.01376
2023-03-10,40.21606
2023-03-11,39.06603
2023-03-12,8.76459
2023-03-13,49.62537
2023-03-14,73.63652
2023-03-15,72.31224
2023-03-16,60.37637
2023-03-17,49.05035
2023-03-18,21.27548
2023-03-19,4.19933
2023-03-20,31.64314
2023-03-21,47.08137
2023-03-22,43.0737
2023-03-23,51.28071
2023-03-24,47.06394
2023-03-25,20.42167
2023-03-26,3.10158
2023-03-27,25.78846
2023-03-28,44.32828
2023-03-29,39.51907
2023-03-30,38.94406
2023-03-31,41.03502
2023-04-01,21.13608
2023-04-02,4.77435
2023-04-03,25.71876
2023-04-04,42.27217
2023-04-05,39.34483
2023-04-06,42.67293
2023-04-07,28.99459
2023-04-08,4.89632
2023-04-09,2.07353
2023-04-10,20.82244
2023-04-11,27.49607
2023-04-12,41.41836
2023-04-13,41.69715
2023-04-14,36.67886
2023-04-15,15.2814
2023-04-16,2.2652
2023-04-17,20.96184
2023-04-18,35.44171
2023-04-19,37.65464
2023-04-20,34.97124
2023-04-21,28.87262
2023-04-22,12.23209
2023-04-23,2.28262
2023-04-24,18.78376
2023-04-25,34.06516
2023-04-26,39.58877
2023-04-27,36.33037
2023-04-28,27.32183
2023-04-29,11.09949
2023-04-30,1.34169
2023-05-01,5.31451
2023-05-02,20.87471
2023-05-03,27.5832
2023-05-04,26.34605
2023-05-05,13.69576
2023-05-06,6.58651
2023-05-07,1.62049
2023-05-08,14.3579
2023-05-09,23.13991
2023-05-10,31.67799
2023-05-11,31.78254
2023-05-12,24.15054
2023-05-13,11.09949
2023-05-14,1.74246
2023-05-15,15.3511
2023-05-16,28.437
2023-05-17,27.4438
2023-05-18,30.77191
2023-05-19,25.21345
2023-05-20,10.55933
2023-05-21,1.96898
2023-05-22,14.2882
2023-05-23,26.13695
2023-05-24,29.709
2023-05-25,32.21815
2023-05-26,27.86199
2023-05-27,12.44119
2023-05-28,1.67276
2023-05-29,5.00087
