date,무순위청약
2020-09-09,2.10457
2020-09-10,1.77198
2020-09-11,1.5648
2020-09-12,0.95414
2020-09-13,1.37942
2020-09-14,1.58115
2020-09-15,2.12093
2020-09-16,1.23221
2020-09-17,1.2104
2020-09-18,1.30309
2020-09-19,0.70879
2020-09-20,1.61387
2020-09-21,1.30854
2020-09-22,1.19949
2020-09-23,3.6203
2020-09-24,1.14497
2020-09-25,0.89417
2020-09-26,0.52886
2020-09-27,0.68153
2020-09-28,0.9705
2020-09-29,0.92143
2020-09-30,0.54522
2020-10-01,4.54173
2020-10-02,0.91598
2020-10-03,1.06319
2020-10-04,1.03047
2020-10-05,1.37942
2020-10-06,1.47756
2020-10-07,1.05228
2020-10-08,1.49937
2020-10-09,0.62701
2020-10-10,0.63246
2020-10-11,6.55362
2020-10-12,4.15462
2020-10-13,1.87012
2020-10-14,1.28128
2020-10-15,1.04138
2020-10-16,1.65748
2020-10-17,0.79057
2020-10-18,1.50482
2020-10-19,1.69565
2020-10-20,2.31176
2020-10-21,2.79701
2020-10-22,1.31399
2020-10-23,1.03047
2020-10-24,0.55613
2020-10-25,0.68698
2020-10-26,1.11771
2020-10-27,1.28673
2020-10-28,1.18314
2020-10-29,0.91598
2020-10-30,0.87781
2020-10-31,0.40891
2020-11-01,0.56703
2020-11-02,1.19949
2020-11-03,2.21361
2020-11-04,3.62575
2020-11-05,2.36083
2020-11-06,2.02824
2020-11-07,1.54844
2020-11-08,1.01957
2020-11-09,1.96826
2020-11-10,3.40221
2020-11-11,1.29218
2020-11-12,1.29763
2020-11-13,1.24311
2020-11-14,0.7415
2020-11-15,1.13952
2020-11-16,1.63567
2020-11-17,1.47756
2020-11-18,3.4949
2020-11-19,2.1809
2020-11-20,2.37173
2020-11-21,1.11771
2020-11-22,1.36851
2020-11-23,4.24186
2020-11-24,1.86467
2020-11-25,1.35761
2020-11-26,2.00643
2020-11-27,17.13101
2020-11-28,3.57123
2020-11-29,2.68251
2020-11-30,4.44359
2020-12-01,2.33902
2020-12-02,3.04236
2020-12-03,1.74472
2020-12-04,2.15909
2020-12-05,1.36306
2020-12-06,1.87557
2020-12-07,2.76975
2020-12-08,2.16454
2020-12-09,2.37173
2020-12-10,2.08276
2020-12-11,1.77743
2020-12-12,1.07954
2020-12-13,1.23766
2020-12-14,2.44806
2020-12-15,1.65203
2020-12-16,2.22997
2020-12-17,1.31399
2020-12-18,0.99776
2020-12-19,0.64336
2020-12-20,0.76876
2020-12-21,2.61163
2020-12-22,8.60367
2020-12-23,6.86985
2020-12-24,7.73131
2020-12-25,4.13281
2020-12-26,4.28548
2020-12-27,5.5395
2020-12-28,8.47282
2020-12-29,35.29251
2020-12-30,46.69865
2020-12-31,16.81478
2021-01-01,7.31694
2021-01-02,5.34867
2021-01-03,5.35412
2021-01-04,5.21236
2021-01-05,4.63442
2021-01-06,3.66392
2021-01-07,2.8897
2021-01-08,2.51894
2021-01-09,1.77198
2021-01-10,2.62799
2021-01-11,2.55711
2021-01-12,2.87334
2021-01-13,2.36628
2021-01-14,1.97372
2021-01-15,1.59751
2021-01-16,1.29763
2021-01-17,1.18859
2021-01-18,1.6902
2021-01-19,2.38809
2021-01-20,2.79701
2021-01-21,9.26885
2021-01-22,9.92312
2021-01-23,3.66392
2021-01-24,3.39676
2021-01-25,4.16007
2021-01-26,2.85698
2021-01-27,2.65525
2021-01-28,2.3063
2021-01-29,1.62477
2021-01-30,1.17768
2021-01-31,1.40668
2021-02-01,1.79924
2021-02-02,2.14819
2021-02-03,2.58982
2021-02-04,1.6902
2021-02-05,4.31274
2021-02-06,3.57668
2021-02-07,2.46987
2021-02-08,2.24088
2021-02-09,1.89738
2021-02-10,2.96603
2021-02-11,1.83741
2021-02-12,1.48846
2021-02-13,1.4612
2021-02-14,1.99007
2021-02-15,5.98658
2021-02-16,12.48568
2021-02-17,15.80611
2021-02-18,5.95387
2021-02-19,3.47309
2021-02-20,1.51027
2021-02-21,1.52663
2021-02-22,5.09786
2021-02-23,3.17321
2021-02-24,2.04459
2021-02-25,1.63022
2021-02-26,2.09912
2021-02-27,0.99776
2021-02-28,0.95959
2021-03-01,1.29763
2021-03-02,1.8265
2021-03-03,2.56801
2021-03-04,2.62253
2021-03-05,3.57668
2021-03-06,1.13407
2021-03-07,0.96505
2021-03-08,1.54844
2021-03-09,1.37942
2021-03-10,1.36306
2021-03-11,1.10135
2021-03-12,0.82329
2021-03-13,0.52886
2021-03-14,0.51251
2021-03-15,0.9814
2021-03-16,1.14497
2021-03-17,0.98686
2021-03-18,1.06864
2021-03-19,1.3358
2021-03-20,1.05228
2021-03-21,1.10135
2021-03-22,3.60939
2021-03-23,5.46316
2021-03-24,4.53083
2021-03-25,2.58982
2021-03-26,1.81015
2021-03-27,1.61932
2021-03-28,1.55389
2021-03-29,3.78932
2021-03-30,2.75884
2021-03-31,1.70655
2021-04-01,3.08052
2021-04-02,1.71201
2021-04-03,0.66517
2021-04-04,0.69243
2021-04-05,1.43939
2021-04-06,1.23766
2021-04-07,1.29218
2021-04-08,1.22675
2021-04-09,1.21585
2021-04-10,0.68153
2021-04-11,0.69243
2021-04-12,1.65203
2021-04-13,1.59751
2021-04-14,1.35216
2021-04-15,1.2104
2021-04-16,1.04683
2021-04-17,0.62155
2021-04-18,0.69243
2021-04-19,1.61387
2021-04-20,1.23221
2021-04-21,1.31944
2021-04-22,1.03047
2021-04-23,0.83964
2021-04-24,0.72515
2021-04-25,0.52341
2021-04-26,1.13407
2021-04-27,1.22675
2021-04-28,1.60296
2021-04-29,1.12861
2021-04-30,1.17223
2021-05-01,0.72515
2021-05-02,0.61065
2021-05-03,1.44485
2021-05-04,1.19404
2021-05-05,0.66517
2021-05-06,1.93555
2021-05-07,0.76876
2021-05-08,0.56703
2021-05-09,0.67062
2021-05-10,1.42849
2021-05-11,1.78834
2021-05-12,1.51572
2021-05-13,1.4503
2021-05-14,1.13952
2021-05-15,1.24311
2021-05-16,1.04683
2021-05-17,1.37397
2021-05-18,2.07186
2021-05-19,1.41758
2021-05-20,2.35537
2021-05-21,1.75017
2021-05-22,1.09045
2021-05-23,1.3467
2021-05-24,3.62575
2021-05-25,3.05326
2021-05-26,2.82427
2021-05-27,20.84946
2021-05-28,6.8753
2021-05-29,3.02055
2021-05-30,2.16454
2021-05-31,11.36797
2021-06-01,5.61038
2021-06-02,3.72389
2021-06-03,4.14917
2021-06-04,3.28771
2021-06-05,5.51769
2021-06-06,3.47854
2021-06-07,4.40543
2021-06-08,3.52216
2021-06-09,2.62799
2021-06-10,2.15909
2021-06-11,1.59751
2021-06-12,0.91052
2021-06-13,1.40123
2021-06-14,2.38809
2021-06-15,2.52439
2021-06-16,1.95736
2021-06-17,3.33678
2021-06-18,3.08052
2021-06-19,1.88103
2021-06-20,3.51125
2021-06-21,4.98337
2021-06-22,5.35957
2021-06-23,5.196
2021-06-24,3.10779
2021-06-25,4.89613
2021-06-26,2.85153
2021-06-27,2.76975
2021-06-28,4.81435
2021-06-29,3.61485
2021-06-30,5.425
2021-07-01,2.32266
2021-07-02,1.4503
2021-07-03,1.07409
2021-07-04,1.25947
2021-07-05,2.44261
2021-07-06,3.20593
2021-07-07,2.17545
2021-07-08,2.15909
2021-07-09,1.87557
2021-07-10,1.28673
2021-07-11,1.73382
2021-07-12,4.66168
2021-07-13,3.06417
2021-07-14,8.43465
2021-07-15,3.07507
2021-07-16,3.18957
2021-07-17,1.60296
2021-07-18,1.61932
2021-07-19,4.5908
2021-07-20,17.61081
2021-07-21,5.65945
2021-07-22,7.36601
2021-07-23,4.07829
2021-07-24,2.33356
2021-07-25,2.49168
2021-07-26,4.98337
2021-07-27,3.54397
2021-07-28,2.94967
2021-07-29,2.96603
2021-07-30,2.82427
2021-07-31,1.36851
2021-08-01,1.5866
2021-08-02,3.09688
2021-08-03,2.80791
2021-08-04,2.63344
2021-08-05,2.50258
2021-08-06,13.27081
2021-08-07,11.73327
2021-08-08,8.52734
2021-08-09,10.52832
2021-08-10,10.67553
2021-08-11,33.63502
2021-08-12,12.20217
2021-08-13,6.20467
2021-08-14,3.30407
2021-08-15,3.32588
2021-08-16,3.28771
2021-08-17,4.47085
2021-08-18,12.43661
2021-08-19,6.00839
2021-08-20,3.72389
2021-08-21,2.7861
2021-08-22,3.78932
2021-08-23,5.70306
2021-08-24,6.60814
2021-08-25,4.05103
2021-08-26,3.44037
2021-08-27,2.80791
2021-08-28,2.12638
2021-08-29,2.61163
2021-08-30,4.34
2021-08-31,3.1405
2021-09-01,3.20593
2021-09-02,2.75884
2021-09-03,3.07507
2021-09-04,1.51572
2021-09-05,2.36083
2021-09-06,3.64211
2021-09-07,2.1809
2021-09-08,2.46442
2021-09-09,2.03914
2021-09-10,1.63567
2021-09-11,1.37397
2021-09-12,1.29763
2021-09-13,1.70655
2021-09-14,2.07186
2021-09-15,1.61932
2021-09-16,1.29763
2021-09-17,1.29218
2021-09-18,0.76331
2021-09-19,1.11226
2021-09-20,0.93778
2021-09-21,1.53753
2021-09-22,1.89738
2021-09-23,2.58437
2021-09-24,2.7752
2021-09-25,2.05005
2021-09-26,3.3913
2021-09-27,2.76429
2021-09-28,2.81336
2021-09-29,2.55711
2021-09-30,2.84608
2021-10-01,2.46987
2021-10-02,1.72291
2021-10-03,2.14274
2021-10-04,3.10233
2021-10-05,8.48372
2021-10-06,4.54718
2021-10-07,4.28002
2021-10-08,3.9856
2021-10-09,2.14274
2021-10-10,2.1809
2021-10-11,2.13728
2021-10-12,6.47729
2021-10-13,4.65623
2021-10-14,2.74248
2021-10-15,2.63889
2021-10-16,1.47211
2021-10-17,1.88648
2021-10-18,3.23319
2021-10-19,3.41311
2021-10-20,2.58982
2021-10-21,1.58115
2021-10-22,1.34125
2021-10-23,0.8451
2021-10-24,1.17223
2021-10-25,1.96281
2021-10-26,1.72836
2021-10-27,1.63567
2021-10-28,1.45575
2021-10-29,1.04138
2021-10-30,0.80693
2021-10-31,0.78512
2021-11-01,1.60296
2021-11-02,1.59206
2021-11-03,1.60296
2021-11-04,1.3249
2021-11-05,1.68475
2021-11-06,0.83964
2021-11-07,1.03593
2021-11-08,1.94645
2021-11-09,1.69565
2021-11-10,1.96826
2021-11-11,1.78834
2021-11-12,2.36628
2021-11-13,1.941
2021-11-14,1.47211
2021-11-15,2.5353
2021-11-16,2.26269
2021-11-17,2.34447
2021-11-18,1.47211
2021-11-19,1.2213
2021-11-20,0.75241
2021-11-21,0.93233
2021-11-22,2.03369
2021-11-23,3.34223
2021-11-24,2.74248
2021-11-25,2.56256
2021-11-26,2.37718
2021-11-27,1.6902
2021-11-28,2.74248
2021-11-29,9.19797
2021-11-30,3.69663
2021-12-01,3.64211
2021-12-02,3.54942
2021-12-03,1.94645
2021-12-04,1.42849
2021-12-05,2.55166
2021-12-06,3.24955
2021-12-07,3.10233
2021-12-08,2.31176
2021-12-09,3.03691
2021-12-10,2.60618
2021-12-11,1.3467
2021-12-12,1.3467
2021-12-13,1.76653
2021-12-14,1.52663
2021-12-15,1.61932
2021-12-16,2.89515
2021-12-17,2.70432
2021-12-18,1.36306
2021-12-19,1.52118
2021-12-20,2.48078
2021-12-21,2.88424
2021-12-22,1.79924
2021-12-23,1.40668
2021-12-24,1.23221
2021-12-25,0.68153
2021-12-26,0.92143
2021-12-27,1.85922
2021-12-28,2.18635
2021-12-29,1.49937
2021-12-30,1.35761
2021-12-31,1.28128
2022-01-01,2.08276
2022-01-02,1.12861
2022-01-03,1.89738
2022-01-04,2.03369
2022-01-05,2.42625
2022-01-06,2.34992
2022-01-07,1.33035
2022-01-08,1.72291
2022-01-09,1.8156
2022-01-10,2.7861
2022-01-11,2.61163
2022-01-12,2.31176
2022-01-13,1.91374
2022-01-14,2.17545
2022-01-15,1.3358
2022-01-16,1.64113
2022-01-17,3.03145
2022-01-18,1.45575
2022-01-19,1.43394
2022-01-20,1.53208
2022-01-21,1.47756
2022-01-22,0.55613
2022-01-23,0.89417
2022-01-24,1.47756
2022-01-25,1.33035
2022-01-26,1.65748
2022-01-27,1.31944
2022-01-28,1.31399
2022-01-29,0.67062
2022-01-30,0.80148
2022-01-31,0.64881
2022-02-01,0.69243
2022-02-02,1.91919
2022-02-03,3.29316
2022-02-04,2.26269
2022-02-05,2.33902
2022-02-06,2.03914
2022-02-07,2.08276
2022-02-08,1.99007
2022-02-09,2.0664
2022-02-10,2.81882
2022-02-11,2.5462
2022-02-12,1.70655
2022-02-13,1.59206
2022-02-14,3.21138
2022-02-15,5.15239
2022-02-16,3.11324
2022-02-17,3.5058
2022-02-18,2.22997
2022-02-19,1.71201
2022-02-20,1.66839
2022-02-21,3.3695
2022-02-22,2.15364
2022-02-23,3.54397
2022-02-24,2.57346
2022-02-25,1.77198
2022-02-26,1.18314
2022-02-27,1.51027
2022-02-28,2.55166
2022-03-01,1.4612
2022-03-02,1.47756
2022-03-03,1.44485
2022-03-04,1.38487
2022-03-05,1.00866
2022-03-06,1.085
2022-03-07,1.31399
2022-03-08,1.5757
2022-03-09,0.93778
2022-03-10,1.29763
2022-03-11,2.76429
2022-03-12,1.97917
2022-03-13,5.55585
2022-03-14,7.1152
2022-03-15,8.69636
2022-03-16,14.30129
2022-03-17,5.10877
2022-03-18,3.06962
2022-03-19,1.71746
2022-03-20,1.84286
2022-03-21,7.62226
2022-03-22,3.70208
2022-03-23,2.63344
2022-03-24,2.57892
2022-03-25,3.00419
2022-03-26,2.08821
2022-03-27,2.38809
2022-03-28,3.17321
2022-03-29,4.14372
2022-03-30,6.92437
2022-03-31,2.39354
2022-04-01,2.23542
2022-04-02,1.94645
2022-04-03,1.4612
2022-04-04,2.66615
2022-04-05,2.52985
2022-04-06,2.2954
2022-04-07,1.80469
2022-04-08,2.48078
2022-04-09,1.49392
2022-04-10,1.24856
2022-04-11,2.46442
2022-04-12,2.98784
2022-04-13,2.58982
2022-04-14,1.91374
2022-04-15,1.53208
2022-04-16,0.90507
2022-04-17,0.99231
2022-04-18,1.64113
2022-04-19,1.73927
2022-04-20,1.63022
2022-04-21,1.19404
2022-04-22,1.25947
2022-04-23,0.95959
2022-04-24,1.085
2022-04-25,1.94645
2022-04-26,1.48301
2022-04-27,1.57025
2022-04-28,1.57025
2022-04-29,2.88424
2022-04-30,1.39577
2022-05-01,3.58213
2022-05-02,2.74794
2022-05-03,2.30085
2022-05-04,3.41311
2022-05-05,1.52663
2022-05-06,2.01188
2022-05-07,4.66713
2022-05-08,3.17321
2022-05-09,5.88844
2022-05-10,3.44583
2022-05-11,2.80791
2022-05-12,1.90829
2022-05-13,1.88648
2022-05-14,1.19404
2022-05-15,1.39577
2022-05-16,2.57346
2022-05-17,3.65847
2022-05-18,3.74025
2022-05-19,4.61806
2022-05-20,2.84608
2022-05-21,1.0959
2022-05-22,1.15588
2022-05-23,2.36083
2022-05-24,1.66839
2022-05-25,2.32811
2022-05-26,1.68475
2022-05-27,1.38487
2022-05-28,1.2104
2022-05-29,1.59751
2022-05-30,2.24633
2022-05-31,1.87012
2022-06-01,1.13407
2022-06-02,1.70655
2022-06-03,1.64113
2022-06-04,0.76331
2022-06-05,1.02502
2022-06-06,1.25402
2022-06-07,1.37942
2022-06-08,1.95736
2022-06-09,1.44485
2022-06-10,1.19404
2022-06-11,0.82329
2022-06-12,0.92688
2022-06-13,1.60841
2022-06-14,1.53208
2022-06-15,1.78289
2022-06-16,1.26492
2022-06-17,1.14497
2022-06-18,0.88871
2022-06-19,0.89962
2022-06-20,1.2213
2022-06-21,0.97595
2022-06-22,1.10135
2022-06-23,0.82329
2022-06-24,0.8451
2022-06-25,0.6052
2022-06-26,0.58339
2022-06-27,0.97595
2022-06-28,1.31399
2022-06-29,1.8265
2022-06-30,1.47756
2022-07-01,1.20495
2022-07-02,0.67062
2022-07-03,0.76876
2022-07-04,1.62477
2022-07-05,1.34125
2022-07-06,1.35216
2022-07-07,1.35761
2022-07-08,1.41213
2022-07-09,0.75241
2022-07-10,1.14497
2022-07-11,2.5462
2022-07-12,2.56256
2022-07-13,3.1405
2022-07-14,1.66839
2022-07-15,0.93233
2022-07-16,0.83964
2022-07-17,0.7306
2022-07-18,4.8198
2022-07-19,4.22005
2022-07-20,2.1809
2022-07-21,1.71201
2022-07-22,1.18314
2022-07-23,0.87236
2022-07-24,0.89962
2022-07-25,1.83196
2022-07-26,1.53208
2022-07-27,2.03369
2022-07-28,2.22452
2022-07-29,2.31721
2022-07-30,2.76975
2022-07-31,1.55934
2022-08-01,3.03691
2022-08-02,2.69341
2022-08-03,4.9343
2022-08-04,4.25821
2022-08-05,4.71075
2022-08-06,1.85377
2022-08-07,1.79924
2022-08-08,2.48078
2022-08-09,2.35537
2022-08-10,2.33902
2022-08-11,1.42849
2022-08-12,1.97372
2022-08-13,1.59206
2022-08-14,0.93233
2022-08-15,1.19404
2022-08-16,1.78834
2022-08-17,2.73703
2022-08-18,1.77198
2022-08-19,1.30854
2022-08-20,0.67608
2022-08-21,0.89417
2022-08-22,1.79379
2022-08-23,1.65748
2022-08-24,1.59751
2022-08-25,1.53753
2022-08-26,1.21585
2022-08-27,1.0959
2022-08-28,0.94869
2022-08-29,1.27583
2022-08-30,1.01957
2022-08-31,1.43394
2022-09-01,1.36306
2022-09-02,1.39577
2022-09-03,2.95512
2022-09-04,0.80148
2022-09-05,1.15588
2022-09-06,0.92688
2022-09-07,1.23221
2022-09-08,0.76331
2022-09-09,0.49615
2022-09-10,0.53977
2022-09-11,0.48525
2022-09-12,0.80693
2022-09-13,1.75562
2022-09-14,1.20495
2022-09-15,1.20495
2022-09-16,1.16678
2022-09-17,0.82329
2022-09-18,0.59429
2022-09-19,1.12316
2022-09-20,0.91052
2022-09-21,0.9705
2022-09-22,0.86691
2022-09-23,1.00321
2022-09-24,0.7306
2022-09-25,0.68698
2022-09-26,4.37271
2022-09-27,2.43171
2022-09-28,2.96603
2022-09-29,2.74794
2022-09-30,1.13952
2022-10-01,1.04138
2022-10-02,0.95959
2022-10-03,1.23221
2022-10-04,1.47756
2022-10-05,1.28128
2022-10-06,1.53208
2022-10-07,1.97917
2022-10-08,0.70879
2022-10-09,0.73605
2022-10-10,1.38487
2022-10-11,2.84063
2022-10-12,1.73382
2022-10-13,1.39032
2022-10-14,1.04683
2022-10-15,0.4907
2022-10-16,0.47979
2022-10-17,0.85055
2022-10-18,0.91052
2022-10-19,1.03047
2022-10-20,1.03593
2022-10-21,1.22675
2022-10-22,0.92688
2022-10-23,1.48846
2022-10-24,1.98462
2022-10-25,1.79924
2022-10-26,2.33902
2022-10-27,2.61708
2022-10-28,1.83741
2022-10-29,0.88326
2022-10-30,0.66517
2022-10-31,0.99776
2022-11-01,1.03593
2022-11-02,0.90507
2022-11-03,0.80693
2022-11-04,0.6052
2022-11-05,0.5016
2022-11-06,0.44163
2022-11-07,0.80148
2022-11-08,0.81783
2022-11-09,0.71969
2022-11-10,8.90354
2022-11-11,3.18412
2022-11-12,1.01957
2022-11-13,2.27359
2022-11-14,4.11646
2022-11-15,3.32042
2022-11-16,3.20047
2022-11-17,1.91919
2022-11-18,1.29763
2022-11-19,0.64336
2022-11-20,0.59974
2022-11-21,0.87236
2022-11-22,0.82874
2022-11-23,0.59429
2022-11-24,0.76876
2022-11-25,0.53432
2022-11-26,0.45253
2022-11-27,0.55067
2022-11-28,0.79057
2022-11-29,1.15042
2022-11-30,1.01957
2022-12-01,0.8451
2022-12-02,0.55067
2022-12-03,0.31077
2022-12-04,0.50706
2022-12-05,1.1068
2022-12-06,1.0959
2022-12-07,1.25402
2022-12-08,0.92143
2022-12-09,0.91598
2022-12-10,0.71424
2022-12-11,0.81783
2022-12-12,2.02279
2022-12-13,1.25402
2022-12-14,1.68475
2022-12-15,2.2954
2022-12-16,1.98462
2022-12-17,0.90507
2022-12-18,1.29218
2022-12-19,1.35216
2022-12-20,1.06319
2022-12-21,0.73605
2022-12-22,0.59974
2022-12-23,0.52341
2022-12-24,0.56158
2022-12-25,0.69788
2022-12-26,1.06319
2022-12-27,0.856
2022-12-28,1.10135
2022-12-29,0.65427
2022-12-30,0.65972
2022-12-31,0.59429
2023-01-01,1.23221
2023-01-02,1.40668
2023-01-03,2.46442
2023-01-04,3.0151
2023-01-05,1.72291
2023-01-06,1.5648
2023-01-07,1.17768
2023-01-08,1.28128
2023-01-09,2.09912
2023-01-10,3.14595
2023-01-11,3.27135
2023-01-12,2.33902
2023-01-13,1.4612
2023-01-14,0.86691
2023-01-15,0.86145
2023-01-16,1.39577
2023-01-17,2.02279
2023-01-18,2.07731
2023-01-19,1.35216
2023-01-20,1.48846
2023-01-21,1.52118
2023-01-22,1.5648
2023-01-23,1.12316
2023-01-24,1.29763
2023-01-25,1.97917
2023-01-26,1.88648
2023-01-27,1.66294
2023-01-28,1.39577
2023-01-29,1.55934
2023-01-30,3.14595
2023-01-31,3.15686
2023-02-01,1.84286
2023-02-02,1.47756
2023-02-03,2.11547
2023-02-04,1.60296
2023-02-05,1.45575
2023-02-06,2.23542
2023-02-07,2.01733
2023-02-08,2.00098
2023-02-09,1.41758
2023-02-10,1.52118
2023-02-11,0.86691
2023-02-12,0.88326
2023-02-13,1.97372
2023-02-14,1.55934
2023-02-15,1.28128
2023-02-16,1.12861
2023-02-17,1.8156
2023-02-18,1.47756
2023-02-19,1.49392
2023-02-20,2.15364
2023-02-21,2.40444
2023-02-22,2.21907
2023-02-23,2.24088
2023-02-24,1.30854
2023-02-25,0.89962
2023-02-26,1.37397
2023-02-27,3.8602
2023-02-28,18.5486
2023-03-01,6.94073
2023-03-02,11.01902
2023-03-03,6.96254
2023-03-04,4.32364
2023-03-05,4.49811
2023-03-06,4.38907
2023-03-07,3.89836
2023-03-08,8.36922
2023-03-09,3.87656
2023-03-10,2.39899
2023-03-11,1.33035
2023-03-12,1.39032
2023-03-13,2.70432
2023-03-14,2.36083
2023-03-15,2.85153
2023-03-16,1.49392
2023-03-17,1.28673
2023-03-18,0.77422
2023-03-19,0.83964
2023-03-20,1.06864
2023-03-21,1.21585
2023-03-22,1.49937
2023-03-23,1.39577
2023-03-24,0.96505
2023-03-25,0.72515
2023-03-26,0.77967
2023-03-27,1.16133
2023-03-28,1.06864
2023-03-29,1.05773
2023-03-30,0.85055
2023-03-31,0.8451
2023-04-01,0.64881
2023-04-02,0.68698
2023-04-03,1.2213
2023-04-04,1.14497
2023-04-05,1.09045
2023-04-06,0.94869
2023-04-07,0.76876
2023-04-08,0.62155
2023-04-09,0.91598
2023-04-10,1.27037
2023-04-11,0.96505
2023-04-12,1.35216
2023-04-13,0.87236
2023-04-14,0.88326
2023-04-15,0.51796
2023-04-16,0.56703
2023-04-17,0.88871
2023-04-18,0.90507
2023-04-19,1.06864
2023-04-20,1.36306
2023-04-21,1.53753
2023-04-22,1.09045
2023-04-23,1.51572
2023-04-24,2.06095
2023-04-25,2.45351
2023-04-26,1.50482
2023-04-27,1.21585
2023-04-28,0.73605
2023-04-29,0.58884
2023-04-30,0.67062
2023-05-01,0.78512
2023-05-02,1.17768
2023-05-03,1.24311
2023-05-04,0.8451
2023-05-05,0.70879
2023-05-06,0.7306
2023-05-07,0.80148
2023-05-08,1.2213
2023-05-09,1.61387
2023-05-10,2.04459
2023-05-11,1.66294
2023-05-12,0.70879
2023-05-13,0.63791
2023-05-14,1.11771
2023-05-15,1.89738
2023-05-16,2.09912
2023-05-17,1.5757
2023-05-18,0.88871
2023-05-19,0.83419
2023-05-20,0.52886
2023-05-21,0.66517
2023-05-22,1.27583
2023-05-23,1.53753
2023-05-24,1.3467
2023-05-25,1.40668
2023-05-26,2.00098
2023-05-27,1.63022
2023-05-28,1.54299
2023-05-29,1.78834
