date,채무불이행
2021-05-01,9.65593
2021-05-02,7.65815
2021-05-03,13.42952
2021-05-04,12.87458
2021-05-05,8.43507
2021-05-06,13.31853
2021-05-07,15.87125
2021-05-08,6.99223
2021-05-09,10.43285
2021-05-10,20.19977
2021-05-11,16.42619
2021-05-12,16.98113
2021-05-13,16.75915
2021-05-14,16.3152
2021-05-15,7.2142
2021-05-16,8.1021
2021-05-17,17.09211
2021-05-18,13.65149
2021-05-19,7.54716
2021-05-20,13.87347
2021-05-21,15.76026
2021-05-22,8.99001
2021-05-23,7.99112
2021-05-24,16.87014
2021-05-25,15.20532
2021-05-26,14.09544
2021-05-27,16.75915
2021-05-28,11.87569
2021-05-29,8.32408
2021-05-30,10.09988
2021-05-31,21.42064
2021-06-01,16.42619
2021-06-02,20.31076
2021-06-03,18.64594
2021-06-04,12.31964
2021-06-05,11.43174
2021-06-06,11.98668
2021-06-07,23.08546
2021-06-08,18.53496
2021-06-09,16.98113
2021-06-10,17.64705
2021-06-11,18.97891
2021-06-12,9.21198
2021-06-13,10.54384
2021-06-14,19.0899
2021-06-15,20.31076
2021-06-16,18.53496
2021-06-17,19.20088
2021-06-18,13.76248
2021-06-19,12.76359
2021-06-20,8.76803
2021-06-21,15.20532
2021-06-22,12.6526
2021-06-23,12.87458
2021-06-24,15.09433
2021-06-25,13.42952
2021-06-26,8.87902
2021-06-27,9.21198
2021-06-28,17.98002
2021-06-29,14.65038
2021-06-30,17.98002
2021-07-01,15.20532
2021-07-02,12.6526
2021-07-03,7.76914
2021-07-04,9.10099
2021-07-05,13.65149
2021-07-06,16.42619
2021-07-07,14.31742
2021-07-08,16.98113
2021-07-09,12.87458
2021-07-10,8.1021
2021-07-11,6.77025
2021-07-12,15.20532
2021-07-13,17.98002
2021-07-14,13.31853
2021-07-15,12.76359
2021-07-16,13.20754
2021-07-17,8.87902
2021-07-18,6.43729
2021-07-19,11.87569
2021-07-20,16.09322
2021-07-21,12.6526
2021-07-22,18.31298
2021-07-23,11.87569
2021-07-24,6.77025
2021-07-25,5.4384
2021-07-26,14.09544
2021-07-27,17.53607
2021-07-28,16.20421
2021-07-29,15.87125
2021-07-30,15.98224
2021-07-31,7.65815
2021-08-01,8.54605
2021-08-02,15.76026
2021-08-03,18.20199
2021-08-04,16.75915
2021-08-05,16.42619
2021-08-06,11.65371
2021-08-07,7.99112
2021-08-08,10.09988
2021-08-09,16.42619
2021-08-10,15.98224
2021-08-11,17.98002
2021-08-12,15.31631
2021-08-13,14.20643
2021-08-14,7.43618
2021-08-15,7.10321
2021-08-16,10.54384
2021-08-17,16.3152
2021-08-18,16.64816
2021-08-19,21.86459
2021-08-20,18.53496
2021-08-21,8.76803
2021-08-22,8.65704
2021-08-23,18.97891
2021-08-24,18.75693
2021-08-25,22.19755
2021-08-26,17.86903
2021-08-27,17.09211
2021-08-28,10.8768
2021-08-29,9.43396
2021-08-30,21.19866
2021-08-31,20.8657
2021-09-01,17.2031
2021-09-02,17.42508
2021-09-03,16.20421
2021-09-04,8.54605
2021-09-05,9.54495
2021-09-06,16.98113
2021-09-07,17.86903
2021-09-08,17.42508
2021-09-09,26.85904
2021-09-10,19.64483
2021-09-11,9.65593
2021-09-12,10.43285
2021-09-13,18.86792
2021-09-14,19.0899
2021-09-15,19.9778
2021-09-16,16.64816
2021-09-17,15.20532
2021-09-18,9.87791
2021-09-19,7.54716
2021-09-20,9.54495
2021-09-21,14.65038
2021-09-22,16.98113
2021-09-23,28.52386
2021-09-24,27.52497
2021-09-25,15.31631
2021-09-26,13.98446
2021-09-27,27.85793
2021-09-28,46.50388
2021-09-29,59.60044
2021-09-30,30.74361
2021-10-01,27.41398
2021-10-02,16.20421
2021-10-03,14.09544
2021-10-04,15.76026
2021-10-05,34.62819
2021-10-06,43.06326
2021-10-07,29.9667
2021-10-08,26.19311
2021-10-09,11.43174
2021-10-10,11.65371
2021-10-11,13.87347
2021-10-12,21.19866
2021-10-13,24.63928
2021-10-14,24.63928
2021-10-15,22.75249
2021-10-16,12.87458
2021-10-17,13.20754
2021-10-18,21.97558
2021-10-19,19.75582
2021-10-20,21.64261
2021-10-21,27.41398
2021-10-22,23.30743
2021-10-23,10.65482
2021-10-24,11.32075
2021-10-25,21.30965
2021-10-26,24.08435
2021-10-27,20.42175
2021-10-28,23.52941
2021-10-29,21.7536
2021-10-30,10.32186
2021-10-31,10.54384
2021-11-01,22.6415
2021-11-02,22.6415
2021-11-03,18.75693
2021-11-04,22.30854
2021-11-05,17.53607
2021-11-06,8.76803
2021-11-07,7.43618
2021-11-08,18.97891
2021-11-09,19.64483
2021-11-10,20.08879
2021-11-11,19.42286
2021-11-12,17.64705
2021-11-13,11.43174
2021-11-14,9.32297
2021-11-15,18.20199
2021-11-16,18.53496
2021-11-17,22.19755
2021-11-18,22.19755
2021-11-19,17.09211
2021-11-20,9.54495
2021-11-21,9.10099
2021-11-22,20.97669
2021-11-23,16.3152
2021-11-24,18.31298
2021-11-25,20.42175
2021-11-26,15.76026
2021-11-27,8.65704
2021-11-28,9.65593
2021-11-29,20.08879
2021-11-30,20.8657
2021-12-01,18.64594
2021-12-02,18.091
2021-12-03,16.53718
2021-12-04,14.87236
2021-12-05,12.6526
2021-12-06,23.97336
2021-12-07,20.53274
2021-12-08,21.53163
2021-12-09,21.08768
2021-12-10,26.97003
2021-12-11,13.76248
2021-12-12,11.65371
2021-12-13,21.08768
2021-12-14,20.75471
2021-12-15,18.64594
2021-12-16,18.86792
2021-12-17,15.53829
2021-12-18,9.10099
2021-12-19,9.76692
2021-12-20,19.42286
2021-12-21,18.86792
2021-12-22,17.31409
2021-12-23,16.3152
2021-12-24,13.31853
2021-12-25,5.66037
2021-12-26,8.99001
2021-12-27,16.09322
2021-12-28,18.31298
2021-12-29,19.20088
2021-12-30,15.53829
2021-12-31,13.98446
2022-01-01,9.43396
2022-01-02,9.32297
2022-01-03,17.31409
2022-01-04,15.87125
2022-01-05,16.98113
2022-01-06,18.20199
2022-01-07,16.09322
2022-01-08,8.65704
2022-01-09,10.32186
2022-01-10,15.09433
2022-01-11,17.2031
2022-01-12,17.2031
2022-01-13,18.86792
2022-01-14,14.87236
2022-01-15,7.99112
2022-01-16,10.09988
2022-01-17,17.53607
2022-01-18,18.86792
2022-01-19,19.42286
2022-01-20,19.75582
2022-01-21,15.20532
2022-01-22,10.76581
2022-01-23,12.6526
2022-01-24,20.08879
2022-01-25,24.19533
2022-01-26,18.97891
2022-01-27,16.53718
2022-01-28,16.64816
2022-01-29,9.54495
2022-01-30,10.21087
2022-01-31,7.88013
2022-02-01,6.88124
2022-02-02,9.54495
2022-02-03,21.08768
2022-02-04,15.64927
2022-02-05,10.09988
2022-02-06,10.98779
2022-02-07,20.97669
2022-02-08,16.3152
2022-02-09,17.42508
2022-02-10,17.53607
2022-02-11,19.31187
2022-02-12,10.21087
2022-02-13,10.09988
2022-02-14,17.98002
2022-02-15,15.4273
2022-02-16,17.75804
2022-02-17,17.2031
2022-02-18,13.09655
2022-02-19,7.65815
2022-02-20,10.32186
2022-02-21,19.42286
2022-02-22,20.31076
2022-02-23,15.76026
2022-02-24,16.64816
2022-02-25,16.87014
2022-02-26,9.9889
2022-02-27,9.76692
2022-02-28,18.091
2022-03-01,19.42286
2022-03-02,24.30632
2022-03-03,20.75471
2022-03-04,19.9778
2022-03-05,12.76359
2022-03-06,9.54495
2022-03-07,32.29744
2022-03-08,25.19422
2022-03-09,12.43063
2022-03-10,18.091
2022-03-11,24.63928
2022-03-12,16.3152
2022-03-13,13.65149
2022-03-14,32.51942
2022-03-15,31.7425
2022-03-16,41.62042
2022-03-17,36.40399
2022-03-18,25.30521
2022-03-19,14.09544
2022-03-20,15.98224
2022-03-21,22.53052
2022-03-22,19.9778
2022-03-23,20.19977
2022-03-24,22.75249
2022-03-25,22.86348
2022-03-26,13.31853
2022-03-27,10.76581
2022-03-28,23.75138
2022-03-29,18.31298
2022-03-30,16.75915
2022-03-31,20.53274
2022-04-01,17.86903
2022-04-02,11.43174
2022-04-03,10.8768
2022-04-04,22.08657
2022-04-05,22.53052
2022-04-06,23.08546
2022-04-07,19.75582
2022-04-08,15.64927
2022-04-09,9.32297
2022-04-10,10.8768
2022-04-11,17.09211
2022-04-12,26.85904
2022-04-13,39.0677
2022-04-14,21.97558
2022-04-15,17.09211
2022-04-16,13.98446
2022-04-17,13.42952
2022-04-18,22.86348
2022-04-19,24.5283
2022-04-20,21.53163
2022-04-21,21.53163
2022-04-22,21.86459
2022-04-23,12.6526
2022-04-24,11.65371
2022-04-25,28.41287
2022-04-26,22.08657
2022-04-27,24.30632
2022-04-28,20.42175
2022-04-29,16.98113
2022-04-30,10.21087
2022-05-01,12.31964
2022-05-02,20.8657
2022-05-03,18.31298
2022-05-04,16.42619
2022-05-05,10.09988
2022-05-06,15.20532
2022-05-07,8.32408
2022-05-08,8.87902
2022-05-09,20.42175
2022-05-10,16.75915
2022-05-11,21.64261
2022-05-12,21.42064
2022-05-13,19.0899
2022-05-14,11.87569
2022-05-15,8.32408
2022-05-16,17.53607
2022-05-17,20.08879
2022-05-18,20.08879
2022-05-19,19.0899
2022-05-20,19.9778
2022-05-21,12.09766
2022-05-22,10.21087
2022-05-23,17.98002
2022-05-24,18.53496
2022-05-25,22.6415
2022-05-26,19.31187
2022-05-27,18.31298
2022-05-28,11.09877
2022-05-29,10.32186
2022-05-30,22.08657
2022-05-31,22.6415
2022-06-01,12.98557
2022-06-02,18.20199
2022-06-03,17.09211
2022-06-04,11.87569
2022-06-05,10.65482
2022-06-06,9.54495
2022-06-07,20.64372
2022-06-08,21.64261
2022-06-09,20.75471
2022-06-10,17.42508
2022-06-11,12.31964
2022-06-12,14.09544
2022-06-13,23.30743
2022-06-14,21.7536
2022-06-15,23.30743
2022-06-16,23.52941
2022-06-17,22.08657
2022-06-18,10.8768
2022-06-19,11.87569
2022-06-20,22.75249
2022-06-21,21.30965
2022-06-22,22.75249
2022-06-23,18.31298
2022-06-24,18.31298
2022-06-25,11.09877
2022-06-26,9.32297
2022-06-27,47.05882
2022-06-28,31.52053
2022-06-29,23.08546
2022-06-30,23.41842
2022-07-01,19.53385
2022-07-02,12.76359
2022-07-03,9.21198
2022-07-04,21.19866
2022-07-05,20.42175
2022-07-06,18.97891
2022-07-07,16.75915
2022-07-08,16.53718
2022-07-09,8.76803
2022-07-10,13.09655
2022-07-11,24.08435
2022-07-12,18.53496
2022-07-13,20.31076
2022-07-14,21.97558
2022-07-15,21.64261
2022-07-16,10.8768
2022-07-17,9.10099
2022-07-18,24.5283
2022-07-19,21.7536
2022-07-20,24.08435
2022-07-21,18.97891
2022-07-22,18.20199
2022-07-23,9.9889
2022-07-24,9.10099
2022-07-25,20.42175
2022-07-26,16.42619
2022-07-27,18.42397
2022-07-28,20.08879
2022-07-29,16.53718
2022-07-30,9.9889
2022-07-31,7.99112
2022-08-01,21.97558
2022-08-02,18.42397
2022-08-03,19.64483
2022-08-04,16.20421
2022-08-05,19.42286
2022-08-06,8.43507
2022-08-07,8.32408
2022-08-08,17.98002
2022-08-09,18.75693
2022-08-10,19.64483
2022-08-11,20.64372
2022-08-12,16.20421
2022-08-13,9.76692
2022-08-14,7.65815
2022-08-15,13.31853
2022-08-16,18.75693
2022-08-17,21.53163
2022-08-18,15.98224
2022-08-19,20.53274
2022-08-20,12.54162
2022-08-21,11.20976
2022-08-22,22.6415
2022-08-23,20.64372
2022-08-24,20.75471
2022-08-25,21.7536
2022-08-26,16.75915
2022-08-27,9.21198
2022-08-28,8.76803
2022-08-29,17.98002
2022-08-30,18.86792
2022-08-31,19.20088
2022-09-01,19.64483
2022-09-02,17.2031
2022-09-03,8.21309
2022-09-04,12.20865
2022-09-05,19.75582
2022-09-06,17.42508
2022-09-07,19.75582
2022-09-08,16.64816
2022-09-09,9.32297
2022-09-10,5.99334
2022-09-11,7.88013
2022-09-12,9.43396
2022-09-13,21.97558
2022-09-14,21.08768
2022-09-15,19.31187
2022-09-16,20.08879
2022-09-17,10.21087
2022-09-18,12.20865
2022-09-19,24.97225
2022-09-20,20.97669
2022-09-21,24.30632
2022-09-22,20.53274
2022-09-23,19.0899
2022-09-24,10.98779
2022-09-25,9.76692
2022-09-26,20.97669
2022-09-27,20.75471
2022-09-28,26.52608
2022-09-29,20.97669
2022-09-30,21.08768
2022-10-01,12.6526
2022-10-02,9.9889
2022-10-03,14.5394
2022-10-04,22.6415
2022-10-05,23.41842
2022-10-06,25.86015
2022-10-07,20.75471
2022-10-08,13.20754
2022-10-09,11.09877
2022-10-10,12.98557
2022-10-11,22.41953
2022-10-12,22.97447
2022-10-13,24.97225
2022-10-14,19.64483
2022-10-15,12.20865
2022-10-16,13.42952
2022-10-17,22.41953
2022-10-18,21.97558
2022-10-19,21.30965
2022-10-20,28.07991
2022-10-21,19.42286
2022-10-22,16.20421
2022-10-23,22.19755
2022-10-24,47.28079
2022-10-25,36.40399
2022-10-26,41.39844
2022-10-27,40.06659
2022-10-28,27.52497
2022-10-29,15.76026
2022-10-30,14.65038
2022-10-31,29.74472
2022-11-01,28.74583
2022-11-02,26.52608
2022-11-03,25.4162
2022-11-04,21.30965
2022-11-05,13.42952
2022-11-06,13.87347
2022-11-07,23.08546
2022-11-08,21.30965
2022-11-09,22.75249
2022-11-10,24.5283
2022-11-11,19.53385
2022-11-12,11.09877
2022-11-13,8.65704
2022-11-14,23.19644
2022-11-15,24.19533
2022-11-16,21.30965
2022-11-17,19.31187
2022-11-18,20.19977
2022-11-19,9.87791
2022-11-20,10.76581
2022-11-21,26.52608
2022-11-22,20.19977
2022-11-23,19.75582
2022-11-24,20.75471
2022-11-25,19.42286
2022-11-26,12.20865
2022-11-27,11.09877
2022-11-28,24.19533
2022-11-29,22.30854
2022-11-30,20.19977
2022-12-01,21.30965
2022-12-02,17.2031
2022-12-03,11.09877
2022-12-04,9.9889
2022-12-05,20.08879
2022-12-06,19.64483
2022-12-07,24.75027
2022-12-08,20.42175
2022-12-09,21.08768
2022-12-10,10.32186
2022-12-11,11.54273
2022-12-12,25.19422
2022-12-13,22.97447
2022-12-14,22.30854
2022-12-15,23.19644
2022-12-16,18.42397
2022-12-17,10.32186
2022-12-18,12.6526
2022-12-19,23.75138
2022-12-20,21.64261
2022-12-21,17.2031
2022-12-22,17.53607
2022-12-23,13.31853
2022-12-24,8.54605
2022-12-25,7.76914
2022-12-26,21.97558
2022-12-27,18.42397
2022-12-28,20.42175
2022-12-29,21.19866
2022-12-30,17.64705
2022-12-31,9.10099
2023-01-01,8.43507
2023-01-02,19.53385
2023-01-03,16.75915
2023-01-04,21.08768
2023-01-05,20.08879
2023-01-06,20.97669
2023-01-07,10.76581
2023-01-08,10.65482
2023-01-09,20.8657
2023-01-10,16.98113
2023-01-11,21.08768
2023-01-12,20.42175
2023-01-13,17.2031
2023-01-14,11.32075
2023-01-15,10.65482
2023-01-16,22.97447
2023-01-17,19.0899
2023-01-18,18.31298
2023-01-19,19.9778
2023-01-20,13.20754
2023-01-21,9.10099
2023-01-22,7.88013
2023-01-23,9.32297
2023-01-24,11.20976
2023-01-25,22.6415
2023-01-26,19.9778
2023-01-27,20.31076
2023-01-28,10.09988
2023-01-29,8.76803
2023-01-30,20.42175
2023-01-31,17.98002
2023-02-01,22.08657
2023-02-02,23.30743
2023-02-03,17.98002
2023-02-04,10.21087
2023-02-05,10.76581
2023-02-06,19.9778
2023-02-07,22.53052
2023-02-08,19.64483
2023-02-09,19.20088
2023-02-10,19.42286
2023-02-11,10.76581
2023-02-12,9.21198
2023-02-13,21.08768
2023-02-14,18.86792
2023-02-15,21.30965
2023-02-16,22.41953
2023-02-17,19.0899
2023-02-18,8.87902
2023-02-19,11.32075
2023-02-20,22.86348
2023-02-21,16.42619
2023-02-22,18.20199
2023-02-23,21.08768
2023-02-24,21.64261
2023-02-25,10.98779
2023-02-26,8.54605
2023-02-27,22.75249
2023-02-28,18.31298
2023-03-01,10.8768
2023-03-02,19.64483
2023-03-03,20.8657
2023-03-04,15.64927
2023-03-05,13.76248
2023-03-06,25.30521
2023-03-07,22.53052
2023-03-08,48.05771
2023-03-09,34.18423
2023-03-10,23.30743
2023-03-11,16.75915
2023-03-12,18.53496
2023-03-13,23.86237
2023-03-14,23.75138
2023-03-15,26.3041
2023-03-16,25.63817
2023-03-17,20.53274
2023-03-18,11.98668
2023-03-19,10.54384
2023-03-20,28.41287
2023-03-21,25.74916
2023-03-22,24.5283
2023-03-23,22.53052
2023-03-24,22.86348
2023-03-25,8.87902
2023-03-26,10.76581
2023-03-27,24.08435
2023-03-28,22.6415
2023-03-29,21.19866
2023-03-30,22.97447
2023-03-31,24.97225
2023-04-01,11.09877
2023-04-02,12.20865
2023-04-03,28.07991
2023-04-04,22.86348
2023-04-05,21.7536
2023-04-06,20.8657
2023-04-07,17.42508
2023-04-08,7.2142
2023-04-09,9.43396
2023-04-10,21.30965
2023-04-11,20.64372
2023-04-12,19.53385
2023-04-13,19.53385
2023-04-14,18.64594
2023-04-15,11.32075
2023-04-16,11.20976
2023-04-17,24.86126
2023-04-18,23.75138
2023-04-19,19.86681
2023-04-20,22.30854
2023-04-21,22.19755
2023-04-22,9.87791
2023-04-23,11.09877
2023-04-24,21.7536
2023-04-25,25.08324
2023-04-26,23.19644
2023-04-27,20.19977
2023-04-28,18.97891
2023-04-29,9.65593
2023-04-30,9.43396
2023-05-01,12.54162
2023-05-02,26.74805
2023-05-03,31.07658
2023-05-04,19.31187
2023-05-05,12.20865
2023-05-06,9.43396
2023-05-07,10.09988
2023-05-08,28.19089
2023-05-09,28.30188
2023-05-10,29.9667
2023-05-11,29.52275
2023-05-12,31.85349
2023-05-13,17.64705
2023-05-14,15.64927
2023-05-15,29.74472
2023-05-16,34.5172
2023-05-17,44.61709
2023-05-18,48.61265
2023-05-19,27.08102
2023-05-20,14.76137
2023-05-21,15.98224
2023-05-22,39.17869
2023-05-23,38.06881
2023-05-24,39.62264
2023-05-25,100.0
2023-05-26,30.96559
2023-05-27,21.97558
2023-05-28,16.75915
2023-05-29,23.64039
