date,증권사이벤트
2023-05-30,9.60743
2023-05-31,11.05371
2023-06-01,12.29338
2023-06-02,12.70661
2023-06-03,10.43388
2023-06-04,8.88429
2023-06-05,11.15702
2023-06-06,8.26446
2023-06-07,11.57024
2023-06-08,11.46694
2023-06-09,12.6033
2023-06-10,7.02479
2023-06-11,6.09504
2023-06-12,11.77685
2023-06-13,9.60743
2023-06-14,9.81404
2023-06-15,8.88429
2023-06-16,9.0909
2023-06-17,8.16115
2023-06-18,5.99173
2023-06-19,12.80991
2023-06-20,9.0909
2023-06-21,10.02066
2023-06-22,10.33057
2023-06-23,8.05785
2023-06-24,4.33884
2023-06-25,6.40495
2023-06-26,9.19421
2023-06-27,9.0909
2023-06-28,9.29752
2023-06-29,11.36363
2023-06-30,9.60743
2023-07-01,9.40082
2023-07-02,8.47107
2023-07-03,13.11983
2023-07-04,12.5
2023-07-05,14.66942
2023-07-06,13.73966
2023-07-07,11.05371
2023-07-08,5.78512
2023-07-09,6.61157
2023-07-10,11.77685
2023-07-11,13.22314
2023-07-12,12.5
2023-07-13,11.67355
2023-07-14,12.6033
2023-07-15,5.3719
2023-07-16,8.47107
2023-07-17,8.78099
2023-07-18,11.26033
2023-07-19,13.11983
2023-07-20,10.7438
2023-07-21,10.12396
2023-07-22,9.19421
2023-07-23,8.67768
2023-07-24,12.08677
2023-07-25,10.7438
2023-07-26,12.70661
2023-07-27,8.78099
2023-07-28,9.0909
2023-07-29,7.54132
2023-07-30,5.06198
2023-07-31,10.95041
2023-08-01,10.8471
2023-08-02,11.46694
2023-08-03,12.91322
2023-08-04,11.36363
2023-08-05,6.71487
2023-08-06,6.30165
2023-08-07,9.50413
2023-08-08,10.95041
2023-08-09,12.70661
2023-08-10,15.28925
2023-08-11,8.88429
2023-08-12,8.67768
2023-08-13,6.81818
2023-08-14,10.7438
2023-08-15,7.02479
2023-08-16,9.50413
2023-08-17,11.77685
2023-08-18,10.33057
2023-08-19,7.54132
2023-08-20,5.57851
2023-08-21,8.78099
2023-08-22,9.71074
2023-08-23,8.67768
2023-08-24,11.98347
2023-08-25,8.78099
2023-08-26,4.33884
2023-08-27,5.06198
2023-08-28,10.22727
2023-08-29,9.91735
2023-08-30,10.33057
2023-08-31,11.77685
2023-09-01,13.42975
2023-09-02,6.19834
2023-09-03,8.47107
2023-09-04,13.94628
2023-09-05,11.46694
2023-09-06,7.74793
2023-09-07,6.81818
2023-09-08,7.2314
2023-09-09,5.78512
2023-09-10,4.95867
2023-09-11,6.09504
2023-09-12,8.26446
2023-09-13,7.54132
2023-09-14,7.02479
2023-09-15,8.67768
2023-09-16,7.74793
2023-09-17,3.40909
2023-09-18,7.54132
2023-09-19,10.12396
2023-09-20,8.9876
2023-09-21,8.26446
2023-09-22,7.33471
2023-09-23,3.40909
2023-09-24,4.95867
2023-09-25,7.74793
2023-09-26,6.09504
2023-09-27,8.05785
2023-09-28,4.44214
2023-09-29,3.92561
2023-09-30,2.99586
2023-10-01,6.30165
2023-10-02,5.99173
2023-10-03,4.85537
2023-10-04,10.64049
2023-10-05,8.26446
2023-10-06,9.71074
2023-10-07,6.09504
2023-10-08,3.51239
2023-10-09,5.3719
2023-10-10,7.12809
2023-10-11,10.22727
2023-10-12,8.57438
2023-10-13,7.02479
2023-10-14,4.13223
2023-10-15,5.16528
2023-10-16,6.30165
2023-10-17,7.33471
2023-10-18,8.36776
2023-10-19,6.09504
2023-10-20,5.57851
2023-10-21,4.02892
2023-10-22,4.44214
2023-10-23,7.64462
2023-10-24,7.2314
2023-10-25,6.40495
2023-10-26,7.33471
2023-10-27,6.30165
2023-10-28,4.44214
2023-10-29,4.85537
2023-10-30,5.88842
2023-10-31,7.54132
2023-11-01,10.64049
2023-11-02,8.88429
2023-11-03,9.19421
2023-11-04,6.92148
2023-11-05,7.43801
2023-11-06,7.95454
2023-11-07,7.43801
2023-11-08,7.43801
2023-11-09,8.36776
2023-11-10,6.71487
2023-11-11,4.02892
2023-11-12,4.13223
2023-11-13,8.9876
2023-11-14,6.50826
2023-11-15,11.36363
2023-11-16,8.78099
2023-11-17,10.22727
2023-11-18,6.50826
2023-11-19,7.2314
2023-11-20,8.16115
2023-11-21,10.02066
2023-11-22,7.12809
2023-11-23,8.88429
2023-11-24,8.05785
2023-11-25,6.30165
2023-11-26,5.4752
2023-11-27,7.85123
2023-11-28,8.26446
2023-11-29,7.85123
2023-11-30,10.22727
2023-12-01,13.22314
2023-12-02,6.30165
2023-12-03,7.43801
2023-12-04,10.33057
2023-12-05,10.12396
2023-12-06,10.22727
2023-12-07,9.29752
2023-12-08,10.02066
2023-12-09,7.2314
2023-12-10,8.67768
2023-12-11,9.71074
2023-12-12,11.88016
2023-12-13,12.80991
2023-12-14,13.22314
2023-12-15,11.77685
2023-12-16,7.12809
2023-12-17,8.57438
2023-12-18,7.12809
2023-12-19,10.22727
2023-12-20,10.53719
2023-12-21,10.53719
2023-12-22,10.02066
2023-12-23,9.19421
2023-12-24,8.47107
2023-12-25,7.95454
2023-12-26,9.81404
2023-12-27,10.8471
2023-12-28,7.95454
2023-12-29,11.05371
2023-12-30,10.64049
2023-12-31,8.67768
2024-01-01,14.04958
2024-01-02,23.45041
2024-01-03,19.83471
2024-01-04,19.11157
2024-01-05,14.4628
2024-01-06,10.8471
2024-01-07,12.6033
2024-01-08,12.29338
2024-01-09,16.01239
2024-01-10,16.73553
2024-01-11,15.80578
2024-01-12,11.36363
2024-01-13,8.05785
2024-01-14,10.33057
2024-01-15,10.7438
2024-01-16,10.12396
2024-01-17,11.67355
2024-01-18,14.15289
2024-01-19,9.71074
2024-01-20,9.50413
2024-01-21,8.78099
2024-01-22,12.39669
2024-01-23,14.04958
2024-01-24,12.91322
2024-01-25,12.39669
2024-01-26,11.46694
2024-01-27,9.81404
2024-01-28,8.78099
2024-01-29,10.43388
2024-01-30,12.08677
2024-01-31,11.46694
2024-02-01,12.29338
2024-02-02,15.18595
2024-02-03,9.50413
2024-02-04,10.33057
2024-02-05,11.05371
2024-02-06,11.98347
2024-02-07,8.88429
2024-02-08,11.67355
2024-02-09,5.4752
2024-02-10,8.57438
2024-02-11,7.85123
2024-02-12,10.7438
2024-02-13,13.22314
2024-02-14,13.32644
2024-02-15,12.70661
2024-02-16,12.39669
2024-02-17,8.57438
2024-02-18,8.26446
2024-02-19,10.43388
2024-02-20,10.33057
2024-02-21,12.6033
2024-02-22,10.43388
2024-02-23,12.5
2024-02-24,8.67768
2024-02-25,7.85123
2024-02-26,11.15702
2024-02-27,10.12396
2024-02-28,10.12396
2024-02-29,9.91735
2024-03-01,10.02066
2024-03-02,8.78099
2024-03-03,7.02479
2024-03-04,11.46694
2024-03-05,12.6033
2024-03-06,10.53719
2024-03-07,10.22727
2024-03-08,10.7438
2024-03-09,7.54132
2024-03-10,8.78099
2024-03-11,8.88429
2024-03-12,9.50413
2024-03-13,10.33057
2024-03-14,10.53719
2024-03-15,9.40082
2024-03-16,6.50826
2024-03-17,8.36776
2024-03-18,10.8471
2024-03-19,13.94628
2024-03-20,15.08264
