date,걷기앱
2020-03-20,10.60606
2020-03-21,12.62626
2020-03-22,13.63636
2020-03-23,18.18181
2020-03-24,11.86868
2020-03-25,9.59595
2020-03-26,10.60606
2020-03-27,13.38383
2020-03-28,10.85858
2020-03-29,20.20202
2020-03-30,18.93939
2020-03-31,19.94949
2020-04-01,15.40404
2020-04-02,16.91919
2020-04-03,11.61616
2020-04-04,9.0909
2020-04-05,17.42424
2020-04-06,21.96969
2020-04-07,18.68686
2020-04-08,15.15151
2020-04-09,17.17171
2020-04-10,16.91919
2020-04-11,18.18181
2020-04-12,18.18181
2020-04-13,16.66666
2020-04-14,19.69696
2020-04-15,18.18181
2020-04-16,19.94949
2020-04-17,15.15151
2020-04-18,11.36363
2020-04-19,15.90909
2020-04-20,17.67676
2020-04-21,19.69696
2020-04-22,16.66666
2020-04-23,19.19191
2020-04-24,15.90909
2020-04-25,16.16161
2020-04-26,12.87878
2020-04-27,16.41414
2020-04-28,19.94949
2020-04-29,12.37373
2020-04-30,18.43434
2020-05-01,15.15151
2020-05-02,13.13131
2020-05-03,18.18181
2020-05-04,15.90909
2020-05-05,15.40404
2020-05-06,52.52525
2020-05-07,39.39393
2020-05-08,14.64646
2020-05-09,10.85858
2020-05-10,35.60606
2020-05-11,15.40404
2020-05-12,30.80808
2020-05-13,19.69696
2020-05-14,15.90909
2020-05-15,14.39393
2020-05-16,16.41414
2020-05-17,15.15151
2020-05-18,14.64646
2020-05-19,8.0808
2020-05-20,14.39393
2020-05-21,16.91919
2020-05-22,15.40404
2020-05-23,7.32323
2020-05-24,15.15151
2020-05-25,18.68686
2020-05-26,18.18181
2020-05-27,16.41414
2020-05-28,16.91919
2020-05-29,10.85858
2020-05-30,16.91919
2020-05-31,10.60606
2020-06-01,20.95959
2020-06-02,20.95959
2020-06-03,16.91919
2020-06-04,13.88888
2020-06-05,14.39393
2020-06-06,11.61616
2020-06-07,10.85858
2020-06-08,19.69696
2020-06-09,12.12121
2020-06-10,10.35353
2020-06-11,13.38383
2020-06-12,8.58585
2020-06-13,8.0808
2020-06-14,12.12121
2020-06-15,12.37373
2020-06-16,12.87878
2020-06-17,14.89898
2020-06-18,12.37373
2020-06-19,8.33333
2020-06-20,13.63636
2020-06-21,8.58585
2020-06-22,11.36363
2020-06-23,12.62626
2020-06-24,9.59595
2020-06-25,9.34343
2020-06-26,13.63636
2020-06-27,7.57575
2020-06-28,12.87878
2020-06-29,13.38383
2020-06-30,11.36363
2020-07-01,19.44444
2020-07-02,12.62626
2020-07-03,6.81818
2020-07-04,7.32323
2020-07-05,8.83838
2020-07-06,11.36363
2020-07-07,14.14141
2020-07-08,13.88888
2020-07-09,12.37373
2020-07-10,14.14141
2020-07-11,10.60606
2020-07-12,13.63636
2020-07-13,10.60606
2020-07-14,11.11111
2020-07-15,9.34343
2020-07-16,12.37373
2020-07-17,10.10101
2020-07-18,8.83838
2020-07-19,11.36363
2020-07-20,14.64646
2020-07-21,13.63636
2020-07-22,39.64646
2020-07-23,17.67676
2020-07-24,12.87878
2020-07-25,8.83838
2020-07-26,18.68686
2020-07-27,10.85858
2020-07-28,18.18181
2020-07-29,10.35353
2020-07-30,10.35353
2020-07-31,12.62626
2020-08-01,9.34343
2020-08-02,6.56565
2020-08-03,9.84848
2020-08-04,10.60606
2020-08-05,12.62626
2020-08-06,7.82828
2020-08-07,10.10101
2020-08-08,6.56565
2020-08-09,4.54545
2020-08-10,6.31313
2020-08-11,7.32323
2020-08-12,11.11111
2020-08-13,7.57575
2020-08-14,7.57575
2020-08-15,4.29292
2020-08-16,8.33333
2020-08-17,11.61616
2020-08-18,10.85858
2020-08-19,7.57575
2020-08-20,12.12121
2020-08-21,8.33333
2020-08-22,8.83838
2020-08-23,8.33333
2020-08-24,11.36363
2020-08-25,12.87878
2020-08-26,10.10101
2020-08-27,5.55555
2020-08-28,9.59595
2020-08-29,9.34343
2020-08-30,7.57575
2020-08-31,16.16161
2020-09-01,15.65656
2020-09-02,6.31313
2020-09-03,9.34343
2020-09-04,14.64646
2020-09-05,17.17171
2020-09-06,16.91919
2020-09-07,10.35353
2020-09-08,12.87878
2020-09-09,13.63636
2020-09-10,16.66666
2020-09-11,10.60606
2020-09-12,12.87878
2020-09-13,13.63636
2020-09-14,19.19191
2020-09-15,13.88888
2020-09-16,24.74747
2020-09-17,17.67676
2020-09-18,15.40404
2020-09-19,17.92929
2020-09-20,23.98989
2020-09-21,25.25252
2020-09-22,25.25252
2020-09-23,14.89898
2020-09-24,11.61616
2020-09-25,12.62626
2020-09-26,11.11111
2020-09-27,11.86868
2020-09-28,10.85858
2020-09-29,13.38383
2020-09-30,10.85858
2020-10-01,10.85858
2020-10-02,11.36363
2020-10-03,16.41414
2020-10-04,17.42424
2020-10-05,18.93939
2020-10-06,15.90909
2020-10-07,15.65656
2020-10-08,17.42424
2020-10-09,10.60606
2020-10-10,16.41414
2020-10-11,15.65656
2020-10-12,19.44444
2020-10-13,16.16161
2020-10-14,14.39393
2020-10-15,10.10101
2020-10-16,10.10101
2020-10-17,13.13131
2020-10-18,14.64646
2020-10-19,13.63636
2020-10-20,11.11111
2020-10-21,8.83838
2020-10-22,8.0808
2020-10-23,13.38383
2020-10-24,10.60606
2020-10-25,9.84848
2020-10-26,14.64646
2020-10-27,15.90909
2020-10-28,12.62626
2020-10-29,12.37373
2020-10-30,13.13131
2020-10-31,8.33333
2020-11-01,10.35353
2020-11-02,10.60606
2020-11-03,11.61616
2020-11-04,9.34343
2020-11-05,14.14141
2020-11-06,10.85858
2020-11-07,10.35353
2020-11-08,9.34343
2020-11-09,13.38383
2020-11-10,14.64646
2020-11-11,10.10101
2020-11-12,10.60606
2020-11-13,11.11111
2020-11-14,11.36363
2020-11-15,14.39393
2020-11-16,14.39393
2020-11-17,16.91919
2020-11-18,16.66666
2020-11-19,8.0808
2020-11-20,10.85858
2020-11-21,10.35353
2020-11-22,13.63636
2020-11-23,11.11111
2020-11-24,9.0909
2020-11-25,12.37373
2020-11-26,11.11111
2020-11-27,9.0909
2020-11-28,9.34343
2020-11-29,10.85858
2020-11-30,10.85858
2020-12-01,8.33333
2020-12-02,13.13131
2020-12-03,10.10101
2020-12-04,10.10101
2020-12-05,9.34343
2020-12-06,8.58585
2020-12-07,11.86868
2020-12-08,9.0909
2020-12-09,7.82828
2020-12-10,13.38383
2020-12-11,11.36363
2020-12-12,9.34343
2020-12-13,7.0707
2020-12-14,7.82828
2020-12-15,8.33333
2020-12-16,8.58585
2020-12-17,9.34343
2020-12-18,10.60606
2020-12-19,6.31313
2020-12-20,11.86868
2020-12-21,8.33333
2020-12-22,8.83838
2020-12-23,11.61616
2020-12-24,7.0707
2020-12-25,12.62626
2020-12-26,11.36363
2020-12-27,16.16161
2020-12-28,13.63636
2020-12-29,9.34343
2020-12-30,7.82828
2020-12-31,7.0707
2021-01-01,8.83838
2021-01-02,10.85858
2021-01-03,7.82828
2021-01-04,14.14141
2021-01-05,11.86868
2021-01-06,9.0909
2021-01-07,4.79797
2021-01-08,6.31313
2021-01-09,3.28282
2021-01-10,8.58585
2021-01-11,8.0808
2021-01-12,9.59595
2021-01-13,4.54545
2021-01-14,9.0909
2021-01-15,8.0808
2021-01-16,9.34343
2021-01-17,7.82828
2021-01-18,8.83838
2021-01-19,9.59595
2021-01-20,5.55555
2021-01-21,7.32323
2021-01-22,5.0505
2021-01-23,11.86868
2021-01-24,10.10101
2021-01-25,10.35353
2021-01-26,8.58585
2021-01-27,8.0808
2021-01-28,8.0808
2021-01-29,11.36363
2021-01-30,7.82828
2021-01-31,13.88888
2021-02-01,13.88888
2021-02-02,10.85858
2021-02-03,9.0909
2021-02-04,6.56565
2021-02-05,6.56565
2021-02-06,4.29292
2021-02-07,13.63636
2021-02-08,8.83838
2021-02-09,10.60606
2021-02-10,10.60606
2021-02-11,11.61616
2021-02-12,8.0808
2021-02-13,15.40404
2021-02-14,16.66666
2021-02-15,11.86868
2021-02-16,9.59595
2021-02-17,10.35353
2021-02-18,8.83838
2021-02-19,10.85858
2021-02-20,6.31313
2021-02-21,15.15151
2021-02-22,16.41414
2021-02-23,11.86868
2021-02-24,12.37373
2021-02-25,8.83838
2021-02-26,6.0606
2021-02-27,7.0707
2021-02-28,11.36363
2021-03-01,8.33333
2021-03-02,8.58585
2021-03-03,14.64646
2021-03-04,12.12121
2021-03-05,10.85858
2021-03-06,11.86868
2021-03-07,14.14141
2021-03-08,14.64646
2021-03-09,11.11111
2021-03-10,13.38383
2021-03-11,13.88888
2021-03-12,8.0808
2021-03-13,7.0707
2021-03-14,12.12121
2021-03-15,17.17171
2021-03-16,15.65656
2021-03-17,13.38383
2021-03-18,12.12121
2021-03-19,11.61616
2021-03-20,7.82828
2021-03-21,8.0808
2021-03-22,9.59595
2021-03-23,15.15151
2021-03-24,9.59595
2021-03-25,14.14141
2021-03-26,7.82828
2021-03-27,6.31313
2021-03-28,11.36363
2021-03-29,8.58585
2021-03-30,15.65656
2021-03-31,12.87878
2021-04-01,13.38383
2021-04-02,9.59595
2021-04-03,9.84848
2021-04-04,10.10101
2021-04-05,13.88888
2021-04-06,9.84848
2021-04-07,10.85858
2021-04-08,8.58585
2021-04-09,9.34343
2021-04-10,6.31313
2021-04-11,10.35353
2021-04-12,13.63636
2021-04-13,10.60606
2021-04-14,11.86868
2021-04-15,11.61616
2021-04-16,10.10101
2021-04-17,10.10101
2021-04-18,10.35353
2021-04-19,12.37373
2021-04-20,9.84848
2021-04-21,9.84848
2021-04-22,12.12121
2021-04-23,6.31313
2021-04-24,8.33333
2021-04-25,9.84848
2021-04-26,11.36363
2021-04-27,11.36363
2021-04-28,13.38383
2021-04-29,8.0808
2021-04-30,12.12121
2021-05-01,7.82828
2021-05-02,9.59595
2021-05-03,8.58585
2021-05-04,8.0808
2021-05-05,9.34343
2021-05-06,9.0909
2021-05-07,7.0707
2021-05-08,7.0707
2021-05-09,9.84848
2021-05-10,12.62626
2021-05-11,8.83838
2021-05-12,11.11111
2021-05-13,10.85858
2021-05-14,12.87878
2021-05-15,11.36363
2021-05-16,12.37373
2021-05-17,10.85858
2021-05-18,10.85858
2021-05-19,10.85858
2021-05-20,8.83838
2021-05-21,5.30303
2021-05-22,10.10101
2021-05-23,12.62626
2021-05-24,14.39393
2021-05-25,11.61616
2021-05-26,13.88888
2021-05-27,11.11111
2021-05-28,8.58585
2021-05-29,7.82828
2021-05-30,12.87878
2021-05-31,12.87878
2021-06-01,11.36363
2021-06-02,15.90909
2021-06-03,7.0707
2021-06-04,11.36363
2021-06-05,10.60606
2021-06-06,13.38383
2021-06-07,11.86868
2021-06-08,10.60606
2021-06-09,13.38383
2021-06-10,12.87878
2021-06-11,7.82828
2021-06-12,7.82828
2021-06-13,10.10101
2021-06-14,9.34343
2021-06-15,9.0909
2021-06-16,11.11111
2021-06-17,7.32323
2021-06-18,10.60606
2021-06-19,9.0909
2021-06-20,8.83838
2021-06-21,15.65656
2021-06-22,9.59595
2021-06-23,13.63636
2021-06-24,9.84848
2021-06-25,17.92929
2021-06-26,10.85858
2021-06-27,10.85858
2021-06-28,8.58585
2021-06-29,11.11111
