date,에어드랍
2020-03-20,13.83679
2020-03-21,19.09106
2020-03-22,23.09511
2020-03-23,15.7459
2020-03-24,12.90758
2020-03-25,12.198
2020-03-26,11.40395
2020-03-27,9.81584
2020-03-28,11.97837
2020-03-29,12.90758
2020-03-30,12.65416
2020-03-31,10.89711
2020-04-01,9.69758
2020-04-02,9.42726
2020-04-03,10.20442
2020-04-04,12.26558
2020-04-05,11.08295
2020-04-06,8.86974
2020-04-07,9.83274
2020-04-08,9.19074
2020-04-09,10.9309
2020-04-10,13.85369
2020-04-11,12.33316
2020-04-12,10.6099
2020-04-13,8.46426
2020-04-14,10.57611
2020-04-15,13.58337
2020-04-16,10.15374
2020-04-17,9.17384
2020-04-18,11.18432
2020-04-19,11.08295
2020-04-20,12.07974
2020-04-21,9.81584
2020-04-22,9.66379
2020-04-23,9.69758
2020-04-24,9.34279
2020-04-25,9.64689
2020-04-26,10.03547
2020-04-27,8.83595
2020-04-28,11.04916
2020-04-29,10.76195
2020-04-30,10.81263
2020-05-01,9.79895
2020-05-02,10.50853
2020-05-03,9.25832
2020-05-04,8.86974
2020-05-05,11.53911
2020-05-06,10.272
2020-05-07,9.14005
2020-05-08,8.86974
2020-05-09,13.31305
2020-05-10,11.06605
2020-05-11,9.39347
2020-05-12,11.67426
2020-05-13,9.52863
2020-05-14,8.90353
2020-05-15,9.17384
2020-05-16,11.47153
2020-05-17,11.64047
2020-05-18,10.52542
2020-05-19,11.42084
2020-05-20,11.31947
2020-05-21,9.51174
2020-05-22,9.46105
2020-05-23,10.03547
2020-05-24,8.81905
2020-05-25,6.96063
2020-05-26,7.63642
2020-05-27,7.6871
2020-05-28,7.77158
2020-05-29,8.09258
2020-05-30,12.84
2020-05-31,11.28569
2020-06-01,9.61311
2020-06-02,7.704
2020-06-03,8.51495
2020-06-04,9.17384
2020-06-05,8.667
2020-06-06,10.72816
2020-06-07,12.02905
2020-06-08,9.39347
2020-06-09,9.68068
2020-06-10,10.40716
2020-06-11,9.22453
2020-06-12,9.35968
2020-06-13,11.13363
2020-06-14,9.54553
2020-06-15,9.61311
2020-06-16,9.05558
2020-06-17,9.78205
2020-06-18,9.44416
2020-06-19,8.51495
2020-06-20,10.76195
2020-06-21,11.64047
2020-06-22,10.72816
2020-06-23,9.93411
2020-06-24,9.63
2020-06-25,9.17384
2020-06-26,9.10626
2020-06-27,10.49163
2020-06-28,10.10305
2020-06-29,7.51816
2020-06-30,7.99121
2020-07-01,8.3291
2020-07-02,9.47795
2020-07-03,9.64689
2020-07-04,9.79895
2020-07-05,11.235
2020-07-06,8.31221
2020-07-07,9.35968
2020-07-08,10.11995
2020-07-09,9.68068
2020-07-10,8.86974
2020-07-11,10.25511
2020-07-12,9.90032
2020-07-13,9.84963
2020-07-14,10.98158
2020-07-15,11.60669
2020-07-16,10.57611
2020-07-17,13.76921
2020-07-18,12.97516
2020-07-19,16.15137
2020-07-20,11.28569
2020-07-21,11.28569
2020-07-22,10.03547
2020-07-23,8.88663
2020-07-24,8.0081
2020-07-25,8.71768
2020-07-26,100.0
2020-07-27,51.25865
2020-07-28,28.97448
2020-07-29,17.85774
2020-07-30,9.51174
2020-07-31,7.34921
2020-08-01,14.63084
2020-08-02,11.84321
2020-08-03,10.94779
2020-08-04,9.32589
2020-08-05,6.90995
2020-08-06,5.98073
2020-08-07,5.59216
2020-08-08,5.94695
2020-08-09,5.40631
2020-08-10,4.815
2020-08-11,5.20358
2020-08-12,5.99763
2020-08-13,5.71042
2020-08-14,6.38621
2020-08-15,5.93005
2020-08-16,4.86568
2020-08-17,5.37252
2020-08-18,5.42321
2020-08-19,5.33873
2020-08-20,5.69352
2020-08-21,5.457
2020-08-22,5.457
2020-08-23,5.32184
2020-08-24,5.15289
2020-08-25,5.20358
2020-08-26,6.80858
2020-08-27,7.11268
2020-08-28,6.0821
2020-08-29,5.30495
2020-08-30,4.1561
2020-08-31,5.27116
2020-09-01,4.95016
2020-09-02,5.96384
2020-09-03,5.64284
2020-09-04,6.28484
2020-09-05,4.815
2020-09-06,5.10221
2020-09-07,4.62916
2020-09-08,4.7981
2020-09-09,6.03142
2020-09-10,5.457
2020-09-11,5.00084
2020-09-12,5.93005
2020-09-13,5.40631
2020-09-14,5.42321
2020-09-15,5.457
2020-09-16,6.099
2020-09-17,5.65973
2020-09-18,7.78847
2020-09-19,6.69031
2020-09-20,5.457
2020-09-21,5.37252
2020-09-22,5.03463
2020-09-23,5.52458
2020-09-24,4.66294
2020-09-25,6.26795
2020-09-26,6.04831
2020-09-27,4.67984
2020-09-28,4.86568
2020-09-29,5.52458
2020-09-30,5.37252
2020-10-01,5.37252
2020-10-02,4.62916
2020-10-03,4.91637
2020-10-04,5.08531
2020-10-05,4.18989
2020-10-06,4.32505
2020-10-07,5.32184
2020-10-08,5.06842
2020-10-09,5.79489
2020-10-10,6.099
2020-10-11,6.23416
2020-10-12,6.18347
2020-10-13,6.79168
2020-10-14,5.81179
2020-10-15,5.54147
2020-10-16,5.62595
2020-10-17,7.0451
2020-10-18,6.38621
2020-10-19,5.20358
2020-10-20,5.33873
2020-10-21,5.20358
2020-10-22,5.50768
2020-10-23,6.25105
2020-10-24,5.82868
2020-10-25,8.59942
2020-10-26,5.38942
2020-10-27,5.1191
2020-10-28,6.70721
2020-10-29,6.50447
2020-10-30,6.70721
2020-10-31,6.70721
2020-11-01,6.42
2020-11-02,5.47389
2020-11-03,5.79489
2020-11-04,5.47389
2020-11-05,5.4401
2020-11-06,5.79489
2020-11-07,5.96384
2020-11-08,6.0821
2020-11-09,6.70721
2020-11-10,7.33231
2020-11-11,6.87616
2020-11-12,6.21726
2020-11-13,6.52137
2020-11-14,7.14647
2020-11-15,6.75789
2020-11-16,7.26474
2020-11-17,7.82226
2020-11-18,9.52863
2020-11-19,9.54553
2020-11-20,10.39026
2020-11-21,12.90758
2020-11-22,14.05642
2020-11-23,15.52627
2020-11-24,23.24717
2020-11-25,14.79979
2020-11-26,13.53269
2020-11-27,11.75874
2020-11-28,10.2889
2020-11-29,12.26558
2020-11-30,10.55921
2020-12-01,11.28569
2020-12-02,9.76516
2020-12-03,9.83274
2020-12-04,9.78205
2020-12-05,18.90522
2020-12-06,19.19243
2020-12-07,12.40074
2020-12-08,11.877
2020-12-09,11.79253
2020-12-10,11.877
2020-12-11,13.88748
2020-12-12,16.81027
2020-12-13,13.41442
2020-12-14,10.81263
2020-12-15,10.52542
2020-12-16,9.78205
2020-12-17,9.51174
2020-12-18,9.56242
2020-12-19,8.09258
2020-12-20,8.70079
2020-12-21,10.13684
2020-12-22,9.59621
2020-12-23,9.66379
2020-12-24,11.01537
2020-12-25,10.72816
2020-12-26,8.9711
2020-12-27,9.00489
2020-12-28,8.16016
2020-12-29,10.05237
2020-12-30,8.29532
2020-12-31,9.00489
2021-01-01,10.13684
2021-01-02,12.28248
2021-01-03,10.44095
2021-01-04,8.6501
2021-01-05,8.70079
2021-01-06,9.34279
2021-01-07,9.15695
2021-01-08,7.65331
2021-01-09,9.00489
2021-01-10,8.9711
2021-01-11,6.4031
2021-01-12,8.51495
2021-01-13,8.16016
2021-01-14,8.21084
2021-01-15,6.62274
2021-01-16,7.3661
2021-01-17,6.99442
2021-01-18,8.16016
2021-01-19,7.65331
2021-01-20,7.90674
2021-01-21,6.90995
2021-01-22,7.6871
2021-01-23,10.25511
2021-01-24,11.21811
2021-01-25,7.704
2021-01-26,8.54874
2021-01-27,8.49805
2021-01-28,7.94053
2021-01-29,8.70079
2021-01-30,8.92042
2021-01-31,8.59942
2021-02-01,9.14005
2021-02-02,11.52221
2021-02-03,10.98158
2021-02-04,10.55921
2021-02-05,8.6501
2021-02-06,11.40395
2021-02-07,9.68068
2021-02-08,9.69758
2021-02-09,11.79253
2021-02-10,18.38148
2021-02-11,27.13296
2021-02-12,21.98006
2021-02-13,18.66869
2021-02-14,19.24311
2021-02-15,15.66142
2021-02-16,15.07011
2021-02-17,18.3139
2021-02-18,23.90606
2021-02-19,25.56175
2021-02-20,21.92937
2021-02-21,23.70332
2021-02-22,27.6398
2021-02-23,31.57627
2021-02-24,19.22622
2021-02-25,38.26659
2021-02-26,19.44585
2021-02-27,17.41848
2021-02-28,14.07332
2021-03-01,20.05406
2021-03-02,21.69285
2021-03-03,25.27453
2021-03-04,23.36543
2021-03-05,18.49974
2021-03-06,18.44906
2021-03-07,14.93495
2021-03-08,18.75316
2021-03-09,20.59469
2021-03-10,32.62375
2021-03-11,43.11539
2021-03-12,51.73171
2021-03-13,28.53522
2021-03-14,21.65906
2021-03-15,20.45953
2021-03-16,22.28416
2021-03-17,18.70248
2021-03-18,22.94306
2021-03-19,19.98648
2021-03-20,17.87464
2021-03-21,15.66142
2021-03-22,19.41206
2021-03-23,17.09748
2021-03-24,16.99611
2021-03-25,17.6719
2021-03-26,18.83764
2021-03-27,18.92211
2021-03-28,20.52711
2021-03-29,35.17486
2021-03-30,31.61006
2021-03-31,36.54333
2021-04-01,31.74522
2021-04-02,26.23754
2021-04-03,26.89643
2021-04-04,26.40648
2021-04-05,32.80959
2021-04-06,37.30359
2021-04-07,31.08633
2021-04-08,26.32201
2021-04-09,28.53522
2021-04-10,26.69369
2021-04-11,25.3759
2021-04-12,35.46207
2021-04-13,26.30511
2021-04-14,21.81111
2021-04-15,23.50059
2021-04-16,21.81111
2021-04-17,22.77411
2021-04-18,20.18922
2021-04-19,27.25122
2021-04-20,24.05811
2021-04-21,29.76854
2021-04-22,23.56817
2021-04-23,16.55685
2021-04-24,16.97921
2021-04-25,19.09106
2021-04-26,26.47406
2021-04-27,22.89238
2021-04-28,16.42169
2021-04-29,14.27606
2021-04-30,14.81669
2021-05-01,15.59385
2021-05-02,16.18516
2021-05-03,18.21253
2021-05-04,16.60753
2021-05-05,17.16506
2021-05-06,16.7089
2021-05-07,14.1409
2021-05-08,14.124
2021-05-09,19.09106
2021-05-10,20.59469
2021-05-11,15.89795
2021-05-12,17.40158
2021-05-13,13.53269
2021-05-14,13.36374
2021-05-15,14.36053
2021-05-16,12.60348
2021-05-17,16.75958
2021-05-18,17.82395
2021-05-19,15.15458
2021-05-20,15.15458
2021-05-21,12.97516
2021-05-22,11.99526
2021-05-23,13.31305
2021-05-24,12.50211
2021-05-25,14.86737
2021-05-26,13.68474
2021-05-27,16.40479
2021-05-28,12.01216
2021-05-29,11.11674
2021-05-30,9.49484
2021-05-31,9.78205
2021-06-01,11.28569
2021-06-02,13.04274
2021-06-03,14.61395
2021-06-04,16.13448
2021-06-05,14.61395
2021-06-06,12.38384
2021-06-07,17.3509
2021-06-08,24.32843
2021-06-09,27.65669
2021-06-10,22.43622
2021-06-11,17.6719
2021-06-12,13.8199
2021-06-13,13.65095
2021-06-14,13.60027
2021-06-15,11.64047
2021-06-16,11.21811
2021-06-17,10.66058
2021-06-18,10.71126
2021-06-19,9.90032
2021-06-20,9.74826
2021-06-21,9.41037
2021-06-22,9.25832
2021-06-23,9.51174
2021-06-24,9.24142
2021-06-25,12.55279
2021-06-26,10.89711
2021-06-27,11.11674
2021-06-28,8.05879
2021-06-29,8.988
2021-06-30,7.63642
2021-07-01,7.07889
2021-07-02,6.31863
2021-07-03,10.39026
2021-07-04,16.0669
2021-07-05,11.92769
2021-07-06,15.087
2021-07-07,25.86585
2021-07-08,15.47558
2021-07-09,16.67511
2021-07-10,17.09748
2021-07-11,13.21169
2021-07-12,13.04274
2021-07-13,10.272
2021-07-14,10.42405
2021-07-15,10.82953
2021-07-16,8.46426
2021-07-17,7.80537
2021-07-18,7.63642
2021-07-19,7.67021
2021-07-20,7.94053
2021-07-21,8.93732
2021-07-22,7.95742
2021-07-23,6.11589
2021-07-24,7.28163
2021-07-25,7.6871
2021-07-26,7.90674
2021-07-27,7.18026
2021-07-28,8.92042
2021-07-29,15.86416
2021-07-30,9.83274
2021-07-31,7.383
2021-08-01,7.88984
2021-08-02,11.08295
2021-08-03,8.71768
2021-08-04,8.36289
2021-08-05,13.04274
2021-08-06,10.86332
2021-08-07,9.02179
2021-08-08,8.56563
2021-08-09,8.76837
2021-08-10,9.07247
2021-08-11,10.20442
2021-08-12,12.87379
2021-08-13,12.89069
2021-08-14,12.8569
2021-08-15,10.272
2021-08-16,11.70805
2021-08-17,9.03868
2021-08-18,9.90032
2021-08-19,10.72816
2021-08-20,11.70805
2021-08-21,9.98479
2021-08-22,8.22774
2021-08-23,10.18753
2021-08-24,10.40716
2021-08-25,12.29937
2021-08-26,12.29937
2021-08-27,11.235
2021-08-28,10.32268
2021-08-29,10.272
2021-08-30,24.83527
2021-08-31,16.30342
2021-09-01,26.87954
2021-09-02,14.39432
2021-09-03,21.60837
2021-09-04,20.66227
2021-09-05,21.25359
2021-09-06,11.8939
2021-09-07,14.17469
2021-09-08,12.11353
2021-09-09,15.89795
2021-09-10,12.24869
2021-09-11,9.46105
2021-09-12,13.88748
2021-09-13,11.69116
2021-09-14,11.77563
2021-09-15,12.41763
2021-09-16,14.59706
2021-09-17,15.52627
2021-09-18,16.7089
2021-09-19,13.02584
2021-09-20,12.62037
2021-09-21,11.40395
2021-09-22,12.56969
2021-09-23,15.12079
2021-09-24,12.60348
2021-09-25,12.48521
2021-09-26,10.79574
2021-09-27,12.36695
2021-09-28,12.23179
2021-09-29,13.51579
2021-09-30,15.35732
2021-10-01,17.013
2021-10-02,14.58016
2021-10-03,16.21895
2021-10-04,13.97195
2021-10-05,12.55279
2021-10-06,12.38384
2021-10-07,11.50532
2021-10-08,13.90437
2021-10-09,15.94863
2021-10-10,13.78611
2021-10-11,12.09663
2021-10-12,11.70805
2021-10-13,11.92769
2021-10-14,11.99526
2021-10-15,10.77884
2021-10-16,11.69116
2021-10-17,11.235
2021-10-18,10.96468
2021-10-19,12.55279
2021-10-20,11.96147
2021-10-21,15.30663
2021-10-22,14.91806
2021-10-23,13.65095
2021-10-24,12.50211
2021-10-25,13.161
2021-10-26,12.70484
2021-10-27,11.60669
2021-10-28,12.26558
2021-10-29,12.04595
2021-10-30,12.92448
2021-10-31,13.60027
2021-11-01,13.19479
2021-11-02,12.95826
2021-11-03,22.28416
2021-11-04,26.40648
2021-11-05,23.43301
2021-11-06,23.24717
2021-11-07,17.62121
2021-11-08,18.66869
2021-11-09,17.334
2021-11-10,17.38469
2021-11-11,18.00979
2021-11-12,63.10187
2021-11-13,20.29058
2021-11-14,20.29058
2021-11-15,19.95269
2021-11-16,17.41848
2021-11-17,15.729
2021-11-18,16.16827
2021-11-19,16.75958
2021-11-20,15.49248
2021-11-21,15.49248
2021-11-22,18.04358
2021-11-23,19.95269
2021-11-24,18.17874
2021-11-25,18.56732
2021-11-26,15.18837
2021-11-27,13.87058
2021-11-28,14.30984
2021-11-29,16.47237
2021-11-30,14.02263
2021-12-01,17.23264
2021-12-02,15.4249
2021-12-03,16.32032
2021-12-04,13.34684
2021-12-05,14.56327
2021-12-06,14.66463
2021-12-07,16.25274
2021-12-08,15.61074
2021-12-09,29.80233
2021-12-10,20.61158
2021-12-11,17.13127
2021-12-12,19.04037
2021-12-13,16.43858
2021-12-14,13.87058
2021-12-15,12.75553
2021-12-16,13.85369
2021-12-17,11.28569
2021-12-18,13.14411
2021-12-19,14.22537
2021-12-20,18.36458
2021-12-21,18.36458
2021-12-22,23.50059
2021-12-23,26.62611
2021-12-24,21.87869
2021-12-25,20.93258
2021-12-26,15.45869
2021-12-27,14.69842
2021-12-28,37.84423
2021-12-29,29.92059
2021-12-30,22.38553
2021-12-31,17.0299
2022-01-01,15.729
2022-01-02,13.78611
2022-01-03,13.76921
2022-01-04,16.28653
2022-01-05,21.70974
2022-01-06,20.71295
2022-01-07,16.42169
2022-01-08,14.98563
2022-01-09,16.25274
2022-01-10,14.36053
2022-01-11,17.70569
2022-01-12,15.05321
2022-01-13,15.20527
2022-01-14,14.29295
2022-01-15,16.96232
2022-01-16,16.15137
2022-01-17,13.54958
2022-01-18,11.91079
2022-01-19,11.96147
2022-01-20,12.41763
2022-01-21,11.94458
2022-01-22,10.88021
2022-01-23,14.86737
2022-01-24,11.11674
2022-01-25,9.54553
2022-01-26,12.33316
2022-01-27,13.07653
2022-01-28,10.17063
2022-01-29,11.03226
2022-01-30,10.71126
2022-01-31,10.15374
2022-02-01,10.62679
2022-02-02,9.17384
2022-02-03,10.44095
2022-02-04,11.26879
2022-02-05,10.2889
2022-02-06,10.77884
2022-02-07,12.29937
2022-02-08,18.36458
2022-02-09,14.88427
2022-02-10,12.38384
2022-02-11,10.89711
2022-02-12,10.22132
2022-02-13,10.84642
2022-02-14,9.19074
2022-02-15,10.72816
2022-02-16,10.47474
2022-02-17,10.33958
2022-02-18,11.79253
2022-02-19,11.01537
2022-02-20,13.34684
2022-02-21,11.60669
2022-02-22,10.30579
2022-02-23,9.78205
2022-02-24,8.70079
2022-02-25,11.35326
2022-02-26,10.69437
2022-02-27,11.47153
2022-02-28,9.78205
2022-03-01,11.58979
2022-03-02,11.38705
2022-03-03,13.4989
2022-03-04,11.26879
2022-03-05,11.40395
2022-03-06,12.04595
2022-03-07,13.88748
2022-03-08,11.33637
