date,NFT코인
2021-02-21,5.2787
2021-02-22,9.45347
2021-02-23,4.71896
2021-02-24,6.87242
2021-02-25,4.3147
2021-02-26,3.45176
2021-02-27,3.4673
2021-02-28,2.72875
2021-03-01,3.16411
2021-03-02,9.51566
2021-03-03,16.45805
2021-03-04,78.31765
2021-03-05,40.74477
2021-03-06,15.40853
2021-03-07,25.25849
2021-03-08,62.41156
2021-03-09,84.77804
2021-03-10,34.12112
2021-03-11,31.94433
2021-03-12,57.89473
2021-03-13,70.07696
2021-03-14,46.24893
2021-03-15,50.62582
2021-03-16,49.10984
2021-03-17,49.17204
2021-03-18,43.14701
2021-03-19,38.85563
2021-03-20,34.05892
2021-03-21,27.69182
2021-03-22,33.01718
2021-03-23,22.69299
2021-03-24,38.40472
2021-03-25,26.55679
2021-03-26,35.79258
2021-03-27,30.59161
2021-03-28,27.34198
2021-03-29,39.1666
2021-03-30,27.28756
2021-03-31,46.93306
2021-04-01,36.51558
2021-04-02,32.13091
2021-04-03,30.45945
2021-04-04,39.38428
2021-04-05,59.2008
2021-04-06,29.83751
2021-04-07,25.04081
2021-04-08,25.21184
2021-04-09,24.69097
2021-04-10,14.98872
2021-04-11,12.58648
2021-04-12,14.51449
2021-04-13,21.14592
2021-04-14,19.38894
2021-04-15,15.22972
2021-04-16,19.60662
2021-04-17,41.66213
2021-04-18,13.01407
2021-04-19,12.66423
2021-04-20,12.95965
2021-04-21,11.63025
2021-04-22,10.96167
2021-04-23,9.03366
2021-04-24,7.35442
2021-04-25,10.20757
2021-04-26,11.03164
2021-04-27,12.18222
2021-04-28,18.90694
2021-04-29,24.63655
2021-04-30,22.24208
2021-05-01,17.52312
2021-05-02,16.00715
2021-05-03,13.48829
2021-05-04,22.42089
2021-05-05,15.50182
2021-05-06,15.34634
2021-05-07,18.09064
2021-05-08,11.38148
2021-05-09,19.40449
2021-05-10,15.49405
2021-05-11,11.70022
2021-05-12,18.93026
2021-05-13,10.1376
2021-05-14,14.36678
2021-05-15,11.23377
2021-05-16,9.03366
2021-05-17,9.23579
2021-05-18,17.18106
2021-05-19,10.55741
2021-05-20,6.95016
2021-05-21,8.66049
2021-05-22,5.90064
2021-05-23,6.43706
2021-05-24,6.93461
2021-05-25,10.95389
2021-05-26,12.05784
2021-05-27,28.9668
2021-05-28,10.74399
2021-05-29,8.62162
2021-05-30,16.87786
2021-05-31,16.56689
2021-06-01,18.27722
2021-06-02,11.84016
2021-06-03,15.16753
2021-06-04,12.01119
2021-06-05,7.43216
2021-06-06,5.31757
2021-06-07,9.3213
2021-06-08,9.04143
2021-06-09,13.48829
2021-06-10,8.0541
2021-06-11,11.45922
2021-06-12,8.61385
2021-06-13,9.18137
2021-06-14,8.39617
2021-06-15,7.76646
2021-06-16,9.25134
2021-06-17,6.97348
2021-06-18,4.89776
2021-06-19,3.09414
2021-06-20,4.23695
2021-06-21,5.5819
2021-06-22,4.85112
2021-06-23,5.55857
2021-06-24,5.5197
2021-06-25,4.03482
2021-06-26,2.47998
2021-06-27,1.94355
2021-06-28,6.13387
2021-06-29,4.24473
2021-06-30,4.45463
2021-07-01,5.90841
2021-07-02,8.62162
2021-07-03,6.81023
2021-07-04,4.15921
2021-07-05,3.16411
2021-07-06,9.23579
2021-07-07,31.71888
2021-07-08,32.58182
2021-07-09,12.53984
2021-07-10,16.65241
2021-07-11,10.23089
2021-07-12,9.36018
2021-07-13,9.70224
2021-07-14,9.01033
2021-07-15,21.15369
2021-07-16,9.92769
2021-07-17,5.3098
2021-07-18,4.19808
2021-07-19,4.78892
2021-07-20,4.37689
2021-07-21,8.06965
2021-07-22,11.42812
2021-07-23,12.59426
2021-07-24,23.29161
2021-07-25,11.35815
2021-07-26,10.57296
2021-07-27,11.75464
2021-07-28,9.97434
2021-07-29,11.95677
2021-07-30,15.46295
2021-07-31,7.08232
2021-08-01,5.17764
2021-08-02,5.28648
2021-08-03,7.83643
2021-08-04,5.88509
2021-08-05,12.67977
2021-08-06,12.52429
2021-08-07,9.49234
2021-08-08,8.3884
2021-08-09,8.60607
2021-08-10,16.7457
2021-08-11,22.5997
2021-08-12,14.19575
2021-08-13,13.92365
2021-08-14,8.9015
2021-08-15,7.61875
2021-08-16,10.15315
2021-08-17,11.21044
2021-08-18,8.64495
2021-08-19,7.90639
2021-08-20,9.20469
2021-08-21,12.84303
2021-08-22,11.87903
2021-08-23,24.72984
2021-08-24,21.6046
2021-08-25,13.79926
2021-08-26,17.42983
2021-08-27,15.47073
2021-08-28,15.76615
2021-08-29,16.14708
2021-08-30,30.84039
2021-08-31,21.75231
2021-09-01,17.99735
2021-09-02,22.60747
2021-09-03,22.1177
2021-09-04,19.34229
2021-09-05,15.42408
2021-09-06,17.69416
2021-09-07,13.16178
2021-09-08,17.32099
2021-09-09,14.4834
2021-09-10,10.67402
2021-09-11,8.78488
2021-09-12,7.61097
2021-09-13,7.52546
2021-09-14,7.48658
2021-09-15,8.19404
2021-09-16,7.00458
2021-09-17,5.7918
2021-09-18,5.09212
2021-09-19,5.09989
2021-09-20,3.89489
2021-09-21,3.38179
2021-09-22,5.04547
2021-09-23,6.77135
2021-09-24,6.3049
2021-09-25,4.29137
2021-09-26,5.0688
2021-09-27,5.50415
2021-09-28,5.22428
2021-09-29,5.46528
2021-09-30,5.90841
2021-10-01,6.40597
2021-10-02,9.50011
2021-10-03,6.42929
2021-10-04,13.64378
2021-10-05,10.83728
2021-10-06,14.04804
2021-10-07,12.90523
2021-10-08,10.83728
2021-10-09,9.67114
2021-10-10,13.2162
2021-10-11,9.84218
2021-10-12,9.42237
2021-10-13,11.75464
2021-10-14,16.40363
2021-10-15,14.11023
2021-10-16,9.82663
2021-10-17,8.24069
2021-10-18,10.49521
2021-10-19,9.1114
2021-10-20,9.42237
2021-10-21,13.06071
2021-10-22,10.12982
2021-10-23,7.0279
2021-10-24,7.99968
2021-10-25,9.22024
2021-10-26,15.07424
2021-10-27,17.53867
2021-10-28,15.19085
2021-10-29,50.72689
2021-10-30,43.84669
2021-10-31,86.34844
2021-11-01,58.19793
2021-11-02,73.52872
2021-11-03,47.60942
2021-11-04,51.65979
2021-11-05,39.28321
2021-11-06,26.26914
2021-11-07,27.22537
2021-11-08,33.0405
2021-11-09,37.79833
2021-11-10,36.76436
2021-11-11,63.36002
2021-11-12,42.51729
2021-11-13,32.21643
2021-11-14,26.61121
2021-11-15,48.62784
2021-11-16,53.54116
2021-11-17,64.71274
2021-11-18,46.21005
2021-11-19,35.10845
2021-11-20,38.13262
2021-11-21,29.04454
2021-11-22,26.71227
2021-11-23,46.62986
2021-11-24,77.10487
2021-11-25,100.0
2021-11-26,53.96097
2021-11-27,29.33996
2021-11-28,27.41195
2021-11-29,36.74881
2021-11-30,31.01142
2021-12-01,25.33623
2021-12-02,17.5309
2021-12-03,14.6622
2021-12-04,16.83122
2021-12-05,16.61354
2021-12-06,15.42408
2021-12-07,17.33654
2021-12-08,15.12866
2021-12-09,15.41631
2021-12-10,12.95187
2021-12-11,10.99276
2021-12-12,15.7506
2021-12-13,16.04602
2021-12-14,12.39213
2021-12-15,11.4048
2021-12-16,13.11513
2021-12-17,10.22312
2021-12-18,9.3213
2021-12-19,9.64005
2021-12-20,18.66594
2021-12-21,22.14879
2021-12-22,16.76125
2021-12-23,12.49319
2021-12-24,16.45805
2021-12-25,11.949
2021-12-26,13.79926
2021-12-27,12.85081
2021-12-28,10.67402
2021-12-29,10.70512
2021-12-30,12.72642
2021-12-31,11.31151
2022-01-01,9.45347
2022-01-02,14.80214
2022-01-03,13.79149
2022-01-04,12.75752
2022-01-05,9.93547
2022-01-06,19.19458
2022-01-07,15.12088
2022-01-08,9.44569
2022-01-09,10.05986
2022-01-10,10.4097
2022-01-11,7.68871
2022-01-12,7.91417
2022-01-13,7.91417
2022-01-14,10.44079
2022-01-15,7.78201
2022-01-16,78.69081
2022-01-17,17.17328
2022-01-18,12.83526
2022-01-19,13.58936
2022-01-20,10.19202
2022-01-21,11.24931
2022-01-22,12.4621
2022-01-23,22.94954
2022-01-24,11.65358
2022-01-25,9.87327
2022-01-26,9.70224
2022-01-27,7.66539
2022-01-28,6.23493
2022-01-29,6.99681
2022-01-30,8.63717
2022-01-31,7.07455
2022-02-01,7.54878
2022-02-02,8.73824
2022-02-03,8.44282
2022-02-04,6.88019
2022-02-05,10.17647
2022-02-06,12.47764
2022-02-07,16.13931
2022-02-08,13.27062
2022-02-09,9.19692
2022-02-10,10.66625
2022-02-11,7.61097
2022-02-12,5.45751
2022-02-13,5.57412
2022-02-14,6.16496
2022-02-15,6.29713
2022-02-16,8.62162
2022-02-17,7.63429
2022-02-18,7.41662
2022-02-19,5.64409
2022-02-20,6.65474
2022-02-21,6.83355
2022-02-22,6.49148
2022-02-23,6.63142
2022-02-24,6.15719
2022-02-25,5.55857
2022-02-26,5.98616
2022-02-27,4.87444
2022-02-28,4.54792
2022-03-01,6.14164
2022-03-02,4.84334
2022-03-03,4.7656
2022-03-04,4.86667
2022-03-05,4.40799
2022-03-06,3.08637
2022-03-07,2.96975
2022-03-08,4.20586
2022-03-09,2.66656
2022-03-10,3.88711
2022-03-11,3.23408
2022-03-12,2.38669
2022-03-13,2.4722
2022-03-14,2.39446
2022-03-15,3.21853
2022-03-16,3.90266
2022-03-17,4.00373
2022-03-18,3.48285
2022-03-19,3.83269
2022-03-20,3.93376
2022-03-21,3.2885
2022-03-22,3.4984
2022-03-23,3.47508
2022-03-24,6.29713
2022-03-25,4.72673
2022-03-26,6.65474
2022-03-27,6.32822
2022-03-28,5.35644
2022-03-29,4.8278
2022-03-30,4.0426
2022-03-31,8.52056
2022-04-01,3.60724
2022-04-02,4.53237
2022-04-03,3.59169
2022-04-04,3.07859
2022-04-05,3.10969
2022-04-06,2.79095
2022-04-07,2.28562
2022-04-08,1.85026
2022-04-09,1.29829
2022-04-10,1.80362
2022-04-11,1.76475
2022-04-12,1.89691
2022-04-13,2.38669
2022-04-14,1.85026
2022-04-15,2.51885
2022-04-16,1.57816
2022-04-17,1.7181
2022-04-18,2.34004
2022-04-19,2.85314
2022-04-20,2.38669
2022-04-21,2.28562
2022-04-22,1.7803
2022-04-23,1.2672
2022-04-24,1.57039
2022-04-25,1.81917
2022-04-26,1.64813
2022-04-27,1.65591
2022-04-28,1.9902
2022-04-29,1.77252
2022-04-30,1.24387
2022-05-01,2.05239
2022-05-02,1.62481
2022-05-03,1.56262
2022-05-04,1.61704
2022-05-05,1.24387
2022-05-06,1.51597
2022-05-07,1.36826
2022-05-08,1.43823
2022-05-09,1.77252
2022-05-10,1.58594
2022-05-11,1.97465
2022-05-12,2.2312
2022-05-13,3.70831
2022-05-14,3.75495
2022-05-15,2.17678
2022-05-16,2.11459
2022-05-17,2.13014
2022-05-18,1.43045
2022-05-19,1.39936
2022-05-20,1.14281
2022-05-21,3.31959
2022-05-22,2.42556
2022-05-23,1.58594
2022-05-24,1.46933
2022-05-25,1.446
2022-05-26,1.92801
2022-05-27,1.10394
2022-05-28,1.07284
2022-05-29,0.94845
2022-05-30,1.21278
2022-05-31,1.5082
2022-06-01,1.16613
2022-06-02,1.05729
2022-06-03,0.9951
2022-06-04,0.63748
2022-06-05,0.58306
2022-06-06,0.85516
2022-06-07,1.01842
2022-06-08,1.18945
2022-06-09,0.85516
2022-06-10,0.7541
2022-06-11,0.52087
2022-06-12,0.76187
2022-06-13,1.11171
2022-06-14,1.25942
2022-06-15,1.03397
2022-06-16,0.80852
2022-06-17,0.80074
2022-06-18,0.60639
2022-06-19,0.77742
2022-06-20,0.81629
2022-06-21,0.74632
2022-06-22,0.73077
2022-06-23,0.90958
2022-06-24,1.10394
2022-06-25,0.88626
2022-06-26,1.38381
2022-06-27,0.92513
2022-06-28,1.04174
2022-06-29,0.77742
2022-06-30,0.91735
2022-07-01,0.81629
2022-07-02,0.38093
2022-07-03,0.68413
2022-07-04,0.70745
2022-07-05,0.94845
2022-07-06,0.91735
2022-07-07,1.07284
2022-07-08,0.59861
2022-07-09,0.45867
2022-07-10,0.68413
2022-07-11,0.49755
2022-07-12,0.53642
2022-07-13,0.57529
2022-07-14,0.43535
2022-07-15,0.76187
2022-07-16,0.38093
2022-07-17,0.48977
2022-07-18,0.65303
2022-07-19,0.84739
2022-07-20,1.2361
2022-07-21,0.53642
2022-07-22,0.59861
2022-07-23,0.47422
2022-07-24,0.53642
2022-07-25,0.53642
2022-07-26,0.48977
2022-07-27,0.39648
2022-07-28,0.41203
2022-07-29,0.76964
2022-07-30,0.55974
2022-07-31,0.61416
2022-08-01,0.70745
2022-08-02,0.70745
2022-08-03,0.60639
2022-08-04,0.7541
2022-08-05,1.45378
2022-08-06,0.66081
2022-08-07,0.43535
2022-08-08,0.89403
2022-08-09,0.48977
2022-08-10,0.66858
2022-08-11,0.61416
2022-08-12,0.57529
2022-08-13,0.91735
2022-08-14,0.79297
2022-08-15,0.66081
2022-08-16,0.94068
2022-08-17,0.67635
2022-08-18,0.65303
2022-08-19,0.52864
2022-08-20,0.29542
2022-08-21,0.62193
2022-08-22,0.64526
2022-08-23,0.67635
2022-08-24,0.61416
2022-08-25,0.55974
2022-08-26,0.56751
2022-08-27,0.37316
2022-08-28,0.43535
2022-08-29,0.4198
2022-08-30,0.53642
2022-08-31,0.43535
2022-09-01,0.44313
2022-09-02,0.51309
2022-09-03,0.73077
2022-09-04,0.45867
2022-09-05,0.46645
2022-09-06,0.36538
2022-09-07,0.41203
2022-09-08,0.29542
2022-09-09,0.31096
2022-09-10,0.28764
2022-09-11,0.34984
2022-09-12,0.43535
2022-09-13,0.59084
2022-09-14,0.38871
2022-09-15,0.48977
2022-09-16,0.44313
2022-09-17,0.34206
2022-09-18,0.31096
2022-09-19,0.51309
2022-09-20,0.56751
2022-09-21,0.43535
2022-09-22,0.482
2022-09-23,0.38871
2022-09-24,0.36538
2022-09-25,0.38871
2022-09-26,0.27209
2022-09-27,0.40426
2022-09-28,0.60639
2022-09-29,0.52087
2022-09-30,0.27987
2022-10-01,0.25654
2022-10-02,0.27987
2022-10-03,0.40426
2022-10-04,0.27987
2022-10-05,0.42758
2022-10-06,0.39648
2022-10-07,0.38093
2022-10-08,0.26432
2022-10-09,0.21767
2022-10-10,0.41203
2022-10-11,0.38871
2022-10-12,0.42758
2022-10-13,0.51309
2022-10-14,0.4198
2022-10-15,0.36538
2022-10-16,0.36538
2022-10-17,0.33429
2022-10-18,0.42758
2022-10-19,0.35761
2022-10-20,0.4509
2022-10-21,0.31096
2022-10-22,0.33429
2022-10-23,0.29542
2022-10-24,0.38093
2022-10-25,0.44313
2022-10-26,0.44313
2022-10-27,0.42758
2022-10-28,0.40426
2022-10-29,0.32651
2022-10-30,0.76187
2022-10-31,0.4509
2022-11-01,0.38871
2022-11-02,0.34984
2022-11-03,0.71522
2022-11-04,1.18168
2022-11-05,1.60149
2022-11-06,1.05729
2022-11-07,0.7541
2022-11-08,0.73855
2022-11-09,0.66858
2022-11-10,0.55974
2022-11-11,0.64526
2022-11-12,0.52864
2022-11-13,0.77742
2022-11-14,0.723
2022-11-15,0.52087
2022-11-16,0.37316
2022-11-17,0.44313
2022-11-18,0.64526
2022-11-19,0.40426
2022-11-20,0.54419
2022-11-21,0.56751
2022-11-22,0.34206
2022-11-23,0.47422
2022-11-24,0.482
2022-11-25,0.4198
2022-11-26,0.4198
2022-11-27,0.37316
2022-11-28,0.41203
2022-11-29,0.40426
2022-11-30,0.57529
2022-12-01,0.42758
2022-12-02,0.55197
2022-12-03,0.29542
2022-12-04,0.32651
2022-12-05,0.7541
2022-12-06,0.60639
2022-12-07,0.482
2022-12-08,0.67635
2022-12-09,0.47422
2022-12-10,0.34206
2022-12-11,0.35761
2022-12-12,0.44313
2022-12-13,0.39648
2022-12-14,0.482
2022-12-15,0.44313
2022-12-16,0.51309
2022-12-17,0.36538
2022-12-18,0.51309
2022-12-19,0.46645
2022-12-20,0.45867
2022-12-21,0.49755
2022-12-22,0.49755
2022-12-23,0.35761
2022-12-24,0.41203
2022-12-25,0.33429
2022-12-26,0.40426
2022-12-27,0.44313
2022-12-28,0.51309
2022-12-29,0.482
2022-12-30,0.43535
2022-12-31,0.45867
2023-01-01,0.34984
2023-01-02,0.4509
2023-01-03,0.53642
2023-01-04,0.55974
2023-01-05,0.61416
2023-01-06,0.59861
2023-01-07,0.723
2023-01-08,0.54419
2023-01-09,1.53152
2023-01-10,0.90181
2023-01-11,0.53642
2023-01-12,0.44313
2023-01-13,0.74632
2023-01-14,2.09904
2023-01-15,0.88626
2023-01-16,1.92023
2023-01-17,1.30607
2023-01-18,0.88626
2023-01-19,1.15836
2023-01-20,1.31384
2023-01-21,1.48487
2023-01-22,1.22055
2023-01-23,1.76475
2023-01-24,0.68413
2023-01-25,0.80074
2023-01-26,1.07284
2023-01-27,1.61704
2023-01-28,1.87359
2023-01-29,1.50042
2023-01-30,1.59371
2023-01-31,1.00287
2023-02-01,1.08061
2023-02-02,1.42268
2023-02-03,0.89403
2023-02-04,1.02619
2023-02-05,0.68413
2023-02-06,1.07284
2023-02-07,1.25942
2023-02-08,3.70831
2023-02-09,2.12236
2023-02-10,0.94068
2023-02-11,0.47422
2023-02-12,0.4509
2023-02-13,0.90958
2023-02-14,0.66081
2023-02-15,0.77742
2023-02-16,1.14281
2023-02-17,0.83184
2023-02-18,0.88626
2023-02-19,0.42758
2023-02-20,0.90181
2023-02-21,1.00287
2023-02-22,1.51597
2023-02-23,2.58882
2023-02-24,2.16901
2023-02-25,0.86294
2023-02-26,0.51309
2023-02-27,0.73077
2023-02-28,0.59861
2023-03-01,0.51309
2023-03-02,0.62971
2023-03-03,0.7541
2023-03-04,0.49755
2023-03-05,0.52087
2023-03-06,0.76187
2023-03-07,0.97177
2023-03-08,0.38871
2023-03-09,0.52087
2023-03-10,0.40426
2023-03-11,0.28764
2023-03-12,0.20213
2023-03-13,0.39648
2023-03-14,0.50532
2023-03-15,0.37316
2023-03-16,0.31096
2023-03-17,0.55197
2023-03-18,0.83961
2023-03-19,0.86294
2023-03-20,0.60639
2023-03-21,0.42758
2023-03-22,0.60639
2023-03-23,0.49755
2023-03-24,0.58306
2023-03-25,0.241
2023-03-26,0.27987
2023-03-27,0.42758
2023-03-28,0.71522
2023-03-29,0.37316
2023-03-30,0.482
2023-03-31,0.38871
2023-04-01,0.36538
2023-04-02,0.43535
2023-04-03,0.41203
2023-04-04,0.32651
2023-04-05,0.73855
2023-04-06,0.73077
2023-04-07,1.35271
2023-04-08,0.482
2023-04-09,0.32651
2023-04-10,0.31874
2023-04-11,0.46645
2023-04-12,0.76964
2023-04-13,0.51309
2023-04-14,1.13503
2023-04-15,0.57529
2023-04-16,0.40426
2023-04-17,0.59084
2023-04-18,0.83961
2023-04-19,0.55197
2023-04-20,0.4198
2023-04-21,0.34206
2023-04-22,0.19435
2023-04-23,0.32651
2023-04-24,0.34206
2023-04-25,0.482
2023-04-26,0.44313
2023-04-27,0.37316
2023-04-28,0.46645
2023-04-29,0.28764
2023-04-30,0.24877
2023-05-01,0.31874
2023-05-02,0.34206
2023-05-03,0.38871
2023-05-04,0.31874
2023-05-05,0.38093
2023-05-06,0.38093
2023-05-07,0.26432
2023-05-08,0.29542
2023-05-09,0.45867
2023-05-10,1.81139
2023-05-11,1.08061
2023-05-12,0.70745
2023-05-13,0.43535
2023-05-14,0.39648
2023-05-15,0.44313
2023-05-16,0.38871
2023-05-17,1.10394
2023-05-18,0.41203
2023-05-19,0.40426
2023-05-20,0.31874
2023-05-21,0.31096
2023-05-22,0.35761
2023-05-23,0.50532
2023-05-24,0.43535
2023-05-25,0.33429
2023-05-26,0.46645
2023-05-27,0.23322
2023-05-28,0.41203
2023-05-29,0.36538
2023-05-30,0.32651
2023-05-31,0.32651
2023-06-01,0.31096
2023-06-02,0.31096
2023-06-03,0.25654
2023-06-04,0.22545
2023-06-05,0.28764
2023-06-06,0.39648
2023-06-07,0.36538
2023-06-08,0.55974
2023-06-09,0.26432
2023-06-10,0.28764
2023-06-11,0.23322
2023-06-12,0.34206
2023-06-13,0.31096
2023-06-14,0.39648
2023-06-15,0.37316
2023-06-16,0.33429
2023-06-17,0.22545
2023-06-18,0.13216
2023-06-19,0.482
2023-06-20,0.45867
2023-06-21,0.52864
2023-06-22,0.56751
2023-06-23,0.40426
2023-06-24,0.52087
2023-06-25,0.38871
2023-06-26,0.46645
2023-06-27,0.46645
2023-06-28,0.42758
2023-06-29,0.48977
2023-06-30,0.33429
2023-07-01,0.67635
2023-07-02,1.00287
2023-07-03,0.43535
2023-07-04,0.41203
2023-07-05,0.87071
2023-07-06,0.37316
2023-07-07,0.33429
2023-07-08,0.25654
2023-07-09,0.22545
2023-07-10,0.33429
2023-07-11,0.35761
2023-07-12,0.45867
2023-07-13,0.59861
2023-07-14,1.42268
2023-07-15,0.4198
2023-07-16,0.32651
2023-07-17,0.56751
2023-07-18,0.49755
2023-07-19,0.38871
2023-07-20,0.76187
2023-07-21,0.34206
2023-07-22,0.44313
2023-07-23,0.58306
2023-07-24,0.482
2023-07-25,0.41203
2023-07-26,0.43535
2023-07-27,0.36538
2023-07-28,0.25654
2023-07-29,0.27987
2023-07-30,0.42758
2023-07-31,0.44313
2023-08-01,0.46645
2023-08-02,0.38871
2023-08-03,0.13993
2023-08-04,0.52864
2023-08-05,0.30319
2023-08-06,0.30319
2023-08-07,0.24877
2023-08-08,0.33429
2023-08-09,0.49755
2023-08-10,0.46645
2023-08-11,0.38093
2023-08-12,0.17103
2023-08-13,0.32651
2023-08-14,0.37316
2023-08-15,0.34984
2023-08-16,0.50532
2023-08-17,0.41203
2023-08-18,0.20213
2023-08-19,0.27987
2023-08-20,0.40426
2023-08-21,0.32651
2023-08-22,0.29542
2023-08-23,0.34984
2023-08-24,0.4198
2023-08-25,0.34206
2023-08-26,0.24877
2023-08-27,0.32651
2023-08-28,0.46645
2023-08-29,0.37316
2023-08-30,0.4198
2023-08-31,0.27209
2023-09-01,0.33429
2023-09-02,0.30319
2023-09-03,0.25654
2023-09-04,0.39648
2023-09-05,0.51309
2023-09-06,0.55974
2023-09-07,0.52087
2023-09-08,0.4198
2023-09-09,0.23322
2023-09-10,0.27987
2023-09-11,0.43535
2023-09-12,0.38871
2023-09-13,0.46645
2023-09-14,0.44313
2023-09-15,0.34206
2023-09-16,0.37316
2023-09-17,0.22545
2023-09-18,0.42758
2023-09-19,0.32651
2023-09-20,0.36538
2023-09-21,0.32651
2023-09-22,0.52087
2023-09-23,0.38093
2023-09-24,0.53642
2023-09-25,0.43535
2023-09-26,0.49755
2023-09-27,0.32651
2023-09-28,0.15548
2023-09-29,0.2099
2023-09-30,0.28764
2023-10-01,0.24877
2023-10-02,0.61416
2023-10-03,0.44313
2023-10-04,0.62971
2023-10-05,0.4509
2023-10-06,0.46645
2023-10-07,0.38871
2023-10-08,0.25654
2023-10-09,0.33429
2023-10-10,0.35761
2023-10-11,0.4198
2023-10-12,0.31096
2023-10-13,0.30319
2023-10-14,0.24877
2023-10-15,0.30319
2023-10-16,0.36538
2023-10-17,0.36538
2023-10-18,0.54419
2023-10-19,0.59084
2023-10-20,0.41203
2023-10-21,0.59084
2023-10-22,0.76187
2023-10-23,0.86294
2023-10-24,0.87071
2023-10-25,0.52864
2023-10-26,0.63748
2023-10-27,0.50532
2023-10-28,0.4509
2023-10-29,1.31384
2023-10-30,2.15346
2023-10-31,0.86294
2023-11-01,0.97177
2023-11-02,1.92023
2023-11-03,0.9951
2023-11-04,0.80852
2023-11-05,0.92513
2023-11-06,2.07572
2023-11-07,1.59371
2023-11-08,1.79584
2023-11-09,1.36049
2023-11-10,1.446
2023-11-11,1.66368
2023-11-12,1.13503
2023-11-13,1.2672
2023-11-14,0.83184
2023-11-15,0.85516
2023-11-16,0.83961
2023-11-17,0.69968
2023-11-18,0.52087
2023-11-19,0.76964
2023-11-20,0.63748
2023-11-21,0.55197
2023-11-22,0.62971
2023-11-23,0.60639
2023-11-24,0.77742
2023-11-25,1.39158
2023-11-26,1.50042
2023-11-27,1.38381
