date,신탁형ISA
2023-06-02,14.77663
2023-06-03,7.90378
2023-06-04,11.68384
2023-06-05,16.1512
2023-06-06,9.27835
2023-06-07,12.37113
2023-06-08,16.83848
2023-06-09,14.08934
2023-06-10,6.5292
2023-06-11,6.5292
2023-06-12,18.5567
2023-06-13,16.83848
2023-06-14,17.86941
2023-06-15,19.58762
2023-06-16,15.80756
2023-06-17,2.06185
2023-06-18,5.84192
2023-06-19,13.05841
2023-06-20,16.49484
2023-06-21,17.86941
2023-06-22,11.3402
2023-06-23,12.71477
2023-06-24,5.49828
2023-06-25,6.87285
2023-06-26,16.83848
2023-06-27,17.18213
2023-06-28,15.80756
2023-06-29,14.08934
2023-06-30,16.49484
2023-07-01,5.84192
2023-07-02,8.59106
2023-07-03,17.86941
2023-07-04,20.61855
2023-07-05,32.98969
2023-07-06,26.11683
2023-07-07,23.71134
2023-07-08,10.65292
2023-07-09,7.21649
2023-07-10,18.21305
2023-07-11,21.99312
2023-07-12,21.30584
2023-07-13,16.49484
2023-07-14,20.61855
2023-07-15,12.37113
2023-07-16,8.24742
2023-07-17,16.1512
2023-07-18,19.24398
2023-07-19,17.18213
2023-07-20,17.52577
2023-07-21,16.49484
2023-07-22,6.87285
2023-07-23,8.24742
2023-07-24,15.12027
2023-07-25,18.21305
2023-07-26,17.18213
2023-07-27,15.12027
2023-07-28,16.83848
2023-07-29,6.18556
2023-07-30,7.21649
2023-07-31,18.5567
2023-08-01,24.05498
2023-08-02,17.52577
2023-08-03,17.86941
2023-08-04,19.93127
2023-08-05,11.68384
2023-08-06,7.21649
2023-08-07,19.24398
2023-08-08,16.83848
2023-08-09,22.68041
2023-08-10,18.90034
2023-08-11,12.02749
2023-08-12,8.9347
2023-08-13,6.18556
2023-08-14,21.30584
2023-08-15,12.71477
2023-08-16,21.30584
2023-08-17,17.52577
2023-08-18,17.52577
2023-08-19,8.24742
2023-08-20,12.02749
2023-08-21,17.52577
2023-08-22,16.1512
2023-08-23,17.86941
2023-08-24,15.80756
2023-08-25,18.21305
2023-08-26,7.56013
2023-08-27,8.9347
2023-08-28,15.80756
2023-08-29,20.61855
2023-08-30,19.58762
2023-08-31,20.27491
2023-09-01,16.83848
2023-09-02,9.27835
2023-09-03,11.3402
2023-09-04,13.7457
2023-09-05,18.90034
2023-09-06,15.12027
2023-09-07,18.21305
2023-09-08,15.12027
2023-09-09,9.62199
2023-09-10,10.65292
2023-09-11,16.49484
2023-09-12,19.93127
2023-09-13,13.40206
2023-09-14,12.71477
2023-09-15,15.80756
2023-09-16,4.81099
2023-09-17,12.02749
2023-09-18,14.77663
2023-09-19,17.18213
2023-09-20,16.49484
2023-09-21,12.71477
2023-09-22,10.65292
2023-09-23,7.21649
2023-09-24,9.62199
2023-09-25,11.68384
2023-09-26,13.40206
2023-09-27,13.7457
2023-09-28,8.24742
2023-09-29,3.78006
2023-09-30,8.24742
2023-10-01,5.84192
2023-10-02,6.18556
2023-10-03,12.02749
2023-10-04,18.5567
2023-10-05,38.48797
2023-10-06,20.27491
2023-10-07,4.46735
2023-10-08,7.21649
2023-10-09,7.56013
2023-10-10,24.39862
2023-10-11,25.08591
2023-10-12,21.64948
2023-10-13,22.33676
2023-10-14,10.65292
2023-10-15,9.62199
2023-10-16,18.21305
2023-10-17,25.42955
2023-10-18,18.5567
2023-10-19,20.61855
2023-10-20,20.96219
2023-10-21,9.96563
2023-10-22,11.3402
2023-10-23,18.5567
2023-10-24,26.80412
2023-10-25,25.08591
2023-10-26,21.64948
2023-10-27,16.49484
2023-10-28,4.46735
2023-10-29,13.40206
2023-10-30,24.74226
2023-10-31,21.64948
2023-11-01,24.74226
2023-11-02,15.46391
2023-11-03,18.90034
2023-11-04,9.62199
2023-11-05,11.3402
2023-11-06,21.30584
2023-11-07,17.86941
2023-11-08,19.93127
2023-11-09,11.3402
2023-11-10,16.83848
2023-11-11,7.90378
2023-11-12,12.37113
2023-11-13,15.46391
2023-11-14,10.30927
2023-11-15,20.61855
2023-11-16,18.5567
2023-11-17,16.83848
2023-11-18,6.5292
2023-11-19,11.3402
2023-11-20,21.64948
2023-11-21,19.58762
2023-11-22,20.27491
2023-11-23,20.61855
2023-11-24,23.71134
2023-11-25,16.1512
2023-11-26,21.30584
2023-11-27,58.76288
2023-11-28,30.58419
2023-11-29,23.02405
2023-11-30,34.02061
2023-12-01,32.98969
2023-12-02,11.68384
2023-12-03,21.64948
2023-12-04,26.46048
2023-12-05,31.27147
2023-12-06,22.68041
2023-12-07,25.08591
2023-12-08,28.52233
2023-12-09,13.05841
2023-12-10,13.7457
2023-12-11,30.24054
2023-12-12,26.46048
2023-12-13,30.24054
2023-12-14,25.08591
2023-12-15,26.80412
2023-12-16,19.24398
2023-12-17,13.40206
2023-12-18,17.86941
2023-12-19,21.64948
2023-12-20,18.21305
2023-12-21,19.58762
2023-12-22,24.74226
2023-12-23,10.65292
2023-12-24,12.71477
2023-12-25,17.86941
2023-12-26,34.7079
2023-12-27,31.95876
2023-12-28,31.95876
2023-12-29,28.17869
2023-12-30,12.37113
2023-12-31,17.52577
2024-01-01,16.83848
2024-01-02,24.39862
2024-01-03,23.02405
2024-01-04,36.08247
2024-01-05,48.10996
2024-01-06,13.40206
2024-01-07,21.30584
2024-01-08,28.52233
2024-01-09,27.4914
2024-01-10,33.33333
2024-01-11,25.77319
2024-01-12,26.46048
2024-01-13,8.9347
2024-01-14,20.27491
2024-01-15,29.55326
2024-01-16,30.58419
2024-01-17,48.79725
2024-01-18,48.10996
2024-01-19,33.33333
2024-01-20,31.27147
2024-01-21,28.17869
2024-01-22,46.39175
2024-01-23,37.1134
2024-01-24,36.76975
2024-01-25,38.83161
2024-01-26,39.17525
2024-01-27,29.20962
2024-01-28,30.24054
2024-01-29,51.20274
2024-01-30,58.76288
2024-01-31,61.16838
2024-02-01,55.6701
2024-02-02,51.54639
2024-02-03,41.58075
2024-02-04,33.33333
2024-02-05,51.20274
2024-02-06,45.36082
2024-02-07,51.54639
2024-02-08,52.23367
2024-02-09,26.46048
2024-02-10,25.77319
2024-02-11,75.25773
2024-02-12,58.76288
2024-02-13,66.66666
2024-02-14,53.2646
2024-02-15,50.8591
2024-02-16,47.42268
2024-02-17,27.14776
2024-02-18,32.64604
2024-02-19,50.51546
2024-02-20,49.14089
2024-02-21,42.61168
2024-02-22,54.63917
2024-02-23,48.79725
2024-02-24,26.46048
2024-02-25,29.20962
2024-02-26,52.23367
2024-02-27,53.2646
2024-02-28,50.8591
2024-02-29,38.14432
2024-03-01,26.11683
2024-03-02,25.08591
2024-03-03,26.11683
2024-03-04,54.29553
2024-03-05,46.0481
2024-03-06,50.51546
2024-03-07,40.89347
2024-03-08,35.73883
2024-03-09,19.93127
2024-03-10,18.90034
2024-03-11,35.39518
2024-03-12,30.58419
2024-03-13,30.24054
2024-03-14,24.05498
2024-03-15,23.02405
2024-03-16,20.27491
2024-03-17,12.71477
2024-03-18,25.42955
2024-03-19,24.74226
2024-03-20,27.4914
