date,팬오션주가
2020-09-25,3.8615
2020-09-26,0.48901
2020-09-27,0.39907
2020-09-28,4.0245
2020-09-29,3.59732
2020-09-30,0.43842
2020-10-01,0.39345
2020-10-02,0.46652
2020-10-03,0.4609
2020-10-04,0.42156
2020-10-05,8.11646
2020-10-06,7.67241
2020-10-07,8.30195
2020-10-08,8.2907
2020-10-09,1.48951
2020-10-10,1.19723
2020-10-11,1.38272
2020-10-12,7.08785
2020-10-13,6.64942
2020-10-14,5.84003
2020-10-15,6.18852
2020-10-16,5.42971
2020-10-17,0.79253
2020-10-18,0.48901
2020-10-19,5.2386
2020-10-20,5.18239
2020-10-21,5.21049
2020-10-22,5.02501
2020-10-23,4.54162
2020-10-24,0.64639
2020-10-25,0.71384
2020-10-26,6.64942
2020-10-27,6.04238
2020-10-28,5.65454
2020-10-29,5.03625
2020-10-30,4.63717
2020-10-31,1.44455
2020-11-01,1.2703
2020-11-02,5.08122
2020-11-03,4.97442
2020-11-04,6.24473
2020-11-05,6.26721
2020-11-06,5.2667
2020-11-07,0.84874
2020-11-08,0.80939
2020-11-09,20.34736
2020-11-10,18.22831
2020-11-11,14.85582
2020-11-12,26.65954
2020-11-13,20.57219
2020-11-14,2.77106
2020-11-15,2.72609
2020-11-16,16.41841
2020-11-17,14.57478
2020-11-18,15.74953
2020-11-19,12.60187
2020-11-20,10.31982
2020-11-21,1.32651
2020-11-22,1.19723
2020-11-23,17.68871
2020-11-24,14.11949
2020-11-25,12.33769
2020-11-26,11.63509
2020-11-27,10.50531
2020-11-28,2.34388
2020-11-29,2.23708
2020-11-30,14.29374
2020-12-01,13.37755
2020-12-02,12.15221
2020-12-03,11.13484
2020-12-04,10.1512
2020-12-05,1.50075
2020-12-06,2.04597
2020-12-07,10.05564
2020-12-08,9.6678
2020-12-09,10.40975
2020-12-10,11.07301
2020-12-11,10.40975
2020-12-12,1.80428
2020-12-13,1.73683
2020-12-14,9.27435
2020-12-15,9.31931
2020-12-16,11.37653
2020-12-17,9.57225
2020-12-18,12.9054
2020-12-19,3.28255
2020-12-20,5.95244
2020-12-21,28.12096
2020-12-22,18.08217
2020-12-23,19.11078
2020-12-24,24.32128
2020-12-25,5.35664
2020-12-26,3.38935
2020-12-27,2.84413
2020-12-28,30.70653
2020-12-29,26.41785
2020-12-30,26.03563
2020-12-31,5.3735
2021-01-01,3.19262
2021-01-02,3.23759
2021-01-03,3.28255
2021-01-04,32.62885
2021-01-05,33.33708
2021-01-06,28.11533
2021-01-07,27.29469
2021-01-08,22.93294
2021-01-09,4.03574
2021-01-10,2.67551
2021-01-11,20.21246
2021-01-12,18.80726
2021-01-13,17.88544
2021-01-14,15.63149
2021-01-15,14.7434
2021-01-16,3.81653
2021-01-17,2.81603
2021-01-18,16.24416
2021-01-19,18.24518
2021-01-20,17.08167
2021-01-21,29.92524
2021-01-22,31.71266
2021-01-23,4.19875
2021-01-24,3.23197
2021-01-25,25.47355
2021-01-26,21.88747
2021-01-27,20.05508
2021-01-28,17.16598
2021-01-29,15.73829
2021-01-30,2.23708
2021-01-31,1.75369
2021-02-01,16.14861
2021-02-02,15.64274
2021-02-03,14.23191
2021-02-04,12.71991
2021-02-05,12.83233
2021-02-06,1.96166
2021-02-07,2.2146
2021-02-08,14.26563
2021-02-09,14.3106
2021-02-10,15.54718
2021-02-11,2.19211
2021-02-12,1.76493
2021-02-13,2.02911
2021-02-14,2.96217
2021-02-15,17.90231
2021-02-16,21.73008
2021-02-17,19.83025
2021-02-18,15.06379
2021-02-19,19.47613
2021-02-20,6.43583
2021-02-21,5.71637
2021-02-22,39.72233
2021-02-23,33.98347
2021-02-24,25.83328
2021-02-25,22.28654
2021-02-26,22.56196
2021-02-27,4.03574
2021-02-28,5.1318
2021-03-01,5.27794
2021-03-02,21.11741
2021-03-03,28.92473
2021-03-04,27.44084
2021-03-05,56.21381
2021-03-06,10.96621
2021-03-07,11.81496
2021-03-08,53.66196
2021-03-09,54.02731
2021-03-10,50.72227
2021-03-11,43.07796
2021-03-12,46.73711
2021-03-13,10.62334
2021-03-14,9.7465
2021-03-15,46.30431
2021-03-16,40.94767
2021-03-17,34.69169
2021-03-18,39.61553
2021-03-19,41.94817
2021-03-20,11.89927
2021-03-21,9.69029
2021-03-22,92.50744
2021-03-23,90.63009
2021-03-24,77.61227
2021-03-25,68.12433
2021-03-26,83.50851
2021-03-27,16.22168
2021-03-28,15.96874
2021-03-29,77.7022
2021-03-30,58.69259
2021-03-31,55.63487
2021-04-01,54.6456
2021-04-02,48.62008
2021-04-03,9.68467
2021-04-04,8.54926
2021-04-05,51.99258
2021-04-06,48.66505
2021-04-07,43.65128
2021-04-08,41.16126
2021-04-09,37.67073
2021-04-10,6.55949
2021-04-11,6.00865
2021-04-12,45.15204
2021-04-13,47.13619
2021-04-14,49.51379
2021-04-15,45.98954
2021-04-16,75.38643
2021-04-17,10.20178
2021-04-18,8.72351
2021-04-19,62.0707
2021-04-20,51.96447
2021-04-21,39.54246
2021-04-22,78.62402
2021-04-23,79.05682
2021-04-24,12.12972
2021-04-25,10.1793
2021-04-26,96.56567
2021-04-27,86.46506
2021-04-28,82.82839
2021-04-29,69.73188
2021-04-30,71.48558
2021-05-01,10.48844
2021-05-02,10.24113
2021-05-03,66.64043
2021-05-04,59.27716
2021-05-05,9.68467
2021-05-06,75.49884
2021-05-07,71.49682
2021-05-08,9.91512
2021-05-09,9.89826
2021-05-10,69.42274
2021-05-11,56.15198
2021-05-12,60.10342
2021-05-13,59.50199
2021-05-14,57.28177
2021-05-15,9.95447
2021-05-16,8.32443
2021-05-17,61.66601
2021-05-18,48.33904
2021-05-19,8.79096
2021-05-20,47.73199
2021-05-21,44.70799
2021-05-22,10.47158
2021-05-23,7.70614
2021-05-24,43.8199
2021-05-25,55.08403
2021-05-26,48.10859
2021-05-27,43.96605
2021-05-28,41.09943
2021-05-29,6.1829
2021-05-30,5.89623
2021-05-31,41.70085
2021-06-01,50.18267
2021-06-02,48.00741
2021-06-03,44.60682
2021-06-04,37.48524
2021-06-05,7.52627
2021-06-06,5.89623
2021-06-07,44.27519
2021-06-08,44.14029
2021-06-09,38.24405
2021-06-10,44.30892
2021-06-11,53.51582
2021-06-12,9.29121
2021-06-13,8.41998
2021-06-14,53.95986
2021-06-15,41.29054
2021-06-16,76.67359
2021-06-17,75.30211
2021-06-18,59.24905
2021-06-19,7.52627
2021-06-20,5.99741
2021-06-21,48.30532
2021-06-22,49.37327
2021-06-23,53.9711
2021-06-24,49.61497
2021-06-25,100.0
2021-06-26,16.00247
2021-06-27,13.39441
2021-06-28,95.72817
2021-06-29,80.78803
2021-06-30,70.81108
2021-07-01,65.45444
2021-07-02,64.89236
2021-07-03,9.75774
2021-07-04,8.3694
2021-07-05,56.1295
2021-07-06,53.33033
2021-07-07,50.36254
2021-07-08,43.11168
2021-07-09,43.01051
2021-07-10,6.26721
2021-07-11,5.39598
2021-07-12,41.16126
2021-07-13,41.08256
2021-07-14,40.48676
2021-07-15,39.06469
2021-07-16,34.46686
2021-07-17,4.74397
2021-07-18,4.64279
2021-07-19,35.20881
2021-07-20,36.55218
2021-07-21,37.27165
2021-07-22,39.59867
2021-07-23,34.84346
2021-07-24,4.60345
2021-07-25,4.09757
2021-07-26,30.74588
2021-07-27,39.72795
2021-07-28,32.61199
2021-07-29,30.92574
2021-07-30,29.27322
2021-07-31,3.28817
2021-08-01,3.19824
2021-08-02,29.70041
2021-08-03,29.04277
2021-08-04,33.72491
2021-08-05,29.76223
2021-08-06,32.28036
2021-08-07,3.63667
2021-08-08,3.187
2021-08-09,28.90787
2021-08-10,26.97993
2021-08-11,31.95997
2021-08-12,35.27064
2021-08-13,34.98398
2021-08-14,4.18188
2021-08-15,2.86099
2021-08-16,7.0204
2021-08-17,42.35287
2021-08-18,53.57765
2021-08-19,47.3554
2021-08-20,38.12601
2021-08-21,4.88449
2021-08-22,4.13692
2021-08-23,53.54954
2021-08-24,51.00893
2021-08-25,41.78517
2021-08-26,37.45152
2021-08-27,33.37642
2021-08-28,4.85076
2021-08-29,5.02501
2021-08-30,41.9819
2021-08-31,40.14951
2021-09-01,40.09892
2021-09-02,36.54094
2021-09-03,32.50519
2021-09-04,4.55286
2021-09-05,3.49614
2021-09-06,33.98347
2021-09-07,31.45972
2021-09-08,31.32482
2021-09-09,33.17969
2021-09-10,29.18329
2021-09-11,4.23809
2021-09-12,3.2938
2021-09-13,26.63706
2021-09-14,31.89815
2021-09-15,27.22162
2021-09-16,25.70962
2021-09-17,24.06272
2021-09-18,3.34438
2021-09-19,1.78179
2021-09-20,2.25394
2021-09-21,2.68675
2021-09-22,3.29942
2021-09-23,25.05761
2021-09-24,23.46692
2021-09-25,3.30504
2021-09-26,3.09707
2021-09-27,41.13315
2021-09-28,32.35905
2021-09-29,29.20015
2021-09-30,42.33601
2021-10-01,39.99775
2021-10-02,5.17115
2021-10-03,3.63104
2021-10-04,7.39137
2021-10-05,37.40093
2021-10-06,37.82249
2021-10-07,35.61913
2021-10-08,39.44691
2021-10-09,5.30605
2021-10-10,3.65353
2021-10-11,4.81704
2021-10-12,29.45871
2021-10-13,27.67691
2021-10-14,28.8067
2021-10-15,28.09847
2021-10-16,3.66477
2021-10-17,2.77668
2021-10-18,24.36625
2021-10-19,25.33865
2021-10-20,24.23135
2021-10-21,22.32027
2021-10-22,22.37086
2021-10-23,3.60856
2021-10-24,2.58557
2021-10-25,22.63504
2021-10-26,24.77095
2021-10-27,26.62582
2021-10-28,26.09746
2021-10-29,21.72446
2021-10-30,3.04086
2021-10-31,2.35512
2021-11-01,21.92681
2021-11-02,24.23697
2021-11-03,26.26046
2021-11-04,23.18588
2021-11-05,20.69585
2021-11-06,3.46242
2021-11-07,3.17576
2021-11-08,20.60592
2021-11-09,24.04586
2021-11-10,20.52723
2021-11-11,21.15114
2021-11-12,21.18486
2021-11-13,2.95093
2021-11-14,2.82727
2021-11-15,20.08318
2021-11-16,18.45877
2021-11-17,18.62177
2021-11-18,19.33561
2021-11-19,18.07655
2021-11-20,3.17576
2021-11-21,2.90596
2021-11-22,19.72907
2021-11-23,17.55381
2021-11-24,16.88494
2021-11-25,15.89005
2021-11-26,15.29424
2021-11-27,2.80478
2021-11-28,2.55185
2021-11-29,20.78016
2021-11-30,18.88595
2021-12-01,19.493
2021-12-02,19.41431
2021-12-03,19.99887
2021-12-04,3.49052
2021-12-05,2.49002
2021-12-06,22.25282
2021-12-07,20.87572
2021-12-08,19.20634
2021-12-09,18.63301
2021-12-10,15.50222
2021-12-11,2.29329
2021-12-12,2.79916
2021-12-13,21.04996
2021-12-14,16.74442
2021-12-15,17.981
2021-12-16,17.47512
2021-12-17,20.42605
2021-12-18,3.53549
2021-12-19,3.2151
2021-12-20,17.79551
2021-12-21,16.67135
2021-12-22,15.83384
2021-12-23,16.62076
2021-12-24,15.51346
2021-12-25,2.17525
2021-12-26,2.15277
2021-12-27,14.87268
2021-12-28,15.11438
2021-12-29,16.69383
2021-12-30,14.19256
2021-12-31,3.73222
2022-01-01,1.58507
2022-01-02,1.8099
2022-01-03,16.8737
2022-01-04,15.53032
2022-01-05,16.23854
2022-01-06,17.07604
2022-01-07,16.41279
2022-01-08,2.58557
2022-01-09,2.40571
2022-01-10,20.74082
2022-01-11,18.40818
2022-01-12,17.22219
2022-01-13,15.67646
2022-01-14,16.62638
2022-01-15,2.50126
2022-01-16,2.29329
2022-01-17,13.45624
2022-01-18,13.55741
2022-01-19,13.42251
2022-01-20,13.79349
2022-01-21,11.74751
2022-01-22,1.57382
2022-01-23,1.50075
2022-01-24,12.259
2022-01-25,13.57989
2022-01-26,13.75414
2022-01-27,12.43325
2022-01-28,13.91152
2022-01-29,1.87173
2022-01-30,1.53448
2022-01-31,1.18037
2022-02-01,1.59069
2022-02-02,2.57995
2022-02-03,15.54718
2022-02-04,14.51857
2022-02-05,2.1078
2022-02-06,1.70872
2022-02-07,13.27075
2022-02-08,16.22168
2022-02-09,14.84458
2022-02-10,41.47602
2022-02-11,30.06576
2022-02-12,4.9688
2022-02-13,3.95705
2022-02-14,33.94412
2022-02-15,35.37743
2022-02-16,25.704
2022-02-17,28.55376
2022-02-18,29.63858
2022-02-19,6.63256
2022-02-20,6.49766
2022-02-21,28.06475
2022-02-22,38.90169
2022-02-23,35.56292
2022-02-24,37.12551
2022-02-25,29.51492
2022-02-26,4.699
2022-02-27,3.11393
2022-02-28,25.70962
2022-03-01,5.32291
2022-03-02,26.30543
2022-03-03,34.43314
2022-03-04,46.63593
2022-03-05,8.34129
2022-03-06,6.54263
2022-03-07,34.92215
2022-03-08,28.1603
2022-03-09,5.2386
2022-03-10,26.79444
2022-03-11,38.55882
2022-03-12,5.81754
2022-03-13,5.55899
2022-03-14,32.5614
2022-03-15,29.45309
2022-03-16,27.50829
2022-03-17,27.19352
2022-03-18,23.05098
2022-03-19,3.80529
2022-03-20,3.55797
2022-03-21,18.92529
2022-03-22,21.11179
2022-03-23,19.88645
2022-03-24,19.54358
2022-03-25,21.25793
2022-03-26,2.86661
2022-03-27,2.38884
2022-03-28,17.76178
2022-03-29,16.469
2022-03-30,17.68309
2022-03-31,19.43117
2022-04-01,17.50323
2022-04-02,2.77106
2022-04-03,2.32139
2022-04-04,16.05868
2022-04-05,16.10364
2022-04-06,15.56404
2022-04-07,15.31111
2022-04-08,14.91203
2022-04-09,2.00101
2022-04-10,1.79866
2022-04-11,14.81085
2022-04-12,13.43937
2022-04-13,14.07453
2022-04-14,17.35146
2022-04-15,15.91254
2022-04-16,2.02911
2022-04-17,1.77055
2022-04-18,13.13585
2022-04-19,17.71682
2022-04-20,16.10364
2022-04-21,15.29424
2022-04-22,12.19717
2022-04-23,1.78742
2022-04-24,1.69748
2022-04-25,10.34792
2022-04-26,11.29784
2022-04-27,11.03928
2022-04-28,13.76538
2022-04-29,14.1757
2022-04-30,2.22584
2022-05-01,1.73683
2022-05-02,18.04283
2022-05-03,15.61463
2022-05-04,13.73166
2022-05-05,2.96217
2022-05-06,23.64116
2022-05-07,3.67601
2022-05-08,3.5917
2022-05-09,16.69945
2022-05-10,15.1481
2022-05-11,31.33606
2022-05-12,46.75397
2022-05-13,37.87308
2022-05-14,5.95244
2022-05-15,4.98566
2022-05-16,28.51441
2022-05-17,26.39536
2022-05-18,25.60845
2022-05-19,21.44342
2022-05-20,21.83688
2022-05-21,2.82165
2022-05-22,2.90596
2022-05-23,20.82513
2022-05-24,27.27221
2022-05-25,21.2748
2022-05-26,20.47664
2022-05-27,20.88134
2022-05-28,3.28817
2022-05-29,3.20948
2022-05-30,31.95435
2022-05-31,21.5727
2022-06-01,3.8615
2022-06-02,17.10977
2022-06-03,15.83946
2022-06-04,2.39446
2022-06-05,1.86049
2022-06-06,2.57995
2022-06-07,14.03518
2022-06-08,14.81648
2022-06-09,15.22117
2022-06-10,14.0127
2022-06-11,2.22584
2022-06-12,1.9729
2022-06-13,13.1752
2022-06-14,13.86656
2022-06-15,12.91102
2022-06-16,12.86043
2022-06-17,12.55128
2022-06-18,2.02349
2022-06-19,1.53448
2022-06-20,12.62998
2022-06-21,13.60238
2022-06-22,14.51295
2022-06-23,18.80726
2022-06-24,15.24928
2022-06-25,2.61368
2022-06-26,1.77617
2022-06-27,14.33871
2022-06-28,13.59114
2022-06-29,11.19667
2022-06-30,11.05053
2022-07-01,10.11185
2022-07-02,1.5401
2022-07-03,1.06233
2022-07-04,10.41537
2022-07-05,10.40413
2022-07-06,12.01169
2022-07-07,11.70254
2022-07-08,11.11798
2022-07-09,1.55696
2022-07-10,0.99488
2022-07-11,10.32544
2022-07-12,9.96571
2022-07-13,9.89264
2022-07-14,10.63459
2022-07-15,9.79708
2022-07-16,1.50637
2022-07-17,1.39396
2022-07-18,11.42712
2022-07-19,10.4772
2022-07-20,10.32544
2022-07-21,10.10061
2022-07-22,10.25237
2022-07-23,1.45017
2022-07-24,0.98926
2022-07-25,9.48794
2022-07-26,11.76437
2022-07-27,10.48844
2022-07-28,10.80883
2022-07-29,10.87066
2022-07-30,1.45579
2022-07-31,1.22533
2022-08-01,13.31572
2022-08-02,14.77713
2022-08-03,12.73115
2022-08-04,12.59625
2022-08-05,12.26462
2022-08-06,1.55134
2022-08-07,1.25344
2022-08-08,11.6913
2022-08-09,11.5564
2022-08-10,11.65195
2022-08-11,17.09853
2022-08-12,14.88393
2022-08-13,1.64127
2022-08-14,1.27592
2022-08-15,1.86611
2022-08-16,12.75363
2022-08-17,11.65195
2022-08-18,10.15682
2022-08-19,9.06638
2022-08-20,1.21409
2022-08-21,1.01736
2022-08-22,9.60598
2022-08-23,9.81957
2022-08-24,10.7189
2022-08-25,13.70355
2022-08-26,11.26974
2022-08-27,1.30403
2022-08-28,0.88246
2022-08-29,12.30959
2022-08-30,11.81496
2022-08-31,11.1236
2022-09-01,11.05053
2022-09-02,9.72963
2022-09-03,1.39958
2022-09-04,1.45579
2022-09-05,11.60137
2022-09-06,10.70204
2022-09-07,9.1001
2022-09-08,11.61823
2022-09-09,1.58507
2022-09-10,0.96116
2022-09-11,0.90495
2022-09-12,1.31527
2022-09-13,15.98561
2022-09-14,20.1675
2022-09-15,14.43988
2022-09-16,12.09038
2022-09-17,1.91669
2022-09-18,1.87173
2022-09-19,11.11236
2022-09-20,9.90388
2022-09-21,12.24776
2022-09-22,9.9376
2022-09-23,8.63357
2022-09-24,1.56258
2022-09-25,1.14664
2022-09-26,9.65094
2022-09-27,12.10162
2022-09-28,9.93198
2022-09-29,10.05002
2022-09-30,10.65707
2022-10-01,1.58507
2022-10-02,1.0005
2022-10-03,1.38834
2022-10-04,11.92175
2022-10-05,9.68467
2022-10-06,10.747
2022-10-07,8.62795
2022-10-08,1.0286
2022-10-09,0.85436
2022-10-10,1.11854
2022-10-11,7.8579
2022-10-12,8.6673
2022-10-13,8.35815
2022-10-14,8.84154
2022-10-15,1.2984
2022-10-16,0.97802
2022-10-17,8.73475
2022-10-18,8.68416
2022-10-19,8.54364
2022-10-20,7.08223
2022-10-21,7.16654
2022-10-22,1.0005
2022-10-23,0.65201
2022-10-24,7.20026
2022-10-25,6.68877
2022-10-26,7.13844
2022-10-27,7.64431
2022-10-28,6.3178
2022-10-29,1.09605
2022-10-30,0.74756
2022-10-31,7.54876
2022-11-01,7.76235
2022-11-02,7.43072
2022-11-03,9.02141
2022-11-04,7.90849
2022-11-05,1.52886
2022-11-06,0.98926
2022-11-07,17.28964
2022-11-08,13.37755
2022-11-09,11.09549
2022-11-10,10.56714
2022-11-11,13.76538
2022-11-12,2.12466
2022-11-13,1.87173
2022-11-14,16.50272
2022-11-15,18.1721
2022-11-16,14.97386
2022-11-17,10.00505
2022-11-18,9.8814
2022-11-19,1.21409
2022-11-20,0.81501
2022-11-21,8.5324
2022-11-22,8.99331
2022-11-23,11.70816
2022-11-24,9.94322
2022-11-25,8.06587
2022-11-26,1.11854
2022-11-27,0.82626
2022-11-28,9.40363
2022-11-29,10.28047
2022-11-30,9.70715
2022-12-01,10.93249
2022-12-02,8.25698
2022-12-03,1.11854
2022-12-04,0.98364
2022-12-05,13.18082
2022-12-06,10.24675
2022-12-07,10.79759
2022-12-08,11.4496
2022-12-09,16.30599
2022-12-10,2.31015
2022-12-11,1.74245
2022-12-12,11.63509
2022-12-13,10.56714
2022-12-14,9.87577
2022-12-15,9.55539
2022-12-16,12.7986
2022-12-17,2.20336
2022-12-18,1.48951
2022-12-19,12.33769
2022-12-20,9.91512
2022-12-21,10.38727
2022-12-22,21.24669
2022-12-23,14.77151
2022-12-24,1.95604
2022-12-25,1.61317
2022-12-26,12.44449
2022-12-27,12.72553
2022-12-28,12.48946
2022-12-29,9.4767
2022-12-30,2.72609
2022-12-31,0.63515
2023-01-01,0.83188
2023-01-02,10.17368
2023-01-03,9.33618
2023-01-04,11.08425
2023-01-05,9.98819
2023-01-06,11.61823
2023-01-07,1.82676
2023-01-08,1.37147
2023-01-09,10.95497
2023-01-10,12.18593
2023-01-11,10.56714
2023-01-12,9.29683
2023-01-13,19.90332
2023-01-14,3.22072
2023-01-15,2.22584
2023-01-16,12.75926
2023-01-17,14.72654
2023-01-18,12.75926
2023-01-19,11.51705
2023-01-20,9.11696
2023-01-21,1.09043
2023-01-22,0.78691
2023-01-23,0.85998
2023-01-24,1.18037
2023-01-25,10.35354
2023-01-26,11.59575
2023-01-27,15.7945
2023-01-28,2.22022
2023-01-29,1.9729
2023-01-30,12.5007
2023-01-31,12.27586
2023-02-01,16.88494
2023-02-02,13.26513
2023-02-03,11.2866
2023-02-04,1.48951
2023-02-05,1.30403
2023-02-06,9.57787
2023-02-07,9.40925
2023-02-08,9.83081
2023-02-09,10.63459
2023-02-10,10.14557
2023-02-11,1.57382
2023-02-12,1.08481
2023-02-13,12.07352
2023-02-14,12.16907
2023-02-15,11.62385
2023-02-16,10.79197
2023-02-17,10.77511
2023-02-18,1.35461
2023-02-19,1.11292
2023-02-20,10.87066
2023-02-21,14.0127
2023-02-22,16.85121
2023-02-23,17.22781
2023-02-24,17.3065
2023-02-25,2.09656
2023-02-26,1.63003
2023-02-27,11.46647
2023-02-28,11.35967
2023-03-01,2.31577
2023-03-02,19.13326
2023-03-03,14.1757
2023-03-04,1.96728
2023-03-05,1.69186
2023-03-06,12.15783
2023-03-07,11.34843
2023-03-08,10.2074
2023-03-09,11.10673
2023-03-10,8.90899
2023-03-11,1.3771
2023-03-12,1.08481
2023-03-13,9.29683
2023-03-14,8.54364
2023-03-15,8.91461
2023-03-16,8.58299
2023-03-17,7.99842
2023-03-18,1.02298
2023-03-19,0.89371
2023-03-20,8.48743
2023-03-21,7.95345
2023-03-22,8.06587
2023-03-23,7.32954
2023-03-24,7.79045
2023-03-25,1.07919
2023-03-26,0.92743
2023-03-27,7.73986
2023-03-28,12.34894
2023-03-29,9.6397
2023-03-30,10.36479
2023-03-31,9.52728
2023-04-01,1.20847
2023-04-02,0.90495
2023-04-03,9.91512
2023-04-04,8.67292
2023-04-05,8.86403
2023-04-06,8.10522
2023-04-07,8.51554
2023-04-08,1.22533
2023-04-09,1.15788
2023-04-10,9.18441
2023-04-11,10.56151
2023-04-12,11.15732
2023-04-13,9.89826
2023-04-14,12.28711
2023-04-15,2.72047
2023-04-16,1.45017
2023-04-17,12.06789
2023-04-18,14.34433
2023-04-19,11.53954
2023-04-20,9.2069
2023-04-21,8.61109
2023-04-22,1.18599
2023-04-23,0.97802
2023-04-24,8.97644
2023-04-25,10.30858
2023-04-26,11.20791
2023-04-27,10.10061
2023-04-28,9.13383
2023-04-29,1.27592
2023-04-30,0.91057
2023-05-01,2.01787
2023-05-02,8.94834
2023-05-03,8.45933
2023-05-04,7.88038
2023-05-05,1.4333
2023-05-06,1.05109
2023-05-07,0.88808
2023-05-08,8.44809
2023-05-09,7.49817
2023-05-10,7.52627
2023-05-11,9.6397
2023-05-12,8.20639
2023-05-13,1.02298
2023-05-14,0.79815
2023-05-15,8.4256
2023-05-16,7.4251
2023-05-17,7.05974
2023-05-18,8.22325
2023-05-19,7.38575
2023-05-20,1.07357
2023-05-21,0.77005
2023-05-22,8.50992
2023-05-23,8.36377
2023-05-24,8.05463
2023-05-25,6.77308
2023-05-26,16.03619
2023-05-27,2.60243
2023-05-28,1.63003
