date,적금이자
2020-03-20,20.54992
2020-03-21,14.56825
2020-03-22,14.03762
2020-03-23,22.52773
2020-03-24,20.06753
2020-03-25,25.37385
2020-03-26,22.19006
2020-03-27,19.77809
2020-03-28,11.81862
2020-03-29,11.77038
2020-03-30,22.2383
2020-03-31,23.29956
2020-04-01,20.8876
2020-04-02,18.86155
2020-04-03,17.60733
2020-04-04,11.28798
2020-04-05,11.33622
2020-04-06,19.05451
2020-04-07,17.51085
2020-04-08,21.41823
2020-04-09,20.26049
2020-04-10,20.74288
2020-04-11,14.47178
2020-04-12,12.73516
2020-04-13,20.06753
2020-04-14,18.28268
2020-04-15,12.73516
2020-04-16,17.65557
2020-04-17,18.95803
2020-04-18,11.23974
2020-04-19,12.25277
2020-04-20,19.77809
2020-04-21,23.78195
2020-04-22,21.80414
2020-04-23,18.71683
2020-04-24,19.05451
2020-04-25,12.30101
2020-04-26,13.26579
2020-04-27,19.82633
2020-04-28,18.62035
2020-04-29,17.89676
2020-04-30,11.28798
2020-05-01,11.62566
2020-05-02,9.84081
2020-05-03,11.33622
2020-05-04,20.16401
2020-05-05,14.08586
2020-05-06,19.72986
2020-05-07,17.89676
2020-05-08,18.1862
2020-05-09,9.64785
2020-05-10,10.13024
2020-05-11,18.28268
2020-05-12,15.87071
2020-05-13,15.91895
2020-05-14,15.67776
2020-05-15,13.94114
2020-05-16,9.11722
2020-05-17,9.21369
2020-05-18,16.44958
2020-05-19,16.78726
2020-05-20,17.75205
2020-05-21,17.55909
2020-05-22,13.79643
2020-05-23,8.92426
2020-05-24,9.69609
2020-05-25,20.98408
2020-05-26,18.57211
2020-05-27,15.05065
2020-05-28,16.88374
2020-05-29,14.23058
2020-05-30,8.9725
2020-05-31,10.61263
2020-06-01,19.10274
2020-06-02,18.66859
2020-06-03,20.06753
2020-06-04,17.31789
2020-06-05,15.53304
2020-06-06,10.95031
2020-06-07,9.35841
2020-06-08,18.23444
2020-06-09,16.88374
2020-06-10,18.47563
2020-06-11,13.69995
2020-06-12,13.94114
2020-06-13,7.6218
2020-06-14,10.082
2020-06-15,17.55909
2020-06-16,16.35311
2020-06-17,15.29184
2020-06-18,14.03762
2020-06-19,13.0246
2020-06-20,9.26193
2020-06-21,9.74433
2020-06-22,16.73902
2020-06-23,14.1341
2020-06-24,16.54606
2020-06-25,20.01929
2020-06-26,16.88374
2020-06-27,9.16546
2020-06-28,9.40665
2020-06-29,16.06367
2020-06-30,17.51085
2020-07-01,17.02846
2020-07-02,14.95417
2020-07-03,14.85769
2020-07-04,7.04293
2020-07-05,10.51616
2020-07-06,16.93198
2020-07-07,18.81331
2020-07-08,15.82247
2020-07-09,15.53304
2020-07-10,14.23058
2020-07-11,9.02074
2020-07-12,10.46792
2020-07-13,14.32706
2020-07-14,15.2436
2020-07-15,19.82633
2020-07-16,14.27882
2020-07-17,14.42354
2020-07-18,8.87602
2020-07-19,8.15243
2020-07-20,17.17317
2020-07-21,15.09889
2020-07-22,15.43656
2020-07-23,15.67776
2020-07-24,14.03762
2020-07-25,9.88904
2020-07-26,9.55137
2020-07-27,15.96719
2020-07-28,15.53304
2020-07-29,15.34008
2020-07-30,14.61649
2020-07-31,15.4848
2020-08-01,9.11722
2020-08-02,9.06898
2020-08-03,15.34008
2020-08-04,14.08586
2020-08-05,15.38832
2020-08-06,14.52001
2020-08-07,14.80945
2020-08-08,7.3806
2020-08-09,8.05595
2020-08-10,17.84852
2020-08-11,18.47563
2020-08-12,16.93198
2020-08-13,12.87988
2020-08-14,12.49397
2020-08-15,8.29715
2020-08-16,7.33236
2020-08-17,10.082
2020-08-18,13.07284
2020-08-19,14.66473
2020-08-20,16.78726
2020-08-21,14.76121
2020-08-22,9.40665
2020-08-23,8.82778
2020-08-24,15.38832
2020-08-25,19.97105
2020-08-26,18.95803
2020-08-27,16.11191
2020-08-28,13.0246
2020-08-29,9.79257
2020-08-30,10.51616
2020-08-31,18.95803
2020-09-01,17.02846
2020-09-02,17.89676
2020-09-03,18.04148
2020-09-04,14.71297
2020-09-05,7.23589
2020-09-06,10.27496
2020-09-07,15.29184
2020-09-08,15.38832
2020-09-09,14.90593
2020-09-10,17.84852
2020-09-11,16.01543
2020-09-12,9.16546
2020-09-13,8.05595
2020-09-14,15.91895
2020-09-15,17.12493
2020-09-16,16.69078
2020-09-17,16.73902
2020-09-18,13.0246
2020-09-19,7.71828
2020-09-20,8.92426
2020-09-21,16.98022
2020-09-22,14.42354
2020-09-23,14.42354
2020-09-24,15.62952
2020-09-25,18.62035
2020-09-26,9.35841
2020-09-27,8.68306
2020-09-28,15.67776
2020-09-29,12.49397
2020-09-30,9.02074
2020-10-01,9.16546
2020-10-02,7.13941
2020-10-03,9.16546
2020-10-04,10.70911
2020-10-05,18.71683
2020-10-06,15.05065
2020-10-07,12.44573
2020-10-08,14.27882
2020-10-09,9.35841
2020-10-10,8.58658
2020-10-11,8.68306
2020-10-12,16.25663
2020-10-13,16.64254
2020-10-14,15.34008
2020-10-15,16.5943
2020-10-16,16.40135
2020-10-17,9.45489
2020-10-18,9.31017
2020-10-19,15.77424
2020-10-20,15.91895
2020-10-21,16.69078
2020-10-22,12.15629
2020-10-23,13.94114
2020-10-24,9.35841
2020-10-25,9.59961
2020-10-26,16.44958
2020-10-27,15.34008
2020-10-28,16.16015
2020-10-29,18.86155
2020-10-30,12.34925
2020-10-31,8.29715
2020-11-01,9.93728
2020-11-02,15.4848
2020-11-03,13.94114
2020-11-04,11.4327
2020-11-05,15.67776
2020-11-06,11.4327
2020-11-07,7.33236
2020-11-08,8.53835
2020-11-09,16.20839
2020-11-10,14.85769
2020-11-11,15.05065
2020-11-12,14.76121
2020-11-13,12.63868
2020-11-14,7.28412
2020-11-15,9.16546
2020-11-16,15.14712
2020-11-17,14.56825
2020-11-18,13.26579
2020-11-19,13.0246
2020-11-20,13.79643
2020-11-21,8.87602
2020-11-22,8.49011
2020-11-23,16.06367
2020-11-24,14.95417
2020-11-25,17.945
2020-11-26,16.16015
2020-11-27,13.94114
2020-11-28,7.6218
2020-11-29,10.082
2020-11-30,17.46261
2020-12-01,18.95803
2020-12-02,19.24746
2020-12-03,17.55909
2020-12-04,16.35311
2020-12-05,11.14327
2020-12-06,11.28798
2020-12-07,16.06367
2020-12-08,17.02846
2020-12-09,22.52773
2020-12-10,18.86155
2020-12-11,16.35311
2020-12-12,8.9725
2020-12-13,9.93728
2020-12-14,15.2436
2020-12-15,15.05065
2020-12-16,15.43656
2020-12-17,14.66473
2020-12-18,13.84466
2020-12-19,10.13024
2020-12-20,11.48094
2020-12-21,16.49782
2020-12-22,17.41437
2020-12-23,15.77424
2020-12-24,17.65557
2020-12-25,10.13024
2020-12-26,11.33622
2020-12-27,11.62566
2020-12-28,19.77809
2020-12-29,19.39218
2020-12-30,19.48866
2020-12-31,17.36613
2021-01-01,14.03762
2021-01-02,13.26579
2021-01-03,17.51085
2021-01-04,24.6985
2021-01-05,24.84322
2021-01-06,20.74288
2021-01-07,19.77809
2021-01-08,21.22527
2021-01-09,13.69995
2021-01-10,14.66473
2021-01-11,24.36082
2021-01-12,20.21225
2021-01-13,20.4052
2021-01-14,19.5369
2021-01-15,19.2957
2021-01-16,11.09503
2021-01-17,12.49397
2021-01-18,19.5369
2021-01-19,21.65943
2021-01-20,21.17703
2021-01-21,22.67245
2021-01-22,21.03232
2021-01-23,14.52001
2021-01-24,13.69995
2021-01-25,26.43511
2021-01-26,22.04534
2021-01-27,21.12879
2021-01-28,22.67245
2021-01-29,21.27351
2021-01-30,13.0246
2021-01-31,13.41051
2021-02-01,20.06753
2021-02-02,20.54992
2021-02-03,24.55378
2021-02-04,24.74674
2021-02-05,23.97491
2021-02-06,12.01157
2021-02-07,12.68692
2021-02-08,18.37916
2021-02-09,19.39218
2021-02-10,19.5369
2021-02-11,9.79257
2021-02-12,11.09503
2021-02-13,9.74433
2021-02-14,13.16931
2021-02-15,23.97491
2021-02-16,21.56295
2021-02-17,18.66859
2021-02-18,18.47563
2021-02-19,16.98022
2021-02-20,10.85383
2021-02-21,10.17848
2021-02-22,19.24746
2021-02-23,16.25663
2021-02-24,16.93198
2021-02-25,21.36999
2021-02-26,18.52387
2021-02-27,12.10805
2021-02-28,11.48094
2021-03-01,14.27882
2021-03-02,19.19922
2021-03-03,18.13796
2021-03-04,17.12493
2021-03-05,16.78726
2021-03-06,9.64785
2021-03-07,10.22672
2021-03-08,16.01543
2021-03-09,16.20839
2021-03-10,15.09889
2021-03-11,15.96719
2021-03-12,15.53304
2021-03-13,9.69609
2021-03-14,10.27496
2021-03-15,17.02846
2021-03-16,17.41437
2021-03-17,16.88374
2021-03-18,15.67776
2021-03-19,15.4848
2021-03-20,10.56439
2021-03-21,9.88904
2021-03-22,16.5943
2021-03-23,15.09889
2021-03-24,14.1341
2021-03-25,18.52387
2021-03-26,14.23058
2021-03-27,8.63482
2021-03-28,10.3232
2021-03-29,15.19536
2021-03-30,16.25663
2021-03-31,15.87071
2021-04-01,13.98938
2021-04-02,13.55523
2021-04-03,9.06898
2021-04-04,9.02074
2021-04-05,14.76121
2021-04-06,14.47178
2021-04-07,13.60347
2021-04-08,12.83164
