date,비상금대출
2020-10-29,19.56135
2020-10-30,19.50207
2020-10-31,12.44813
2020-11-01,11.23295
2020-11-02,21.66567
2020-11-03,21.75459
2020-11-04,19.70954
2020-11-05,18.79075
2020-11-06,19.53171
2020-11-07,13.0409
2020-11-08,13.18909
2020-11-09,21.51748
2020-11-10,25.87433
2020-11-11,21.54712
2020-11-12,21.42857
2020-11-13,22.05097
2020-11-14,13.84113
2020-11-15,13.75222
2020-11-16,25.51867
2020-11-17,25.63722
2020-11-18,22.55483
2020-11-19,22.02133
2020-11-20,21.04327
2020-11-21,16.24184
2020-11-22,15.76763
2020-11-23,28.57142
2020-11-24,25.04445
2020-11-25,23.05868
2020-11-26,22.64374
2020-11-27,20.42086
2020-11-28,16.30112
2020-11-29,13.10017
2020-11-30,24.12566
2020-12-01,21.8435
2020-12-02,21.07291
2020-12-03,19.14641
2020-12-04,17.42738
2020-12-05,14.19679
2020-12-06,13.48547
2020-12-07,24.74807
2020-12-08,22.85121
2020-12-09,20.53941
2020-12-10,22.58446
2020-12-11,22.6141
2020-12-12,13.12981
2020-12-13,13.15945
2020-12-14,26.91167
2020-12-15,26.82276
2020-12-16,24.06639
2020-12-17,22.49555
2020-12-18,20.86544
2020-12-19,12.8927
2020-12-20,16.21221
2020-12-21,27.44516
2020-12-22,26.61529
2020-12-23,23.77
2020-12-24,22.40663
2020-12-25,14.4339
2020-12-26,14.61173
2020-12-27,16.59751
2020-12-28,25.96324
2020-12-29,24.48132
2020-12-30,20.09484
2020-12-31,18.22762
2021-01-01,17.5163
2021-01-02,12.83343
2021-01-03,15.73799
2021-01-04,29.28275
2021-01-05,23.17723
2021-01-06,27.53408
2021-01-07,22.13989
2021-01-08,20.30231
2021-01-09,16.50859
2021-01-10,18.9093
2021-01-11,30.05334
2021-01-12,24.30349
2021-01-13,24.18494
2021-01-14,22.19917
2021-01-15,23.20687
2021-01-16,16.53823
2021-01-17,17.54593
2021-01-18,26.34854
2021-01-19,27.94902
2021-01-20,25.78541
2021-01-21,24.95554
2021-01-22,24.77771
2021-01-23,15.82691
2021-01-24,16.89389
2021-01-25,25.84469
2021-01-26,24.89626
2021-01-27,24.95554
2021-01-28,23.59217
2021-01-29,21.9917
2021-01-30,15.08595
2021-01-31,19.6799
2021-02-01,24.48132
2021-02-02,23.71072
2021-02-03,20.86544
2021-02-04,20.80616
2021-02-05,19.47243
2021-02-06,12.56668
2021-02-07,12.56668
2021-02-08,22.2288
2021-02-09,21.39893
2021-02-10,21.51748
2021-02-11,15.05631
2021-02-12,12.80379
2021-02-13,11.885
2021-02-14,13.98933
2021-02-15,29.016
2021-02-16,21.4582
2021-02-17,20.09484
2021-02-18,22.34736
2021-02-19,21.72495
2021-02-20,15.41197
2021-02-21,14.52282
2021-02-22,27.29697
2021-02-23,24.77771
2021-02-24,24.95554
2021-02-25,26.0818
2021-02-26,23.94783
2021-02-27,17.69413
2021-02-28,15.5898
2021-03-01,18.10906
2021-03-02,25.90397
2021-03-03,20.12448
2021-03-04,21.63604
2021-03-05,22.79193
2021-03-06,13.81149
2021-03-07,14.0486
2021-03-08,25.45939
2021-03-09,24.65915
2021-03-10,23.59217
2021-03-11,22.49555
2021-03-12,20.95435
2021-03-13,17.48666
2021-03-14,17.7534
2021-03-15,27.71191
2021-03-16,28.36395
2021-03-17,24.59988
2021-03-18,25.51867
2021-03-19,23.02904
2021-03-20,18.79075
2021-03-21,18.07943
2021-03-22,28.15649
2021-03-23,25.72614
2021-03-24,26.7042
2021-03-25,28.68998
2021-03-26,22.46591
2021-03-27,15.82691
2021-03-28,14.4339
2021-03-29,28.95672
2021-03-30,28.33432
2021-03-31,26.20035
2021-04-01,28.09721
2021-04-02,24.39241
2021-04-03,19.47243
2021-04-04,15.82691
2021-04-05,33.19502
2021-04-06,27.20806
2021-04-07,27.62299
2021-04-08,23.05868
2021-04-09,24.09602
2021-04-10,18.46473
2021-04-11,18.28689
2021-04-12,31.14997
2021-04-13,27.05986
2021-04-14,30.5572
2021-04-15,29.10491
2021-04-16,25.42975
2021-04-17,18.22762
2021-04-18,18.9093
2021-04-19,31.47599
2021-04-20,31.80201
2021-04-21,28.30468
2021-04-22,29.04564
2021-04-23,29.63841
2021-04-24,19.53171
2021-04-25,17.33847
2021-04-26,32.45406
2021-04-27,29.63841
2021-04-28,27.14878
2021-04-29,26.34854
2021-04-30,24.33313
2021-05-01,16.9828
2021-05-02,16.24184
2021-05-03,28.71962
2021-05-04,26.05216
2021-05-05,20.68761
2021-05-06,26.17071
2021-05-07,27.91938
2021-05-08,19.85773
2021-05-09,17.07172
2021-05-10,30.82394
2021-05-11,30.1719
2021-05-12,28.45287
2021-05-13,27.05986
2021-05-14,26.02252
2021-05-15,16.18257
2021-05-16,18.49436
2021-05-17,33.19502
2021-05-18,26.55601
2021-05-19,20.86544
2021-05-20,31.5649
2021-05-21,28.15649
2021-05-22,19.79845
2021-05-23,19.94665
2021-05-24,36.92946
2021-05-25,28.95672
2021-05-26,28.2454
2021-05-27,26.05216
2021-05-28,25.57794
2021-05-29,16.12329
2021-05-30,14.87848
2021-05-31,26.97095
2021-06-01,25.10373
2021-06-02,22.2288
2021-06-03,20.8358
2021-06-04,21.36929
2021-06-05,14.40426
2021-06-06,15.50088
2021-06-07,25.75577
2021-06-08,25.40011
2021-06-09,25.19264
2021-06-10,23.26615
2021-06-11,24.45168
2021-06-12,16.80497
2021-06-13,17.7534
2021-06-14,30.88322
2021-06-15,26.8524
2021-06-16,27.44516
2021-06-17,24.68879
2021-06-18,25.48903
2021-06-19,16.50859
2021-06-20,21.28037
2021-06-21,33.46176
2021-06-22,26.88203
2021-06-23,25.04445
2021-06-24,24.39241
2021-06-25,27.71191
2021-06-26,18.82039
2021-06-27,18.93894
2021-06-28,26.82276
2021-06-29,23.62181
2021-06-30,25.60758
2021-07-01,23.3847
2021-07-02,20.15411
2021-07-03,14.70065
2021-07-04,14.8192
2021-07-05,26.73384
2021-07-06,24.30349
2021-07-07,23.50326
2021-07-08,22.46591
2021-07-09,24.03675
2021-07-10,16.24184
2021-07-11,16.33076
2021-07-12,30.85358
2021-07-13,27.4748
2021-07-14,27.20806
2021-07-15,26.20035
2021-07-16,23.41434
2021-07-17,16.41967
2021-07-18,15.56016
2021-07-19,28.18612
2021-07-20,28.45287
2021-07-21,25.37048
2021-07-22,23.26615
2021-07-23,22.85121
2021-07-24,14.75992
2021-07-25,15.73799
2021-07-26,30.11262
2021-07-27,27.38589
2021-07-28,24.42205
2021-07-29,25.16301
2021-07-30,21.8435
2021-07-31,15.61944
2021-08-01,15.29342
2021-08-02,23.20687
2021-08-03,22.85121
2021-08-04,22.31772
2021-08-05,24.89626
2021-08-06,20.80616
2021-08-07,15.2045
2021-08-08,14.28571
2021-08-09,27.91938
2021-08-10,29.04564
2021-08-11,25.48903
2021-08-12,24.86662
2021-08-13,26.82276
2021-08-14,18.04979
2021-08-15,15.94546
2021-08-16,22.40663
2021-08-17,31.26852
2021-08-18,25.87433
2021-08-19,25.63722
2021-08-20,26.55601
2021-08-21,17.19027
2021-08-22,16.30112
2021-08-23,30.11262
2021-08-24,27.29697
2021-08-25,27.77119
2021-08-26,25.25192
2021-08-27,20.8358
2021-08-28,12.8927
2021-08-29,14.49318
2021-08-30,25.01481
2021-08-31,23.77
2021-09-01,24.24422
2021-09-02,22.88085
2021-09-03,20.12448
2021-09-04,15.29342
2021-09-05,14.28571
2021-09-06,24.57024
2021-09-07,22.25844
2021-09-08,22.49555
2021-09-09,20.77652
2021-09-10,24.5406
2021-09-11,15.91582
2021-09-12,15.70835
2021-09-13,29.84588
2021-09-14,24.21458
2021-09-15,26.91167
2021-09-16,26.4671
2021-09-17,23.35506
2021-09-18,17.33847
2021-09-19,15.70835
2021-09-20,16.68642
2021-09-21,13.33728
2021-09-22,17.21991
2021-09-23,28.45287
2021-09-24,27.62299
2021-09-25,15.76763
2021-09-26,19.53171
2021-09-27,33.28393
2021-09-28,26.37818
2021-09-29,27.29697
2021-09-30,28.48251
2021-10-01,27.2377
2021-10-02,16.03438
2021-10-03,17.69413
2021-10-04,21.57676
2021-10-05,29.16419
2021-10-06,30.82394
2021-10-07,26.94131
2021-10-08,27.0895
2021-10-09,18.76111
2021-10-10,17.96087
2021-10-11,23.17723
2021-10-12,31.29816
2021-10-13,32.18731
2021-10-14,30.37937
2021-10-15,32.21695
2021-10-16,18.61292
2021-10-17,18.22762
2021-10-18,34.61766
2021-10-19,27.44516
2021-10-20,28.6307
2021-10-21,28.80853
2021-10-22,30.02371
2021-10-23,17.54593
2021-10-24,17.21991
2021-10-25,33.96561
2021-10-26,30.1719
2021-10-27,31.35743
2021-10-28,28.15649
2021-10-29,25.25192
2021-10-30,17.78304
2021-10-31,19.41315
2021-11-01,30.46828
2021-11-02,27.50444
2021-11-03,25.66686
2021-11-04,24.68879
2021-11-05,27.56372
2021-11-06,18.73147
2021-11-07,16.71606
2021-11-08,30.1719
2021-11-09,29.99407
2021-11-10,29.72732
2021-11-11,27.80082
2021-11-12,27.62299
2021-11-13,19.2946
2021-11-14,20.59869
2021-11-15,33.19502
2021-11-16,30.05334
2021-11-17,30.08298
2021-11-18,30.1719
2021-11-19,30.37937
2021-11-20,19.53171
2021-11-21,20.36158
2021-11-22,34.79549
2021-11-23,32.42442
2021-11-24,32.3355
2021-11-25,30.32009
2021-11-26,29.34202
2021-11-27,18.19798
2021-11-28,20.59869
2021-11-29,35.8032
2021-11-30,30.34973
2021-12-01,30.26081
2021-12-02,26.0818
2021-12-03,24.86662
2021-12-04,21.87314
2021-12-05,20.77652
2021-12-06,33.69887
2021-12-07,27.20806
2021-12-08,26.67457
2021-12-09,24.80735
2021-12-10,27.71191
2021-12-11,19.76882
2021-12-12,18.67219
2021-12-13,30.91286
2021-12-14,32.21695
2021-12-15,33.58032
2021-12-16,28.77889
2021-12-17,26.3189
2021-12-18,17.54593
2021-12-19,18.70183
2021-12-20,33.72851
2021-12-21,33.1061
2021-12-22,30.14226
2021-12-23,29.37166
2021-12-24,23.53289
2021-12-25,15.38233
2021-12-26,17.24955
2021-12-27,29.66804
2021-12-28,30.46828
2021-12-29,30.20154
2021-12-30,23.65145
2021-12-31,21.78423
2022-01-01,18.31653
2022-01-02,20.21339
2022-01-03,31.80201
2022-01-04,27.56372
2022-01-05,28.89745
2022-01-06,30.97213
2022-01-07,27.44516
2022-01-08,21.2211
2022-01-09,17.96087
2022-01-10,35.09187
2022-01-11,31.74273
2022-01-12,29.54949
2022-01-13,27.17842
2022-01-14,27.14878
2022-01-15,17.27919
2022-01-16,19.70954
2022-01-17,35.2697
2022-01-18,35.83283
2022-01-19,33.4914
2022-01-20,28.83817
2022-01-21,27.26733
2022-01-22,23.29579
2022-01-23,21.01363
2022-01-24,40.48606
2022-01-25,36.98873
2022-01-26,32.48369
2022-01-27,29.4013
2022-01-28,29.49021
2022-01-29,20.30231
2022-01-30,16.62714
2022-01-31,17.16064
2022-02-01,13.93005
2022-02-02,15.32305
2022-02-03,28.39359
2022-02-04,25.48903
2022-02-05,19.94665
2022-02-06,19.35388
2022-02-07,29.63841
2022-02-08,25.90397
2022-02-09,24.48132
2022-02-10,29.60877
2022-02-11,26.11144
2022-02-12,17.42738
2022-02-13,18.58328
2022-02-14,32.66152
2022-02-15,31.1796
2022-02-16,26.94131
2022-02-17,28.36395
2022-02-18,27.77119
2022-02-19,21.04327
2022-02-20,20.65797
2022-02-21,34.58802
2022-02-22,30.64611
2022-02-23,27.59336
2022-02-24,30.20154
2022-02-25,26.3189
2022-02-26,20.48014
2022-02-27,18.37581
2022-02-28,34.17308
2022-03-01,24.03675
2022-03-02,30.23117
2022-03-03,25.48903
2022-03-04,23.85892
2022-03-05,18.64256
2022-03-06,16.00474
2022-03-07,31.3278
2022-03-08,26.49673
2022-03-09,17.66449
2022-03-10,29.07528
2022-03-11,28.89745
2022-03-12,18.07943
2022-03-13,20.62833
2022-03-14,37.75933
2022-03-15,32.39478
2022-03-16,29.87551
2022-03-17,28.57142
2022-03-18,25.90397
2022-03-19,19.97628
2022-03-20,22.377
2022-03-21,31.9502
2022-03-22,30.11262
2022-03-23,30.7943
2022-03-24,27.71191
2022-03-25,27.74155
2022-03-26,17.72377
2022-03-27,17.45702
2022-03-28,31.38707
2022-03-29,29.19383
2022-03-30,25.6965
2022-03-31,24.98518
2022-04-01,22.9994
2022-04-02,15.5898
2022-04-03,15.14522
2022-04-04,24.59988
2022-04-05,24.48132
2022-04-06,25.48903
2022-04-07,23.3847
2022-04-08,24.09602
2022-04-09,19.70954
2022-04-10,18.25726
2022-04-11,31.41671
2022-04-12,29.49021
2022-04-13,27.17842
2022-04-14,25.57794
2022-04-15,29.60877
2022-04-16,20.33195
2022-04-17,19.6799
2022-04-18,32.89863
2022-04-19,29.63841
2022-04-20,28.33432
2022-04-21,26.8524
2022-04-22,28.27504
2022-04-23,20.42086
2022-04-24,19.94665
2022-04-25,36.21813
2022-04-26,29.4013
2022-04-27,31.14997
2022-04-28,26.67457
2022-04-29,26.76348
2022-04-30,17.07172
2022-05-01,18.43509
2022-05-02,31.62418
2022-05-03,28.51215
2022-05-04,28.66034
2022-05-05,19.35388
2022-05-06,27.26733
2022-05-07,18.28689
2022-05-08,21.25074
2022-05-09,36.21813
2022-05-10,36.01066
2022-05-11,32.51333
2022-05-12,36.15886
2022-05-13,29.75696
2022-05-14,22.43627
2022-05-15,19.76882
2022-05-16,38.3521
2022-05-17,31.59454
2022-05-18,28.66034
2022-05-19,30.9425
2022-05-20,29.66804
2022-05-21,20.98399
2022-05-22,20.00592
2022-05-23,35.53645
2022-05-24,33.90634
2022-05-25,32.15767
2022-05-26,33.55068
2022-05-27,28.71962
2022-05-28,19.38352
2022-05-29,18.10906
2022-05-30,33.8767
2022-05-31,29.04564
2022-06-01,19.70954
2022-06-02,25.96324
2022-06-03,24.95554
2022-06-04,18.58328
2022-06-05,14.49318
2022-06-06,19.50207
2022-06-07,28.80853
2022-06-08,30.20154
2022-06-09,29.69768
2022-06-10,27.91938
2022-06-11,21.13218
2022-06-12,20.62833
2022-06-13,37.5815
2022-06-14,35.83283
2022-06-15,32.45406
2022-06-16,30.67575
2022-06-17,31.3278
2022-06-18,20.86544
2022-06-19,22.70302
2022-06-20,34.82513
2022-06-21,31.03141
2022-06-22,30.05334
2022-06-23,28.95672
2022-06-24,28.48251
2022-06-25,21.04327
2022-06-26,21.33965
2022-06-27,33.81742
2022-06-28,33.1061
2022-06-29,28.06757
2022-06-30,27.68227
2022-07-01,28.33432
2022-07-02,20.80616
2022-07-03,18.40545
2022-07-04,32.27622
2022-07-05,29.46058
2022-07-06,29.7866
2022-07-07,28.48251
2022-07-08,29.84588
2022-07-09,17.78304
2022-07-10,19.97628
2022-07-11,39.35981
2022-07-12,30.5572
2022-07-13,30.20154
2022-07-14,29.90515
2022-07-15,30.20154
2022-07-16,19.65026
2022-07-17,20.15411
2022-07-18,33.22465
2022-07-19,32.36514
2022-07-20,30.14226
2022-07-21,30.64611
2022-07-22,30.32009
2022-07-23,18.61292
2022-07-24,20.71724
2022-07-25,39.30053
2022-07-26,34.82513
2022-07-27,31.62418
2022-07-28,25.90397
2022-07-29,28.6307
2022-07-30,18.64256
2022-07-31,15.82691
2022-08-01,30.08298
2022-08-02,26.4671
2022-08-03,26.61529
2022-08-04,28.54179
2022-08-05,26.4671
2022-08-06,19.05749
2022-08-07,15.85655
2022-08-08,26.94131
2022-08-09,26.91167
2022-08-10,34.02489
2022-08-11,31.65382
2022-08-12,29.72732
2022-08-13,23.11796
2022-08-14,21.87314
2022-08-15,27.35625
2022-08-16,38.11499
2022-08-17,31.7131
2022-08-18,30.88322
2022-08-19,27.65263
2022-08-20,22.34736
2022-08-21,18.76111
2022-08-22,37.34439
2022-08-23,31.74273
2022-08-24,30.52756
2022-08-25,34.58802
2022-08-26,31.86129
2022-08-27,20.09484
2022-08-28,17.39774
2022-08-29,32.18731
2022-08-30,27.29697
2022-08-31,29.96443
2022-09-01,31.47599
2022-09-02,24.65915
2022-09-03,18.07943
2022-09-04,19.94665
2022-09-05,31.1796
2022-09-06,29.93479
2022-09-07,28.33432
2022-09-08,27.74155
2022-09-09,20.18375
2022-09-10,14.31535
2022-09-11,16.09365
2022-09-12,22.11025
2022-09-13,41.31594
2022-09-14,36.48488
2022-09-15,36.4256
2022-09-16,34.91404
2022-09-17,20.65797
2022-09-18,19.2946
2022-09-19,39.27089
2022-09-20,37.1962
2022-09-21,33.13574
2022-09-22,31.92056
2022-09-23,31.86129
2022-09-24,24.80735
2022-09-25,22.9994
2022-09-26,39.41908
2022-09-27,36.33669
2022-09-28,38.61885
2022-09-29,31.65382
2022-09-30,36.72199
2022-10-01,27.77119
2022-10-02,23.29579
2022-10-03,27.11914
2022-10-04,42.73858
2022-10-05,40.18968
2022-10-06,37.84825
2022-10-07,36.27741
2022-10-08,25.78541
2022-10-09,24.1553
2022-10-10,29.84588
2022-10-11,45.67279
2022-10-12,46.02845
2022-10-13,42.88678
2022-10-14,41.19739
2022-10-15,32.63189
2022-10-16,30.23117
2022-10-17,49.34795
2022-10-18,42.88678
2022-10-19,40.901
2022-10-20,40.81209
2022-10-21,40.60462
2022-10-22,25.48903
2022-10-23,28.03793
2022-10-24,53.02311
2022-10-25,46.82868
2022-10-26,46.62122
2022-10-27,42.70895
2022-10-28,39.1227
2022-10-29,25.48903
2022-10-30,24.00711
2022-10-31,43.50918
2022-11-01,39.30053
2022-11-02,35.655
2022-11-03,34.14344
2022-11-04,33.46176
2022-11-05,23.68109
2022-11-06,25.66686
2022-11-07,39.27089
2022-11-08,40.5157
2022-11-09,40.2786
2022-11-10,43.2128
2022-11-11,41.31594
2022-11-12,28.6307
2022-11-13,28.48251
2022-11-14,47.56965
2022-11-15,44.72436
2022-11-16,42.76822
2022-11-17,39.8933
2022-11-18,38.17427
2022-11-19,26.97095
2022-11-20,27.44516
2022-11-21,46.26556
2022-11-22,46.11736
2022-11-23,42.85714
2022-11-24,42.02726
2022-11-25,46.11736
2022-11-26,26.73384
2022-11-27,28.12685
2022-11-28,45.3764
2022-11-29,42.62003
2022-11-30,43.15352
2022-12-01,41.01956
2022-12-02,37.34439
2022-12-03,22.96976
2022-12-04,23.11796
2022-12-05,41.96799
2022-12-06,35.71428
2022-12-07,37.93716
2022-12-08,37.16656
2022-12-09,38.67812
2022-12-10,27.91938
2022-12-11,28.18612
2022-12-12,49.17012
2022-12-13,45.28749
2022-12-14,43.71665
2022-12-15,45.10966
2022-12-16,37.04801
2022-12-17,27.44516
2022-12-18,28.2454
2022-12-19,45.05038
2022-12-20,46.65085
2022-12-21,43.74629
2022-12-22,42.14582
2022-12-23,41.13811
2022-12-24,28.71962
2022-12-25,29.31238
2022-12-26,49.64433
2022-12-27,45.58387
2022-12-28,43.53882
2022-12-29,39.09306
2022-12-30,37.07765
2022-12-31,23.41434
2023-01-01,21.69531
2023-01-02,45.85062
2023-01-03,40.24896
2023-01-04,41.19739
2023-01-05,40.72317
2023-01-06,37.01837
2023-01-07,27.77119
2023-01-08,27.17842
2023-01-09,46.50266
2023-01-10,51.86721
2023-01-11,49.31831
2023-01-12,47.48073
2023-01-13,47.06579
2023-01-14,34.88441
2023-01-15,35.06224
2023-01-16,60.04742
2023-01-17,53.9419
2023-01-18,47.39181
2023-01-19,49.55542
2023-01-20,46.62122
2023-01-21,29.69768
2023-01-22,24.77771
2023-01-23,25.9336
2023-01-24,33.04682
2023-01-25,59.51393
2023-01-26,55.06816
2023-01-27,50.6224
2023-01-28,30.76467
2023-01-29,31.9502
2023-01-30,54.3272
2023-01-31,55.00889
2023-02-01,51.48192
2023-02-02,46.20628
2023-02-03,44.13159
2023-02-04,32.03912
2023-02-05,28.77889
2023-02-06,48.6959
2023-02-07,48.96265
2023-02-08,47.3029
2023-02-09,49.34795
2023-02-10,46.94724
2023-02-11,36.09958
2023-02-12,36.87018
2023-02-13,59.66212
2023-02-14,54.0901
2023-02-15,56.31298
2023-02-16,52.72673
2023-02-17,52.28215
2023-02-18,35.35862
2023-02-19,33.52104
2023-02-20,60.52163
2023-02-21,52.5489
2023-02-22,52.69709
2023-02-23,50.2371
2023-02-24,49.02193
2023-02-25,34.17308
2023-02-26,35.15115
2023-02-27,59.33609
2023-02-28,54.20865
2023-03-01,41.07883
2023-03-02,54.80142
2023-03-03,49.11084
2023-03-04,35.53645
2023-03-05,32.92827
2023-03-06,55.57202
2023-03-07,52.40071
2023-03-08,48.4588
2023-03-09,50.65204
2023-03-10,51.45228
2023-03-11,37.93716
2023-03-12,37.07765
2023-03-13,60.90693
2023-03-14,57.91345
2023-03-15,56.78719
2023-03-16,51.89685
2023-03-17,45.05038
2023-03-18,34.46947
2023-03-19,34.23236
2023-03-20,57.94309
2023-03-21,56.31298
2023-03-22,53.46769
2023-03-23,52.84528
2023-03-24,48.48844
2023-03-25,35.83283
2023-03-26,38.26318
2023-03-27,64.67101
2023-03-28,54.86069
2023-03-29,50.80023
2023-03-30,46.85832
2023-03-31,45.67279
2023-04-01,30.97213
2023-04-02,31.59454
2023-04-03,51.83758
2023-04-04,51.42264
2023-04-05,51.86721
2023-04-06,48.39952
2023-04-07,43.65737
2023-04-08,30.58684
2023-04-09,31.03141
2023-04-10,62.06283
2023-04-11,54.89033
2023-04-12,51.92649
2023-04-13,54.83106
2023-04-14,49.14048
2023-04-15,33.96561
2023-04-16,32.21695
2023-04-17,62.56668
2023-04-18,56.72791
2023-04-19,56.37225
2023-04-20,54.44576
2023-04-21,60.04742
2023-04-22,36.27741
2023-04-23,37.75933
2023-04-24,71.25074
2023-04-25,71.01363
2023-04-26,66.03438
2023-04-27,58.92116
2023-04-28,59.15826
2023-04-29,38.08535
2023-04-30,32.63189
2023-05-01,50.74096
2023-05-02,62.47777
2023-05-03,59.48429
2023-05-04,56.2537
2023-05-05,39.7451
2023-05-06,37.81861
2023-05-07,36.75163
2023-05-08,67.78304
2023-05-09,59.51393
2023-05-10,64.73029
2023-05-11,61.55898
2023-05-12,55.60165
2023-05-13,40.33787
2023-05-14,37.34439
2023-05-15,73.32542
2023-05-16,64.13752
2023-05-17,60.58091
2023-05-18,57.37996
2023-05-19,53.49733
2023-05-20,39.24125
2023-05-21,39.56727
2023-05-22,70.4505
2023-05-23,63.90041
2023-05-24,66.53823
2023-05-25,64.61173
2023-05-26,58.15056
2023-05-27,39.27089
2023-05-28,35.655
2023-05-29,42.97569
