date,저축성연금보험
2020-07-13,29.65738
2020-07-14,32.44111
2020-07-15,29.33618
2020-07-16,29.55032
2020-07-17,27.51605
2020-07-18,23.44753
2020-07-19,19.70021
2020-07-20,39.29336
2020-07-21,32.44111
2020-07-22,35.54603
2020-07-23,32.33404
2020-07-24,34.90364
2020-07-25,23.66167
2020-07-26,24.62526
2020-07-27,35.22483
2020-07-28,38.32976
2020-07-29,34.90364
2020-07-30,27.51605
2020-07-31,23.98286
2020-08-01,14.77516
2020-08-02,15.73875
2020-08-03,29.44325
2020-08-04,30.62098
2020-08-05,27.83725
2020-08-06,24.197
2020-08-07,25.16059
2020-08-08,24.62526
2020-08-09,19.91434
2020-08-10,29.87152
2020-08-11,35.3319
2020-08-12,35.22483
2020-08-13,31.79871
2020-08-14,24.8394
2020-08-15,19.27194
2020-08-16,16.16702
2020-08-17,24.30406
2020-08-18,23.66167
2020-08-19,25.26766
2020-08-20,26.33832
2020-08-21,29.33618
2020-08-22,15.63169
2020-08-23,18.09421
2020-08-24,30.08565
2020-08-25,32.44111
2020-08-26,33.83297
2020-08-27,31.26338
2020-08-28,26.44539
2020-08-29,19.70021
2020-08-30,19.59314
2020-08-31,27.19486
2020-09-01,29.01498
2020-09-02,30.40685
2020-09-03,24.94646
2020-09-04,28.47965
2020-09-05,18.73661
2020-09-06,22.80513
2020-09-07,27.40899
2020-09-08,31.37044
2020-09-09,33.19057
2020-09-10,27.94432
2020-09-11,26.98072
2020-09-12,17.98715
2020-09-13,15.84582
2020-09-14,26.44539
2020-09-15,25.69593
2020-09-16,33.19057
2020-09-17,24.08993
2020-09-18,25.05353
2020-09-19,16.05995
2020-09-20,21.6274
2020-09-21,24.197
2020-09-22,26.01713
2020-09-23,28.47965
2020-09-24,27.94432
2020-09-25,24.8394
2020-09-26,18.20128
2020-09-27,16.91648
2020-09-28,29.65738
2020-09-29,23.66167
2020-09-30,18.52248
2020-10-01,12.4197
2020-10-02,15.73875
2020-10-03,18.73661
2020-10-04,21.52034
2020-10-05,30.29978
2020-10-06,26.44539
2020-10-07,29.55032
2020-10-08,26.87366
2020-10-09,21.41327
2020-10-10,19.91434
2020-10-11,20.55674
2020-10-12,29.87152
2020-10-13,28.69379
2020-10-14,28.80085
2020-10-15,24.5182
2020-10-16,29.76445
2020-10-17,17.88008
2020-10-18,17.66595
2020-10-19,23.44753
2020-10-20,25.26766
2020-10-21,27.83725
2020-10-22,28.80085
2020-10-23,25.58886
2020-10-24,18.62955
2020-10-25,15.95289
2020-10-26,25.05353
2020-10-27,29.12205
2020-10-28,28.37259
2020-10-29,36.72376
2020-10-30,26.23126
2020-10-31,14.23982
2020-11-01,15.73875
2020-11-02,23.76873
2020-11-03,21.52034
2020-11-04,22.9122
2020-11-05,28.05139
2020-11-06,23.01927
2020-11-07,12.63383
2020-11-08,17.02355
2020-11-09,26.12419
2020-11-10,26.44539
2020-11-11,25.05353
2020-11-12,23.76873
2020-11-13,23.34047
2020-11-14,15.63169
2020-11-15,15.95289
2020-11-16,24.197
2020-11-17,31.58458
2020-11-18,26.44539
2020-11-19,27.19486
2020-11-20,28.37259
2020-11-21,16.05995
2020-11-22,15.41755
2020-11-23,25.48179
2020-11-24,26.33832
2020-11-25,29.65738
2020-11-26,25.48179
2020-11-27,33.29764
2020-11-28,19.37901
2020-11-29,20.55674
2020-11-30,27.94432
2020-12-01,30.19271
2020-12-02,28.69379
2020-12-03,30.29978
2020-12-04,28.37259
2020-12-05,17.13062
2020-12-06,23.12633
2020-12-07,26.23126
2020-12-08,28.47965
2020-12-09,35.6531
2020-12-10,27.73019
2020-12-11,24.8394
2020-12-12,17.34475
2020-12-13,16.38115
2020-12-14,24.62526
2020-12-15,25.05353
2020-12-16,29.97858
2020-12-17,29.87152
2020-12-18,24.8394
2020-12-19,20.66381
2020-12-20,19.37901
2020-12-21,31.47751
2020-12-22,31.58458
2020-12-23,29.44325
2020-12-24,26.12419
2020-12-25,20.77087
2020-12-26,24.30406
2020-12-27,19.80728
2020-12-28,35.3319
2020-12-29,37.90149
2020-12-30,35.11777
2020-12-31,29.12205
2021-01-01,21.84154
2021-01-02,21.41327
2021-01-03,20.12847
2021-01-04,32.01284
2021-01-05,33.51177
2021-01-06,30.29978
2021-01-07,35.0107
2021-01-08,29.55032
2021-01-09,19.91434
2021-01-10,25.16059
2021-01-11,33.72591
2021-01-12,31.47751
2021-01-13,33.61884
2021-01-14,32.65524
2021-01-15,36.83083
2021-01-16,65.52462
2021-01-17,100.0
2021-01-18,76.44539
2021-01-19,62.63383
2021-01-20,56.63811
2021-01-21,69.05781
2021-01-22,63.70449
2021-01-23,53.85438
2021-01-24,46.25267
2021-01-25,57.49464
2021-01-26,60.1713
2021-01-27,49.78586
2021-01-28,61.1349
2021-01-29,44.96788
2021-01-30,34.6895
2021-01-31,26.33832
2021-02-01,43.57601
2021-02-02,41.54175
2021-02-03,35.3319
2021-02-04,39.82869
2021-02-05,36.9379
2021-02-06,34.79657
2021-02-07,35.9743
2021-02-08,36.83083
2021-02-09,42.71948
2021-02-10,31.90578
2021-02-11,24.73233
2021-02-12,24.73233
2021-02-13,25.80299
2021-02-14,27.62312
2021-02-15,42.39828
2021-02-16,43.79014
2021-02-17,41.11349
2021-02-18,38.11563
2021-02-19,36.40256
2021-02-20,22.9122
2021-02-21,29.22912
2021-02-22,35.76017
2021-02-23,39.40042
2021-02-24,36.6167
2021-02-25,35.43897
2021-02-26,29.22912
2021-02-27,29.22912
2021-02-28,44.96788
2021-03-01,36.08137
2021-03-02,32.44111
2021-03-03,33.08351
2021-03-04,27.51605
2021-03-05,32.33404
2021-03-06,23.8758
2021-03-07,31.37044
2021-03-08,38.00856
2021-03-09,37.47323
2021-03-10,39.07922
2021-03-11,41.86295
2021-03-12,28.69379
2021-03-13,20.44967
2021-03-14,21.9486
2021-03-15,32.97644
2021-03-16,34.26124
2021-03-17,36.50963
2021-03-18,33.83297
2021-03-19,28.37259
2021-03-20,21.41327
2021-03-21,27.40899
2021-03-22,31.58458
2021-03-23,30.40685
2021-03-24,33.08351
2021-03-25,34.6895
2021-03-26,25.26766
2021-03-27,15.84582
2021-03-28,19.59314
2021-03-29,25.37473
2021-03-30,27.19486
2021-03-31,28.58672
2021-04-01,23.5546
2021-04-02,24.197
2021-04-03,16.70235
2021-04-04,19.37901
2021-04-05,23.98286
2021-04-06,31.15631
2021-04-07,22.2698
2021-04-08,27.73019
2021-04-09,23.34047
2021-04-10,16.91648
2021-04-11,17.02355
2021-04-12,21.6274
2021-04-13,22.37687
2021-04-14,22.16274
2021-04-15,21.52034
2021-04-16,29.97858
2021-04-17,14.02569
2021-04-18,16.27408
2021-04-19,23.2334
2021-04-20,21.9486
2021-04-21,25.48179
2021-04-22,19.70021
2021-04-23,21.3062
2021-04-24,10.8137
2021-04-25,14.34689
2021-04-26,20.23554
2021-04-27,21.9486
2021-04-28,20.98501
2021-04-29,19.16488
2021-04-30,20.02141
2021-05-01,14.77516
2021-05-02,15.09635
2021-05-03,19.48608
2021-05-04,17.98715
2021-05-05,13.91862
2021-05-06,21.9486
2021-05-07,18.20128
2021-05-08,14.45396
2021-05-09,10.8137
2021-05-10,21.9486
2021-05-11,20.77087
2021-05-12,23.34047
2021-05-13,21.3062
2021-05-14,18.73661
2021-05-15,14.23982
2021-05-16,15.84582
2021-05-17,21.73447
2021-05-18,22.37687
2021-05-19,18.52248
2021-05-20,24.08993
2021-05-21,25.16059
2021-05-22,14.34689
2021-05-23,16.05995
2021-05-24,19.37901
2021-05-25,23.34047
2021-05-26,29.44325
2021-05-27,29.33618
2021-05-28,26.44539
2021-05-29,15.95289
2021-05-30,17.02355
2021-05-31,24.73233
2021-06-01,20.44967
2021-06-02,21.3062
2021-06-03,29.22912
2021-06-04,23.01927
2021-06-05,15.52462
2021-06-06,14.02569
2021-06-07,26.01713
2021-06-08,30.40685
2021-06-09,27.62312
2021-06-10,25.58886
2021-06-11,26.55246
2021-06-12,16.70235
2021-06-13,20.66381
2021-06-14,25.37473
2021-06-15,28.37259
2021-06-16,24.41113
2021-06-17,28.69379
2021-06-18,27.73019
2021-06-19,19.48608
2021-06-20,14.34689
2021-06-21,23.98286
2021-06-22,27.83725
2021-06-23,26.87366
2021-06-24,19.59314
2021-06-25,23.5546
2021-06-26,16.05995
2021-06-27,22.05567
2021-06-28,28.58672
2021-06-29,28.47965
2021-06-30,27.19486
2021-07-01,21.9486
2021-07-02,16.59528
2021-07-03,9.95717
2021-07-04,17.23768
2021-07-05,25.16059
2021-07-06,20.66381
2021-07-07,26.76659
2021-07-08,17.45182
2021-07-09,14.66809
2021-07-10,13.06209
2021-07-11,13.70449
2021-07-12,17.88008
2021-07-13,20.98501
2021-07-14,20.77087
2021-07-15,20.98501
2021-07-16,20.44967
2021-07-17,14.23982
2021-07-18,14.23982
2021-07-19,20.66381
2021-07-20,20.55674
2021-07-21,23.44753
2021-07-22,20.55674
2021-07-23,21.41327
2021-07-24,13.38329
2021-07-25,17.66595
2021-07-26,22.9122
2021-07-27,21.3062
2021-07-28,26.12419
2021-07-29,21.19914
2021-07-30,15.73875
2021-07-31,14.66809
2021-08-01,16.38115
2021-08-02,16.38115
2021-08-03,23.12633
2021-08-04,19.91434
2021-08-05,21.6274
2021-08-06,16.70235
2021-08-07,12.31263
2021-08-08,15.73875
2021-08-09,21.73447
2021-08-10,23.01927
2021-08-11,23.12633
2021-08-12,21.19914
2021-08-13,16.59528
2021-08-14,17.13062
2021-08-15,13.27623
2021-08-16,15.20342
2021-08-17,22.16274
2021-08-18,25.80299
2021-08-19,21.52034
2021-08-20,21.19914
2021-08-21,13.70449
2021-08-22,13.49036
2021-08-23,23.76873
2021-08-24,24.8394
2021-08-25,21.84154
2021-08-26,25.05353
2021-08-27,21.52034
2021-08-28,13.16916
2021-08-29,15.31049
2021-08-30,20.23554
2021-08-31,20.98501
2021-09-01,22.2698
2021-09-02,19.70021
2021-09-03,19.16488
2021-09-04,11.4561
2021-09-05,14.45396
2021-09-06,21.19914
2021-09-07,20.02141
2021-09-08,19.59314
2021-09-09,20.44967
2021-09-10,18.95074
2021-09-11,15.41755
2021-09-12,13.16916
2021-09-13,17.45182
2021-09-14,19.48608
2021-09-15,20.55674
2021-09-16,19.80728
2021-09-17,16.80942
2021-09-18,13.16916
2021-09-19,11.67023
2021-09-20,11.24197
2021-09-21,12.20556
2021-09-22,19.70021
2021-09-23,27.83725
2021-09-24,25.69593
2021-09-25,14.98929
2021-09-26,14.88222
2021-09-27,20.02141
2021-09-28,20.66381
2021-09-29,20.66381
2021-09-30,22.69807
2021-10-01,19.91434
2021-10-02,13.16916
2021-10-03,14.02569
2021-10-04,15.20342
2021-10-05,20.02141
2021-10-06,20.55674
2021-10-07,24.62526
2021-10-08,19.16488
2021-10-09,11.02783
2021-10-10,8.35117
2021-10-11,14.13276
2021-10-12,20.87794
2021-10-13,18.52248
2021-10-14,17.66595
2021-10-15,18.52248
2021-10-16,9.5289
2021-10-17,9.74304
2021-10-18,16.91648
2021-10-19,20.66381
2021-10-20,18.30835
2021-10-21,18.09421
2021-10-22,16.80942
2021-10-23,11.67023
2021-10-24,13.16916
2021-10-25,20.77087
2021-10-26,22.69807
2021-10-27,21.3062
2021-10-28,17.88008
2021-10-29,23.44753
2021-10-30,11.34903
2021-10-31,14.88222
2021-11-01,17.45182
2021-11-02,19.16488
2021-11-03,17.13062
2021-11-04,15.84582
2021-11-05,18.41541
2021-11-06,11.56316
2021-11-07,11.7773
2021-11-08,14.77516
2021-11-09,20.66381
2021-11-10,15.84582
2021-11-11,16.38115
2021-11-12,18.84368
2021-11-13,11.67023
2021-11-14,17.02355
2021-11-15,21.73447
2021-11-16,25.48179
2021-11-17,19.70021
2021-11-18,20.98501
2021-11-19,22.69807
2021-11-20,15.63169
2021-11-21,16.80942
2021-11-22,17.45182
2021-11-23,14.77516
2021-11-24,18.30835
2021-11-25,20.98501
2021-11-26,22.05567
2021-11-27,11.99143
2021-11-28,14.13276
2021-11-29,18.84368
2021-11-30,21.6274
2021-12-01,20.98501
2021-12-02,19.59314
2021-12-03,15.31049
2021-12-04,10.92077
2021-12-05,11.7773
2021-12-06,16.48822
2021-12-07,17.66595
2021-12-08,17.98715
2021-12-09,29.22912
2021-12-10,18.73661
2021-12-11,15.52462
2021-12-12,12.31263
2021-12-13,18.52248
2021-12-14,18.62955
2021-12-15,17.66595
2021-12-16,22.05567
2021-12-17,16.48822
2021-12-18,11.99143
2021-12-19,17.23768
2021-12-20,20.87794
2021-12-21,20.77087
2021-12-22,17.77301
2021-12-23,20.44967
2021-12-24,14.56102
2021-12-25,10.4925
2021-12-26,14.66809
2021-12-27,18.20128
2021-12-28,21.09207
2021-12-29,24.5182
2021-12-30,24.5182
2021-12-31,22.48394
2022-01-01,14.45396
2022-01-02,19.05781
2022-01-03,21.73447
2022-01-04,21.3062
2022-01-05,23.76873
2022-01-06,21.52034
2022-01-07,20.77087
2022-01-08,16.05995
2022-01-09,15.73875
2022-01-10,25.58886
2022-01-11,28.69379
2022-01-12,23.2334
2022-01-13,25.37473
2022-01-14,21.19914
2022-01-15,17.45182
2022-01-16,14.13276
2022-01-17,25.16059
2022-01-18,26.76659
2022-01-19,27.83725
2022-01-20,29.22912
2022-01-21,28.58672
2022-01-22,18.41541
2022-01-23,16.48822
2022-01-24,31.15631
2022-01-25,35.76017
2022-01-26,25.58886
2022-01-27,30.51391
2022-01-28,22.37687
2022-01-29,16.27408
2022-01-30,13.59743
2022-01-31,15.20342
2022-02-01,14.77516
2022-02-02,19.48608
2022-02-03,27.19486
2022-02-04,28.90792
2022-02-05,17.77301
2022-02-06,22.37687
2022-02-07,25.37473
2022-02-08,23.44753
2022-02-09,27.62312
2022-02-10,28.26552
2022-02-11,22.80513
2022-02-12,15.63169
2022-02-13,18.41541
2022-02-14,25.91006
2022-02-15,27.30192
2022-02-16,28.90792
2022-02-17,25.80299
2022-02-18,24.08993
2022-02-19,16.05995
2022-02-20,17.23768
2022-02-21,30.94218
2022-02-22,29.01498
2022-02-23,26.23126
2022-02-24,22.591
2022-02-25,24.5182
2022-02-26,24.197
2022-02-27,20.02141
2022-02-28,23.66167
2022-03-01,19.37901
2022-03-02,24.94646
2022-03-03,17.34475
2022-03-04,19.27194
2022-03-05,17.23768
2022-03-06,17.23768
2022-03-07,17.34475
2022-03-08,16.05995
2022-03-09,14.56102
2022-03-10,19.91434
2022-03-11,19.70021
2022-03-12,13.49036
2022-03-13,15.20342
2022-03-14,20.02141
2022-03-15,22.37687
2022-03-16,23.44753
2022-03-17,22.9122
2022-03-18,21.41327
2022-03-19,14.13276
2022-03-20,12.4197
2022-03-21,18.95074
2022-03-22,19.16488
2022-03-23,21.41327
2022-03-24,19.48608
2022-03-25,21.6274
2022-03-26,12.20556
2022-03-27,15.52462
2022-03-28,17.13062
2022-03-29,20.87794
2022-03-30,23.2334
2022-03-31,23.34047
2022-04-01,17.13062
2022-04-02,10.92077
2022-04-03,10.1713
2022-04-04,14.88222
2022-04-05,18.20128
2022-04-06,17.77301
2022-04-07,18.41541
2022-04-08,18.09421
2022-04-09,9.8501
2022-04-10,9.2077
2022-04-11,18.09421
2022-04-12,17.23768
2022-04-13,18.09421
2022-04-14,20.34261
2022-04-15,17.66595
2022-04-16,7.60171
2022-04-17,12.84796
2022-04-18,16.80942
2022-04-19,15.31049
2022-04-20,16.16702
2022-04-21,19.16488
2022-04-22,15.41755
2022-04-23,7.17344
2022-04-24,9.10064
2022-04-25,21.6274
2022-04-26,17.98715
2022-04-27,17.34475
2022-04-28,16.05995
2022-04-29,15.84582
2022-04-30,10.1713
2022-05-01,9.5289
2022-05-02,11.7773
2022-05-03,16.05995
2022-05-04,12.84796
2022-05-05,10.59957
2022-05-06,12.0985
2022-05-07,12.20556
2022-05-08,10.38543
2022-05-09,15.41755
2022-05-10,18.84368
2022-05-11,21.3062
2022-05-12,16.16702
2022-05-13,15.20342
2022-05-14,9.2077
2022-05-15,8.35117
2022-05-16,15.84582
2022-05-17,19.05781
2022-05-18,15.52462
2022-05-19,15.20342
2022-05-20,11.67023
2022-05-21,8.67237
2022-05-22,9.5289
2022-05-23,16.27408
2022-05-24,15.73875
2022-05-25,18.62955
2022-05-26,17.13062
2022-05-27,16.38115
2022-05-28,10.38543
2022-05-29,13.49036
2022-05-30,14.56102
2022-05-31,17.45182
2022-06-01,9.5289
2022-06-02,13.49036
2022-06-03,13.49036
2022-06-04,9.31477
2022-06-05,9.8501
2022-06-06,8.67237
2022-06-07,15.20342
2022-06-08,17.34475
2022-06-09,21.3062
2022-06-10,16.05995
2022-06-11,10.1713
2022-06-12,9.74304
2022-06-13,14.45396
2022-06-14,16.91648
2022-06-15,16.59528
2022-06-16,15.84582
2022-06-17,15.73875
2022-06-18,9.31477
2022-06-19,10.70663
2022-06-20,14.02569
2022-06-21,15.95289
2022-06-22,14.56102
2022-06-23,17.55888
2022-06-24,15.31049
2022-06-25,8.8865
2022-06-26,8.99357
2022-06-27,15.09635
2022-06-28,17.88008
2022-06-29,16.38115
2022-06-30,18.73661
2022-07-01,15.95289
2022-07-02,8.02997
2022-07-03,10.38543
2022-07-04,15.73875
2022-07-05,15.20342
2022-07-06,14.02569
2022-07-07,16.27408
2022-07-08,14.56102
2022-07-09,7.70877
2022-07-10,10.27837
2022-07-11,14.66809
2022-07-12,18.20128
2022-07-13,18.52248
2022-07-14,19.80728
2022-07-15,15.52462
2022-07-16,11.02783
2022-07-17,11.4561
2022-07-18,16.91648
2022-07-19,15.73875
2022-07-20,18.62955
2022-07-21,16.05995
2022-07-22,18.20128
2022-07-23,9.2077
2022-07-24,10.70663
2022-07-25,17.55888
2022-07-26,19.16488
2022-07-27,18.52248
2022-07-28,17.34475
2022-07-29,12.74089
2022-07-30,9.2077
2022-07-31,10.06423
2022-08-01,11.1349
2022-08-02,15.31049
2022-08-03,17.23768
2022-08-04,14.34689
2022-08-05,17.55888
2022-08-06,11.7773
2022-08-07,11.24197
2022-08-08,15.41755
2022-08-09,14.77516
2022-08-10,14.98929
2022-08-11,19.27194
2022-08-12,11.88436
2022-08-13,7.81584
2022-08-14,7.92291
2022-08-15,11.56316
2022-08-16,14.77516
2022-08-17,15.63169
2022-08-18,16.70235
2022-08-19,14.45396
2022-08-20,10.70663
2022-08-21,11.34903
2022-08-22,17.23768
2022-08-23,14.34689
2022-08-24,16.70235
2022-08-25,22.05567
2022-08-26,16.80942
2022-08-27,8.67237
2022-08-28,10.8137
2022-08-29,16.16702
2022-08-30,17.02355
2022-08-31,17.77301
2022-09-01,13.06209
2022-09-02,13.06209
2022-09-03,11.88436
2022-09-04,14.88222
2022-09-05,16.80942
2022-09-06,16.05995
2022-09-07,13.16916
2022-09-08,14.98929
2022-09-09,6.20985
2022-09-10,6.95931
2022-09-11,9.8501
2022-09-12,11.67023
2022-09-13,20.12847
2022-09-14,16.27408
2022-09-15,17.23768
2022-09-16,14.13276
2022-09-17,10.38543
2022-09-18,8.13704
2022-09-19,17.02355
2022-09-20,17.77301
2022-09-21,14.98929
2022-09-22,15.41755
2022-09-23,14.98929
2022-09-24,9.74304
2022-09-25,11.88436
2022-09-26,14.56102
2022-09-27,14.56102
2022-09-28,18.52248
2022-09-29,16.59528
2022-09-30,16.05995
2022-10-01,8.8865
2022-10-02,7.17344
2022-10-03,10.27837
2022-10-04,16.27408
2022-10-05,14.13276
2022-10-06,16.38115
2022-10-07,11.7773
2022-10-08,6.31691
2022-10-09,11.7773
2022-10-10,12.0985
2022-10-11,12.74089
2022-10-12,13.59743
2022-10-13,15.84582
2022-10-14,14.23982
2022-10-15,9.42184
2022-10-16,12.20556
2022-10-17,15.63169
2022-10-18,17.23768
2022-10-19,17.13062
2022-10-20,18.84368
2022-10-21,16.05995
2022-10-22,11.99143
2022-10-23,9.8501
2022-10-24,14.45396
2022-10-25,17.98715
2022-10-26,19.37901
2022-10-27,18.73661
2022-10-28,14.98929
2022-10-29,9.95717
2022-10-30,9.74304
2022-10-31,14.66809
2022-11-01,15.31049
2022-11-02,21.52034
2022-11-03,16.05995
2022-11-04,19.37901
2022-11-05,13.49036
2022-11-06,11.34903
2022-11-07,14.34689
2022-11-08,20.55674
2022-11-09,18.84368
2022-11-10,17.77301
2022-11-11,13.06209
2022-11-12,8.8865
2022-11-13,14.23982
2022-11-14,18.95074
2022-11-15,18.84368
2022-11-16,20.23554
2022-11-17,17.45182
2022-11-18,17.02355
2022-11-19,11.67023
2022-11-20,16.80942
2022-11-21,24.08993
2022-11-22,20.44967
2022-11-23,25.16059
2022-11-24,22.16274
2022-11-25,26.23126
2022-11-26,14.45396
2022-11-27,14.66809
2022-11-28,20.12847
2022-11-29,24.94646
2022-11-30,22.80513
2022-12-01,20.44967
2022-12-02,18.73661
2022-12-03,7.60171
2022-12-04,12.31263
2022-12-05,17.77301
2022-12-06,20.12847
2022-12-07,20.98501
2022-12-08,27.51605
2022-12-09,18.30835
2022-12-10,11.67023
2022-12-11,13.49036
2022-12-12,20.55674
2022-12-13,18.95074
2022-12-14,19.05781
2022-12-15,18.52248
2022-12-16,18.30835
2022-12-17,11.02783
2022-12-18,13.91862
2022-12-19,18.52248
2022-12-20,20.23554
2022-12-21,17.77301
2022-12-22,17.77301
2022-12-23,17.23768
2022-12-24,12.20556
2022-12-25,12.52676
2022-12-26,19.91434
2022-12-27,20.98501
2022-12-28,21.84154
2022-12-29,25.26766
2022-12-30,20.77087
2022-12-31,13.16916
2023-01-01,16.27408
2023-01-02,21.41327
2023-01-03,23.66167
2023-01-04,24.5182
2023-01-05,32.65524
2023-01-06,25.26766
2023-01-07,19.37901
2023-01-08,18.62955
2023-01-09,24.8394
2023-01-10,23.2334
2023-01-11,22.48394
2023-01-12,25.58886
2023-01-13,22.591
2023-01-14,15.84582
2023-01-15,15.73875
2023-01-16,25.91006
2023-01-17,24.94646
2023-01-18,25.37473
2023-01-19,24.197
2023-01-20,25.16059
2023-01-21,13.59743
2023-01-22,19.37901
2023-01-23,17.98715
2023-01-24,23.2334
2023-01-25,34.6895
2023-01-26,35.6531
2023-01-27,41.43468
2023-01-28,27.73019
2023-01-29,20.66381
2023-01-30,36.50963
2023-01-31,34.26124
2023-02-01,27.30192
2023-02-02,29.33618
2023-02-03,21.84154
2023-02-04,16.27408
2023-02-05,15.52462
2023-02-06,24.197
2023-02-07,25.05353
2023-02-08,24.8394
2023-02-09,27.51605
2023-02-10,21.84154
2023-02-11,14.02569
2023-02-12,15.41755
2023-02-13,29.97858
2023-02-14,26.76659
2023-02-15,29.01498
2023-02-16,27.40899
2023-02-17,19.59314
2023-02-18,15.73875
2023-02-19,15.09635
2023-02-20,24.8394
2023-02-21,24.62526
2023-02-22,24.41113
2023-02-23,24.197
2023-02-24,23.34047
2023-02-25,14.45396
2023-02-26,15.63169
2023-02-27,19.16488
2023-02-28,24.08993
2023-03-01,20.98501
2023-03-02,21.6274
2023-03-03,21.6274
2023-03-04,15.95289
2023-03-05,12.31263
2023-03-06,15.73875
2023-03-07,19.16488
2023-03-08,18.52248
2023-03-09,18.84368
2023-03-10,19.16488
2023-03-11,13.16916
2023-03-12,13.81156
2023-03-13,19.48608
2023-03-14,21.84154
2023-03-15,21.41327
2023-03-16,20.66381
2023-03-17,18.73661
2023-03-18,12.20556
2023-03-19,11.24197
2023-03-20,20.77087
2023-03-21,24.41113
2023-03-22,21.52034
2023-03-23,19.16488
2023-03-24,17.55888
2023-03-25,11.7773
2023-03-26,13.38329
2023-03-27,17.34475
2023-03-28,20.44967
2023-03-29,15.95289
2023-03-30,17.34475
2023-03-31,14.98929
2023-04-01,8.67237
2023-04-02,11.99143
2023-04-03,16.48822
2023-04-04,15.95289
2023-04-05,19.37901
2023-04-06,13.91862
2023-04-07,14.88222
2023-04-08,8.99357
2023-04-09,8.35117
2023-04-10,14.66809
2023-04-11,16.16702
2023-04-12,14.23982
2023-04-13,14.77516
2023-04-14,16.59528
2023-04-15,9.10064
2023-04-16,9.2077
2023-04-17,15.95289
2023-04-18,17.88008
2023-04-19,13.16916
2023-04-20,15.95289
2023-04-21,13.49036
2023-04-22,8.67237
2023-04-23,10.1713
2023-04-24,18.20128
2023-04-25,18.84368
2023-04-26,18.41541
2023-04-27,16.38115
2023-04-28,15.73875
2023-04-29,10.06423
2023-04-30,12.20556
2023-05-01,11.1349
2023-05-02,16.16702
2023-05-03,13.49036
2023-05-04,12.4197
2023-05-05,8.8865
2023-05-06,10.1713
2023-05-07,12.63383
2023-05-08,16.05995
2023-05-09,15.73875
2023-05-10,17.45182
2023-05-11,18.52248
2023-05-12,17.34475
2023-05-13,12.20556
2023-05-14,13.70449
2023-05-15,20.12847
2023-05-16,17.77301
2023-05-17,16.16702
2023-05-18,18.09421
2023-05-19,14.66809
2023-05-20,10.06423
2023-05-21,10.38543
2023-05-22,18.95074
2023-05-23,20.66381
2023-05-24,16.38115
2023-05-25,20.12847
2023-05-26,15.73875
2023-05-27,8.99357
2023-05-28,10.59957
