date,연말정산연금저축
2023-05-29,1.84552
2023-05-30,3.07587
2023-05-31,4.51127
2023-06-01,4.44292
2023-06-02,3.00751
2023-06-03,1.98222
2023-06-04,1.36705
2023-06-05,2.7341
2023-06-06,1.16199
2023-06-07,2.87081
2023-06-08,2.7341
2023-06-09,3.21257
2023-06-10,1.4354
2023-06-11,1.91387
2023-06-12,3.34928
2023-06-13,3.28092
2023-06-14,3.21257
2023-06-15,2.39234
2023-06-16,2.05058
2023-06-17,1.16199
2023-06-18,1.77717
2023-06-19,3.34928
2023-06-20,2.7341
2023-06-21,3.41763
2023-06-22,2.7341
2023-06-23,3.07587
2023-06-24,1.70881
2023-06-25,2.18728
2023-06-26,2.5974
2023-06-27,3.62269
2023-06-28,3.28092
2023-06-29,3.69104
2023-06-30,2.87081
2023-07-01,1.4354
2023-07-02,2.18728
2023-07-03,2.52904
2023-07-04,2.66575
2023-07-05,3.28092
2023-07-06,2.93916
2023-07-07,1.70881
2023-07-08,1.77717
2023-07-09,1.57211
2023-07-10,2.7341
2023-07-11,2.32399
2023-07-12,2.93916
2023-07-13,2.11893
2023-07-14,2.46069
2023-07-15,1.16199
2023-07-16,1.50375
2023-07-17,2.46069
2023-07-18,1.4354
2023-07-19,1.91387
2023-07-20,1.64046
2023-07-21,3.21257
2023-07-22,1.70881
2023-07-23,1.91387
2023-07-24,2.66575
2023-07-25,2.80246
2023-07-26,2.52904
2023-07-27,1.91387
2023-07-28,1.64046
2023-07-29,1.16199
2023-07-30,1.84552
2023-07-31,2.39234
2023-08-01,2.52904
2023-08-02,2.18728
2023-08-03,1.64046
2023-08-04,2.32399
2023-08-05,0.88858
2023-08-06,1.02529
2023-08-07,2.11893
2023-08-08,1.57211
2023-08-09,2.32399
2023-08-10,1.84552
2023-08-11,1.70881
2023-08-12,1.57211
2023-08-13,1.02529
2023-08-14,2.39234
2023-08-15,1.36705
2023-08-16,1.84552
2023-08-17,2.11893
2023-08-18,2.87081
2023-08-19,1.36705
2023-08-20,1.77717
2023-08-21,3.21257
2023-08-22,3.55434
2023-08-23,2.80246
2023-08-24,2.52904
2023-08-25,3.21257
2023-08-26,1.09364
2023-08-27,1.57211
2023-08-28,3.48598
2023-08-29,2.7341
2023-08-30,3.00751
2023-08-31,2.52904
2023-09-01,2.52904
2023-09-02,1.2987
2023-09-03,1.77717
2023-09-04,3.00751
2023-09-05,2.93916
2023-09-06,2.39234
2023-09-07,2.11893
2023-09-08,2.32399
2023-09-09,1.23034
2023-09-10,1.57211
2023-09-11,3.28092
2023-09-12,2.5974
2023-09-13,2.52904
2023-09-14,2.66575
2023-09-15,2.5974
2023-09-16,1.50375
2023-09-17,1.70881
2023-09-18,3.41763
2023-09-19,2.5974
2023-09-20,3.00751
2023-09-21,3.14422
2023-09-22,2.66575
2023-09-23,1.98222
2023-09-24,1.16199
2023-09-25,5.46821
2023-09-26,4.85304
2023-09-27,3.14422
2023-09-28,0.88858
2023-09-29,0.88858
2023-09-30,1.64046
2023-10-01,2.18728
2023-10-02,1.77717
2023-10-03,3.34928
2023-10-04,2.87081
2023-10-05,3.28092
2023-10-06,2.46069
2023-10-07,1.23034
2023-10-08,2.11893
2023-10-09,2.39234
2023-10-10,4.0328
2023-10-11,3.96445
2023-10-12,4.16951
2023-10-13,3.07587
2023-10-14,1.91387
2023-10-15,2.80246
2023-10-16,2.93916
2023-10-17,4.37457
2023-10-18,4.37457
2023-10-19,2.52904
2023-10-20,2.87081
2023-10-21,1.91387
2023-10-22,2.11893
2023-10-23,3.28092
2023-10-24,4.64798
2023-10-25,5.12645
2023-10-26,3.34928
2023-10-27,2.7341
2023-10-28,1.91387
2023-10-29,2.39234
2023-10-30,3.28092
2023-10-31,5.87833
2023-11-01,3.8961
2023-11-02,4.57963
2023-11-03,3.69104
2023-11-04,2.80246
2023-11-05,2.93916
2023-11-06,3.69104
2023-11-07,4.92139
2023-11-08,4.64798
2023-11-09,5.74162
2023-11-10,4.44292
2023-11-11,2.32399
2023-11-12,3.21257
2023-11-13,5.67327
2023-11-14,5.05809
2023-11-15,5.67327
2023-11-16,4.85304
2023-11-17,3.96445
2023-11-18,2.66575
2023-11-19,4.98974
2023-11-20,7.38209
2023-11-21,7.04032
2023-11-22,8.54408
2023-11-23,6.63021
2023-11-24,7.38209
2023-11-25,4.57963
2023-11-26,4.51127
2023-11-27,8.06561
2023-11-28,9.63773
2023-11-29,10.45796
2023-11-30,9.50102
2023-12-01,8.27067
2023-12-02,4.64798
2023-12-03,6.4935
2023-12-04,10.45796
2023-12-05,10.11619
2023-12-06,12.50854
2023-12-07,9.91114
2023-12-08,10.59466
2023-12-09,3.8961
2023-12-10,6.01503
2023-12-11,12.37183
2023-12-12,11.27819
2023-12-13,11.68831
2023-12-14,10.32125
2023-12-15,11.61995
2023-12-16,7.45044
2023-12-17,8.40738
2023-12-18,11.14149
2023-12-19,15.78947
2023-12-20,15.37935
2023-12-21,16.54135
2023-12-22,17.15652
2023-12-23,8.61244
2023-12-24,7.51879
2023-12-25,9.43267
2023-12-26,24.53861
2023-12-27,29.46001
2023-12-28,26.24743
2023-12-29,26.17908
2023-12-30,10.52631
2023-12-31,10.2529
2024-01-01,2.52904
2024-01-02,4.57963
2024-01-03,4.0328
2024-01-04,5.12645
2024-01-05,3.8961
2024-01-06,1.98222
2024-01-07,3.14422
2024-01-08,4.44292
2024-01-09,3.8961
2024-01-10,4.85304
2024-01-11,5.46821
2024-01-12,4.92139
2024-01-13,3.07587
2024-01-14,3.21257
2024-01-15,27.68284
2024-01-16,26.7259
2024-01-17,27.34107
2024-01-18,31.10047
2024-01-19,26.45249
2024-01-20,14.35406
2024-01-21,16.26794
2024-01-22,59.19343
2024-01-23,48.94053
2024-01-24,47.36842
2024-01-25,38.55092
2024-01-26,30.34859
2024-01-27,14.55912
2024-01-28,13.12371
2024-01-29,29.11825
2024-01-30,27.47778
2024-01-31,20.71086
2024-02-01,17.36158
2024-02-02,14.08065
2024-02-03,7.10868
2024-02-04,7.51879
2024-02-05,12.98701
2024-02-06,14.35406
2024-02-07,14.0123
2024-02-08,10.04784
2024-02-09,5.53656
2024-02-10,4.51127
2024-02-11,5.33151
2024-02-12,6.97197
2024-02-13,14.55912
2024-02-14,15.92617
2024-02-15,16.33629
2024-02-16,15.99453
2024-02-17,6.01503
2024-02-18,5.74162
2024-02-19,12.57689
2024-02-20,15.85782
2024-02-21,16.6097
2024-02-22,15.37935
2024-02-23,14.28571
2024-02-24,5.87833
2024-02-25,7.45044
2024-02-26,11.61995
2024-02-27,9.70608
2024-02-28,8.33902
2024-02-29,7.7922
2024-03-01,5.67327
2024-03-02,4.37457
2024-03-03,3.62269
2024-03-04,6.97197
2024-03-05,6.4935
2024-03-06,7.86056
2024-03-07,5.80997
2024-03-08,6.63021
2024-03-09,3.34928
2024-03-10,4.92139
2024-03-11,5.53656
2024-03-12,5.26315
2024-03-13,4.37457
2024-03-14,6.22009
2024-03-15,4.30622
2024-03-16,2.87081
2024-03-17,1.91387
2024-03-18,4.51127
2024-03-19,4.98974
2024-03-20,3.55434
