date,사업자등록
2020-03-20,38.8548
2020-03-21,21.13156
2020-03-22,22.90388
2020-03-23,43.96728
2020-03-24,47.51192
2020-03-25,43.96728
2020-03-26,44.23994
2020-03-27,36.46898
2020-03-28,20.51806
2020-03-29,23.79004
2020-03-30,50.71574
2020-03-31,44.85344
2020-04-01,44.44444
2020-04-02,41.64962
2020-04-03,38.6503
2020-04-04,21.47239
2020-04-05,24.26721
2020-04-06,53.10156
2020-04-07,44.23994
2020-04-08,45.9441
2020-04-09,41.99045
2020-04-10,40.21813
2020-04-11,21.67689
2020-04-12,27.60736
2020-04-13,56.78254
2020-04-14,43.55828
2020-04-15,31.97
2020-04-16,45.46693
2020-04-17,44.10361
2020-04-18,25.01704
2020-04-19,26.65303
2020-04-20,54.46489
2020-04-21,51.94274
2020-04-22,52.76073
2020-04-23,46.1486
2020-04-24,39.6728
2020-04-25,22.69938
2020-04-26,25.42603
2020-04-27,56.30538
2020-04-28,48.05725
2020-04-29,42.39945
2020-04-30,25.2897
2020-05-01,24.53987
2020-05-02,19.0184
2020-05-03,22.42672
2020-05-04,51.32924
2020-05-05,27.88002
2020-05-06,56.78254
2020-05-07,43.76278
2020-05-08,40.21813
2020-05-09,22.29038
2020-05-10,26.58486
2020-05-11,56.03271
2020-05-12,50.30674
2020-05-13,48.87525
2020-05-14,47.37559
2020-05-15,42.19495
2020-05-16,22.69938
2020-05-17,26.65303
2020-05-18,61.41785
2020-05-19,49.55691
2020-05-20,46.48943
2020-05-21,44.64894
2020-05-22,39.6728
2020-05-23,22.69938
2020-05-24,26.92569
2020-05-25,53.0334
2020-05-26,46.42126
2020-05-27,43.14928
2020-05-28,43.83094
2020-05-29,39.60463
2020-05-30,21.88139
2020-05-31,23.58554
2020-06-01,54.39672
2020-06-02,50.17041
2020-06-03,47.03476
2020-06-04,41.37695
2020-06-05,38.99113
2020-06-06,23.24471
2020-06-07,24.53987
2020-06-08,45.5351
2020-06-09,43.35378
2020-06-10,43.35378
2020-06-11,40.62713
2020-06-12,38.51397
2020-06-13,21.13156
2020-06-14,26.5167
2020-06-15,47.78459
2020-06-16,44.64894
2020-06-17,39.6728
2020-06-18,44.85344
2020-06-19,35.71915
2020-06-20,17.99591
2020-06-21,25.0852
2020-06-22,55.01022
2020-06-23,46.3531
2020-06-24,44.30811
2020-06-25,40.01363
2020-06-26,36.12815
2020-06-27,17.51874
2020-06-28,22.49488
2020-06-29,44.78527
2020-06-30,43.55828
2020-07-01,47.71642
2020-07-02,41.17246
2020-07-03,36.46898
2020-07-04,17.72324
2020-07-05,20.58623
2020-07-06,49.01158
2020-07-07,43.35378
2020-07-08,40.49079
2020-07-09,37.21881
2020-07-10,32.9925
2020-07-11,19.90456
2020-07-12,21.19972
2020-07-13,47.10293
2020-07-14,41.24062
2020-07-15,40.28629
2020-07-16,35.44648
2020-07-17,38.2413
2020-07-18,19.15473
2020-07-19,21.13156
2020-07-20,47.23926
2020-07-21,45.67143
2020-07-22,44.37627
2020-07-23,40.83162
2020-07-24,35.65098
2020-07-25,21.67689
2020-07-26,22.15405
2020-07-27,48.94342
2020-07-28,45.1261
2020-07-29,39.8773
2020-07-30,39.53646
2020-07-31,34.35582
2020-08-01,18.74573
2020-08-02,23.04021
2020-08-03,48.12542
2020-08-04,42.39945
2020-08-05,40.21813
2020-08-06,37.42331
2020-08-07,30.81117
2020-08-08,19.70006
2020-08-09,21.13156
2020-08-10,48.67075
2020-08-11,42.80845
2020-08-12,39.74096
2020-08-13,34.21949
2020-08-14,32.5835
2020-08-15,17.04158
2020-08-16,19.8364
2020-08-17,26.65303
2020-08-18,44.44444
2020-08-19,42.39945
2020-08-20,40.49079
2020-08-21,37.96864
2020-08-22,20.44989
2020-08-23,24.40354
2020-08-24,50.98841
2020-08-25,44.9216
2020-08-26,45.46693
2020-08-27,41.30879
2020-08-28,37.76414
2020-08-29,22.90388
2020-08-30,27.33469
2020-08-31,51.05657
2020-09-01,46.3531
2020-09-02,45.87593
2020-09-03,40.89979
2020-09-04,37.35514
2020-09-05,20.38173
2020-09-06,25.35787
2020-09-07,50.71574
2020-09-08,47.03476
2020-09-09,44.64894
2020-09-10,43.14928
2020-09-11,40.08179
2020-09-12,20.38173
2020-09-13,25.22154
2020-09-14,49.14792
2020-09-15,43.76278
2020-09-16,45.7396
2020-09-17,42.26312
2020-09-18,35.37832
2020-09-19,21.54055
2020-09-20,24.13087
2020-09-21,49.48875
2020-09-22,42.87661
2020-09-23,42.74028
2020-09-24,41.99045
2020-09-25,39.80913
2020-09-26,22.15405
2020-09-27,24.13087
2020-09-28,46.69393
2020-09-29,33.74233
2020-09-30,15.74642
2020-10-01,14.04226
2020-10-02,19.29107
2020-10-03,20.79072
2020-10-04,27.40286
2020-10-05,53.85139
2020-10-06,44.30811
2020-10-07,41.37695
2020-10-08,36.05998
2020-10-09,19.08657
2020-10-10,16.35991
2020-10-11,23.58554
2020-10-12,47.71642
2020-10-13,40.69529
2020-10-14,37.83231
2020-10-15,37.96864
2020-10-16,37.01431
2020-10-17,16.76891
2020-10-18,22.29038
2020-10-19,45.3306
2020-10-20,40.96796
2020-10-21,49.69325
2020-10-22,43.76278
2020-10-23,36.74164
2020-10-24,23.04021
2020-10-25,22.83571
2020-10-26,51.87457
2020-10-27,41.85412
2020-10-28,40.35446
2020-10-29,38.51397
2020-10-30,33.197
2020-10-31,17.31424
2020-11-01,23.24471
2020-11-02,55.76005
2020-11-03,49.28425
2020-11-04,44.10361
2020-11-05,39.4683
2020-11-06,32.03817
2020-11-07,19.97273
2020-11-08,19.70006
2020-11-09,46.08043
2020-11-10,42.74028
2020-11-11,40.96796
2020-11-12,38.71847
2020-11-13,32.03817
2020-11-14,18.54124
2020-11-15,21.74505
2020-11-16,46.83026
2020-11-17,38.71847
2020-11-18,39.4683
2020-11-19,43.62644
2020-11-20,32.10633
2020-11-21,20.38173
2020-11-22,26.38036
2020-11-23,49.07975
2020-11-24,42.87661
2020-11-25,38.92297
2020-11-26,39.74096
2020-11-27,36.40081
2020-11-28,18.88207
2020-11-29,24.8807
2020-11-30,53.71506
2020-12-01,45.87593
2020-12-02,41.64962
2020-12-03,40.55896
2020-12-04,35.78732
2020-12-05,22.56305
2020-12-06,25.22154
2020-12-07,52.55623
2020-12-08,40.76346
2020-12-09,41.92229
2020-12-10,43.76278
2020-12-11,37.21881
2020-12-12,22.76755
2020-12-13,24.33537
2020-12-14,51.94274
2020-12-15,44.9216
2020-12-16,41.64962
2020-12-17,40.76346
2020-12-18,33.94683
2020-12-19,21.60872
2020-12-20,23.10838
2020-12-21,54.05589
2020-12-22,42.05862
2020-12-23,44.78527
2020-12-24,34.28766
2020-12-25,18.2004
2020-12-26,22.83571
2020-12-27,29.78868
2020-12-28,55.48738
2020-12-29,53.10156
2020-12-30,42.05862
2020-12-31,35.31015
2021-01-01,21.81322
2021-01-02,25.35787
2021-01-03,28.56169
2021-01-04,63.19018
2021-01-05,59.16837
2021-01-06,52.28357
2021-01-07,43.83094
2021-01-08,39.6728
2021-01-09,22.35855
2021-01-10,27.40286
2021-01-11,61.34969
2021-01-12,54.94205
2021-01-13,54.94205
2021-01-14,50.85207
2021-01-15,47.03476
2021-01-16,26.44853
2021-01-17,29.03885
2021-01-18,58.75937
2021-01-19,52.69256
2021-01-20,51.8064
2021-01-21,46.76209
2021-01-22,40.69529
2021-01-23,23.85821
2021-01-24,26.85753
2021-01-25,55.21472
2021-01-26,50.85207
2021-01-27,40.35446
2021-01-28,43.55828
2021-01-29,35.31015
2021-01-30,24.74437
2021-01-31,26.78936
2021-02-01,53.0334
2021-02-02,43.42194
2021-02-03,40.49079
2021-02-04,37.90047
2021-02-05,36.94614
2021-02-06,17.85957
2021-02-07,22.76755
2021-02-08,41.03612
2021-02-09,41.03612
2021-02-10,32.03817
2021-02-11,17.51874
2021-02-12,16.08725
2021-02-13,20.17723
2021-02-14,22.08588
2021-02-15,54.87389
2021-02-16,47.17109
2021-02-17,41.24062
2021-02-18,41.03612
2021-02-19,35.65098
2021-02-20,19.90456
2021-02-21,23.38104
2021-02-22,47.98909
2021-02-23,41.44512
2021-02-24,37.35514
2021-02-25,40.42263
2021-02-26,32.65167
2021-02-27,19.4274
2021-02-28,18.8139
2021-03-01,22.97205
2021-03-02,44.51261
2021-03-03,46.01226
2021-03-04,42.05862
2021-03-05,35.24199
2021-03-06,18.67757
2021-03-07,19.76823
2021-03-08,45.39877
2021-03-09,41.17246
2021-03-10,40.69529
2021-03-11,37.76414
2021-03-12,36.94614
2021-03-13,19.2229
2021-03-14,22.83571
2021-03-15,45.60327
2021-03-16,42.39945
2021-03-17,40.21813
2021-03-18,36.53715
2021-03-19,31.3565
2021-03-20,19.70006
2021-03-21,21.67689
2021-03-22,42.60395
2021-03-23,43.49011
2021-03-24,37.15064
2021-03-25,38.4458
2021-03-26,32.31083
2021-03-27,17.92774
2021-03-28,20.65439
2021-03-29,47.37559
2021-03-30,40.49079
2021-03-31,42.12678
2021-04-01,42.12678
2021-04-02,33.60599
2021-04-03,17.58691
2021-04-04,23.24471
2021-04-05,42.12678
2021-04-06,44.9216
2021-04-07,37.96864
2021-04-08,37.55964
2021-04-09,31.3565
2021-04-10,18.74573
2021-04-11,20.17723
2021-04-12,43.28561
2021-04-13,46.01226
2021-04-14,38.58214
2021-04-15,40.01363
2021-04-16,37.08248
2021-04-17,18.33674
2021-04-18,19.08657
2021-04-19,42.94478
2021-04-20,38.99113
2021-04-21,36.46898
2021-04-22,34.01499
2021-04-23,32.03817
2021-04-24,17.99591
2021-04-25,18.33674
2021-04-26,43.08111
2021-04-27,35.31015
2021-04-28,32.65167
2021-04-29,33.46966
2021-04-30,33.87866
2021-05-01,17.17791
2021-05-02,19.70006
