date,실손보험비교사이트
2020-11-02,11.11111
2020-11-03,10.18518
2020-11-04,12.96296
2020-11-05,11.11111
2020-11-06,6.48148
2020-11-08,4.62962
2020-11-09,14.81481
2020-11-10,21.29629
2020-11-11,26.85185
2020-11-12,38.88888
2020-11-13,18.51851
2020-11-14,9.25925
2020-11-15,5.55555
2020-11-16,23.14814
2020-11-17,18.51851
2020-11-18,22.22222
2020-11-19,34.25925
2020-11-20,11.11111
2020-11-23,17.59259
2020-11-24,37.96296
2020-11-25,5.55555
2020-11-26,14.81481
2020-11-27,19.44444
2020-11-30,9.25925
2020-12-01,15.74074
2020-12-02,21.29629
2020-12-03,26.85185
2020-12-04,23.14814
2020-12-06,9.25925
2020-12-07,21.29629
2020-12-08,13.88888
2020-12-09,25.92592
2020-12-10,26.85185
2020-12-11,20.37037
2020-12-12,12.03703
2020-12-13,14.81481
2020-12-14,16.66666
2020-12-15,13.88888
2020-12-16,5.55555
2020-12-17,28.7037
2020-12-18,32.4074
2020-12-20,9.25925
2020-12-21,14.81481
2020-12-22,9.25925
2020-12-23,26.85185
2020-12-24,25.0
2020-12-25,6.48148
2020-12-27,17.59259
2020-12-28,30.55555
2020-12-29,17.59259
2020-12-30,47.22222
2020-12-31,15.74074
2021-01-03,4.62962
2021-01-04,15.74074
2021-01-05,15.74074
2021-01-06,24.07407
2021-01-07,25.92592
2021-01-08,8.33333
2021-01-10,9.25925
2021-01-11,12.96296
2021-01-12,37.96296
2021-01-13,17.59259
2021-01-14,16.66666
2021-01-15,21.29629
2021-01-16,11.11111
2021-01-18,20.37037
2021-01-19,28.7037
2021-01-20,19.44444
2021-01-21,16.66666
2021-01-22,23.14814
2021-01-23,7.4074
2021-01-24,4.62962
2021-01-25,37.03703
2021-01-26,19.44444
2021-01-27,17.59259
2021-01-28,7.4074
2021-01-29,21.29629
2021-01-30,4.62962
2021-01-31,6.48148
2021-02-01,23.14814
2021-02-02,16.66666
2021-02-03,26.85185
2021-02-04,21.29629
2021-02-05,16.66666
2021-02-06,5.55555
2021-02-08,4.62962
2021-02-09,15.74074
2021-02-10,9.25925
2021-02-15,9.25925
2021-02-16,6.48148
2021-02-17,12.96296
2021-02-18,17.59259
2021-02-20,5.55555
2021-02-21,6.48148
2021-02-22,16.66666
2021-02-23,26.85185
2021-02-24,21.29629
2021-02-25,22.22222
2021-02-26,21.29629
2021-02-27,4.62962
2021-02-28,5.55555
2021-03-01,5.55555
2021-03-02,20.37037
2021-03-03,12.03703
2021-03-04,11.11111
2021-03-05,12.03703
2021-03-06,5.55555
2021-03-08,14.81481
2021-03-09,13.88888
2021-03-10,12.03703
2021-03-11,22.22222
2021-03-12,16.66666
2021-03-14,11.11111
2021-03-15,5.55555
2021-03-16,16.66666
2021-03-17,17.59259
2021-03-18,24.07407
2021-03-19,15.74074
2021-03-20,6.48148
2021-03-21,4.62962
2021-03-22,29.62962
2021-03-23,15.74074
2021-03-24,23.14814
2021-03-25,9.25925
2021-03-26,15.74074
2021-03-27,4.62962
2021-03-28,5.55555
2021-03-29,22.22222
2021-03-30,12.96296
2021-03-31,24.07407
2021-04-01,21.29629
2021-04-02,4.62962
2021-04-04,5.55555
2021-04-05,18.51851
2021-04-06,25.0
2021-04-07,12.96296
2021-04-08,9.25925
2021-04-09,14.81481
2021-04-12,22.22222
2021-04-13,11.11111
2021-04-14,8.33333
2021-04-15,21.29629
2021-04-16,9.25925
2021-04-19,25.0
2021-04-20,21.29629
2021-04-21,21.29629
2021-04-22,15.74074
2021-04-23,7.4074
2021-04-26,18.51851
2021-04-27,25.92592
2021-04-28,12.03703
2021-04-29,14.81481
2021-04-30,19.44444
2021-05-01,5.55555
2021-05-02,7.4074
2021-05-03,19.44444
2021-05-04,23.14814
2021-05-05,4.62962
2021-05-06,17.59259
2021-05-07,12.96296
2021-05-10,20.37037
2021-05-11,6.48148
2021-05-12,10.18518
2021-05-13,12.03703
2021-05-14,14.81481
2021-05-15,4.62962
2021-05-17,14.81481
2021-05-18,17.59259
2021-05-20,9.25925
2021-05-21,10.18518
2021-05-22,4.62962
2021-05-23,4.62962
2021-05-24,17.59259
2021-05-25,18.51851
2021-05-26,21.29629
2021-05-27,21.29629
2021-05-28,15.74074
2021-05-29,5.55555
2021-05-30,12.96296
2021-05-31,25.92592
2021-06-01,23.14814
2021-06-02,32.4074
2021-06-03,20.37037
2021-06-04,17.59259
2021-06-05,5.55555
2021-06-06,12.96296
2021-06-07,14.81481
2021-06-08,15.74074
2021-06-09,19.44444
2021-06-10,25.92592
2021-06-11,28.7037
2021-06-14,20.37037
2021-06-15,21.29629
2021-06-16,27.77777
2021-06-17,17.59259
2021-06-18,18.51851
2021-06-19,4.62962
2021-06-20,12.03703
2021-06-21,14.81481
2021-06-22,18.51851
2021-06-23,30.55555
2021-06-24,27.77777
2021-06-25,48.14814
2021-06-26,22.22222
2021-06-27,20.37037
2021-06-28,57.4074
2021-06-29,68.51851
2021-06-30,99.07407
2021-07-01,14.81481
2021-07-05,27.77777
2021-07-06,5.55555
2021-07-07,17.59259
2021-07-08,9.25925
2021-07-09,13.88888
2021-07-10,6.48148
2021-07-12,12.96296
2021-07-13,24.07407
2021-07-14,40.74074
2021-07-15,21.29629
2021-07-16,11.11111
2021-07-17,7.4074
2021-07-19,17.59259
2021-07-20,20.37037
2021-07-21,18.51851
2021-07-22,19.44444
2021-07-23,7.4074
2021-07-26,12.03703
2021-07-27,11.11111
2021-07-28,4.62962
2021-07-29,10.18518
2021-07-30,14.81481
2021-07-31,6.48148
2021-08-02,12.03703
2021-08-03,12.03703
2021-08-04,11.11111
2021-08-05,6.48148
2021-08-06,9.25925
2021-08-09,19.44444
2021-08-10,15.74074
2021-08-11,12.96296
2021-08-12,5.55555
2021-08-13,4.62962
2021-08-18,12.03703
2021-08-20,11.11111
2021-08-23,5.55555
2021-08-24,19.44444
2021-08-25,12.03703
2021-08-26,16.66666
2021-08-27,4.62962
2021-08-30,9.25925
2021-08-31,26.85185
2021-09-01,11.11111
2021-09-02,16.66666
2021-09-03,24.07407
2021-09-04,5.55555
2021-09-05,7.4074
2021-09-06,11.11111
2021-09-07,14.81481
2021-09-08,14.81481
2021-09-09,8.33333
2021-09-10,13.88888
2021-09-11,4.62962
2021-09-12,7.4074
2021-09-13,10.18518
2021-09-14,11.11111
2021-09-15,6.48148
2021-09-17,4.62962
2021-09-22,4.62962
2021-09-23,10.18518
2021-09-24,7.4074
2021-09-27,4.62962
2021-09-28,11.11111
2021-09-29,7.4074
2021-09-30,14.81481
2021-10-01,11.11111
2021-10-03,9.25925
2021-10-04,8.33333
2021-10-05,15.74074
2021-10-06,19.44444
2021-10-07,13.88888
2021-10-08,16.66666
2021-10-09,8.33333
2021-10-11,4.62962
2021-10-12,5.55555
2021-10-13,16.66666
2021-10-14,19.44444
2021-10-15,10.18518
2021-10-17,4.62962
2021-10-18,31.48148
2021-10-19,22.22222
2021-10-20,17.59259
2021-10-21,37.96296
2021-10-22,23.14814
2021-10-24,5.55555
2021-10-25,20.37037
2021-10-26,17.59259
2021-10-27,22.22222
2021-10-28,8.33333
2021-10-29,11.11111
2021-11-01,19.44444
2021-11-02,5.55555
2021-11-03,26.85185
2021-11-04,13.88888
2021-11-05,6.48148
2021-11-06,4.62962
2021-11-09,10.18518
2021-11-10,16.66666
2021-11-11,13.88888
2021-11-12,14.81481
2021-11-14,4.62962
2021-11-15,18.51851
2021-11-16,22.22222
2021-11-17,14.81481
2021-11-18,12.03703
2021-11-22,6.48148
2021-11-23,23.14814
2021-11-24,15.74074
2021-11-25,4.62962
2021-11-28,4.62962
2021-11-29,12.03703
2021-11-30,10.18518
2021-12-01,14.81481
2021-12-02,18.51851
2021-12-03,15.74074
2021-12-04,6.48148
2021-12-06,12.03703
2021-12-07,12.96296
2021-12-08,9.25925
2021-12-09,18.51851
2021-12-10,17.59259
2021-12-13,19.44444
2021-12-14,16.66666
2021-12-15,21.29629
2021-12-16,21.29629
2021-12-17,7.4074
2021-12-20,6.48148
2021-12-21,18.51851
2021-12-22,12.96296
2021-12-23,12.03703
2021-12-24,20.37037
2021-12-27,25.0
2021-12-28,16.66666
2021-12-29,31.48148
2021-12-30,25.0
2021-12-31,41.66666
2022-01-02,4.62962
2022-01-03,44.44444
2022-01-04,38.88888
2022-01-05,29.62962
2022-01-06,25.92592
2022-01-07,15.74074
2022-01-10,19.44444
2022-01-11,23.14814
2022-01-12,10.18518
2022-01-13,17.59259
2022-01-14,4.62962
2022-01-16,6.48148
2022-01-17,19.44444
2022-01-18,15.74074
2022-01-19,20.37037
2022-01-20,25.92592
2022-01-21,17.59259
2022-01-22,6.48148
2022-01-24,14.81481
2022-01-25,24.07407
2022-01-26,20.37037
2022-01-27,6.48148
2022-01-28,11.11111
2022-01-29,4.62962
2022-02-01,6.48148
2022-02-02,4.62962
2022-02-03,5.55555
2022-02-04,11.11111
2022-02-06,7.4074
2022-02-07,13.88888
2022-02-08,12.03703
2022-02-09,13.88888
2022-02-10,21.29629
2022-02-11,18.51851
2022-02-12,6.48148
2022-02-13,13.88888
2022-02-14,21.29629
2022-02-15,22.22222
2022-02-16,19.44444
2022-02-17,16.66666
2022-02-18,17.59259
2022-02-21,12.96296
2022-02-22,19.44444
2022-02-23,24.07407
2022-02-24,9.25925
2022-02-25,12.96296
2022-02-27,6.48148
2022-02-28,12.03703
2022-03-01,5.55555
2022-03-02,6.48148
2022-03-03,30.55555
2022-03-04,24.07407
2022-03-05,5.55555
2022-03-07,19.44444
2022-03-08,22.22222
2022-03-10,34.25925
2022-03-11,16.66666
2022-03-12,5.55555
2022-03-14,6.48148
2022-03-15,16.66666
2022-03-16,12.03703
2022-03-17,21.29629
2022-03-18,12.96296
2022-03-19,4.62962
2022-03-21,14.81481
2022-03-22,17.59259
2022-03-23,8.33333
2022-03-24,15.74074
2022-03-25,27.77777
2022-03-26,6.48148
2022-03-27,5.55555
2022-03-28,12.03703
2022-03-29,15.74074
2022-03-30,4.62962
2022-04-01,9.25925
2022-04-04,4.62962
2022-04-05,15.74074
2022-04-06,12.96296
2022-04-07,6.48148
2022-04-08,17.59259
2022-04-11,9.25925
2022-04-12,24.07407
2022-04-13,20.37037
2022-04-14,5.55555
2022-04-15,5.55555
2022-04-18,7.4074
2022-04-19,17.59259
2022-04-20,18.51851
2022-04-21,20.37037
2022-04-22,12.03703
2022-04-23,6.48148
2022-04-25,7.4074
2022-04-26,13.88888
2022-04-27,17.59259
2022-04-28,9.25925
2022-04-29,7.4074
2022-05-01,5.55555
2022-05-02,12.03703
2022-05-03,22.22222
2022-05-04,26.85185
2022-05-06,12.03703
2022-05-09,13.88888
2022-05-10,5.55555
2022-05-11,10.18518
2022-05-12,4.62962
2022-05-13,8.33333
2022-05-16,8.33333
2022-05-17,13.88888
2022-05-18,22.22222
2022-05-19,8.33333
2022-05-20,16.66666
2022-05-22,7.4074
2022-05-23,18.51851
2022-05-24,13.88888
2022-05-25,18.51851
2022-05-26,10.18518
2022-05-27,5.55555
2022-05-28,6.48148
2022-05-30,4.62962
2022-05-31,8.33333
2022-06-01,4.62962
2022-06-02,6.48148
2022-06-03,11.11111
2022-06-05,6.48148
2022-06-07,15.74074
2022-06-08,12.03703
2022-06-09,12.03703
2022-06-10,12.96296
2022-06-11,5.55555
2022-06-13,12.96296
2022-06-14,7.4074
2022-06-15,12.03703
2022-06-16,12.03703
2022-06-17,16.66666
2022-06-19,6.48148
2022-06-20,4.62962
2022-06-21,8.33333
2022-06-22,9.25925
2022-06-23,12.96296
2022-06-24,12.03703
2022-06-25,5.55555
2022-06-26,5.55555
2022-06-27,19.44444
2022-06-28,10.18518
2022-06-29,13.88888
2022-06-30,15.74074
2022-07-01,10.18518
2022-07-04,6.48148
2022-07-05,11.11111
2022-07-06,22.22222
2022-07-08,12.96296
2022-07-11,11.11111
2022-07-12,13.88888
2022-07-13,15.74074
2022-07-14,4.62962
2022-07-15,6.48148
2022-07-18,18.51851
2022-07-19,11.11111
2022-07-20,16.66666
2022-07-21,13.88888
2022-07-22,10.18518
2022-07-25,5.55555
2022-07-28,7.4074
2022-07-29,7.4074
2022-07-30,4.62962
2022-08-01,12.03703
2022-08-02,27.77777
2022-08-03,11.11111
2022-08-04,16.66666
2022-08-05,17.59259
2022-08-06,4.62962
2022-08-07,8.33333
2022-08-08,8.33333
2022-08-09,12.96296
2022-08-10,14.81481
2022-08-12,7.4074
2022-08-13,5.55555
2022-08-14,11.11111
2022-08-15,5.55555
2022-08-16,6.48148
2022-08-17,20.37037
2022-08-18,14.81481
2022-08-19,17.59259
2022-08-20,13.88888
2022-08-22,17.59259
2022-08-23,15.74074
2022-08-24,10.18518
2022-08-25,19.44444
2022-08-26,6.48148
2022-08-28,5.55555
2022-08-29,10.18518
2022-08-30,7.4074
2022-08-31,9.25925
2022-09-01,12.96296
2022-09-02,15.74074
2022-09-03,4.62962
2022-09-05,5.55555
2022-09-06,15.74074
2022-09-07,14.81481
2022-09-08,8.33333
2022-09-10,4.62962
2022-09-13,18.51851
2022-09-14,25.92592
2022-09-15,17.59259
2022-09-16,10.18518
2022-09-20,13.88888
2022-09-21,15.74074
2022-09-22,5.55555
2022-09-23,12.96296
2022-09-25,4.62962
2022-09-26,10.18518
2022-09-27,5.55555
2022-09-28,8.33333
2022-09-29,4.62962
2022-09-30,20.37037
2022-10-02,7.4074
2022-10-04,15.74074
2022-10-05,14.81481
2022-10-06,4.62962
2022-10-07,7.4074
2022-10-10,5.55555
2022-10-11,4.62962
2022-10-12,23.14814
2022-10-14,10.18518
2022-10-15,7.4074
2022-10-17,16.66666
2022-10-18,16.66666
2022-10-19,5.55555
2022-10-20,16.66666
2022-10-21,4.62962
2022-10-22,4.62962
2022-10-24,12.03703
2022-10-25,27.77777
2022-10-26,12.03703
2022-10-27,20.37037
2022-10-28,24.07407
2022-10-31,14.81481
2022-11-01,7.4074
2022-11-02,4.62962
2022-11-03,6.48148
2022-11-04,8.33333
2022-11-07,12.03703
2022-11-08,12.96296
2022-11-09,25.0
2022-11-10,19.44444
2022-11-11,15.74074
2022-11-14,7.4074
2022-11-16,6.48148
2022-11-17,4.62962
2022-11-19,6.48148
2022-11-20,5.55555
2022-11-21,15.74074
2022-11-22,21.29629
2022-11-23,7.4074
2022-11-24,9.25925
2022-11-25,12.03703
2022-11-28,10.18518
2022-11-29,23.14814
2022-11-30,17.59259
2022-12-01,13.88888
2022-12-02,14.81481
2022-12-04,4.62962
2022-12-05,24.07407
2022-12-06,25.92592
2022-12-07,15.74074
2022-12-08,7.4074
2022-12-09,13.88888
2022-12-10,8.33333
2022-12-11,4.62962
2022-12-12,15.74074
2022-12-13,26.85185
2022-12-14,24.07407
2022-12-15,16.66666
2022-12-16,14.81481
2022-12-17,5.55555
2022-12-18,7.4074
2022-12-19,22.22222
2022-12-20,19.44444
2022-12-21,16.66666
2022-12-22,29.62962
2022-12-23,12.96296
2022-12-24,6.48148
2022-12-25,6.48148
2022-12-26,15.74074
2022-12-27,18.51851
2022-12-28,20.37037
2022-12-29,24.07407
2022-12-30,12.03703
2023-01-01,6.48148
2023-01-02,14.81481
2023-01-03,13.88888
2023-01-04,12.96296
2023-01-05,15.74074
2023-01-06,4.62962
2023-01-09,4.62962
2023-01-10,26.85185
2023-01-11,8.33333
2023-01-12,19.44444
2023-01-13,12.03703
2023-01-15,5.55555
2023-01-16,17.59259
2023-01-17,16.66666
2023-01-18,10.18518
2023-01-19,15.74074
2023-01-20,22.22222
2023-01-21,10.18518
2023-01-23,11.11111
2023-01-24,11.11111
2023-01-25,30.55555
2023-01-26,18.51851
2023-01-27,32.4074
2023-01-28,10.18518
2023-01-29,4.62962
2023-01-30,13.88888
2023-01-31,20.37037
2023-02-01,24.07407
2023-02-02,23.14814
2023-02-03,17.59259
2023-02-04,10.18518
2023-02-05,5.55555
2023-02-06,32.4074
2023-02-07,15.74074
2023-02-08,10.18518
2023-02-09,16.66666
2023-02-10,18.51851
2023-02-11,18.51851
2023-02-12,18.51851
2023-02-13,30.55555
2023-02-14,10.18518
2023-02-15,14.81481
2023-02-16,25.92592
2023-02-17,17.59259
2023-02-18,9.25925
2023-02-19,15.74074
2023-02-20,15.74074
2023-02-21,25.0
2023-02-22,14.81481
2023-02-23,13.88888
2023-02-24,15.74074
2023-02-27,12.96296
2023-02-28,4.62962
2023-03-01,10.18518
2023-03-02,12.03703
2023-03-03,12.96296
2023-03-06,4.62962
2023-03-07,5.55555
2023-03-08,22.22222
2023-03-09,12.03703
2023-03-10,4.62962
2023-03-11,6.48148
2023-03-12,7.4074
2023-03-13,16.66666
2023-03-14,14.81481
2023-03-15,12.03703
2023-03-16,27.77777
2023-03-17,14.81481
2023-03-18,6.48148
2023-03-19,4.62962
2023-03-20,17.59259
2023-03-21,12.03703
2023-03-22,12.03703
2023-03-23,5.55555
2023-03-24,4.62962
2023-03-25,12.96296
2023-03-26,4.62962
2023-03-27,34.25925
2023-03-28,12.03703
2023-03-29,12.96296
2023-03-30,4.62962
2023-03-31,8.33333
2023-04-03,12.03703
2023-04-04,13.88888
2023-04-05,5.55555
2023-04-06,9.25925
2023-04-07,4.62962
2023-04-08,4.62962
2023-04-09,10.18518
2023-04-10,13.88888
2023-04-11,18.51851
2023-04-12,16.66666
2023-04-13,11.11111
2023-04-14,18.51851
2023-04-17,15.74074
2023-04-18,24.07407
2023-04-19,16.66666
2023-04-20,24.07407
2023-04-21,6.48148
2023-04-24,15.74074
2023-04-25,16.66666
2023-04-27,10.18518
2023-04-28,7.4074
2023-05-01,9.25925
2023-05-02,12.96296
2023-05-03,7.4074
2023-05-04,9.25925
2023-05-05,4.62962
2023-05-08,19.44444
2023-05-09,9.25925
2023-05-10,17.59259
2023-05-11,17.59259
2023-05-12,4.62962
2023-05-13,5.55555
2023-05-14,4.62962
2023-05-15,15.74074
2023-05-16,23.14814
2023-05-17,7.4074
2023-05-18,19.44444
2023-05-19,8.33333
2023-05-22,17.59259
2023-05-23,5.55555
2023-05-24,12.03703
2023-05-25,15.74074
2023-05-26,9.25925
2023-05-27,12.96296
2023-05-29,5.55555
2023-05-30,5.55555
2023-05-31,13.88888
2023-06-01,7.4074
2023-06-02,18.51851
2023-06-04,12.03703
2023-06-05,10.18518
2023-06-07,16.66666
2023-06-08,22.22222
2023-06-09,16.66666
2023-06-11,6.48148
2023-06-12,25.0
2023-06-13,25.0
2023-06-14,14.81481
2023-06-15,17.59259
2023-06-16,18.51851
2023-06-18,4.62962
2023-06-19,21.29629
2023-06-20,21.29629
2023-06-21,12.96296
2023-06-22,31.48148
2023-06-23,22.22222
2023-06-24,4.62962
2023-06-25,4.62962
2023-06-26,24.07407
2023-06-27,14.81481
2023-06-28,14.81481
2023-06-29,20.37037
2023-06-30,13.88888
2023-07-01,4.62962
2023-07-02,6.48148
2023-07-03,17.59259
2023-07-04,11.11111
2023-07-05,11.11111
2023-07-06,14.81481
2023-07-07,15.74074
2023-07-08,8.33333
2023-07-10,24.07407
2023-07-11,15.74074
2023-07-12,21.29629
2023-07-13,25.0
2023-07-14,37.03703
2023-07-15,9.25925
2023-07-16,13.88888
2023-07-17,22.22222
2023-07-18,12.03703
2023-07-19,11.11111
2023-07-20,25.92592
2023-07-21,14.81481
2023-07-22,5.55555
2023-07-23,12.03703
2023-07-24,17.59259
2023-07-25,34.25925
2023-07-26,24.07407
2023-07-27,17.59259
2023-07-28,15.74074
2023-07-29,4.62962
2023-07-30,5.55555
2023-07-31,17.59259
2023-08-01,25.0
2023-08-02,23.14814
2023-08-03,21.29629
2023-08-04,22.22222
2023-08-05,5.55555
2023-08-06,6.48148
2023-08-07,21.29629
2023-08-08,31.48148
2023-08-09,27.77777
2023-08-10,34.25925
2023-08-11,15.74074
2023-08-12,20.37037
2023-08-13,12.96296
2023-08-14,18.51851
2023-08-15,16.66666
2023-08-16,18.51851
2023-08-17,36.11111
2023-08-18,36.11111
2023-08-19,23.14814
2023-08-20,21.29629
2023-08-21,35.18518
2023-08-22,42.59259
2023-08-23,25.92592
2023-08-24,19.44444
2023-08-25,6.48148
2023-08-26,15.74074
2023-08-27,14.81481
2023-08-28,25.92592
2023-08-29,28.7037
2023-08-30,28.7037
2023-08-31,23.14814
2023-09-01,25.0
2023-09-02,14.81481
2023-09-03,13.88888
2023-09-04,28.7037
2023-09-05,23.14814
2023-09-06,40.74074
2023-09-07,37.03703
2023-09-08,21.29629
2023-09-09,25.92592
2023-09-10,9.25925
2023-09-11,24.07407
2023-09-12,43.51851
2023-09-13,45.37037
2023-09-14,61.11111
2023-09-15,71.29629
2023-09-16,54.62962
2023-09-17,34.25925
2023-09-18,34.25925
2023-09-19,40.74074
2023-09-20,85.18518
2023-09-21,66.66666
2023-09-22,59.25925
2023-09-23,76.85185
2023-09-24,69.44444
2023-09-25,100.0
2023-09-26,83.33333
2023-09-27,73.14814
2023-09-28,25.0
2023-09-29,19.44444
2023-09-30,24.07407
2023-10-01,32.4074
2023-10-02,35.18518
2023-10-03,45.37037
2023-10-04,58.33333
2023-10-05,38.88888
2023-10-06,34.25925
2023-10-07,41.66666
2023-10-08,30.55555
2023-10-09,37.96296
2023-10-10,28.7037
2023-10-11,39.81481
2023-10-12,57.4074
2023-10-13,33.33333
2023-10-14,12.96296
2023-10-15,25.92592
2023-10-16,20.37037
2023-10-17,35.18518
2023-10-18,27.77777
2023-10-19,37.03703
2023-10-20,27.77777
2023-10-21,21.29629
2023-10-22,27.77777
2023-10-23,32.4074
2023-10-24,39.81481
2023-10-25,34.25925
2023-10-26,26.85185
2023-10-27,37.03703
2023-10-28,19.44444
2023-10-29,25.92592
2023-10-30,39.81481
2023-10-31,30.55555
2023-11-01,35.18518
2023-11-02,37.03703
2023-11-03,32.4074
2023-11-04,14.81481
2023-11-05,19.44444
2023-11-06,20.37037
2023-11-07,36.11111
2023-11-08,31.48148
2023-11-09,26.85185
2023-11-10,23.14814
2023-11-11,7.4074
2023-11-12,13.88888
2023-11-13,37.03703
2023-11-14,36.11111
2023-11-15,37.03703
2023-11-16,34.25925
2023-11-17,28.7037
2023-11-18,9.25925
2023-11-19,6.48148
2023-11-20,38.88888
2023-11-21,22.22222
2023-11-22,24.07407
2023-11-23,22.22222
2023-11-24,19.44444
2023-11-25,6.48148
2023-11-26,7.4074
2023-11-27,23.14814
2023-11-28,22.22222
2023-11-29,29.62962
2023-11-30,35.18518
2023-12-01,24.07407
2023-12-02,20.37037
2023-12-03,14.81481
2023-12-04,32.4074
2023-12-05,28.7037
2023-12-06,28.7037
2023-12-07,33.33333
2023-12-08,27.77777
2023-12-09,19.44444
2023-12-10,37.03703
2023-12-11,38.88888
2023-12-12,25.92592
2023-12-13,34.25925
2023-12-14,36.11111
2023-12-15,27.77777
2023-12-16,19.44444
2023-12-17,23.14814
2023-12-18,28.7037
2023-12-19,39.81481
2023-12-20,44.44444
2023-12-21,24.07407
2023-12-22,37.96296
2023-12-23,18.51851
