date,바이오관련주
2020-07-11,10.13084
2020-07-12,14.8295
2020-07-13,22.56145
2020-07-14,23.59238
2020-07-15,23.71134
2020-07-16,18.39809
2020-07-17,16.49484
2020-07-18,10.4877
2020-07-19,11.77636
2020-07-20,23.01744
2020-07-21,29.12371
2020-07-22,37.01427
2020-07-23,46.45122
2020-07-24,38.79857
2020-07-25,20.02379
2020-07-26,30.908
2020-07-27,43.67565
2020-07-28,34.19904
2020-07-29,28.60824
2020-07-30,34.97224
2020-07-31,29.32196
2020-08-01,18.8739
2020-08-02,22.73988
2020-08-03,38.77874
2020-08-04,36.55828
2020-08-05,43.21966
2020-08-06,42.88263
2020-08-07,37.1927
2020-08-08,20.16256
2020-08-09,18.81443
2020-08-10,32.93021
2020-08-11,36.61776
2020-08-12,36.3402
2020-08-13,27.14115
2020-08-14,27.57731
2020-08-15,16.75257
2020-08-16,17.28786
2020-08-17,20.20222
2020-08-18,33.82236
2020-08-19,40.1467
2020-08-20,39.0563
2020-08-21,27.49801
2020-08-22,20.79698
2020-08-23,22.79936
2020-08-24,41.99048
2020-08-25,54.00475
2020-08-26,72.87866
2020-08-27,62.37113
2020-08-28,46.90721
2020-08-29,31.08643
2020-08-30,33.10864
2020-08-31,49.24662
2020-09-01,48.39413
2020-09-02,52.27993
2020-09-03,47.66058
2020-09-04,41.97065
2020-09-05,24.90087
2020-09-06,28.44964
2020-09-07,45.4996
2020-09-08,43.7946
2020-09-09,43.18001
2020-09-10,30.49167
2020-09-11,27.43854
2020-09-12,20.55908
2020-09-13,24.1475
2020-09-14,31.42347
2020-09-15,35.66613
2020-09-16,35.17049
2020-09-17,29.83743
2020-09-18,23.15622
2020-09-19,15.66217
2020-09-20,21.03489
2020-09-21,28.42981
2020-09-22,32.37509
2020-09-23,27.47819
2020-09-24,26.34813
2020-09-25,18.97303
2020-09-26,12.78747
2020-09-27,12.49008
2020-09-28,16.61379
2020-09-29,16.8517
2020-09-30,10.38858
2020-10-01,11.51863
2020-10-02,13.02537
2020-10-03,12.09357
2020-10-04,12.50991
2020-10-05,21.33227
2020-10-06,28.56859
2020-10-07,25.0
2020-10-08,20.99524
2020-10-09,13.65979
2020-10-10,15.40444
2020-10-11,15.1467
2020-10-12,26.20935
2020-10-13,26.62569
2020-10-14,19.68675
2020-10-15,17.48612
2020-10-16,19.23076
2020-10-17,11.32038
2020-10-18,10.64631
2020-10-19,20.4996
2020-10-20,20.85646
2020-10-21,17.66455
2020-10-22,15.97938
2020-10-23,10.56701
2020-10-24,8.06899
2020-10-25,6.64155
2020-10-26,13.79857
2020-10-27,13.95717
2020-10-28,12.60904
2020-10-29,13.52101
2020-10-30,11.91514
2020-10-31,7.11736
2020-11-01,9.65503
2020-11-02,12.47026
2020-11-03,20.04361
2020-11-04,22.02616
2020-11-05,33.50515
2020-11-06,42.8628
2020-11-07,28.23156
2020-11-08,28.54877
2020-11-09,45.30134
2020-11-10,53.35051
2020-11-11,42.04996
2020-11-12,26.66534
2020-11-13,20.77716
2020-11-14,13.87787
2020-11-15,13.00555
2020-11-16,27.99365
2020-11-17,32.87073
2020-11-18,83.44567
2020-11-19,88.14432
2020-11-20,53.40999
2020-11-21,21.27279
2020-11-22,22.04599
2020-11-23,42.56542
2020-11-24,33.86201
2020-11-25,36.16177
2020-11-26,30.39254
2020-11-27,25.73354
2020-11-28,17.42664
2020-11-29,17.6249
2020-11-30,27.49801
2020-12-01,29.24266
2020-12-02,29.38144
2020-12-03,35.88421
2020-12-04,31.32434
2020-12-05,20.67803
2020-12-06,20.89611
2020-12-07,41.21728
2020-12-08,47.66058
2020-12-09,44.84536
2020-12-10,39.73037
2020-12-11,35.64631
2020-12-12,25.69389
2020-12-13,23.88977
2020-12-14,48.53291
2020-12-15,45.63838
2020-12-16,41.53449
2020-12-17,34.67486
2020-12-18,42.56542
2020-12-19,31.18556
2020-12-20,27.954
2020-12-21,51.36796
2020-12-22,53.44964
2020-12-23,52.49801
2020-12-24,33.56463
2020-12-25,20.63838
2020-12-26,19.34972
2020-12-27,21.78826
2020-12-28,38.67961
2020-12-29,68.5567
2020-12-30,79.87708
2020-12-31,43.47739
2021-01-01,35.22997
2021-01-02,32.05789
2021-01-03,34.89294
2021-01-04,75.49563
2021-01-05,100.0
2021-01-06,99.78191
2021-01-07,92.7042
2021-01-08,92.16891
2021-01-09,54.0444
2021-01-10,48.51308
2021-01-11,71.3521
2021-01-12,54.85725
2021-01-13,50.77319
2021-01-14,49.24662
2021-01-15,47.26407
2021-01-16,38.44171
2021-01-17,28.33068
2021-01-18,44.13164
2021-01-19,50.51546
2021-01-20,45.71768
2021-01-21,49.98017
2021-01-22,49.20697
2021-01-23,35.76526
2021-01-24,29.99603
2021-01-25,53.23156
2021-01-26,46.98651
2021-01-27,41.13798
2021-01-28,31.38382
2021-01-29,26.8636
2021-01-30,17.12926
2021-01-31,20.87628
2021-02-01,28.86597
2021-02-02,35.50753
2021-02-03,29.26249
2021-02-04,29.28231
2021-02-05,26.64551
2021-02-06,34.61538
2021-02-07,29.14353
2021-02-08,39.15543
2021-02-09,45.06344
2021-02-10,26.62569
2021-02-11,20.08326
2021-02-12,18.97303
2021-02-13,22.00634
2021-02-14,24.20697
2021-02-15,37.07375
2021-02-16,44.66693
2021-02-17,40.66217
2021-02-18,33.60428
2021-02-19,23.71134
2021-02-20,22.24425
2021-02-21,36.2609
2021-02-22,37.03409
2021-02-23,40.74147
2021-02-24,48.33465
2021-02-25,64.29421
2021-02-26,47.32355
2021-02-27,29.54004
2021-02-28,35.88421
2021-03-01,36.4195
2021-03-02,40.18636
2021-03-03,33.16812
2021-03-04,28.66772
2021-03-05,33.20777
2021-03-06,21.66931
2021-03-07,19.88501
2021-03-08,26.52656
2021-03-09,21.60983
2021-03-10,22.48215
2021-03-11,22.22442
2021-03-12,22.48215
2021-03-13,34.87311
2021-03-14,50.89214
2021-03-15,52.57731
2021-03-16,44.11181
2021-03-17,40.62252
2021-03-18,48.4536
2021-03-19,41.75257
2021-03-20,25.59476
2021-03-21,22.99762
2021-03-22,33.34655
2021-03-23,25.75337
2021-03-24,23.55273
2021-03-25,20.99524
2021-03-26,19.38937
2021-03-27,18.39809
2021-03-28,14.15543
2021-03-29,20.16256
2021-03-30,21.17367
2021-03-31,20.47977
2021-04-01,22.10547
2021-04-02,18.47739
2021-04-03,15.52339
2021-04-04,13.50118
2021-04-05,15.78112
2021-04-06,17.98176
2021-04-07,18.18001
2021-04-08,25.71371
2021-04-09,27.75574
2021-04-10,25.89214
2021-04-11,23.57256
2021-04-12,35.28945
2021-04-13,45.63838
2021-04-14,39.03647
2021-04-15,34.75416
2021-04-16,33.98096
2021-04-17,58.12846
2021-04-18,33.76288
2021-04-19,40.97938
2021-04-20,33.68358
2021-04-21,34.15939
2021-04-22,34.97224
2021-04-23,31.72085
2021-04-24,31.6019
2021-04-25,23.11657
2021-04-26,50.85249
2021-04-27,34.69468
2021-04-28,31.44329
2021-04-29,29.34179
2021-04-30,22.42268
2021-05-01,29.28231
2021-05-02,16.19746
2021-05-03,29.85725
2021-05-04,22.08564
2021-05-05,13.63996
2021-05-06,19.98413
2021-05-07,20.34099
2021-05-08,12.33148
2021-05-09,13.22363
2021-05-10,18.69547
2021-05-11,16.39571
2021-05-12,16.0785
2021-05-13,17.38699
2021-05-14,18.16019
2021-05-15,16.0785
2021-05-16,14.15543
2021-05-17,18.53687
2021-05-18,15.22601
2021-05-19,11.16177
2021-05-20,17.54559
2021-05-21,16.15781
2021-05-22,36.97462
2021-05-23,24.3854
2021-05-24,22.58128
2021-05-25,16.33624
2021-05-26,16.71292
2021-05-27,19.88501
2021-05-28,24.60348
2021-05-29,13.2038
2021-05-30,12.09357
2021-05-31,15.48374
2021-06-01,13.10467
2021-06-02,15.10705
2021-06-03,16.95083
2021-06-04,16.55432
2021-06-05,11.24107
2021-06-06,23.51308
2021-06-07,37.66851
2021-06-08,52.57731
2021-06-09,31.85963
2021-06-10,26.22918
2021-06-11,21.59
2021-06-12,26.80412
2021-06-13,42.68437
2021-06-14,43.06106
2021-06-15,32.55352
2021-06-16,27.89452
2021-06-17,25.29738
2021-06-18,24.58366
2021-06-19,15.0674
2021-06-20,19.31007
2021-06-21,29.85725
2021-06-22,30.03568
2021-06-23,52.14115
2021-06-24,51.13005
2021-06-25,40.66217
2021-06-26,33.34655
2021-06-27,37.13322
2021-06-28,37.23235
2021-06-29,27.08168
2021-06-30,32.7716
2021-07-01,39.53211
2021-07-02,45.06344
2021-07-03,32.91038
2021-07-04,28.8858
2021-07-05,39.88897
2021-07-06,35.58683
2021-07-07,37.1134
2021-07-08,34.13957
2021-07-09,31.24504
2021-07-10,16.15781
2021-07-11,16.87153
2021-07-12,22.50198
2021-07-13,22.04599
2021-07-14,17.8628
2021-07-15,17.46629
2021-07-16,12.54956
2021-07-17,9.69468
2021-07-18,11.61776
2021-07-19,17.08961
2021-07-20,16.7724
2021-07-21,12.62886
2021-07-22,13.48136
2021-07-23,12.98572
2021-07-24,9.67486
2021-07-25,8.06899
2021-07-26,12.74781
2021-07-27,12.9659
2021-07-28,12.76764
2021-07-29,15.46391
2021-07-30,11.37985
2021-07-31,7.59318
2021-08-01,8.10864
2021-08-02,11.63758
2021-08-03,12.25218
2021-08-04,14.03647
2021-08-05,23.86994
2021-08-06,21.98651
2021-08-07,11.06264
2021-08-08,11.20142
2021-08-09,15.26566
2021-08-10,32.37509
2021-08-11,31.44329
2021-08-12,25.63441
2021-08-13,20.6582
2021-08-14,13.73909
2021-08-15,13.52101
2021-08-16,19.23076
2021-08-17,30.98731
2021-08-18,23.01744
2021-08-19,17.8628
2021-08-20,15.80095
2021-08-21,10.90404
2021-08-22,7.83108
2021-08-23,13.48136
2021-08-24,22.18477
2021-08-25,22.32355
2021-08-26,19.86518
2021-08-27,15.1467
2021-08-28,12.272
2021-08-29,11.59793
2021-08-30,16.91118
2021-08-31,18.25931
2021-09-01,16.25693
2021-09-02,18.23949
2021-09-03,16.15781
2021-09-04,13.48136
2021-09-05,12.29183
2021-09-06,14.47264
2021-09-07,12.68834
2021-09-08,12.39095
2021-09-09,10.80491
2021-09-10,9.25852
2021-09-11,6.78033
2021-09-12,6.32434
2021-09-13,7.93021
2021-09-14,7.93021
2021-09-15,7.37509
2021-09-16,5.98731
2021-09-17,7.85091
2021-09-18,7.27597
2021-09-19,4.22283
2021-09-20,3.31086
2021-09-21,3.86597
2021-09-22,6.50277
2021-09-23,8.6241
2021-09-24,8.24742
2021-09-25,5.65027
2021-09-26,6.44329
2021-09-27,7.85091
2021-09-28,6.22521
2021-09-29,6.16574
2021-09-30,6.18556
2021-10-01,5.53132
2021-10-02,3.7272
2021-10-03,4.20301
2021-10-04,3.76685
2021-10-05,8.34655
2021-10-06,8.20777
2021-10-07,5.7494
2021-10-08,4.75812
2021-10-09,3.13243
2021-10-10,4.87708
2021-10-11,2.71609
2021-10-12,73.88977
2021-10-13,37.9659
2021-10-14,18.37827
2021-10-15,12.01427
2021-10-16,9.89294
2021-10-17,23.96907
2021-10-18,16.89135
2021-10-19,11.63758
2021-10-20,7.09754
2021-10-21,6.74068
2021-10-22,6.20539
2021-10-23,4.40126
2021-10-24,4.46074
2021-10-25,7.31562
2021-10-26,8.80253
2021-10-27,6.44329
2021-10-28,7.43457
2021-10-29,7.55352
2021-10-30,4.46074
2021-10-31,4.85725
2021-11-01,6.06661
2021-11-02,11.02299
2021-11-03,9.53608
2021-11-04,8.56463
2021-11-05,6.72085
2021-11-06,4.46074
2021-11-07,4.48057
2021-11-08,10.4877
2021-11-09,8.04916
2021-11-10,5.37272
2021-11-11,4.71847
2021-11-12,5.25376
2021-11-13,4.18318
2021-11-14,4.91673
2021-11-15,7.81126
2021-11-16,7.13719
2021-11-17,7.49405
2021-11-18,5.72957
2021-11-19,5.76923
2021-11-20,5.17446
2021-11-21,5.68992
2021-11-22,7.65265
2021-11-23,7.613
2021-11-24,7.11736
2021-11-25,7.65265
2021-11-26,9.4766
2021-11-27,9.99206
2021-11-28,8.64393
2021-11-29,12.05392
2021-11-30,9.45678
2021-12-01,7.13719
2021-12-02,6.36399
2021-12-03,6.02696
2021-12-04,4.75812
2021-12-05,5.11498
2021-12-06,5.76923
2021-12-07,7.7716
2021-12-08,7.31562
2021-12-09,9.43695
2021-12-10,8.36637
2021-12-11,4.12371
2021-12-12,6.02696
2021-12-13,8.44567
2021-12-14,9.49643
2021-12-15,12.54956
2021-12-16,9.83346
2021-12-17,7.17684
2021-12-18,4.91673
2021-12-19,6.18556
2021-12-20,7.35527
2021-12-21,7.23632
2021-12-22,6.87946
2021-12-23,6.24504
2021-12-24,5.39254
2021-12-25,4.36161
2021-12-26,5.37272
2021-12-27,5.92783
2021-12-28,6.48295
2021-12-29,7.43457
2021-12-30,7.35527
2021-12-31,3.70737
2022-01-01,3.56859
2022-01-02,5.96748
2022-01-03,6.72085
2022-01-04,6.81998
2022-01-05,5.09516
2022-01-06,4.57969
2022-01-07,5.19429
2022-01-08,5.65027
2022-01-09,6.32434
2022-01-10,5.47184
2022-01-11,5.63045
2022-01-12,6.66137
2022-01-13,8.30689
2022-01-14,6.81998
2022-01-15,4.7383
2022-01-16,4.22283
2022-01-17,5.5908
2022-01-18,7.55352
2022-01-19,9.00079
2022-01-20,7.51387
2022-01-21,4.67882
2022-01-22,3.54877
2022-01-23,3.46946
2022-01-24,5.07533
2022-01-25,5.78905
2022-01-26,5.29341
2022-01-27,5.53132
2022-01-28,5.94766
2022-01-29,3.84615
2022-01-30,2.57731
2022-01-31,2.06185
2022-02-01,3.07295
2022-02-02,3.48929
2022-02-03,7.47422
2022-02-04,6.12609
2022-02-05,4.14353
2022-02-06,3.05313
2022-02-07,5.11498
2022-02-08,5.80888
2022-02-09,4.8176
2022-02-10,3.68754
2022-02-11,3.68754
2022-02-12,2.75574
2022-02-13,3.8858
2022-02-14,4.0444
2022-02-15,3.37034
2022-02-16,3.58842
2022-02-17,3.48929
2022-02-18,2.954
2022-02-19,2.14115
2022-02-20,2.24028
2022-02-21,2.83505
2022-02-22,2.99365
2022-02-23,2.1015
2022-02-24,3.25138
2022-02-25,2.77557
2022-02-26,2.51784
2022-02-27,2.26011
2022-02-28,2.35923
2022-03-01,1.80412
2022-03-02,2.43854
2022-03-03,3.48929
2022-03-04,2.39888
2022-03-05,3.05313
2022-03-06,3.48929
2022-03-07,3.46946
2022-03-08,3.37034
2022-03-09,1.90325
2022-03-10,3.46946
2022-03-11,3.8065
2022-03-12,3.07295
2022-03-13,5.78905
2022-03-14,4.8176
2022-03-15,4.59952
2022-03-16,4.14353
2022-03-17,5.39254
2022-03-18,4.63917
2022-03-19,3.05313
2022-03-20,3.66772
2022-03-21,3.74702
2022-03-22,3.84615
2022-03-23,4.40126
2022-03-24,3.86597
2022-03-25,4.48057
2022-03-26,4.59952
2022-03-27,4.12371
2022-03-28,4.34179
2022-03-29,6.54242
2022-03-30,5.88818
2022-03-31,5.86835
2022-04-01,5.96748
2022-04-02,4.46074
2022-04-03,4.40126
2022-04-04,5.78905
2022-04-05,4.8969
2022-04-06,4.91673
2022-04-07,5.98731
2022-04-08,6.7605
2022-04-09,2.89452
2022-04-10,3.60824
2022-04-11,4.08406
2022-04-12,3.33068
2022-04-13,4.85725
2022-04-14,3.62807
2022-04-15,3.09278
2022-04-16,3.07295
2022-04-17,2.39888
2022-04-18,4.30214
2022-04-19,4.08406
2022-04-20,4.46074
2022-04-21,3.68754
2022-04-22,3.8858
2022-04-23,2.20063
2022-04-24,2.49801
2022-04-25,5.53132
2022-04-26,6.00713
2022-04-27,5.09516
2022-04-28,5.05551
2022-04-29,4.55987
2022-04-30,3.76685
2022-05-01,2.81522
2022-05-02,3.78667
2022-05-03,4.659
2022-05-04,4.44091
2022-05-05,3.74702
2022-05-06,3.92545
2022-05-07,2.73592
2022-05-08,2.57731
2022-05-09,3.15226
2022-05-10,3.92545
2022-05-11,4.91673
2022-05-12,4.42109
2022-05-13,5.21411
2022-05-14,5.41237
2022-05-15,3.52894
2022-05-16,4.46074
2022-05-17,3.7272
2022-05-18,5.7494
2022-05-19,5.31324
2022-05-20,5.23394
2022-05-21,2.954
2022-05-22,4.22283
2022-05-23,5.11498
2022-05-24,7.96986
2022-05-25,8.78271
2022-05-26,7.17684
2022-05-27,6.34417
2022-05-28,4.659
2022-05-29,4.69865
2022-05-30,5.23394
2022-05-31,9.09992
2022-06-01,3.9651
2022-06-02,5.13481
2022-06-03,8.42585
2022-06-04,4.8176
2022-06-05,3.66772
2022-06-06,3.01348
2022-06-07,4.34179
2022-06-08,3.66772
2022-06-09,3.54877
2022-06-10,3.56859
2022-06-11,2.37906
2022-06-12,5.07533
2022-06-13,4.26249
2022-06-14,4.77795
2022-06-15,4.63917
2022-06-16,3.9651
2022-06-17,4.52022
2022-06-18,2.49801
2022-06-19,2.71609
2022-06-20,4.48057
2022-06-21,4.12371
2022-06-22,4.87708
2022-06-23,4.87708
2022-06-24,5.25376
2022-06-25,4.38144
2022-06-26,4.40126
2022-06-27,5.29341
2022-06-28,6.32434
2022-06-29,5.05551
2022-06-30,5.39254
2022-07-01,3.27121
2022-07-02,2.16098
2022-07-03,2.26011
2022-07-04,2.63679
2022-07-05,4.40126
2022-07-06,5.05551
2022-07-07,5.37272
2022-07-08,5.33306
2022-07-09,2.81522
2022-07-10,4.57969
2022-07-11,7.25614
2022-07-12,7.91038
2022-07-13,6.28469
2022-07-14,6.06661
2022-07-15,5.51149
2022-07-16,3.92545
2022-07-17,3.44964
2022-07-18,7.83108
2022-07-19,7.03806
2022-07-20,6.26486
2022-07-21,5.41237
2022-07-22,3.8065
2022-07-23,2.67644
2022-07-24,3.15226
2022-07-25,4.32196
2022-07-26,3.40999
2022-07-27,7.11736
2022-07-28,6.78033
2022-07-29,3.35051
2022-07-30,3.23156
2022-07-31,3.33068
2022-08-01,3.8858
2022-08-02,3.90563
2022-08-03,3.27121
2022-08-04,4.08406
2022-08-05,7.31562
2022-08-06,6.14591
2022-08-07,5.78905
2022-08-08,6.78033
2022-08-09,8.10864
2022-08-10,6.70103
2022-08-11,5.55114
2022-08-12,5.21411
2022-08-13,3.56859
2022-08-14,3.42981
2022-08-15,3.82632
2022-08-16,6.28469
2022-08-17,6.38382
2022-08-18,5.84853
2022-08-19,4.02458
2022-08-20,3.23156
2022-08-21,3.8065
2022-08-22,5.63045
2022-08-23,4.95638
2022-08-24,5.96748
2022-08-25,5.98731
2022-08-26,6.14591
2022-08-27,4.12371
2022-08-28,3.9651
2022-08-29,4.30214
2022-08-30,6.06661
2022-08-31,6.78033
2022-09-01,6.66137
2022-09-02,5.37272
2022-09-03,3.52894
2022-09-04,2.61697
2022-09-05,6.20539
2022-09-06,4.20301
2022-09-07,4.71847
2022-09-08,3.74702
2022-09-09,2.41871
2022-09-10,3.07295
2022-09-11,2.97383
2022-09-12,4.28231
2022-09-13,14.71054
2022-09-14,9.51625
2022-09-15,7.7716
2022-09-16,5.35289
2022-09-17,3.76685
2022-09-18,5.61062
2022-09-19,5.61062
2022-09-20,4.95638
2022-09-21,4.26249
2022-09-22,4.28231
2022-09-23,4.93655
2022-09-24,2.37906
2022-09-25,2.97383
2022-09-26,4.9762
2022-09-27,4.59952
2022-09-28,5.33306
2022-09-29,6.48295
2022-09-30,5.23394
2022-10-01,3.0333
2022-10-02,2.67644
2022-10-03,2.77557
2022-10-04,4.00475
2022-10-05,3.94528
2022-10-06,3.8858
2022-10-07,3.8065
2022-10-08,2.45836
2022-10-09,4.02458
2022-10-10,4.12371
2022-10-11,5.45202
2022-10-12,4.99603
2022-10-13,5.31324
2022-10-14,7.65265
2022-10-15,5.72957
2022-10-16,4.20301
2022-10-17,6.00713
2022-10-18,5.68992
2022-10-19,5.94766
2022-10-20,3.84615
2022-10-21,4.63917
2022-10-22,3.8065
2022-10-23,3.37034
2022-10-24,5.13481
2022-10-25,7.07771
2022-10-26,6.40364
2022-10-27,7.91038
2022-10-28,6.72085
2022-10-29,4.10388
2022-10-30,3.31086
2022-10-31,5.27359
2022-11-01,7.03806
2022-11-02,6.38382
2022-11-03,5.98731
2022-11-04,4.40126
2022-11-05,3.40999
2022-11-06,3.23156
2022-11-07,4.99603
2022-11-08,6.62172
2022-11-09,6.34417
2022-11-10,5.11498
2022-11-11,5.68992
2022-11-12,4.83743
2022-11-13,4.14353
2022-11-14,4.67882
2022-11-15,7.87073
2022-11-16,5.94766
2022-11-17,3.78667
2022-11-18,3.98493
2022-11-19,2.8747
2022-11-20,3.17208
2022-11-21,2.73592
2022-11-22,3.40999
2022-11-23,2.89452
2022-11-24,2.67644
2022-11-25,3.25138
2022-11-26,2.27993
2022-11-27,2.7954
2022-11-28,2.81522
2022-11-29,3.33068
2022-11-30,2.53766
2022-12-01,4.18318
2022-12-02,3.09278
2022-12-03,1.40761
2022-12-04,2.26011
2022-12-05,3.66772
2022-12-06,2.77557
2022-12-07,3.21173
2022-12-08,3.25138
2022-12-09,3.35051
2022-12-10,2.29976
2022-12-11,4.00475
2022-12-12,3.60824
2022-12-13,4.69865
2022-12-14,5.01586
2022-12-15,5.33306
2022-12-16,4.22283
2022-12-17,3.29103
2022-12-18,2.89452
2022-12-19,3.46946
2022-12-20,3.29103
2022-12-21,3.8858
2022-12-22,3.90563
2022-12-23,2.7954
2022-12-24,2.1808
2022-12-25,2.47819
2022-12-26,3.64789
2022-12-27,2.63679
2022-12-28,3.05313
2022-12-29,3.01348
2022-12-30,1.84377
2022-12-31,1.68517
2023-01-01,2.89452
2023-01-02,4.14353
2023-01-03,4.24266
2023-01-04,5.17446
2023-01-05,3.07295
2023-01-06,3.42981
2023-01-07,2.7954
2023-01-08,3.44964
2023-01-09,5.33306
2023-01-10,3.48929
2023-01-11,4.54004
2023-01-12,4.38144
2023-01-13,3.64789
2023-01-14,3.29103
2023-01-15,2.85487
2023-01-16,3.76685
2023-01-17,3.31086
2023-01-18,3.58842
2023-01-19,3.31086
2023-01-20,3.29103
2023-01-21,2.45836
2023-01-22,1.72482
2023-01-23,2.71609
2023-01-24,2.65662
2023-01-25,3.7272
2023-01-26,5.70975
2023-01-27,7.15701
2023-01-28,3.7272
2023-01-29,2.7954
2023-01-30,4.18318
2023-01-31,4.93655
2023-02-01,5.03568
2023-02-02,5.76923
2023-02-03,4.71847
2023-02-04,3.33068
2023-02-05,2.16098
2023-02-06,3.7272
2023-02-07,4.57969
2023-02-08,4.9762
2023-02-09,4.77795
2023-02-10,3.8858
2023-02-11,2.43854
2023-02-12,2.81522
2023-02-13,2.8747
2023-02-14,3.23156
2023-02-15,3.42981
2023-02-16,5.37272
2023-02-17,4.8969
2023-02-18,3.78667
2023-02-19,2.93417
2023-02-20,8.3862
2023-02-21,6.91911
2023-02-22,4.40126
2023-02-23,4.26249
2023-02-24,4.55987
2023-02-25,2.8747
2023-02-26,2.57731
2023-02-27,3.9651
2023-02-28,15.60269
2023-03-01,14.43298
2023-03-02,9.33782
2023-03-03,7.37509
2023-03-04,4.83743
2023-03-05,5.25376
2023-03-06,6.44329
2023-03-07,8.42585
2023-03-08,8.48532
2023-03-09,9.21887
2023-03-10,7.15701
2023-03-11,6.89928
2023-03-12,6.95876
2023-03-13,6.6019
2023-03-14,6.28469
2023-03-15,6.97858
2023-03-16,6.95876
2023-03-17,13.40206
2023-03-18,8.68358
2023-03-19,11.04282
2023-03-20,12.72799
2023-03-21,9.63521
2023-03-22,8.92149
2023-03-23,9.41712
2023-03-24,12.74781
2023-03-25,8.88183
2023-03-26,6.6019
2023-03-27,9.09992
2023-03-28,9.51625
2023-03-29,8.84218
2023-03-30,11.85567
2023-03-31,10.64631
2023-04-01,7.33544
2023-04-02,6.93893
2023-04-03,10.78509
2023-04-04,24.96034
2023-04-05,38.14432
2023-04-06,29.8969
2023-04-07,23.67168
2023-04-08,16.0785
2023-04-09,26.36796
2023-04-10,24.96034
2023-04-11,24.16732
2023-04-12,32.71213
2023-04-13,31.7605
2023-04-14,37.90642
2023-04-15,21.23314
2023-04-16,21.5107
2023-04-17,28.78667
2023-04-18,20.4996
2023-04-19,19.7264
2023-04-20,17.40681
2023-04-21,14.29421
2023-04-22,9.43695
2023-04-23,10.4084
2023-04-24,16.01903
2023-04-25,13.977
2023-04-26,11.63758
2023-04-27,11.39968
2023-04-28,8.36637
2023-04-29,7.5337
2023-04-30,6.46312
2023-05-01,7.49405
2023-05-02,9.89294
2023-05-03,7.87073
2023-05-04,11.32038
2023-05-05,9.21887
2023-05-06,9.23869
2023-05-07,17.72402
2023-05-08,14.92862
2023-05-09,8.56463
2023-05-10,6.72085
2023-05-11,6.80015
2023-05-12,6.00713
2023-05-13,3.98493
2023-05-14,4.12371
2023-05-15,5.41237
2023-05-16,4.75812
2023-05-17,7.15701
2023-05-18,6.30452
2023-05-19,5.53132
2023-05-20,4.46074
2023-05-21,4.26249
2023-05-22,5.78905
2023-05-23,6.56225
2023-05-24,8.22759
2023-05-25,7.96986
2023-05-26,7.39492
2023-05-27,4.91673
2023-05-28,4.75812
2023-05-29,5.03568
