date,한국비엔씨주가
2020-03-20,0.38162
2020-03-21,0.02698
2020-03-23,0.39703
2020-03-24,0.51653
2020-03-25,0.50882
2020-03-26,0.43558
2020-03-27,0.38547
2020-03-28,0.02698
2020-03-30,0.41245
2020-03-31,0.46257
2020-04-01,0.60134
2020-04-02,0.76324
2020-04-03,0.54352
2020-04-04,0.02698
2020-04-05,0.01927
2020-04-06,0.56279
2020-04-07,0.59748
2020-04-08,0.54737
2020-04-09,0.47413
2020-04-10,0.88659
2020-04-11,0.15033
2020-04-12,0.10407
2020-04-13,0.83648
2020-04-14,0.59363
2020-04-15,0.04625
2020-04-16,0.74011
2020-04-17,0.63217
2020-04-18,0.12335
2020-04-19,0.08865
2020-04-20,0.71698
2020-04-21,0.56664
2020-04-22,0.60519
2020-04-23,0.55508
2020-04-24,0.56664
2020-04-25,0.02698
2020-04-26,0.02698
2020-04-27,0.47027
2020-04-28,0.51653
2020-04-29,0.56279
2020-04-30,0.03083
2020-05-01,0.03469
2020-05-04,0.4086
2020-05-05,0.01927
2020-05-06,0.39318
2020-05-07,0.47798
2020-05-08,0.53966
2020-05-09,0.03083
2020-05-10,0.01927
2020-05-11,0.39318
2020-05-12,0.4086
2020-05-13,0.40089
2020-05-14,0.59748
2020-05-15,0.53966
2020-05-16,0.02698
2020-05-18,0.56279
2020-05-19,0.48955
2020-05-20,0.51653
2020-05-21,0.42787
2020-05-22,0.4086
2020-05-23,0.0424
2020-05-24,0.02698
2020-05-25,0.38933
2020-05-26,0.35849
2020-05-27,0.38547
2020-05-28,0.29681
2020-05-29,0.28139
2020-05-30,0.04625
2020-05-31,0.02312
2020-06-01,0.40474
2020-06-02,0.28139
2020-06-03,0.39703
2020-06-04,0.36234
2020-06-05,0.3662
2020-06-06,0.01927
2020-06-07,0.01927
2020-06-08,0.45486
2020-06-09,0.53581
2020-06-10,0.45871
2020-06-11,0.7324
2020-06-12,0.4934
2020-06-13,0.03469
2020-06-14,0.05396
2020-06-15,0.47027
2020-06-16,0.55508
2020-06-17,0.52424
2020-06-18,0.95212
2020-06-19,0.67843
2020-06-20,0.16189
2020-06-21,0.11178
2020-06-22,0.8596
2020-06-23,0.58977
2020-06-24,0.5281
2020-06-25,0.70156
2020-06-26,0.44329
2020-06-27,0.03854
2020-06-28,0.04625
2020-06-29,0.39318
2020-06-30,0.48955
2020-07-01,0.53966
2020-07-02,0.44329
2020-07-03,0.42402
2020-07-04,0.04625
2020-07-06,0.43944
2020-07-07,0.37391
2020-07-08,0.45871
2020-07-09,0.38547
2020-07-10,0.37391
2020-07-11,0.02312
2020-07-12,0.03469
2020-07-13,0.52039
2020-07-14,0.39703
2020-07-15,0.31223
2020-07-16,0.35463
2020-07-17,0.43558
2020-07-18,0.03469
2020-07-19,0.02312
2020-07-20,0.57435
2020-07-21,0.41245
2020-07-22,0.43173
2020-07-23,0.56664
2020-07-24,0.47798
2020-07-25,0.07324
2020-07-26,0.07324
2020-07-27,0.5281
2020-07-28,0.53966
2020-07-29,0.50882
2020-07-30,0.53195
2020-07-31,0.34307
2020-08-01,0.0424
2020-08-02,0.06167
2020-08-03,0.37005
2020-08-04,0.52424
2020-08-05,0.41631
2020-08-06,0.73625
2020-08-07,0.79793
2020-08-08,0.18888
2020-08-09,0.94055
2020-08-10,3.06067
2020-08-11,6.90386
2020-08-12,4.54475
2020-08-13,3.45771
2020-08-14,2.36681
2020-08-15,0.38933
2020-08-16,0.32379
2020-08-17,0.53195
2020-08-18,2.15866
2020-08-19,1.89653
2020-08-20,2.52486
2020-08-21,4.68352
2020-08-22,1.12558
2020-08-23,0.92899
2020-08-24,5.99028
2020-08-25,4.56788
2020-08-26,3.63117
2020-08-27,3.6119
2020-08-28,3.1686
2020-08-29,0.54737
2020-08-30,0.57435
2020-08-31,3.23413
2020-09-01,2.97201
2020-09-02,2.99128
2020-09-03,2.85637
2020-09-04,2.99899
2020-09-05,0.68614
2020-09-06,0.59363
2020-09-07,2.97586
2020-09-08,2.61352
2020-09-09,2.69447
2020-09-10,2.10469
2020-09-11,1.84257
2020-09-12,0.40089
2020-09-13,0.27368
2020-09-14,1.92737
2020-09-15,1.91966
2020-09-16,1.74234
2020-09-17,1.88882
2020-09-18,2.09698
2020-09-19,0.34692
2020-09-20,0.25826
2020-09-21,2.09313
2020-09-22,1.97748
2020-09-23,2.28586
2020-09-24,1.96206
2020-09-25,1.76547
2020-09-26,0.25826
2020-09-27,0.17731
2020-09-28,1.88497
2020-09-29,1.78475
2020-09-30,0.30838
2020-10-01,0.19273
2020-10-02,0.15804
2020-10-03,0.1272
2020-10-04,0.16575
2020-10-05,1.8657
2020-10-06,2.25503
2020-10-07,2.74072
2020-10-08,2.50173
2020-10-09,0.43944
2020-10-10,0.27754
2020-10-11,0.2891
2020-10-12,2.27815
2020-10-13,2.08927
2020-10-14,1.8657
2020-10-15,2.24732
2020-10-16,1.88882
2020-10-17,0.22743
2020-10-18,0.2043
2020-10-19,1.71151
2020-10-20,2.01989
2020-10-21,1.97363
2020-10-22,1.54575
2020-10-23,1.5419
2020-10-24,0.22357
2020-10-25,0.17731
2020-10-26,1.47251
2020-10-27,1.39542
2020-10-28,1.37229
2020-10-29,1.37229
2020-10-30,1.38
2020-10-31,0.14262
2020-11-01,0.09636
2020-11-02,1.33759
2020-11-03,1.30676
2020-11-04,1.54575
2020-11-05,2.06614
2020-11-06,2.28972
2020-11-07,0.29681
2020-11-08,0.22357
2020-11-09,1.8734
2020-11-10,1.71921
2020-11-11,1.71151
2020-11-12,1.65754
2020-11-13,1.50335
2020-11-14,0.18502
2020-11-15,0.17731
2020-11-16,1.67681
2020-11-17,1.48793
2020-11-18,1.35301
2020-11-19,1.37229
2020-11-20,1.43396
2020-11-21,0.17731
2020-11-22,0.19659
2020-11-23,1.54575
2020-11-24,1.48407
2020-11-25,1.32603
2020-11-26,1.34916
2020-11-27,1.53804
2020-11-28,0.21201
2020-11-29,0.11949
2020-11-30,1.36072
2020-12-01,1.41854
2020-12-02,1.38771
2020-12-03,1.31061
2020-12-04,1.27592
2020-12-05,0.22357
2020-12-06,0.19273
2020-12-07,1.41469
2020-12-08,1.68452
2020-12-09,1.72307
2020-12-10,1.63441
2020-12-11,1.80787
2020-12-12,0.35078
2020-12-13,0.24284
2020-12-14,1.70765
2020-12-15,1.9081
2020-12-16,2.07385
2020-12-17,1.69994
2020-12-18,3.02983
2020-12-19,0.51653
2020-12-20,0.43173
2020-12-21,2.54028
2020-12-22,3.34207
2020-12-23,2.99899
2020-12-24,2.10854
2020-12-25,0.37391
2020-12-26,0.3315
2020-12-27,0.32379
2020-12-28,2.09313
2020-12-29,2.30514
2020-12-30,2.51329
2020-12-31,0.42016
2021-01-01,0.27368
2021-01-02,0.2467
2021-01-03,0.29681
2021-01-04,3.39218
2021-01-05,3.71598
2021-01-06,6.96168
2021-01-07,4.7876
2021-01-08,3.45385
2021-01-09,0.60134
2021-01-10,0.58977
2021-01-11,2.96045
2021-01-12,3.09922
2021-01-13,3.22642
2021-01-14,3.3729
2021-01-15,2.61352
2021-01-16,0.37005
2021-01-17,0.47413
2021-01-18,2.80626
2021-01-19,2.67134
2021-01-20,14.62493
2021-01-21,20.02544
2021-01-22,23.00131
2021-01-23,3.22642
2021-01-24,2.82167
2021-01-25,16.05119
2021-01-26,11.42548
2021-01-27,9.47883
2021-01-28,7.32403
2021-01-29,7.06576
2021-01-30,1.8734
2021-01-31,1.91966
2021-02-01,17.63549
2021-02-02,31.76316
2021-02-03,17.80124
2021-02-04,11.6799
2021-02-05,9.91442
2021-02-06,1.89653
2021-02-07,1.72307
2021-02-08,9.23213
2021-02-09,9.43643
2021-02-10,8.41492
2021-02-11,1.14871
2021-02-12,0.97139
2021-02-13,1.19111
2021-02-14,1.28748
2021-02-15,7.76347
2021-02-16,10.85498
2021-02-17,7.90609
2021-02-18,6.53766
2021-02-19,7.06961
2021-02-20,1.20268
2021-02-21,1.25664
2021-02-22,6.17531
2021-02-23,6.83447
2021-02-24,6.71883
2021-02-25,6.43358
2021-02-26,15.68498
2021-02-27,2.92961
2021-02-28,2.06229
2021-03-01,2.65977
2021-03-02,14.53627
2021-03-03,8.20676
2021-03-04,7.03492
2021-03-05,6.88458
2021-03-06,1.17955
2021-03-07,1.11016
2021-03-08,6.31023
2021-03-09,6.17916
2021-03-10,5.58553
2021-03-11,5.60481
2021-03-12,5.16151
2021-03-13,0.90586
2021-03-14,0.8519
2021-03-15,4.96106
2021-03-16,4.63726
2021-03-17,4.07832
2021-03-18,4.1824
2021-03-19,3.91257
2021-03-20,0.62446
2021-03-21,0.64759
2021-03-22,4.3019
2021-03-23,5.17693
2021-03-24,4.02436
2021-03-25,4.40598
2021-03-26,4.19011
2021-03-27,0.75167
2021-03-28,0.75938
2021-03-29,5.06129
2021-03-30,3.82006
2021-03-31,3.63503
2021-04-01,7.51676
2021-04-02,8.33783
2021-04-03,1.141
2021-04-04,0.99452
2021-04-05,4.98034
2021-04-06,4.42525
2021-04-07,4.35201
2021-04-08,5.57011
2021-04-09,5.20006
2021-04-10,1.36458
2021-04-11,1.21424
2021-04-12,7.06961
2021-04-13,6.35648
2021-04-14,5.61637
2021-04-15,5.5971
2021-04-16,10.43867
2021-04-17,2.61737
2021-04-18,2.58653
2021-04-19,13.24493
2021-04-20,7.62855
2021-04-21,9.83732
2021-04-22,11.7223
2021-04-23,12.26967
2021-04-24,1.75776
2021-04-25,1.4648
2021-04-26,7.92922
2021-04-27,7.17754
2021-04-28,6.10207
2021-04-29,6.79978
2021-04-30,5.87849
2021-05-01,1.03307
2021-05-02,0.62832
2021-05-03,5.31184
2021-05-04,6.63788
2021-05-05,1.15257
2021-05-06,5.65877
2021-05-07,5.42749
2021-05-08,0.89044
2021-05-09,0.74396
2021-05-10,6.78436
2021-05-11,5.81682
2021-05-12,6.5762
2021-05-13,8.29928
2021-05-14,6.10978
2021-05-15,0.80949
2021-05-16,0.79022
2021-05-17,7.04263
2021-05-18,6.7728
2021-05-19,1.06005
2021-05-20,5.18464
2021-05-21,4.17855
2021-05-22,0.53966
2021-05-23,0.57435
2021-05-24,4.14771
2021-05-25,3.95112
2021-05-26,3.88559
2021-05-27,7.0619
2021-05-28,5.13838
2021-05-29,1.24893
2021-05-30,1.01765
2021-05-31,4.72592
2021-06-01,4.66425
2021-06-02,4.77218
2021-06-03,9.9761
2021-06-04,5.69732
2021-06-05,1.12944
2021-06-06,1.03692
2021-06-07,7.74419
2021-06-08,5.24246
2021-06-09,5.32726
2021-06-10,5.37738
2021-06-11,4.83771
2021-06-12,1.14871
2021-06-13,0.91357
2021-06-14,4.20553
2021-06-15,3.98195
2021-06-16,4.47922
2021-06-17,4.95335
2021-06-18,4.49078
2021-06-19,0.65916
2021-06-20,0.74782
2021-06-21,4.14
2021-06-22,3.68899
2021-06-23,3.91642
2021-06-24,4.35201
2021-06-25,3.97039
2021-06-26,0.57821
2021-06-27,0.62446
2021-06-28,3.8933
2021-06-29,4.02436
2021-06-30,5.87849
2021-07-01,8.73872
2021-07-02,9.33235
2021-07-03,1.16413
2021-07-04,1.1834
2021-07-05,29.45416
2021-07-06,65.40744
2021-07-07,38.38948
2021-07-08,30.44098
2021-07-09,20.83493
2021-07-10,3.43458
2021-07-11,4.03592
2021-07-12,21.04309
2021-07-13,18.2561
2021-07-14,15.60403
2021-07-15,15.4961
2021-07-16,12.42001
2021-07-17,2.00832
2021-07-18,1.88111
2021-07-19,12.48554
2021-07-20,18.05951
2021-07-21,16.60242
2021-07-22,16.47135
2021-07-23,12.42772
2021-07-24,2.2743
2021-07-25,1.94279
2021-07-26,17.93231
2021-07-27,24.00354
2021-07-28,19.03476
2021-07-29,47.34022
2021-07-30,32.00986
2021-07-31,3.84704
2021-08-01,3.86246
2021-08-02,22.84712
2021-08-03,49.20592
2021-08-04,37.5106
2021-08-05,63.88481
2021-08-06,44.80379
2021-08-07,6.75738
2021-08-08,6.0905
2021-08-09,37.7149
2021-08-10,37.3911
2021-08-11,38.10423
2021-08-12,35.03199
2021-08-13,26.59779
2021-08-14,4.30575
2021-08-15,3.65816
2021-08-16,5.85151
2021-08-17,24.89399
2021-08-18,22.23036
2021-08-19,30.45254
2021-08-20,28.70634
2021-08-21,5.04587
2021-08-22,4.47151
2021-08-23,30.87657
2021-08-24,47.56379
2021-08-25,59.22827
2021-08-26,54.65268
2021-08-27,42.16714
2021-08-28,7.69408
2021-08-29,9.35548
2021-08-30,71.67142
2021-08-31,77.14902
2021-09-01,62.96738
2021-09-02,86.41585
2021-09-03,66.53688
2021-09-04,11.22889
2021-09-05,10.2228
2021-09-06,76.28941
2021-09-07,54.92251
2021-09-08,49.94603
2021-09-09,52.25117
2021-09-10,42.30205
2021-09-11,6.46442
2021-09-12,6.02112
2021-09-13,32.75769
2021-09-14,34.12227
2021-09-15,47.12435
2021-09-16,45.5439
2021-09-17,61.29442
2021-09-18,10.16112
2021-09-19,7.86755
2021-09-20,6.76894
2021-09-21,6.98481
2021-09-22,8.98928
2021-09-23,55.24246
