date,청약
2020-09-11,6.18778
2020-09-12,3.98399
2020-09-13,4.23189
2020-09-14,8.36423
2020-09-15,10.08003
2020-09-16,7.86453
2020-09-17,5.97111
2020-09-18,5.19227
2020-09-19,3.38668
2020-09-20,4.17723
2020-09-21,6.81631
2020-09-22,6.66016
2020-09-23,6.99785
2020-09-24,8.36619
2020-09-25,19.07866
2020-09-26,3.19539
2020-09-27,3.50185
2020-09-28,7.13253
2020-09-29,6.95295
2020-09-30,3.31641
2020-10-01,3.53894
2020-10-02,3.5526
2020-10-03,4.61448
2020-10-04,5.78176
2020-10-05,15.06929
2020-10-06,10.51532
2020-10-07,8.14171
2020-10-08,12.02225
2020-10-09,4.47784
2020-10-10,3.98399
2020-10-11,5.05953
2020-10-12,8.64337
2020-10-13,7.36872
2020-10-14,10.41967
2020-10-15,8.87175
2020-10-16,6.74995
2020-10-17,4.15381
2020-10-18,5.1259
2020-10-19,11.73726
2020-10-20,11.39761
2020-10-21,10.11321
2020-10-22,9.10013
2020-10-23,8.25102
2020-10-24,4.06988
2020-10-25,5.20788
2020-10-26,11.34101
2020-10-27,15.00487
2020-10-28,13.26956
2020-10-29,7.57563
2020-10-30,5.95939
2020-10-31,4.22018
2020-11-01,5.99453
2020-11-02,17.47023
2020-11-03,36.31075
2020-11-04,21.36053
2020-11-05,9.77357
2020-11-06,7.57173
2020-11-07,4.46418
2020-11-08,5.06929
2020-11-09,9.55104
2020-11-10,12.45364
2020-11-11,10.89791
2020-11-12,9.62131
2020-11-13,8.61409
2020-11-14,5.04977
2020-11-15,5.6705
2020-11-16,9.16064
2020-11-17,9.92972
2020-11-18,9.09623
2020-11-19,9.7111
2020-11-20,7.62639
2020-11-21,4.48955
2020-11-22,5.39527
2020-11-23,9.47101
2020-11-24,9.66621
2020-11-25,8.79562
2020-11-26,7.69471
2020-11-27,8.19246
2020-11-28,5.1259
2020-11-29,5.87546
2020-11-30,12.00078
2020-12-01,10.41382
2020-12-02,10.73589
2020-12-03,13.32227
2020-12-04,8.86785
2020-12-05,5.24692
2020-12-06,6.01405
2020-12-07,10.71052
2020-12-08,13.59554
2020-12-09,10.08588
2020-12-10,14.32168
2020-12-11,8.81905
2020-12-12,4.78235
2020-12-13,5.21959
2020-12-14,10.83544
2020-12-15,15.19031
2020-12-16,11.45227
2020-12-17,9.84969
2020-12-18,8.66289
2020-12-19,5.05758
2020-12-20,5.74468
2020-12-21,9.51395
2020-12-22,11.14386
2020-12-23,9.51786
2020-12-24,6.10189
2020-12-25,3.92543
2020-12-26,4.90728
2020-12-27,5.85203
2020-12-28,13.84149
2020-12-29,30.30841
2020-12-30,15.39332
2020-12-31,9.40659
2021-01-01,5.83447
2021-01-02,6.6055
2021-01-03,8.3291
2021-01-04,13.57407
2021-01-05,12.43607
2021-01-06,10.65
2021-01-07,12.06519
2021-01-08,9.81651
2021-01-09,6.43568
2021-01-10,7.35896
2021-01-11,13.06851
2021-01-12,13.38278
2021-01-13,10.62853
2021-01-14,8.74487
2021-01-15,7.99336
2021-01-16,5.29377
2021-01-17,6.55475
2021-01-18,12.7601
2021-01-19,11.29611
2021-01-20,11.33515
2021-01-21,12.09252
2021-01-22,9.83017
2021-01-23,6.49033
2021-01-24,7.28869
2021-01-25,10.64805
2021-01-26,9.71501
2021-01-27,9.40854
2021-01-28,9.53933
2021-01-29,6.98614
2021-01-30,4.98536
2021-01-31,5.83642
2021-02-01,9.91606
2021-02-02,13.11145
2021-02-03,8.48135
2021-02-04,11.10482
2021-02-05,8.17099
2021-02-06,5.68221
2021-02-07,5.70759
2021-02-08,9.27971
2021-02-09,9.49053
2021-02-10,7.77864
2021-02-11,4.74721
2021-02-12,5.13566
2021-02-13,6.76751
2021-02-14,8.00507
2021-02-15,11.84852
2021-02-16,13.14073
2021-02-17,13.45891
2021-02-18,13.17782
2021-02-19,9.81456
2021-02-20,5.49482
2021-02-21,5.54362
2021-02-22,10.04489
2021-02-23,9.55494
2021-02-24,8.4267
2021-02-25,8.08315
2021-02-26,6.05699
2021-02-27,4.37243
2021-02-28,4.97364
2021-03-01,5.66269
2021-03-02,10.0527
2021-03-03,11.54596
2021-03-04,11.21803
2021-03-05,7.38044
2021-03-06,4.42123
2021-03-07,5.09271
2021-03-08,8.96349
2021-03-09,11.55377
2021-03-10,11.47764
2021-03-11,8.38571
2021-03-12,8.25688
2021-03-13,4.4388
2021-03-14,4.87604
2021-03-15,8.24126
2021-03-16,8.32715
2021-03-17,9.48077
2021-03-18,10.46066
2021-03-19,7.42728
2021-03-20,4.60667
2021-03-21,5.07515
2021-03-22,9.024
2021-03-23,10.16396
2021-03-24,7.81963
2021-03-25,7.50536
2021-03-26,5.85984
2021-03-27,4.14405
2021-03-28,4.87409
2021-03-29,9.024
2021-03-30,9.78333
2021-03-31,8.1788
2021-04-01,6.9998
2021-04-02,5.99843
2021-04-03,3.89615
2021-04-04,4.40366
2021-04-05,8.15732
2021-04-06,8.29787
2021-04-07,8.19246
2021-04-08,6.68943
2021-04-09,6.29123
2021-04-10,3.63263
2021-04-11,5.6178
2021-04-12,8.94593
2021-04-13,8.39156
2021-04-14,7.07398
2021-04-15,6.79289
2021-04-16,6.36931
2021-04-17,4.03084
2021-04-18,4.63205
2021-04-19,8.79367
2021-04-20,8.9713
2021-04-21,10.13859
2021-04-22,8.15732
2021-04-23,6.32051
2021-04-24,4.45246
2021-04-25,5.11614
2021-04-26,10.11126
2021-04-27,13.86882
2021-04-28,19.08061
2021-04-29,15.92816
2021-04-30,10.66562
2021-05-01,4.90728
2021-05-02,5.04977
2021-05-03,8.94593
2021-05-04,7.8899
2021-05-05,5.25278
2021-05-06,8.95569
2021-05-07,8.18856
2021-05-08,5.61975
2021-05-09,6.91001
2021-05-10,16.66601
2021-05-11,28.2276
2021-05-12,11.46203
2021-05-13,7.82549
2021-05-14,6.71481
2021-05-15,4.68865
2021-05-16,5.61585
2021-05-17,8.49111
2021-05-18,12.05348
2021-05-19,5.38356
2021-05-20,9.11184
2021-05-21,7.19695
2021-05-22,3.98594
2021-05-23,5.26058
2021-05-24,10.03123
2021-05-25,9.17626
2021-05-26,7.77669
2021-05-27,9.00448
2021-05-28,6.80851
2021-05-29,4.1421
2021-05-30,4.4837
2021-05-31,9.69549
2021-06-01,10.04294
2021-06-02,8.61409
2021-06-03,8.02264
2021-06-04,6.54108
2021-06-05,4.64571
2021-06-06,5.70368
2021-06-07,10.92914
2021-06-08,10.32598
2021-06-09,8.85418
2021-06-10,8.05777
2021-06-11,6.43568
2021-06-12,4.00936
2021-06-13,4.75893
2021-06-14,9.27386
2021-06-15,8.78977
2021-06-16,9.40659
2021-06-17,14.25141
2021-06-18,9.19187
2021-06-19,4.22018
2021-06-20,5.13175
2021-06-21,9.21139
2021-06-22,9.06304
2021-06-23,8.01678
2021-06-24,7.72008
2021-06-25,7.52488
2021-06-26,4.21432
2021-06-27,4.89166
2021-06-28,9.13527
2021-06-29,8.1788
2021-06-30,9.23091
2021-07-01,7.56392
2021-07-02,6.76361
2021-07-03,4.57349
2021-07-04,6.03943
2021-07-05,12.63322
2021-07-06,13.29884
2021-07-07,10.12687
2021-07-08,10.00975
2021-07-09,8.38571
2021-07-10,5.0283
2021-07-11,6.504
2021-07-12,12.3248
2021-07-13,14.75307
2021-07-14,13.34179
2021-07-15,16.18582
2021-07-16,16.07261
2021-07-17,7.06226
2021-07-18,7.19695
2021-07-19,12.74643
2021-07-20,13.23052
2021-07-21,11.11653
2021-07-22,10.98184
2021-07-23,9.15674
2021-07-24,5.79348
2021-07-25,6.74604
2021-07-26,14.57349
2021-07-27,17.96017
2021-07-28,32.1706
2021-07-29,14.54226
2021-07-30,9.56275
2021-07-31,5.52215
2021-08-01,6.32441
2021-08-02,12.46925
2021-08-03,15.82276
2021-08-04,17.42338
2021-08-05,11.78215
2021-08-06,11.64161
2021-08-07,7.13253
2021-08-08,7.07398
2021-08-09,13.61116
2021-08-10,14.55592
2021-08-11,35.02049
2021-08-12,12.72691
2021-08-13,8.93812
2021-08-14,5.63536
2021-08-15,5.9184
2021-08-16,7.36287
2021-08-17,10.50556
2021-08-18,15.45578
2021-08-19,10.29084
2021-08-20,8.83466
2021-08-21,5.10638
2021-08-22,6.91196
2021-08-23,12.98653
2021-08-24,12.94163
2021-08-25,14.71598
2021-08-26,11.10482
2021-08-27,9.33242
2021-08-28,5.9672
2021-08-29,6.78703
2021-08-30,12.55319
2021-08-31,12.74838
2021-09-01,16.63478
2021-09-02,11.68651
2021-09-03,8.94593
2021-09-04,5.40698
2021-09-05,6.27561
2021-09-06,10.57973
2021-09-07,10.91938
2021-09-08,15.9145
2021-09-09,11.31758
2021-09-10,8.0851
2021-09-11,4.97169
2021-09-12,5.73101
2021-09-13,11.22194
2021-09-14,12.28577
2021-09-15,9.2192
2021-09-16,9.89849
2021-09-17,5.85984
2021-09-18,4.02693
2021-09-19,4.00936
2021-09-20,4.18309
2021-09-21,5.47335
2021-09-22,6.07066
2021-09-23,10.86863
2021-09-24,11.63966
2021-09-25,6.03357
2021-09-26,6.96857
2021-09-27,16.18973
2021-09-28,19.71305
2021-09-29,11.50107
2021-09-30,9.20944
2021-10-01,7.80206
2021-10-02,5.20007
2021-10-03,5.28791
2021-10-04,6.51571
2021-10-05,11.27073
2021-10-06,11.27073
2021-10-07,9.18016
2021-10-08,7.01542
2021-10-09,4.20456
2021-10-10,4.60081
2021-10-11,6.49033
2021-10-12,11.49716
2021-10-13,12.4712
2021-10-14,9.69549
2021-10-15,9.83408
2021-10-16,4.75112
2021-10-17,4.70817
2021-10-18,8.39937
2021-10-19,8.59262
2021-10-20,7.5405
2021-10-21,6.75971
2021-10-22,7.08373
2021-10-23,3.86882
2021-10-24,5.78957
2021-10-25,17.52098
2021-10-26,11.40933
2021-10-27,8.68631
2021-10-28,7.31602
2021-10-29,6.49619
2021-10-30,3.60921
2021-10-31,4.87214
2021-11-01,10.4509
2021-11-02,13.46867
2021-11-03,11.85438
2021-11-04,9.49053
2021-11-05,8.15342
2021-11-06,4.10696
2021-11-07,4.95998
2021-11-08,10.04294
2021-11-09,11.50302
2021-11-10,8.30177
2021-11-11,6.74019
2021-11-12,7.07788
2021-11-13,3.75756
2021-11-14,4.86824
2021-11-15,11.91684
2021-11-16,11.34686
2021-11-17,8.83661
2021-11-18,8.10657
2021-11-19,6.52352
2021-11-20,3.88639
2021-11-21,4.80968
2021-11-22,9.57056
2021-11-23,10.35135
2021-11-24,8.85418
2021-11-25,10.2518
2021-11-26,7.33554
2021-11-27,3.91957
2021-11-28,5.26058
2021-11-29,12.87917
2021-11-30,11.30782
2021-12-01,11.91098
2021-12-02,9.39683
2021-12-03,8.07729
2021-12-04,5.03025
2021-12-05,5.76615
2021-12-06,14.82724
2021-12-07,16.42592
2021-12-08,10.93109
2021-12-09,10.66757
2021-12-10,8.6707
2021-12-11,4.37829
2021-12-12,5.26839
2021-12-13,10.61292
2021-12-14,11.27464
2021-12-15,8.03435
2021-12-16,7.64591
2021-12-17,7.08959
2021-12-18,3.76732
2021-12-19,4.73355
2021-12-20,8.79953
2021-12-21,8.5282
2021-12-22,8.02459
2021-12-23,7.97579
2021-12-24,6.31075
2021-12-25,3.57798
2021-12-26,4.36853
2021-12-27,9.7111
2021-12-28,13.83954
2021-12-29,10.55826
2021-12-30,6.79484
2021-12-31,5.59633
2022-01-01,4.50907
2022-01-02,5.39722
2022-01-03,9.21725
2022-01-04,10.98184
2022-01-05,10.03123
2022-01-06,8.73706
2022-01-07,7.82549
2022-01-08,4.95412
2022-01-09,6.50009
2022-01-10,16.14678
2022-01-11,15.04587
2022-01-12,10.69685
2022-01-13,11.67089
2022-01-14,13.54479
2022-01-15,5.57876
2022-01-16,7.52683
2022-01-17,15.97696
2022-01-18,23.56822
2022-01-19,20.32402
2022-01-20,12.57466
2022-01-21,8.62775
2022-01-22,4.75112
2022-01-23,5.53581
2022-01-24,11.05211
2022-01-25,9.0201
2022-01-26,7.04665
2022-01-27,6.95881
2022-01-28,4.98731
2022-01-29,3.38083
2022-01-30,3.55065
2022-01-31,3.75756
2022-02-01,4.59886
2022-02-02,5.10247
2022-02-03,9.97462
2022-02-04,9.48272
2022-02-05,4.85262
2022-02-06,5.40894
2022-02-07,10.35526
2022-02-08,8.48135
2022-02-09,7.61467
2022-02-10,6.98809
2022-02-11,6.3127
2022-02-12,4.40562
2022-02-13,5.05172
2022-02-14,11.10677
2022-02-15,13.03533
2022-02-16,8.88541
2022-02-17,11.01698
2022-02-18,7.32968
2022-02-19,4.3939
2022-02-20,4.99707
2022-02-21,11.70603
2022-02-22,10.40796
2022-02-23,8.31153
2022-02-24,6.60355
2022-02-25,5.62756
2022-02-26,3.4999
2022-02-27,4.24555
2022-02-28,7.89771
2022-03-01,5.03611
2022-03-02,7.61858
2022-03-03,7.28674
2022-03-04,6.17411
2022-03-05,3.8454
2022-03-06,4.72965
2022-03-07,8.87956
2022-03-08,7.22818
2022-03-09,4.43099
2022-03-10,8.69607
2022-03-11,8.63946
2022-03-12,4.92094
2022-03-13,6.44349
2022-03-14,9.44954
2022-03-15,10.24204
2022-03-16,18.65898
2022-03-17,7.96213
2022-03-18,7.37068
2022-03-19,4.22994
2022-03-20,4.94046
2022-03-21,16.1136
2022-03-22,14.46418
2022-03-23,9.29923
2022-03-24,7.23404
2022-03-25,6.54889
2022-03-26,4.25336
2022-03-27,5.09467
2022-03-28,8.40132
2022-03-29,8.44231
2022-03-30,10.05465
2022-03-31,7.64591
2022-04-01,5.61389
2022-04-02,3.42377
2022-04-03,4.27483
2022-04-04,8.51844
2022-04-05,8.29787
2022-04-06,7.80402
2022-04-07,6.93929
2022-04-08,7.3902
2022-04-09,3.92543
2022-04-10,4.49541
2022-04-11,11.27269
2022-04-12,9.26995
2022-04-13,7.42728
2022-04-14,6.463
2022-04-15,5.56509
2022-04-16,3.23638
2022-04-17,4.23189
2022-04-18,9.32266
2022-04-19,10.36892
2022-04-20,8.37399
2022-04-21,6.73433
2022-04-22,6.04528
2022-04-23,3.7029
2022-04-24,4.40952
2022-04-25,7.17157
2022-04-26,7.88014
2022-04-27,7.47999
2022-04-28,6.12922
2022-04-29,5.26449
2022-04-30,3.43548
2022-05-01,4.43099
2022-05-02,8.15342
2022-05-03,8.28811
2022-05-04,6.707
2022-05-05,3.82002
2022-05-06,5.27034
2022-05-07,3.82588
2022-05-08,4.8819
2022-05-09,8.76049
2022-05-10,8.07144
2022-05-11,6.72847
2022-05-12,7.11301
2022-05-13,5.26839
2022-05-14,3.18953
2022-05-15,3.95666
2022-05-16,7.28674
2022-05-17,9.01034
2022-05-18,6.62892
2022-05-19,6.76751
2022-05-20,5.37185
2022-05-21,3.04509
2022-05-22,3.67362
2022-05-23,6.97052
2022-05-24,6.0687
2022-05-25,5.61585
2022-05-26,5.47725
2022-05-27,5.03806
2022-05-28,4.41928
2022-05-29,4.56373
2022-05-30,9.05524
2022-05-31,7.48389
2022-06-01,4.43294
2022-06-02,6.90415
2022-06-03,5.01073
2022-06-04,3.34374
2022-06-05,3.3008
2022-06-06,4.51102
2022-06-07,6.32832
2022-06-08,7.76498
2022-06-09,7.61663
2022-06-10,5.95354
2022-06-11,3.1622
2022-06-12,3.69314
2022-06-13,7.08178
2022-06-14,5.85399
2022-06-15,6.16045
2022-06-16,5.66269
2022-06-17,5.07319
2022-06-18,2.89869
2022-06-19,3.56431
2022-06-20,7.10325
2022-06-21,7.49756
2022-06-22,5.7642
2022-06-23,5.51239
2022-06-24,4.80968
2022-06-25,2.62151
2022-06-26,3.28518
2022-06-27,6.49228
2022-06-28,7.22037
2022-06-29,5.94183
2022-06-30,5.14932
2022-07-01,4.5364
2022-07-02,2.95139
2022-07-03,3.62092
2022-07-04,7.17938
2022-07-05,7.11887
2022-07-06,6.16826
2022-07-07,6.21706
2022-07-08,5.09467
2022-07-09,2.70544
2022-07-10,3.48233
2022-07-11,7.02908
2022-07-12,6.5118
2022-07-13,6.42982
2022-07-14,5.34647
2022-07-15,4.79601
2022-07-16,2.84208
2022-07-17,3.46476
2022-07-18,7.63419
2022-07-19,8.19051
2022-07-20,6.19949
2022-07-21,5.41869
2022-07-22,5.50263
2022-07-23,2.54928
2022-07-24,3.54674
2022-07-25,7.50146
2022-07-26,6.57622
2022-07-27,6.24829
2022-07-28,6.18192
2022-07-29,5.77591
2022-07-30,3.16611
2022-07-31,3.28518
2022-08-01,6.02381
2022-08-02,5.49287
2022-08-03,6.20339
2022-08-04,5.4753
2022-08-05,5.15127
2022-08-06,3.00409
2022-08-07,3.3047
2022-08-08,6.87878
2022-08-09,6.46691
2022-08-10,5.82276
2022-08-11,4.73941
2022-08-12,4.35877
2022-08-13,2.8089
2022-08-14,2.96115
2022-08-15,3.85125
2022-08-16,6.61526
2022-08-17,6.38883
2022-08-18,6.47667
2022-08-19,5.63146
2022-08-20,2.96701
2022-08-21,3.79074
2022-08-22,7.53269
2022-08-23,6.30489
2022-08-24,5.31914
2022-08-25,5.14932
2022-08-26,4.74526
2022-08-27,2.80109
2022-08-28,2.98457
2022-08-29,5.70368
2022-08-30,5.25278
2022-08-31,4.99316
2022-09-01,4.98926
2022-09-02,4.54226
2022-09-03,2.97286
2022-09-04,3.3008
2022-09-05,4.9756
2022-09-06,5.69783
2022-09-07,4.47198
2022-09-08,3.35545
2022-09-09,2.18036
2022-09-10,2.53952
2022-09-11,3.14268
2022-09-12,4.6828
2022-09-13,6.61721
2022-09-14,5.74272
2022-09-15,5.3211
2022-09-16,4.5813
2022-09-17,2.84208
2022-09-18,3.55065
2022-09-19,6.44934
2022-09-20,5.62365
2022-09-21,5.99843
2022-09-22,5.12395
2022-09-23,4.4915
2022-09-24,2.58442
2022-09-25,3.03728
2022-09-26,5.7193
2022-09-27,5.2723
2022-09-28,5.00487
2022-09-29,5.05953
2022-09-30,3.73999
2022-10-01,2.79718
2022-10-02,2.78547
2022-10-03,4.31973
2022-10-04,6.45325
2022-10-05,6.26585
2022-10-06,5.64512
2022-10-07,4.30021
2022-10-08,2.65079
2022-10-09,3.28323
2022-10-10,4.16747
2022-10-11,7.20866
2022-10-12,8.87761
2022-10-13,5.7193
2022-10-14,4.52274
2022-10-15,3.1622
2022-10-16,3.2071
2022-10-17,5.67636
2022-10-18,5.11223
2022-10-19,4.9346
2022-10-20,5.36209
2022-10-21,4.68865
2022-10-22,2.52
2022-10-23,3.07437
2022-10-24,6.68358
2022-10-25,6.55475
2022-10-26,9.67206
2022-10-27,10.02147
2022-10-28,5.94768
2022-10-29,3.12512
2022-10-30,3.1583
2022-10-31,6.39273
2022-11-01,7.04665
2022-11-02,5.49482
2022-11-03,4.92094
2022-11-04,4.79796
2022-11-05,2.79718
2022-11-06,3.3086
2022-11-07,6.4552
2022-11-08,6.77337
2022-11-09,6.01991
2022-11-10,6.61526
2022-11-11,4.91118
2022-11-12,2.93187
2022-11-13,3.78684
2022-11-14,7.06812
2022-11-15,7.07202
2022-11-16,6.09798
2022-11-17,5.98477
2022-11-18,7.01542
2022-11-19,2.74058
2022-11-20,3.56236
2022-11-21,5.60999
2022-11-22,5.01659
2022-11-23,5.2274
2022-11-24,4.47003
2022-11-25,4.91704
2022-11-26,2.51024
2022-11-27,3.21296
2022-11-28,5.77396
2022-11-29,5.91255
2022-11-30,4.37634
2022-12-01,3.94495
2022-12-02,3.66972
2022-12-03,2.04958
2022-12-04,3.02752
2022-12-05,6.75775
2022-12-06,7.5893
2022-12-07,6.30099
2022-12-08,5.06343
2022-12-09,4.01522
2022-12-10,2.68592
2022-12-11,3.46476
2022-12-12,5.75834
2022-12-13,4.40952
2022-12-14,4.57739
2022-12-15,5.53777
2022-12-16,4.25727
2022-12-17,2.39508
2022-12-18,3.15244
2022-12-19,4.8331
2022-12-20,4.72574
2022-12-21,3.94105
2022-12-22,3.33788
2022-12-23,2.94749
2022-12-24,1.89146
2022-12-25,2.43997
2022-12-26,4.44661
2022-12-27,4.4837
2022-12-28,4.59496
2022-12-29,3.93324
2022-12-30,2.99238
2022-12-31,2.23306
2023-01-01,3.10365
2023-01-02,5.8696
2023-01-03,7.45656
2023-01-04,6.91001
2023-01-05,5.34647
2023-01-06,4.85067
2023-01-07,3.31251
2023-01-08,3.83564
2023-01-09,6.10384
2023-01-10,5.96525
2023-01-11,6.32441
2023-01-12,5.04782
2023-01-13,4.06012
2023-01-14,2.70934
2023-01-15,3.28908
2023-01-16,5.52996
2023-01-17,4.67499
2023-01-18,4.57154
2023-01-19,3.8493
2023-01-20,3.28908
2023-01-21,2.67421
2023-01-22,3.24809
2023-01-23,3.46867
2023-01-24,4.05816
2023-01-25,6.00429
2023-01-26,5.7193
2023-01-27,4.91704
2023-01-28,2.9143
2023-01-29,4.29631
2023-01-30,6.77532
2023-01-31,5.813
2023-02-01,5.60609
2023-02-02,4.54616
2023-02-03,4.28264
2023-02-04,3.06656
2023-02-05,3.64825
2023-02-06,7.11692
2023-02-07,5.81885
2023-02-08,5.25863
2023-02-09,4.82724
2023-02-10,4.68865
2023-02-11,2.76205
2023-02-12,3.86101
2023-02-13,6.22096
2023-02-14,5.36209
2023-02-15,4.84676
2023-02-16,4.2924
2023-02-17,4.00546
2023-02-18,2.69178
2023-02-19,3.75365
2023-02-20,6.46691
2023-02-21,6.34979
2023-02-22,5.54167
2023-02-23,5.04782
2023-02-24,4.04645
2023-02-25,2.45754
2023-02-26,3.29104
2023-02-27,6.33417
2023-02-28,7.51903
2023-03-01,5.40308
2023-03-02,6.5606
2023-03-03,5.60413
2023-03-04,3.95666
2023-03-05,4.98731
2023-03-06,6.88658
2023-03-07,6.99785
2023-03-08,7.72594
2023-03-09,5.46359
2023-03-10,4.55787
2023-03-11,2.84403
2023-03-12,3.52137
2023-03-13,6.15264
2023-03-14,6.24438
2023-03-15,5.41479
2023-03-16,4.47784
2023-03-17,4.30216
2023-03-18,2.67421
2023-03-19,3.11926
2023-03-20,5.36209
2023-03-21,5.38356
2023-03-22,4.81748
2023-03-23,4.80187
2023-03-24,4.35487
2023-03-25,2.68592
2023-03-26,3.26761
2023-03-27,5.8208
2023-03-28,5.53581
2023-03-29,4.75893
2023-03-30,4.78821
2023-03-31,4.14991
2023-04-01,2.49853
2023-04-02,3.43353
2023-04-03,6.51571
2023-04-04,6.88658
2023-04-05,5.28401
2023-04-06,4.40562
2023-04-07,3.76146
2023-04-08,2.46535
2023-04-09,3.0568
2023-04-10,5.16299
2023-04-11,5.43626
2023-04-12,4.75697
2023-04-13,4.30997
2023-04-14,3.78879
2023-04-15,2.67226
2023-04-16,3.45891
2023-04-17,5.92035
2023-04-18,6.30294
2023-04-19,5.28206
2023-04-20,4.52469
2023-04-21,3.81026
2023-04-22,2.5161
2023-04-23,3.22076
2023-04-24,5.10052
2023-04-25,5.28596
2023-04-26,4.67304
2023-04-27,3.87273
2023-04-28,3.57407
2023-04-29,2.28967
2023-04-30,2.90064
2023-05-01,3.63654
2023-05-02,5.22154
2023-05-03,4.85067
2023-05-04,4.45051
2023-05-05,3.18953
2023-05-06,3.18563
2023-05-07,3.79074
2023-05-08,7.30626
2023-05-09,6.29904
2023-05-10,7.20085
2023-05-11,5.21374
2023-05-12,4.39586
2023-05-13,2.8577
2023-05-14,3.43939
2023-05-15,7.53464
2023-05-16,7.45852
2023-05-17,5.90864
2023-05-18,5.01073
2023-05-19,4.67889
2023-05-20,2.89283
2023-05-21,3.50575
2023-05-22,5.95159
2023-05-23,5.94378
2023-05-24,5.6178
2023-05-25,4.9756
2023-05-26,4.51493
2023-05-27,2.90259
2023-05-28,3.28908
2023-05-29,4.14405
