date,카드캐시백이벤트
2020-04-14,7.6923
2020-08-05,5.4945
2020-10-08,5.4945
2020-10-20,5.4945
2020-11-02,5.4945
2020-11-04,6.5934
2020-12-04,5.4945
2021-01-02,5.4945
2021-01-11,5.4945
2021-01-15,5.4945
2021-01-18,7.6923
2021-01-28,7.6923
2021-02-02,5.4945
2021-02-03,6.5934
2021-02-05,5.4945
2021-03-01,6.5934
2021-03-06,5.4945
2021-03-07,6.5934
2021-03-09,5.4945
2021-06-01,6.5934
2021-06-02,5.4945
2021-06-13,5.4945
2021-07-11,9.8901
2021-07-16,6.5934
2021-07-18,5.4945
2021-08-19,5.4945
2021-08-24,5.4945
2021-08-25,5.4945
2021-09-02,5.4945
2021-09-07,10.98901
2021-09-08,7.6923
2021-09-12,5.4945
2021-09-16,5.4945
2021-09-18,8.7912
2021-09-26,5.4945
2021-09-27,20.87912
2021-09-28,12.08791
2021-09-29,7.6923
2021-10-01,18.68131
2021-10-02,5.4945
2021-10-03,8.7912
2021-10-04,7.6923
2021-10-06,6.5934
2021-10-07,5.4945
2021-10-12,5.4945
2021-10-21,15.38461
2021-10-25,6.5934
2021-10-28,5.4945
2021-10-30,5.4945
2021-11-01,15.38461
2021-11-02,14.28571
2021-11-09,6.5934
2021-11-11,6.5934
2021-11-14,5.4945
2021-11-16,5.4945
2021-11-17,5.4945
2021-11-18,5.4945
2021-11-26,5.4945
2021-12-01,13.18681
2021-12-13,6.5934
2021-12-14,5.4945
2021-12-16,12.08791
2022-01-01,5.4945
2022-01-02,7.6923
2022-01-04,10.98901
2022-01-05,18.68131
2022-01-07,17.58241
2022-01-08,15.38461
2022-01-09,10.98901
2022-01-13,5.4945
2022-01-17,5.4945
2022-01-19,5.4945
2022-01-23,5.4945
2022-01-24,5.4945
2022-02-02,12.08791
2022-02-03,6.5934
2022-02-04,13.18681
2022-02-06,8.7912
2022-02-09,7.6923
2022-02-10,7.6923
2022-02-11,5.4945
2022-02-12,6.5934
2022-02-14,5.4945
2022-02-16,10.98901
2022-02-17,5.4945
2022-02-21,6.5934
2022-02-27,7.6923
2022-03-01,15.38461
2022-03-02,13.18681
2022-03-03,15.38461
2022-03-07,7.6923
2022-03-08,6.5934
2022-03-13,5.4945
2022-03-14,6.5934
2022-03-15,5.4945
2022-03-17,13.18681
2022-03-21,8.7912
2022-03-23,5.4945
2022-03-25,7.6923
2022-03-26,7.6923
2022-03-27,5.4945
2022-03-29,5.4945
2022-03-31,9.8901
2022-04-01,9.8901
2022-04-02,5.4945
2022-04-03,15.38461
2022-04-06,9.8901
2022-04-07,8.7912
2022-04-11,5.4945
2022-04-13,18.68131
2022-04-14,6.5934
2022-04-22,7.6923
2022-04-25,7.6923
2022-04-27,9.8901
2022-04-28,6.5934
2022-05-01,7.6923
2022-05-02,7.6923
2022-05-05,6.5934
2022-05-06,8.7912
2022-05-09,7.6923
2022-05-16,5.4945
2022-05-18,7.6923
2022-05-22,6.5934
2022-05-26,9.8901
2022-05-27,6.5934
2022-05-31,7.6923
2022-06-01,8.7912
2022-06-02,5.4945
2022-06-05,6.5934
2022-06-07,10.98901
2022-06-08,5.4945
2022-06-14,5.4945
2022-06-18,7.6923
2022-06-19,7.6923
2022-06-20,8.7912
2022-06-22,5.4945
2022-06-24,8.7912
2022-06-27,7.6923
2022-06-28,7.6923
2022-06-29,7.6923
2022-06-30,6.5934
2022-07-04,6.5934
2022-07-05,7.6923
2022-07-08,6.5934
2022-07-13,12.08791
2022-07-16,6.5934
2022-07-18,7.6923
2022-07-20,6.5934
2022-07-21,6.5934
2022-07-22,5.4945
2022-07-24,13.18681
2022-07-25,8.7912
2022-07-26,5.4945
2022-07-29,7.6923
2022-07-31,5.4945
2022-08-01,7.6923
2022-08-02,9.8901
2022-08-03,9.8901
2022-08-04,13.18681
2022-08-05,9.8901
2022-08-07,7.6923
2022-08-08,5.4945
2022-08-09,10.98901
2022-08-10,14.28571
2022-08-11,7.6923
2022-08-13,7.6923
2022-08-15,9.8901
2022-08-16,10.98901
2022-08-17,10.98901
2022-08-19,16.48351
2022-08-22,7.6923
2022-08-23,13.18681
2022-08-24,17.58241
2022-08-25,9.8901
2022-08-26,9.8901
2022-08-28,10.98901
2022-08-29,5.4945
2022-08-30,6.5934
2022-08-31,5.4945
2022-09-01,5.4945
2022-09-02,6.5934
2022-09-03,5.4945
2022-09-05,25.27472
2022-09-07,5.4945
2022-09-08,13.18681
2022-09-13,8.7912
2022-09-14,6.5934
2022-09-15,10.98901
2022-09-16,18.68131
2022-09-17,15.38461
2022-09-18,12.08791
2022-09-19,8.7912
2022-09-20,10.98901
2022-09-21,5.4945
2022-09-22,5.4945
2022-09-23,7.6923
2022-09-27,27.47252
2022-09-28,6.5934
2022-09-29,8.7912
2022-09-30,20.87912
2022-10-01,28.57142
2022-10-02,12.08791
2022-10-03,16.48351
2022-10-04,13.18681
2022-10-05,17.58241
2022-10-06,7.6923
2022-10-07,5.4945
2022-10-08,8.7912
2022-10-09,9.8901
2022-10-12,6.5934
2022-10-13,6.5934
2022-10-14,15.38461
2022-10-16,7.6923
2022-10-17,8.7912
2022-10-18,6.5934
2022-10-19,15.38461
2022-10-20,16.48351
2022-10-21,13.18681
2022-10-22,14.28571
2022-10-23,10.98901
2022-10-24,7.6923
2022-10-25,13.18681
2022-10-26,14.28571
2022-10-28,10.98901
2022-10-29,14.28571
2022-10-30,28.57142
2022-10-31,40.65934
2022-11-01,26.37362
2022-11-02,18.68131
2022-11-03,17.58241
2022-11-04,12.08791
2022-11-06,5.4945
2022-11-09,15.38461
2022-11-10,12.08791
2022-11-11,7.6923
2022-11-13,8.7912
2022-11-14,6.5934
2022-11-15,6.5934
2022-11-16,23.07692
2022-11-17,16.48351
2022-11-18,29.67032
2022-11-19,12.08791
2022-11-20,9.8901
2022-11-21,16.48351
2022-11-22,7.6923
2022-11-23,24.17582
2022-11-24,21.97802
2022-11-25,23.07692
2022-11-26,10.98901
2022-11-27,31.86813
2022-11-28,31.86813
2022-11-29,27.47252
2022-11-30,24.17582
2022-12-01,51.64835
2022-12-02,27.47252
2022-12-03,23.07692
2022-12-04,17.58241
2022-12-05,37.36263
2022-12-06,36.26373
2022-12-07,42.85714
2022-12-08,29.67032
2022-12-09,32.96703
2022-12-10,29.67032
2022-12-11,30.76923
2022-12-12,19.78021
2022-12-13,37.36263
2022-12-14,31.86813
2022-12-15,31.86813
2022-12-16,42.85714
2022-12-17,21.97802
2022-12-18,29.67032
2022-12-19,38.46153
2022-12-20,37.36263
2022-12-21,45.05494
2022-12-22,46.15384
2022-12-23,34.06593
2022-12-24,23.07692
2022-12-25,20.87912
2022-12-26,41.75824
2022-12-27,47.25274
2022-12-28,50.54945
2022-12-29,37.36263
2022-12-30,36.26373
2022-12-31,39.56043
2023-01-01,45.05494
2023-01-02,90.10989
2023-01-03,63.73626
2023-01-04,62.63736
2023-01-05,47.25274
2023-01-06,41.75824
2023-01-07,16.48351
2023-01-08,26.37362
2023-01-09,30.76923
2023-01-10,37.36263
2023-01-11,35.16483
2023-01-12,25.27472
2023-01-13,19.78021
2023-01-14,28.57142
2023-01-15,17.58241
2023-01-16,10.98901
2023-01-17,24.17582
2023-01-18,46.15384
2023-01-19,21.97802
2023-01-20,52.74725
2023-01-21,12.08791
2023-01-22,12.08791
2023-01-23,9.8901
2023-01-24,19.78021
2023-01-25,34.06593
2023-01-26,37.36263
2023-01-27,25.27472
2023-01-28,24.17582
2023-01-29,24.17582
2023-01-30,28.57142
2023-01-31,63.73626
2023-02-01,100.0
2023-02-02,56.04395
2023-02-03,62.63736
2023-02-04,46.15384
2023-02-05,26.37362
2023-02-06,54.94505
2023-02-07,42.85714
2023-02-08,45.05494
2023-02-09,57.14285
2023-02-10,35.16483
2023-02-11,34.06593
2023-02-12,34.06593
2023-02-13,54.94505
2023-02-14,42.85714
2023-02-15,36.26373
2023-02-16,32.96703
2023-02-17,50.54945
2023-02-18,34.06593
2023-02-19,23.07692
2023-02-20,52.74725
2023-02-21,53.84615
2023-02-22,42.85714
2023-02-23,29.67032
2023-02-24,36.26373
2023-02-25,15.38461
2023-02-26,30.76923
2023-02-27,27.47252
2023-02-28,46.15384
2023-03-01,59.34065
2023-03-02,53.84615
2023-03-03,53.84615
2023-03-04,27.47252
2023-03-05,29.67032
2023-03-06,46.15384
2023-03-07,46.15384
2023-03-08,42.85714
2023-03-09,30.76923
2023-03-10,26.37362
2023-03-11,12.08791
2023-03-12,25.27472
2023-03-13,37.36263
2023-03-14,23.07692
2023-03-15,31.86813
2023-03-16,21.97802
2023-03-17,34.06593
2023-03-18,6.5934
2023-03-19,7.6923
2023-03-20,34.06593
2023-03-21,38.46153
2023-03-22,25.27472
2023-03-23,28.57142
2023-03-24,42.85714
2023-03-25,23.07692
2023-03-26,14.28571
2023-03-27,32.96703
2023-03-28,32.96703
2023-03-29,31.86813
2023-03-30,23.07692
2023-03-31,46.15384
2023-04-01,65.93406
2023-04-02,37.36263
2023-04-03,51.64835
2023-04-04,36.26373
2023-04-05,18.68131
2023-04-06,48.35164
2023-04-07,29.67032
2023-04-08,23.07692
2023-04-09,6.5934
2023-04-10,21.97802
2023-04-11,35.16483
2023-04-12,21.97802
2023-04-13,25.27472
2023-04-14,24.17582
2023-04-15,17.58241
2023-04-16,8.7912
2023-04-17,17.58241
2023-04-18,29.67032
2023-04-19,6.5934
2023-04-20,14.28571
2023-04-21,13.18681
2023-04-22,9.8901
2023-04-23,7.6923
2023-04-24,14.28571
2023-04-25,9.8901
2023-04-26,9.8901
2023-04-27,7.6923
2023-04-28,10.98901
2023-04-29,14.28571
2023-04-30,8.7912
2023-05-01,23.07692
2023-05-02,75.82417
2023-05-03,21.97802
2023-05-04,15.38461
2023-05-05,15.38461
2023-05-06,18.68131
2023-05-07,7.6923
2023-05-08,18.68131
2023-05-09,9.8901
2023-05-10,7.6923
2023-05-11,14.28571
2023-05-12,21.97802
2023-05-13,6.5934
2023-05-14,13.18681
2023-05-15,26.37362
2023-05-16,14.28571
2023-05-17,13.18681
2023-05-18,8.7912
2023-05-19,24.17582
2023-05-20,5.4945
2023-05-21,9.8901
2023-05-22,9.8901
2023-05-23,14.28571
2023-05-24,13.18681
2023-05-25,18.68131
2023-05-28,5.4945
2023-05-29,9.8901
2023-05-30,19.78021
2023-05-31,23.07692
2023-06-01,42.85714
2023-06-02,29.67032
2023-06-03,10.98901
2023-06-04,14.28571
2023-06-05,20.87912
2023-06-06,7.6923
2023-06-07,26.37362
2023-06-08,20.87912
2023-06-09,26.37362
2023-06-10,14.28571
2023-06-11,7.6923
2023-06-12,42.85714
2023-06-13,28.57142
2023-06-14,23.07692
2023-06-15,28.57142
2023-06-16,31.86813
2023-06-17,7.6923
2023-06-18,7.6923
2023-06-19,20.87912
2023-06-20,25.27472
2023-06-21,14.28571
2023-06-22,13.18681
2023-06-23,12.08791
2023-06-24,12.08791
2023-06-25,15.38461
2023-06-26,20.87912
2023-06-27,15.38461
2023-06-28,26.37362
2023-06-29,24.17582
2023-06-30,21.97802
2023-07-01,28.57142
2023-07-02,26.37362
2023-07-03,36.26373
2023-07-04,25.27472
2023-07-05,40.65934
2023-07-06,42.85714
2023-07-07,15.38461
2023-07-08,16.48351
2023-07-09,13.18681
2023-07-10,29.67032
2023-07-11,19.78021
2023-07-12,30.76923
2023-07-13,24.17582
2023-07-14,24.17582
2023-07-15,9.8901
2023-07-16,19.78021
2023-07-17,15.38461
2023-07-18,7.6923
2023-07-19,7.6923
2023-07-20,8.7912
2023-07-21,5.4945
2023-07-23,5.4945
2023-07-24,10.98901
2023-07-25,16.48351
2023-07-26,25.27472
2023-07-27,18.68131
2023-07-28,23.07692
2023-07-29,17.58241
2023-07-30,12.08791
2023-07-31,20.87912
2023-08-01,60.43956
2023-08-02,14.28571
2023-08-03,23.07692
2023-08-04,16.48351
2023-08-06,5.4945
2023-08-07,5.4945
2023-08-09,8.7912
2023-08-10,13.18681
2023-08-11,5.4945
2023-08-12,12.08791
2023-08-13,6.5934
2023-08-14,5.4945
2023-08-16,5.4945
2023-08-17,7.6923
2023-08-21,5.4945
2023-08-22,6.5934
2023-08-23,16.48351
2023-08-24,10.98901
2023-08-25,8.7912
2023-08-27,9.8901
2023-08-29,9.8901
