date,근저당권설정
2020-07-29,67.713
2020-07-30,68.16143
2020-07-31,59.19282
2020-08-01,41.70403
2020-08-02,34.52914
2020-08-03,77.13004
2020-08-04,71.30044
2020-08-05,58.74439
2020-08-06,62.33183
2020-08-07,52.91479
2020-08-08,34.08071
2020-08-09,33.63228
2020-08-10,55.60538
2020-08-11,63.22869
2020-08-12,68.16143
2020-08-13,60.98654
2020-08-14,71.30044
2020-08-15,38.56502
2020-08-16,26.45739
2020-08-17,45.73991
2020-08-18,56.95067
2020-08-19,57.84753
2020-08-20,53.81165
2020-08-21,77.57847
2020-08-22,32.73542
2020-08-23,30.49327
2020-08-24,73.5426
2020-08-25,68.16143
2020-08-26,61.43497
2020-08-27,66.36771
2020-08-28,44.84304
2020-08-29,29.14798
2020-08-30,25.56053
2020-08-31,72.1973
2020-09-01,78.0269
2020-09-02,61.8834
2020-09-03,65.02242
2020-09-04,59.19282
2020-09-05,35.87443
2020-09-06,26.45739
2020-09-07,69.05829
2020-09-08,61.43497
2020-09-09,62.33183
2020-09-10,56.95067
2020-09-11,51.12107
2020-09-12,30.9417
2020-09-13,30.04484
2020-09-14,71.30044
2020-09-15,64.12556
2020-09-16,66.81614
2020-09-17,51.5695
2020-09-18,56.50224
2020-09-19,39.91031
2020-09-20,35.426
2020-09-21,69.05829
2020-09-22,76.23318
2020-09-23,68.16143
2020-09-24,70.40358
2020-09-25,59.19282
2020-09-26,36.32286
2020-09-27,24.66367
2020-09-28,62.33183
2020-09-29,54.70852
2020-09-30,12.10762
2020-10-01,10.76233
2020-10-02,13.00448
2020-10-03,19.28251
2020-10-04,26.45739
2020-10-05,59.64125
2020-10-06,55.60538
2020-10-07,53.81165
2020-10-08,49.32735
2020-10-09,39.46188
2020-10-10,34.08071
2020-10-11,36.32286
2020-10-12,83.8565
2020-10-13,83.8565
2020-10-14,71.74887
2020-10-15,65.02242
2020-10-16,68.60986
2020-10-17,36.32286
2020-10-18,29.14798
2020-10-19,72.1973
2020-10-20,82.95964
2020-10-21,86.54708
2020-10-22,74.88789
2020-10-23,59.19282
2020-10-24,44.84304
2020-10-25,30.9417
2020-10-26,69.50672
2020-10-27,75.33632
2020-10-28,77.57847
2020-10-29,68.16143
2020-10-30,63.22869
2020-10-31,34.52914
2020-11-01,32.73542
2020-11-02,68.60986
2020-11-03,65.02242
2020-11-04,59.19282
2020-11-05,62.78026
2020-11-06,56.50224
2020-11-07,37.21973
2020-11-08,28.69955
2020-11-09,77.13004
2020-11-10,61.43497
2020-11-11,68.60986
2020-11-12,61.8834
2020-11-13,57.84753
2020-11-14,30.04484
2020-11-15,29.59641
2020-11-16,81.16591
2020-11-17,68.16143
2020-11-18,70.85201
2020-11-19,70.40358
2020-11-20,50.67264
2020-11-21,40.80717
2020-11-22,32.73542
2020-11-23,67.713
2020-11-24,72.1973
2020-11-25,68.60986
2020-11-26,77.13004
2020-11-27,57.84753
2020-11-28,35.87443
2020-11-29,26.00896
2020-11-30,62.78026
2020-12-01,62.33183
2020-12-02,58.74439
2020-12-03,62.78026
2020-12-04,64.57399
2020-12-05,28.25112
2020-12-06,37.21973
2020-12-07,84.30493
2020-12-08,67.713
2020-12-09,66.36771
2020-12-10,59.64125
2020-12-11,69.05829
2020-12-12,42.15246
2020-12-13,34.97757
2020-12-14,79.82062
2020-12-15,80.26905
2020-12-16,64.12556
2020-12-17,64.12556
2020-12-18,65.47085
2020-12-19,33.18385
2020-12-20,36.32286
2020-12-21,73.09417
2020-12-22,64.12556
2020-12-23,58.29596
2020-12-24,46.63677
2020-12-25,20.6278
2020-12-26,29.14798
2020-12-27,35.87443
2020-12-28,64.12556
2020-12-29,62.78026
2020-12-30,43.94618
2020-12-31,46.63677
2021-01-01,21.52466
2021-01-02,30.49327
2021-01-03,26.00896
2021-01-04,63.22869
2021-01-05,49.32735
2021-01-06,66.36771
2021-01-07,71.30044
2021-01-08,58.74439
2021-01-09,35.87443
2021-01-10,31.83856
2021-01-11,90.58295
2021-01-12,74.88789
2021-01-13,55.15695
2021-01-14,69.05829
2021-01-15,73.5426
2021-01-16,44.84304
2021-01-17,47.98206
2021-01-18,80.71748
2021-01-19,85.65022
2021-01-20,76.23318
2021-01-21,73.5426
2021-01-22,62.78026
2021-01-23,43.94618
2021-01-24,47.53363
2021-01-25,81.61434
2021-01-26,80.26905
2021-01-27,80.71748
2021-01-28,70.40358
2021-01-29,69.05829
2021-01-30,37.21973
2021-01-31,34.97757
2021-02-01,73.5426
2021-02-02,66.36771
2021-02-03,72.1973
2021-02-04,65.47085
2021-02-05,54.70852
2021-02-06,44.84304
2021-02-07,40.35874
2021-02-08,74.43946
2021-02-09,84.30493
2021-02-10,59.19282
2021-02-11,25.1121
2021-02-12,22.86995
2021-02-13,39.46188
2021-02-14,39.01345
2021-02-15,93.72197
2021-02-16,84.30493
2021-02-17,79.37219
2021-02-18,73.09417
2021-02-19,75.33632
2021-02-20,47.53363
2021-02-21,37.66816
2021-02-22,97.30941
2021-02-23,78.92376
2021-02-24,78.0269
2021-02-25,67.26457
2021-02-26,57.3991
2021-02-27,40.35874
2021-02-28,27.35426
2021-03-01,42.60089
2021-03-02,74.43946
2021-03-03,59.64125
2021-03-04,61.8834
2021-03-05,68.16143
2021-03-06,40.35874
2021-03-07,33.63228
2021-03-08,49.32735
2021-03-09,74.88789
2021-03-10,74.43946
2021-03-11,78.47533
2021-03-12,59.19282
2021-03-13,35.87443
2021-03-14,25.56053
2021-03-15,60.08968
2021-03-16,76.68161
2021-03-17,82.95964
2021-03-18,66.81614
2021-03-19,71.74887
2021-03-20,36.7713
2021-03-21,33.63228
2021-03-22,69.05829
2021-03-23,76.68161
2021-03-24,70.40358
2021-03-25,70.40358
2021-03-26,53.36322
2021-03-27,26.90582
2021-03-28,30.49327
2021-03-29,72.64573
2021-03-30,82.95964
2021-03-31,65.02242
2021-04-01,69.50672
2021-04-02,84.30493
2021-04-03,45.73991
2021-04-04,35.426
2021-04-05,77.13004
2021-04-06,68.60986
2021-04-07,65.47085
2021-04-08,58.29596
2021-04-09,68.16143
2021-04-10,40.35874
2021-04-11,32.28699
2021-04-12,76.68161
2021-04-13,68.60986
2021-04-14,64.12556
2021-04-15,73.5426
2021-04-16,51.5695
2021-04-17,30.49327
2021-04-18,32.28699
2021-04-19,74.43946
2021-04-20,86.09865
2021-04-21,73.5426
2021-04-22,69.05829
2021-04-23,49.77578
2021-04-24,18.38565
2021-04-25,43.94618
2021-04-26,63.67713
2021-04-27,74.43946
2021-04-28,60.53811
2021-04-29,64.57399
2021-04-30,46.18834
2021-05-01,39.01345
2021-05-02,29.59641
2021-05-03,73.09417
2021-05-04,60.08968
2021-05-05,24.66367
2021-05-06,55.60538
2021-05-07,51.5695
2021-05-08,27.35426
2021-05-09,25.56053
2021-05-10,78.92376
2021-05-11,78.0269
2021-05-12,85.20179
2021-05-13,59.64125
2021-05-14,46.63677
2021-05-15,22.42152
2021-05-16,36.32286
2021-05-17,67.713
2021-05-18,59.64125
2021-05-19,35.87443
2021-05-20,60.08968
2021-05-21,46.63677
2021-05-22,43.49775
2021-05-23,34.08071
2021-05-24,65.91928
2021-05-25,73.5426
2021-05-26,65.02242
2021-05-27,58.29596
2021-05-28,50.22421
2021-05-29,33.18385
2021-05-30,31.39013
2021-05-31,60.53811
2021-06-01,70.40358
2021-06-02,55.60538
2021-06-03,66.36771
2021-06-04,54.70852
2021-06-05,33.18385
2021-06-06,26.90582
2021-06-07,74.88789
2021-06-08,83.40807
2021-06-09,65.91928
2021-06-10,53.36322
2021-06-11,52.46636
2021-06-12,27.35426
2021-06-13,30.9417
2021-06-14,59.64125
2021-06-15,69.95515
2021-06-16,56.05381
2021-06-17,63.22869
2021-06-18,47.98206
2021-06-19,16.59192
2021-06-20,18.38565
2021-06-21,77.57847
2021-06-22,71.74887
2021-06-23,69.05829
2021-06-24,62.78026
2021-06-25,50.67264
2021-06-26,25.56053
2021-06-27,26.90582
2021-06-28,76.23318
2021-06-29,70.85201
2021-06-30,60.53811
2021-07-01,55.15695
2021-07-02,69.05829
2021-07-03,23.31838
2021-07-04,27.80269
2021-07-05,66.81614
2021-07-06,71.74887
2021-07-07,62.33183
2021-07-08,65.02242
2021-07-09,39.91031
2021-07-10,32.28699
2021-07-11,19.73094
2021-07-12,65.02242
2021-07-13,64.57399
2021-07-14,54.70852
2021-07-15,75.33632
2021-07-16,54.70852
2021-07-17,30.9417
2021-07-18,29.14798
2021-07-19,69.05829
2021-07-20,62.78026
2021-07-21,53.81165
2021-07-22,65.91928
2021-07-23,56.50224
2021-07-24,28.25112
2021-07-25,32.28699
2021-07-26,72.64573
2021-07-27,68.16143
2021-07-28,65.02242
2021-07-29,63.67713
2021-07-30,53.36322
2021-07-31,33.63228
2021-08-01,26.45739
2021-08-02,60.53811
2021-08-03,63.22869
2021-08-04,53.36322
2021-08-05,62.78026
2021-08-06,53.36322
2021-08-07,41.2556
2021-08-08,36.7713
2021-08-09,70.85201
2021-08-10,61.43497
2021-08-11,62.33183
2021-08-12,50.67264
2021-08-13,64.57399
2021-08-14,33.63228
2021-08-15,30.04484
2021-08-16,44.84304
2021-08-17,75.78475
2021-08-18,57.3991
2021-08-19,56.05381
2021-08-20,71.30044
2021-08-21,38.56502
2021-08-22,27.35426
2021-08-23,59.19282
2021-08-24,64.57399
2021-08-25,58.29596
2021-08-26,67.26457
2021-08-27,49.32735
2021-08-28,36.32286
2021-08-29,31.39013
2021-08-30,65.47085
2021-08-31,63.22869
2021-09-01,57.3991
2021-09-02,56.50224
2021-09-03,53.81165
2021-09-04,34.52914
2021-09-05,30.9417
2021-09-06,60.98654
2021-09-07,59.64125
2021-09-08,69.05829
2021-09-09,60.53811
2021-09-10,55.60538
2021-09-11,36.32286
2021-09-12,28.69955
2021-09-13,65.91928
2021-09-14,58.74439
2021-09-15,58.74439
2021-09-16,53.36322
2021-09-17,48.87892
2021-09-18,15.24663
2021-09-19,14.7982
2021-09-20,19.73094
2021-09-21,12.10762
2021-09-22,24.21524
2021-09-23,68.16143
2021-09-24,62.33183
2021-09-25,32.73542
2021-09-26,28.25112
2021-09-27,68.60986
2021-09-28,60.08968
2021-09-29,74.88789
2021-09-30,63.67713
2021-10-01,52.91479
2021-10-02,40.35874
2021-10-03,24.66367
2021-10-04,45.29147
2021-10-05,67.26457
2021-10-06,68.16143
2021-10-07,62.78026
2021-10-08,65.02242
2021-10-09,26.45739
2021-10-10,34.52914
2021-10-11,47.98206
2021-10-12,75.33632
2021-10-13,60.98654
2021-10-14,72.1973
2021-10-15,64.57399
2021-10-16,34.52914
2021-10-17,27.80269
2021-10-18,63.22869
2021-10-19,67.26457
2021-10-20,56.95067
2021-10-21,49.77578
2021-10-22,65.47085
2021-10-23,31.39013
2021-10-24,33.18385
2021-10-25,64.12556
2021-10-26,67.713
2021-10-27,69.95515
2021-10-28,70.40358
2021-10-29,44.39461
2021-10-30,26.90582
2021-10-31,27.35426
2021-11-01,53.81165
2021-11-02,68.16143
2021-11-03,60.53811
2021-11-04,50.22421
2021-11-05,54.70852
2021-11-06,26.00896
2021-11-07,21.52466
2021-11-08,49.77578
2021-11-09,53.81165
2021-11-10,49.32735
2021-11-11,53.81165
2021-11-12,41.2556
2021-11-13,30.49327
2021-11-14,27.35426
2021-11-15,49.32735
2021-11-16,54.26008
2021-11-17,46.18834
2021-11-18,43.94618
2021-11-19,49.32735
2021-11-20,24.66367
2021-11-21,25.1121
2021-11-22,49.77578
2021-11-23,53.81165
2021-11-24,48.43049
2021-11-25,50.67264
2021-11-26,49.77578
2021-11-27,18.83408
2021-11-28,37.66816
2021-11-29,49.77578
2021-11-30,53.81165
2021-12-01,47.53363
2021-12-02,53.81165
2021-12-03,53.81165
2021-12-04,45.73991
2021-12-05,27.80269
2021-12-06,69.50672
2021-12-07,62.33183
2021-12-08,60.53811
2021-12-09,51.12107
2021-12-10,55.15695
2021-12-11,29.59641
2021-12-12,28.69955
2021-12-13,56.95067
2021-12-14,60.08968
2021-12-15,61.43497
2021-12-16,60.98654
2021-12-17,40.35874
2021-12-18,30.04484
2021-12-19,26.00896
2021-12-20,65.02242
2021-12-21,63.22869
2021-12-22,58.29596
2021-12-23,50.67264
2021-12-24,42.60089
2021-12-25,14.34977
2021-12-26,24.21524
2021-12-27,63.22869
2021-12-28,57.84753
2021-12-29,51.5695
2021-12-30,55.15695
2021-12-31,44.39461
2022-01-01,23.31838
2022-01-02,26.90582
2022-01-03,47.0852
2022-01-04,65.91928
2022-01-05,59.64125
2022-01-06,67.713
2022-01-07,55.60538
2022-01-08,36.32286
2022-01-09,31.83856
2022-01-10,64.57399
2022-01-11,65.47085
2022-01-12,73.99103
2022-01-13,67.713
2022-01-14,61.8834
2022-01-15,34.97757
2022-01-16,28.25112
2022-01-17,66.36771
2022-01-18,65.02242
2022-01-19,56.05381
2022-01-20,59.64125
2022-01-21,56.05381
2022-01-22,40.35874
2022-01-23,36.7713
2022-01-24,80.26905
2022-01-25,67.26457
2022-01-26,69.05829
2022-01-27,57.3991
2022-01-28,52.91479
2022-01-29,27.35426
2022-01-30,21.52466
2022-01-31,21.07623
2022-02-01,20.6278
2022-02-02,26.00896
2022-02-03,65.47085
2022-02-04,56.95067
2022-02-05,49.32735
2022-02-06,34.08071
2022-02-07,73.09417
2022-02-08,79.82062
2022-02-09,72.1973
2022-02-10,69.05829
2022-02-11,63.22869
2022-02-12,32.28699
2022-02-13,33.63228
2022-02-14,74.88789
2022-02-15,73.09417
2022-02-16,73.5426
2022-02-17,72.64573
2022-02-18,75.78475
2022-02-19,33.18385
2022-02-20,33.63228
2022-02-21,62.33183
2022-02-22,71.74887
2022-02-23,58.74439
2022-02-24,64.12556
2022-02-25,48.87892
2022-02-26,31.39013
2022-02-27,29.59641
2022-02-28,52.01793
2022-03-01,40.80717
2022-03-02,51.12107
2022-03-03,45.29147
2022-03-04,53.36322
2022-03-05,37.66816
2022-03-06,33.63228
2022-03-07,60.53811
2022-03-08,64.12556
2022-03-09,28.25112
2022-03-10,66.81614
2022-03-11,47.0852
2022-03-12,26.45739
2022-03-13,34.08071
2022-03-14,56.05381
2022-03-15,60.08968
2022-03-16,60.08968
2022-03-17,52.01793
2022-03-18,44.39461
2022-03-19,34.52914
2022-03-20,34.08071
2022-03-21,55.15695
2022-03-22,56.95067
2022-03-23,66.81614
2022-03-24,46.63677
2022-03-25,45.29147
2022-03-26,30.49327
2022-03-27,23.76681
2022-03-28,54.26008
2022-03-29,61.43497
2022-03-30,54.70852
2022-03-31,60.53811
2022-04-01,48.43049
2022-04-02,43.49775
2022-04-03,30.49327
2022-04-04,59.19282
2022-04-05,54.26008
2022-04-06,64.57399
2022-04-07,67.713
2022-04-08,54.26008
2022-04-09,26.90582
2022-04-10,26.45739
2022-04-11,62.33183
2022-04-12,78.0269
2022-04-13,53.36322
2022-04-14,61.43497
2022-04-15,62.33183
2022-04-16,30.49327
2022-04-17,36.32286
2022-04-18,68.60986
2022-04-19,63.67713
2022-04-20,90.13452
2022-04-21,67.713
2022-04-22,54.26008
2022-04-23,32.28699
2022-04-24,22.42152
2022-04-25,72.1973
2022-04-26,74.43946
2022-04-27,45.73991
2022-04-28,52.01793
2022-04-29,51.5695
2022-04-30,34.97757
2022-05-01,25.1121
2022-05-02,69.05829
2022-05-03,54.70852
2022-05-04,58.74439
2022-05-05,36.7713
2022-05-06,54.26008
2022-05-07,27.35426
2022-05-08,27.35426
2022-05-09,74.43946
2022-05-10,58.29596
2022-05-11,61.43497
2022-05-12,61.43497
2022-05-13,49.32735
2022-05-14,32.28699
2022-05-15,27.80269
2022-05-16,68.16143
2022-05-17,56.95067
2022-05-18,55.15695
2022-05-19,57.84753
2022-05-20,57.84753
2022-05-21,29.59641
2022-05-22,24.66367
2022-05-23,65.91928
2022-05-24,61.8834
2022-05-25,58.29596
2022-05-26,60.53811
2022-05-27,53.81165
2022-05-28,34.52914
2022-05-29,22.86995
2022-05-30,60.08968
2022-05-31,51.12107
2022-06-01,34.97757
2022-06-02,51.12107
2022-06-03,49.77578
2022-06-04,26.90582
2022-06-05,17.93721
2022-06-06,33.18385
2022-06-07,65.47085
2022-06-08,52.91479
2022-06-09,64.57399
2022-06-10,46.18834
2022-06-11,33.63228
2022-06-12,26.45739
2022-06-13,65.02242
2022-06-14,65.47085
2022-06-15,67.26457
2022-06-16,50.67264
2022-06-17,46.63677
2022-06-18,19.73094
2022-06-19,26.90582
2022-06-20,68.60986
2022-06-21,60.53811
2022-06-22,57.84753
2022-06-23,48.43049
2022-06-24,47.0852
2022-06-25,31.83856
2022-06-26,31.39013
2022-06-27,51.12107
2022-06-28,58.29596
2022-06-29,59.19282
2022-06-30,52.91479
2022-07-01,51.12107
2022-07-02,24.66367
2022-07-03,19.73094
2022-07-04,56.95067
2022-07-05,58.29596
2022-07-06,57.84753
2022-07-07,59.64125
2022-07-08,47.98206
2022-07-09,22.42152
2022-07-10,19.73094
2022-07-11,76.23318
2022-07-12,81.16591
2022-07-13,77.13004
2022-07-14,71.74887
2022-07-15,49.32735
2022-07-16,33.18385
2022-07-17,26.45739
2022-07-18,65.47085
2022-07-19,58.74439
2022-07-20,56.05381
2022-07-21,68.60986
2022-07-22,60.98654
2022-07-23,30.9417
2022-07-24,22.86995
2022-07-25,53.81165
2022-07-26,60.53811
2022-07-27,66.36771
2022-07-28,52.91479
2022-07-29,47.0852
2022-07-30,21.52466
2022-07-31,28.69955
2022-08-01,54.26008
2022-08-02,55.15695
2022-08-03,51.5695
2022-08-04,54.26008
2022-08-05,66.36771
2022-08-06,34.08071
2022-08-07,21.97309
2022-08-08,63.67713
2022-08-09,47.53363
2022-08-10,58.29596
2022-08-11,56.50224
2022-08-12,66.81614
2022-08-13,26.00896
2022-08-14,17.48878
2022-08-15,30.49327
2022-08-16,60.98654
2022-08-17,53.81165
2022-08-18,57.3991
2022-08-19,40.35874
2022-08-20,41.70403
2022-08-21,24.66367
2022-08-22,62.78026
2022-08-23,53.36322
2022-08-24,60.53811
2022-08-25,53.36322
2022-08-26,43.94618
2022-08-27,26.00896
2022-08-28,23.31838
2022-08-29,52.46636
2022-08-30,60.98654
2022-08-31,47.98206
2022-09-01,54.70852
2022-09-02,43.49775
2022-09-03,24.66367
2022-09-04,21.97309
2022-09-05,60.98654
2022-09-06,45.73991
2022-09-07,50.67264
2022-09-08,39.01345
2022-09-09,18.38565
2022-09-10,11.21076
2022-09-11,18.38565
2022-09-12,26.90582
2022-09-13,63.22869
2022-09-14,67.26457
2022-09-15,70.85201
2022-09-16,55.15695
2022-09-17,35.426
2022-09-18,29.59641
2022-09-19,76.23318
2022-09-20,73.09417
2022-09-21,63.67713
2022-09-22,55.15695
2022-09-23,61.43497
2022-09-24,26.45739
2022-09-25,34.52914
2022-09-26,66.36771
2022-09-27,52.91479
2022-09-28,56.95067
2022-09-29,68.60986
2022-09-30,56.05381
2022-10-01,38.11659
2022-10-02,24.21524
2022-10-03,31.39013
2022-10-04,81.16591
2022-10-05,53.81165
2022-10-06,59.64125
2022-10-07,55.60538
2022-10-08,32.28699
2022-10-09,27.80269
2022-10-10,31.39013
2022-10-11,67.713
2022-10-12,63.22869
2022-10-13,60.53811
2022-10-14,52.01793
2022-10-15,30.9417
2022-10-16,25.56053
2022-10-17,70.40358
2022-10-18,56.50224
2022-10-19,70.85201
2022-10-20,57.84753
2022-10-21,44.84304
2022-10-22,26.00896
2022-10-23,25.56053
2022-10-24,67.26457
2022-10-25,66.81614
2022-10-26,60.53811
2022-10-27,52.01793
2022-10-28,57.3991
2022-10-29,24.21524
2022-10-30,18.83408
2022-10-31,42.60089
2022-11-01,59.19282
2022-11-02,52.01793
2022-11-03,56.05381
2022-11-04,45.29147
2022-11-05,26.45739
2022-11-06,26.45739
2022-11-07,64.12556
2022-11-08,65.02242
2022-11-09,62.33183
2022-11-10,54.26008
2022-11-11,48.43049
2022-11-12,22.42152
2022-11-13,20.6278
2022-11-14,59.19282
2022-11-15,52.46636
2022-11-16,61.43497
2022-11-17,60.53811
2022-11-18,42.15246
2022-11-19,29.14798
2022-11-20,28.25112
2022-11-21,59.64125
2022-11-22,64.57399
2022-11-23,64.12556
2022-11-24,64.12556
2022-11-25,58.74439
2022-11-26,21.07623
2022-11-27,26.00896
2022-11-28,67.26457
2022-11-29,62.78026
2022-11-30,55.60538
2022-12-01,60.08968
2022-12-02,48.43049
2022-12-03,24.66367
2022-12-04,28.25112
2022-12-05,59.19282
2022-12-06,66.36771
2022-12-07,49.32735
2022-12-08,64.12556
2022-12-09,60.53811
2022-12-10,26.45739
2022-12-11,30.04484
2022-12-12,65.02242
2022-12-13,69.50672
2022-12-14,56.05381
2022-12-15,59.19282
2022-12-16,56.95067
2022-12-17,26.90582
2022-12-18,28.25112
2022-12-19,91.03139
2022-12-20,67.26457
2022-12-21,54.70852
2022-12-22,57.3991
2022-12-23,49.32735
2022-12-24,31.39013
2022-12-25,21.07623
2022-12-26,62.33183
2022-12-27,59.64125
2022-12-28,56.95067
2022-12-29,60.53811
2022-12-30,52.91479
2022-12-31,28.25112
2023-01-01,31.39013
2023-01-02,67.26457
2023-01-03,66.81614
2023-01-04,69.05829
2023-01-05,65.91928
2023-01-06,63.22869
2023-01-07,37.21973
2023-01-08,40.35874
2023-01-09,82.06278
2023-01-10,69.50672
2023-01-11,67.26457
2023-01-12,69.05829
2023-01-13,65.91928
2023-01-14,38.56502
2023-01-15,47.0852
2023-01-16,77.57847
2023-01-17,75.33632
2023-01-18,78.47533
2023-01-19,70.85201
2023-01-20,69.95515
2023-01-21,22.42152
2023-01-22,14.7982
2023-01-23,26.45739
2023-01-24,29.14798
2023-01-25,78.0269
2023-01-26,84.30493
2023-01-27,69.05829
2023-01-28,44.84304
2023-01-29,43.94618
2023-01-30,99.10313
2023-01-31,87.89237
2023-02-01,80.71748
2023-02-02,81.61434
2023-02-03,76.68161
2023-02-04,54.26008
2023-02-05,39.46188
2023-02-06,93.27354
2023-02-07,84.75336
2023-02-08,74.43946
2023-02-09,88.78923
2023-02-10,66.36771
2023-02-11,39.01345
2023-02-12,30.49327
2023-02-13,100.0
2023-02-14,86.99551
2023-02-15,69.05829
2023-02-16,75.78475
2023-02-17,63.22869
2023-02-18,52.46636
2023-02-19,38.11659
2023-02-20,74.43946
2023-02-21,68.60986
2023-02-22,62.33183
2023-02-23,75.78475
2023-02-24,50.22421
2023-02-25,36.7713
2023-02-26,29.59641
2023-02-27,60.98654
2023-02-28,75.78475
2023-03-01,47.53363
2023-03-02,67.713
2023-03-03,67.26457
2023-03-04,35.87443
2023-03-05,28.69955
2023-03-06,72.64573
2023-03-07,63.67713
2023-03-08,70.40358
2023-03-09,59.19282
2023-03-10,61.43497
2023-03-11,26.00896
2023-03-12,25.1121
2023-03-13,63.67713
2023-03-14,79.82062
2023-03-15,69.05829
2023-03-16,66.81614
2023-03-17,66.36771
2023-03-18,34.52914
2023-03-19,25.56053
2023-03-20,72.1973
2023-03-21,58.29596
2023-03-22,62.33183
2023-03-23,58.29596
2023-03-24,56.50224
2023-03-25,31.39013
2023-03-26,30.49327
2023-03-27,74.43946
2023-03-28,79.82062
2023-03-29,64.57399
2023-03-30,61.8834
2023-03-31,52.46636
2023-04-01,29.14798
2023-04-02,23.76681
2023-04-03,69.95515
2023-04-04,62.33183
2023-04-05,62.33183
2023-04-06,60.98654
2023-04-07,54.26008
2023-04-08,38.56502
2023-04-09,17.93721
2023-04-10,66.36771
2023-04-11,60.08968
2023-04-12,62.33183
2023-04-13,64.12556
2023-04-14,51.12107
2023-04-15,31.83856
2023-04-16,35.426
2023-04-17,69.50672
2023-04-18,99.55156
2023-04-19,91.92825
2023-04-20,69.95515
2023-04-21,91.03139
2023-04-22,47.98206
2023-04-23,42.15246
2023-04-24,80.26905
2023-04-25,80.71748
2023-04-26,77.13004
2023-04-27,76.23318
2023-04-28,70.40358
2023-04-29,36.32286
2023-04-30,27.35426
2023-05-01,49.77578
2023-05-02,68.60986
2023-05-03,64.57399
2023-05-04,58.74439
2023-05-05,34.08071
2023-05-06,33.63228
2023-05-07,34.08071
2023-05-08,69.05829
2023-05-09,63.67713
2023-05-10,65.02242
2023-05-11,65.02242
2023-05-12,52.01793
2023-05-13,30.9417
2023-05-14,23.31838
2023-05-15,77.57847
2023-05-16,75.78475
2023-05-17,64.12556
2023-05-18,74.43946
2023-05-19,59.19282
2023-05-20,32.28699
2023-05-21,29.14798
2023-05-22,73.99103
2023-05-23,69.95515
2023-05-24,61.8834
2023-05-25,47.0852
2023-05-26,51.5695
2023-05-27,31.39013
2023-05-28,18.38565
2023-05-29,37.21973
