date,상속포기신청
2020-03-20,0.15217
2020-03-21,0.07038
2020-03-22,0.0894
2020-03-23,0.20353
2020-03-24,0.19212
2020-03-25,0.175
2020-03-26,0.14837
2020-03-27,0.12744
2020-03-28,0.0951
2020-03-29,0.07418
2020-03-30,0.19592
2020-03-31,0.18451
2020-04-01,0.15407
2020-04-02,0.19972
2020-04-03,0.17119
2020-04-04,0.04945
2020-04-05,0.11793
2020-04-06,0.15978
2020-04-07,0.175
2020-04-08,0.175
2020-04-09,0.16929
2020-04-10,0.18451
2020-04-11,0.07038
2020-04-12,0.05896
2020-04-13,0.21684
2020-04-14,0.18261
2020-04-15,0.07798
2020-04-16,0.20353
2020-04-17,0.20353
2020-04-18,0.10652
2020-04-19,0.11603
2020-04-20,0.25679
2020-04-21,0.21875
2020-04-22,0.15407
2020-04-23,0.15788
2020-04-24,0.11793
2020-04-25,0.08179
2020-04-26,0.11603
2020-04-27,0.21304
2020-04-28,0.18451
2020-04-29,0.12174
2020-04-30,0.11222
2020-05-01,0.12744
2020-05-02,0.08369
2020-05-03,0.11793
2020-05-04,0.19592
2020-05-05,0.13505
2020-05-06,0.22065
2020-05-07,0.19592
2020-05-08,0.15027
2020-05-09,0.0894
2020-05-10,0.10271
2020-05-11,0.24538
2020-05-12,0.22065
2020-05-13,0.15597
2020-05-14,0.18641
2020-05-15,0.13695
2020-05-16,0.0932
2020-05-17,0.06847
2020-05-18,0.17119
2020-05-19,0.1788
2020-05-20,0.22445
2020-05-21,0.20353
2020-05-22,0.15788
2020-05-23,0.09701
2020-05-24,0.12744
2020-05-25,0.29674
2020-05-26,0.18451
2020-05-27,0.16168
2020-05-28,0.13695
2020-05-29,0.11983
2020-05-30,0.05326
2020-05-31,0.06087
2020-06-01,0.18641
2020-06-02,0.19782
2020-06-03,0.16739
2020-06-04,0.1769
2020-06-05,0.11983
2020-06-06,0.05135
2020-06-07,0.0894
2020-06-08,0.15788
2020-06-09,0.16358
2020-06-10,0.13695
2020-06-11,0.16739
2020-06-12,0.19021
2020-06-13,0.08179
2020-06-14,0.13695
2020-06-15,0.29293
2020-06-16,0.25299
2020-06-17,0.20353
2020-06-18,0.16929
2020-06-19,0.14456
2020-06-20,0.07608
2020-06-21,0.06657
2020-06-22,0.20353
2020-06-23,0.23396
2020-06-24,0.18261
2020-06-25,0.13505
2020-06-26,0.15978
2020-06-27,0.07608
2020-06-28,0.06277
2020-06-29,0.18451
2020-06-30,0.13885
2020-07-01,0.1788
2020-07-02,0.22636
2020-07-03,0.15597
2020-07-04,0.06657
2020-07-05,0.06087
2020-07-06,0.16739
2020-07-07,0.1769
2020-07-08,0.19212
2020-07-09,0.21875
2020-07-10,0.11222
2020-07-11,0.07038
2020-07-12,0.08369
2020-07-13,0.175
2020-07-14,0.1807
2020-07-15,0.19402
2020-07-16,0.15978
2020-07-17,0.1769
2020-07-18,0.07798
2020-07-19,0.10652
2020-07-20,0.16929
2020-07-21,0.17309
2020-07-22,0.15597
2020-07-23,0.1807
2020-07-24,0.19782
2020-07-25,0.0932
2020-07-26,0.11032
2020-07-27,0.21875
2020-07-28,0.23016
2020-07-29,0.1788
2020-07-30,0.12744
2020-07-31,0.1769
2020-08-01,0.07798
2020-08-02,0.11222
2020-08-03,0.175
2020-08-04,0.11793
2020-08-05,0.14076
2020-08-06,0.15407
2020-08-07,0.11793
2020-08-08,0.09891
2020-08-09,0.07798
2020-08-10,0.17309
2020-08-11,0.22065
2020-08-12,0.13885
2020-08-13,0.18451
2020-08-14,0.15597
2020-08-15,0.06467
2020-08-16,0.05706
2020-08-17,0.07228
2020-08-18,0.16358
2020-08-19,0.12934
2020-08-20,0.10462
2020-08-21,0.13695
2020-08-22,0.08369
2020-08-23,0.06467
2020-08-24,0.19402
2020-08-25,0.17309
2020-08-26,0.16929
2020-08-27,0.15217
2020-08-28,0.13315
2020-08-29,0.08559
2020-08-30,0.07418
2020-08-31,0.18451
2020-09-01,0.16929
2020-09-02,0.21114
2020-09-03,0.19212
2020-09-04,0.10842
2020-09-05,0.07038
2020-09-06,0.07038
2020-09-07,0.21304
2020-09-08,0.17119
2020-09-09,0.18451
2020-09-10,0.18261
2020-09-11,0.15027
2020-09-12,0.07798
2020-09-13,0.0932
2020-09-14,0.19592
2020-09-15,0.11603
2020-09-16,0.13125
2020-09-17,0.17119
2020-09-18,0.15027
2020-09-19,0.07608
2020-09-20,0.08369
2020-09-21,0.19212
2020-09-22,0.19402
2020-09-23,0.17119
2020-09-24,0.15027
2020-09-25,0.09701
2020-09-26,0.08559
2020-09-27,0.05896
2020-09-28,0.15217
2020-09-29,0.14646
2020-09-30,0.06087
2020-10-01,0.09891
2020-10-02,0.05326
2020-10-03,0.05516
2020-10-04,0.0875
2020-10-05,0.23396
2020-10-06,0.20543
2020-10-07,0.1788
2020-10-08,0.15788
2020-10-09,0.0913
2020-10-10,0.07798
2020-10-11,0.0951
2020-10-12,0.33478
2020-10-13,100.0
2020-10-14,0.31005
2020-10-15,0.1807
2020-10-16,0.1769
2020-10-17,0.0894
2020-10-18,0.07608
2020-10-19,0.19592
2020-10-20,0.18641
2020-10-21,0.1807
2020-10-22,0.11793
2020-10-23,0.14837
2020-10-24,0.0894
2020-10-25,0.12554
2020-10-26,0.21114
2020-10-27,0.15217
2020-10-28,0.15788
2020-10-29,0.18831
2020-10-30,0.1769
2020-10-31,0.06847
2020-11-01,0.05706
2020-11-02,0.1788
2020-11-03,0.16739
2020-11-04,0.16358
2020-11-05,0.12934
2020-11-06,0.13315
2020-11-07,0.07798
2020-11-08,0.06847
2020-11-09,0.1769
2020-11-10,0.12934
2020-11-11,0.21684
2020-11-12,0.13315
2020-11-13,0.13125
2020-11-14,0.03994
2020-11-15,0.11983
2020-11-16,0.18641
2020-11-17,0.18831
2020-11-18,0.16929
2020-11-19,0.15788
2020-11-20,0.18641
2020-11-21,0.07038
2020-11-22,0.0913
2020-11-23,0.15407
2020-11-24,0.14266
2020-11-25,0.14837
2020-11-26,0.18831
2020-11-27,0.13315
2020-11-28,0.05516
2020-11-29,0.0913
2020-11-30,0.1769
2020-12-01,0.19592
2020-12-02,0.14456
2020-12-03,0.13125
2020-12-04,0.13695
2020-12-05,0.08559
2020-12-06,0.07418
2020-12-07,0.21875
2020-12-08,0.15978
2020-12-09,0.14266
2020-12-10,0.15217
2020-12-11,0.16168
2020-12-12,0.08179
2020-12-13,0.06467
2020-12-14,0.19972
2020-12-15,0.13885
2020-12-16,0.14266
2020-12-17,0.15978
2020-12-18,0.11222
2020-12-19,0.05326
2020-12-20,0.11603
2020-12-21,0.22065
2020-12-22,0.1807
2020-12-23,0.16929
2020-12-24,0.14837
2020-12-25,0.06087
2020-12-26,0.07418
2020-12-27,0.07608
2020-12-28,0.1788
2020-12-29,0.17119
2020-12-30,0.17309
2020-12-31,0.14837
2021-01-01,0.07038
2021-01-02,0.07798
2021-01-03,0.06277
2021-01-04,0.19592
2021-01-05,0.19592
2021-01-06,0.19402
2021-01-07,0.18831
2021-01-08,0.13315
2021-01-09,0.0913
2021-01-10,0.08559
2021-01-11,0.20924
2021-01-12,0.16549
2021-01-13,0.1807
2021-01-14,0.16929
2021-01-15,0.16168
2021-01-16,0.06847
2021-01-17,0.07228
2021-01-18,0.18831
2021-01-19,0.14456
2021-01-20,0.18261
2021-01-21,0.15407
2021-01-22,0.15407
2021-01-23,0.08369
2021-01-24,0.07989
2021-01-25,0.24348
2021-01-26,0.17309
2021-01-27,0.13885
2021-01-28,0.17119
2021-01-29,0.11983
2021-01-30,0.0875
2021-01-31,0.09701
2021-02-01,0.24348
2021-02-02,0.27391
2021-02-03,0.20924
2021-02-04,0.16739
2021-02-05,0.13695
2021-02-06,0.0875
2021-02-07,0.11603
2021-02-08,0.21875
2021-02-09,0.18451
2021-02-10,0.10271
2021-02-11,0.06467
2021-02-12,0.07608
2021-02-13,0.0875
2021-02-14,0.10462
2021-02-15,0.21304
2021-02-16,0.21684
2021-02-17,0.21875
2021-02-18,0.19402
2021-02-19,0.14646
2021-02-20,0.0932
2021-02-21,0.11983
2021-02-22,0.19972
2021-02-23,0.18261
2021-02-24,0.19021
2021-02-25,0.18831
2021-02-26,0.13315
2021-02-27,0.07228
2021-02-28,0.08369
2021-03-01,0.08559
2021-03-02,0.15597
2021-03-03,0.12364
2021-03-04,0.20543
2021-03-05,0.15217
2021-03-06,0.05896
2021-03-07,0.06277
2021-03-08,0.21114
2021-03-09,0.17119
2021-03-10,0.18641
2021-03-11,0.20543
2021-03-12,0.19972
2021-03-13,0.13315
2021-03-14,0.07418
2021-03-15,0.18261
2021-03-16,0.21304
2021-03-17,0.18641
2021-03-18,0.175
2021-03-19,0.175
2021-03-20,0.07608
2021-03-21,0.04755
2021-03-22,0.19782
2021-03-23,0.19782
2021-03-24,0.19972
2021-03-25,0.19212
2021-03-26,0.15407
2021-03-27,0.07798
2021-03-28,0.07798
2021-03-29,0.13885
2021-03-30,0.18641
2021-03-31,0.1769
2021-04-01,0.15978
2021-04-02,0.11793
2021-04-03,0.0913
2021-04-04,0.0932
2021-04-05,0.1788
2021-04-06,0.1788
2021-04-07,0.22826
2021-04-08,0.22255
2021-04-09,0.23396
2021-04-10,0.08559
2021-04-11,0.10842
2021-04-12,0.24538
2021-04-13,0.19972
2021-04-14,0.20733
2021-04-15,0.22255
2021-04-16,0.15788
2021-04-17,0.12554
2021-04-18,0.11603
2021-04-19,0.19592
2021-04-20,0.20733
2021-04-21,0.1788
2021-04-22,0.19212
2021-04-23,0.19592
2021-04-24,0.0951
2021-04-25,0.16549
2021-04-26,0.25679
2021-04-27,0.2663
2021-04-28,0.2663
2021-04-29,0.22065
2021-04-30,0.20543
2021-05-01,0.13315
2021-05-02,0.12364
2021-05-03,0.31766
2021-05-04,0.22255
2021-05-05,0.20353
2021-05-06,0.21875
2021-05-07,0.18261
2021-05-08,0.14456
2021-05-09,0.15217
2021-05-10,0.2682
2021-05-11,0.24538
2021-05-12,0.27011
2021-05-13,0.22445
2021-05-14,0.17119
2021-05-15,0.13885
2021-05-16,0.18831
2021-05-17,0.40326
2021-05-18,0.22636
2021-05-19,0.16358
2021-05-20,0.28152
2021-05-21,0.27201
2021-05-22,0.16358
2021-05-23,0.16549
2021-05-24,0.33668
2021-05-25,0.62011
2021-05-26,0.53831
2021-05-27,0.4375
2021-05-28,0.2682
2021-05-29,0.18831
2021-05-30,0.18641
2021-05-31,0.33668
2021-06-01,0.3481
2021-06-02,0.23967
2021-06-03,0.32717
2021-06-04,0.2625
2021-06-05,0.17309
2021-06-06,0.19212
2021-06-07,0.35761
2021-06-08,0.30815
2021-06-09,0.27011
2021-06-10,0.29483
2021-06-11,0.23206
2021-06-12,0.20163
2021-06-13,0.175
2021-06-14,0.30054
2021-06-15,0.29674
2021-06-16,0.30054
2021-06-17,0.33858
2021-06-18,0.29864
2021-06-19,0.20543
2021-06-20,0.17309
2021-06-21,0.39565
2021-06-22,0.32907
2021-06-23,0.31005
2021-06-24,0.32527
2021-06-25,0.22826
2021-06-26,0.16358
2021-06-27,0.16549
2021-06-28,0.34049
2021-06-29,0.31386
2021-06-30,0.24157
2021-07-01,0.25679
2021-07-02,0.25679
2021-07-03,0.16929
2021-07-04,0.14456
2021-07-05,0.38614
2021-07-06,0.20353
2021-07-07,0.24348
2021-07-08,0.28723
2021-07-09,0.24728
2021-07-10,0.12174
2021-07-11,0.13695
2021-07-12,0.34429
2021-07-13,0.41467
2021-07-14,0.38043
2021-07-15,0.28152
