date,보험금조회
2023-06-10,13.77777
2023-06-11,11.77777
2023-06-12,22.22222
2023-06-13,25.11111
2023-06-14,25.0
2023-06-15,25.22222
2023-06-16,21.22222
2023-06-17,11.22222
2023-06-18,12.22222
2023-06-19,22.22222
2023-06-20,24.77777
2023-06-21,26.55555
2023-06-22,23.55555
2023-06-23,17.0
2023-06-24,12.22222
2023-06-25,11.33333
2023-06-26,26.44444
2023-06-27,43.77777
2023-06-28,30.88888
2023-06-29,44.22222
2023-06-30,25.11111
2023-07-01,14.77777
2023-07-02,13.88888
2023-07-03,27.44444
2023-07-04,23.11111
2023-07-05,23.33333
2023-07-06,23.22222
2023-07-07,18.55555
2023-07-08,13.11111
2023-07-09,13.77777
2023-07-10,24.55555
2023-07-11,25.0
2023-07-12,24.44444
2023-07-13,20.77777
2023-07-14,20.11111
2023-07-15,12.0
2023-07-16,11.66666
2023-07-17,22.55555
2023-07-18,23.66666
2023-07-19,21.22222
2023-07-20,21.77777
2023-07-21,19.66666
2023-07-22,13.55555
2023-07-23,12.11111
2023-07-24,24.22222
2023-07-25,29.77777
2023-07-26,23.44444
2023-07-27,21.55555
2023-07-28,19.22222
2023-07-29,14.44444
2023-07-30,12.66666
2023-07-31,21.44444
2023-08-01,28.44444
2023-08-02,24.88888
2023-08-03,21.77777
2023-08-04,19.11111
2023-08-05,11.33333
2023-08-06,17.11111
2023-08-07,23.0
2023-08-08,21.66666
2023-08-09,23.11111
2023-08-10,24.77777
2023-08-11,22.11111
2023-08-12,13.11111
2023-08-13,15.22222
2023-08-14,23.11111
2023-08-15,19.33333
2023-08-16,23.77777
2023-08-17,25.77777
2023-08-18,23.55555
2023-08-19,16.11111
2023-08-20,14.77777
2023-08-21,27.88888
2023-08-22,27.0
2023-08-23,30.11111
2023-08-24,26.55555
2023-08-25,27.33333
2023-08-26,16.33333
2023-08-27,15.22222
2023-08-28,30.88888
2023-08-29,24.88888
2023-08-30,26.88888
2023-08-31,25.77777
2023-09-01,20.11111
2023-09-02,12.55555
2023-09-03,15.66666
2023-09-04,22.55555
2023-09-05,26.88888
2023-09-06,23.66666
2023-09-07,23.22222
2023-09-08,21.33333
2023-09-09,12.55555
2023-09-10,13.66666
2023-09-11,24.88888
2023-09-12,26.66666
2023-09-13,22.44444
2023-09-14,21.33333
2023-09-15,20.55555
2023-09-16,12.11111
2023-09-17,13.77777
2023-09-18,23.22222
2023-09-19,22.77777
2023-09-20,22.22222
2023-09-21,22.0
2023-09-22,19.55555
2023-09-23,10.11111
2023-09-24,11.88888
2023-09-25,24.88888
2023-09-26,20.55555
2023-09-27,17.88888
2023-09-28,13.55555
2023-09-29,16.11111
2023-09-30,13.22222
2023-10-01,11.44444
2023-10-02,16.11111
2023-10-03,14.44444
2023-10-04,26.66666
2023-10-05,23.22222
2023-10-06,23.77777
2023-10-07,9.55555
2023-10-08,11.11111
2023-10-09,12.77777
2023-10-10,24.33333
2023-10-11,22.44444
2023-10-12,21.66666
2023-10-13,17.0
2023-10-14,13.11111
2023-10-15,10.33333
2023-10-16,21.11111
2023-10-17,25.44444
2023-10-18,19.55555
2023-10-19,24.77777
2023-10-20,17.0
2023-10-21,8.77777
2023-10-22,9.11111
2023-10-23,30.22222
2023-10-24,21.33333
2023-10-25,25.22222
2023-10-26,23.0
2023-10-27,22.55555
2023-10-28,13.22222
2023-10-29,15.33333
2023-10-30,23.22222
2023-10-31,24.66666
2023-11-01,20.33333
2023-11-02,20.22222
2023-11-03,22.88888
2023-11-04,11.22222
2023-11-05,12.44444
2023-11-06,22.0
2023-11-07,19.66666
2023-11-08,21.11111
2023-11-09,17.33333
2023-11-10,20.77777
2023-11-11,12.22222
2023-11-12,10.66666
2023-11-13,23.11111
2023-11-14,28.11111
2023-11-15,23.44444
2023-11-16,21.66666
2023-11-17,17.44444
2023-11-18,13.55555
2023-11-19,12.22222
2023-11-20,20.77777
2023-11-21,22.66666
2023-11-22,26.66666
2023-11-23,23.44444
2023-11-24,21.55555
2023-11-25,13.0
2023-11-26,12.0
2023-11-27,25.88888
2023-11-28,23.88888
2023-11-29,25.77777
2023-11-30,23.33333
2023-12-01,21.55555
2023-12-02,12.66666
2023-12-03,12.88888
2023-12-04,28.11111
2023-12-05,25.66666
2023-12-06,25.77777
2023-12-07,25.55555
2023-12-08,22.22222
2023-12-09,13.33333
2023-12-10,14.44444
2023-12-11,26.88888
2023-12-12,26.22222
2023-12-13,28.77777
2023-12-14,23.77777
2023-12-15,22.33333
2023-12-16,12.33333
2023-12-17,12.66666
2023-12-18,26.77777
2023-12-19,25.22222
2023-12-20,25.66666
2023-12-21,25.33333
2023-12-22,20.22222
2023-12-23,17.0
2023-12-24,10.11111
2023-12-25,16.11111
2023-12-26,31.66666
2023-12-27,26.33333
2023-12-28,30.33333
2023-12-29,24.11111
2023-12-30,16.44444
2023-12-31,14.11111
2024-01-01,15.44444
2024-01-02,27.55555
2024-01-03,26.66666
2024-01-04,27.11111
2024-01-05,22.77777
2024-01-06,15.88888
2024-01-07,15.77777
2024-01-08,21.33333
2024-01-09,26.11111
2024-01-10,23.44444
2024-01-11,24.44444
2024-01-12,23.33333
2024-01-13,16.55555
2024-01-14,15.77777
2024-01-15,32.33333
2024-01-16,29.11111
2024-01-17,27.55555
2024-01-18,24.11111
2024-01-19,30.22222
2024-01-20,17.66666
2024-01-21,15.77777
2024-01-22,30.88888
2024-01-23,28.0
2024-01-24,31.11111
2024-01-25,26.44444
2024-01-26,24.77777
2024-01-27,16.55555
2024-01-28,14.44444
2024-01-29,24.88888
2024-01-30,25.55555
2024-01-31,26.22222
2024-02-01,24.0
2024-02-02,24.66666
2024-02-03,14.11111
2024-02-04,13.66666
2024-02-05,27.44444
2024-02-06,25.55555
2024-02-07,22.44444
2024-02-08,21.88888
2024-02-09,13.0
2024-02-10,16.11111
2024-02-11,13.55555
2024-02-12,16.22222
2024-02-13,29.11111
2024-02-14,31.11111
2024-02-15,28.44444
2024-02-16,23.88888
2024-02-17,15.0
2024-02-18,14.88888
2024-02-19,24.66666
2024-02-20,25.77777
2024-02-21,29.22222
2024-02-22,25.77777
2024-02-23,20.0
2024-02-24,17.11111
2024-02-25,13.33333
2024-02-26,27.33333
2024-02-27,24.88888
2024-02-28,26.44444
2024-02-29,19.88888
2024-03-01,10.77777
2024-03-02,12.77777
2024-03-03,11.22222
2024-03-04,22.88888
2024-03-05,26.0
2024-03-06,21.55555
2024-03-07,23.33333
2024-03-08,20.88888
2024-03-09,13.55555
2024-03-10,16.88888
2024-03-11,24.11111
2024-03-12,26.22222
2024-03-13,24.0
2024-03-14,22.55555
2024-03-15,23.88888
2024-03-16,15.0
2024-03-17,14.22222
2024-03-18,24.0
2024-03-19,27.11111
2024-03-20,27.55555
