date,상속포기신고서
2023-05-30,44.38202
2023-05-31,46.62921
2023-06-01,44.10112
2023-06-02,35.39325
2023-06-03,13.48314
2023-06-04,22.19101
2023-06-05,44.10112
2023-06-06,25.84269
2023-06-07,51.12359
2023-06-08,41.29213
2023-06-09,39.60674
2023-06-10,17.69662
2023-06-11,18.82022
2023-06-12,51.96629
2023-06-13,45.22471
2023-06-14,50.0
2023-06-15,48.8764
2023-06-16,47.7528
2023-06-17,21.91011
2023-06-18,25.0
2023-06-19,49.4382
2023-06-20,48.3146
2023-06-21,45.22471
2023-06-22,40.73033
2023-06-23,46.34831
2023-06-24,20.50561
2023-06-25,20.50561
2023-06-26,51.68539
2023-06-27,45.22471
2023-06-28,42.97752
2023-06-29,37.35955
2023-06-30,40.16853
2023-07-01,21.06741
2023-07-02,22.7528
2023-07-03,46.06741
2023-07-04,38.76404
2023-07-05,45.50561
2023-07-06,40.73033
2023-07-07,34.26966
2023-07-08,17.41573
2023-07-09,19.66292
2023-07-10,45.22471
2023-07-11,39.88764
2023-07-12,47.19101
2023-07-13,36.51685
2023-07-14,40.44943
2023-07-15,13.20224
2023-07-16,18.25842
2023-07-17,33.70786
2023-07-18,45.50561
2023-07-19,38.20224
2023-07-20,44.66292
2023-07-21,35.95505
2023-07-22,18.53932
2023-07-23,15.73033
2023-07-24,56.46067
2023-07-25,46.06741
2023-07-26,42.41573
2023-07-27,42.69662
2023-07-28,36.51685
2023-07-29,21.06741
2023-07-30,17.69662
2023-07-31,50.56179
2023-08-01,44.38202
2023-08-02,47.47191
2023-08-03,47.19101
2023-08-04,42.97752
2023-08-05,19.94382
2023-08-06,18.82022
2023-08-07,52.52808
2023-08-08,47.7528
2023-08-09,43.25842
2023-08-10,41.29213
2023-08-11,42.97752
2023-08-12,17.97752
2023-08-13,27.24719
2023-08-14,48.0337
2023-08-15,26.40449
2023-08-16,53.37078
2023-08-17,49.1573
2023-08-18,41.01123
2023-08-19,28.65168
2023-08-20,24.1573
2023-08-21,51.40449
2023-08-22,42.97752
2023-08-23,38.48314
2023-08-24,35.67415
2023-08-25,38.76404
2023-08-26,16.57303
2023-08-27,24.4382
2023-08-28,48.8764
2023-08-29,46.34831
2023-08-30,44.94382
2023-08-31,34.55056
2023-09-01,36.23595
2023-09-02,21.06741
2023-09-03,20.22471
2023-09-04,54.49438
2023-09-05,44.94382
2023-09-06,40.44943
2023-09-07,42.41573
2023-09-08,41.57303
2023-09-09,21.34831
2023-09-10,24.4382
2023-09-11,57.30337
2023-09-12,40.16853
2023-09-13,46.06741
2023-09-14,39.04494
2023-09-15,34.55056
2023-09-16,18.82022
2023-09-17,21.34831
2023-09-18,53.37078
2023-09-19,39.88764
2023-09-20,40.16853
2023-09-21,33.98876
2023-09-22,37.35955
2023-09-23,21.06741
2023-09-24,21.91011
2023-09-25,40.44943
2023-09-26,38.20224
2023-09-27,28.65168
2023-09-28,20.50561
2023-09-29,15.16853
2023-09-30,11.79775
2023-10-01,18.25842
2023-10-02,26.12359
2023-10-03,23.8764
2023-10-04,58.42696
2023-10-05,45.78651
2023-10-06,38.20224
2023-10-07,19.10112
2023-10-08,14.88764
2023-10-09,26.12359
2023-10-10,54.77528
2023-10-11,37.64044
2023-10-12,42.13483
2023-10-13,38.48314
2023-10-14,16.57303
2023-10-15,23.8764
2023-10-16,62.35955
2023-10-17,88.76404
2023-10-18,50.28089
2023-10-19,46.06741
2023-10-20,31.17977
2023-10-21,23.8764
2023-10-22,21.91011
2023-10-23,44.38202
2023-10-24,44.94382
2023-10-25,45.50561
2023-10-26,47.7528
2023-10-27,46.62921
2023-10-28,24.7191
2023-10-29,24.1573
2023-10-30,53.65168
2023-10-31,56.74157
2023-11-01,51.40449
2023-11-02,47.7528
2023-11-03,37.07865
2023-11-04,26.68539
2023-11-05,27.52808
2023-11-06,60.39325
2023-11-07,45.78651
2023-11-08,54.49438
2023-11-09,45.78651
2023-11-10,44.38202
2023-11-11,21.06741
2023-11-12,20.22471
2023-11-13,50.28089
2023-11-14,50.0
2023-11-15,48.8764
2023-11-16,41.57303
2023-11-17,36.79775
2023-11-18,16.85393
2023-11-19,19.66292
2023-11-20,54.21348
2023-11-21,48.8764
2023-11-22,46.91011
2023-11-23,43.82022
2023-11-24,39.60674
2023-11-25,19.66292
2023-11-26,26.12359
2023-11-27,53.65168
2023-11-28,43.53932
2023-11-29,54.49438
2023-11-30,42.69662
2023-12-01,35.39325
2023-12-02,19.66292
2023-12-03,26.12359
2023-12-04,51.68539
2023-12-05,46.62921
2023-12-06,48.3146
2023-12-07,43.82022
2023-12-08,47.19101
2023-12-09,17.69662
2023-12-10,23.3146
2023-12-11,49.7191
2023-12-12,47.19101
2023-12-13,48.5955
2023-12-14,46.34831
2023-12-15,37.07865
2023-12-16,21.91011
2023-12-17,23.3146
2023-12-18,48.3146
2023-12-19,48.8764
2023-12-20,39.88764
2023-12-21,33.14606
2023-12-22,31.17977
2023-12-23,14.04494
2023-12-24,18.53932
2023-12-25,23.5955
2023-12-26,46.62921
2023-12-27,44.38202
2023-12-28,52.52808
2023-12-29,40.73033
2023-12-30,20.22471
2023-12-31,15.73033
2024-01-01,23.8764
2024-01-02,58.42696
2024-01-03,50.0
2024-01-04,53.93258
2024-01-05,53.65168
2024-01-06,27.24719
2024-01-07,25.56179
2024-01-08,51.12359
2024-01-09,58.14606
2024-01-10,62.07865
2024-01-11,51.68539
2024-01-12,52.80898
2024-01-13,22.47191
2024-01-14,22.19101
2024-01-15,60.11235
2024-01-16,46.06741
2024-01-17,54.21348
2024-01-18,44.38202
2024-01-19,44.94382
2024-01-20,25.0
2024-01-21,31.46067
2024-01-22,47.7528
2024-01-23,50.84269
2024-01-24,58.42696
2024-01-25,50.28089
2024-01-26,48.5955
2024-01-27,26.96629
2024-01-28,21.62921
2024-01-29,50.28089
2024-01-30,49.7191
2024-01-31,46.91011
2024-02-01,42.69662
2024-02-02,37.07865
2024-02-03,22.19101
2024-02-04,27.24719
2024-02-05,48.3146
2024-02-06,45.78651
2024-02-07,47.47191
2024-02-08,39.60674
2024-02-09,28.37078
2024-02-10,29.49438
2024-02-11,27.52808
2024-02-12,28.93258
2024-02-13,66.57303
2024-02-14,62.07865
2024-02-15,47.47191
2024-02-16,51.12359
2024-02-17,23.3146
2024-02-18,25.28089
2024-02-19,62.92134
2024-02-20,53.93258
2024-02-21,43.53932
2024-02-22,45.22471
2024-02-23,44.66292
2024-02-24,22.7528
2024-02-25,27.80898
2024-02-26,59.55056
2024-02-27,46.34831
2024-02-28,48.3146
2024-02-29,46.62921
2024-03-01,19.66292
2024-03-02,21.06741
2024-03-03,22.47191
2024-03-04,56.46067
2024-03-05,50.28089
2024-03-06,57.86516
2024-03-07,50.84269
2024-03-08,42.41573
2024-03-09,28.37078
2024-03-10,26.96629
2024-03-11,58.70786
2024-03-12,48.8764
2024-03-13,54.21348
2024-03-14,47.19101
2024-03-15,41.29213
2024-03-16,22.19101
2024-03-17,29.49438
2024-03-18,46.62921
2024-03-19,56.74157
2024-03-20,56.17977
