date,특징주
2023-06-28,59.06666
2023-06-29,62.66666
2023-06-30,66.26666
2023-07-01,16.53333
2023-07-02,23.46666
2023-07-03,96.0
2023-07-04,66.13333
2023-07-05,91.06666
2023-07-06,75.6
2023-07-07,77.06666
2023-07-08,15.86666
2023-07-09,14.93333
2023-07-10,83.46666
2023-07-11,90.13333
2023-07-12,91.33333
2023-07-13,64.13333
2023-07-14,72.66666
2023-07-15,19.86666
2023-07-16,26.0
2023-07-17,99.73333
2023-07-18,89.33333
2023-07-19,94.26666
2023-07-20,89.06666
2023-07-21,69.59999
2023-07-22,17.86666
2023-07-23,20.0
2023-07-24,56.79999
2023-07-25,58.93333
2023-07-26,70.0
2023-07-27,47.86666
2023-07-28,41.73333
2023-07-29,11.86666
2023-07-30,16.13333
2023-07-31,45.33333
2023-08-01,66.53333
2023-08-02,89.2
2023-08-03,83.86666
2023-08-04,75.86666
2023-08-05,15.86666
2023-08-06,18.4
2023-08-07,91.06666
2023-08-08,63.86666
2023-08-09,67.86666
2023-08-10,98.13333
2023-08-11,86.0
2023-08-12,15.33333
2023-08-13,23.6
2023-08-14,77.33333
2023-08-15,23.46666
2023-08-16,60.26666
2023-08-17,71.86666
2023-08-18,59.6
2023-08-19,20.26666
2023-08-20,20.39999
2023-08-21,58.4
2023-08-22,90.53333
2023-08-23,71.33333
2023-08-24,94.66666
2023-08-25,62.93333
2023-08-26,17.46666
2023-08-27,18.8
2023-08-28,98.13333
2023-08-29,69.19999
2023-08-30,100.0
2023-08-31,90.0
2023-09-01,89.2
2023-09-02,15.2
2023-09-03,18.26666
2023-09-04,89.46666
2023-09-05,96.8
2023-09-06,81.06666
2023-09-07,86.66666
2023-09-08,79.86666
2023-09-09,13.86666
2023-09-10,20.26666
2023-09-11,85.73333
2023-09-12,95.2
2023-09-13,85.06666
2023-09-14,92.26666
2023-09-15,82.93333
2023-09-16,16.13333
2023-09-17,21.06666
2023-09-18,84.4
2023-09-19,87.46666
2023-09-20,85.73333
2023-09-21,72.93333
2023-09-22,79.6
2023-09-23,14.0
2023-09-24,12.0
2023-09-25,74.13333
2023-09-26,80.4
2023-09-27,61.06666
2023-09-28,11.46666
2023-09-29,8.8
2023-09-30,7.2
2023-10-01,6.8
2023-10-02,9.46666
2023-10-03,13.06666
2023-10-04,68.79999
2023-10-05,67.2
2023-10-06,68.93333
2023-10-07,10.13333
2023-10-08,8.93333
2023-10-09,10.0
2023-10-10,65.33333
2023-10-11,70.26666
2023-10-12,72.26666
2023-10-13,55.6
2023-10-14,12.13333
2023-10-15,14.53333
2023-10-16,80.13333
2023-10-17,73.6
2023-10-18,69.33333
2023-10-19,68.13333
2023-10-20,51.86666
2023-10-21,9.46666
2023-10-22,9.86666
2023-10-23,68.4
2023-10-24,64.0
2023-10-25,65.73333
2023-10-26,67.2
2023-10-27,54.0
2023-10-28,9.46666
2023-10-29,10.66666
2023-10-30,68.0
2023-10-31,64.4
2023-11-01,72.53333
2023-11-02,69.59999
2023-11-03,63.86666
2023-11-04,12.53333
2023-11-05,12.4
2023-11-06,66.93333
2023-11-07,67.06666
2023-11-08,62.4
2023-11-09,63.33333
2023-11-10,55.06666
2023-11-11,9.86666
2023-11-12,10.26666
2023-11-13,57.86666
2023-11-14,65.73333
2023-11-15,69.73333
2023-11-16,67.2
2023-11-17,55.6
2023-11-18,10.53333
2023-11-19,11.73333
2023-11-20,62.66666
2023-11-21,59.6
2023-11-22,74.8
2023-11-23,69.46666
2023-11-24,54.93333
2023-11-25,10.13333
2023-11-26,13.2
2023-11-27,60.66666
2023-11-28,66.0
2023-11-29,63.6
2023-11-30,70.4
2023-12-01,50.93333
2023-12-02,11.33333
2023-12-03,16.53333
2023-12-04,65.46666
2023-12-05,69.46666
2023-12-06,72.93333
2023-12-07,76.4
2023-12-08,62.93333
2023-12-09,14.8
2023-12-10,16.8
2023-12-11,72.0
2023-12-12,71.06666
2023-12-13,58.8
2023-12-14,68.53333
2023-12-15,59.86666
2023-12-16,14.4
2023-12-17,13.6
2023-12-18,69.73333
2023-12-19,73.6
2023-12-20,84.53333
2023-12-21,80.0
2023-12-22,62.0
2023-12-23,12.8
2023-12-24,7.33333
2023-12-25,12.66666
2023-12-26,67.2
2023-12-27,63.86666
2023-12-28,59.46666
2023-12-29,15.46666
2023-12-30,11.86666
2023-12-31,7.6
2024-01-01,12.66666
2024-01-02,67.6
2024-01-03,65.2
2024-01-04,71.86666
2024-01-05,65.73333
2024-01-06,13.86666
2024-01-07,17.73333
2024-01-08,72.8
2024-01-09,82.13333
2024-01-10,81.33333
2024-01-11,82.66666
2024-01-12,65.86666
2024-01-13,14.8
2024-01-14,16.8
2024-01-15,77.2
2024-01-16,91.73333
2024-01-17,76.66666
2024-01-18,72.53333
2024-01-19,58.53333
2024-01-20,15.6
2024-01-21,16.93333
2024-01-22,76.8
2024-01-23,62.66666
2024-01-24,80.53333
2024-01-25,66.93333
2024-01-26,65.86666
2024-01-27,19.73333
2024-01-28,17.06666
2024-01-29,85.86666
2024-01-30,70.53333
2024-01-31,48.66666
2024-02-01,44.53333
2024-02-02,42.0
2024-02-03,16.66666
2024-02-04,19.6
2024-02-05,65.46666
2024-02-06,60.13333
2024-02-07,45.46666
2024-02-08,66.8
2024-02-09,14.4
2024-02-10,11.46666
2024-02-11,9.73333
2024-02-12,14.13333
2024-02-13,55.2
2024-02-14,70.53333
2024-02-15,79.73333
2024-02-16,68.53333
2024-02-17,20.8
2024-02-18,25.06666
2024-02-19,87.46666
2024-02-20,79.86666
2024-02-21,60.4
2024-02-22,78.26666
2024-02-23,66.13333
2024-02-24,19.33333
2024-02-25,22.93333
2024-02-26,81.33333
2024-02-27,73.06666
2024-02-28,77.46666
2024-02-29,38.26666
2024-03-01,13.46666
2024-03-02,14.8
2024-03-03,21.33333
2024-03-04,91.6
2024-03-05,80.13333
2024-03-06,79.86666
2024-03-07,78.8
2024-03-08,71.06666
2024-03-09,15.46666
2024-03-10,19.33333
2024-03-11,67.2
2024-03-12,83.06666
2024-03-13,84.66666
2024-03-14,79.46666
2024-03-15,64.26666
2024-03-16,17.6
2024-03-17,19.33333
2024-03-18,56.66666
2024-03-19,67.86666
2024-03-20,83.06666
