date,SK하이닉스주가
2020-07-18,1.94762
2020-07-19,1.48983
2020-07-20,19.4479
2020-07-21,25.45738
2020-07-22,23.48064
2020-07-23,27.42603
2020-07-24,23.7063
2020-07-25,2.28651
2020-07-26,2.07217
2020-07-27,24.18107
2020-07-28,27.99705
2020-07-29,27.34434
2020-07-30,31.24524
2020-07-31,27.54007
2020-08-01,2.66584
2020-08-02,2.05114
2020-08-03,24.70276
2020-08-04,25.3765
2020-08-05,27.70426
2020-08-06,27.92345
2020-08-07,28.70314
2020-08-08,3.33716
2020-08-09,2.92224
2020-08-10,29.08329
2020-08-11,29.3049
2020-08-12,27.96227
2020-08-13,28.08764
2020-08-14,24.77555
2020-08-15,2.46849
2020-08-16,2.16761
2020-08-17,4.74126
2020-08-18,28.49043
2020-08-19,44.2736
2020-08-20,40.63799
2020-08-21,40.25137
2020-08-22,3.40752
2020-08-23,2.62945
2020-08-24,34.79593
2020-08-25,31.98692
2020-08-26,32.68574
2020-08-27,31.81627
2020-08-28,28.15153
2020-08-29,2.87856
2020-08-30,2.3779
2020-08-31,29.75622
2020-09-01,27.54331
2020-09-02,26.55817
2020-09-03,33.61183
2020-09-04,30.23908
2020-09-05,2.72489
2020-09-06,2.17408
2020-09-07,28.07551
2020-09-08,29.49983
2020-09-09,29.09218
2020-09-10,29.30814
2020-09-11,27.44463
2020-09-12,2.90687
2020-09-13,3.18672
2020-09-14,32.62589
2020-09-15,37.14796
2020-09-16,32.64368
2020-09-17,29.60174
2020-09-18,30.21077
2020-09-19,2.83974
2020-09-20,2.08511
2020-09-21,30.62569
2020-09-22,29.15042
2020-09-23,29.33159
2020-09-24,31.39245
2020-09-25,26.21847
2020-09-26,2.47739
2020-09-27,1.90475
2020-09-28,23.55262
2020-09-29,22.30139
2020-09-30,2.1393
2020-10-01,1.61115
2020-10-02,1.65968
2020-10-03,1.45667
2020-10-04,1.64431
2020-10-05,22.37338
2020-10-06,21.81449
2020-10-07,20.89729
2020-10-08,20.72663
2020-10-09,2.95216
2020-10-10,1.60387
2020-10-11,1.46556
2020-10-12,24.909
2020-10-13,29.67291
2020-10-14,25.18319
2020-10-15,22.92741
2020-10-16,21.46831
2020-10-17,2.04872
2020-10-18,1.54483
2020-10-19,23.40623
2020-10-20,55.24029
2020-10-21,30.50437
2020-10-22,24.24254
2020-10-23,23.38763
2020-10-24,2.44746
2020-10-25,1.78343
2020-10-26,21.73603
2020-10-27,20.35134
2020-10-28,19.57974
2020-10-29,20.7234
2020-10-30,20.2462
2020-10-31,2.17004
2020-11-01,1.83924
2020-11-02,20.81803
2020-11-03,21.44324
2020-11-04,26.62611
2020-11-05,28.10867
2020-11-06,25.90789
2020-11-07,2.36173
2020-11-08,1.8546
2020-11-09,24.45526
2020-11-10,23.57689
2020-11-11,23.73137
2020-11-12,24.61298
2020-11-13,28.38285
2020-11-14,3.26598
2020-11-15,2.30269
2020-11-16,52.36982
2020-11-17,39.78064
2020-11-18,33.27455
2020-11-19,28.17175
2020-11-20,25.62642
2020-11-21,2.77261
2020-11-22,2.10453
2020-11-23,37.6567
2020-11-24,35.23754
2020-11-25,32.34604
2020-11-26,30.35312
2020-11-27,27.38801
2020-11-28,3.30804
2020-11-29,2.81709
2020-11-30,26.51531
2020-12-01,31.73619
2020-12-02,45.95027
2020-12-03,46.95967
2020-12-04,52.69092
2020-12-05,5.69646
2020-12-06,4.38619
2020-12-07,49.16854
2020-12-08,46.55931
2020-12-09,49.21868
2020-12-10,49.43868
2020-12-11,44.27279
2020-12-12,4.93861
2020-12-13,3.69627
2020-12-14,41.0618
2020-12-15,37.262
2020-12-16,35.27394
2020-12-17,34.6091
2020-12-18,31.82193
2020-12-19,3.64451
2020-12-20,2.97481
2020-12-21,33.65631
2020-12-22,31.87854
2020-12-23,33.54955
2020-12-24,35.79482
2020-12-25,4.52935
2020-12-26,3.82972
2020-12-27,3.40186
2020-12-28,38.10883
2020-12-29,34.70211
2020-12-30,36.85274
2020-12-31,8.30246
2021-01-01,3.77634
2021-01-02,3.18106
2021-01-03,3.33069
2021-01-04,51.62409
2021-01-05,54.47597
2021-01-06,58.46018
2021-01-07,61.69219
2021-01-08,69.04996
2021-01-09,8.69069
2021-01-10,6.99865
2021-01-11,75.69032
2021-01-12,62.39586
2021-01-13,57.94173
2021-01-14,52.37871
2021-01-15,48.96633
2021-01-16,5.26051
2021-01-17,4.05376
2021-01-18,49.91183
2021-01-19,51.04741
2021-01-20,48.1745
2021-01-21,46.87555
2021-01-22,45.51917
2021-01-23,5.68271
2021-01-24,4.56008
2021-01-25,53.49002
2021-01-26,51.15336
2021-01-27,47.62047
2021-01-28,47.90032
2021-01-29,53.2676
2021-01-30,5.65683
2021-01-31,4.06751
2021-02-01,51.03689
2021-02-02,52.98209
2021-02-03,47.10283
2021-02-04,44.28978
2021-02-05,42.76355
2021-02-06,5.11735
2021-02-07,3.8184
2021-02-08,39.57925
2021-02-09,38.86669
2021-02-10,33.58837
2021-02-11,4.09825
2021-02-12,3.37921
2021-02-13,2.96834
2021-02-14,3.19076
2021-02-15,45.93328
2021-02-16,42.1537
2021-02-17,37.51354
2021-02-18,36.80907
2021-02-19,45.52888
2021-02-20,5.80323
2021-02-21,4.13869
2021-02-22,51.48174
2021-02-23,48.83692
2021-02-24,54.09906
2021-02-25,66.62838
2021-02-26,58.01209
2021-02-27,6.0669
2021-02-28,5.45625
2021-03-01,6.10087
2021-03-02,52.55261
2021-03-03,47.12386
2021-03-04,45.76262
2021-03-05,46.39916
2021-03-06,5.43036
2021-03-07,4.46141
2021-03-08,45.43263
2021-03-09,46.65151
2021-03-10,43.4203
2021-03-11,46.01659
2021-03-12,45.08322
2021-03-13,5.14566
2021-03-14,4.20097
2021-03-15,43.33376
2021-03-16,40.85394
2021-03-17,37.63972
2021-03-18,42.69237
2021-03-19,38.78095
2021-03-20,4.84721
2021-03-21,3.98582
2021-03-22,37.38575
2021-03-23,35.97842
2021-03-24,35.91048
2021-03-25,36.11106
2021-03-26,34.00491
2021-03-27,3.81193
2021-03-28,3.0565
2021-03-29,33.53095
2021-03-30,34.45057
2021-03-31,32.70839
2021-04-01,42.8873
2021-04-02,43.23508
2021-04-03,5.02919
2021-04-04,4.1767
2021-04-05,41.06747
2021-04-06,41.09173
2021-04-07,38.51404
2021-04-08,36.40142
2021-04-09,34.7288
2021-04-10,3.91222
2021-04-11,3.62186
2021-04-12,38.1153
2021-04-13,37.63001
2021-04-14,36.83171
2021-04-15,35.61283
2021-04-16,34.37697
2021-04-17,4.59405
2021-04-18,3.68252
2021-04-19,33.16375
2021-04-20,32.55956
2021-04-21,35.9218
2021-04-22,34.83152
2021-04-23,36.07386
2021-04-24,4.01494
2021-04-25,3.31047
2021-04-26,36.43216
2021-04-27,36.3812
2021-04-28,42.04856
2021-04-29,39.7855
2021-04-30,38.47927
2021-05-01,4.91839
2021-05-02,3.86531
2021-05-03,42.06797
2021-05-04,37.70847
2021-05-05,5.69565
2021-05-06,38.86022
2021-05-07,36.69664
2021-05-08,3.83458
2021-05-09,3.19319
2021-05-10,40.87497
2021-05-11,54.73236
2021-05-12,53.15437
2021-05-13,51.24152
2021-05-14,47.14246
2021-05-15,5.4983
2021-05-16,5.1214
2021-05-17,42.42223
2021-05-18,44.2647
2021-05-19,6.24969
2021-05-20,42.70208
2021-05-21,42.26208
2021-05-22,5.37375
2021-05-23,4.02546
2021-05-24,37.76751
2021-05-25,37.5184
2021-05-26,36.08841
2021-05-27,39.06808
2021-05-28,38.65963
2021-05-29,3.81517
2021-05-30,2.83569
2021-05-31,36.32701
2021-06-01,38.02957
2021-06-02,35.85871
2021-06-03,42.4748
2021-06-04,35.23026
2021-06-05,3.32664
2021-06-06,2.57121
2021-06-07,35.41306
2021-06-08,34.22491
2021-06-09,37.9503
2021-06-10,36.40223
2021-06-11,39.31639
2021-06-12,3.85561
2021-06-13,2.76937
2021-06-14,32.93243
2021-06-15,33.67977
2021-06-16,33.96447
2021-06-17,30.79635
2021-06-18,32.83618
2021-06-19,3.50215
2021-06-20,2.6804
2021-06-21,33.96366
2021-06-22,32.09773
2021-06-23,34.41094
2021-06-24,37.29112
2021-06-25,37.38009
2021-06-26,3.95994
2021-06-27,2.66746
2021-06-28,31.63347
2021-06-29,29.84195
2021-06-30,35.84011
2021-07-01,31.98207
2021-07-02,34.79351
2021-07-03,3.4512
2021-07-04,2.75886
2021-07-05,33.01816
2021-07-06,34.59373
2021-07-07,33.22198
2021-07-08,33.4533
2021-07-09,36.60282
2021-07-10,3.86208
2021-07-11,2.85915
2021-07-12,34.94314
2021-07-13,36.35047
2021-07-14,33.34249
2021-07-15,33.43308
2021-07-16,30.10886
2021-07-17,2.84135
2021-07-18,2.45232
2021-07-19,30.6079
2021-07-20,31.63105
2021-07-21,33.89249
2021-07-22,37.1059
2021-07-23,33.17507
2021-07-24,3.79656
2021-07-25,2.644
2021-07-26,30.41621
2021-07-27,35.87974
2021-07-28,39.62374
2021-07-29,35.02402
2021-07-30,30.49628
2021-07-31,3.83215
2021-08-01,2.71114
2021-08-02,35.74467
2021-08-03,44.60602
2021-08-04,47.13842
2021-08-05,39.95535
2021-08-06,34.79755
2021-08-07,3.18025
2021-08-08,2.56959
2021-08-09,35.69129
2021-08-10,41.67246
2021-08-11,80.16952
2021-08-12,100.0
2021-08-13,97.40775
2021-08-14,12.1516
2021-08-15,7.02453
2021-08-16,11.7941
2021-08-17,67.18646
2021-08-18,66.26199
2021-08-19,61.14624
2021-08-20,56.15102
2021-08-21,7.08196
2021-08-22,5.31713
2021-08-23,58.49819
2021-08-24,61.03058
2021-08-25,54.33523
2021-08-26,50.5508
2021-08-27,45.51189
2021-08-28,4.74449
2021-08-29,3.4237
2021-08-30,43.36692
2021-08-31,48.57244
2021-09-01,50.1658
2021-09-02,43.0984
2021-09-03,43.66456
2021-09-04,4.26244
2021-09-05,3.15517
2021-09-06,40.71644
2021-09-07,35.88702
2021-09-08,38.66448
2021-09-09,38.96779
2021-09-10,37.7667
2021-09-11,3.51105
2021-09-12,2.6254
2021-09-13,36.91098
2021-09-14,40.24571
2021-09-15,36.58745
2021-09-16,35.52144
2021-09-17,35.41467
2021-09-18,3.57818
2021-09-19,2.25335
2021-09-20,2.10695
2021-09-21,2.31401
2021-09-22,2.59224
2021-09-23,34.48858
2021-09-24,33.5633
2021-09-25,3.67039
2021-09-26,2.59952
2021-09-27,32.57978
2021-09-28,30.39275
2021-09-29,41.07475
2021-09-30,37.76266
2021-10-01,34.76439
2021-10-02,3.64936
2021-10-03,2.66261
2021-10-04,5.41823
2021-10-05,41.38614
2021-10-06,40.56277
2021-10-07,43.23023
2021-10-08,42.30414
2021-10-09,4.69677
2021-10-10,4.46707
2021-10-11,5.9569
2021-10-12,42.90994
2021-10-13,39.72565
2021-10-14,38.62809
2021-10-15,44.41029
2021-10-16,4.38942
2021-10-17,2.88827
2021-10-18,35.58857
2021-10-19,33.7744
2021-10-20,33.24463
2021-10-21,32.01442
2021-10-22,33.03838
2021-10-23,3.43988
2021-10-24,2.68687
2021-10-25,39.95292
2021-10-26,45.37359
2021-10-27,42.48451
2021-10-28,53.14466
2021-10-29,43.96625
2021-10-30,4.17104
2021-10-31,3.03304
2021-11-01,42.48774
2021-11-02,45.66071
2021-11-03,40.70916
2021-11-04,40.3913
2021-11-05,37.39869
2021-11-06,3.81517
2021-11-07,3.03143
2021-11-08,36.9862
2021-11-09,39.22742
2021-11-10,35.8393
2021-11-11,32.95507
2021-11-12,35.60636
2021-11-13,3.59517
2021-11-14,3.11312
2021-11-15,49.3489
2021-11-16,43.45751
2021-11-17,34.93909
2021-11-18,35.39769
2021-11-19,36.74598
2021-11-20,4.29156
2021-11-21,3.38002
2021-11-22,82.97691
2021-11-23,61.40992
2021-11-24,52.90282
2021-11-25,42.56215
2021-11-26,39.67146
2021-11-27,4.90868
2021-11-28,3.58142
2021-11-29,43.90478
2021-11-30,43.88133
2021-12-01,45.99961
2021-12-02,53.60083
2021-12-03,45.68983
2021-12-04,4.53743
2021-12-05,3.61215
2021-12-06,43.3103
2021-12-07,52.18217
2021-12-08,51.97431
2021-12-09,49.60044
2021-12-10,42.55892
2021-12-11,4.41207
2021-12-12,3.48517
2021-12-13,47.34466
2021-12-14,39.20073
2021-12-15,41.1621
2021-12-16,42.05179
2021-12-17,36.85274
2021-12-18,3.76745
2021-12-19,3.00069
2021-12-20,37.28708
2021-12-21,46.92165
2021-12-22,52.73378
2021-12-23,54.26972
2021-12-24,46.94754
2021-12-25,4.81
2021-12-26,4.52692
2021-12-27,41.55922
2021-12-28,41.75738
2021-12-29,40.16483
2021-12-30,56.01999
2021-12-31,14.91208
2022-01-01,4.24869
2022-01-02,4.24222
2022-01-03,46.44526
2022-01-04,42.21275
2022-01-05,47.11658
2022-01-06,43.73008
2022-01-07,44.37389
2022-01-08,4.63368
2022-01-09,3.59193
2022-01-10,40.16726
2022-01-11,42.32274
2022-01-12,43.76
2022-01-13,39.83888
2022-01-14,35.00865
2022-01-15,4.00604
2022-01-16,3.57252
2022-01-17,33.64823
2022-01-18,32.84912
2022-01-19,35.32813
2022-01-20,35.59827
2022-01-21,45.06058
2022-01-22,6.29094
2022-01-23,4.59324
2022-01-24,37.53862
2022-01-25,38.90713
2022-01-26,36.54297
2022-01-27,46.68629
2022-01-28,54.59405
2022-01-29,6.09036
2022-01-30,3.83539
2022-01-31,3.51429
2022-02-01,3.66958
2022-02-02,4.06428
2022-02-03,48.49803
2022-02-04,40.1988
2022-02-05,4.53339
2022-02-06,3.42693
2022-02-07,37.57582
2022-02-08,35.86842
2022-02-09,37.96001
2022-02-10,45.62836
2022-02-11,47.70458
2022-02-12,5.18368
2022-02-13,3.88553
2022-02-14,42.9795
2022-02-15,40.94453
2022-02-16,43.27148
2022-02-17,44.46124
2022-02-18,37.08002
2022-02-19,6.1219
2022-02-20,3.71811
2022-02-21,39.3172
2022-02-22,34.78056
2022-02-23,34.33572
2022-02-24,42.87516
2022-02-25,37.25068
2022-02-26,4.11604
2022-02-27,3.33635
2022-02-28,33.41852
2022-03-01,5.15699
2022-03-02,32.23442
2022-03-03,34.79917
2022-03-04,32.3242
2022-03-05,4.04244
2022-03-06,3.15275
2022-03-07,38.71948
2022-03-08,35.00784
2022-03-09,4.96611
2022-03-10,32.60971
2022-03-11,34.28881
2022-03-12,4.07884
2022-03-13,3.27164
2022-03-14,33.72425
2022-03-15,33.92727
2022-03-16,33.84881
2022-03-17,48.8903
2022-03-18,38.6014
2022-03-19,4.31663
2022-03-20,3.30804
2022-03-21,31.95053
2022-03-22,31.16113
2022-03-23,30.99775
2022-03-24,30.48819
2022-03-25,32.51993
2022-03-26,3.81597
2022-03-27,2.61327
2022-03-28,31.0212
2022-03-29,29.73357
2022-03-30,32.29832
2022-03-31,32.80868
2022-04-01,30.05629
2022-04-02,3.96965
2022-04-03,2.89554
2022-04-04,30.2132
2022-04-05,27.95095
2022-04-06,31.38921
2022-04-07,34.43277
2022-04-08,31.2687
2022-04-09,3.50701
2022-04-10,2.63511
2022-04-11,29.01858
2022-04-12,28.02132
2022-04-13,30.32967
2022-04-14,32.62831
2022-04-15,32.51104
2022-04-16,4.30531
2022-04-17,3.53612
2022-04-18,29.83629
2022-04-19,32.38971
2022-04-20,28.8277
2022-04-21,30.24312
2022-04-22,25.57061
2022-04-23,3.31936
2022-04-24,2.75724
2022-04-25,26.87685
2022-04-26,29.88806
2022-04-27,32.25141
2022-04-28,30.73003
2022-04-29,31.9117
2022-04-30,4.00119
2022-05-01,2.85996
2022-05-02,27.3314
2022-05-03,26.87846
2022-05-04,24.96077
2022-05-05,4.24222
2022-05-06,23.99909
2022-05-07,2.96106
2022-05-08,2.3868
2022-05-09,25.13385
2022-05-10,30.63055
2022-05-11,28.51874
2022-05-12,26.60913
2022-05-13,29.10755
2022-05-14,3.35091
2022-05-15,2.42967
2022-05-16,26.23707
2022-05-17,25.84723
2022-05-18,28.20653
2022-05-19,25.71701
2022-05-20,26.9464
2022-05-21,3.03951
2022-05-22,2.22747
2022-05-23,25.42179
2022-05-24,26.79435
2022-05-25,26.39318
2022-05-26,40.35571
2022-05-27,32.77875
2022-05-28,3.63318
2022-05-29,2.77422
2022-05-30,28.44837
2022-05-31,26.73288
2022-06-01,4.14435
2022-06-02,22.71793
2022-06-03,22.92741
2022-06-04,2.60518
2022-06-05,2.22747
2022-06-06,2.75643
2022-06-07,22.95491
2022-06-08,25.46142
2022-06-09,23.91335
2022-06-10,23.63351
2022-06-11,3.64046
2022-06-12,2.56959
2022-06-13,33.32389
2022-06-14,32.84831
2022-06-15,28.93527
2022-06-16,30.58121
2022-06-17,31.88987
2022-06-18,5.23787
2022-06-19,3.58789
2022-06-20,31.60597
2022-06-21,27.21331
2022-06-22,30.9387
2022-06-23,30.97267
2022-06-24,27.35324
2022-06-25,3.78281
2022-06-26,3.00393
2022-06-27,30.50922
2022-06-28,25.20503
2022-06-29,22.82388
2022-06-30,23.8624
2022-07-01,32.29832
2022-07-02,5.71588
2022-07-03,4.5892
2022-07-04,28.11109
2022-07-05,30.61033
2022-07-06,27.82235
2022-07-07,28.03992
2022-07-08,25.88605
2022-07-09,2.70062
2022-07-10,2.02931
2022-07-11,23.42402
2022-07-12,20.69994
2022-07-13,23.0277
2022-07-14,21.38258
2022-07-15,33.54227
2022-07-16,4.12171
2022-07-17,2.7443
2022-07-18,34.39961
2022-07-19,27.38397
2022-07-20,28.1483
2022-07-21,26.38023
2022-07-22,23.86968
2022-07-23,2.63349
2022-07-24,2.00989
2022-07-25,23.45314
2022-07-26,20.86817
2022-07-27,24.33151
2022-07-28,24.62511
2022-07-29,25.55686
2022-07-30,2.8268
2022-07-31,2.50651
2022-08-01,23.47902
2022-08-02,21.08655
2022-08-03,25.4776
2022-08-04,23.28248
2022-08-05,21.51118
2022-08-06,2.53239
2022-08-07,2.0471
2022-08-08,23.19998
2022-08-09,22.05066
2022-08-10,26.49428
2022-08-11,26.07855
2022-08-12,22.41948
2022-08-13,2.69739
2022-08-14,2.01717
2022-08-15,2.57283
2022-08-16,29.15527
2022-08-17,22.97837
2022-08-18,20.95229
2022-08-19,21.38824
2022-08-20,2.35445
2022-08-21,1.80446
2022-08-22,19.20445
2022-08-23,19.30393
2022-08-24,18.6132
2022-08-25,19.61451
2022-08-26,19.60562
2022-08-27,2.40379
2022-08-28,1.80041
2022-08-29,20.88354
2022-08-30,20.03105
2022-08-31,20.49531
2022-09-01,19.2182
2022-09-02,18.88497
2022-09-03,2.32695
2022-09-04,1.92173
2022-09-05,18.62857
2022-09-06,17.80439
2022-09-07,19.85554
2022-09-08,17.41374
2022-09-09,2.18783
2022-09-10,1.62571
2022-09-11,1.8174
2022-09-12,2.20563
2022-09-13,25.58922
2022-09-14,21.41331
2022-09-15,18.44174
2022-09-16,19.72047
2022-09-17,2.27276
2022-09-18,1.8449
2022-09-19,18.26622
2022-09-20,24.1746
2022-09-21,22.17764
2022-09-22,22.38551
2022-09-23,23.67556
2022-09-24,3.70921
2022-09-25,2.92062
2022-09-26,22.0636
2022-09-27,23.51461
2022-09-28,23.24204
2022-09-29,21.43677
2022-09-30,25.29076
2022-10-01,3.62024
2022-10-02,2.9279
2022-10-03,4.0934
2022-10-04,24.11798
2022-10-05,28.59881
2022-10-06,25.51157
2022-10-07,24.20776
2022-10-08,3.04356
2022-10-09,2.09886
2022-10-10,3.16326
2022-10-11,21.20545
2022-10-12,25.97421
2022-10-13,22.99293
2022-10-14,21.82743
2022-10-15,2.98613
2022-10-16,1.99857
2022-10-17,20.6223
2022-10-18,20.25995
2022-10-19,20.7695
2022-10-20,20.06745
2022-10-21,16.5022
2022-10-22,2.3682
2022-10-23,1.77453
2022-10-24,18.6585
2022-10-25,19.48591
2022-10-26,22.85624
2022-10-27,26.98684
2022-10-28,34.24998
2022-10-29,4.76795
2022-10-30,2.90849
2022-10-31,24.81518
2022-11-01,23.14822
2022-11-02,21.29927
2022-11-03,20.12649
2022-11-04,19.59591
2022-11-05,2.40945
2022-11-06,1.88615
2022-11-07,19.83532
2022-11-08,23.05601
2022-11-09,21.67941
2022-11-10,20.83259
2022-11-11,27.89595
2022-11-12,2.84944
2022-11-13,1.76159
2022-11-14,20.31576
2022-11-15,18.57357
2022-11-16,17.92329
2022-11-17,22.01264
2022-11-18,19.29503
2022-11-19,1.96622
2022-11-20,1.38145
2022-11-21,16.85485
2022-11-22,15.66023
2022-11-23,15.76457
2022-11-24,15.38281
2022-11-25,13.91481
2022-11-26,1.51733
2022-11-27,1.26174
2022-11-28,15.13854
2022-11-29,14.69127
2022-11-30,15.72413
2022-12-01,17.73322
2022-12-02,17.34094
2022-12-03,2.11423
2022-12-04,1.92093
2022-12-05,17.35874
2022-12-06,17.03278
2022-12-07,21.82904
2022-12-08,19.47702
2022-12-09,18.33416
2022-12-10,2.50408
2022-12-11,2.23717
2022-12-12,15.6853
2022-12-13,16.58147
2022-12-14,17.05139
2022-12-15,15.14178
2022-12-16,18.37541
2022-12-17,2.809
2022-12-18,2.19673
2022-12-19,16.00155
2022-12-20,15.46126
2022-12-21,15.52597
2022-12-22,14.5934
2022-12-23,16.45853
2022-12-24,2.47415
2022-12-25,2.00423
2022-12-26,16.72544
2022-12-27,15.53082
2022-12-28,16.96727
2022-12-29,16.51595
2022-12-30,6.90968
2022-12-31,1.98482
2023-01-01,1.99776
2023-01-02,14.27716
2023-01-03,18.45549
2023-01-04,30.4243
2023-01-05,21.25398
2023-01-06,22.09514
2023-01-07,2.86481
2023-01-08,2.14335
2023-01-09,23.2663
2023-01-10,20.27451
2023-01-11,19.30312
2023-01-12,17.16866
2023-01-13,17.383
2023-01-14,2.28166
2023-01-15,1.84409
2023-01-16,16.45448
2023-01-17,14.97597
2023-01-18,13.57592
2023-01-19,13.72555
2023-01-20,15.78155
2023-01-21,2.15063
2023-01-22,1.63137
2023-01-23,1.75027
2023-01-24,2.20158
2023-01-25,24.99474
2023-01-26,22.01184
2023-01-27,20.86494
2023-01-28,3.08157
2023-01-29,2.1668
2023-01-30,16.43184
2023-01-31,18.46843
2023-02-01,21.48206
2023-02-02,22.58124
2023-02-03,17.98718
2023-02-04,1.86188
2023-02-05,1.40814
2023-02-06,16.51272
2023-02-07,16.80632
2023-02-08,23.073
2023-02-09,18.35843
2023-02-10,15.6853
2023-02-11,1.63865
2023-02-12,1.34748
2023-02-13,17.02227
2023-02-14,18.61563
2023-02-15,15.58744
2023-02-16,16.85323
2023-02-17,13.74172
2023-02-18,1.56424
2023-02-19,1.14204
2023-02-20,15.24531
2023-02-21,13.83716
2023-02-22,13.97547
2023-02-23,18.61806
2023-02-24,15.42325
2023-02-25,1.63946
2023-02-26,1.23586
2023-02-27,13.0332
2023-02-28,13.75871
2023-03-01,2.25658
2023-03-02,13.51121
2023-03-03,12.35623
2023-03-04,1.43726
2023-03-05,1.13799
2023-03-06,13.66731
2023-03-07,12.85527
2023-03-08,12.36674
2023-03-09,12.41689
2023-03-10,11.76822
2023-03-11,1.49549
2023-03-12,1.14285
2023-03-13,12.96607
2023-03-14,14.48098
2023-03-15,18.67791
2023-03-16,14.98891
2023-03-17,19.94855
2023-03-18,2.62055
2023-03-19,1.45424
2023-03-20,13.06232
2023-03-21,12.14513
2023-03-22,13.7029
2023-03-23,14.45591
2023-03-24,13.97305
2023-03-25,1.29652
2023-03-26,0.98998
2023-03-27,11.56844
2023-03-28,13.5007
2023-03-29,12.28101
2023-03-30,15.05362
2023-03-31,13.79915
2023-04-01,1.48821
2023-04-02,1.11211
2023-04-03,12.62637
2023-04-04,16.25066
2023-04-05,14.78428
2023-04-06,15.06656
2023-04-07,21.74816
2023-04-08,1.96784
2023-04-09,1.46637
2023-04-10,18.5671
2023-04-11,17.80682
2023-04-12,14.93311
2023-04-13,13.98275
2023-04-14,13.70533
2023-04-15,1.47042
2023-04-16,1.0288
2023-04-17,12.30123
2023-04-18,11.73425
2023-04-19,12.08204
2023-04-20,10.76853
2023-04-21,11.95506
2023-04-22,1.18005
2023-04-23,0.98108
2023-04-24,10.5825
2023-04-25,11.93241
2023-04-26,15.76618
2023-04-27,13.22328
2023-04-28,12.87225
2023-04-29,1.35233
2023-04-30,0.86947
2023-05-01,3.08562
2023-05-02,11.39859
2023-05-03,10.06891
2023-05-04,9.77854
2023-05-05,1.38954
2023-05-06,0.86704
2023-05-07,0.76271
2023-05-08,11.15514
2023-05-09,10.14574
2023-05-10,9.7017
2023-05-11,10.07133
2023-05-12,9.01907
2023-05-13,0.91719
2023-05-14,0.72712
2023-05-15,9.6281
2023-05-16,13.70371
2023-05-17,12.86497
2023-05-18,14.60715
2023-05-19,21.0356
2023-05-20,1.87887
2023-05-21,1.27468
2023-05-22,18.58004
2023-05-23,13.85658
2023-05-24,12.59402
2023-05-25,29.74004
2023-05-26,34.82505
2023-05-27,4.19935
2023-05-28,2.9651
