date,RMS
2023-05-29,23.38028
2023-05-30,59.43661
2023-05-31,57.46478
2023-06-01,67.04225
2023-06-02,52.39436
2023-06-03,20.28169
2023-06-04,22.53521
2023-06-05,44.50704
2023-06-06,28.4507
2023-06-07,61.40845
2023-06-08,65.07042
2023-06-09,56.9014
2023-06-10,25.07042
2023-06-11,27.32394
2023-06-12,71.2676
2023-06-13,74.36619
2023-06-14,61.69014
2023-06-15,66.47887
2023-06-16,52.39436
2023-06-17,23.09859
2023-06-18,19.43661
2023-06-19,59.43661
2023-06-20,63.09859
2023-06-21,62.25352
2023-06-22,57.46478
2023-06-23,49.85915
2023-06-24,25.91549
2023-06-25,17.74647
2023-06-26,49.57746
2023-06-27,56.9014
2023-06-28,65.07042
2023-06-29,50.14084
2023-06-30,49.01408
2023-07-01,19.15492
2023-07-02,20.56338
2023-07-03,49.01408
2023-07-04,56.05633
2023-07-05,61.40845
2023-07-06,56.9014
2023-07-07,45.6338
2023-07-08,11.83098
2023-07-09,15.77464
2023-07-10,51.2676
2023-07-11,63.38028
2023-07-12,50.70422
2023-07-13,63.66197
2023-07-14,39.7183
2023-07-15,14.64788
2023-07-16,15.77464
2023-07-17,47.04225
2023-07-18,51.83098
2023-07-19,50.42253
2023-07-20,55.49295
2023-07-21,38.87323
2023-07-22,14.36619
2023-07-23,12.67605
2023-07-24,51.54929
2023-07-25,55.77464
2023-07-26,51.54929
2023-07-27,55.77464
2023-07-28,46.47887
2023-07-29,18.87323
2023-07-30,12.39436
2023-07-31,39.7183
2023-08-01,43.09859
2023-08-02,43.66197
2023-08-03,50.42253
2023-08-04,43.38028
2023-08-05,14.0845
2023-08-06,14.0845
2023-08-07,43.09859
2023-08-08,59.15492
2023-08-09,45.35211
2023-08-10,51.2676
2023-08-11,48.73239
2023-08-12,13.52112
2023-08-13,17.46478
2023-08-14,37.74647
2023-08-15,14.36619
2023-08-16,47.60563
2023-08-17,48.16901
2023-08-18,41.40845
2023-08-19,17.46478
2023-08-20,17.46478
2023-08-21,45.35211
2023-08-22,54.0845
2023-08-23,52.11267
2023-08-24,47.32394
2023-08-25,45.07042
2023-08-26,13.80281
2023-08-27,15.77464
2023-08-28,54.0845
2023-08-29,61.69014
2023-08-30,59.15492
2023-08-31,62.8169
2023-09-01,41.69014
2023-09-02,17.74647
2023-09-03,16.05633
2023-09-04,56.05633
2023-09-05,62.8169
2023-09-06,55.77464
2023-09-07,57.74647
2023-09-08,54.0845
2023-09-09,14.36619
2023-09-10,17.18309
2023-09-11,60.84507
2023-09-12,71.83098
2023-09-13,68.4507
2023-09-14,59.15492
2023-09-15,43.38028
2023-09-16,21.12676
2023-09-17,23.38028
2023-09-18,66.19718
2023-09-19,75.49295
2023-09-20,60.84507
2023-09-21,61.69014
2023-09-22,47.32394
2023-09-23,22.25352
2023-09-24,19.15492
2023-09-25,50.70422
2023-09-26,60.28169
2023-09-27,45.35211
2023-09-28,12.39436
2023-09-29,13.52112
2023-09-30,12.39436
2023-10-01,16.33802
2023-10-02,21.12676
2023-10-03,27.04225
2023-10-04,53.80281
2023-10-05,54.92957
2023-10-06,65.91549
2023-10-07,31.83098
2023-10-08,20.28169
2023-10-09,33.23943
2023-10-10,63.66197
2023-10-11,61.69014
2023-10-12,66.47887
2023-10-13,47.60563
2023-10-14,27.32394
2023-10-15,25.07042
2023-10-16,60.28169
2023-10-17,64.22535
2023-10-18,63.09859
2023-10-19,58.87323
2023-10-20,55.49295
2023-10-21,29.85915
2023-10-22,28.16901
2023-10-23,60.56338
2023-10-24,59.15492
2023-10-25,68.73239
2023-10-26,63.38028
2023-10-27,39.7183
2023-10-28,20.84507
2023-10-29,21.12676
2023-10-30,50.70422
2023-10-31,55.21126
2023-11-01,56.9014
2023-11-02,56.05633
2023-11-03,55.21126
2023-11-04,18.30985
2023-11-05,21.69014
2023-11-06,49.85915
2023-11-07,61.69014
2023-11-08,69.01408
2023-11-09,55.21126
2023-11-10,42.8169
2023-11-11,18.59154
2023-11-12,17.74647
2023-11-13,62.8169
2023-11-14,65.91549
2023-11-15,60.0
2023-11-16,48.4507
2023-11-17,41.97183
2023-11-18,14.92957
2023-11-19,15.77464
2023-11-20,60.0
2023-11-21,66.19718
2023-11-22,61.12676
2023-11-23,57.46478
2023-11-24,49.01408
2023-11-25,16.9014
2023-11-26,17.18309
2023-11-27,61.12676
2023-11-28,56.33802
2023-11-29,66.76056
2023-11-30,51.54929
2023-12-01,49.85915
2023-12-02,18.30985
2023-12-03,20.56338
2023-12-04,48.4507
2023-12-05,55.49295
2023-12-06,63.09859
2023-12-07,48.4507
2023-12-08,53.80281
2023-12-09,27.60563
2023-12-10,30.98591
2023-12-11,65.91549
2023-12-12,65.07042
2023-12-13,66.19718
2023-12-14,51.54929
2023-12-15,42.25352
2023-12-16,23.38028
2023-12-17,25.07042
2023-12-18,48.4507
2023-12-19,54.92957
2023-12-20,44.50704
2023-12-21,45.35211
2023-12-22,25.35211
2023-12-23,17.74647
2023-12-24,9.85915
2023-12-25,11.83098
2023-12-26,42.8169
2023-12-27,35.77464
2023-12-28,36.61971
2023-12-29,25.35211
2023-12-30,14.92957
2023-12-31,12.95774
2024-01-01,14.36619
2024-01-02,47.04225
2024-01-03,58.30985
2024-01-04,54.36619
2024-01-05,43.66197
2024-01-06,17.74647
2024-01-07,17.18309
2024-01-08,41.97183
2024-01-09,50.70422
2024-01-10,52.11267
2024-01-11,61.69014
2024-01-12,44.22535
2024-01-13,16.05633
2024-01-14,13.80281
2024-01-15,53.52112
2024-01-16,61.40845
2024-01-17,52.67605
2024-01-18,55.49295
2024-01-19,48.73239
2024-01-20,15.21126
2024-01-21,17.18309
2024-01-22,52.95774
2024-01-23,52.67605
2024-01-24,50.14084
2024-01-25,51.83098
2024-01-26,48.16901
2024-01-27,14.0845
2024-01-28,18.59154
2024-01-29,47.88732
2024-01-30,45.91549
2024-01-31,50.98591
2024-02-01,45.6338
2024-02-02,43.66197
2024-02-03,13.52112
2024-02-04,11.54929
2024-02-05,47.60563
2024-02-06,49.01408
2024-02-07,37.46478
2024-02-08,35.77464
2024-02-09,16.61971
2024-02-10,14.64788
2024-02-11,16.33802
2024-02-12,12.39436
2024-02-13,46.19718
2024-02-14,47.04225
2024-02-15,53.23943
2024-02-16,47.60563
2024-02-17,19.15492
2024-02-18,16.05633
2024-02-19,51.54929
2024-02-20,55.49295
2024-02-21,53.23943
2024-02-22,47.04225
2024-02-23,47.04225
2024-02-24,14.92957
2024-02-25,13.80281
2024-02-26,45.07042
2024-02-27,54.64788
2024-02-28,48.16901
2024-02-29,40.56338
2024-03-01,18.59154
2024-03-02,16.05633
2024-03-03,18.87323
2024-03-04,54.92957
2024-03-05,56.9014
2024-03-06,60.0
2024-03-07,64.22535
2024-03-08,49.57746
2024-03-09,21.40845
2024-03-10,19.7183
2024-03-11,61.97183
2024-03-12,68.16901
2024-03-13,70.70422
2024-03-14,66.76056
2024-03-15,49.01408
2024-03-16,22.25352
2024-03-17,23.38028
2024-03-18,65.91549
2024-03-19,74.0845
2024-03-20,59.7183
