date,미국주식시장
2020-03-20,49.68888
2020-03-21,33.86666
2020-03-22,19.2
2020-03-23,52.8
2020-03-24,63.28888
2020-03-25,61.95555
2020-03-26,51.02222
2020-03-27,42.04444
2020-03-28,25.33333
2020-03-29,13.68888
2020-03-30,32.44444
2020-03-31,35.28888
2020-04-01,34.13333
2020-04-02,31.2
2020-04-03,19.91111
2020-04-04,12.62222
2020-04-05,7.91111
2020-04-06,24.35555
2020-04-07,30.84444
2020-04-08,27.11111
2020-04-09,27.82222
2020-04-10,100.0
2020-04-11,50.13333
2020-04-12,15.2
2020-04-13,35.55555
2020-04-14,23.73333
2020-04-15,21.68888
2020-04-16,18.66666
2020-04-17,21.33333
2020-04-18,11.73333
2020-04-19,10.22222
2020-04-20,20.44444
2020-04-21,17.6
2020-04-22,21.51111
2020-04-23,14.66666
2020-04-24,15.02222
2020-04-25,4.97777
2020-04-26,4.44444
2020-04-27,15.02222
2020-04-28,13.15555
2020-04-29,12.17777
2020-04-30,19.2
2020-05-01,17.95555
2020-05-02,13.42222
2020-05-03,6.48888
2020-05-04,15.37777
2020-05-05,16.17777
2020-05-06,12.0
2020-05-07,9.33333
2020-05-08,9.6
2020-05-09,7.64444
2020-05-10,4.8
2020-05-11,10.13333
2020-05-12,9.68888
2020-05-13,12.88888
2020-05-14,13.33333
2020-05-15,11.11111
2020-05-16,6.22222
2020-05-17,3.11111
2020-05-18,11.64444
2020-05-19,15.28888
2020-05-20,13.06666
2020-05-21,11.2
2020-05-22,11.11111
2020-05-23,5.77777
2020-05-24,5.15555
2020-05-25,64.53333
2020-05-26,42.66666
2020-05-27,11.82222
2020-05-28,9.15555
2020-05-29,7.91111
2020-05-30,6.4
2020-05-31,5.51111
2020-06-01,13.06666
2020-06-02,15.55555
2020-06-03,10.4
2020-06-04,10.57777
2020-06-05,11.11111
2020-06-06,9.15555
2020-06-07,6.13333
2020-06-08,13.15555
2020-06-09,17.6
2020-06-10,16.08888
2020-06-11,17.86666
2020-06-12,40.26666
2020-06-13,10.57777
2020-06-14,6.57777
2020-06-15,23.28888
2020-06-16,20.62222
2020-06-17,12.71111
2020-06-18,11.37777
2020-06-19,7.37777
2020-06-20,4.53333
2020-06-21,2.93333
2020-06-22,8.0
2020-06-23,8.53333
2020-06-24,9.06666
2020-06-25,17.6
2020-06-26,10.66666
2020-06-27,10.57777
2020-06-28,7.02222
2020-06-29,17.06666
2020-06-30,14.31111
2020-07-01,9.68888
2020-07-02,12.17777
2020-07-03,58.57777
2020-07-04,21.6
2020-07-05,6.13333
2020-07-06,15.2
2020-07-07,12.62222
2020-07-08,10.22222
2020-07-09,10.93333
2020-07-10,10.84444
2020-07-11,6.04444
2020-07-12,4.71111
2020-07-13,12.26666
2020-07-14,20.17777
2020-07-15,12.0
2020-07-16,11.55555
2020-07-17,9.51111
2020-07-18,5.51111
2020-07-19,4.44444
2020-07-20,9.06666
2020-07-21,12.88888
2020-07-22,10.75555
2020-07-23,12.97777
2020-07-24,13.68888
2020-07-25,8.08888
2020-07-26,4.44444
2020-07-27,9.6
2020-07-28,9.33333
2020-07-29,7.46666
2020-07-30,10.22222
2020-07-31,8.88888
2020-08-01,4.8
2020-08-02,2.22222
2020-08-03,9.33333
2020-08-04,8.71111
2020-08-05,9.15555
2020-08-06,8.97777
2020-08-07,8.17777
2020-08-08,4.97777
2020-08-09,3.37777
2020-08-10,10.75555
2020-08-11,10.48888
2020-08-12,10.13333
2020-08-13,9.77777
2020-08-14,8.44444
2020-08-15,5.6
2020-08-16,2.57777
2020-08-17,9.68888
2020-08-18,11.37777
2020-08-19,10.48888
2020-08-20,10.93333
2020-08-21,11.37777
2020-08-22,6.57777
2020-08-23,4.8
2020-08-24,13.33333
2020-08-25,13.15555
2020-08-26,11.82222
2020-08-27,9.51111
2020-08-28,11.64444
2020-08-29,6.84444
2020-08-30,5.06666
2020-08-31,14.48888
2020-09-01,20.44444
2020-09-02,16.17777
2020-09-03,17.42222
2020-09-04,57.42222
2020-09-05,19.73333
2020-09-06,12.44444
2020-09-07,82.48888
2020-09-08,54.75555
2020-09-09,34.39999
2020-09-10,20.8
2020-09-11,15.55555
2020-09-12,6.84444
2020-09-13,5.15555
2020-09-14,12.35555
2020-09-15,12.97777
2020-09-16,8.17777
2020-09-17,11.28888
2020-09-18,9.6
2020-09-19,7.28888
2020-09-20,3.37777
2020-09-21,9.33333
2020-09-22,14.22222
2020-09-23,8.71111
2020-09-24,15.91111
2020-09-25,12.08888
2020-09-26,4.88888
2020-09-27,4.88888
2020-09-28,8.35555
2020-09-29,8.26666
2020-09-30,8.26666
2020-10-01,7.55555
2020-10-02,14.84444
2020-10-03,13.42222
2020-10-04,7.55555
2020-10-05,11.91111
2020-10-06,7.73333
2020-10-07,9.42222
2020-10-08,7.73333
2020-10-09,7.46666
2020-10-10,4.71111
2020-10-11,3.37777
2020-10-12,10.84444
2020-10-13,11.46666
2020-10-14,9.86666
2020-10-15,9.15555
2020-10-16,8.26666
2020-10-17,5.42222
2020-10-18,3.64444
2020-10-19,8.17777
2020-10-20,10.13333
2020-10-21,8.17777
2020-10-22,10.04444
2020-10-23,6.13333
2020-10-24,2.57777
2020-10-25,2.93333
2020-10-26,9.95555
2020-10-27,12.8
2020-10-28,9.95555
2020-10-29,18.31111
2020-10-30,9.15555
2020-10-31,7.11111
2020-11-01,3.2
2020-11-02,44.53333
2020-11-03,29.6
2020-11-04,28.08888
2020-11-05,29.15555
2020-11-06,16.8
2020-11-07,6.66666
2020-11-08,4.0
2020-11-09,24.35555
2020-11-10,24.71111
2020-11-11,17.06666
2020-11-12,15.28888
2020-11-13,11.46666
2020-11-14,5.15555
2020-11-15,2.75555
2020-11-16,12.17777
2020-11-17,13.33333
2020-11-18,9.06666
2020-11-19,9.95555
2020-11-20,8.71111
2020-11-21,4.71111
2020-11-22,2.66666
2020-11-23,10.57777
2020-11-24,12.97777
2020-11-25,18.48888
2020-11-26,69.95555
2020-11-27,49.77777
2020-11-28,8.17777
2020-11-29,3.64444
2020-11-30,13.77777
2020-12-01,15.02222
2020-12-02,14.48888
2020-12-03,10.4
2020-12-04,9.86666
2020-12-05,4.62222
2020-12-06,4.88888
2020-12-07,14.4
2020-12-08,13.95555
2020-12-09,12.8
2020-12-10,16.35555
2020-12-11,10.13333
2020-12-12,7.02222
2020-12-13,3.28888
2020-12-14,9.77777
2020-12-15,10.66666
2020-12-16,10.22222
2020-12-17,10.48888
2020-12-18,8.08888
2020-12-19,8.53333
2020-12-20,4.53333
2020-12-21,14.93333
2020-12-22,16.35555
2020-12-23,12.71111
2020-12-24,17.15555
2020-12-25,13.6
2020-12-26,4.35555
2020-12-27,5.33333
2020-12-28,15.28888
2020-12-29,14.57777
2020-12-30,23.91111
2020-12-31,39.02222
2021-01-01,17.24444
2021-01-02,6.57777
2021-01-03,8.0
2021-01-04,19.02222
2021-01-05,23.91111
2021-01-06,16.8
2021-01-07,19.2
2021-01-08,24.71111
2021-01-09,15.55555
2021-01-10,9.42222
2021-01-11,25.15555
2021-01-12,23.37777
2021-01-13,16.97777
2021-01-14,13.77777
2021-01-15,15.82222
2021-01-16,12.71111
2021-01-17,7.73333
2021-01-18,74.4
2021-01-19,63.28888
2021-01-20,15.73333
2021-01-21,14.84444
2021-01-22,11.64444
2021-01-23,11.2
2021-01-24,5.6
2021-01-25,16.53333
2021-01-26,19.91111
2021-01-27,23.28888
2021-01-28,45.15555
2021-01-29,35.37777
2021-01-30,22.66666
2021-01-31,9.6
2021-02-01,18.13333
2021-02-02,15.73333
2021-02-03,13.24444
2021-02-04,12.97777
2021-02-05,11.11111
2021-02-06,8.26666
2021-02-07,4.62222
2021-02-08,11.46666
2021-02-09,12.08888
2021-02-10,12.62222
2021-02-11,17.86666
2021-02-12,12.53333
2021-02-13,15.2
2021-02-14,9.06666
2021-02-15,57.86666
2021-02-16,38.93333
2021-02-17,16.17777
2021-02-18,17.42222
2021-02-19,14.66666
2021-02-20,8.17777
2021-02-21,6.84444
2021-02-22,14.66666
2021-02-23,33.77777
2021-02-24,22.75555
2021-02-25,16.53333
2021-02-26,31.2
2021-02-27,13.95555
2021-02-28,6.75555
2021-03-01,18.75555
2021-03-02,16.44444
2021-03-03,11.55555
2021-03-04,18.93333
2021-03-05,18.75555
2021-03-06,12.88888
2021-03-07,6.75555
2021-03-08,14.22222
2021-03-09,17.77777
2021-03-10,20.26666
2021-03-11,17.77777
2021-03-12,20.62222
2021-03-13,8.8
2021-03-14,5.6
2021-03-15,13.6
2021-03-16,14.66666
2021-03-17,13.6
2021-03-18,12.17777
2021-03-19,16.0
2021-03-20,7.91111
2021-03-21,4.35555
2021-03-22,9.15555
2021-03-23,9.68888
2021-03-24,11.28888
2021-03-25,12.08888
2021-03-26,9.42222
2021-03-27,6.13333
2021-03-28,3.73333
2021-03-29,9.06666
2021-03-30,8.62222
2021-03-31,7.28888
2021-04-01,9.51111
2021-04-02,63.46666
2021-04-03,31.11111
2021-04-04,5.77777
2021-04-05,11.11111
2021-04-06,9.77777
2021-04-07,6.4
2021-04-08,7.91111
2021-04-09,5.42222
2021-04-10,3.2
2021-04-11,3.55555
2021-04-12,5.95555
2021-04-13,6.66666
2021-04-14,10.48888
2021-04-15,8.53333
2021-04-16,8.62222
2021-04-17,4.97777
2021-04-18,3.02222
2021-04-19,6.66666
2021-04-20,7.82222
2021-04-21,11.37777
2021-04-22,8.08888
2021-04-23,8.26666
2021-04-24,3.28888
2021-04-25,3.28888
2021-04-26,5.95555
2021-04-27,7.2
2021-04-28,5.95555
2021-04-29,7.82222
2021-04-30,5.86666
2021-05-01,4.17777
2021-05-02,2.13333
2021-05-03,5.86666
2021-05-04,11.11111
2021-05-05,14.84444
2021-05-06,6.75555
2021-05-07,5.6
2021-05-08,2.75555
2021-05-09,2.57777
2021-05-10,5.6
2021-05-11,20.26666
2021-05-12,16.62222
2021-05-13,20.62222
2021-05-14,13.95555
2021-05-15,5.77777
2021-05-16,3.02222
2021-05-17,6.31111
2021-05-18,7.64444
2021-05-19,10.93333
2021-05-20,9.77777
2021-05-21,6.48888
2021-05-22,3.28888
2021-05-23,3.11111
2021-05-24,5.51111
2021-05-25,6.93333
2021-05-26,7.02222
2021-05-27,5.51111
2021-05-28,7.28888
2021-05-29,4.26666
2021-05-30,2.48888
2021-05-31,37.95555
2021-06-01,20.62222
2021-06-02,8.44444
2021-06-03,9.06666
2021-06-04,8.97777
2021-06-05,4.08888
2021-06-06,1.86666
2021-06-07,6.04444
2021-06-08,8.26666
2021-06-09,5.86666
2021-06-10,7.64444
2021-06-11,6.22222
2021-06-12,4.17777
2021-06-13,2.31111
2021-06-14,5.95555
2021-06-15,6.48888
2021-06-16,8.0
2021-06-17,8.88888
2021-06-18,8.88888
2021-06-19,6.75555
2021-06-20,2.75555
2021-06-21,5.33333
2021-06-22,8.35555
2021-06-23,8.0
2021-06-24,7.11111
2021-06-25,6.93333
2021-06-26,5.86666
2021-06-27,3.2
2021-06-28,7.11111
2021-06-29,8.53333
2021-06-30,5.68888
2021-07-01,5.15555
2021-07-02,5.86666
2021-07-03,4.97777
2021-07-04,3.73333
2021-07-05,42.84444
2021-07-06,24.35555
2021-07-07,7.37777
2021-07-08,14.57777
2021-07-09,10.31111
2021-07-10,5.24444
2021-07-11,2.84444
2021-07-12,7.02222
2021-07-13,7.46666
2021-07-14,8.44444
2021-07-15,9.15555
2021-07-16,9.68888
2021-07-17,5.77777
2021-07-18,3.02222
2021-07-19,14.4
2021-07-20,20.0
2021-07-21,11.91111
2021-07-22,9.86666
2021-07-23,9.77777
2021-07-24,4.35555
2021-07-25,2.22222
2021-07-26,8.8
2021-07-27,10.93333
2021-07-28,11.28888
