date,돈버는만보기
2020-10-29,1.24879
2020-10-30,1.63304
2020-10-31,2.88184
2020-11-01,0.4803
2020-11-02,1.15273
2020-11-03,2.01729
2020-11-04,1.15273
2020-11-05,2.88184
2020-11-06,0.86455
2020-11-07,1.24879
2020-11-08,1.34486
2020-11-09,2.49759
2020-11-10,1.24879
2020-11-11,1.34486
2020-11-12,1.15273
2020-11-13,2.49759
2020-11-14,2.30547
2020-11-15,0.86455
2020-11-16,1.92122
2020-11-17,2.11335
2020-11-18,1.53698
2020-11-19,2.30547
2020-11-20,1.34486
2020-11-21,2.78578
2020-11-22,2.30547
2020-11-23,3.17002
2020-11-24,1.44092
2020-11-25,1.82516
2020-11-26,2.11335
2020-11-27,1.92122
2020-11-28,2.88184
2020-11-29,2.30547
2020-11-30,2.01729
2020-12-01,2.30547
2020-12-02,1.44092
2020-12-03,0.96061
2020-12-04,2.40153
2020-12-05,3.36215
2020-12-06,3.55427
2020-12-07,3.26609
2020-12-08,2.78578
2020-12-09,1.82516
2020-12-10,1.15273
2020-12-11,1.05667
2020-12-12,1.92122
2020-12-13,2.30547
2020-12-14,1.7291
2020-12-15,1.15273
2020-12-16,1.53698
2020-12-17,1.15273
2020-12-18,2.01729
2020-12-19,1.24879
2020-12-20,2.30547
2020-12-21,1.53698
2020-12-22,1.7291
2020-12-23,1.63304
2020-12-24,1.7291
2020-12-25,1.44092
2020-12-26,1.82516
2020-12-27,2.59365
2020-12-28,1.15273
2020-12-29,2.40153
2020-12-30,1.05667
2020-12-31,1.24879
2021-01-01,1.92122
2021-01-02,3.17002
2021-01-03,1.63304
2021-01-04,1.7291
2021-01-05,1.7291
2021-01-06,1.24879
2021-01-07,0.57636
2021-01-08,0.96061
2021-01-09,1.05667
2021-01-10,0.76849
2021-01-11,1.34486
2021-01-12,1.53698
2021-01-13,2.30547
2021-01-14,2.11335
2021-01-15,1.34486
2021-01-16,3.17002
2021-01-17,1.15273
2021-01-18,1.15273
2021-01-19,1.34486
2021-01-20,2.59365
2021-01-21,2.40153
2021-01-22,2.20941
2021-01-23,2.88184
2021-01-24,1.92122
2021-01-25,2.20941
2021-01-26,1.53698
2021-01-27,1.92122
2021-01-28,2.01729
2021-01-29,3.55427
2021-01-30,3.55427
2021-01-31,2.78578
2021-02-01,2.88184
2021-02-02,3.84245
2021-02-03,2.88184
2021-02-04,2.88184
2021-02-05,2.11335
2021-02-06,2.78578
2021-02-07,3.74639
2021-02-08,1.7291
2021-02-09,3.45821
2021-02-10,2.30547
2021-02-11,2.59365
2021-02-12,3.84245
2021-02-13,3.45821
2021-02-14,3.26609
2021-02-15,1.82516
2021-02-16,2.01729
2021-02-17,2.59365
2021-02-18,2.20941
2021-02-19,2.11335
2021-02-20,2.49759
2021-02-21,1.7291
2021-02-22,2.40153
2021-02-23,3.26609
2021-02-24,2.49759
2021-02-25,2.59365
2021-02-26,2.11335
2021-02-27,2.20941
2021-02-28,2.40153
2021-03-01,3.17002
2021-03-02,2.68972
2021-03-03,2.49759
2021-03-04,1.34486
2021-03-05,0.86455
2021-03-06,2.30547
2021-03-07,2.88184
2021-03-08,3.07396
2021-03-09,1.92122
2021-03-10,2.30547
2021-03-11,2.40153
2021-03-12,2.40153
2021-03-13,2.88184
2021-03-14,2.20941
2021-03-15,1.82516
2021-03-16,2.49759
2021-03-17,2.78578
2021-03-18,3.07396
2021-03-19,2.49759
2021-03-20,2.59365
2021-03-21,1.82516
2021-03-22,1.92122
2021-03-23,2.68972
2021-03-24,1.63304
2021-03-25,2.20941
2021-03-26,2.68972
2021-03-27,2.49759
2021-03-28,1.82516
2021-03-29,2.59365
2021-03-30,2.78578
2021-03-31,3.07396
2021-04-01,2.20941
2021-04-02,4.2267
2021-04-03,2.78578
2021-04-04,2.78578
2021-04-05,3.45821
2021-04-06,3.36215
2021-04-07,3.36215
2021-04-08,2.9779
2021-04-09,2.49759
2021-04-10,2.68972
2021-04-11,1.92122
2021-04-12,1.82516
2021-04-13,3.17002
2021-04-14,4.13064
2021-04-15,2.40153
2021-04-16,3.55427
2021-04-17,2.68972
2021-04-18,2.49759
2021-04-19,3.45821
2021-04-20,3.07396
2021-04-21,2.88184
2021-04-22,3.07396
2021-04-23,2.30547
2021-04-24,2.88184
2021-04-25,2.59365
2021-04-26,4.51488
2021-04-27,4.51488
2021-04-28,4.13064
2021-04-29,3.17002
2021-04-30,1.82516
2021-05-01,2.59365
2021-05-02,2.59365
2021-05-03,1.92122
2021-05-04,2.49759
2021-05-05,2.78578
2021-05-06,2.49759
2021-05-07,2.11335
2021-05-08,2.9779
2021-05-09,2.11335
2021-05-10,1.15273
2021-05-11,2.88184
2021-05-12,3.45821
2021-05-13,2.20941
2021-05-14,1.7291
2021-05-15,1.44092
2021-05-16,1.34486
2021-05-17,2.01729
2021-05-18,3.07396
2021-05-19,2.59365
2021-05-20,3.84245
2021-05-21,3.07396
2021-05-22,2.11335
2021-05-23,3.45821
2021-05-24,4.61095
2021-05-25,3.45821
2021-05-26,3.36215
2021-05-27,2.68972
2021-05-28,3.26609
2021-05-29,2.59365
2021-05-30,2.30547
2021-05-31,3.36215
2021-06-01,3.84245
2021-06-02,2.78578
2021-06-03,2.40153
2021-06-04,2.68972
2021-06-05,1.82516
2021-06-06,2.78578
2021-06-07,1.7291
2021-06-08,1.53698
2021-06-09,1.92122
2021-06-10,3.26609
2021-06-11,2.49759
2021-06-12,2.11335
2021-06-13,1.82516
2021-06-14,1.24879
2021-06-15,2.78578
2021-06-16,1.92122
2021-06-17,1.15273
2021-06-18,2.40153
2021-06-19,2.59365
2021-06-20,1.82516
2021-06-21,2.59365
2021-06-22,1.34486
2021-06-23,1.63304
2021-06-24,2.01729
2021-06-25,2.49759
2021-06-26,2.01729
2021-06-27,1.53698
2021-06-28,1.44092
2021-06-29,1.53698
2021-06-30,1.7291
2021-07-01,2.20941
2021-07-02,1.24879
2021-07-03,1.7291
2021-07-04,2.11335
2021-07-05,0.76849
2021-07-06,1.15273
2021-07-07,0.57636
2021-07-08,0.76849
2021-07-09,1.15273
2021-07-10,1.7291
2021-07-11,0.67243
2021-07-12,1.24879
2021-07-13,1.44092
2021-07-14,0.96061
2021-07-15,1.82516
2021-07-16,0.76849
2021-07-17,1.63304
2021-07-18,1.24879
2021-07-19,1.24879
2021-07-20,1.63304
2021-07-21,0.57636
2021-07-22,1.44092
2021-07-23,1.53698
2021-07-24,1.92122
2021-07-25,0.76849
2021-07-27,0.76849
2021-07-28,1.7291
2021-07-29,0.76849
2021-07-30,1.05667
2021-07-31,1.92122
2021-08-01,1.15273
2021-08-02,1.24879
2021-08-03,0.4803
2021-08-04,1.44092
2021-08-05,0.76849
2021-08-06,1.63304
2021-08-07,0.96061
2021-08-08,0.67243
2021-08-09,0.76849
2021-08-10,1.05667
2021-08-11,1.63304
2021-08-12,1.05667
2021-08-13,0.76849
2021-08-14,1.15273
2021-08-15,1.05667
2021-08-16,0.96061
2021-08-17,1.63304
2021-08-18,1.15273
2021-08-19,1.34486
2021-08-20,1.05667
2021-08-21,0.86455
2021-08-22,0.96061
2021-08-24,0.4803
2021-08-25,0.86455
2021-08-26,1.15273
2021-08-27,0.76849
2021-08-28,0.57636
2021-08-29,1.44092
2021-08-30,1.44092
2021-08-31,1.92122
2021-09-01,1.53698
2021-09-02,2.30547
2021-09-03,1.24879
2021-09-04,0.96061
2021-09-05,1.24879
2021-09-06,0.96061
2021-09-07,0.76849
2021-09-08,1.44092
2021-09-09,0.76849
2021-09-10,1.63304
2021-09-11,1.15273
2021-09-12,2.11335
2021-09-13,0.76849
2021-09-14,1.44092
2021-09-15,0.67243
2021-09-16,0.57636
2021-09-17,1.44092
2021-09-18,1.15273
2021-09-19,1.24879
2021-09-20,1.92122
2021-09-21,1.82516
2021-09-22,1.7291
2021-09-23,1.92122
2021-09-24,2.30547
2021-09-25,1.53698
2021-09-26,3.93852
2021-09-27,3.07396
2021-09-28,1.63304
2021-09-29,2.78578
2021-09-30,2.11335
2021-10-01,1.7291
2021-10-02,1.82516
2021-10-03,1.24879
2021-10-04,2.78578
2021-10-05,3.36215
2021-10-06,1.82516
2021-10-07,2.78578
2021-10-08,1.24879
2021-10-09,2.68972
2021-10-10,1.63304
2021-10-11,0.76849
2021-10-12,3.36215
2021-10-13,2.30547
2021-10-14,2.68972
2021-10-15,2.01729
2021-10-16,2.40153
2021-10-17,0.86455
2021-10-18,1.34486
2021-10-19,1.44092
2021-10-20,1.44092
2021-10-21,0.86455
2021-10-22,2.20941
2021-10-23,1.53698
2021-10-24,1.7291
2021-10-25,2.01729
2021-10-26,2.01729
2021-10-27,2.30547
2021-10-28,1.63304
2021-10-29,1.63304
2021-10-30,2.11335
2021-10-31,2.68972
2021-11-01,1.44092
2021-11-02,2.30547
2021-11-03,1.44092
2021-11-04,2.01729
2021-11-05,2.20941
2021-11-06,0.96061
2021-11-07,0.96061
2021-11-08,1.24879
2021-11-09,1.15273
2021-11-10,0.86455
2021-11-11,0.67243
2021-11-12,0.96061
2021-11-13,1.05667
2021-11-14,0.4803
2021-11-15,1.24879
2021-11-16,2.40153
2021-11-17,1.24879
2021-11-18,1.24879
2021-11-19,1.15273
2021-11-20,3.17002
2021-11-21,1.53698
2021-11-22,1.7291
2021-11-23,1.53698
2021-11-24,2.11335
2021-11-25,2.01729
2021-11-26,2.30547
2021-11-27,1.44092
2021-11-28,3.17002
2021-11-29,1.63304
2021-11-30,2.01729
2021-12-01,1.53698
2021-12-02,1.34486
2021-12-03,2.68972
2021-12-04,1.44092
2021-12-05,2.59365
2021-12-06,1.82516
2021-12-07,2.59365
2021-12-08,1.34486
2021-12-09,1.44092
2021-12-10,2.11335
2021-12-11,2.11335
2021-12-12,2.78578
2021-12-13,1.44092
2021-12-14,2.49759
2021-12-15,1.63304
2021-12-16,1.63304
2021-12-17,2.40153
2021-12-18,1.92122
2021-12-19,3.07396
2021-12-20,2.40153
2021-12-21,2.59365
2021-12-22,1.63304
2021-12-23,2.11335
2021-12-24,1.44092
2021-12-25,1.34486
2021-12-26,1.7291
2021-12-27,2.40153
2021-12-28,1.05667
2021-12-29,2.40153
2021-12-30,2.01729
2021-12-31,1.53698
2022-01-01,2.49759
2022-01-02,3.07396
2022-01-03,2.30547
2022-01-04,3.36215
2022-01-05,1.53698
2022-01-06,3.45821
2022-01-07,3.74639
2022-01-08,3.55427
2022-01-09,2.9779
2022-01-10,4.03458
2022-01-11,2.9779
2022-01-12,1.63304
2022-01-13,1.7291
2022-01-14,2.30547
2022-01-15,4.03458
2022-01-16,3.45821
2022-01-17,3.93852
2022-01-18,3.45821
2022-01-19,3.55427
2022-01-20,3.65033
2022-01-21,3.74639
2022-01-22,3.26609
2022-01-23,3.93852
2022-01-24,3.93852
2022-01-25,2.88184
2022-01-26,4.03458
2022-01-27,3.65033
2022-01-28,2.01729
2022-01-29,1.7291
2022-01-30,4.03458
2022-01-31,3.84245
2022-02-01,4.13064
2022-02-02,3.07396
2022-02-03,2.78578
2022-02-04,3.17002
2022-02-05,3.84245
2022-02-06,4.32276
2022-02-07,3.26609
2022-02-08,7.58885
2022-02-09,8.06916
2022-02-10,4.61095
2022-02-11,2.9779
2022-02-12,3.36215
2022-02-13,5.76368
2022-02-14,3.26609
2022-02-15,1.63304
2022-02-16,4.41882
2022-02-17,3.55427
2022-02-18,5.28338
2022-02-19,4.32276
2022-02-20,2.68972
2022-02-21,2.40153
2022-02-22,3.93852
2022-02-23,2.88184
2022-02-24,1.82516
2022-02-25,2.40153
2022-02-26,3.93852
2022-02-27,3.74639
2022-02-28,2.68972
2022-03-01,3.74639
2022-03-02,2.11335
2022-03-03,3.45821
2022-03-04,3.65033
2022-03-05,2.40153
2022-03-06,2.78578
2022-03-07,3.74639
2022-03-08,1.63304
2022-03-09,4.51488
2022-03-10,2.20941
2022-03-11,3.07396
2022-03-12,2.01729
2022-03-13,2.68972
2022-03-14,4.41882
2022-03-15,3.36215
2022-03-16,15.56195
2022-03-17,4.03458
2022-03-18,2.9779
2022-03-19,2.01729
2022-03-20,3.45821
2022-03-21,2.49759
2022-03-22,3.17002
2022-03-23,3.45821
2022-03-24,2.68972
2022-03-25,1.92122
2022-03-26,3.17002
2022-03-27,2.20941
2022-03-28,2.78578
2022-03-29,3.45821
2022-03-30,1.92122
2022-03-31,3.07396
2022-04-01,3.26609
2022-04-02,3.17002
2022-04-03,4.80307
2022-04-04,2.49759
2022-04-05,3.26609
2022-04-06,4.13064
2022-04-07,2.9779
2022-04-08,2.40153
2022-04-09,2.59365
2022-04-10,2.49759
2022-04-11,3.07396
2022-04-12,3.07396
2022-04-13,2.88184
2022-04-14,2.40153
2022-04-15,3.07396
2022-04-16,3.84245
2022-04-17,3.74639
2022-04-18,2.49759
2022-04-19,3.55427
2022-04-20,2.30547
2022-04-21,1.92122
2022-04-22,1.92122
2022-04-23,3.17002
2022-04-24,5.66762
2022-04-25,4.13064
2022-04-26,3.84245
2022-04-27,2.78578
2022-04-28,3.07396
2022-04-29,2.11335
2022-04-30,1.82516
2022-05-01,2.20941
2022-05-02,2.01729
2022-05-03,3.07396
2022-05-04,1.82516
2022-05-05,1.44092
2022-05-06,1.34486
2022-05-07,1.7291
2022-05-08,2.20941
2022-05-09,4.03458
2022-05-10,1.15273
2022-05-11,2.88184
2022-05-12,3.36215
2022-05-13,2.40153
2022-05-14,1.92122
2022-05-15,4.13064
2022-05-16,2.11335
2022-05-17,2.9779
2022-05-18,2.78578
2022-05-19,3.17002
2022-05-20,2.11335
2022-05-21,2.68972
2022-05-22,2.49759
2022-05-23,2.68972
2022-05-24,2.49759
2022-05-25,2.49759
2022-05-26,2.11335
2022-05-27,1.63304
2022-05-28,2.11335
2022-05-29,2.88184
2022-05-30,9.31796
2022-05-31,2.9779
2022-06-01,3.55427
2022-06-02,3.65033
2022-06-03,4.99519
2022-06-04,4.2267
2022-06-05,3.55427
2022-06-06,5.28338
2022-06-07,8.06916
2022-06-08,6.62824
2022-06-09,2.9779
2022-06-10,2.11335
2022-06-11,2.40153
2022-06-12,3.55427
2022-06-13,2.78578
2022-06-14,3.45821
2022-06-15,3.45821
2022-06-16,2.59365
2022-06-17,2.59365
2022-06-18,2.49759
2022-06-19,4.61095
2022-06-20,6.14793
2022-06-21,5.57156
2022-06-22,6.82036
2022-06-23,8.64553
2022-06-24,8.93371
2022-06-25,6.53218
2022-06-26,8.06916
2022-06-27,7.68491
2022-06-28,4.32276
2022-06-29,8.26128
2022-06-30,8.26128
2022-07-01,8.93371
2022-07-02,7.01248
2022-07-03,9.02977
2022-07-04,10.85494
2022-07-05,9.31796
2022-07-06,9.02977
2022-07-07,7.39673
2022-07-08,5.28338
2022-07-09,10.4707
2022-07-10,9.7022
2022-07-11,7.9731
2022-07-12,9.60614
2022-07-13,7.01248
2022-07-14,8.26128
2022-07-15,4.80307
2022-07-16,5.09125
2022-07-17,10.56676
2022-07-18,7.30067
2022-07-19,13.4486
2022-07-20,28.14601
2022-07-21,10.08645
2022-07-22,11.52737
2022-07-23,9.02977
2022-07-24,7.87704
2022-07-25,9.02977
2022-07-26,9.89433
2022-07-27,14.98559
2022-07-28,10.66282
2022-07-29,14.02497
2022-07-30,14.21709
2022-07-31,13.25648
2022-08-01,9.02977
2022-08-02,15.17771
2022-08-03,10.18251
2022-08-04,12.10374
2022-08-05,11.23919
2022-08-06,10.75888
2022-08-07,17.29106
2022-08-08,10.85494
2022-08-09,7.20461
2022-08-10,16.04226
2022-08-11,9.2219
2022-08-12,9.60614
2022-08-13,9.12584
2022-08-14,9.60614
2022-08-15,10.66282
2022-08-16,15.08165
2022-08-17,11.81556
2022-08-18,11.14313
2022-08-19,9.99039
2022-08-20,11.52737
2022-08-21,11.14313
2022-08-22,10.66282
2022-08-23,10.66282
2022-08-24,10.27857
2022-08-25,12.00768
2022-08-26,13.54466
2022-08-27,8.83765
2022-08-28,11.14313
2022-08-29,11.04707
2022-08-30,8.45341
2022-08-31,9.7022
2022-09-01,9.79827
2022-09-02,8.35734
2022-09-03,9.99039
2022-09-04,9.41402
2022-09-05,5.57156
2022-09-06,12.48799
2022-09-07,9.41402
2022-09-08,9.7022
2022-09-09,10.56676
2022-09-10,11.43131
2022-09-11,13.64073
2022-09-12,12.10374
2022-09-13,12.87223
2022-09-14,14.21709
2022-09-15,13.83285
2022-09-16,13.16042
2022-09-17,14.50528
2022-09-18,14.21709
2022-09-19,19.11623
2022-09-20,17.57925
2022-09-21,14.02497
2022-09-22,13.16042
2022-09-23,14.31316
2022-09-24,14.79346
2022-09-25,15.9462
2022-09-26,13.35254
2022-09-27,11.33525
2022-09-28,11.7195
2022-09-29,14.40922
2022-09-30,10.37463
2022-10-01,7.87704
2022-10-02,7.78097
2022-10-03,7.20461
2022-10-04,8.16522
2022-10-05,9.60614
2022-10-06,6.53218
2022-10-07,8.74159
2022-10-08,6.82036
2022-10-09,7.30067
2022-10-10,7.9731
2022-10-11,5.66762
2022-10-12,7.20461
2022-10-13,5.09125
2022-10-14,6.91642
2022-10-15,8.35734
2022-10-16,8.06916
2022-10-17,8.93371
2022-10-18,8.83765
2022-10-19,7.39673
2022-10-20,5.4755
2022-10-21,6.05187
2022-10-22,6.24399
2022-10-23,7.01248
2022-10-24,7.39673
2022-10-25,9.60614
2022-10-26,5.37944
2022-10-27,7.9731
2022-10-28,4.51488
2022-10-29,7.39673
2022-10-30,5.85975
2022-10-31,5.66762
2022-11-01,5.95581
2022-11-02,6.34005
2022-11-03,7.58885
2022-11-04,4.51488
2022-11-05,4.41882
2022-11-06,6.7243
2022-11-07,7.78097
2022-11-08,7.9731
2022-11-09,6.53218
2022-11-10,4.32276
2022-11-11,6.05187
2022-11-12,4.03458
2022-11-13,5.76368
2022-11-14,4.61095
2022-11-15,6.05187
2022-11-16,3.93852
2022-11-17,4.51488
2022-11-18,3.55427
2022-11-19,3.36215
2022-11-20,3.45821
2022-11-21,4.61095
2022-11-22,3.36215
2022-11-23,3.65033
2022-11-24,2.40153
2022-11-25,4.32276
2022-11-26,3.55427
2022-11-27,2.9779
2022-11-28,4.03458
2022-11-29,2.88184
2022-11-30,2.01729
2022-12-01,2.11335
2022-12-02,2.9779
2022-12-03,2.11335
2022-12-04,1.63304
2022-12-05,2.11335
2022-12-06,2.01729
2022-12-07,3.07396
2022-12-08,3.17002
2022-12-09,2.01729
2022-12-10,2.11335
2022-12-11,2.78578
2022-12-12,3.36215
2022-12-13,2.68972
2022-12-14,2.30547
2022-12-15,1.82516
2022-12-16,2.11335
2022-12-17,2.78578
2022-12-18,5.85975
2022-12-19,2.20941
2022-12-20,0.67243
2022-12-21,3.55427
2022-12-22,1.15273
2022-12-23,1.7291
2022-12-24,2.40153
2022-12-25,2.01729
2022-12-26,4.03458
2022-12-27,2.30547
2022-12-28,4.03458
2022-12-29,2.20941
2022-12-30,1.15273
2022-12-31,1.7291
2023-01-01,2.30547
2023-01-02,2.59365
2023-01-03,3.07396
2023-01-04,3.36215
2023-01-05,2.78578
2023-01-06,2.88184
2023-01-07,3.07396
2023-01-08,2.68972
2023-01-09,1.53698
2023-01-10,2.59365
2023-01-11,2.11335
2023-01-12,3.65033
2023-01-13,1.05667
2023-01-14,3.36215
2023-01-15,2.20941
2023-01-16,2.49759
2023-01-17,3.45821
2023-01-18,3.55427
2023-01-19,2.78578
2023-01-20,1.63304
2023-01-21,2.20941
2023-01-22,4.99519
2023-01-23,3.26609
2023-01-24,2.88184
2023-01-25,2.30547
2023-01-26,3.74639
2023-01-27,2.40153
2023-01-28,2.30547
2023-01-29,2.88184
2023-01-30,4.03458
2023-01-31,3.93852
2023-02-01,3.17002
2023-02-02,3.55427
2023-02-03,3.65033
2023-02-04,5.95581
2023-02-05,3.45821
2023-02-06,3.65033
2023-02-07,3.84245
2023-02-08,5.4755
2023-02-09,3.45821
2023-02-10,4.80307
2023-02-11,5.09125
2023-02-12,3.26609
2023-02-13,4.03458
2023-02-14,3.26609
2023-02-15,3.07396
2023-02-16,2.78578
2023-02-17,4.13064
2023-02-18,3.36215
2023-02-19,5.18731
2023-02-20,3.93852
2023-02-21,4.13064
2023-02-22,6.62824
2023-02-23,4.89913
2023-02-24,5.09125
2023-02-25,4.89913
2023-02-26,3.74639
2023-02-27,4.99519
2023-02-28,4.32276
2023-03-01,4.61095
2023-03-02,2.59365
2023-03-03,2.11335
2023-03-04,4.80307
2023-03-05,3.93852
2023-03-06,6.34005
2023-03-07,3.26609
2023-03-08,3.93852
2023-03-09,4.41882
2023-03-10,3.36215
2023-03-11,3.45821
2023-03-12,5.76368
2023-03-13,3.36215
2023-03-14,3.36215
2023-03-15,4.61095
2023-03-16,4.13064
2023-03-17,3.17002
2023-03-18,4.32276
2023-03-19,2.9779
2023-03-20,3.84245
2023-03-21,3.84245
2023-03-22,3.36215
2023-03-23,4.13064
2023-03-24,3.36215
2023-03-25,3.55427
2023-03-26,2.68972
2023-03-27,5.4755
2023-03-28,4.51488
2023-03-29,3.65033
2023-03-30,3.65033
2023-03-31,3.74639
2023-04-01,4.41882
2023-04-02,3.07396
2023-04-03,2.40153
2023-04-04,3.07396
2023-04-05,2.78578
2023-04-06,4.03458
2023-04-07,2.68972
2023-04-08,2.59365
2023-04-09,2.59365
2023-04-10,3.45821
2023-04-11,2.88184
2023-04-12,2.20941
2023-04-13,3.55427
2023-04-14,3.17002
2023-04-15,3.84245
2023-04-16,4.2267
2023-04-17,2.49759
2023-04-18,3.45821
2023-04-19,4.41882
2023-04-20,3.65033
2023-04-21,2.30547
2023-04-22,2.68972
2023-04-23,3.07396
2023-04-24,2.11335
2023-04-25,2.30547
2023-04-26,2.78578
2023-04-27,3.55427
2023-04-28,4.2267
2023-04-29,4.41882
2023-04-30,3.07396
2023-05-01,4.2267
2023-05-02,2.40153
2023-05-03,2.88184
2023-05-04,2.78578
2023-05-05,2.59365
2023-05-06,2.49759
2023-05-07,1.92122
2023-05-08,2.88184
2023-05-09,4.32276
2023-05-10,3.17002
2023-05-11,2.78578
2023-05-12,3.17002
2023-05-13,2.40153
2023-05-14,7.49279
2023-05-15,4.13064
2023-05-16,2.30547
2023-05-17,1.92122
2023-05-18,2.40153
2023-05-19,1.82516
2023-05-20,3.74639
2023-05-21,2.9779
2023-05-22,2.40153
2023-05-23,2.01729
2023-05-24,3.55427
2023-05-25,3.26609
2023-05-26,3.93852
2023-05-27,2.20941
2023-05-28,1.63304
2023-05-29,2.30547
2023-05-30,1.63304
