date,저PBR
2023-07-11,0.07237
2023-07-12,0.14475
2023-07-13,0.12062
2023-07-14,0.10856
2023-07-15,0.0965
2023-07-16,0.13268
2023-07-18,0.08443
2023-07-19,0.08443
2023-07-20,0.10856
2023-07-21,0.07237
2023-07-23,0.08443
2023-07-25,0.06031
2023-07-26,0.2895
2023-07-27,0.20506
2023-07-28,0.13268
2023-07-29,0.15681
2023-07-30,0.08443
2023-07-31,0.20506
2023-08-01,0.13268
2023-08-04,0.0965
2023-08-06,0.06031
2023-08-07,0.10856
2023-08-08,0.12062
2023-08-09,0.08443
2023-08-10,0.22919
2023-08-11,0.10856
2023-08-12,0.07237
2023-08-13,0.14475
2023-08-14,0.13268
2023-08-15,0.06031
2023-08-17,0.07237
2023-08-18,0.06031
2023-08-19,0.06031
2023-08-22,0.06031
2023-08-23,0.10856
2023-08-24,0.08443
2023-08-26,0.08443
2023-08-27,0.06031
2023-08-28,0.08443
2023-08-30,0.07237
2023-08-31,0.07237
2023-09-01,0.06031
2023-09-02,0.07237
2023-09-04,0.06031
2023-09-06,0.14475
2023-09-07,0.10856
2023-09-09,0.13268
2023-09-10,0.08443
2023-09-12,0.15681
2023-09-13,0.08443
2023-09-14,0.06031
2023-09-15,0.10856
2023-09-16,0.07237
2023-09-17,0.07237
2023-09-18,0.07237
2023-09-24,0.12062
2023-09-25,0.06031
2023-09-26,0.0965
2023-09-27,0.07237
2023-09-29,0.06031
2023-09-30,0.06031
2023-10-02,0.0965
2023-10-03,0.12062
2023-10-04,0.06031
2023-10-05,0.07237
2023-10-06,0.13268
2023-10-08,0.06031
2023-10-09,0.06031
2023-10-10,0.21712
2023-10-14,0.06031
2023-10-15,0.07237
2023-10-17,0.10856
2023-10-19,0.12062
2023-10-20,0.06031
2023-10-21,0.06031
2023-10-22,0.07237
2023-10-23,0.07237
2023-10-26,0.06031
2023-10-28,0.07237
2023-10-29,0.08443
2023-10-31,0.07237
2023-11-01,0.07237
2023-11-02,0.07237
2023-11-03,0.08443
2023-11-04,0.06031
2023-11-05,0.08443
2023-11-08,0.06031
2023-11-09,0.08443
2023-11-12,0.08443
2023-11-13,0.10856
2023-11-14,0.06031
2023-11-16,0.10856
2023-11-17,0.13268
2023-11-19,0.13268
2023-11-20,0.08443
2023-11-21,0.12062
2023-11-22,0.06031
2023-11-23,0.15681
2023-11-24,0.10856
2023-11-25,0.0965
2023-11-27,0.08443
2023-11-29,0.13268
2023-12-02,0.06031
2023-12-04,0.13268
2023-12-05,0.12062
2023-12-07,0.12062
2023-12-08,0.06031
2023-12-09,0.07237
2023-12-10,0.13268
2023-12-12,0.193
2023-12-13,0.06031
2023-12-14,0.16887
2023-12-15,0.06031
2023-12-16,0.07237
2023-12-18,0.08443
2023-12-20,0.0965
2023-12-21,0.06031
2023-12-24,0.12062
2023-12-26,0.10856
2023-12-27,0.16887
2023-12-28,0.193
2024-01-02,0.06031
2024-01-03,0.06031
2024-01-04,0.0965
2024-01-05,0.13268
2024-01-08,0.0965
2024-01-09,0.16887
2024-01-10,0.10856
2024-01-11,0.07237
2024-01-12,0.10856
2024-01-13,0.07237
2024-01-14,0.07237
2024-01-15,0.18094
2024-01-16,0.06031
2024-01-17,0.78407
2024-01-18,2.40048
2024-01-19,3.12424
2024-01-20,0.94089
2024-01-21,1.1942
2024-01-22,1.70084
2024-01-23,1.47165
2024-01-24,1.36308
2024-01-25,1.01326
2024-01-26,1.30277
2024-01-27,0.54282
2024-01-28,0.63932
2024-01-29,25.27141
2024-01-30,48.28709
2024-01-31,37.55126
2024-02-01,93.32931
2024-02-02,100.0
2024-02-03,45.89867
2024-02-04,46.45355
2024-02-05,65.80217
2024-02-06,35.28347
2024-02-07,31.83353
2024-02-08,23.78769
2024-02-09,10.92882
2024-02-10,12.65379
2024-02-11,13.05186
2024-02-12,17.65983
2024-02-13,36.96019
2024-02-14,26.33293
2024-02-15,20.37394
2024-02-16,21.67671
2024-02-17,12.27985
2024-02-18,14.43908
2024-02-19,37.56332
2024-02-20,28.80579
2024-02-21,19.4813
2024-02-22,19.73462
2024-02-23,25.62123
2024-02-24,15.31966
2024-02-25,20.72376
2024-02-26,96.53799
2024-02-27,16.45355
2024-02-28,16.17611
2024-02-29,13.66706
2024-03-01,6.57418
2024-03-02,5.85042
2024-03-03,6.42943
2024-03-04,9.74668
2024-03-05,6.20024
2024-03-06,4.64414
2024-03-07,3.99276
2024-03-08,3.90832
2024-03-09,2.00241
2024-03-10,2.30398
2024-03-11,3.655
2024-03-12,3.49819
2024-03-13,4.6924
2024-03-14,5.45235
2024-03-15,4.28226
2024-03-16,1.76115
2024-03-17,1.37515
2024-03-18,3.08805
2024-03-19,3.67913
2024-03-20,3.00361
