date,짠테크
2020-08-24,6.25
2020-08-25,10.90116
2020-08-26,10.31976
2020-08-27,9.59302
2020-08-28,7.41279
2020-08-29,7.70348
2020-08-30,7.41279
2020-08-31,10.46511
2020-09-01,13.22674
2020-09-02,12.2093
2020-09-03,11.19186
2020-09-04,8.13953
2020-09-05,9.59302
2020-09-06,6.83139
2020-09-07,11.04651
2020-09-08,10.90116
2020-09-09,12.06395
2020-09-10,11.3372
2020-09-11,11.04651
2020-09-12,9.44767
2020-09-13,5.81395
2020-09-14,12.79069
2020-09-15,11.48255
2020-09-16,11.48255
2020-09-17,9.73837
2020-09-18,8.72093
2020-09-19,8.86627
2020-09-20,9.44767
2020-09-21,9.01162
2020-09-22,10.17441
2020-09-23,9.01162
2020-09-24,7.84883
2020-09-25,8.43023
2020-09-26,5.3779
2020-09-27,9.73837
2020-09-28,12.93604
2020-09-29,10.31976
2020-09-30,7.84883
2020-10-01,6.68604
2020-10-02,5.6686
2020-10-03,7.84883
2020-10-04,14.09883
2020-10-05,13.08139
2020-10-06,10.90116
2020-10-07,9.01162
2020-10-08,7.70348
2020-10-09,9.01162
2020-10-10,6.54069
2020-10-11,9.30232
2020-10-12,10.75581
2020-10-13,6.83139
2020-10-14,7.26744
2020-10-15,6.97674
2020-10-16,6.39534
2020-10-17,5.23255
2020-10-18,6.54069
2020-10-19,8.86627
2020-10-20,11.77325
2020-10-21,8.43023
2020-10-22,9.15697
2020-10-23,7.70348
2020-10-24,6.68604
2020-10-25,6.39534
2020-10-26,10.46511
2020-10-27,7.55813
2020-10-28,9.44767
2020-10-29,10.61046
2020-10-30,8.43023
2020-10-31,5.6686
2020-11-01,8.13953
2020-11-02,10.46511
2020-11-03,7.99418
2020-11-04,12.79069
2020-11-05,9.59302
2020-11-06,8.72093
2020-11-07,7.70348
2020-11-08,11.48255
2020-11-09,10.75581
2020-11-10,71.65697
2020-11-11,43.1686
2020-11-12,22.09302
2020-11-13,12.64534
2020-11-14,7.99418
2020-11-15,14.68023
2020-11-16,44.47674
2020-11-17,29.65116
2020-11-18,19.62209
2020-11-19,15.26162
2020-11-20,15.69767
2020-11-21,8.72093
2020-11-22,11.77325
2020-11-23,18.02325
2020-11-24,12.5
2020-11-25,12.93604
2020-11-26,11.6279
2020-11-27,11.04651
2020-11-28,8.72093
2020-11-29,12.2093
2020-11-30,15.98837
2020-12-01,13.80813
2020-12-02,13.66279
2020-12-03,13.37209
2020-12-04,11.9186
2020-12-05,9.88372
2020-12-06,12.93604
2020-12-07,10.46511
2020-12-08,10.17441
2020-12-09,11.6279
2020-12-10,12.5
2020-12-11,12.2093
2020-12-12,8.86627
2020-12-13,10.02906
2020-12-14,11.04651
2020-12-15,9.73837
2020-12-16,9.59302
2020-12-17,9.73837
2020-12-18,10.46511
2020-12-19,6.39534
2020-12-20,7.12209
2020-12-21,11.04651
2020-12-22,10.02906
2020-12-23,39.24418
2020-12-24,9.01162
2020-12-25,11.48255
2020-12-26,6.97674
2020-12-27,9.30232
2020-12-28,15.98837
2020-12-29,15.11627
2020-12-30,11.77325
2020-12-31,15.69767
2021-01-01,12.79069
2021-01-02,12.64534
2021-01-03,18.1686
2021-01-04,20.93023
2021-01-05,18.89534
2021-01-06,17.15116
2021-01-07,13.37209
2021-01-08,13.66279
2021-01-09,12.64534
2021-01-10,14.97093
2021-01-11,12.64534
2021-01-12,12.2093
2021-01-13,14.38953
2021-01-14,49.56395
2021-01-15,34.59302
2021-01-16,22.38372
2021-01-17,18.4593
2021-01-18,15.40697
2021-01-19,20.49418
2021-01-20,13.80813
2021-01-21,15.26162
2021-01-22,11.19186
2021-01-23,14.82558
2021-01-24,17.73255
2021-01-25,16.56976
2021-01-26,16.42441
2021-01-27,16.86046
2021-01-28,13.51744
2021-01-29,13.37209
2021-01-30,11.04651
2021-01-31,13.08139
2021-02-01,14.38953
2021-02-02,15.11627
2021-02-03,13.51744
2021-02-04,17.00581
2021-02-05,21.80232
2021-02-06,11.19186
2021-02-07,12.35465
2021-02-08,17.15116
2021-02-09,12.64534
2021-02-10,11.19186
2021-02-11,10.46511
2021-02-12,8.86627
2021-02-13,11.19186
2021-02-14,18.89534
2021-02-15,15.40697
2021-02-16,13.22674
2021-02-17,14.09883
2021-02-18,12.64534
2021-02-19,13.66279
2021-02-20,10.90116
2021-02-21,10.46511
2021-02-22,10.75581
2021-02-23,11.6279
2021-02-24,13.22674
2021-02-25,12.79069
2021-02-26,11.19186
2021-02-27,11.48255
2021-02-28,8.72093
2021-03-01,13.66279
2021-03-02,10.75581
2021-03-03,25.0
2021-03-04,10.46511
2021-03-05,12.64534
2021-03-06,9.44767
2021-03-07,13.80813
2021-03-08,11.9186
2021-03-09,10.90116
2021-03-10,10.90116
2021-03-11,12.35465
2021-03-12,10.02906
2021-03-13,6.97674
2021-03-14,8.72093
2021-03-15,11.3372
2021-03-16,11.77325
2021-03-17,13.80813
2021-03-18,8.86627
2021-03-19,8.28488
2021-03-20,8.72093
2021-03-21,8.43023
2021-03-22,12.2093
2021-03-23,11.77325
2021-03-24,11.3372
2021-03-25,8.43023
2021-03-26,8.13953
2021-03-27,9.73837
2021-03-28,11.04651
2021-03-29,12.06395
2021-03-30,12.64534
2021-03-31,10.31976
2021-04-01,14.24418
2021-04-02,14.09883
2021-04-03,12.5
2021-04-04,10.31976
2021-04-05,11.04651
2021-04-06,14.68023
2021-04-07,12.64534
2021-04-08,12.06395
2021-04-09,11.19186
2021-04-10,10.17441
2021-04-11,9.88372
2021-04-12,11.19186
2021-04-13,9.01162
2021-04-14,7.99418
2021-04-15,9.30232
2021-04-16,11.77325
2021-04-17,7.84883
2021-04-18,11.77325
2021-04-19,9.88372
2021-04-20,14.24418
2021-04-21,12.64534
2021-04-22,10.75581
2021-04-23,9.30232
2021-04-24,6.39534
2021-04-25,9.88372
2021-04-26,10.17441
2021-04-27,10.75581
2021-04-28,9.15697
2021-04-29,8.72093
2021-04-30,10.31976
2021-05-01,12.5
2021-05-02,9.59302
2021-05-03,23.25581
2021-05-04,15.84302
2021-05-05,16.86046
2021-05-06,12.64534
2021-05-07,11.9186
2021-05-08,10.31976
2021-05-09,11.9186
2021-05-10,12.79069
2021-05-11,9.59302
2021-05-12,11.3372
2021-05-13,10.75581
2021-05-14,10.02906
2021-05-15,9.01162
2021-05-16,10.02906
2021-05-17,7.99418
2021-05-18,14.53488
2021-05-19,19.76744
2021-05-20,28.34302
2021-05-21,32.26744
2021-05-22,15.55232
2021-05-23,21.51162
2021-05-24,19.47674
2021-05-25,23.8372
2021-05-26,16.13372
2021-05-27,18.02325
2021-05-28,12.64534
2021-05-29,11.3372
2021-05-30,13.08139
2021-05-31,16.71511
2021-06-01,17.00581
2021-06-02,11.77325
2021-06-03,13.95348
2021-06-04,16.86046
2021-06-05,11.6279
2021-06-06,7.99418
2021-06-07,13.08139
2021-06-08,12.5
2021-06-09,14.38953
2021-06-10,12.2093
2021-06-11,13.22674
2021-06-12,8.57558
2021-06-13,10.61046
2021-06-14,10.46511
2021-06-15,10.90116
2021-06-16,11.19186
2021-06-17,10.17441
2021-06-18,9.73837
2021-06-19,8.57558
2021-06-20,8.72093
2021-06-21,9.01162
2021-06-22,10.75581
2021-06-23,10.61046
2021-06-24,11.77325
2021-06-25,9.73837
2021-06-26,11.19186
2021-06-27,7.55813
2021-06-28,11.04651
2021-06-29,8.43023
2021-06-30,11.6279
2021-07-01,9.44767
2021-07-02,10.46511
2021-07-03,9.30232
2021-07-04,7.70348
2021-07-05,9.59302
2021-07-06,8.13953
2021-07-07,10.46511
2021-07-08,9.30232
2021-07-09,11.3372
2021-07-10,8.57558
2021-07-11,10.31976
2021-07-12,9.44767
2021-07-13,29.65116
2021-07-14,10.46511
2021-07-15,13.08139
2021-07-16,9.73837
2021-07-17,8.72093
2021-07-18,11.6279
2021-07-19,11.77325
2021-07-20,10.61046
2021-07-21,11.9186
2021-07-22,14.09883
2021-07-23,11.3372
2021-07-24,9.01162
2021-07-25,9.30232
2021-07-26,8.57558
2021-07-27,11.3372
2021-07-28,10.90116
2021-07-29,7.84883
2021-07-30,13.95348
2021-07-31,10.46511
2021-08-01,12.35465
2021-08-02,7.12209
2021-08-03,9.73837
2021-08-04,10.90116
2021-08-05,9.44767
2021-08-06,8.13953
2021-08-07,11.3372
2021-08-08,10.61046
2021-08-09,11.3372
2021-08-10,8.72093
2021-08-11,10.02906
2021-08-12,12.93604
2021-08-13,8.57558
2021-08-14,10.17441
2021-08-15,7.26744
2021-08-16,10.31976
2021-08-17,11.48255
2021-08-18,12.79069
2021-08-19,14.68023
2021-08-20,8.57558
2021-08-21,10.46511
2021-08-22,12.64534
2021-08-23,11.9186
2021-08-24,11.48255
2021-08-25,12.93604
2021-08-26,12.93604
2021-08-27,9.01162
2021-08-28,9.30232
2021-08-29,11.9186
2021-08-30,10.31976
2021-08-31,13.37209
2021-09-01,13.22674
2021-09-02,10.61046
2021-09-03,9.30232
2021-09-04,10.31976
2021-09-05,7.70348
2021-09-06,10.90116
2021-09-07,9.88372
2021-09-08,10.31976
2021-09-09,12.64534
2021-09-10,10.31976
2021-09-11,21.51162
2021-09-12,9.73837
2021-09-13,7.41279
2021-09-14,11.48255
2021-09-15,8.72093
2021-09-16,9.15697
2021-09-17,18.31395
2021-09-18,7.84883
2021-09-19,5.23255
2021-09-20,6.83139
2021-09-21,8.13953
2021-09-22,8.57558
2021-09-23,11.9186
2021-09-24,11.04651
2021-09-25,14.68023
2021-09-26,17.5872
2021-09-27,14.68023
2021-09-28,15.69767
2021-09-29,12.06395
2021-09-30,9.88372
2021-10-01,11.19186
2021-10-02,11.48255
2021-10-03,13.37209
2021-10-04,18.1686
2021-10-05,10.61046
2021-10-06,9.30232
2021-10-07,10.61046
2021-10-08,9.01162
2021-10-09,9.88372
2021-10-10,10.90116
2021-10-11,13.51744
2021-10-12,19.18604
2021-10-13,12.06395
2021-10-14,13.66279
2021-10-15,13.08139
2021-10-16,8.57558
2021-10-17,9.88372
2021-10-18,11.48255
2021-10-19,8.43023
2021-10-20,10.61046
2021-10-21,11.3372
2021-10-22,8.43023
2021-10-23,6.68604
2021-10-24,9.30232
2021-10-25,10.31976
2021-10-26,10.31976
2021-10-27,11.04651
2021-10-28,8.86627
2021-10-29,10.17441
2021-10-30,6.25
2021-10-31,10.61046
2021-11-01,11.77325
2021-11-02,12.5
2021-11-03,11.04651
2021-11-04,6.97674
2021-11-05,6.10465
2021-11-06,7.70348
2021-11-07,8.28488
2021-11-08,11.19186
2021-11-09,10.90116
2021-11-10,11.6279
2021-11-11,9.59302
2021-11-12,8.57558
2021-11-13,7.41279
2021-11-14,9.15697
2021-11-15,12.06395
2021-11-16,11.6279
2021-11-17,10.75581
2021-11-18,8.86627
2021-11-19,10.17441
2021-11-20,8.57558
2021-11-21,8.28488
2021-11-22,10.61046
2021-11-23,12.64534
2021-11-24,13.08139
2021-11-25,39.24418
2021-11-26,46.51162
2021-11-27,44.76744
2021-11-28,40.40697
2021-11-29,40.98837
2021-11-30,39.24418
2021-12-01,37.5
2021-12-02,30.52325
2021-12-03,27.47093
2021-12-04,19.76744
2021-12-05,14.53488
2021-12-06,12.79069
2021-12-07,18.1686
2021-12-08,16.86046
2021-12-09,14.38953
2021-12-10,14.68023
2021-12-11,9.01162
2021-12-12,13.37209
2021-12-13,12.5
2021-12-14,13.66279
2021-12-15,17.00581
2021-12-16,16.42441
2021-12-17,11.19186
2021-12-18,13.95348
2021-12-19,13.08139
2021-12-20,14.38953
2021-12-21,12.79069
2021-12-22,14.24418
2021-12-23,14.38953
2021-12-24,13.80813
2021-12-25,9.30232
2021-12-26,15.84302
2021-12-27,20.93023
2021-12-28,19.91279
2021-12-29,16.42441
2021-12-30,25.58139
2021-12-31,22.96511
2022-01-01,21.07558
2022-01-02,32.26744
2022-01-03,32.12209
2022-01-04,36.6279
2022-01-05,29.79651
2022-01-06,26.88953
2022-01-07,23.11046
2022-01-08,20.34883
2022-01-09,19.04069
2022-01-10,23.98255
2022-01-11,19.18604
2022-01-12,19.47674
2022-01-13,19.47674
2022-01-14,18.31395
2022-01-15,15.55232
2022-01-16,19.47674
2022-01-17,17.29651
2022-01-18,18.1686
2022-01-19,24.4186
2022-01-20,18.02325
2022-01-21,16.13372
2022-01-22,14.82558
2022-01-23,17.5872
2022-01-24,22.81976
2022-01-25,18.4593
2022-01-26,24.1279
2022-01-27,23.8372
2022-01-28,20.93023
2022-01-29,17.44186
2022-01-30,20.93023
2022-01-31,22.67441
2022-02-01,24.1279
2022-02-02,23.98255
2022-02-03,26.59883
2022-02-04,26.45348
2022-02-05,22.09302
2022-02-06,20.34883
2022-02-07,24.7093
2022-02-08,17.00581
2022-02-09,19.18604
2022-02-10,22.23837
2022-02-11,23.11046
2022-02-12,17.73255
2022-02-13,21.07558
2022-02-14,21.36627
2022-02-15,19.18604
2022-02-16,21.51162
2022-02-17,19.76744
2022-02-18,17.73255
2022-02-19,17.00581
2022-02-20,20.34883
2022-02-21,19.33139
2022-02-22,20.63953
2022-02-23,17.00581
2022-02-24,16.27906
2022-02-25,14.53488
2022-02-26,15.69767
2022-02-27,14.38953
2022-02-28,16.56976
2022-03-01,22.23837
2022-03-02,16.13372
2022-03-03,19.47674
2022-03-04,16.13372
2022-03-05,15.11627
2022-03-06,22.81976
2022-03-07,17.15116
2022-03-08,15.26162
2022-03-09,13.66279
2022-03-10,13.95348
2022-03-11,16.86046
2022-03-12,14.68023
2022-03-13,19.47674
2022-03-14,21.94767
2022-03-15,19.76744
2022-03-16,19.33139
2022-03-17,18.1686
2022-03-18,17.29651
2022-03-19,13.95348
2022-03-20,18.4593
2022-03-21,20.34883
2022-03-22,20.05813
2022-03-23,19.47674
2022-03-24,18.89534
2022-03-25,16.56976
2022-03-26,15.98837
2022-03-27,18.31395
2022-03-28,20.05813
2022-03-29,21.51162
2022-03-30,20.78488
2022-03-31,25.43604
2022-04-01,18.31395
2022-04-02,14.24418
2022-04-03,16.56976
2022-04-04,19.47674
2022-04-05,21.94767
2022-04-06,22.09302
2022-04-07,24.56395
2022-04-08,21.51162
2022-04-09,15.69767
2022-04-10,19.76744
2022-04-11,23.11046
2022-04-12,16.42441
2022-04-13,19.62209
2022-04-14,19.04069
2022-04-15,17.8779
2022-04-16,11.3372
2022-04-17,15.98837
2022-04-18,16.56976
2022-04-19,19.62209
2022-04-20,18.31395
2022-04-21,17.44186
2022-04-22,17.73255
2022-04-23,13.80813
2022-04-24,14.97093
2022-04-25,17.00581
2022-04-26,18.75
2022-04-27,14.09883
2022-04-28,15.26162
2022-04-29,18.1686
2022-04-30,11.6279
2022-05-01,15.26162
2022-05-02,14.82558
2022-05-03,26.01744
2022-05-04,18.02325
2022-05-05,12.06395
2022-05-06,14.24418
2022-05-07,12.64534
2022-05-08,12.2093
2022-05-09,19.47674
2022-05-10,19.18604
2022-05-11,18.75
2022-05-12,17.8779
2022-05-13,15.69767
2022-05-14,11.3372
2022-05-15,13.22674
2022-05-16,15.40697
2022-05-17,15.26162
2022-05-18,23.11046
2022-05-19,16.86046
2022-05-20,14.53488
2022-05-21,15.40697
2022-05-22,15.11627
2022-05-23,16.56976
2022-05-24,14.38953
2022-05-25,13.80813
2022-05-26,29.50581
2022-05-27,61.3372
2022-05-28,23.54651
2022-05-29,14.53488
2022-05-30,41.86046
2022-05-31,20.93023
2022-06-01,19.18604
2022-06-02,19.91279
2022-06-03,21.07558
2022-06-04,15.26162
2022-06-05,15.55232
2022-06-06,22.81976
2022-06-07,21.22093
2022-06-08,21.07558
2022-06-09,18.31395
2022-06-10,21.65697
2022-06-11,18.4593
2022-06-12,17.8779
2022-06-13,26.30813
2022-06-14,20.93023
2022-06-15,23.69186
2022-06-16,26.30813
2022-06-17,24.27325
2022-06-18,16.27906
2022-06-19,16.56976
2022-06-20,24.1279
2022-06-21,21.94767
2022-06-22,32.41279
2022-06-23,34.44767
2022-06-24,56.10465
2022-06-25,25.87209
2022-06-26,25.87209
2022-06-27,26.30813
2022-06-28,29.94186
2022-06-29,43.02325
2022-06-30,60.17441
2022-07-01,27.61627
2022-07-02,18.31395
2022-07-03,24.27325
2022-07-04,31.39534
2022-07-05,34.88372
2022-07-06,28.34302
2022-07-07,23.40116
2022-07-08,24.4186
2022-07-09,15.40697
2022-07-10,17.73255
2022-07-11,27.18023
2022-07-12,24.1279
2022-07-13,23.98255
2022-07-14,51.16279
2022-07-15,36.9186
2022-07-16,18.4593
2022-07-17,25.58139
2022-07-18,39.24418
2022-07-19,39.09883
2022-07-20,42.73255
2022-07-21,62.64534
2022-07-22,35.02906
2022-07-23,24.4186
2022-07-24,23.25581
2022-07-25,34.73837
2022-07-26,43.89534
2022-07-27,46.51162
2022-07-28,36.04651
2022-07-29,27.76162
2022-07-30,50.0
2022-07-31,26.88953
2022-08-01,41.42441
2022-08-02,41.27906
2022-08-03,41.13372
2022-08-04,46.22093
2022-08-05,30.81395
2022-08-06,24.27325
2022-08-07,43.31395
2022-08-08,39.82558
2022-08-09,33.86627
2022-08-10,42.73255
2022-08-11,30.9593
2022-08-12,40.69767
2022-08-13,31.83139
2022-08-14,20.34883
2022-08-15,28.05232
2022-08-16,31.39534
2022-08-17,45.93023
2022-08-18,42.73255
2022-08-19,41.27906
2022-08-20,25.29069
2022-08-21,35.75581
2022-08-22,40.69767
2022-08-23,36.04651
2022-08-24,35.02906
2022-08-25,32.26744
2022-08-26,28.77906
2022-08-27,24.27325
2022-08-28,25.29069
2022-08-29,30.9593
2022-08-30,42.00581
2022-08-31,28.48837
2022-09-01,30.23255
2022-09-02,27.76162
2022-09-03,19.18604
2022-09-04,21.36627
2022-09-05,28.34302
2022-09-06,26.59883
2022-09-07,25.0
2022-09-08,20.93023
2022-09-09,11.3372
2022-09-10,16.27906
2022-09-11,19.04069
2022-09-12,38.95348
2022-09-13,46.07558
2022-09-14,37.2093
2022-09-15,40.84302
2022-09-16,34.88372
2022-09-17,55.6686
2022-09-18,39.09883
2022-09-19,53.34302
2022-09-20,46.07558
2022-09-21,47.52906
2022-09-22,56.25
2022-09-23,62.2093
2022-09-24,30.3779
2022-09-25,39.09883
2022-09-26,45.78488
2022-09-27,56.97674
2022-09-28,50.29069
2022-09-29,41.71511
2022-09-30,35.31976
2022-10-01,30.81395
2022-10-02,31.54069
2022-10-03,35.31976
2022-10-04,36.6279
2022-10-05,37.79069
2022-10-06,34.01162
2022-10-07,29.79651
2022-10-08,20.20348
2022-10-09,25.0
2022-10-10,100.0
2022-10-11,70.63953
2022-10-12,43.1686
2022-10-13,49.85465
2022-10-14,39.68023
2022-10-15,32.99418
2022-10-16,35.75581
2022-10-17,38.08139
2022-10-18,37.79069
2022-10-19,39.09883
2022-10-20,32.84883
2022-10-21,32.12209
2022-10-22,21.22093
2022-10-23,83.72093
2022-10-24,59.01162
2022-10-25,64.53488
2022-10-26,49.27325
2022-10-27,38.66279
2022-10-28,36.6279
2022-10-29,27.32558
2022-10-30,25.14534
2022-10-31,36.48255
2022-11-01,56.97674
2022-11-02,35.46511
2022-11-03,31.25
2022-11-04,33.28488
2022-11-05,27.18023
2022-11-06,27.76162
2022-11-07,37.79069
2022-11-08,58.72093
2022-11-09,34.59302
2022-11-10,30.23255
2022-11-11,32.12209
2022-11-12,21.07558
2022-11-13,30.0872
2022-11-14,38.51744
2022-11-15,32.26744
2022-11-16,37.35465
2022-11-17,33.28488
2022-11-18,29.65116
2022-11-19,19.18604
2022-11-20,25.29069
2022-11-21,34.59302
2022-11-22,31.25
2022-11-23,32.55813
2022-11-24,32.12209
2022-11-25,22.96511
2022-11-26,22.96511
2022-11-27,26.88953
2022-11-28,25.58139
2022-11-29,27.47093
2022-11-30,27.47093
2022-12-01,26.74418
2022-12-02,22.81976
2022-12-03,14.38953
2022-12-04,21.65697
2022-12-05,23.8372
2022-12-06,28.19767
2022-12-07,27.03488
2022-12-08,31.25
2022-12-09,29.50581
2022-12-10,19.76744
2022-12-11,20.05813
2022-12-12,44.91279
2022-12-13,32.12209
2022-12-14,30.3779
2022-12-15,40.98837
2022-12-16,36.48255
2022-12-17,28.34302
2022-12-18,22.81976
2022-12-19,33.57558
2022-12-20,36.3372
2022-12-21,37.06395
2022-12-22,34.88372
2022-12-23,28.92441
2022-12-24,18.31395
2022-12-25,23.8372
2022-12-26,42.15116
2022-12-27,33.72093
2022-12-28,34.30232
2022-12-29,60.90116
2022-12-30,37.35465
2022-12-31,29.36046
2023-01-01,33.28488
2023-01-02,41.71511
2023-01-03,40.26162
2023-01-04,40.55232
2023-01-05,34.30232
2023-01-06,36.77325
2023-01-07,30.0872
2023-01-08,29.21511
2023-01-09,61.77325
2023-01-10,40.69767
2023-01-11,41.13372
2023-01-12,41.86046
2023-01-13,42.8779
2023-01-14,52.32558
2023-01-15,36.77325
2023-01-16,44.62209
2023-01-17,47.23837
2023-01-18,40.11627
2023-01-19,46.07558
2023-01-20,29.36046
2023-01-21,31.54069
2023-01-22,46.94767
2023-01-23,29.50581
2023-01-24,39.09883
2023-01-25,42.44186
2023-01-26,48.40116
2023-01-27,47.96511
2023-01-28,32.99418
2023-01-29,38.51744
2023-01-30,54.21511
2023-01-31,48.98255
2023-02-01,49.1279
2023-02-02,43.4593
2023-02-03,42.8779
2023-02-04,33.57558
2023-02-05,42.73255
2023-02-06,47.23837
2023-02-07,39.38953
2023-02-08,42.73255
2023-02-09,39.38953
2023-02-10,41.56976
2023-02-11,29.79651
2023-02-12,33.43023
2023-02-13,47.23837
2023-02-14,38.80813
2023-02-15,43.75
2023-02-16,48.25581
2023-02-17,63.95348
2023-02-18,37.06395
2023-02-19,41.86046
2023-02-20,43.02325
2023-02-21,36.48255
2023-02-22,42.29651
2023-02-23,39.24418
2023-02-24,99.1279
2023-02-25,42.44186
2023-02-26,35.17441
2023-02-27,38.95348
2023-02-28,43.02325
2023-03-01,36.9186
2023-03-02,35.75581
2023-03-03,37.2093
2023-03-04,31.83139
2023-03-05,45.49418
2023-03-06,43.89534
2023-03-07,32.70348
2023-03-08,40.98837
2023-03-09,41.42441
2023-03-10,40.26162
2023-03-11,35.02906
2023-03-12,26.01744
2023-03-13,42.8779
2023-03-14,39.53488
2023-03-15,34.30232
2023-03-16,42.15116
2023-03-17,34.44767
2023-03-18,16.42441
2023-03-19,24.27325
2023-03-20,39.68023
2023-03-21,33.57558
2023-03-22,34.44767
2023-03-23,40.98837
2023-03-24,28.19767
2023-03-25,21.80232
2023-03-26,28.48837
2023-03-27,33.43023
2023-03-28,37.2093
2023-03-29,29.21511
2023-03-30,32.41279
2023-03-31,54.94186
2023-04-01,32.99418
2023-04-02,26.30813
2023-04-03,32.55813
2023-04-04,37.35465
2023-04-05,40.26162
2023-04-06,35.46511
2023-04-07,34.30232
2023-04-08,21.07558
2023-04-09,26.74418
2023-04-10,36.6279
2023-04-11,38.80813
2023-04-12,35.31976
2023-04-13,35.61046
2023-04-14,30.23255
2023-04-15,27.03488
2023-04-16,25.14534
2023-04-17,44.91279
2023-04-18,52.90697
2023-04-19,39.38953
2023-04-20,36.48255
2023-04-21,27.61627
2023-04-22,23.25581
2023-04-23,22.09302
2023-04-24,29.94186
2023-04-25,32.70348
2023-04-26,31.10465
2023-04-27,31.10465
2023-04-28,25.43604
2023-04-29,20.78488
2023-04-30,21.94767
2023-05-01,29.36046
2023-05-02,28.05232
2023-05-03,27.32558
2023-05-04,23.11046
2023-05-05,20.93023
2023-05-06,20.78488
2023-05-07,26.88953
2023-05-08,28.48837
2023-05-09,22.38372
2023-05-10,31.97674
2023-05-11,26.88953
2023-05-12,25.43604
2023-05-13,18.02325
2023-05-14,18.60465
2023-05-15,29.65116
2023-05-16,31.97674
2023-05-17,25.29069
2023-05-18,31.68604
2023-05-19,25.29069
2023-05-20,17.73255
2023-05-21,19.91279
2023-05-22,31.10465
2023-05-23,33.57558
2023-05-24,33.86627
2023-05-25,31.39534
2023-05-26,26.45348
2023-05-27,16.13372
2023-05-28,20.20348
2023-05-29,28.19767
2023-05-30,28.63372
