date,은마아파트
2021-02-13,4.81661
2021-02-14,4.83818
2021-02-15,5.46386
2021-02-16,5.26069
2021-02-17,4.54153
2021-02-18,4.60985
2021-02-19,4.36174
2021-02-20,4.18734
2021-02-21,3.6156
2021-02-22,4.43006
2021-02-23,3.95541
2021-02-24,3.52571
2021-02-25,3.8709
2021-02-26,3.47716
2021-02-27,3.51492
2021-02-28,4.00755
2021-03-01,3.60481
2021-03-02,3.48795
2021-03-03,3.2758
2021-03-04,3.0978
2021-03-05,3.05106
2021-03-06,3.35131
2021-03-07,2.99712
2021-03-08,3.12837
2021-03-09,3.15174
2021-03-10,4.0435
2021-03-11,4.05609
2021-03-12,3.6174
2021-03-13,4.55951
2021-03-14,3.64077
2021-03-15,4.61704
2021-03-16,5.10068
2021-03-17,6.81409
2021-03-18,4.01833
2021-03-19,4.11362
2021-03-20,4.06148
2021-03-21,5.08989
2021-03-22,4.51276
2021-03-23,4.26824
2021-03-24,4.58468
2021-03-25,4.78604
2021-03-26,4.43905
2021-03-27,4.00934
2021-03-28,4.09025
2021-03-29,4.0453
2021-03-30,4.04171
2021-03-31,3.99676
2021-04-01,3.67313
2021-04-02,3.32614
2021-04-03,3.51672
2021-04-04,3.13016
2021-04-05,3.36569
2021-04-06,3.65336
2021-04-07,4.0489
2021-04-08,7.16648
2021-04-09,5.98345
2021-04-10,5.1672
2021-04-11,4.97842
2021-04-12,5.11866
2021-04-13,4.89392
2021-04-14,4.47321
2021-04-15,4.5667
2021-04-16,3.87989
2021-04-17,3.98597
2021-04-18,3.57245
2021-04-19,4.10104
2021-04-20,3.90866
2021-04-21,4.31319
2021-04-22,4.31319
2021-04-23,3.67493
2021-04-24,3.3567
2021-04-25,2.77957
2021-04-26,3.72527
2021-04-27,3.23085
2021-04-28,3.00071
2021-04-29,3.05825
2021-04-30,2.73642
2021-05-01,2.50089
2021-05-02,2.25278
2021-05-03,2.69147
2021-05-04,3.14455
2021-05-05,2.67529
2021-05-06,2.9306
2021-05-07,2.74181
2021-05-08,2.53865
2021-05-09,2.55663
2021-05-10,3.00251
2021-05-11,2.65012
2021-05-12,2.59798
2021-05-13,2.67349
2021-05-14,3.2686
2021-05-15,2.74721
2021-05-16,2.52606
2021-05-17,2.82632
2021-05-18,3.05645
2021-05-19,2.92161
2021-05-20,4.11003
2021-05-21,4.43545
2021-05-22,3.02948
2021-05-23,3.12477
2021-05-24,3.32254
2021-05-25,2.91262
2021-05-26,3.62998
2021-05-27,3.42322
2021-05-28,2.96835
2021-05-29,3.34591
2021-05-30,2.50089
2021-05-31,2.80294
2021-06-01,3.55088
2021-06-02,2.86767
2021-06-03,3.02768
2021-06-04,2.76699
2021-06-05,2.5836
2021-06-06,2.29413
2021-06-07,2.63933
2021-06-08,2.46673
2021-06-09,2.87126
2021-06-10,3.06903
2021-06-11,3.00431
2021-06-12,3.14275
2021-06-13,3.10499
2021-06-14,3.42502
2021-06-15,3.10859
2021-06-16,2.9252
2021-06-17,3.97698
2021-06-18,5.72815
2021-06-19,3.52571
2021-06-20,2.94498
2021-06-21,3.096
2021-06-22,4.24307
2021-06-23,3.32973
2021-06-24,3.14814
2021-06-25,5.67062
2021-06-26,3.72527
2021-06-27,2.95756
2021-06-28,3.17331
2021-06-29,2.98453
2021-06-30,3.22186
2021-07-01,3.64976
2021-07-02,3.34232
2021-07-03,3.83674
2021-07-04,3.07083
2021-07-05,3.05106
2021-07-06,7.56202
2021-07-07,12.17008
2021-07-08,22.02445
2021-07-09,11.38079
2021-07-10,7.86767
2021-07-11,7.70406
2021-07-12,8.5329
2021-07-13,10.35598
2021-07-14,9.3941
2021-07-15,5.77669
2021-07-16,4.43185
2021-07-17,5.16181
2021-07-18,4.16217
2021-07-19,4.49298
2021-07-20,9.49838
2021-07-21,13.37108
2021-07-22,15.73714
2021-07-23,13.58683
2021-07-24,10.24092
2021-07-25,8.93203
2021-07-26,6.10751
2021-07-27,5.0827
2021-07-28,4.52355
2021-07-29,4.72671
2021-07-30,4.18554
2021-07-31,4.78604
2021-08-01,4.43365
2021-08-02,5.26788
2021-08-03,4.00575
2021-08-04,3.94102
2021-08-05,4.07227
2021-08-06,4.34376
2021-08-07,3.57065
2021-08-08,2.97015
2021-08-09,3.67134
2021-08-10,5.15462
2021-08-11,4.50197
2021-08-12,3.73067
2021-08-13,3.39266
2021-08-14,3.25422
2021-08-15,3.17152
2021-08-16,3.13556
2021-08-17,3.74505
2021-08-18,3.59942
2021-08-19,3.70909
2021-08-20,3.65336
2021-08-21,3.26321
2021-08-22,4.68356
2021-08-23,4.52175
2021-08-24,4.01833
2021-08-25,4.12261
2021-08-26,4.34915
2021-08-27,3.69111
2021-08-28,3.45019
2021-08-29,3.50593
2021-08-30,3.9572
2021-08-31,3.92664
2021-09-01,4.24847
2021-09-02,3.73606
2021-09-03,3.47896
2021-09-04,3.50233
2021-09-05,3.21467
2021-09-06,3.51492
2021-09-07,3.29377
2021-09-08,3.02588
2021-09-09,3.58863
2021-09-10,3.68212
2021-09-11,3.25782
2021-09-12,3.0115
2021-09-13,3.1014
2021-09-14,2.97195
2021-09-15,2.96835
2021-09-16,3.06364
2021-09-17,2.99892
2021-09-18,3.12657
2021-09-19,3.22006
2021-09-20,2.95577
2021-09-21,3.71449
2021-09-22,3.44839
2021-09-23,3.90507
2021-09-24,4.03631
2021-09-25,4.17475
2021-09-26,4.5685
2021-09-27,4.92988
2021-09-28,4.93527
2021-09-29,4.36174
2021-09-30,4.36174
2021-10-01,3.66414
2021-10-02,3.57605
2021-10-03,3.25782
2021-10-04,3.13915
2021-10-05,3.22905
2021-10-06,3.17691
2021-10-07,3.38727
2021-10-08,2.99712
2021-10-09,2.87486
2021-10-10,2.411
2021-10-11,2.89464
2021-10-12,3.02588
2021-10-13,3.02768
2021-10-14,3.28119
2021-10-15,3.27759
2021-10-16,2.90003
2021-10-17,2.41459
2021-10-18,3.66055
2021-10-19,3.2704
2021-10-20,3.31715
2021-10-21,3.21826
2021-10-22,2.90183
2021-10-23,3.45199
2021-10-24,2.91082
2021-10-25,3.19489
2021-10-26,2.96476
2021-10-27,2.71664
2021-10-28,2.77238
2021-10-29,2.65192
2021-10-30,2.56562
2021-10-31,2.45055
2021-11-01,2.68428
2021-11-02,2.88924
2021-11-03,3.74865
2021-11-04,3.29377
2021-11-05,3.19669
2021-11-06,3.34591
2021-11-07,3.36929
2021-11-08,3.40524
2021-11-09,2.62315
2021-11-10,2.82811
2021-11-11,2.86407
2021-11-12,2.78496
2021-11-13,3.13016
2021-11-14,3.73966
2021-11-15,3.87989
2021-11-16,3.92125
2021-11-17,3.07982
2021-11-18,4.24667
2021-11-19,4.49298
2021-11-20,4.14239
2021-11-21,4.81661
2021-11-22,4.02193
2021-11-23,3.72348
2021-11-24,3.59582
2021-11-25,3.25062
2021-11-26,3.98417
2021-11-27,3.5293
2021-11-28,2.85329
2021-11-29,3.00431
2021-11-30,2.54764
2021-12-01,2.38763
2021-12-02,2.49011
2021-12-03,2.24559
2021-12-04,2.36066
2021-12-05,2.35706
2021-12-06,2.67349
2021-12-07,3.13196
2021-12-08,3.62819
2021-12-09,2.6645
2021-12-10,2.44336
2021-12-11,4.8202
2021-12-12,4.89212
2021-12-13,7.68788
2021-12-14,5.61668
2021-12-15,3.89967
2021-12-16,3.54009
2021-12-17,3.1895
2021-12-18,3.52571
2021-12-19,2.96296
2021-12-20,3.81697
2021-12-21,4.44444
2021-12-22,4.05969
2021-12-23,3.74145
2021-12-24,2.92161
2021-12-25,2.89104
2021-12-26,2.94138
2021-12-27,3.93923
2021-12-28,3.26681
2021-12-29,2.91981
2021-12-30,3.82596
2021-12-31,3.43941
2022-01-01,2.62135
2022-01-02,2.69687
2022-01-03,2.73642
2022-01-04,2.51168
2022-01-05,2.88205
2022-01-06,3.39805
2022-01-07,3.57784
2022-01-08,3.2758
2022-01-09,2.97015
2022-01-10,3.15713
2022-01-11,2.98274
2022-01-12,3.1032
2022-01-13,2.95936
2022-01-14,2.79935
2022-01-15,3.19848
2022-01-16,2.46673
2022-01-17,2.68248
2022-01-18,2.72024
2022-01-19,3.14095
2022-01-20,3.6156
2022-01-21,3.31715
2022-01-22,3.31355
2022-01-23,3.42143
2022-01-24,3.50053
2022-01-25,3.29377
2022-01-26,3.25961
2022-01-27,3.14635
2022-01-28,2.98094
2022-01-29,2.4973
2022-01-30,2.71125
2022-01-31,2.70046
2022-02-01,2.7526
2022-02-02,2.39302
2022-02-03,3.04027
2022-02-04,2.89104
2022-02-05,2.77238
2022-02-06,2.59259
2022-02-07,4.10104
2022-02-08,3.64976
2022-02-09,3.03308
2022-02-10,2.89464
2022-02-11,3.03128
2022-02-12,3.1895
2022-02-13,2.7562
2022-02-14,2.47932
2022-02-15,2.3265
2022-02-16,3.92484
2022-02-17,3.68212
2022-02-18,4.19813
2022-02-19,3.20388
2022-02-20,4.12801
2022-02-21,3.89787
2022-02-22,4.94965
2022-02-23,3.8763
2022-02-24,3.16253
2022-02-25,3.58683
2022-02-26,2.90183
2022-02-27,2.67709
2022-02-28,2.61057
2022-03-01,2.24919
2022-03-02,2.13772
2022-03-03,3.09241
2022-03-04,2.79216
2022-03-05,2.62855
2022-03-06,2.61956
2022-03-07,2.78496
2022-03-08,2.47752
2022-03-09,2.27436
2022-03-10,4.37971
2022-03-11,4.17655
2022-03-12,4.41208
2022-03-13,4.78604
2022-03-14,4.6494
2022-03-15,4.35095
2022-03-16,4.07587
2022-03-17,5.15821
2022-03-18,4.68356
2022-03-19,3.959
2022-03-20,3.35311
2022-03-21,3.17331
2022-03-22,3.22186
2022-03-23,3.32973
2022-03-24,3.34951
2022-03-25,3.09241
2022-03-26,3.37468
2022-03-27,3.05465
2022-03-28,2.758
2022-03-29,2.58719
2022-03-30,2.39841
2022-03-31,3.14095
2022-04-01,3.45379
2022-04-02,3.89608
2022-04-03,3.2722
2022-04-04,3.03308
2022-04-05,2.79216
2022-04-06,2.74541
2022-04-07,2.97195
2022-04-08,3.07982
2022-04-09,2.74002
2022-04-10,2.44156
2022-04-11,2.51708
2022-04-12,3.47536
2022-04-13,2.77777
2022-04-14,2.71125
2022-04-15,2.48291
2022-04-16,2.59079
2022-04-17,2.39122
2022-04-18,29.87774
2022-04-19,6.70082
2022-04-20,3.73786
2022-04-21,3.17511
2022-04-22,2.5836
2022-04-23,2.64832
2022-04-24,2.32829
2022-04-25,2.72743
2022-04-26,3.25062
2022-04-27,3.13016
2022-04-28,2.74541
2022-04-29,2.56921
2022-04-30,2.65372
2022-05-01,2.56202
2022-05-02,2.60697
2022-05-03,2.71664
2022-05-04,2.64832
2022-05-05,2.63214
2022-05-06,2.88385
2022-05-07,3.4466
2022-05-08,2.86947
2022-05-09,3.23984
2022-05-10,2.82452
2022-05-11,2.70586
2022-05-12,2.73103
2022-05-13,2.72204
2022-05-14,2.64113
2022-05-15,2.70765
2022-05-16,2.91981
2022-05-17,3.02588
2022-05-18,2.93959
2022-05-19,3.47357
2022-05-20,3.64976
2022-05-21,3.51312
2022-05-22,2.51168
2022-05-23,4.25566
2022-05-24,3.17152
2022-05-25,2.96655
2022-05-26,2.73462
2022-05-27,3.06364
2022-05-28,2.87666
2022-05-29,2.65731
2022-05-30,3.12477
2022-05-31,3.36209
2022-06-01,3.07623
2022-06-02,3.16073
2022-06-03,4.06868
2022-06-04,4.24667
2022-06-05,2.86767
2022-06-06,3.18051
2022-06-07,3.06364
2022-06-08,3.05645
2022-06-09,2.6717
2022-06-10,2.79575
2022-06-11,2.59079
2022-06-12,2.60877
2022-06-13,2.78496
2022-06-14,2.6663
2022-06-15,2.51168
2022-06-16,2.80474
2022-06-17,3.09061
2022-06-18,4.28443
2022-06-19,4.01114
2022-06-20,3.25602
2022-06-21,2.72024
2022-06-22,2.38043
2022-06-23,2.35886
2022-06-24,2.49011
2022-06-25,2.47033
2022-06-26,2.22042
2022-06-27,2.58
2022-06-28,2.56742
2022-06-29,2.43257
2022-06-30,2.39482
2022-07-01,2.0604
2022-07-02,2.19345
2022-07-03,2.13052
2022-07-04,2.41639
2022-07-05,2.22761
2022-07-06,2.29593
2022-07-07,2.46853
2022-07-08,2.24919
2022-07-09,2.34807
2022-07-10,2.0622
2022-07-11,2.40021
2022-07-12,3.03487
2022-07-13,2.47572
2022-07-14,2.68428
2022-07-15,2.37684
2022-07-16,2.32829
2022-07-17,2.28874
2022-07-18,2.57641
2022-07-19,2.56921
2022-07-20,3.17152
2022-07-21,2.7562
2022-07-22,2.45055
2022-07-23,2.48291
2022-07-24,2.27615
2022-07-25,2.36785
2022-07-26,2.74002
2022-07-27,2.40021
2022-07-28,2.47393
2022-07-29,2.57281
2022-07-30,2.45954
2022-07-31,2.70945
2022-08-01,2.6717
2022-08-02,2.65372
2022-08-03,2.52247
2022-08-04,2.84789
2022-08-05,2.69687
2022-08-06,2.63394
2022-08-07,2.46853
2022-08-08,5.02876
2022-08-09,9.59546
2022-08-10,3.51492
2022-08-11,2.72024
2022-08-12,2.60338
2022-08-13,2.51708
2022-08-14,2.25458
2022-08-15,2.41999
2022-08-16,3.10859
2022-08-17,2.7526
2022-08-18,2.88025
2022-08-19,2.97375
2022-08-20,2.66271
2022-08-21,2.69147
2022-08-22,3.01869
2022-08-23,2.87846
2022-08-24,3.41423
2022-08-25,16.59475
2022-08-26,9.58468
2022-08-27,5.10248
2022-08-28,4.51096
2022-08-29,6.1992
2022-08-30,5.26069
2022-08-31,4.37971
2022-09-01,3.4412
2022-09-02,3.47896
2022-09-03,3.29737
2022-09-04,3.09241
2022-09-05,3.73786
2022-09-06,3.02229
2022-09-07,2.96296
2022-09-08,3.05465
2022-09-09,6.15965
2022-09-10,4.36533
2022-09-11,3.31175
2022-09-12,3.22006
2022-09-13,6.12909
2022-09-14,3.80438
2022-09-15,3.51672
2022-09-16,3.24343
2022-09-17,3.16432
2022-09-18,3.98417
2022-09-19,4.24847
2022-09-20,3.94462
2022-09-21,3.55807
2022-09-22,3.31895
2022-09-23,3.45199
2022-09-24,3.43941
2022-09-25,3.30816
2022-09-26,3.46637
2022-09-27,3.3603
2022-09-28,3.64437
2022-09-29,5.90255
2022-09-30,5.11506
2022-10-01,4.50197
2022-10-02,12.14311
2022-10-03,9.65659
2022-10-04,5.65264
2022-10-05,4.79144
2022-10-06,4.8256
2022-10-07,6.6361
2022-10-08,8.16792
2022-10-09,9.02013
2022-10-10,8.06364
2022-10-11,8.23804
2022-10-12,6.78532
2022-10-13,11.44372
2022-10-14,7.21323
2022-10-15,6.2891
2022-10-16,5.33081
2022-10-17,6.379
2022-10-18,5.54836
2022-10-19,100.0
2022-10-20,84.23229
2022-10-21,28.9626
2022-10-22,14.38691
2022-10-23,10.0791
2022-10-24,10.69219
2022-10-25,10.51959
2022-10-26,8.99316
2022-10-27,8.08522
2022-10-28,7.39302
2022-10-29,6.64149
2022-10-30,4.46422
2022-10-31,5.5951
2022-11-01,5.99604
2022-11-02,6.34483
2022-11-03,11.70442
2022-11-04,7.34268
2022-11-05,6.41495
2022-11-06,13.76842
2022-11-07,14.40129
2022-11-08,8.13376
2022-11-09,6.66127
2022-11-10,7.07479
2022-11-11,7.4937
2022-11-12,6.48148
2022-11-13,5.44768
2022-11-14,5.89356
2022-11-15,8.57245
2022-11-16,12.93779
2022-11-17,9.41567
2022-11-18,7.59798
2022-11-19,7.4991
2022-11-20,7.84609
2022-11-21,8.63897
2022-11-22,7.20244
2022-11-23,7.72563
2022-11-24,6.93455
2022-11-25,5.64365
2022-11-26,7.59618
2022-11-27,8.48795
2022-11-28,6.38259
2022-11-29,7.21323
2022-11-30,6.32865
2022-12-01,5.83962
2022-12-02,4.96583
2022-12-03,4.16756
2022-12-04,4.90111
2022-12-05,5.12046
2022-12-06,5.20855
2022-12-07,6.08953
2022-12-08,9.89392
2022-12-09,9.46242
2022-12-10,5.82164
2022-12-11,8.43581
2022-12-12,7.10535
2022-12-13,6.42394
2022-12-14,7.85868
2022-12-15,6.52283
2022-12-16,6.3754
2022-12-17,6.47608
2022-12-18,5.70658
2022-12-19,6.50125
2022-12-20,15.03056
2022-12-21,9.9946
2022-12-22,6.95253
2022-12-23,6.71161
2022-12-24,6.00143
2022-12-25,5.19777
2022-12-26,5.88816
2022-12-27,6.39697
2022-12-28,5.59151
2022-12-29,5.96548
2022-12-30,5.09169
2022-12-31,4.65839
2023-01-01,4.98022
2023-01-02,6.66666
2023-01-03,6.66666
2023-01-04,6.04998
2023-01-05,5.58612
2023-01-06,6.23157
2023-01-07,5.41172
2023-01-08,5.55195
2023-01-09,5.65623
2023-01-10,4.96044
2023-01-11,5.52499
2023-01-12,5.33441
2023-01-13,5.28047
2023-01-14,4.9982
2023-01-15,4.37432
2023-01-16,5.32542
2023-01-17,7.38403
2023-01-18,7.14311
2023-01-19,4.80762
2023-01-20,4.62783
2023-01-21,4.32937
2023-01-22,5.47824
2023-01-23,5.30924
2023-01-24,6.68464
2023-01-25,5.85041
2023-01-26,5.36317
2023-01-27,4.62243
2023-01-28,4.34376
2023-01-29,4.81481
2023-01-30,4.73031
2023-01-31,4.88852
2023-02-01,4.98381
2023-02-02,4.77526
2023-02-03,4.52535
2023-02-04,4.37612
2023-02-05,5.19597
2023-02-06,5.18878
2023-02-07,5.10967
2023-02-08,4.80582
2023-02-09,4.9137
2023-02-10,4.60445
2023-02-11,4.7357
2023-02-12,4.29521
2023-02-13,4.3959
2023-02-14,3.97339
2023-02-15,4.09744
2023-02-16,13.32793
2023-02-17,14.97123
2023-02-18,6.53182
2023-02-19,6.75656
2023-02-20,6.64509
2023-02-21,4.58827
2023-02-22,4.43545
2023-02-23,5.65983
2023-02-24,5.36857
2023-02-25,4.28083
2023-02-26,4.34376
2023-02-27,5.5124
2023-02-28,4.62603
2023-03-01,4.16576
2023-03-02,4.51276
2023-03-03,4.16936
2023-03-04,4.07227
2023-03-05,3.95361
2023-03-06,4.72491
2023-03-07,4.3042
2023-03-08,3.93923
2023-03-09,4.2179
2023-03-10,5.24811
2023-03-11,4.01294
2023-03-12,3.67313
2023-03-13,4.05429
2023-03-14,4.68176
2023-03-15,4.22689
2023-03-16,3.84034
2023-03-17,4.08126
2023-03-18,3.49514
2023-03-19,3.59403
2023-03-20,3.68932
2023-03-21,3.8709
2023-03-22,3.99316
2023-03-23,4.07587
2023-03-24,3.69291
2023-03-25,3.73247
2023-03-26,3.65695
2023-03-27,3.64257
2023-03-28,5.20316
2023-03-29,4.95145
2023-03-30,10.82164
2023-03-31,8.48615
2023-04-01,6.8932
2023-04-02,6.72419
2023-04-03,4.69974
2023-04-04,4.17655
2023-04-05,4.53074
2023-04-06,4.08845
2023-04-07,4.05969
2023-04-08,3.8709
2023-04-09,3.6983
2023-04-10,3.68392
2023-04-11,3.67134
2023-04-12,3.9608
2023-04-13,3.8727
2023-04-14,3.51132
2023-04-15,3.46997
2023-04-16,4.18194
2023-04-17,4.39949
2023-04-18,3.66235
2023-04-19,3.46637
2023-04-20,3.45918
2023-04-21,3.45019
2023-04-22,3.37288
2023-04-23,3.21467
2023-04-24,3.55088
2023-04-25,3.50233
2023-04-26,4.42107
2023-04-27,4.70514
2023-04-28,4.5685
2023-04-29,3.88888
2023-04-30,3.55627
2023-05-01,3.90147
2023-05-02,3.82596
2023-05-03,3.48256
2023-05-04,3.53649
2023-05-05,3.82236
2023-05-06,3.74505
2023-05-07,4.21431
2023-05-08,4.19093
2023-05-09,3.91945
2023-05-10,3.8763
2023-05-11,3.63897
2023-05-12,5.03416
2023-05-13,3.92844
2023-05-14,3.59403
2023-05-15,4.0453
2023-05-16,6.67385
2023-05-17,4.40489
2023-05-18,4.81301
2023-05-19,6.82308
2023-05-20,5.09708
2023-05-21,4.02732
2023-05-22,4.25386
2023-05-23,3.91226
2023-05-24,3.8709
2023-05-25,3.72348
2023-05-26,3.67493
2023-05-27,3.08522
2023-05-28,2.88025
2023-05-29,3.66235
