date,코스닥상장
2020-11-24,49.25925
2020-11-25,69.25925
2020-11-26,53.7037
2020-11-27,46.66666
2020-11-28,22.96296
2020-11-29,18.88888
2020-11-30,45.92592
2020-12-01,49.62962
2020-12-02,45.55555
2020-12-03,66.29629
2020-12-04,59.25925
2020-12-05,22.59259
2020-12-06,18.14814
2020-12-07,30.74074
2020-12-08,48.51851
2020-12-09,58.51851
2020-12-10,65.55555
2020-12-11,52.59259
2020-12-12,20.74074
2020-12-13,22.96296
2020-12-14,59.62962
2020-12-15,56.66666
2020-12-16,57.03703
2020-12-17,60.37037
2020-12-18,45.18518
2020-12-19,25.55555
2020-12-20,22.22222
2020-12-21,70.74074
2020-12-22,93.7037
2020-12-23,96.66666
2020-12-24,47.77777
2020-12-25,21.11111
2020-12-26,14.44444
2020-12-27,23.7037
2020-12-28,61.85185
2020-12-29,66.66666
2020-12-30,79.25925
2020-12-31,33.33333
2021-01-01,16.66666
2021-01-02,24.07407
2021-01-03,22.59259
2021-01-04,52.22222
2021-01-05,54.44444
2021-01-06,58.14814
2021-01-07,49.62962
2021-01-08,55.92592
2021-01-09,28.88888
2021-01-10,28.14814
2021-01-11,49.25925
2021-01-12,49.62962
2021-01-13,55.18518
2021-01-14,55.55555
2021-01-15,41.11111
2021-01-16,25.18518
2021-01-17,24.44444
2021-01-18,40.0
2021-01-19,41.85185
2021-01-20,48.14814
2021-01-21,63.7037
2021-01-22,71.85185
2021-01-23,53.33333
2021-01-24,40.0
2021-01-25,64.44444
2021-01-26,76.66666
2021-01-27,78.14814
2021-01-28,91.85185
2021-01-29,68.51851
2021-01-30,27.4074
2021-01-31,27.77777
2021-02-01,48.88888
2021-02-02,49.25925
2021-02-03,76.66666
2021-02-04,51.85185
2021-02-05,58.14814
2021-02-06,23.7037
2021-02-07,22.96296
2021-02-08,51.48148
2021-02-09,44.44444
2021-02-10,28.88888
2021-02-11,17.77777
2021-02-12,17.03703
2021-02-13,20.37037
2021-02-14,20.74074
2021-02-15,43.7037
2021-02-16,51.48148
2021-02-17,44.44444
2021-02-18,36.66666
2021-02-19,44.81481
2021-02-20,27.77777
2021-02-21,28.51851
2021-02-22,44.81481
2021-02-23,40.37037
2021-02-24,84.07407
2021-02-25,60.37037
2021-02-26,49.25925
2021-02-27,15.18518
2021-02-28,14.07407
2021-03-01,21.48148
2021-03-02,27.77777
2021-03-03,36.66666
2021-03-04,34.07407
2021-03-05,29.25925
2021-03-06,16.29629
2021-03-07,15.18518
2021-03-08,39.25925
2021-03-09,47.03703
2021-03-10,40.37037
2021-03-11,69.62962
2021-03-12,52.96296
2021-03-13,16.66666
2021-03-14,20.37037
2021-03-15,41.11111
2021-03-16,55.18518
2021-03-17,45.18518
2021-03-18,48.14814
2021-03-19,43.7037
2021-03-20,24.81481
2021-03-21,22.96296
2021-03-22,43.33333
2021-03-23,55.55555
2021-03-24,66.29629
2021-03-25,48.14814
2021-03-26,37.77777
2021-03-27,20.74074
2021-03-28,19.25925
2021-03-29,34.81481
2021-03-30,32.96296
2021-03-31,38.51851
2021-04-01,38.14814
2021-04-02,30.0
2021-04-03,17.77777
2021-04-04,21.85185
2021-04-05,27.77777
2021-04-06,27.03703
2021-04-07,38.88888
2021-04-08,37.4074
2021-04-09,37.4074
2021-04-10,14.44444
2021-04-11,17.4074
2021-04-12,40.74074
2021-04-13,49.62962
2021-04-14,84.07407
2021-04-15,57.4074
2021-04-16,39.62962
2021-04-17,18.51851
2021-04-18,11.48148
2021-04-19,34.81481
2021-04-20,32.96296
2021-04-21,49.62962
2021-04-22,38.51851
2021-04-23,37.77777
2021-04-24,15.92592
2021-04-25,19.25925
2021-04-26,34.44444
2021-04-27,36.66666
2021-04-28,47.03703
2021-04-29,37.77777
2021-04-30,24.81481
2021-05-01,15.92592
2021-05-02,11.48148
2021-05-03,31.11111
2021-05-04,15.55555
2021-05-05,11.48148
2021-05-06,27.03703
2021-05-07,23.33333
2021-05-08,14.07407
2021-05-09,10.0
2021-05-10,32.96296
2021-05-11,35.92592
2021-05-12,22.96296
2021-05-13,26.66666
2021-05-14,32.59259
2021-05-15,12.22222
2021-05-16,15.92592
2021-05-17,32.59259
2021-05-18,24.07407
2021-05-19,10.37037
2021-05-20,32.96296
2021-05-21,37.03703
2021-05-22,16.29629
2021-05-23,8.88888
2021-05-24,29.25925
2021-05-25,31.48148
2021-05-26,46.29629
2021-05-27,36.66666
2021-05-28,32.96296
2021-05-29,14.81481
2021-05-30,11.48148
2021-05-31,26.29629
2021-06-01,25.92592
2021-06-02,25.18518
2021-06-03,38.51851
2021-06-04,18.51851
2021-06-05,11.11111
2021-06-06,16.29629
2021-06-07,22.59259
2021-06-08,29.25925
2021-06-09,25.92592
2021-06-10,31.48148
2021-06-11,32.96296
2021-06-12,15.18518
2021-06-13,15.92592
2021-06-14,23.33333
2021-06-15,22.22222
2021-06-16,26.66666
2021-06-17,35.92592
2021-06-18,34.07407
2021-06-19,15.55555
2021-06-20,11.11111
2021-06-21,24.07407
2021-06-22,24.44444
2021-06-23,26.66666
2021-06-24,27.03703
2021-06-25,30.37037
2021-06-26,12.59259
2021-06-27,9.25925
2021-06-28,29.62962
2021-06-29,24.44444
2021-06-30,23.33333
2021-07-01,28.51851
2021-07-02,20.74074
2021-07-03,5.18518
2021-07-04,11.11111
2021-07-05,19.62962
2021-07-06,19.62962
2021-07-07,21.85185
2021-07-08,17.03703
2021-07-09,18.88888
2021-07-10,15.18518
2021-07-11,11.11111
2021-07-12,21.11111
2021-07-13,28.88888
2021-07-14,33.7037
2021-07-15,23.7037
2021-07-16,23.33333
2021-07-17,10.0
2021-07-18,10.37037
2021-07-19,16.29629
2021-07-20,21.48148
2021-07-21,24.07407
2021-07-22,26.66666
2021-07-23,17.03703
2021-07-24,17.4074
2021-07-25,9.62962
2021-07-26,22.96296
2021-07-27,30.0
2021-07-28,26.29629
2021-07-29,27.77777
2021-07-30,22.96296
2021-07-31,10.0
2021-08-01,11.11111
2021-08-02,20.74074
2021-08-03,23.33333
2021-08-04,27.03703
2021-08-05,24.81481
2021-08-06,27.4074
2021-08-07,10.0
2021-08-08,11.48148
2021-08-09,36.66666
2021-08-10,26.29629
2021-08-11,51.11111
2021-08-12,48.51851
2021-08-13,34.81481
2021-08-14,10.74074
2021-08-15,12.96296
2021-08-16,11.48148
2021-08-17,24.44444
2021-08-18,35.92592
2021-08-19,41.48148
2021-08-20,27.03703
2021-08-21,13.7037
2021-08-22,12.22222
2021-08-23,27.77777
2021-08-24,30.37037
2021-08-25,27.03703
2021-08-26,71.11111
2021-08-27,32.59259
2021-08-28,24.07407
2021-08-29,12.22222
2021-08-30,30.37037
2021-08-31,24.81481
2021-09-01,36.29629
2021-09-02,24.44444
2021-09-03,24.81481
2021-09-04,8.88888
2021-09-05,10.0
2021-09-06,29.62962
2021-09-07,24.44444
2021-09-08,25.55555
2021-09-09,31.85185
2021-09-10,29.25925
2021-09-11,10.0
2021-09-12,14.81481
2021-09-13,22.59259
2021-09-14,25.55555
2021-09-15,28.88888
2021-09-16,20.37037
2021-09-17,19.25925
2021-09-18,9.25925
2021-09-19,11.85185
2021-09-20,4.44444
2021-09-21,7.03703
2021-09-22,9.62962
2021-09-23,21.11111
2021-09-24,31.11111
2021-09-25,12.96296
2021-09-26,11.48148
2021-09-27,18.51851
2021-09-28,30.74074
2021-09-29,28.88888
2021-09-30,21.11111
2021-10-01,15.55555
2021-10-02,12.96296
2021-10-03,5.55555
2021-10-04,11.48148
2021-10-05,23.7037
2021-10-06,27.4074
2021-10-07,28.88888
2021-10-08,27.03703
2021-10-09,12.96296
2021-10-10,12.22222
2021-10-11,18.14814
2021-10-12,26.29629
2021-10-13,26.29629
2021-10-14,21.85185
2021-10-15,26.66666
2021-10-16,12.59259
2021-10-17,6.66666
2021-10-18,21.85185
2021-10-19,28.88888
2021-10-20,20.37037
2021-10-21,38.88888
2021-10-22,26.29629
2021-10-23,10.37037
2021-10-24,11.11111
2021-10-25,23.7037
2021-10-26,27.4074
2021-10-27,15.92592
2021-10-28,30.74074
2021-10-29,26.29629
2021-10-30,10.37037
2021-10-31,17.4074
2021-11-01,31.11111
2021-11-02,32.96296
2021-11-03,32.96296
2021-11-04,30.74074
2021-11-05,25.18518
2021-11-06,11.48148
2021-11-07,17.03703
2021-11-08,28.88888
2021-11-09,22.59259
2021-11-10,39.62962
2021-11-11,33.7037
2021-11-12,17.4074
2021-11-13,10.37037
2021-11-14,12.22222
2021-11-15,25.55555
2021-11-16,35.55555
2021-11-17,28.14814
2021-11-18,31.48148
2021-11-19,21.85185
2021-11-20,10.74074
2021-11-21,15.92592
2021-11-22,30.0
2021-11-23,33.7037
2021-11-24,21.85185
2021-11-25,29.25925
2021-11-26,21.85185
2021-11-27,13.7037
2021-11-28,9.62962
2021-11-29,25.18518
2021-11-30,24.81481
2021-12-01,16.66666
2021-12-02,30.74074
2021-12-03,22.22222
2021-12-04,8.88888
2021-12-05,13.33333
2021-12-06,21.85185
2021-12-07,24.44444
2021-12-08,26.29629
2021-12-09,35.55555
2021-12-10,25.18518
2021-12-11,14.81481
2021-12-12,11.85185
2021-12-13,24.81481
2021-12-14,24.81481
2021-12-15,17.4074
2021-12-16,21.11111
2021-12-17,18.14814
2021-12-18,6.66666
2021-12-19,12.22222
2021-12-20,20.74074
2021-12-21,25.92592
2021-12-22,24.44444
2021-12-23,40.74074
2021-12-24,40.0
2021-12-25,7.4074
2021-12-26,16.29629
2021-12-27,31.85185
2021-12-28,30.0
2021-12-29,27.03703
2021-12-30,25.55555
2021-12-31,17.4074
2022-01-01,9.62962
2022-01-02,13.33333
2022-01-03,28.88888
2022-01-04,25.55555
2022-01-05,22.22222
2022-01-06,31.48148
2022-01-07,22.22222
2022-01-08,10.37037
2022-01-09,14.81481
2022-01-10,24.44444
2022-01-11,20.37037
2022-01-12,26.66666
2022-01-13,30.37037
2022-01-14,21.85185
2022-01-15,7.77777
2022-01-16,13.33333
2022-01-17,18.51851
2022-01-18,29.62962
2022-01-19,34.81481
2022-01-20,38.88888
2022-01-21,28.14814
2022-01-22,12.96296
2022-01-23,17.77777
2022-01-24,33.7037
2022-01-25,41.11111
2022-01-26,22.22222
2022-01-27,31.48148
2022-01-28,23.7037
2022-01-29,12.59259
2022-01-30,10.0
2022-01-31,13.33333
2022-02-01,13.33333
2022-02-02,15.55555
2022-02-03,27.03703
2022-02-04,30.74074
2022-02-05,14.07407
2022-02-06,12.59259
2022-02-07,27.77777
2022-02-08,27.77777
2022-02-09,25.92592
2022-02-10,29.25925
2022-02-11,17.03703
2022-02-12,14.44444
2022-02-13,12.22222
2022-02-14,26.29629
2022-02-15,25.92592
2022-02-16,26.29629
2022-02-17,27.4074
2022-02-18,21.11111
2022-02-19,11.85185
2022-02-20,11.11111
2022-02-21,18.14814
2022-02-22,20.0
2022-02-23,35.18518
2022-02-24,20.74074
2022-02-25,18.51851
2022-02-26,11.48148
2022-02-27,8.14814
2022-02-28,26.29629
2022-03-01,11.48148
2022-03-02,18.88888
2022-03-03,22.22222
2022-03-04,18.88888
2022-03-05,10.0
2022-03-06,7.03703
2022-03-07,21.11111
2022-03-08,18.14814
2022-03-09,7.4074
2022-03-10,24.07407
2022-03-11,13.7037
2022-03-12,4.44444
2022-03-13,12.22222
2022-03-14,18.51851
2022-03-15,25.18518
2022-03-16,21.85185
2022-03-17,34.44444
2022-03-18,31.85185
2022-03-19,14.44444
2022-03-20,9.25925
2022-03-21,21.48148
2022-03-22,28.88888
2022-03-23,41.85185
2022-03-24,30.37037
2022-03-25,24.81481
2022-03-26,12.22222
2022-03-27,9.62962
2022-03-28,24.81481
2022-03-29,25.55555
2022-03-30,28.88888
2022-03-31,31.48148
2022-04-01,24.44444
2022-04-02,7.77777
2022-04-03,8.51851
2022-04-04,20.74074
2022-04-05,25.18518
2022-04-06,28.14814
2022-04-07,32.22222
2022-04-08,21.48148
2022-04-09,8.51851
2022-04-10,10.74074
2022-04-11,19.25925
2022-04-12,32.96296
2022-04-13,25.92592
2022-04-14,32.59259
2022-04-15,25.92592
2022-04-16,13.7037
2022-04-17,10.74074
2022-04-18,31.48148
2022-04-19,21.85185
2022-04-20,29.25925
2022-04-21,35.18518
2022-04-22,24.44444
2022-04-23,7.77777
2022-04-24,7.03703
2022-04-25,25.18518
2022-04-26,31.85185
2022-04-27,27.03703
2022-04-28,27.4074
2022-04-29,21.85185
2022-04-30,11.11111
2022-05-01,9.25925
2022-05-02,20.37037
2022-05-03,17.77777
2022-05-04,17.77777
2022-05-05,11.48148
2022-05-06,14.44444
2022-05-07,9.25925
2022-05-08,8.88888
2022-05-09,23.7037
2022-05-10,24.81481
2022-05-11,24.44444
2022-05-12,29.62962
2022-05-13,18.14814
2022-05-14,8.88888
2022-05-15,10.74074
2022-05-16,24.81481
2022-05-17,24.44444
2022-05-18,21.85185
2022-05-19,22.59259
2022-05-20,27.4074
2022-05-21,11.11111
2022-05-22,8.14814
2022-05-23,17.4074
2022-05-24,27.03703
2022-05-25,23.7037
2022-05-26,22.96296
2022-05-27,21.11111
2022-05-28,8.51851
2022-05-29,14.07407
2022-05-30,18.88888
2022-05-31,18.51851
2022-06-01,12.96296
2022-06-02,18.14814
2022-06-03,20.0
2022-06-04,11.11111
2022-06-05,9.62962
2022-06-06,12.22222
2022-06-07,20.74074
2022-06-08,23.7037
2022-06-09,22.59259
2022-06-10,25.92592
2022-06-11,11.11111
2022-06-12,7.77777
2022-06-13,20.37037
2022-06-14,25.55555
2022-06-15,28.51851
2022-06-16,32.22222
2022-06-17,28.14814
2022-06-18,8.88888
2022-06-19,12.59259
2022-06-20,26.66666
2022-06-21,26.29629
2022-06-22,20.37037
2022-06-23,24.44444
2022-06-24,22.59259
2022-06-25,10.37037
2022-06-26,9.62962
2022-06-27,21.11111
2022-06-28,30.37037
2022-06-29,25.92592
2022-06-30,26.29629
2022-07-01,22.59259
2022-07-02,9.62962
2022-07-03,12.96296
2022-07-04,24.07407
2022-07-05,23.7037
2022-07-06,26.66666
2022-07-07,32.22222
2022-07-08,16.66666
2022-07-09,11.48148
2022-07-10,5.18518
2022-07-11,21.85185
2022-07-12,27.03703
2022-07-13,20.0
2022-07-14,21.11111
2022-07-15,18.51851
2022-07-16,5.55555
2022-07-17,10.0
2022-07-18,25.92592
2022-07-19,29.25925
2022-07-20,27.03703
2022-07-21,32.96296
2022-07-22,29.25925
2022-07-23,8.14814
2022-07-24,12.22222
2022-07-25,13.7037
2022-07-26,18.51851
2022-07-27,27.77777
2022-07-28,34.07407
2022-07-29,25.92592
2022-07-30,8.14814
2022-07-31,6.29629
2022-08-01,22.22222
2022-08-02,13.33333
2022-08-03,15.55555
2022-08-04,22.22222
2022-08-05,18.88888
2022-08-06,5.92592
2022-08-07,4.44444
2022-08-08,17.03703
2022-08-09,22.96296
2022-08-10,17.03703
2022-08-11,17.77777
2022-08-12,15.55555
2022-08-13,7.4074
2022-08-14,6.66666
2022-08-15,11.48148
2022-08-16,20.37037
2022-08-17,21.11111
2022-08-18,18.14814
2022-08-19,17.4074
2022-08-20,8.88888
2022-08-21,6.66666
2022-08-22,29.62962
2022-08-23,29.25925
2022-08-24,22.96296
2022-08-25,22.22222
2022-08-26,21.85185
2022-08-27,6.29629
2022-08-28,8.88888
2022-08-29,20.0
2022-08-30,19.62962
2022-08-31,17.77777
2022-09-01,18.14814
2022-09-02,16.29629
2022-09-03,8.51851
2022-09-04,4.81481
2022-09-05,18.14814
2022-09-06,17.03703
2022-09-07,18.14814
2022-09-08,14.81481
2022-09-09,5.92592
2022-09-10,8.51851
2022-09-11,4.81481
2022-09-12,5.55555
2022-09-13,22.59259
2022-09-14,17.4074
2022-09-15,24.07407
2022-09-16,21.11111
2022-09-17,10.74074
2022-09-18,11.48148
2022-09-19,21.85185
2022-09-20,21.85185
2022-09-21,25.18518
2022-09-22,34.44444
2022-09-23,28.51851
2022-09-24,11.85185
2022-09-25,13.33333
2022-09-26,36.66666
2022-09-27,30.74074
2022-09-28,28.51851
2022-09-29,32.59259
2022-09-30,37.4074
2022-10-01,6.66666
2022-10-02,8.51851
2022-10-03,12.59259
2022-10-04,22.59259
2022-10-05,24.07407
2022-10-06,24.07407
2022-10-07,20.0
2022-10-08,8.14814
2022-10-09,11.11111
2022-10-10,11.48148
2022-10-11,22.22222
2022-10-12,22.96296
2022-10-13,17.4074
2022-10-14,23.33333
2022-10-15,9.62962
2022-10-16,10.74074
2022-10-17,31.85185
2022-10-18,31.85185
2022-10-19,27.03703
2022-10-20,27.03703
2022-10-21,28.51851
2022-10-22,8.51851
2022-10-23,10.0
2022-10-24,27.77777
2022-10-25,25.92592
2022-10-26,23.33333
2022-10-27,22.22222
2022-10-28,21.11111
2022-10-29,10.37037
2022-10-30,7.03703
2022-10-31,20.0
2022-11-01,23.33333
2022-11-02,23.7037
2022-11-03,22.59259
2022-11-04,29.25925
2022-11-05,7.03703
2022-11-06,7.4074
2022-11-07,24.81481
2022-11-08,21.85185
2022-11-09,18.88888
2022-11-10,21.11111
2022-11-11,20.0
2022-11-12,14.44444
2022-11-13,5.92592
2022-11-14,22.59259
2022-11-15,25.18518
2022-11-16,25.92592
2022-11-17,26.29629
2022-11-18,20.74074
2022-11-19,9.62962
2022-11-20,13.7037
2022-11-21,29.25925
2022-11-22,21.11111
2022-11-23,16.66666
2022-11-24,21.11111
2022-11-25,22.22222
2022-11-26,7.03703
2022-11-27,14.44444
2022-11-28,21.11111
2022-11-29,18.51851
2022-11-30,19.62962
2022-12-01,18.88888
2022-12-02,17.77777
2022-12-03,5.18518
2022-12-04,9.62962
2022-12-05,28.14814
2022-12-06,30.74074
2022-12-07,27.03703
2022-12-08,22.96296
2022-12-09,20.0
2022-12-10,15.18518
2022-12-11,15.18518
2022-12-12,24.07407
2022-12-13,23.7037
2022-12-14,20.37037
2022-12-15,27.03703
2022-12-16,14.44444
2022-12-17,10.74074
2022-12-18,11.11111
2022-12-19,19.25925
2022-12-20,23.33333
2022-12-21,25.92592
2022-12-22,25.55555
2022-12-23,19.25925
2022-12-24,11.11111
2022-12-25,12.96296
2022-12-26,17.77777
2022-12-27,21.48148
2022-12-28,18.88888
2022-12-29,29.25925
2022-12-30,22.96296
2022-12-31,8.14814
2023-01-01,12.59259
2023-01-02,18.88888
2023-01-03,20.74074
2023-01-04,28.51851
2023-01-05,23.33333
2023-01-06,24.81481
2023-01-07,8.88888
2023-01-08,10.37037
2023-01-09,20.0
2023-01-10,25.92592
2023-01-11,24.81481
2023-01-12,28.14814
2023-01-13,22.22222
2023-01-14,11.11111
2023-01-15,8.14814
2023-01-16,24.07407
2023-01-17,22.96296
2023-01-18,24.07407
2023-01-19,29.62962
2023-01-20,21.48148
2023-01-21,7.77777
2023-01-22,11.85185
2023-01-23,11.11111
2023-01-24,9.62962
2023-01-25,23.7037
2023-01-26,30.0
2023-01-27,32.22222
2023-01-28,13.7037
2023-01-29,14.07407
2023-01-30,36.29629
2023-01-31,34.44444
2023-02-01,31.48148
2023-02-02,34.07407
2023-02-03,32.59259
2023-02-04,15.55555
2023-02-05,10.0
2023-02-06,30.0
2023-02-07,25.92592
2023-02-08,36.29629
2023-02-09,45.92592
2023-02-10,27.77777
2023-02-11,14.81481
2023-02-12,9.62962
2023-02-13,39.62962
2023-02-14,39.25925
2023-02-15,30.37037
2023-02-16,39.25925
2023-02-17,25.92592
2023-02-18,7.4074
2023-02-19,14.07407
2023-02-20,32.59259
2023-02-21,28.14814
2023-02-22,23.33333
2023-02-23,28.14814
2023-02-24,24.44444
2023-02-25,12.59259
2023-02-26,12.22222
2023-02-27,21.11111
2023-02-28,21.85185
2023-03-01,9.62962
2023-03-02,27.77777
2023-03-03,36.66666
2023-03-04,12.59259
2023-03-05,9.62962
2023-03-06,24.07407
2023-03-07,31.48148
2023-03-08,22.22222
2023-03-09,25.92592
2023-03-10,21.11111
2023-03-11,12.96296
2023-03-12,12.22222
2023-03-13,23.7037
2023-03-14,24.44444
2023-03-15,27.4074
2023-03-16,26.29629
2023-03-17,18.14814
2023-03-18,12.96296
2023-03-19,8.88888
2023-03-20,24.44444
2023-03-21,23.7037
2023-03-22,24.44444
2023-03-23,22.96296
2023-03-24,22.22222
2023-03-25,5.18518
2023-03-26,7.03703
2023-03-27,21.48148
2023-03-28,25.55555
2023-03-29,28.51851
2023-03-30,34.44444
2023-03-31,23.33333
2023-04-01,11.11111
2023-04-02,4.81481
2023-04-03,27.03703
2023-04-04,24.07407
2023-04-05,22.96296
2023-04-06,22.96296
2023-04-07,22.59259
2023-04-08,12.59259
2023-04-09,13.7037
2023-04-10,30.37037
2023-04-11,24.07407
2023-04-12,31.48148
2023-04-13,25.18518
2023-04-14,25.92592
2023-04-15,12.59259
2023-04-16,14.07407
2023-04-17,37.03703
2023-04-18,29.25925
2023-04-19,22.22222
2023-04-20,20.37037
2023-04-21,20.37037
2023-04-22,11.48148
2023-04-23,12.96296
2023-04-24,20.74074
2023-04-25,22.96296
2023-04-26,25.18518
2023-04-27,25.55555
2023-04-28,16.29629
2023-04-29,9.62962
2023-04-30,10.0
2023-05-01,7.03703
2023-05-02,22.22222
2023-05-03,19.62962
2023-05-04,44.07407
2023-05-05,21.85185
2023-05-06,11.48148
2023-05-07,7.4074
2023-05-08,20.0
2023-05-09,17.4074
2023-05-10,21.48148
2023-05-11,19.62962
2023-05-12,17.03703
2023-05-13,10.74074
2023-05-14,10.74074
2023-05-15,24.81481
2023-05-16,24.81481
2023-05-17,34.07407
2023-05-18,23.7037
2023-05-19,24.07407
2023-05-20,8.14814
2023-05-21,13.33333
2023-05-22,30.74074
2023-05-23,39.62962
2023-05-24,36.29629
2023-05-25,25.92592
2023-05-26,22.96296
2023-05-27,10.37037
2023-05-28,12.59259
2023-05-29,12.59259
2023-05-30,20.74074
2023-05-31,24.81481
2023-06-01,31.48148
