date,우미린아파트
2021-07-08,10.82164
2021-07-09,10.42084
2021-07-10,7.81563
2021-07-11,6.01202
2021-07-12,11.62324
2021-07-13,9.41883
2021-07-14,10.62124
2021-07-15,15.23046
2021-07-16,10.02004
2021-07-17,11.42284
2021-07-18,9.61923
2021-07-19,10.22044
2021-07-20,11.02204
2021-07-21,10.22044
2021-07-22,12.82565
2021-07-23,10.22044
2021-07-24,8.61723
2021-07-25,8.41683
2021-07-26,10.22044
2021-07-27,15.43086
2021-07-28,16.23246
2021-07-29,14.82965
2021-07-30,11.22244
2021-07-31,11.02204
2021-08-01,11.02204
2021-08-02,11.22244
2021-08-03,14.42885
2021-08-04,11.62324
2021-08-05,12.82565
2021-08-06,8.81763
2021-08-07,8.81763
2021-08-08,10.62124
2021-08-09,16.83366
2021-08-10,13.42685
2021-08-11,16.63326
2021-08-12,14.82965
2021-08-13,15.43086
2021-08-14,12.82565
2021-08-15,9.61923
2021-08-16,11.02204
2021-08-17,12.42484
2021-08-18,12.82565
2021-08-19,14.82965
2021-08-20,13.22645
2021-08-21,10.42084
2021-08-22,10.62124
2021-08-23,17.23446
2021-08-24,17.23446
2021-08-25,14.22845
2021-08-26,16.43286
2021-08-27,17.43486
2021-08-28,12.82565
2021-08-29,12.62525
2021-08-30,14.22845
2021-08-31,14.62925
2021-09-01,14.22845
2021-09-02,13.62725
2021-09-03,14.62925
2021-09-04,15.83166
2021-09-05,11.02204
2021-09-06,16.83366
2021-09-07,13.42685
2021-09-08,14.82965
2021-09-09,14.42885
2021-09-10,18.83767
2021-09-11,14.22845
2021-09-12,12.42484
2021-09-13,17.83567
2021-09-14,16.23246
2021-09-15,18.63727
2021-09-16,15.23046
2021-09-17,12.82565
2021-09-18,10.82164
2021-09-19,10.02004
2021-09-20,12.02404
2021-09-21,17.03406
2021-09-22,13.42685
2021-09-23,18.83767
2021-09-24,25.8517
2021-09-25,11.02204
2021-09-26,12.22444
2021-09-27,14.02805
2021-09-28,13.42685
2021-09-29,15.63126
2021-09-30,19.43887
2021-10-01,13.62725
2021-10-02,14.02805
2021-10-03,14.22845
2021-10-04,14.22845
2021-10-05,15.43086
2021-10-06,12.22444
2021-10-07,12.02404
2021-10-08,10.02004
2021-10-09,16.63326
2021-10-10,9.41883
2021-10-11,14.82965
2021-10-12,17.23446
2021-10-13,12.82565
2021-10-14,14.22845
2021-10-15,16.83366
2021-10-16,13.02605
2021-10-17,10.82164
2021-10-18,16.63326
2021-10-19,14.22845
2021-10-20,13.22645
2021-10-21,10.82164
2021-10-22,12.42484
2021-10-23,9.21843
2021-10-24,11.82364
2021-10-25,14.62925
2021-10-26,11.02204
2021-10-27,14.42885
2021-10-28,12.02404
2021-10-29,11.82364
2021-10-30,10.62124
2021-10-31,11.02204
2021-11-01,16.43286
2021-11-02,11.42284
2021-11-03,13.62725
2021-11-04,14.42885
2021-11-05,8.21643
2021-11-06,8.41683
2021-11-07,9.81963
2021-11-08,11.22244
2021-11-09,11.42284
2021-11-10,12.82565
2021-11-11,12.42484
2021-11-12,13.62725
2021-11-13,10.42084
2021-11-14,11.82364
2021-11-15,14.62925
2021-11-16,13.22645
2021-11-17,13.82765
2021-11-18,10.62124
2021-11-19,14.42885
2021-11-20,12.22444
2021-11-21,9.21843
2021-11-22,13.82765
2021-11-23,12.42484
2021-11-24,13.02605
2021-11-25,12.42484
2021-11-26,11.82364
2021-11-27,12.22444
2021-11-28,11.82364
2021-11-29,15.03006
2021-11-30,15.83166
2021-12-01,16.63326
2021-12-02,12.42484
2021-12-03,12.22444
2021-12-04,10.82164
2021-12-05,12.22444
2021-12-06,14.82965
2021-12-07,12.82565
2021-12-08,14.82965
2021-12-09,13.02605
2021-12-10,14.02805
2021-12-11,11.82364
2021-12-12,14.42885
2021-12-13,14.42885
2021-12-14,17.43486
2021-12-15,15.03006
2021-12-16,18.23647
2021-12-17,11.82364
2021-12-18,13.22645
2021-12-19,13.82765
2021-12-20,15.63126
2021-12-21,14.62925
2021-12-22,24.44889
2021-12-23,12.82565
2021-12-24,12.02404
2021-12-25,8.21643
2021-12-26,12.22444
2021-12-27,15.23046
2021-12-28,17.63527
2021-12-29,18.83767
2021-12-30,13.22645
2021-12-31,12.42484
2022-01-01,11.62324
2022-01-02,9.01803
2022-01-03,14.02805
2022-01-04,12.42484
2022-01-05,12.62525
2022-01-06,17.43486
2022-01-07,16.83366
2022-01-08,16.23246
2022-01-09,14.82965
2022-01-10,14.42885
2022-01-11,16.03206
2022-01-12,22.64529
2022-01-13,18.83767
2022-01-14,12.42484
2022-01-15,15.63126
2022-01-16,13.62725
2022-01-17,18.83767
2022-01-18,20.64128
2022-01-19,18.43687
2022-01-20,17.23446
2022-01-21,14.82965
2022-01-22,15.63126
2022-01-23,15.03006
2022-01-24,17.23446
2022-01-25,17.03406
2022-01-26,14.62925
2022-01-27,11.82364
2022-01-28,12.62525
2022-01-29,13.42685
2022-01-30,11.82364
2022-01-31,10.62124
2022-02-01,11.42284
2022-02-02,11.62324
2022-02-03,15.23046
2022-02-04,15.43086
2022-02-05,14.02805
2022-02-06,12.22444
2022-02-07,17.63527
2022-02-08,26.0521
2022-02-09,16.43286
2022-02-10,21.44288
2022-02-11,18.03607
2022-02-12,13.62725
2022-02-13,11.82364
2022-02-14,16.63326
2022-02-15,17.63527
2022-02-16,15.03006
2022-02-17,21.44288
2022-02-18,21.64328
2022-02-19,15.63126
2022-02-20,13.82765
2022-02-21,24.04809
2022-02-22,16.63326
2022-02-23,14.62925
2022-02-24,10.82164
2022-02-25,13.62725
2022-02-26,12.42484
2022-02-27,11.62324
2022-02-28,26.2525
2022-03-01,20.44088
2022-03-02,17.03406
2022-03-03,14.82965
2022-03-04,14.82965
2022-03-05,10.22044
2022-03-06,14.42885
2022-03-07,14.62925
2022-03-08,14.02805
2022-03-09,12.22444
2022-03-10,18.83767
2022-03-11,22.24448
2022-03-12,14.42885
2022-03-13,11.62324
2022-03-14,20.44088
2022-03-15,16.63326
2022-03-16,17.23446
2022-03-17,16.23246
2022-03-18,23.04609
2022-03-19,15.43086
2022-03-20,13.82765
2022-03-21,17.03406
2022-03-22,16.43286
2022-03-23,17.03406
2022-03-24,18.03607
2022-03-25,20.24048
2022-03-26,18.83767
2022-03-27,11.02204
2022-03-28,18.23647
2022-03-29,13.02605
2022-03-30,14.42885
2022-03-31,17.83567
2022-04-01,15.63126
2022-04-02,16.63326
2022-04-03,13.42685
2022-04-04,22.44488
2022-04-05,16.83366
2022-04-06,17.23446
2022-04-07,12.62525
2022-04-08,14.82965
2022-04-09,9.41883
2022-04-10,11.22244
2022-04-11,17.03406
2022-04-12,14.02805
2022-04-13,15.43086
2022-04-14,14.62925
2022-04-15,11.82364
2022-04-16,14.02805
2022-04-17,10.62124
2022-04-18,11.82364
2022-04-19,17.03406
2022-04-20,18.03607
2022-04-21,17.63527
2022-04-22,14.22845
2022-04-23,15.83166
2022-04-24,12.82565
2022-04-25,16.23246
2022-04-26,14.02805
2022-04-27,13.02605
2022-04-28,16.23246
2022-04-29,13.22645
2022-04-30,14.42885
2022-05-01,15.43086
2022-05-02,12.82565
2022-05-03,17.83567
2022-05-04,14.62925
2022-05-05,10.62124
2022-05-06,17.23446
2022-05-07,16.03206
2022-05-08,12.62525
2022-05-09,15.23046
2022-05-10,13.62725
2022-05-11,15.43086
2022-05-12,10.62124
2022-05-13,17.63527
2022-05-14,22.84569
2022-05-15,15.03006
2022-05-16,18.63727
2022-05-17,13.82765
2022-05-18,15.63126
2022-05-19,15.23046
2022-05-20,17.63527
2022-05-21,13.42685
2022-05-22,10.82164
2022-05-23,15.83166
2022-05-24,13.42685
2022-05-25,16.23246
2022-05-26,11.22244
2022-05-27,11.22244
2022-05-28,15.63126
2022-05-29,15.23046
2022-05-30,15.63126
2022-05-31,16.83366
2022-06-01,19.43887
2022-06-02,18.23647
2022-06-03,16.03206
2022-06-04,14.02805
2022-06-05,6.01202
2022-06-06,9.61923
2022-06-07,11.02204
2022-06-08,14.02805
2022-06-09,14.02805
2022-06-10,12.42484
2022-06-11,16.43286
2022-06-12,8.41683
2022-06-13,12.82565
2022-06-14,16.43286
2022-06-15,12.22444
2022-06-16,11.02204
2022-06-17,13.02605
2022-06-18,13.22645
2022-06-19,10.42084
2022-06-20,18.83767
2022-06-21,14.82965
2022-06-22,17.23446
2022-06-23,11.02204
2022-06-24,13.62725
2022-06-25,12.02404
2022-06-26,10.02004
2022-06-27,13.62725
2022-06-28,16.63326
2022-06-29,15.03006
2022-06-30,16.23246
2022-07-01,13.42685
2022-07-02,12.22444
2022-07-03,9.21843
2022-07-04,14.82965
2022-07-05,15.63126
2022-07-06,11.02204
2022-07-07,15.83166
2022-07-08,13.22645
2022-07-09,10.82164
2022-07-10,11.42284
2022-07-11,14.42885
2022-07-12,12.42484
2022-07-13,14.22845
2022-07-14,13.42685
2022-07-15,15.43086
2022-07-16,14.42885
2022-07-17,12.62525
2022-07-18,12.42484
2022-07-19,13.22645
2022-07-20,12.22444
2022-07-21,16.63326
2022-07-22,11.82364
2022-07-23,11.42284
2022-07-24,10.42084
2022-07-25,15.03006
2022-07-26,10.42084
2022-07-27,12.42484
2022-07-28,12.82565
2022-07-29,12.22444
2022-07-30,9.61923
2022-07-31,13.02605
2022-08-01,15.83166
2022-08-02,17.43486
2022-08-03,15.23046
2022-08-04,15.83166
2022-08-05,16.23246
2022-08-06,12.82565
2022-08-07,12.62525
2022-08-08,16.63326
2022-08-09,12.82565
2022-08-10,14.82965
2022-08-11,16.23246
2022-08-12,11.82364
2022-08-13,14.82965
2022-08-14,12.82565
2022-08-15,10.42084
2022-08-16,12.62525
2022-08-17,12.22444
2022-08-18,13.22645
2022-08-19,13.42685
2022-08-20,9.01803
2022-08-21,13.02605
2022-08-22,17.43486
2022-08-23,15.63126
2022-08-24,16.83366
2022-08-25,21.24248
2022-08-26,18.23647
2022-08-27,13.62725
2022-08-28,12.42484
2022-08-29,15.23046
2022-08-30,18.63727
2022-08-31,17.23446
2022-09-01,15.43086
2022-09-02,17.03406
2022-09-03,10.82164
2022-09-04,15.63126
2022-09-05,14.62925
2022-09-06,15.43086
2022-09-07,14.62925
2022-09-08,12.42484
2022-09-09,10.02004
2022-09-10,12.42484
2022-09-11,10.82164
2022-09-12,16.03206
2022-09-13,14.62925
2022-09-14,13.22645
2022-09-15,14.82965
2022-09-16,15.23046
2022-09-17,10.22044
2022-09-18,10.82164
2022-09-19,14.62925
2022-09-20,11.82364
2022-09-21,16.23246
2022-09-22,12.82565
2022-09-23,11.42284
2022-09-24,13.42685
2022-09-25,11.22244
2022-09-26,13.02605
2022-09-27,16.63326
2022-09-28,17.23446
2022-09-29,16.03206
2022-09-30,12.42484
2022-10-01,14.62925
2022-10-02,10.02004
2022-10-03,14.02805
2022-10-04,16.83366
2022-10-05,16.63326
2022-10-06,16.63326
2022-10-07,14.02805
2022-10-08,13.42685
2022-10-09,11.42284
2022-10-10,13.42685
2022-10-11,16.43286
2022-10-12,14.42885
2022-10-13,13.02605
2022-10-14,18.63727
2022-10-15,14.02805
2022-10-16,12.62525
2022-10-17,14.42885
2022-10-18,14.42885
2022-10-19,10.82164
2022-10-20,17.43486
2022-10-21,14.22845
2022-10-22,13.62725
2022-10-23,11.62324
2022-10-24,18.03607
2022-10-25,15.43086
2022-10-26,13.62725
2022-10-27,14.02805
2022-10-28,15.23046
2022-10-29,12.82565
2022-10-30,9.01803
2022-10-31,15.23046
2022-11-01,12.62525
2022-11-02,14.42885
2022-11-03,11.82364
2022-11-04,15.43086
2022-11-05,15.23046
2022-11-06,14.62925
2022-11-07,16.23246
2022-11-08,14.82965
2022-11-09,12.82565
2022-11-10,12.22444
2022-11-11,14.42885
2022-11-12,12.62525
2022-11-13,14.62925
2022-11-14,17.83567
2022-11-15,15.83166
2022-11-16,16.03206
2022-11-17,11.42284
2022-11-18,13.22645
2022-11-19,13.62725
2022-11-20,11.42284
2022-11-21,18.03607
2022-11-22,14.62925
2022-11-23,13.62725
2022-11-24,11.22244
2022-11-25,12.62525
2022-11-26,10.62124
2022-11-27,13.62725
2022-11-28,14.02805
2022-11-29,13.02605
2022-11-30,15.43086
2022-12-01,12.62525
2022-12-02,16.43286
2022-12-03,12.82565
2022-12-04,11.02204
2022-12-05,15.23046
2022-12-06,16.23246
2022-12-07,17.63527
2022-12-08,16.23246
2022-12-09,19.63927
2022-12-10,14.42885
2022-12-11,12.62525
2022-12-12,18.03607
2022-12-13,21.44288
2022-12-14,18.43687
2022-12-15,18.23647
2022-12-16,17.43486
2022-12-17,18.03607
2022-12-18,21.04208
2022-12-19,27.0541
2022-12-20,26.2525
2022-12-21,30.66132
2022-12-22,28.65731
2022-12-23,25.8517
2022-12-24,24.84969
2022-12-25,24.84969
2022-12-26,30.86172
2022-12-27,29.45891
2022-12-28,26.8537
2022-12-29,34.86973
2022-12-30,32.66533
2022-12-31,35.87174
2023-01-01,21.64328
2023-01-02,32.06412
2023-01-03,31.46292
2023-01-04,32.86573
2023-01-05,30.66132
2023-01-06,34.86973
2023-01-07,28.65731
2023-01-08,32.86573
2023-01-09,32.46492
2023-01-10,40.88176
2023-01-11,39.47895
2023-01-12,30.26052
2023-01-13,37.07414
2023-01-14,30.26052
2023-01-15,27.0541
2023-01-16,36.07214
2023-01-17,33.66733
2023-01-18,29.85971
2023-01-19,26.0521
2023-01-20,33.26653
2023-01-21,22.24448
2023-01-22,28.65731
2023-01-23,26.2525
2023-01-24,35.67134
2023-01-25,35.67134
2023-01-26,32.86573
2023-01-27,32.86573
2023-01-28,37.07414
2023-01-29,30.06012
2023-01-30,42.28456
2023-01-31,40.08016
2023-02-01,36.07214
2023-02-02,32.46492
2023-02-03,34.26853
2023-02-04,46.69338
2023-02-05,35.47094
2023-02-06,37.87575
2023-02-07,42.08416
2023-02-08,39.27855
2023-02-09,41.08216
2023-02-10,36.27254
2023-02-11,38.67735
2023-02-12,28.25651
2023-02-13,37.67535
2023-02-14,32.06412
2023-02-15,27.65531
2023-02-16,25.6513
2023-02-17,28.25651
2023-02-18,31.46292
2023-02-19,29.65931
2023-02-20,29.85971
2023-02-21,35.47094
2023-02-22,35.27054
2023-02-23,30.46092
2023-02-24,26.8537
2023-02-25,26.6533
2023-02-26,28.85771
2023-02-27,32.86573
2023-02-28,34.46893
2023-03-01,35.87174
2023-03-02,34.66933
2023-03-03,27.65531
2023-03-04,34.86973
2023-03-05,31.06212
2023-03-06,39.87975
2023-03-07,29.45891
2023-03-08,29.25851
2023-03-09,26.0521
2023-03-10,27.65531
2023-03-11,29.25851
2023-03-12,26.6533
2023-03-13,28.05611
2023-03-14,31.26252
2023-03-15,28.85771
2023-03-16,29.05811
2023-03-17,29.85971
2023-03-18,30.26052
2023-03-19,28.65731
2023-03-20,29.65931
2023-03-21,28.05611
2023-03-22,29.25851
2023-03-23,30.46092
2023-03-24,27.85571
2023-03-25,34.26853
2023-03-26,33.66733
2023-03-27,36.47294
2023-03-28,33.26653
2023-03-29,30.26052
2023-03-30,32.86573
2023-03-31,30.06012
2023-04-01,31.06212
2023-04-02,32.26452
2023-04-03,28.65731
2023-04-04,32.46492
2023-04-05,25.6513
2023-04-06,31.06212
2023-04-07,30.86172
2023-04-08,28.65731
2023-04-09,38.47695
2023-04-10,38.87775
2023-04-11,33.66733
2023-04-12,38.47695
2023-04-13,31.26252
2023-04-14,33.66733
2023-04-15,30.46092
2023-04-16,32.06412
2023-04-17,32.06412
2023-04-18,26.8537
2023-04-19,25.0501
2023-04-20,30.26052
2023-04-21,28.65731
2023-04-22,25.4509
2023-04-23,19.43887
2023-04-24,20.44088
2023-04-25,27.0541
2023-04-26,22.64529
2023-04-27,31.46292
2023-04-28,22.64529
2023-04-29,23.04609
2023-04-30,28.45691
2023-05-01,25.0501
2023-05-02,26.6533
2023-05-03,22.84569
2023-05-04,24.84969
2023-05-05,23.44689
2023-05-06,27.0541
2023-05-07,26.2525
2023-05-08,26.8537
2023-05-09,24.84969
2023-05-10,23.04609
2023-05-11,23.04609
2023-05-12,28.45691
2023-05-13,28.25651
2023-05-14,23.24649
2023-05-15,33.26653
2023-05-16,26.6533
2023-05-17,27.4549
2023-05-18,32.46492
2023-05-19,35.07014
2023-05-20,34.66933
2023-05-21,31.46292
2023-05-22,38.47695
2023-05-23,40.28056
2023-05-24,30.46092
2023-05-25,24.84969
2023-05-26,24.64929
2023-05-27,26.2525
2023-05-28,30.46092
