date,연금저축계좌
2021-04-19,6.71834
2021-04-20,7.9242
2021-04-21,6.11541
2021-04-22,6.15848
2021-04-23,5.68475
2021-04-24,4.73729
2021-04-25,4.78036
2021-04-26,6.33074
2021-04-27,8.87166
2021-04-28,8.1826
2021-04-29,6.15848
2021-04-30,3.74677
2021-05-01,3.22997
2021-05-02,2.79931
2021-05-03,3.66063
2021-05-04,4.99569
2021-05-05,4.47889
2021-05-06,4.52196
2021-05-07,3.48837
2021-05-08,2.84237
2021-05-09,3.40223
2021-05-10,5.34022
2021-05-11,5.16795
2021-05-12,4.22049
2021-05-13,4.99569
2021-05-14,3.61757
2021-05-15,2.62704
2021-05-16,4.00516
2021-05-17,5.29715
2021-05-18,5.34022
2021-05-19,3.53143
2021-05-20,4.65116
2021-05-21,5.81395
2021-05-22,2.67011
2021-05-23,3.40223
2021-05-24,4.17743
2021-05-25,6.54608
2021-05-26,5.21102
2021-05-27,5.59862
2021-05-28,4.22049
2021-05-29,2.58397
2021-05-30,3.22997
2021-05-31,5.72782
2021-06-01,5.12489
2021-06-02,4.43583
2021-06-03,4.04823
2021-06-04,4.47889
2021-06-05,2.45478
2021-06-06,2.9285
2021-06-07,3.40223
2021-06-08,4.47889
2021-06-09,4.22049
2021-06-10,4.22049
2021-06-11,4.60809
2021-06-12,2.75624
2021-06-13,2.71317
2021-06-14,4.82342
2021-06-15,5.38329
2021-06-16,6.20155
2021-06-17,4.47889
2021-06-18,5.16795
2021-06-19,3.7037
2021-06-20,3.1869
2021-06-21,5.12489
2021-06-22,6.54608
2021-06-23,5.77088
2021-06-24,5.81395
2021-06-25,6.50301
2021-06-26,3.35917
2021-06-27,3.3161
2021-06-28,6.15848
2021-06-29,4.90956
2021-06-30,5.55555
2021-07-01,4.95262
2021-07-02,4.39276
2021-07-03,2.45478
2021-07-04,2.62704
2021-07-05,6.97674
2021-07-06,5.46942
2021-07-07,5.25409
2021-07-08,4.73729
2021-07-09,4.86649
2021-07-10,3.1869
2021-07-11,3.7037
2021-07-12,5.72782
2021-07-13,4.95262
2021-07-14,4.65116
2021-07-15,5.25409
2021-07-16,4.43583
2021-07-17,2.41171
2021-07-18,3.61757
2021-07-19,6.07235
2021-07-20,5.08182
2021-07-21,5.16795
2021-07-22,5.25409
2021-07-23,3.5745
2021-07-24,3.61757
2021-07-25,3.5745
2021-07-26,5.72782
2021-07-27,8.22566
2021-07-28,8.65633
2021-07-29,8.09646
2021-07-30,6.45994
2021-07-31,3.78983
2021-08-01,4.95262
2021-08-02,6.84754
2021-08-03,7.49354
2021-08-04,7.06287
2021-08-05,7.75193
2021-08-06,5.98621
2021-08-07,5.46942
2021-08-08,6.89061
2021-08-09,10.59431
2021-08-10,8.09646
2021-08-11,8.82859
2021-08-12,7.149
2021-08-13,9.81912
2021-08-14,5.85701
2021-08-15,5.72782
2021-08-16,7.5366
2021-08-17,9.25925
2021-08-18,9.81912
2021-08-19,6.93367
2021-08-20,7.149
2021-08-21,4.00516
2021-08-22,5.12489
2021-08-23,9.86218
2021-08-24,10.46511
2021-08-25,9.68992
2021-08-26,7.96726
2021-08-27,8.22566
2021-08-28,5.64168
2021-08-29,5.94315
2021-08-30,8.44099
2021-08-31,12.0155
2021-09-01,10.80964
2021-09-02,9.21619
2021-09-03,7.23514
2021-09-04,5.77088
2021-09-05,6.28768
2021-09-06,8.26873
2021-09-07,10.29285
2021-09-08,8.91472
2021-09-09,7.9242
2021-09-10,7.10594
2021-09-11,6.11541
2021-09-12,5.77088
2021-09-13,8.09646
2021-09-14,7.70887
2021-09-15,7.96726
2021-09-16,7.4074
2021-09-17,7.70887
2021-09-18,4.39276
2021-09-19,4.47889
2021-09-20,100.0
2021-09-21,17.31266
2021-09-22,16.14987
2021-09-23,19.33677
2021-09-24,17.35572
2021-09-25,12.53229
2021-09-26,10.42204
2021-09-27,13.22136
2021-09-28,11.7571
2021-09-29,10.12058
2021-09-30,10.37898
2021-10-01,10.07751
2021-10-02,7.06287
2021-10-03,7.4074
2021-10-04,7.01981
2021-10-05,7.96726
2021-10-06,8.61326
2021-10-07,8.13953
2021-10-08,9.38845
2021-10-09,5.29715
2021-10-10,4.95262
2021-10-11,7.06287
2021-10-12,10.63738
2021-10-13,7.45047
2021-10-14,7.9242
2021-10-15,8.44099
2021-10-16,5.08182
2021-10-17,5.08182
2021-10-18,7.57967
2021-10-19,9.68992
2021-10-20,8.13953
2021-10-21,8.48406
2021-10-22,7.83807
2021-10-23,5.12489
2021-10-24,6.28768
2021-10-25,10.80964
2021-10-26,11.7571
2021-10-27,10.20671
2021-10-28,9.73298
2021-10-29,8.87166
2021-10-30,9.38845
2021-10-31,7.96726
2021-11-01,11.71403
2021-11-02,9.60378
2021-11-03,10.76658
2021-11-04,13.78122
2021-11-05,13.73815
2021-11-06,8.57019
2021-11-07,8.13953
2021-11-08,12.23083
2021-11-09,13.65202
2021-11-10,9.86218
2021-11-11,9.13006
2021-11-12,8.57019
2021-11-13,8.01033
2021-11-14,7.06287
2021-11-15,11.3695
2021-11-16,11.19724
2021-11-17,13.52282
2021-11-18,12.23083
2021-11-19,10.89577
2021-11-20,6.71834
2021-11-21,7.4074
2021-11-22,11.02497
2021-11-23,12.66149
2021-11-24,10.85271
2021-11-25,11.41257
2021-11-26,10.55124
2021-11-27,6.58914
2021-11-28,7.23514
2021-11-29,10.20671
2021-11-30,9.68992
2021-12-01,9.90525
2021-12-02,10.50818
2021-12-03,8.74246
2021-12-04,5.38329
2021-12-05,8.0534
2021-12-06,10.46511
2021-12-07,11.97243
2021-12-08,11.58484
2021-12-09,11.3695
2021-12-10,10.63738
2021-12-11,7.57967
2021-12-12,11.19724
2021-12-13,11.80017
2021-12-14,10.89577
2021-12-15,12.4031
2021-12-16,10.63738
2021-12-17,8.91472
2021-12-18,5.77088
2021-12-19,7.62273
2021-12-20,11.41257
2021-12-21,13.56589
2021-12-22,13.95348
2021-12-23,13.04909
2021-12-24,16.79586
2021-12-25,8.48406
2021-12-26,10.63738
2021-12-27,16.70973
2021-12-28,21.10249
2021-12-29,20.54263
2021-12-30,27.13178
2021-12-31,22.78208
2022-01-01,6.50301
2022-01-02,8.1826
2022-01-03,9.94832
2022-01-04,12.10163
2022-01-05,10.55124
2022-01-06,8.95779
2022-01-07,7.45047
2022-01-08,5.64168
2022-01-09,6.80447
2022-01-10,8.74246
2022-01-11,7.49354
2022-01-12,8.01033
2022-01-13,10.59431
2022-01-14,9.13006
2022-01-15,6.84754
2022-01-16,5.51248
2022-01-17,12.23083
2022-01-18,14.55641
2022-01-19,11.71403
2022-01-20,14.08268
2022-01-21,12.48923
2022-01-22,5.98621
2022-01-23,8.39793
2022-01-24,13.35055
2022-01-25,14.77174
2022-01-26,13.52282
2022-01-27,11.7571
2022-01-28,11.45564
2022-01-29,6.41688
2022-01-30,5.85701
2022-01-31,6.28768
2022-02-01,7.795
2022-02-02,9.56072
2022-02-03,14.94401
2022-02-04,12.1447
2022-02-05,8.09646
2022-02-06,11.28337
2022-02-07,14.12575
2022-02-08,10.76658
2022-02-09,12.31696
2022-02-10,10.93884
2022-02-11,11.8863
2022-02-12,6.58914
2022-02-13,6.89061
2022-02-14,10.29285
2022-02-15,11.54177
2022-02-16,9.99138
2022-02-17,10.12058
2022-02-18,10.80964
2022-02-19,6.28768
2022-02-20,7.5366
2022-02-21,13.17829
2022-02-22,12.87683
2022-02-23,10.42204
2022-02-24,10.80964
2022-02-25,10.29285
2022-02-26,9.56072
2022-02-27,9.56072
2022-02-28,9.25925
2022-03-01,8.69939
2022-03-02,7.9242
2022-03-03,9.90525
2022-03-04,9.21619
2022-03-05,5.03875
2022-03-06,6.37381
2022-03-07,8.0534
2022-03-08,7.96726
2022-03-09,5.25409
2022-03-10,6.84754
2022-03-11,6.76141
2022-03-12,5.03875
2022-03-13,4.56503
2022-03-14,7.5366
2022-03-15,7.62273
2022-03-16,6.84754
2022-03-17,7.32127
2022-03-18,7.36434
2022-03-19,4.65116
2022-03-20,5.12489
2022-03-21,7.19207
2022-03-22,8.01033
2022-03-23,9.04392
2022-03-24,7.32127
2022-03-25,7.9242
2022-03-26,5.77088
2022-03-27,6.37381
2022-03-28,8.3118
2022-03-29,9.21619
2022-03-30,8.39793
2022-03-31,8.87166
2022-04-01,8.57019
2022-04-02,6.37381
2022-04-03,6.24461
2022-04-04,6.80447
2022-04-05,6.71834
2022-04-06,7.149
2022-04-07,5.29715
2022-04-08,4.99569
2022-04-09,3.40223
2022-04-10,4.52196
2022-04-11,6.71834
2022-04-12,5.81395
2022-04-13,7.70887
2022-04-14,6.28768
2022-04-15,5.81395
2022-04-16,4.47889
2022-04-17,4.34969
2022-04-18,5.29715
2022-04-19,5.68475
2022-04-20,5.59862
2022-04-21,5.59862
2022-04-22,4.34969
2022-04-23,3.48837
2022-04-24,3.0577
2022-04-25,7.32127
2022-04-26,6.37381
2022-04-27,6.67527
2022-04-28,5.85701
2022-04-29,4.90956
2022-04-30,2.88544
2022-05-01,4.26356
2022-05-02,3.8329
2022-05-03,5.64168
2022-05-04,5.94315
2022-05-05,3.10077
2022-05-06,4.60809
2022-05-07,3.78983
2022-05-08,4.34969
2022-05-09,5.29715
2022-05-10,5.51248
2022-05-11,5.21102
2022-05-12,5.34022
2022-05-13,4.13436
2022-05-14,3.27304
2022-05-15,2.49784
2022-05-16,5.98621
2022-05-17,5.34022
2022-05-18,4.78036
2022-05-19,4.39276
2022-05-20,5.59862
2022-05-21,3.61757
2022-05-22,2.62704
2022-05-23,4.99569
2022-05-24,4.43583
2022-05-25,5.51248
2022-05-26,5.16795
2022-05-27,5.16795
2022-05-28,2.62704
2022-05-29,2.97157
2022-05-30,5.55555
2022-05-31,4.99569
2022-06-01,4.13436
2022-06-02,3.78983
2022-06-03,4.86649
2022-06-04,2.28251
2022-06-05,2.9285
2022-06-06,3.35917
2022-06-07,4.26356
2022-06-08,4.65116
2022-06-09,4.34969
2022-06-10,4.99569
2022-06-11,3.22997
2022-06-12,2.49784
2022-06-13,5.64168
2022-06-14,4.60809
2022-06-15,5.29715
2022-06-16,3.9621
2022-06-17,4.34969
2022-06-18,1.33505
2022-06-19,2.19638
2022-06-20,5.42635
2022-06-21,3.9621
2022-06-22,2.97157
2022-06-23,4.39276
2022-06-24,3.01464
2022-06-25,1.89491
2022-06-26,1.93798
2022-06-27,4.00516
2022-06-28,3.91903
2022-06-29,4.52196
2022-06-30,4.30663
2022-07-01,3.7037
2022-07-02,1.76571
2022-07-03,2.54091
2022-07-04,3.78983
2022-07-05,4.30663
2022-07-06,3.5745
2022-07-07,4.30663
2022-07-08,3.53143
2022-07-09,2.32558
2022-07-10,2.75624
2022-07-11,3.22997
2022-07-12,3.27304
2022-07-13,2.9285
2022-07-14,3.66063
2022-07-15,3.8329
2022-07-16,1.98105
2022-07-17,2.02411
2022-07-18,3.1869
2022-07-19,3.61757
2022-07-20,3.78983
2022-07-21,5.08182
2022-07-22,4.04823
2022-07-23,2.71317
2022-07-24,3.66063
2022-07-25,5.55555
2022-07-26,4.47889
2022-07-27,4.60809
2022-07-28,4.43583
2022-07-29,4.78036
2022-07-30,3.22997
2022-07-31,2.79931
2022-08-01,4.69422
2022-08-02,5.77088
2022-08-03,4.90956
2022-08-04,6.54608
2022-08-05,4.82342
2022-08-06,2.23944
2022-08-07,3.66063
2022-08-08,5.16795
2022-08-09,4.82342
2022-08-10,5.34022
2022-08-11,6.54608
2022-08-12,5.64168
2022-08-13,3.4453
2022-08-14,4.17743
2022-08-15,5.08182
2022-08-16,7.10594
2022-08-17,6.07235
2022-08-18,6.67527
2022-08-19,6.45994
2022-08-20,3.40223
2022-08-21,3.78983
2022-08-22,6.24461
2022-08-23,5.72782
2022-08-24,5.16795
2022-08-25,6.24461
2022-08-26,4.39276
2022-08-27,2.71317
2022-08-28,3.0577
2022-08-29,4.22049
2022-08-30,6.28768
2022-08-31,6.54608
2022-09-01,5.38329
2022-09-02,3.9621
2022-09-03,2.62704
2022-09-04,2.58397
2022-09-05,4.82342
2022-09-06,4.95262
2022-09-07,9.17312
2022-09-08,3.87596
2022-09-09,2.19638
2022-09-10,1.98105
2022-09-11,2.49784
2022-09-12,2.88544
2022-09-13,5.64168
2022-09-14,5.12489
2022-09-15,4.26356
2022-09-16,3.61757
2022-09-17,2.54091
2022-09-18,2.84237
2022-09-19,4.26356
2022-09-20,3.87596
2022-09-21,3.66063
2022-09-22,3.22997
2022-09-23,3.48837
2022-09-24,1.42118
2022-09-25,2.36864
2022-09-26,4.17743
2022-09-27,3.8329
2022-09-28,4.0913
2022-09-29,3.66063
2022-09-30,3.0577
2022-10-01,2.28251
2022-10-02,1.93798
2022-10-03,2.19638
2022-10-04,3.9621
2022-10-05,4.34969
2022-10-06,3.61757
2022-10-07,3.8329
2022-10-08,1.98105
2022-10-09,2.75624
2022-10-10,3.66063
2022-10-11,5.38329
2022-10-12,4.56503
2022-10-13,4.30663
2022-10-14,4.34969
2022-10-15,2.15331
2022-10-16,2.28251
2022-10-17,3.7037
2022-10-18,4.99569
2022-10-19,4.04823
2022-10-20,3.87596
2022-10-21,3.5745
2022-10-22,1.80878
2022-10-23,2.06718
2022-10-24,4.17743
2022-10-25,4.73729
2022-10-26,4.34969
2022-10-27,4.60809
2022-10-28,5.12489
2022-10-29,1.89491
2022-10-30,2.19638
2022-10-31,5.34022
2022-11-01,5.25409
2022-11-02,5.98621
2022-11-03,5.90008
2022-11-04,4.39276
2022-11-05,3.87596
2022-11-06,4.13436
2022-11-07,5.08182
2022-11-08,5.29715
2022-11-09,5.98621
2022-11-10,5.34022
2022-11-11,5.16795
2022-11-12,4.34969
2022-11-13,4.26356
2022-11-14,4.56503
2022-11-15,5.51248
2022-11-16,5.46942
2022-11-17,5.42635
2022-11-18,4.82342
2022-11-19,3.7037
2022-11-20,24.1602
2022-11-21,11.32644
2022-11-22,7.9242
2022-11-23,9.34539
2022-11-24,5.81395
2022-11-25,5.59862
2022-11-26,3.87596
2022-11-27,4.52196
2022-11-28,6.93367
2022-11-29,6.58914
2022-11-30,6.50301
2022-12-01,7.23514
2022-12-02,6.41688
2022-12-03,6.45994
2022-12-04,5.90008
2022-12-05,8.52713
2022-12-06,6.84754
2022-12-07,6.71834
2022-12-08,6.63221
2022-12-09,7.96726
2022-12-10,5.38329
2022-12-11,6.58914
2022-12-12,11.11111
2022-12-13,9.21619
2022-12-14,8.74246
2022-12-15,6.67527
2022-12-16,5.85701
2022-12-17,5.68475
2022-12-18,6.28768
2022-12-19,7.2782
2022-12-20,9.64685
2022-12-21,8.65633
2022-12-22,8.01033
2022-12-23,7.70887
2022-12-24,4.30663
2022-12-25,5.59862
2022-12-26,11.11111
2022-12-27,9.99138
2022-12-28,12.48923
2022-12-29,12.18776
2022-12-30,13.30749
2022-12-31,6.33074
2023-01-01,3.87596
2023-01-02,5.46942
2023-01-03,4.86649
2023-01-04,9.51765
2023-01-05,7.01981
2023-01-06,6.24461
2023-01-07,4.00516
2023-01-08,4.90956
2023-01-09,7.36434
2023-01-10,6.11541
2023-01-11,7.19207
2023-01-12,6.11541
2023-01-13,5.68475
2023-01-14,5.16795
2023-01-15,5.72782
2023-01-16,7.23514
2023-01-17,9.94832
2023-01-18,11.54177
2023-01-19,11.58484
2023-01-20,10.89577
2023-01-21,5.34022
2023-01-22,7.36434
2023-01-23,6.45994
2023-01-24,7.9242
2023-01-25,15.20241
2023-01-26,14.81481
2023-01-27,13.13522
2023-01-28,7.23514
2023-01-29,7.2782
2023-01-30,10.37898
2023-01-31,10.03445
2023-02-01,9.81912
2023-02-02,11.06804
2023-02-03,9.34539
2023-02-04,7.01981
2023-02-05,6.63221
2023-02-06,8.01033
2023-02-07,8.95779
2023-02-08,8.78552
2023-02-09,9.56072
2023-02-10,9.60378
2023-02-11,5.12489
2023-02-12,3.74677
2023-02-13,9.47459
2023-02-14,9.00086
2023-02-15,7.5366
2023-02-16,8.26873
2023-02-17,8.3118
2023-02-18,4.22049
2023-02-19,5.64168
2023-02-20,8.48406
2023-02-21,9.94832
2023-02-22,6.93367
2023-02-23,8.3118
2023-02-24,7.4074
2023-02-25,4.13436
2023-02-26,6.11541
2023-02-27,7.88113
2023-02-28,7.62273
2023-03-01,6.15848
2023-03-02,7.2782
2023-03-03,6.41688
2023-03-04,5.98621
2023-03-05,6.37381
2023-03-06,7.01981
2023-03-07,7.5366
2023-03-08,6.71834
2023-03-09,6.45994
2023-03-10,6.20155
2023-03-11,3.22997
2023-03-12,4.22049
2023-03-13,5.29715
2023-03-14,8.48406
2023-03-15,5.68475
2023-03-16,6.11541
2023-03-17,4.60809
2023-03-18,3.35917
2023-03-19,4.26356
2023-03-20,4.90956
2023-03-21,7.01981
2023-03-22,6.80447
2023-03-23,5.38329
2023-03-24,6.11541
2023-03-25,3.35917
2023-03-26,3.4453
2023-03-27,5.03875
2023-03-28,7.01981
2023-03-29,4.65116
2023-03-30,6.33074
2023-03-31,5.90008
2023-04-01,3.3161
2023-04-02,3.4453
2023-04-03,6.33074
2023-04-04,6.02928
2023-04-05,6.89061
2023-04-06,5.81395
2023-04-07,5.08182
2023-04-08,3.35917
2023-04-09,4.52196
2023-04-10,6.11541
2023-04-11,6.58914
2023-04-12,6.63221
2023-04-13,7.10594
2023-04-14,5.12489
2023-04-15,4.60809
2023-04-16,4.13436
2023-04-17,5.85701
2023-04-18,5.64168
2023-04-19,5.98621
2023-04-20,5.42635
2023-04-21,6.63221
2023-04-22,3.48837
2023-04-23,3.53143
2023-04-24,5.55555
2023-04-25,6.24461
2023-04-26,7.75193
2023-04-27,5.59862
2023-04-28,5.42635
2023-04-29,3.74677
2023-04-30,5.34022
2023-05-01,5.12489
2023-05-02,7.4074
2023-05-03,5.64168
2023-05-04,5.90008
2023-05-05,4.04823
2023-05-06,4.13436
2023-05-07,5.85701
2023-05-08,6.76141
2023-05-09,6.89061
2023-05-10,6.58914
2023-05-11,6.50301
2023-05-12,6.58914
2023-05-13,3.40223
2023-05-14,5.12489
2023-05-15,5.90008
2023-05-16,7.62273
2023-05-17,6.84754
2023-05-18,8.1826
2023-05-19,8.57019
2023-05-20,4.30663
2023-05-21,5.21102
2023-05-22,9.38845
2023-05-23,7.49354
2023-05-24,8.0534
2023-05-25,8.1826
2023-05-26,7.795
2023-05-27,5.90008
2023-05-28,5.72782
