date,개인형IRP
2023-05-30,23.87543
2023-05-31,24.10611
2023-06-01,23.52941
2023-06-02,24.22145
2023-06-03,7.61245
2023-06-04,7.61245
2023-06-05,22.14532
2023-06-06,12.57208
2023-06-07,23.41407
2023-06-08,24.68281
2023-06-09,22.02998
2023-06-10,7.15109
2023-06-11,7.61245
2023-06-12,26.64359
2023-06-13,27.91234
2023-06-14,22.83737
2023-06-15,23.99077
2023-06-16,21.33794
2023-06-17,5.42099
2023-06-18,8.99653
2023-06-19,21.45328
2023-06-20,22.95271
2023-06-21,25.49019
2023-06-22,20.29988
2023-06-23,19.14648
2023-06-24,8.76585
2023-06-25,7.03575
2023-06-26,26.98961
2023-06-27,24.79815
2023-06-28,22.14532
2023-06-29,21.45328
2023-06-30,19.03114
2023-07-01,9.22722
2023-07-02,7.61245
2023-07-03,25.02883
2023-07-04,22.95271
2023-07-05,27.22029
2023-07-06,23.29873
2023-07-07,22.376
2023-07-08,6.11303
2023-07-09,6.57439
2023-07-10,25.60553
2023-07-11,23.64475
2023-07-12,29.98846
2023-07-13,22.14532
2023-07-14,22.60668
2023-07-15,8.18915
2023-07-16,7.49711
2023-07-17,17.41637
2023-07-18,23.41407
2023-07-19,19.03114
2023-07-20,22.02998
2023-07-21,19.4925
2023-07-22,7.03575
2023-07-23,7.84313
2023-07-24,18.9158
2023-07-25,26.75893
2023-07-26,21.45328
2023-07-27,20.18454
2023-07-28,26.52825
2023-07-29,10.95732
2023-07-30,7.26643
2023-07-31,24.91349
2023-08-01,26.41291
2023-08-02,22.83737
2023-08-03,20.6459
2023-08-04,20.29988
2023-08-05,7.38177
2023-08-06,8.88119
2023-08-07,18.80046
2023-08-08,22.72202
2023-08-09,20.29988
2023-08-10,23.18339
2023-08-11,15.68627
2023-08-12,7.84313
2023-08-13,7.84313
2023-08-14,19.95386
2023-08-15,8.65051
2023-08-16,21.10726
2023-08-17,22.26066
2023-08-18,20.87658
2023-08-19,8.53517
2023-08-20,8.30449
2023-08-21,23.76009
2023-08-22,26.18223
2023-08-23,20.53056
2023-08-24,20.0692
2023-08-25,21.7993
2023-08-26,10.0346
2023-08-27,9.11188
2023-08-28,28.25836
2023-08-29,27.45098
2023-08-30,24.10611
2023-08-31,26.75893
2023-09-01,23.29873
2023-09-02,9.11188
2023-09-03,13.95617
2023-09-04,23.29873
2023-09-05,31.83391
2023-09-06,28.3737
2023-09-07,28.48904
2023-09-08,27.56632
2023-09-09,9.11188
2023-09-10,10.0346
2023-09-11,29.29642
2023-09-12,29.06574
2023-09-13,25.02883
2023-09-14,21.45328
2023-09-15,27.45098
2023-09-16,11.41868
2023-09-17,12.57208
2023-09-18,26.75893
2023-09-19,24.45213
2023-09-20,24.45213
2023-09-21,26.64359
2023-09-22,20.41522
2023-09-23,8.88119
2023-09-24,8.18915
2023-09-25,28.3737
2023-09-26,28.9504
2023-09-27,23.06805
2023-09-28,10.38062
2023-09-29,7.26643
2023-09-30,20.6459
2023-10-01,8.88119
2023-10-02,10.95732
2023-10-03,9.4579
2023-10-04,34.02537
2023-10-05,31.94925
2023-10-06,28.25836
2023-10-07,10.38062
2023-10-08,10.84198
2023-10-09,12.22606
2023-10-10,33.10265
2023-10-11,36.79354
2023-10-12,30.21914
2023-10-13,27.45098
2023-10-14,8.18915
2023-10-15,14.99423
2023-10-16,35.52479
2023-10-17,35.52479
2023-10-18,34.14071
2023-10-19,26.87427
2023-10-20,29.06574
2023-10-21,11.188
2023-10-22,11.7647
2023-10-23,34.71741
2023-10-24,30.79584
2023-10-25,37.13956
2023-10-26,34.48673
2023-10-27,27.33564
2023-10-28,9.4579
2023-10-29,12.3414
2023-10-30,29.5271
2023-10-31,31.02652
2023-11-01,26.87427
2023-11-02,30.21914
2023-11-03,33.21799
2023-11-04,12.3414
2023-11-05,12.3414
2023-11-06,32.29527
2023-11-07,35.40945
2023-11-08,31.14186
2023-11-09,31.37254
2023-11-10,28.02768
2023-11-11,11.64936
2023-11-12,12.11072
2023-11-13,32.41061
2023-11-14,39.79238
2023-11-15,32.87197
2023-11-16,36.56286
2023-11-17,33.10265
2023-11-18,16.03229
2023-11-19,22.95271
2023-11-20,38.06228
2023-11-21,40.36908
2023-11-22,37.71626
2023-11-23,36.90888
2023-11-24,35.75547
2023-11-25,13.37946
2023-11-26,15.34025
2023-11-27,38.86966
2023-11-28,41.29181
2023-11-29,40.94579
2023-11-30,44.05997
2023-12-01,40.02306
2023-12-02,15.80161
2023-12-03,17.64705
2023-12-04,47.63552
2023-12-05,49.48096
2023-12-06,48.4429
2023-12-07,38.985
2023-12-08,47.17416
2023-12-09,23.87543
2023-12-10,19.72318
2023-12-11,50.63437
2023-12-12,53.51787
2023-12-13,54.55594
2023-12-14,42.90657
2023-12-15,45.09803
2023-12-16,17.76239
2023-12-17,17.64705
2023-12-18,43.25259
2023-12-19,44.86735
2023-12-20,65.0519
2023-12-21,63.55247
2023-12-22,63.09111
2023-12-23,27.797
2023-12-24,23.99077
2023-12-25,30.6805
2023-12-26,77.50865
2023-12-27,83.27566
2023-12-28,84.89042
2023-12-29,81.31487
2023-12-30,20.0692
2023-12-31,16.72433
2024-01-01,17.53171
2024-01-02,48.32756
2024-01-03,43.82929
2024-01-04,40.59976
2024-01-05,44.86735
2024-01-06,19.95386
2024-01-07,19.37716
2024-01-08,38.29296
2024-01-09,38.17762
2024-01-10,43.48327
2024-01-11,39.90772
2024-01-12,37.48558
2024-01-13,15.22491
2024-01-14,17.07035
2024-01-15,47.2895
2024-01-16,51.21107
2024-01-17,46.36678
2024-01-18,52.82583
2024-01-19,43.48327
2024-01-20,24.56747
2024-01-21,25.72087
2024-01-22,52.82583
2024-01-23,56.63206
2024-01-24,55.24798
2024-01-25,62.05305
2024-01-26,53.74855
2024-01-27,29.18108
2024-01-28,36.33217
2024-01-29,59.40023
2024-01-30,57.9008
2024-01-31,60.89965
2024-02-01,56.51672
2024-02-02,45.79008
2024-02-03,22.376
2024-02-04,21.68396
2024-02-05,45.67474
2024-02-06,46.25144
2024-02-07,46.1361
2024-02-08,45.09803
2024-02-09,20.29988
2024-02-10,19.4925
2024-02-11,21.68396
2024-02-12,23.52941
2024-02-13,59.40023
2024-02-14,54.90196
2024-02-15,53.05651
2024-02-16,51.90311
2024-02-17,22.72202
2024-02-18,22.60668
2024-02-19,52.47981
2024-02-20,57.3241
2024-02-21,63.8985
2024-02-22,53.97923
2024-02-23,62.51441
2024-02-24,24.33679
2024-02-25,25.95155
2024-02-26,57.67012
2024-02-27,57.67012
2024-02-28,68.28143
2024-02-29,55.36332
2024-03-01,25.02883
2024-03-02,18.80046
2024-03-03,19.14648
2024-03-04,53.40253
2024-03-05,58.01614
2024-03-06,54.44059
2024-03-07,56.1707
2024-03-08,52.71049
2024-03-09,19.37716
2024-03-10,15.45559
2024-03-11,46.82814
2024-03-12,47.8662
2024-03-13,42.56055
2024-03-14,41.40715
2024-03-15,42.09919
2024-03-16,17.41637
2024-03-17,14.64821
2024-03-18,36.21683
2024-03-19,41.98385
2024-03-20,46.1361
