date,메뉴
2021-05-08,2.34936
2021-05-09,2.51982
2021-05-10,3.43882
2021-05-11,3.48328
2021-05-12,3.43882
2021-05-13,3.27577
2021-05-14,3.05343
2021-05-15,2.4383
2021-05-16,2.92003
2021-05-17,3.21648
2021-05-18,3.44623
2021-05-19,2.80886
2021-05-20,3.65374
2021-05-21,3.26095
2021-05-22,2.55688
2021-05-23,2.71992
2021-05-24,3.58704
2021-05-25,3.4314
2021-05-26,3.80197
2021-05-27,3.6908
2021-05-28,3.52034
2021-05-29,2.81627
2021-05-30,2.75698
2021-05-31,3.77232
2021-06-01,3.54257
2021-06-02,3.92055
2021-06-03,3.77973
2021-06-04,3.79456
2021-06-05,2.55688
2021-06-06,2.7718
2021-06-07,3.41658
2021-06-08,3.5574
2021-06-09,3.57222
2021-06-10,3.41658
2021-06-11,3.68339
2021-06-12,2.79404
2021-06-13,2.7051
2021-06-14,2.95708
2021-06-15,3.38694
2021-06-16,3.45364
2021-06-17,3.71303
2021-06-18,3.30541
2021-06-19,2.71992
2021-06-20,2.27525
2021-06-21,2.90521
2021-06-22,3.27577
2021-06-23,3.17201
2021-06-24,3.37953
2021-06-25,3.02379
2021-06-26,2.66805
2021-06-27,2.46794
2021-06-28,3.2313
2021-06-29,3.15719
2021-06-30,3.50552
2021-07-01,3.42399
2021-07-02,2.90521
2021-07-03,2.7051
2021-07-04,2.59393
2021-07-05,3.4314
2021-07-06,3.43882
2021-07-07,3.26836
2021-07-08,3.53516
2021-07-09,3.14978
2021-07-10,2.74216
2021-07-11,2.40865
2021-07-12,3.49811
2021-07-13,3.68339
2021-07-14,3.32765
2021-07-15,3.31282
2021-07-16,3.38694
2021-07-17,2.78663
2021-07-18,2.75698
2021-07-19,3.52775
2021-07-20,3.38694
2021-07-21,3.72044
2021-07-22,3.75009
2021-07-23,3.60927
2021-07-24,3.0312
2021-07-25,3.06084
2021-07-26,3.56481
2021-07-27,3.37211
2021-07-28,3.34247
2021-07-29,3.24612
2021-07-30,3.07566
2021-07-31,2.8385
2021-08-01,2.79404
2021-08-02,3.0312
2021-08-03,3.19424
2021-08-04,3.0312
2021-08-05,3.26836
2021-08-06,2.92744
2021-08-07,2.8385
2021-08-08,2.3716
2021-08-09,3.1646
2021-08-10,3.33506
2021-08-11,3.41658
2021-08-12,3.51293
2021-08-13,3.50552
2021-08-14,2.60876
2021-08-15,2.79404
2021-08-16,2.92744
2021-08-17,3.13495
2021-08-18,2.97191
2021-08-19,3.32765
2021-08-20,3.19424
2021-08-21,2.7718
2021-08-22,2.73475
2021-08-23,2.92744
2021-08-24,3.27577
2021-08-25,3.46105
2021-08-26,3.33506
2021-08-27,3.07566
2021-08-28,2.77921
2021-08-29,2.54205
2021-08-30,3.37953
2021-08-31,2.78663
2021-09-01,3.57963
2021-09-02,3.43882
2021-09-03,3.12013
2021-09-04,2.98673
2021-09-05,2.8385
2021-09-06,3.32765
2021-09-07,3.38694
2021-09-08,3.31282
2021-09-09,3.24612
2021-09-10,3.20166
2021-09-11,2.74216
2021-09-12,3.0312
2021-09-13,3.42399
2021-09-14,3.29059
2021-09-15,3.12754
2021-09-16,3.21648
2021-09-17,3.01637
2021-09-18,2.14185
2021-09-19,2.0455
2021-09-20,1.70458
2021-09-21,1.74164
2021-09-22,2.14185
2021-09-23,2.92003
2021-09-24,2.83109
2021-09-25,2.30489
2021-09-26,2.20114
2021-09-27,3.23871
2021-09-28,3.07566
2021-09-29,2.93485
2021-09-30,3.13495
2021-10-01,3.23871
2021-10-02,2.3716
2021-10-03,2.64581
2021-10-04,2.64581
2021-10-05,3.29059
2021-10-06,3.0312
2021-10-07,3.70562
2021-10-08,3.298
2021-10-09,2.54205
2021-10-10,2.35677
2021-10-11,2.75698
2021-10-12,3.12013
2021-10-13,3.03861
2021-10-14,3.18683
2021-10-15,3.25353
2021-10-16,2.84592
2021-10-17,2.37901
2021-10-18,3.06084
2021-10-19,3.44623
2021-10-20,3.30541
2021-10-21,2.93485
2021-10-22,3.10531
2021-10-23,2.23078
2021-10-24,2.34195
2021-10-25,3.00896
2021-10-26,3.25353
2021-10-27,3.11272
2021-10-28,3.27577
2021-10-29,3.32024
2021-10-30,2.30489
2021-10-31,2.40865
2021-11-01,3.08308
2021-11-02,3.08308
2021-11-03,3.25353
2021-11-04,3.0312
2021-11-05,2.63099
2021-11-06,2.3716
2021-11-07,2.37901
2021-11-08,2.76439
2021-11-09,3.43882
2021-11-10,3.32024
2021-11-11,3.02379
2021-11-12,3.17201
2021-11-13,2.16408
2021-11-14,2.51241
2021-11-15,3.2313
2021-11-16,3.40176
2021-11-17,3.14978
2021-11-18,2.9645
2021-11-19,3.09049
2021-11-20,2.53464
2021-11-21,2.14926
2021-11-22,3.2313
2021-11-23,3.37953
2021-11-24,3.19424
2021-11-25,3.40917
2021-11-26,2.88297
2021-11-27,2.31231
2021-11-28,2.505
2021-11-29,2.89779
2021-11-30,3.03861
2021-12-01,3.12013
2021-12-02,3.09049
2021-12-03,3.02379
2021-12-04,2.52723
2021-12-05,2.48276
2021-12-06,3.22389
2021-12-07,3.2313
2021-12-08,3.41658
2021-12-09,2.89038
2021-12-10,3.14237
2021-12-11,2.45312
2021-12-12,2.14185
2021-12-13,3.40176
2021-12-14,3.32765
2021-12-15,3.24612
2021-12-16,3.14978
2021-12-17,3.11272
2021-12-18,2.23078
2021-12-19,2.37901
2021-12-20,2.97191
2021-12-21,3.09049
2021-12-22,3.06825
2021-12-23,2.8385
2021-12-24,2.92003
2021-12-25,2.3716
2021-12-26,1.95657
2021-12-27,2.56429
2021-12-28,2.89779
2021-12-29,3.17942
2021-12-30,2.80145
2021-12-31,2.79404
2022-01-01,2.0455
2022-01-02,2.32713
2022-01-03,3.298
2022-01-04,3.05343
2022-01-05,3.18683
2022-01-06,3.23871
2022-01-07,3.13495
2022-01-08,2.47535
2022-01-09,2.52723
2022-01-10,3.14978
2022-01-11,3.32024
2022-01-12,3.31282
2022-01-13,3.22389
2022-01-14,2.97932
2022-01-15,2.19373
2022-01-16,2.30489
2022-01-17,2.69769
2022-01-18,3.18683
2022-01-19,3.11272
2022-01-20,3.08308
2022-01-21,2.99414
2022-01-22,2.29748
2022-01-23,2.54205
2022-01-24,3.25353
2022-01-25,2.99414
2022-01-26,3.03861
2022-01-27,3.0312
2022-01-28,2.82368
2022-01-29,2.21596
2022-01-30,2.30489
2022-01-31,1.56377
2022-02-01,1.57859
2022-02-02,2.22337
2022-02-03,2.92744
2022-02-04,3.22389
2022-02-05,2.23819
2022-02-06,2.58652
2022-02-07,3.26836
2022-02-08,3.11272
2022-02-09,3.3647
2022-02-10,2.89779
2022-02-11,3.0312
2022-02-12,2.49759
2022-02-13,2.47535
2022-02-14,2.97932
2022-02-15,3.04602
2022-02-16,3.1646
2022-02-17,3.18683
2022-02-18,2.88297
2022-02-19,2.91262
2022-02-20,2.6384
2022-02-21,3.2313
2022-02-22,3.17942
2022-02-23,3.01637
2022-02-24,2.93485
2022-02-25,2.90521
2022-02-26,2.46794
2022-02-27,2.38642
2022-02-28,2.5717
2022-03-01,2.65322
2022-03-02,2.89038
2022-03-03,3.20907
2022-03-04,3.00896
2022-03-05,2.51241
2022-03-06,2.51982
2022-03-07,2.97191
2022-03-08,3.34988
2022-03-09,2.69769
2022-03-10,3.02379
2022-03-11,2.94226
2022-03-12,2.54947
2022-03-13,2.91262
2022-03-14,3.05343
2022-03-15,3.03861
2022-03-16,3.298
2022-03-17,3.6241
2022-03-18,3.42399
2022-03-19,2.9645
2022-03-20,2.66063
2022-03-21,3.22389
2022-03-22,3.26095
2022-03-23,3.34988
2022-03-24,3.48328
2022-03-25,3.30541
2022-03-26,2.61617
2022-03-27,2.60876
2022-03-28,3.12754
2022-03-29,3.26836
2022-03-30,3.17942
2022-03-31,3.24612
2022-04-01,3.17201
2022-04-02,2.56429
2022-04-03,2.34936
2022-04-04,3.06084
2022-04-05,3.49811
2022-04-06,3.37953
2022-04-07,3.18683
2022-04-08,3.59445
2022-04-09,2.45312
2022-04-10,2.40865
2022-04-11,3.49069
2022-04-12,3.23871
2022-04-13,3.32024
2022-04-14,3.39435
2022-04-15,3.37953
2022-04-16,2.61617
2022-04-17,2.61617
2022-04-18,3.56481
2022-04-19,3.08308
2022-04-20,3.60927
2022-04-21,3.54257
2022-04-22,3.0312
2022-04-23,2.47535
2022-04-24,2.61617
2022-04-25,3.45364
2022-04-26,3.7575
2022-04-27,3.43882
2022-04-28,3.6241
2022-04-29,3.40917
2022-04-30,2.71992
2022-05-01,2.5717
2022-05-02,3.46846
2022-05-03,3.29059
2022-05-04,3.14978
2022-05-05,2.37901
2022-05-06,3.04602
2022-05-07,2.59393
2022-05-08,2.37901
2022-05-09,3.54257
2022-05-10,3.40176
2022-05-11,3.27577
2022-05-12,3.49069
2022-05-13,3.39435
2022-05-14,2.65322
2022-05-15,2.65322
2022-05-16,3.33506
2022-05-17,3.71303
2022-05-18,3.48328
2022-05-19,3.27577
2022-05-20,3.49811
2022-05-21,2.67546
2022-05-22,2.58652
2022-05-23,3.32765
2022-05-24,3.66856
2022-05-25,3.4314
2022-05-26,3.61669
2022-05-27,3.0312
2022-05-28,2.92003
2022-05-29,2.56429
2022-05-30,3.41658
2022-05-31,3.40917
2022-06-01,2.47535
2022-06-02,3.29059
2022-06-03,3.31282
2022-06-04,2.49759
2022-06-05,2.86074
2022-06-06,2.38642
2022-06-07,3.37953
2022-06-08,3.54998
2022-06-09,3.48328
2022-06-10,3.58704
2022-06-11,2.82368
2022-06-12,2.74216
2022-06-13,3.64633
2022-06-14,3.46846
2022-06-15,3.59445
2022-06-16,3.6908
2022-06-17,3.39435
2022-06-18,2.83109
2022-06-19,2.59393
2022-06-20,3.38694
2022-06-21,3.6241
2022-06-22,3.83902
2022-06-23,3.72785
2022-06-24,3.37211
2022-06-25,2.65322
2022-06-26,2.54947
2022-06-27,3.40917
2022-06-28,3.26836
2022-06-29,3.79456
2022-06-30,3.25353
2022-07-01,3.29059
2022-07-02,2.66063
2022-07-03,2.80886
2022-07-04,3.54257
2022-07-05,3.34988
2022-07-06,3.40176
2022-07-07,3.21648
2022-07-08,3.4314
2022-07-09,2.54947
2022-07-10,2.44571
2022-07-11,3.26836
2022-07-12,3.298
2022-07-13,3.45364
2022-07-14,3.18683
2022-07-15,3.30541
2022-07-16,2.64581
2022-07-17,2.75698
2022-07-18,3.54257
2022-07-19,3.46846
2022-07-20,3.44623
2022-07-21,3.49069
2022-07-22,3.02379
2022-07-23,2.4383
2022-07-24,2.51241
2022-07-25,3.2313
2022-07-26,3.24612
2022-07-27,3.33506
2022-07-28,3.14237
2022-07-29,2.97932
2022-07-30,2.20855
2022-07-31,2.40865
2022-08-01,2.90521
2022-08-02,2.88297
2022-08-03,3.12013
2022-08-04,3.31282
2022-08-05,3.15719
2022-08-06,2.64581
2022-08-07,2.60134
2022-08-08,3.09049
2022-08-09,2.97932
2022-08-10,3.298
2022-08-11,3.38694
2022-08-12,3.00155
2022-08-13,2.56429
2022-08-14,2.59393
2022-08-15,2.66063
2022-08-16,3.13495
2022-08-17,3.32024
2022-08-18,3.18683
2022-08-19,3.21648
2022-08-20,2.49018
2022-08-21,2.52723
2022-08-22,2.9645
2022-08-23,3.30541
2022-08-24,3.32024
2022-08-25,3.32765
2022-08-26,3.24612
2022-08-27,2.34195
2022-08-28,2.68287
2022-08-29,3.20907
2022-08-30,3.67598
2022-08-31,3.19424
2022-09-01,3.45364
2022-09-02,3.08308
2022-09-03,2.2456
2022-09-04,2.71251
2022-09-05,2.87556
2022-09-06,3.14978
2022-09-07,3.31282
2022-09-08,2.66063
2022-09-09,1.83799
2022-09-10,1.60824
2022-09-11,1.99362
2022-09-12,2.38642
2022-09-13,2.86074
2022-09-14,3.26836
2022-09-15,3.11272
2022-09-16,3.42399
2022-09-17,2.29748
2022-09-18,2.40124
2022-09-19,3.69821
2022-09-20,3.46846
2022-09-21,3.20907
2022-09-22,3.15719
2022-09-23,3.51293
2022-09-24,2.67546
2022-09-25,2.40865
2022-09-26,3.19424
2022-09-27,3.37211
2022-09-28,3.14978
2022-09-29,3.10531
2022-09-30,3.11272
2022-10-01,2.60134
2022-10-02,2.34195
2022-10-03,2.48276
2022-10-04,3.23871
2022-10-05,3.32765
2022-10-06,3.22389
2022-10-07,3.24612
2022-10-08,2.505
2022-10-09,3.00896
2022-10-10,2.76439
2022-10-11,3.29059
2022-10-12,3.44623
2022-10-13,3.37211
2022-10-14,3.43882
2022-10-15,2.71251
2022-10-16,2.7051
2022-10-17,3.46846
2022-10-18,3.3647
2022-10-19,3.58704
2022-10-20,3.33506
2022-10-21,3.49069
2022-10-22,2.52723
2022-10-23,2.60134
2022-10-24,3.35729
2022-10-25,3.46105
2022-10-26,3.63892
2022-10-27,3.46105
2022-10-28,3.15719
2022-10-29,2.5717
2022-10-30,2.48276
2022-10-31,3.61669
2022-11-01,3.54998
2022-11-02,3.94278
2022-11-03,3.75009
2022-11-04,3.56481
2022-11-05,2.78663
2022-11-06,2.71251
2022-11-07,3.60186
2022-11-08,3.65374
2022-11-09,3.86126
2022-11-10,3.59445
2022-11-11,3.30541
2022-11-12,2.71251
2022-11-13,2.78663
2022-11-14,3.72785
2022-11-15,4.01689
2022-11-16,3.72785
2022-11-17,3.5574
2022-11-18,3.48328
2022-11-19,2.74216
2022-11-20,2.72734
2022-11-21,3.49069
2022-11-22,3.6241
2022-11-23,3.91314
2022-11-24,3.59445
2022-11-25,3.89831
2022-11-26,2.80145
2022-11-27,2.94967
2022-11-28,3.63892
2022-11-29,3.4314
2022-11-30,3.72044
2022-12-01,3.60186
2022-12-02,3.71303
2022-12-03,2.46053
2022-12-04,2.79404
2022-12-05,3.58704
2022-12-06,3.51293
2022-12-07,3.66856
2022-12-08,3.70562
2022-12-09,3.77232
2022-12-10,3.43882
2022-12-11,2.94967
2022-12-12,4.09842
2022-12-13,4.07618
2022-12-14,3.44623
2022-12-15,3.32765
2022-12-16,3.44623
2022-12-17,2.89038
2022-12-18,2.7051
2022-12-19,3.42399
2022-12-20,3.8242
2022-12-21,3.72044
2022-12-22,3.30541
2022-12-23,3.15719
2022-12-24,2.54205
2022-12-25,100.0
2022-12-26,25.47246
2022-12-27,15.5488
2022-12-28,8.38953
2022-12-29,10.32387
2022-12-30,8.55258
2022-12-31,15.6155
2023-01-01,7.90039
2023-01-02,4.81731
2023-01-03,4.5505
2023-01-04,4.75802
2023-01-05,4.38746
2023-01-06,4.40969
2023-01-07,3.59445
2023-01-08,3.35729
2023-01-09,4.10583
2023-01-10,3.86867
2023-01-11,3.95019
2023-01-12,4.03172
2023-01-13,4.06877
2023-01-14,3.28318
2023-01-15,3.80938
2023-01-16,3.89831
2023-01-17,3.8242
2023-01-18,4.26888
2023-01-19,3.93537
2023-01-20,3.56481
2023-01-21,2.34936
2023-01-22,2.08256
2023-01-23,2.52723
2023-01-24,3.26836
2023-01-25,3.73527
2023-01-26,3.99466
2023-01-27,4.01689
2023-01-28,4.03913
2023-01-29,3.57963
2023-01-30,4.16512
2023-01-31,4.23923
2023-02-01,4.07618
2023-02-02,3.92055
2023-02-03,3.81679
2023-02-04,3.14978
2023-02-05,3.4314
2023-02-06,3.79456
2023-02-07,3.80938
2023-02-08,3.83161
2023-02-09,4.16512
2023-02-10,3.8909
2023-02-11,3.54257
2023-02-12,3.30541
2023-02-13,3.54998
2023-02-14,3.66115
2023-02-15,3.8242
2023-02-16,4.43192
2023-02-17,3.83902
2023-02-18,2.93485
2023-02-19,2.52723
2023-02-20,3.6908
2023-02-21,3.80197
2023-02-22,3.66856
2023-02-23,3.53516
2023-02-24,3.60186
2023-02-25,2.66805
2023-02-26,2.92744
2023-02-27,3.75009
2023-02-28,3.87608
2023-03-01,3.28318
2023-03-02,3.3647
2023-03-03,3.61669
2023-03-04,2.7718
2023-03-05,2.86074
2023-03-06,3.46846
2023-03-07,3.61669
2023-03-08,3.46846
2023-03-09,3.52034
2023-03-10,3.81679
2023-03-11,3.12013
2023-03-12,3.21648
2023-03-13,3.67598
2023-03-14,3.84643
2023-03-15,3.66856
2023-03-16,3.87608
2023-03-17,3.49811
2023-03-18,2.89779
2023-03-19,2.83109
2023-03-20,4.01689
2023-03-21,3.61669
2023-03-22,3.95019
2023-03-23,3.75009
2023-03-24,4.05395
2023-03-25,3.94278
2023-03-26,4.56533
2023-03-27,3.86126
2023-03-28,4.6172
2023-03-29,4.03913
2023-03-30,3.88349
2023-03-31,5.06929
2023-04-01,2.80145
2023-04-02,2.78663
2023-04-03,3.32765
2023-04-04,3.60186
2023-04-05,3.84643
2023-04-06,3.86867
2023-04-07,3.73527
2023-04-08,3.14237
2023-04-09,3.04602
2023-04-10,3.94278
2023-04-11,3.74268
2023-04-12,4.217
2023-04-13,4.09842
2023-04-14,3.91314
2023-04-15,2.89038
2023-04-16,3.0979
2023-04-17,3.70562
2023-04-18,3.56481
2023-04-19,3.95019
2023-04-20,3.60927
2023-04-21,3.77973
2023-04-22,2.63099
2023-04-23,2.67546
2023-04-24,3.57222
2023-04-25,3.53516
2023-04-26,3.92796
2023-04-27,3.4314
2023-04-28,3.34988
2023-04-29,2.90521
2023-04-30,2.66063
2023-05-01,2.86815
2023-05-02,3.34247
2023-05-03,3.80938
2023-05-04,3.60186
2023-05-05,2.82368
2023-05-06,2.76439
2023-05-07,2.55688
2023-05-08,3.41658
2023-05-09,3.6241
2023-05-10,3.50552
2023-05-11,3.83161
2023-05-12,3.45364
2023-05-13,2.80145
2023-05-14,2.67546
2023-05-15,3.52775
2023-05-16,3.74268
2023-05-17,3.80197
2023-05-18,3.41658
2023-05-19,3.65374
2023-05-20,2.8385
2023-05-21,2.79404
2023-05-22,3.6908
2023-05-23,3.60186
2023-05-24,3.76491
2023-05-25,3.83161
2023-05-26,3.44623
2023-05-27,2.69028
2023-05-28,2.89779
2023-05-29,3.26836
