date,공모주청약방법
2020-07-18,0.75249
2020-07-19,0.92529
2020-07-20,1.34056
2020-07-21,1.49106
2020-07-22,1.64992
2020-07-23,1.53286
2020-07-24,1.14964
2020-07-25,0.54486
2020-07-26,1.3963
2020-07-27,1.31269
2020-07-28,1.17751
2020-07-29,1.19424
2020-07-30,1.06185
2020-07-31,0.73995
2020-08-01,0.4278
2020-08-02,0.39575
2020-08-03,1.93837
2020-08-04,5.84579
2020-08-05,3.21623
2020-08-06,2.77588
2020-08-07,2.21708
2020-08-08,1.85755
2020-08-09,1.6527
2020-08-10,3.08524
2020-08-11,2.35364
2020-08-12,1.75025
2020-08-13,1.64434
2020-08-14,2.43865
2020-08-15,1.94116
2020-08-16,1.14964
2020-08-17,1.25695
2020-08-18,1.4172
2020-08-19,1.29875
2020-08-20,1.38097
2020-08-21,1.34752
2020-08-22,1.12874
2020-08-23,0.93086
2020-08-24,1.85755
2020-08-25,3.00163
2020-08-26,9.9483
2020-08-27,6.59689
2020-08-28,7.71031
2020-08-29,2.89293
2020-08-30,3.64125
2020-08-31,30.64199
2020-09-01,34.39193
2020-09-02,13.86686
2020-09-03,6.31819
2020-09-04,2.90129
2020-09-05,1.13014
2020-09-06,2.18224
2020-09-07,1.9119
2020-09-08,1.49524
2020-09-09,1.78091
2020-09-10,4.25021
2020-09-11,2.86367
2020-09-12,0.99357
2020-09-13,0.91971
2020-09-14,1.62344
2020-09-15,1.289
2020-09-16,1.09112
2020-09-17,1.08833
2020-09-18,0.79569
2020-09-19,0.45428
2020-09-20,0.49748
2020-09-21,0.81102
2020-09-22,0.64101
2020-09-23,0.83889
2020-09-24,0.97546
2020-09-25,0.95873
2020-09-26,0.61314
2020-09-27,0.81799
2020-09-28,2.97515
2020-09-29,2.10141
2020-09-30,0.91693
2020-10-01,0.9225
2020-10-02,1.35728
2020-10-03,1.85755
2020-10-04,2.73128
2020-10-05,7.97229
2020-10-06,5.16575
2020-10-07,1.41302
2020-10-08,0.58248
2020-10-09,0.44174
2020-10-10,0.18951
2020-10-11,0.39436
2020-10-12,0.34001
2020-10-13,0.26894
2020-10-14,0.22017
2020-10-15,0.65077
2020-10-16,0.36928
2020-10-17,0.18533
2020-10-18,0.15607
2020-10-19,0.27034
2020-10-20,0.33583
2020-10-21,0.1923
2020-10-22,0.13377
2020-10-23,0.13238
2020-10-24,0.06688
2020-10-25,0.05992
2020-10-26,0.08082
2020-10-27,0.09615
2020-10-28,0.1282
2020-10-29,0.11008
2020-10-30,0.12262
2020-10-31,0.04737
2020-11-01,0.05016
2020-11-02,0.19648
2020-11-03,0.18533
2020-11-04,0.15328
2020-11-05,0.085
2020-11-06,0.12402
2020-11-07,0.06549
2020-11-08,0.10172
2020-11-09,0.11008
2020-11-10,0.1282
2020-11-11,0.11566
2020-11-12,0.24247
2020-11-13,0.19091
2020-11-14,0.07664
2020-11-15,0.14213
2020-11-16,0.18394
2020-11-17,0.1268
2020-11-18,0.21181
2020-11-19,0.23829
2020-11-20,0.20345
2020-11-21,0.12959
2020-11-22,0.23968
2020-11-23,0.3651
2020-11-24,0.39297
2020-11-25,0.386
2020-11-26,0.61314
2020-11-27,0.85561
2020-11-28,0.45567
2020-11-29,0.42502
2020-11-30,1.18866
2020-12-01,0.46264
2020-12-02,0.45289
2020-12-03,0.41666
2020-12-04,0.386
2020-12-05,0.35255
2020-12-06,0.50305
2020-12-07,0.8793
2020-12-08,0.86955
2020-12-09,0.59781
2020-12-10,0.79709
2020-12-11,0.61175
2020-12-12,0.35255
2020-12-13,0.28845
2020-12-14,0.61453
2020-12-15,0.76503
2020-12-16,0.48633
2020-12-17,0.44592
2020-12-18,0.44035
2020-12-19,0.2996
2020-12-20,0.31772
2020-12-21,0.54347
2020-12-22,0.80266
2020-12-23,0.64937
2020-12-24,0.49469
2020-12-25,0.42084
2020-12-26,0.31354
2020-12-27,0.34837
2020-12-28,0.39157
2020-12-29,0.59781
2020-12-30,0.66888
2020-12-31,0.72602
2021-01-01,0.66749
2021-01-02,0.60339
2021-01-03,0.68003
2021-01-04,0.99496
2021-01-05,1.17055
2021-01-06,0.97824
2021-01-07,0.9434
2021-01-08,1.0298
2021-01-09,2.00108
2021-01-10,1.45482
2021-01-11,1.49384
2021-01-12,1.60672
2021-01-13,1.58581
2021-01-14,1.51893
2021-01-15,1.22489
2021-01-16,0.77479
2021-01-17,1.05628
2021-01-18,1.38933
2021-01-19,1.88124
2021-01-20,2.26446
2021-01-21,3.34861
2021-01-22,3.19114
2021-01-23,1.46319
2021-01-24,1.52032
2021-01-25,2.39545
2021-01-26,2.85252
2021-01-27,2.13486
2021-01-28,1.53565
2021-01-29,1.11063
2021-01-30,0.55879
2021-01-31,0.61314
2021-02-01,1.04234
2021-02-02,2.28397
2021-02-03,2.12929
2021-02-04,1.28621
2021-02-05,1.69312
2021-02-06,1.37121
2021-02-07,1.27645
2021-02-08,1.60811
2021-02-09,1.57327
2021-02-10,1.71123
2021-02-11,1.26113
2021-02-12,1.59557
2021-02-13,2.26864
2021-02-14,2.91244
2021-02-15,4.34637
2021-02-16,4.97345
2021-02-17,2.57242
2021-02-18,1.93837
2021-02-19,1.5468
2021-02-20,1.18727
2021-02-21,1.93001
2021-02-22,1.99969
2021-02-23,3.00999
2021-02-24,4.6836
2021-02-25,4.66269
2021-02-26,4.29759
2021-02-27,2.70202
2021-02-28,2.56127
2021-03-01,5.05706
2021-03-02,6.62058
2021-03-03,6.35303
2021-03-04,8.08935
2021-03-05,8.65651
2021-03-06,5.3274
2021-03-07,7.25742
2021-03-08,28.77328
2021-03-09,59.51004
2021-03-10,40.08862
2021-03-11,8.04057
2021-03-12,5.38872
2021-03-13,1.95092
2021-03-14,1.79763
2021-03-15,2.35922
2021-03-16,2.55849
2021-03-17,2.58357
2021-03-18,7.32152
2021-03-19,4.24325
2021-03-20,2.57382
2021-03-21,2.44979
2021-03-22,3.71371
2021-03-23,2.67972
2021-03-24,1.60254
2021-03-25,1.10366
2021-03-26,1.35728
2021-03-27,0.81938
2021-03-28,0.82774
2021-03-29,1.06046
2021-03-30,0.96849
2021-03-31,1.13571
2021-04-01,1.74328
2021-04-02,1.70426
2021-04-03,1.25555
2021-04-04,1.25555
2021-04-05,1.50917
2021-04-06,1.62344
2021-04-07,1.88263
2021-04-08,1.81574
2021-04-09,2.31323
2021-04-10,1.58163
2021-04-11,2.34249
2021-04-12,3.87536
2021-04-13,3.65797
2021-04-14,2.72153
2021-04-15,2.77588
2021-04-16,2.66439
2021-04-17,2.24773
2021-04-18,2.46652
2021-04-19,4.69057
2021-04-20,4.5749
2021-04-21,7.00937
2021-04-22,7.53055
2021-04-23,7.40513
2021-04-24,5.1337
2021-04-25,7.58908
2021-04-26,20.85812
2021-04-27,62.63151
2021-04-28,100.0
2021-04-29,39.24415
2021-04-30,11.04081
2021-05-01,4.65573
2021-05-02,2.66579
2021-05-03,4.43834
2021-05-04,2.95007
2021-05-05,2.17945
2021-05-06,2.64628
2021-05-07,1.92026
2021-05-08,0.93504
2021-05-09,1.81853
2021-05-10,3.00999
2021-05-11,3.049
2021-05-12,1.55237
2021-05-13,1.06603
2021-05-14,0.71766
2021-05-15,0.44731
2021-05-16,0.6215
2021-05-17,0.62011
2021-05-18,0.37206
2021-05-19,0.45707
2021-05-20,0.58248
2021-05-21,0.51838
2021-05-22,0.3428
2021-05-23,0.37206
2021-05-24,0.50027
2021-05-25,0.58666
2021-05-26,0.70233
2021-05-27,0.59224
2021-05-28,0.5142
2021-05-29,0.42084
2021-05-30,0.31911
2021-05-31,0.72602
2021-06-01,0.79709
2021-06-02,1.00611
2021-06-03,1.0953
2021-06-04,0.66609
2021-06-05,0.48494
2021-06-06,0.80684
2021-06-07,1.02841
2021-06-08,1.01169
2021-06-09,0.84307
2021-06-10,0.61593
2021-06-11,0.54904
2021-06-12,0.33165
2021-06-13,0.59781
2021-06-14,0.85283
2021-06-15,1.59696
2021-06-16,1.45761
2021-06-17,1.50638
2021-06-18,1.59139
2021-06-19,0.772
2021-06-20,0.70372
2021-06-21,0.76225
2021-06-22,0.64937
2021-06-23,0.97127
2021-06-24,0.75389
2021-06-25,0.71208
2021-06-26,0.54347
2021-06-27,0.46404
2021-06-28,5.11977
2021-06-29,6.14539
2021-06-30,3.62453
2021-07-01,2.22544
2021-07-02,3.1354
2021-07-03,3.38763
2021-07-04,2.45955
2021-07-05,4.20005
2021-07-06,3.46706
2021-07-07,4.43416
2021-07-08,7.89147
2021-07-09,5.48208
2021-07-10,1.54819
2021-07-11,1.34474
2021-07-12,2.44283
2021-07-13,2.59751
2021-07-14,2.9849
2021-07-15,2.5557
2021-07-16,2.71735
2021-07-17,1.59418
2021-07-18,1.49942
2021-07-19,2.51808
2021-07-20,3.25525
2021-07-21,5.35806
2021-07-22,7.00659
2021-07-23,11.1927
2021-07-24,6.92437
2021-07-25,10.50013
2021-07-26,25.97511
2021-07-27,10.55308
2021-07-28,3.71789
2021-07-29,4.25997
2021-07-30,3.13401
2021-07-31,1.46319
2021-08-01,1.46737
2021-08-02,3.18836
2021-08-03,2.68251
2021-08-04,1.66524
2021-08-05,2.1265
2021-08-06,6.47566
2021-08-07,3.07548
2021-08-08,2.8567
2021-08-09,10.51406
2021-08-10,8.17575
2021-08-11,2.95285
2021-08-12,2.69366
2021-08-13,1.99829
2021-08-14,1.08554
2021-08-15,1.0089
2021-08-16,2.32159
2021-08-17,1.87706
2021-08-18,1.94952
2021-08-19,2.1265
2021-08-20,2.15855
2021-08-21,1.34752
2021-08-22,1.39769
2021-08-23,3.08106
2021-08-24,7.0247
2021-08-25,5.86948
2021-08-26,1.85058
2021-08-27,1.27367
2021-08-28,0.85701
2021-08-29,0.97546
2021-08-30,2.27978
2021-08-31,3.11589
2021-09-01,6.5955
2021-09-02,4.22374
2021-09-03,2.54595
2021-09-04,1.84501
2021-09-05,2.05682
2021-09-06,5.92243
2021-09-07,13.53938
2021-09-08,10.05002
2021-09-09,2.38569
2021-09-10,1.58442
2021-09-11,0.92668
2021-09-12,0.99078
2021-09-13,1.50917
2021-09-14,2.24216
2021-09-15,1.41441
2021-09-16,0.93365
2021-09-17,1.976
2021-09-18,0.93644
2021-09-19,0.78594
2021-09-20,0.86676
2021-09-21,0.67724
2021-09-22,0.85701
2021-09-23,1.15522
2021-09-24,1.41163
2021-09-25,1.03816
2021-09-26,1.21096
2021-09-27,2.39684
2021-09-28,2.4275
2021-09-29,1.29596
2021-09-30,1.26113
2021-10-01,0.76782
2021-10-02,0.35673
2021-10-03,0.34837
2021-10-04,0.44731
2021-10-05,0.50723
2021-10-06,0.47936
2021-10-07,0.56855
2021-10-08,0.49748
2021-10-09,0.39436
2021-10-10,0.29681
2021-10-11,0.44731
2021-10-12,0.97546
2021-10-13,0.90996
2021-10-14,0.49191
2021-10-15,0.48215
2021-10-16,0.3428
2021-10-17,0.38739
2021-10-18,0.56994
2021-10-19,0.97685
2021-10-20,1.2444
2021-10-21,1.92026
2021-10-22,2.19339
2021-10-23,2.29651
2021-10-24,3.08384
2021-10-25,11.70552
2021-10-26,6.79199
2021-10-27,1.68893
2021-10-28,0.98103
2021-10-29,0.73298
2021-10-30,0.52396
2021-10-31,0.62011
2021-11-01,1.88263
2021-11-02,1.92305
2021-11-03,5.47651
2021-11-04,2.54873
2021-11-05,1.33359
2021-11-06,0.72323
2021-11-07,0.8375
2021-11-08,1.1385
2021-11-09,1.08415
2021-11-10,1.32105
2021-11-11,1.59975
2021-11-12,0.99636
2021-11-13,0.37485
2021-11-14,0.53789
2021-11-15,0.7079
2021-11-16,0.7511
2021-11-17,0.60757
2021-11-18,0.59781
2021-11-19,0.46264
2021-11-20,0.35395
2021-11-21,0.43198
2021-11-22,0.76085
2021-11-23,0.62847
2021-11-24,0.73716
2021-11-25,0.71487
2021-11-26,0.58666
2021-11-27,0.28985
2021-11-28,0.32608
2021-11-29,0.43059
2021-11-30,0.50305
2021-12-01,0.62011
2021-12-02,0.63822
2021-12-03,0.49748
2021-12-04,0.29263
2021-12-05,0.34977
2021-12-06,0.83053
2021-12-07,0.93783
2021-12-08,2.12371
2021-12-09,1.67221
2021-12-10,1.12317
2021-12-11,0.85143
2021-12-12,1.85476
2021-12-13,1.70844
2021-12-14,1.34752
2021-12-15,1.289
2021-12-16,1.13153
2021-12-17,1.04513
2021-12-18,0.70511
2021-12-19,0.86119
2021-12-20,1.12317
2021-12-21,1.13571
2021-12-22,1.05628
2021-12-23,1.03677
2021-12-24,0.96431
2021-12-25,0.90439
2021-12-26,1.17612
2021-12-27,1.49942
2021-12-28,1.59975
2021-12-29,1.40326
2021-12-30,1.68336
2021-12-31,1.36285
2022-01-01,1.32523
2022-01-02,2.07633
2022-01-03,3.08106
2022-01-04,3.47681
2022-01-05,3.48796
2022-01-06,4.25718
2022-01-07,3.61477
2022-01-08,2.62398
2022-01-09,4.13037
2022-01-10,5.78169
2022-01-11,7.40931
2022-01-12,10.76071
2022-01-13,16.53683
2022-01-14,15.39694
2022-01-15,12.75901
2022-01-16,18.09896
2022-01-17,54.2523
2022-01-18,84.51387
2022-01-19,38.72158
2022-01-20,15.20463
2022-01-21,7.18078
2022-01-22,3.08245
2022-01-23,2.49578
2022-01-24,3.18557
2022-01-25,2.62956
2022-01-26,2.82465
2022-01-27,9.65566
2022-01-28,3.92971
2022-01-29,1.88542
2022-01-30,1.459
2022-01-31,1.34752
2022-02-01,1.51753
2022-02-02,1.64713
2022-02-03,2.14601
2022-02-04,1.94952
2022-02-05,1.31408
2022-02-06,1.2458
2022-02-07,2.03313
2022-02-08,1.81574
2022-02-09,1.31408
2022-02-10,1.29875
2022-02-11,1.15522
2022-02-12,0.87512
2022-02-13,0.98242
2022-02-14,2.1265
2022-02-15,1.88681
2022-02-16,1.21653
2022-02-17,1.09808
2022-02-18,0.75389
2022-02-19,0.46961
2022-02-20,0.59085
2022-02-21,0.96152
2022-02-22,0.79709
2022-02-23,0.61453
2022-02-24,0.44453
2022-02-25,0.39854
2022-02-26,0.26476
2022-02-27,0.31075
2022-02-28,0.44871
2022-03-01,0.30796
2022-03-02,0.41387
2022-03-03,0.52674
2022-03-04,0.28985
2022-03-05,0.21042
2022-03-06,0.29681
2022-03-07,0.63962
2022-03-08,0.52117
2022-03-09,0.14771
2022-03-10,0.17976
2022-03-11,0.1923
2022-03-12,0.12123
2022-03-13,0.1714
2022-03-14,0.30239
2022-03-15,0.47797
2022-03-16,0.39436
2022-03-17,0.19369
2022-03-18,0.30239
2022-03-19,0.19927
2022-03-20,0.16582
2022-03-21,0.3205
2022-03-22,0.59224
2022-03-23,0.59503
2022-03-24,0.26894
2022-03-25,0.16443
2022-03-26,0.1282
2022-03-27,0.09197
2022-03-28,0.17
2022-03-29,0.16582
2022-03-30,0.12959
2022-03-31,0.14631
2022-04-01,0.12959
2022-04-02,0.11148
2022-04-03,0.10172
2022-04-04,0.14074
2022-04-05,0.13795
2022-04-06,0.18255
2022-04-07,0.11844
2022-04-08,0.15328
2022-04-09,0.08779
2022-04-10,0.11008
2022-04-11,0.18533
2022-04-12,0.20902
2022-04-13,0.13517
2022-04-14,0.13935
2022-04-15,0.1282
2022-04-16,0.14353
2022-04-17,0.19091
2022-04-18,0.47936
2022-04-19,0.86676
2022-04-20,0.62011
2022-04-21,0.22017
2022-04-22,0.15607
2022-04-23,0.11148
2022-04-24,0.14213
2022-04-25,0.19648
2022-04-26,0.23968
2022-04-27,0.30936
2022-04-28,0.28009
2022-04-29,0.28148
2022-04-30,0.17976
2022-05-01,0.25083
2022-05-02,0.43198
2022-05-03,0.55879
2022-05-04,0.46961
2022-05-05,0.25222
2022-05-06,0.22017
2022-05-07,0.11984
2022-05-08,0.17836
2022-05-09,0.30517
2022-05-10,0.25222
2022-05-11,0.54625
2022-05-12,0.34001
2022-05-13,0.16304
2022-05-14,0.05992
2022-05-15,0.05016
2022-05-16,0.09197
2022-05-17,0.09754
2022-05-18,0.09754
2022-05-19,0.05574
2022-05-20,0.10033
2022-05-21,0.05574
2022-05-22,0.085
2022-05-23,0.08082
2022-05-24,0.16443
2022-05-25,0.11148
2022-05-26,0.085
2022-05-27,0.07385
2022-05-28,0.03901
2022-05-29,0.03065
2022-05-30,0.02926
2022-05-31,0.0418
2022-06-01,0.02787
2022-06-02,0.01254
2022-06-03,0.0195
2022-06-04,0.05016
2022-06-05,0.05992
2022-06-06,0.04598
2022-06-07,0.07246
2022-06-08,0.21878
2022-06-09,0.23411
2022-06-10,0.05016
2022-06-11,0.0209
2022-06-12,0.02647
2022-06-13,0.10172
2022-06-14,0.20066
2022-06-15,0.20066
2022-06-16,0.07943
2022-06-17,0.06688
2022-06-18,0.06131
2022-06-19,0.06131
2022-06-20,0.08639
2022-06-21,0.17279
2022-06-22,0.09475
2022-06-23,0.05156
2022-06-24,0.04041
2022-06-25,0.02926
2022-06-26,0.04041
2022-06-27,0.06967
2022-06-28,0.10312
2022-06-29,0.05574
2022-06-30,0.09197
2022-07-01,0.06688
2022-07-02,0.05156
2022-07-03,0.06828
2022-07-04,0.08918
2022-07-05,0.16304
2022-07-06,0.21878
2022-07-07,0.18255
2022-07-08,0.07664
2022-07-09,0.05434
2022-07-10,0.03623
2022-07-11,0.10869
2022-07-12,0.12959
2022-07-13,0.10869
2022-07-14,0.23411
2022-07-15,0.34419
2022-07-16,0.21878
2022-07-17,0.51699
2022-07-18,1.87427
2022-07-19,1.66246
2022-07-20,0.25222
2022-07-21,0.12541
2022-07-22,0.07106
2022-07-23,0.03483
2022-07-24,0.04319
2022-07-25,0.11705
2022-07-26,0.20763
2022-07-27,0.22435
2022-07-28,0.15328
2022-07-29,0.13099
2022-07-30,0.05016
2022-07-31,0.04041
2022-08-01,0.07803
2022-08-02,0.09615
2022-08-03,0.07943
2022-08-04,0.16861
2022-08-05,0.1282
2022-08-06,0.07664
2022-08-07,0.07385
2022-08-08,0.25083
2022-08-09,0.44313
2022-08-10,0.45567
2022-08-11,0.18255
2022-08-12,0.05295
2022-08-13,0.0209
2022-08-14,0.01254
2022-08-15,0.01254
2022-08-16,0.05156
2022-08-17,0.02787
2022-08-18,0.01254
2022-08-19,0.02229
2022-08-20,0.0209
2022-08-21,0.01393
2022-08-22,0.03344
2022-08-23,0.03205
2022-08-24,0.03205
2022-08-25,0.0418
2022-08-26,0.03065
2022-08-27,0.02229
2022-08-28,0.02229
2022-08-29,0.04737
2022-08-30,0.05574
2022-08-31,0.04041
2022-09-01,0.04877
2022-09-02,0.04877
2022-09-03,0.01532
2022-09-04,0.01811
2022-09-05,0.02368
2022-09-06,0.0418
2022-09-07,0.02787
2022-09-08,0.02229
2022-09-09,0.00975
2022-09-10,0.01811
2022-09-11,0.02229
2022-09-12,0.02647
2022-09-13,0.05852
2022-09-14,0.08779
2022-09-15,0.17558
2022-09-16,0.15607
2022-09-17,0.05992
2022-09-18,0.04598
2022-09-19,0.1073
2022-09-20,0.22714
2022-09-21,0.15886
2022-09-22,0.08082
2022-09-23,0.04737
2022-09-24,0.03065
2022-09-25,0.03623
2022-09-26,0.09057
2022-09-27,0.16164
2022-09-28,0.06828
2022-09-29,0.03762
2022-09-30,0.04877
2022-10-01,0.03762
2022-10-02,0.03065
2022-10-03,0.0418
2022-10-04,0.15746
2022-10-05,0.16025
2022-10-06,0.09615
2022-10-07,0.03901
2022-10-08,0.00975
2022-10-09,0.0209
2022-10-10,0.02229
2022-10-11,0.03205
2022-10-12,0.03623
2022-10-13,0.03065
2022-10-14,0.04041
2022-10-15,0.01672
2022-10-16,0.0195
2022-10-17,0.07385
2022-10-18,0.09336
2022-10-19,0.08221
2022-10-20,0.0627
2022-10-21,0.02926
2022-10-22,0.01532
2022-10-23,0.0195
2022-10-24,0.04319
2022-10-25,0.06967
2022-10-26,0.11426
2022-10-27,0.0641
2022-10-28,0.02787
2022-10-29,0.01811
2022-10-30,0.01672
2022-10-31,0.03901
2022-11-01,0.03205
2022-11-02,0.05016
2022-11-03,0.03623
2022-11-04,0.03205
2022-11-05,0.01672
2022-11-06,0.04041
2022-11-07,0.08221
2022-11-08,0.07943
2022-11-09,0.0418
2022-11-10,0.03901
2022-11-11,0.02508
2022-11-12,0.00696
2022-11-13,0.00696
2022-11-14,0.03205
2022-11-15,0.02926
2022-11-16,0.03483
2022-11-17,0.03065
2022-11-18,0.01114
2022-11-19,0.01254
2022-11-20,0.01114
2022-11-21,0.00975
2022-11-22,0.00975
2022-11-23,0.02926
2022-11-24,0.03344
2022-11-25,0.03483
2022-11-29,0.00696
2022-11-30,0.00696
2022-12-01,0.00696
2022-12-05,0.00975
2022-12-06,0.02229
2022-12-07,0.0195
2022-12-08,0.00696
2022-12-09,0.0195
2022-12-10,0.00836
2022-12-11,0.00836
2022-12-12,0.0195
2022-12-13,0.05992
2022-12-14,0.05434
2022-12-15,0.02229
2022-12-19,0.01254
2022-12-20,0.01393
2022-12-21,0.01393
2022-12-22,0.00696
2022-12-23,0.01254
2022-12-31,0.00836
2023-01-02,0.00836
2023-01-03,0.00975
2023-01-04,0.01672
2023-01-06,0.01532
2023-01-07,0.00696
2023-01-08,0.01254
2023-01-09,0.01254
2023-01-10,0.11008
2023-01-11,0.0641
2023-01-12,0.03762
2023-01-13,0.03344
2023-01-14,0.0209
2023-01-15,0.02368
2023-01-16,0.12541
2023-01-17,0.11426
2023-01-18,0.02229
2023-01-19,0.05016
2023-01-20,0.04319
2023-01-21,0.02926
2023-01-22,0.01114
2023-01-23,0.03901
2023-01-24,0.06828
2023-01-25,0.15886
2023-01-26,0.24943
2023-01-27,0.22714
2023-01-28,0.05992
2023-01-29,0.02787
2023-01-30,0.16164
2023-01-31,0.24386
2023-02-01,0.17279
2023-02-02,0.09057
2023-02-03,0.18115
2023-02-04,0.10033
2023-02-05,0.09475
2023-02-06,0.24525
2023-02-07,0.42641
2023-02-08,0.31075
2023-02-09,0.26058
2023-02-10,0.19509
2023-02-11,0.09336
2023-02-12,0.085
2023-02-13,0.14074
2023-02-14,0.10869
2023-02-15,0.17279
2023-02-16,0.17697
2023-02-17,0.13099
2023-02-18,0.12959
2023-02-19,0.16304
2023-02-20,0.46125
2023-02-21,0.4501
2023-02-22,0.16164
2023-02-23,0.09336
2023-02-24,0.06967
2023-02-25,0.05295
2023-02-26,0.05992
2023-02-27,0.10869
2023-02-28,0.11148
2023-03-01,0.11844
2023-03-02,0.22992
2023-03-03,0.21878
2023-03-04,0.08639
2023-03-05,0.05992
2023-03-06,0.06828
2023-03-07,0.09197
2023-03-08,0.06131
2023-03-09,0.05574
2023-03-10,0.03901
2023-03-11,0.02368
2023-03-12,0.03483
2023-03-13,0.09336
2023-03-14,0.03762
2023-03-15,0.02508
2023-03-16,0.04877
2023-03-17,0.05574
2023-03-18,0.02787
2023-03-19,0.03901
2023-03-20,0.13656
2023-03-21,0.14631
2023-03-22,0.1073
2023-03-23,0.04737
2023-03-24,0.02926
2023-03-25,0.0418
2023-03-26,0.02508
2023-03-27,0.09615
2023-03-28,0.08639
2023-03-29,0.05016
2023-03-30,0.05574
2023-03-31,0.02508
2023-04-01,0.02926
2023-04-02,0.03483
2023-04-03,0.05295
2023-04-04,0.04319
2023-04-05,0.04319
2023-04-06,0.04737
2023-04-07,0.05295
2023-04-08,0.02368
2023-04-09,0.02368
2023-04-10,0.05574
2023-04-11,0.07106
2023-04-12,0.05156
2023-04-13,0.09615
2023-04-14,0.09893
2023-04-15,0.09475
2023-04-16,0.08221
2023-04-17,0.30657
2023-04-18,0.26058
2023-04-19,0.07246
2023-04-20,0.06131
2023-04-21,0.04737
2023-04-22,0.02787
2023-04-23,0.03344
2023-04-24,0.09475
2023-04-25,0.06967
2023-04-26,0.03762
2023-04-27,0.04041
2023-04-28,0.03344
2023-04-29,0.01114
2023-04-30,0.00975
2023-05-01,0.02787
2023-05-02,0.03205
2023-05-03,0.04877
2023-05-04,0.05992
2023-05-05,0.02647
2023-05-06,0.03205
2023-05-07,0.03901
2023-05-08,0.21738
2023-05-09,0.23829
2023-05-10,0.14492
2023-05-11,0.09057
2023-05-12,0.08639
2023-05-13,0.06688
2023-05-14,0.08918
2023-05-15,0.30936
2023-05-16,0.23271
2023-05-17,0.05574
2023-05-18,0.05016
2023-05-19,0.04319
2023-05-20,0.02229
2023-05-21,0.03205
2023-05-22,0.10869
2023-05-23,0.1282
2023-05-24,0.2578
2023-05-25,0.44453
2023-05-26,0.26198
2023-05-27,0.01672
2023-05-28,0.02647
2023-05-29,0.03762
2023-05-30,0.06967
2023-05-31,0.04319
2023-06-01,0.06549
2023-06-02,0.04459
2023-06-03,0.01114
2023-06-04,0.04598
2023-06-05,0.0418
2023-06-06,0.03205
2023-06-07,0.07385
2023-06-08,0.18394
2023-06-09,0.14631
2023-06-10,0.05852
2023-06-11,0.06131
2023-06-12,0.11705
2023-06-13,0.35534
2023-06-14,0.20763
2023-06-15,0.21599
2023-06-16,0.15886
