date,예창패
2020-11-05,5.314
2020-11-09,3.86473
2020-11-12,3.38164
2020-11-13,2.89855
2020-11-20,2.89855
2020-11-24,3.86473
2020-11-25,6.28019
2020-12-01,3.38164
2020-12-02,2.89855
2020-12-03,2.41545
2020-12-07,2.89855
2020-12-09,3.38164
2020-12-15,2.41545
2020-12-16,2.89855
2020-12-17,4.83091
2020-12-22,2.89855
2020-12-24,2.89855
2020-12-29,2.89855
2020-12-30,6.28019
2020-12-31,7.72946
2021-01-01,2.41545
2021-01-02,2.89855
2021-01-05,6.28019
2021-01-07,2.41545
2021-01-08,3.38164
2021-01-11,5.7971
2021-01-12,3.38164
2021-01-15,7.24637
2021-01-18,3.86473
2021-01-19,5.7971
2021-01-21,3.86473
2021-01-22,6.76328
2021-01-24,2.41545
2021-01-25,8.21256
2021-01-26,12.56038
2021-01-27,7.24637
2021-01-28,6.76328
2021-01-29,3.86473
2021-01-30,2.89855
2021-01-31,2.89855
2021-02-01,7.72946
2021-02-02,4.34782
2021-02-03,10.14492
2021-02-04,6.28019
2021-02-05,8.69565
2021-02-06,6.28019
2021-02-07,2.41545
2021-02-08,9.17874
2021-02-09,2.41545
2021-02-10,5.314
2021-02-12,3.86473
2021-02-13,2.41545
2021-02-14,4.34782
2021-02-15,10.62801
2021-02-16,14.97584
2021-02-17,19.32367
2021-02-18,14.00966
2021-02-19,17.3913
2021-02-20,10.14492
2021-02-21,4.83091
2021-02-22,6.76328
2021-02-23,17.87439
2021-02-24,17.3913
2021-02-25,17.87439
2021-02-26,10.14492
2021-02-27,5.7971
2021-03-01,10.62801
2021-03-02,14.97584
2021-03-03,16.90821
2021-03-04,12.07729
2021-03-05,15.94202
2021-03-06,7.72946
2021-03-07,11.5942
2021-03-08,16.90821
2021-03-09,18.84057
2021-03-10,14.00966
2021-03-11,15.45893
2021-03-12,12.56038
2021-03-13,6.28019
2021-03-14,6.28019
2021-03-15,17.87439
2021-03-16,16.90821
2021-03-17,14.49275
2021-03-18,22.22222
2021-03-19,18.84057
2021-03-20,12.56038
2021-03-21,12.07729
2021-03-22,18.35748
2021-03-23,16.90821
2021-03-24,17.3913
2021-03-25,16.90821
2021-03-26,14.97584
2021-03-27,4.83091
2021-03-28,15.94202
2021-03-29,31.40096
2021-03-30,28.9855
2021-03-31,29.46859
2021-04-01,16.90821
2021-04-02,22.70531
2021-04-03,9.66183
2021-04-04,9.17874
2021-04-05,21.25603
2021-04-06,19.80676
2021-04-07,15.45893
2021-04-08,25.12077
2021-04-09,15.45893
2021-04-10,10.62801
2021-04-11,14.49275
2021-04-12,29.46859
2021-04-13,29.46859
2021-04-14,28.9855
2021-04-15,26.57004
2021-04-16,34.29951
2021-04-17,24.15458
2021-04-18,30.43478
2021-04-19,64.2512
2021-04-20,28.01932
2021-04-21,16.90821
2021-04-22,18.84057
2021-04-23,21.25603
2021-04-24,9.66183
2021-04-25,7.24637
2021-04-26,18.35748
2021-04-27,16.42512
2021-04-28,18.84057
2021-04-29,20.28985
2021-04-30,67.14975
2021-05-01,24.15458
2021-05-02,11.5942
2021-05-03,24.15458
2021-05-04,15.45893
2021-05-05,5.314
2021-05-06,12.07729
2021-05-07,4.34782
2021-05-08,5.7971
2021-05-09,2.89855
2021-05-10,11.11111
2021-05-11,9.17874
2021-05-12,10.14492
2021-05-13,11.5942
2021-05-14,5.314
2021-05-15,3.86473
2021-05-17,10.14492
2021-05-18,20.28985
2021-05-19,12.56038
2021-05-20,14.97584
2021-05-21,21.73913
2021-05-22,5.314
2021-05-23,3.38164
2021-05-24,19.32367
2021-05-25,25.60386
2021-05-26,64.73429
2021-05-27,24.63768
2021-05-28,13.52657
2021-05-29,8.69565
2021-05-30,5.314
2021-05-31,39.61352
2021-06-01,23.67149
2021-06-02,11.11111
2021-06-03,16.42512
2021-06-04,6.28019
2021-06-05,4.83091
2021-06-06,6.76328
2021-06-07,7.24637
2021-06-08,3.38164
2021-06-09,2.89855
2021-06-10,5.314
2021-06-11,8.21256
2021-06-12,5.7971
2021-06-14,7.72946
2021-06-15,9.66183
2021-06-16,5.314
2021-06-17,3.38164
2021-06-19,3.38164
2021-06-20,4.83091
2021-06-21,2.89855
2021-06-22,8.21256
2021-06-23,3.38164
2021-06-24,3.86473
2021-06-25,2.89855
2021-06-26,2.41545
2021-06-27,2.41545
2021-06-28,10.62801
2021-06-29,7.24637
2021-06-30,4.83091
2021-07-01,10.14492
2021-07-05,8.69565
2021-07-06,2.41545
2021-07-07,10.62801
2021-07-08,5.314
2021-07-09,2.89855
2021-07-10,2.41545
2021-07-11,3.86473
2021-07-12,8.69565
2021-07-13,6.28019
2021-07-14,8.21256
2021-07-15,7.24637
2021-07-16,7.24637
2021-07-17,2.41545
2021-07-18,4.83091
2021-07-19,4.83091
2021-07-20,4.83091
2021-07-21,8.21256
2021-07-22,4.83091
2021-07-23,2.89855
2021-07-25,4.34782
2021-07-26,2.41545
2021-07-27,10.14492
2021-07-28,4.34782
2021-07-29,2.41545
2021-07-30,8.69565
2021-08-02,2.41545
2021-08-03,3.38164
2021-08-04,8.21256
2021-08-05,4.34782
2021-08-06,2.41545
2021-08-08,2.41545
2021-08-09,4.34782
2021-08-10,2.41545
2021-08-11,7.24637
2021-08-13,6.28019
2021-08-17,2.41545
2021-08-18,2.89855
2021-08-19,2.41545
2021-08-20,5.314
2021-08-23,6.28019
2021-08-24,3.38164
2021-08-25,2.89855
2021-08-27,2.41545
2021-08-28,2.89855
2021-08-29,2.89855
2021-08-30,6.28019
2021-08-31,2.41545
2021-09-01,3.86473
2021-09-02,8.69565
2021-09-03,2.41545
2021-09-04,2.41545
2021-09-06,5.7971
2021-09-07,8.21256
2021-09-08,3.86473
2021-09-11,3.86473
2021-09-12,2.89855
2021-09-13,4.34782
2021-09-14,2.89855
2021-09-16,2.41545
2021-09-19,3.86473
2021-09-22,2.41545
2021-09-23,7.72946
2021-09-25,3.86473
2021-09-27,6.76328
2021-09-28,4.83091
2021-09-29,3.86473
2021-09-30,4.83091
2021-10-01,5.7971
2021-10-04,7.24637
2021-10-05,7.24637
2021-10-06,2.89855
2021-10-07,2.41545
2021-10-08,4.83091
2021-10-11,4.34782
2021-10-13,5.7971
2021-10-14,2.41545
2021-10-15,5.314
2021-10-18,3.86473
2021-10-19,5.7971
2021-10-20,4.83091
2021-10-21,8.69565
2021-10-22,3.86473
2021-10-24,2.89855
2021-10-25,3.38164
2021-10-26,2.89855
2021-10-27,2.89855
2021-10-28,2.89855
2021-11-01,6.28019
2021-11-02,7.24637
2021-11-04,5.314
2021-11-05,4.83091
2021-11-07,3.38164
2021-11-08,2.41545
2021-11-09,6.76328
2021-11-10,4.34782
2021-11-11,5.314
2021-11-12,6.76328
2021-11-14,4.34782
2021-11-15,2.89855
2021-11-16,8.69565
2021-11-17,5.7971
2021-11-18,4.83091
2021-11-19,7.24637
2021-11-22,7.24637
2021-11-23,8.69565
2021-11-24,7.24637
2021-11-25,7.24637
2021-11-26,8.21256
2021-11-27,2.41545
2021-11-28,3.86473
2021-11-29,9.66183
2021-11-30,6.76328
2021-12-01,8.21256
2021-12-02,7.24637
2021-12-03,13.04347
2021-12-04,6.28019
2021-12-05,6.76328
2021-12-06,5.7971
2021-12-07,5.314
2021-12-08,7.24637
2021-12-09,11.11111
2021-12-10,5.7971
2021-12-11,8.21256
2021-12-12,2.41545
2021-12-13,10.14492
2021-12-14,7.24637
2021-12-15,3.38164
2021-12-16,6.28019
2021-12-17,3.38164
2021-12-18,2.89855
2021-12-20,4.34782
2021-12-21,8.69565
2021-12-22,8.21256
2021-12-23,7.72946
2021-12-24,6.76328
2021-12-27,8.21256
2021-12-28,6.28019
2021-12-29,12.56038
2021-12-30,7.24637
2021-12-31,6.76328
2022-01-01,9.17874
2022-01-02,8.21256
2022-01-03,10.62801
2022-01-04,16.90821
2022-01-05,17.87439
2022-01-06,19.32367
2022-01-07,18.35748
2022-01-08,8.21256
2022-01-09,10.14492
2022-01-10,21.73913
2022-01-11,17.87439
2022-01-12,19.32367
2022-01-13,9.17874
2022-01-14,12.56038
2022-01-15,12.56038
2022-01-16,7.24637
2022-01-17,12.56038
2022-01-18,11.5942
2022-01-19,16.90821
2022-01-20,19.80676
2022-01-21,9.66183
2022-01-22,10.14492
2022-01-23,7.72946
2022-01-24,20.77294
2022-01-25,20.28985
2022-01-26,12.56038
2022-01-27,17.3913
2022-01-28,15.94202
2022-01-29,10.14492
2022-01-30,12.07729
2022-01-31,6.28019
2022-02-02,12.07729
2022-02-03,23.1884
2022-02-04,24.15458
2022-02-05,17.3913
2022-02-06,10.62801
2022-02-07,18.84057
2022-02-08,19.32367
2022-02-09,17.87439
2022-02-10,16.42512
2022-02-11,17.3913
2022-02-12,14.00966
2022-02-13,14.00966
2022-02-14,23.1884
2022-02-15,19.32367
2022-02-16,26.57004
2022-02-17,26.57004
2022-02-18,20.77294
2022-02-19,19.32367
2022-02-20,16.42512
2022-02-21,29.46859
2022-02-22,25.60386
2022-02-23,28.9855
2022-02-24,42.02898
2022-02-25,35.74879
2022-02-26,15.45893
2022-02-27,24.15458
2022-02-28,41.54589
2022-03-01,23.67149
2022-03-02,27.05314
2022-03-03,26.08695
2022-03-04,24.63768
2022-03-05,26.08695
2022-03-06,16.90821
2022-03-07,46.8599
2022-03-08,28.50241
2022-03-09,19.32367
2022-03-10,38.16425
2022-03-11,32.36714
2022-03-12,26.08695
2022-03-13,24.63768
2022-03-14,49.27536
2022-03-15,59.42028
2022-03-16,66.18357
2022-03-17,60.38647
2022-03-18,29.95169
2022-03-19,24.15458
2022-03-20,16.90821
2022-03-21,29.46859
2022-03-22,19.80676
2022-03-23,22.22222
2022-03-24,22.22222
2022-03-25,10.14492
2022-03-26,8.69565
2022-03-27,8.21256
2022-03-28,17.87439
2022-03-29,17.87439
2022-03-30,15.94202
2022-03-31,23.1884
2022-04-01,18.84057
2022-04-02,14.00966
2022-04-03,10.14492
2022-04-04,30.91787
2022-04-05,44.44444
2022-04-06,30.91787
2022-04-07,19.80676
2022-04-08,27.53623
2022-04-09,4.83091
2022-04-10,14.97584
2022-04-11,32.36714
2022-04-12,40.57971
2022-04-13,26.57004
2022-04-14,27.05314
2022-04-15,13.52657
2022-04-16,5.7971
2022-04-17,8.69565
2022-04-18,11.11111
2022-04-19,11.11111
2022-04-20,9.66183
2022-04-21,11.11111
2022-04-22,6.76328
2022-04-23,8.21256
2022-04-24,3.38164
2022-04-25,13.04347
2022-04-26,7.72946
2022-04-27,13.52657
2022-04-28,12.07729
2022-04-29,13.04347
2022-04-30,6.28019
2022-05-01,4.34782
2022-05-02,13.04347
2022-05-03,16.90821
2022-05-04,11.5942
2022-05-05,4.34782
2022-05-06,10.14492
2022-05-08,6.28019
2022-05-09,24.63768
2022-05-10,28.9855
2022-05-11,37.19806
2022-05-12,25.60386
2022-05-13,11.11111
2022-05-14,6.28019
2022-05-15,6.76328
2022-05-16,17.3913
2022-05-17,17.3913
2022-05-18,14.49275
2022-05-19,12.07729
2022-05-20,12.07729
2022-05-21,4.83091
2022-05-22,2.89855
2022-05-23,7.72946
2022-05-24,8.69565
2022-05-25,10.14492
2022-05-26,10.62801
2022-05-27,6.76328
2022-05-29,2.89855
2022-05-30,18.84057
2022-05-31,16.42512
2022-06-01,13.04347
2022-06-02,17.87439
2022-06-03,8.69565
2022-06-04,2.41545
2022-06-05,7.72946
2022-06-06,4.34782
2022-06-07,7.72946
2022-06-08,10.14492
2022-06-09,10.14492
2022-06-10,9.66183
2022-06-12,4.34782
2022-06-13,8.21256
2022-06-14,9.66183
2022-06-15,9.66183
2022-06-16,5.314
2022-06-17,2.41545
2022-06-19,3.38164
2022-06-20,8.21256
2022-06-21,10.14492
2022-06-22,7.24637
2022-06-23,3.86473
2022-06-24,3.38164
2022-06-25,3.86473
2022-06-26,4.83091
2022-06-27,9.17874
2022-06-28,4.83091
2022-06-29,7.24637
2022-06-30,5.314
2022-07-01,6.76328
2022-07-02,5.7971
2022-07-03,2.89855
2022-07-04,7.24637
2022-07-05,7.72946
2022-07-06,3.38164
2022-07-07,3.38164
2022-07-08,7.24637
2022-07-09,3.86473
2022-07-10,2.89855
2022-07-11,9.17874
2022-07-12,3.38164
2022-07-13,9.17874
2022-07-14,6.28019
2022-07-15,2.89855
2022-07-16,6.76328
2022-07-17,3.38164
2022-07-18,6.28019
2022-07-19,10.62801
2022-07-20,9.66183
2022-07-21,4.83091
2022-07-22,8.21256
2022-07-23,4.34782
2022-07-24,2.89855
2022-07-25,7.24637
2022-07-26,8.69565
2022-07-27,12.56038
2022-07-28,4.83091
2022-07-29,13.52657
2022-08-01,9.17874
2022-08-02,6.76328
2022-08-03,7.72946
2022-08-04,7.24637
2022-08-05,7.24637
2022-08-06,7.72946
2022-08-08,2.89855
2022-08-09,6.76328
2022-08-10,3.38164
2022-08-11,3.86473
2022-08-12,2.89855
2022-08-13,5.314
2022-08-15,3.86473
2022-08-16,13.52657
2022-08-17,10.62801
2022-08-18,8.21256
2022-08-19,2.89855
2022-08-20,2.41545
2022-08-22,5.7971
2022-08-23,9.66183
2022-08-24,10.14492
2022-08-25,9.17874
2022-08-26,10.14492
2022-08-27,4.83091
2022-08-28,2.89855
2022-08-29,10.14492
2022-08-30,3.38164
2022-08-31,3.38164
2022-09-01,7.24637
2022-09-02,2.41545
2022-09-04,2.41545
2022-09-05,2.89855
2022-09-06,8.21256
2022-09-07,9.17874
2022-09-08,4.34782
2022-09-09,2.89855
2022-09-11,3.86473
2022-09-13,8.21256
2022-09-14,13.52657
2022-09-15,7.24637
2022-09-16,2.41545
2022-09-17,3.38164
2022-09-18,2.41545
2022-09-19,9.66183
2022-09-20,6.28019
2022-09-21,9.66183
2022-09-22,2.89855
2022-09-23,7.72946
2022-09-24,6.28019
2022-09-25,3.38164
2022-09-26,4.83091
2022-09-27,5.7971
2022-09-28,3.86473
2022-09-29,6.76328
2022-09-30,9.66183
2022-10-01,2.41545
2022-10-02,5.314
2022-10-03,4.83091
2022-10-04,11.11111
2022-10-05,9.17874
2022-10-06,12.56038
2022-10-07,7.72946
2022-10-08,4.83091
2022-10-09,3.38164
2022-10-10,5.7971
2022-10-11,4.83091
2022-10-12,7.72946
2022-10-13,6.76328
2022-10-14,8.21256
2022-10-16,5.314
2022-10-17,9.66183
2022-10-18,12.56038
2022-10-19,8.69565
2022-10-20,4.83091
2022-10-21,5.314
2022-10-22,8.69565
2022-10-23,2.41545
2022-10-24,10.62801
2022-10-25,10.14492
2022-10-26,9.66183
2022-10-27,9.66183
2022-10-29,2.89855
2022-10-31,5.314
2022-11-01,8.69565
2022-11-02,8.69565
2022-11-03,4.83091
2022-11-04,6.76328
2022-11-05,4.34782
2022-11-06,3.38164
2022-11-07,7.24637
2022-11-08,9.17874
2022-11-09,11.11111
2022-11-10,10.14492
2022-11-11,11.5942
2022-11-13,2.89855
2022-11-14,10.62801
2022-11-15,10.14492
2022-11-16,10.62801
2022-11-17,10.62801
2022-11-18,11.11111
2022-11-19,6.28019
2022-11-20,4.83091
2022-11-21,12.07729
2022-11-22,16.90821
2022-11-23,12.07729
2022-11-24,15.45893
2022-11-25,9.66183
2022-11-26,2.41545
2022-11-27,5.7971
2022-11-28,14.97584
2022-11-29,15.94202
2022-11-30,12.56038
2022-12-01,14.49275
2022-12-02,10.62801
2022-12-03,7.72946
2022-12-04,9.66183
2022-12-05,11.5942
2022-12-06,11.11111
2022-12-07,14.97584
2022-12-08,12.07729
2022-12-09,11.11111
2022-12-10,12.07729
2022-12-11,11.5942
2022-12-12,10.62801
2022-12-13,13.52657
2022-12-14,8.21256
2022-12-15,9.66183
2022-12-16,13.04347
2022-12-17,8.21256
2022-12-18,10.62801
2022-12-19,12.07729
2022-12-20,10.14492
2022-12-21,13.52657
2022-12-22,13.04347
2022-12-23,8.69565
2022-12-24,3.38164
2022-12-25,14.49275
2022-12-26,21.73913
2022-12-27,14.49275
2022-12-28,19.80676
2022-12-29,10.14492
2022-12-30,8.21256
2022-12-31,8.21256
2023-01-01,27.53623
2023-01-02,33.81642
2023-01-03,21.73913
2023-01-04,29.95169
2023-01-05,19.80676
2023-01-06,25.60386
2023-01-07,16.42512
2023-01-08,13.04347
2023-01-09,31.40096
2023-01-10,25.12077
2023-01-11,24.63768
2023-01-12,28.9855
2023-01-13,24.15458
2023-01-14,8.69565
2023-01-15,11.11111
2023-01-16,33.81642
2023-01-17,35.2657
2023-01-18,30.91787
2023-01-19,31.40096
2023-01-20,19.32367
2023-01-21,19.32367
2023-01-22,13.52657
2023-01-23,13.52657
2023-01-24,15.45893
2023-01-25,35.74879
2023-01-26,32.85024
2023-01-27,28.9855
2023-01-28,19.32367
2023-01-29,20.28985
2023-01-30,35.2657
2023-01-31,29.95169
2023-02-01,28.50241
2023-02-02,29.95169
2023-02-03,24.63768
2023-02-04,15.45893
2023-02-05,16.90821
2023-02-06,41.54589
2023-02-07,31.88405
2023-02-08,35.2657
2023-02-09,27.53623
2023-02-10,30.43478
2023-02-11,18.84057
2023-02-12,17.87439
2023-02-13,36.23188
2023-02-14,37.19806
2023-02-15,31.88405
2023-02-16,27.53623
2023-02-17,33.33333
2023-02-18,15.45893
2023-02-19,22.22222
2023-02-20,37.19806
2023-02-21,47.34299
2023-02-22,40.09661
2023-02-23,57.48792
2023-02-24,39.61352
2023-02-25,25.60386
2023-02-26,22.70531
2023-02-27,50.24154
2023-02-28,46.8599
2023-03-01,30.43478
2023-03-02,51.69082
2023-03-03,33.33333
2023-03-04,31.40096
2023-03-05,28.9855
2023-03-06,57.48792
2023-03-07,47.82608
2023-03-08,59.90338
2023-03-09,43.47826
2023-03-10,33.81642
2023-03-11,24.15458
2023-03-12,37.19806
2023-03-13,66.66666
2023-03-14,82.60869
2023-03-15,99.03381
2023-03-16,35.2657
2023-03-17,25.60386
2023-03-18,16.42512
2023-03-19,14.00966
2023-03-20,32.85024
2023-03-21,26.57004
2023-03-22,26.57004
2023-03-23,24.15458
2023-03-24,23.67149
2023-03-25,15.45893
2023-03-26,18.84057
2023-03-27,40.57971
2023-03-28,82.1256
2023-03-29,70.0483
2023-03-30,47.82608
2023-03-31,38.16425
2023-04-01,14.97584
2023-04-02,14.97584
2023-04-03,18.84057
2023-04-04,18.84057
2023-04-05,22.70531
2023-04-06,15.45893
2023-04-07,14.00966
2023-04-08,8.21256
2023-04-09,6.28019
2023-04-10,28.01932
2023-04-11,30.43478
2023-04-12,27.53623
2023-04-13,24.63768
2023-04-14,31.40096
2023-04-15,13.04347
2023-04-16,15.94202
2023-04-17,87.43961
2023-04-18,55.07246
2023-04-19,37.68115
2023-04-20,23.1884
2023-04-21,20.77294
2023-04-22,13.52657
2023-04-23,16.42512
2023-04-24,20.77294
2023-04-25,21.73913
2023-04-26,14.49275
2023-04-27,18.35748
2023-04-28,25.60386
2023-04-29,16.90821
2023-04-30,19.32367
2023-05-01,9.66183
2023-05-02,17.87439
2023-05-03,16.42512
2023-05-04,15.45893
2023-05-05,9.66183
2023-05-06,13.04347
2023-05-07,3.86473
2023-05-08,16.90821
2023-05-09,18.84057
2023-05-10,14.00966
2023-05-11,8.69565
2023-05-12,9.17874
2023-05-13,2.89855
2023-05-14,4.34782
2023-05-15,13.04347
2023-05-16,14.49275
2023-05-17,18.84057
2023-05-18,11.5942
2023-05-19,10.62801
2023-05-20,5.7971
2023-05-21,5.314
2023-05-22,5.7971
2023-05-23,14.00966
2023-05-24,15.45893
2023-05-25,11.5942
2023-05-26,7.72946
2023-05-27,2.41545
2023-05-28,4.83091
2023-05-29,6.28019
2023-05-30,14.00966
2023-05-31,18.35748
2023-06-01,10.62801
2023-06-02,14.97584
2023-06-03,6.76328
2023-06-04,4.34782
2023-06-05,10.14492
2023-06-06,7.24637
2023-06-07,13.04347
2023-06-08,8.21256
2023-06-09,3.86473
2023-06-10,4.83091
2023-06-11,6.28019
2023-06-12,14.49275
2023-06-13,14.97584
2023-06-14,8.21256
2023-06-15,11.5942
2023-06-16,9.17874
2023-06-17,3.86473
2023-06-18,8.21256
2023-06-19,12.56038
2023-06-20,6.76328
2023-06-21,14.97584
2023-06-22,11.5942
2023-06-23,14.00966
2023-06-24,3.38164
2023-06-25,6.28019
2023-06-26,8.69565
2023-06-27,7.24637
2023-06-28,12.07729
2023-06-29,8.21256
2023-06-30,11.11111
2023-07-01,2.89855
2023-07-03,10.62801
2023-07-04,8.21256
2023-07-05,8.69565
2023-07-06,13.52657
2023-07-07,9.66183
2023-07-08,5.7971
2023-07-09,7.72946
2023-07-10,12.07729
2023-07-11,9.17874
2023-07-12,9.17874
2023-07-13,7.24637
2023-07-14,6.76328
2023-07-15,3.86473
2023-07-16,5.314
2023-07-17,10.14492
2023-07-18,12.07729
2023-07-19,12.07729
2023-07-20,8.69565
2023-07-21,9.17874
2023-07-22,2.41545
2023-07-23,2.89855
2023-07-24,5.7971
2023-07-25,16.42512
2023-07-26,8.21256
2023-07-27,8.69565
2023-07-28,9.66183
2023-07-29,2.89855
2023-07-30,6.28019
2023-07-31,11.5942
2023-08-01,10.14492
2023-08-02,7.72946
2023-08-03,8.69565
2023-08-04,10.14492
2023-08-05,9.66183
2023-08-07,13.04347
2023-08-08,11.5942
2023-08-09,12.07729
2023-08-10,6.76328
2023-08-11,8.21256
2023-08-12,8.21256
2023-08-13,2.41545
2023-08-14,10.62801
2023-08-15,7.24637
2023-08-16,11.11111
2023-08-17,11.11111
2023-08-18,14.00966
2023-08-19,3.38164
2023-08-20,6.28019
2023-08-21,9.17874
2023-08-22,16.90821
2023-08-23,11.5942
2023-08-24,12.07729
2023-08-25,12.56038
2023-08-26,4.34782
2023-08-27,2.41545
2023-08-28,8.21256
2023-08-29,15.94202
2023-08-30,14.49275
2023-08-31,11.11111
2023-09-01,2.41545
2023-09-02,7.24637
2023-09-03,2.89855
2023-09-04,18.84057
2023-09-05,9.66183
2023-09-06,9.66183
2023-09-07,18.84057
2023-09-08,11.11111
2023-09-09,9.17874
2023-09-10,7.24637
2023-09-11,11.5942
2023-09-12,16.42512
2023-09-13,12.56038
2023-09-14,16.42512
2023-09-15,15.45893
2023-09-16,2.89855
2023-09-17,12.07729
2023-09-18,8.69565
2023-09-19,13.04347
2023-09-20,11.5942
2023-09-21,10.14492
2023-09-22,9.66183
2023-09-23,8.21256
2023-09-24,8.21256
2023-09-25,6.76328
2023-09-26,10.14492
2023-09-27,11.5942
2023-09-28,2.89855
2023-09-29,5.314
2023-09-30,2.89855
2023-10-01,5.7971
2023-10-02,3.38164
2023-10-03,11.11111
2023-10-04,10.14492
2023-10-05,13.52657
2023-10-06,12.56038
2023-10-07,2.89855
2023-10-08,7.24637
2023-10-09,7.72946
2023-10-10,13.04347
2023-10-11,7.72946
2023-10-12,15.45893
2023-10-13,14.49275
2023-10-14,6.28019
2023-10-15,9.17874
2023-10-16,11.5942
2023-10-17,13.52657
2023-10-18,16.90821
2023-10-19,15.94202
2023-10-20,6.28019
2023-10-21,6.28019
2023-10-22,5.7971
2023-10-23,14.00966
2023-10-24,9.66183
2023-10-25,14.00966
2023-10-26,10.14492
2023-10-27,5.314
2023-10-28,5.7971
2023-10-29,9.66183
2023-10-30,17.3913
2023-10-31,15.94202
2023-11-01,17.87439
2023-11-02,11.11111
2023-11-03,13.52657
2023-11-04,4.34782
2023-11-05,11.5942
2023-11-06,14.00966
2023-11-07,12.07729
2023-11-08,13.04347
2023-11-09,12.56038
2023-11-10,10.62801
2023-11-11,10.62801
2023-11-12,9.17874
2023-11-13,10.62801
2023-11-14,20.28985
2023-11-15,14.00966
2023-11-16,12.56038
2023-11-17,13.52657
2023-11-18,7.72946
2023-11-19,8.21256
2023-11-20,15.45893
2023-11-21,12.56038
2023-11-22,18.84057
2023-11-23,18.84057
2023-11-24,19.32367
2023-11-25,5.314
2023-11-26,9.66183
2023-11-27,19.80676
2023-11-28,15.94202
2023-11-29,13.04347
2023-11-30,21.25603
2023-12-01,11.11111
2023-12-02,11.11111
2023-12-03,9.66183
2023-12-04,20.28985
2023-12-05,28.9855
2023-12-06,12.56038
2023-12-07,20.77294
2023-12-08,22.22222
2023-12-09,12.07729
2023-12-10,14.97584
2023-12-11,24.15458
2023-12-12,26.57004
2023-12-13,11.11111
2023-12-14,22.22222
2023-12-15,21.25603
2023-12-16,12.56038
2023-12-17,11.5942
2023-12-18,21.73913
2023-12-19,20.77294
2023-12-20,29.46859
2023-12-21,28.50241
2023-12-22,21.73913
2023-12-23,5.7971
2023-12-24,6.28019
2023-12-25,14.49275
2023-12-26,23.67149
2023-12-27,26.57004
2023-12-28,28.50241
2023-12-29,24.15458
2023-12-30,14.49275
2023-12-31,16.42512
2024-01-01,16.42512
2024-01-02,43.47826
2024-01-03,36.71497
2024-01-04,30.91787
2024-01-05,32.85024
2024-01-06,27.05314
2024-01-07,25.60386
2024-01-08,28.9855
2024-01-09,31.40096
2024-01-10,42.99516
2024-01-11,34.7826
2024-01-12,30.43478
2024-01-13,23.67149
2024-01-14,31.40096
2024-01-15,65.70048
2024-01-16,52.17391
2024-01-17,54.10628
2024-01-18,53.14009
2024-01-19,50.72463
2024-01-20,33.81642
2024-01-21,23.67149
2024-01-22,53.14009
2024-01-23,40.57971
2024-01-24,57.97101
2024-01-25,42.02898
2024-01-26,34.29951
2024-01-27,27.05314
2024-01-28,29.46859
