date,건강보험료조회
2023-05-30,0.49778
2023-05-31,0.57601
2023-06-01,0.38479
2023-06-02,0.38321
2023-06-03,0.23467
2023-06-04,0.22756
2023-06-05,0.38242
2023-06-06,0.16276
2023-06-07,0.29788
2023-06-08,0.2963
2023-06-09,0.30578
2023-06-10,0.16513
2023-06-11,0.11219
2023-06-12,0.35082
2023-06-13,0.27022
2023-06-14,0.25758
2023-06-15,0.28365
2023-06-16,0.23467
2023-06-17,0.09639
2023-06-18,0.08612
2023-06-19,0.24652
2023-06-20,0.256
2023-06-21,0.24415
2023-06-22,0.24099
2023-06-23,0.25363
2023-06-24,0.0877
2023-06-25,0.08849
2023-06-26,0.23467
2023-06-27,0.28603
2023-06-28,0.25126
2023-06-29,0.27654
2023-06-30,0.27812
2023-07-01,0.12879
2023-07-02,0.1359
2023-07-03,0.32316
2023-07-04,0.33422
2023-07-05,0.36188
2023-07-06,0.28049
2023-07-07,0.22518
2023-07-08,0.11615
2023-07-09,0.11773
2023-07-10,0.37531
2023-07-11,0.26943
2023-07-12,0.2157
2023-07-13,0.21965
2023-07-14,0.19042
2023-07-15,0.10824
2023-07-16,0.0877
2023-07-17,0.29077
2023-07-18,0.26074
2023-07-19,0.21649
2023-07-20,0.21649
2023-07-21,0.20701
2023-07-22,0.1035
2023-07-23,0.11219
2023-07-24,0.23783
2023-07-25,0.28919
2023-07-26,0.23309
2023-07-27,0.21096
2023-07-28,0.23388
2023-07-29,0.12879
2023-07-30,0.10508
2023-07-31,0.30104
2023-08-01,0.29551
2023-08-02,0.27101
2023-08-03,0.2481
2023-08-04,0.22597
2023-08-05,0.10429
2023-08-06,0.0956
2023-08-07,0.27733
2023-08-08,0.2639
2023-08-09,0.23783
2023-08-10,0.39427
2023-08-11,0.25995
2023-08-12,0.11536
2023-08-13,0.09007
2023-08-14,0.25205
2023-08-15,0.12405
2023-08-16,0.2639
2023-08-17,0.26706
2023-08-18,0.23783
2023-08-19,0.10824
2023-08-20,0.08533
2023-08-21,0.25916
2023-08-22,0.23309
2023-08-23,0.26311
2023-08-24,0.27496
2023-08-25,0.26706
2023-08-26,0.10192
2023-08-27,0.12089
2023-08-28,0.26627
2023-08-29,0.36899
2023-08-30,0.32158
2023-08-31,0.33738
2023-09-01,0.31684
2023-09-02,0.15565
2023-09-03,0.13511
2023-09-04,0.34292
2023-09-05,0.38084
2023-09-06,0.31368
2023-09-07,0.27575
2023-09-08,0.28524
2023-09-09,0.11773
2023-09-10,0.16513
2023-09-11,0.36583
2023-09-12,0.22993
2023-09-13,0.25047
2023-09-14,0.22202
2023-09-15,0.19358
2023-09-16,0.09244
2023-09-17,0.08928
2023-09-18,0.21333
2023-09-19,0.20543
2023-09-20,0.21096
2023-09-21,0.22123
2023-09-22,0.14301
2023-09-23,0.08138
2023-09-24,0.06321
2023-09-25,0.21017
2023-09-26,0.192
2023-09-27,0.18331
2023-09-28,0.07901
2023-09-29,0.07348
2023-09-30,0.07269
2023-10-01,0.06084
2023-10-02,0.11219
2023-10-03,0.10745
2023-10-04,0.30736
2023-10-05,0.26785
2023-10-06,0.22993
2023-10-07,0.10113
2023-10-08,0.08454
2023-10-09,0.14143
2023-10-10,0.40218
2023-10-11,0.24652
2023-10-12,0.17778
2023-10-13,0.1841
2023-10-14,0.06321
2023-10-15,0.09007
2023-10-16,0.20464
2023-10-17,0.17462
2023-10-18,0.192
2023-10-19,0.17146
2023-10-20,0.17462
2023-10-21,0.07427
2023-10-22,0.07664
2023-10-23,0.17541
2023-10-24,0.20148
2023-10-25,0.24889
2023-10-26,0.22044
2023-10-27,0.19516
2023-10-28,0.10903
2023-10-29,0.09718
2023-10-30,0.23941
2023-10-31,0.28761
2023-11-01,0.37768
2023-11-02,0.28207
2023-11-03,0.25442
2023-11-04,0.11298
2023-11-05,0.1201
2023-11-06,0.29788
2023-11-07,0.25363
2023-11-08,0.22993
2023-11-09,0.26785
2023-11-10,0.32474
2023-11-11,0.11378
2023-11-12,0.1035
2023-11-13,0.28761
2023-11-14,0.22518
2023-11-15,0.25758
2023-11-16,0.22202
2023-11-17,0.19042
2023-11-18,0.06795
2023-11-19,0.07743
2023-11-20,0.24494
2023-11-21,0.28286
2023-11-22,0.29156
2023-11-23,0.33817
2023-11-24,0.25126
2023-11-25,0.09244
2023-11-26,0.09955
2023-11-27,0.29077
2023-11-28,0.2797
2023-11-29,0.29156
2023-11-30,0.32632
2023-12-01,0.26785
2023-12-02,0.11694
2023-12-03,0.10666
2023-12-04,0.24968
2023-12-05,0.26785
2023-12-06,0.24652
2023-12-07,0.23941
2023-12-08,0.25126
2023-12-09,0.11298
2023-12-10,0.12879
2023-12-11,0.36267
2023-12-12,0.27496
2023-12-13,0.20306
2023-12-14,0.17067
2023-12-15,0.17857
2023-12-16,0.08375
2023-12-17,0.08296
2023-12-18,0.21886
2023-12-19,0.18568
2023-12-20,0.19595
2023-12-21,0.1999
2023-12-22,0.23388
2023-12-23,0.08454
2023-12-24,0.05293
2023-12-25,0.07032
2023-12-26,0.2402
2023-12-27,0.26153
2023-12-28,0.26469
2023-12-29,0.2884
2023-12-30,0.1359
2023-12-31,0.10666
2024-01-01,0.13195
2024-01-02,0.41956
2024-01-03,0.3761
2024-01-04,0.31684
2024-01-05,0.32079
2024-01-06,0.14854
2024-01-07,0.14933
2024-01-08,0.34213
2024-01-09,0.36899
2024-01-10,0.49383
2024-01-11,0.35398
2024-01-12,0.2402
2024-01-13,0.11219
2024-01-14,0.11852
2024-01-15,0.33975
2024-01-16,0.28049
2024-01-17,0.25205
2024-01-18,0.27891
2024-01-19,0.22281
2024-01-20,0.10113
2024-01-21,0.12089
2024-01-22,0.26469
2024-01-23,0.31684
2024-01-24,0.27733
2024-01-25,0.28445
2024-01-26,0.23072
2024-01-27,0.12247
2024-01-28,0.12642
2024-01-29,0.32237
2024-01-30,0.35951
2024-01-31,0.36583
2024-02-01,0.28445
2024-02-02,0.26785
2024-02-03,0.1035
2024-02-04,0.12168
2024-02-05,0.26943
2024-02-06,0.26785
2024-02-07,0.23546
2024-02-08,0.22835
2024-02-09,0.15328
2024-02-10,0.12484
2024-02-11,0.10429
2024-02-12,0.11378
2024-02-13,0.37847
2024-02-14,0.24336
2024-02-15,0.23467
2024-02-16,0.19121
2024-02-17,0.08691
2024-02-18,0.08612
2024-02-19,0.21254
2024-02-20,0.19121
2024-02-21,0.22914
2024-02-22,0.21333
2024-02-23,0.22835
2024-02-24,0.08849
2024-02-25,0.08454
2024-02-26,0.1999
2024-02-27,0.19595
2024-02-28,0.23862
2024-02-29,0.2884
2024-03-01,0.15565
2024-03-02,0.11298
2024-03-03,0.10982
2024-03-04,0.3761
2024-03-05,0.38005
2024-03-06,0.32711
2024-03-07,0.3042
2024-03-08,0.29946
2024-03-09,0.19358
2024-03-10,0.21886
2024-03-11,0.41482
2024-03-12,0.34134
2024-03-13,0.27496
2024-03-14,0.26785
2024-03-15,0.26627
2024-03-16,0.128
2024-03-17,0.12563
2024-03-18,0.448
2024-03-19,0.38242
2024-03-20,0.35082
