date,해외선물옵션
2021-02-22,28.16901
2021-02-23,26.76056
2021-02-24,22.53521
2021-02-25,26.05633
2021-02-26,32.39436
2021-02-27,11.2676
2021-02-28,7.74647
2021-03-01,16.9014
2021-03-02,29.57746
2021-03-03,28.87323
2021-03-04,24.64788
2021-03-05,20.42253
2021-03-06,21.12676
2021-03-07,5.6338
2021-03-08,20.42253
2021-03-09,19.7183
2021-03-10,28.16901
2021-03-11,40.84507
2021-03-12,23.23943
2021-03-13,9.15492
2021-03-14,14.78873
2021-03-15,24.64788
2021-03-16,11.97183
2021-03-17,23.23943
2021-03-18,24.64788
2021-03-19,21.12676
2021-03-20,8.4507
2021-03-21,11.97183
2021-03-22,18.30985
2021-03-23,18.30985
2021-03-24,23.23943
2021-03-25,30.28169
2021-03-26,26.05633
2021-03-27,8.4507
2021-03-28,9.15492
2021-03-29,14.0845
2021-03-30,21.83098
2021-03-31,16.9014
2021-04-01,19.01408
2021-04-02,22.53521
2021-04-03,11.97183
2021-04-04,16.19718
2021-04-05,19.7183
2021-04-06,26.05633
2021-04-07,26.05633
2021-04-08,18.30985
2021-04-09,23.23943
2021-04-10,9.15492
2021-04-11,11.2676
2021-04-12,16.19718
2021-04-13,30.98591
2021-04-14,19.7183
2021-04-15,16.19718
2021-04-16,20.42253
2021-04-17,9.85915
2021-04-19,14.0845
2021-04-20,19.01408
2021-04-21,18.30985
2021-04-22,22.53521
2021-04-23,23.23943
2021-04-24,11.97183
2021-04-25,14.0845
2021-04-26,19.01408
2021-04-27,21.12676
2021-04-28,29.57746
2021-04-29,17.60563
2021-04-30,14.78873
2021-05-01,6.33802
2021-05-03,16.9014
2021-05-04,11.2676
2021-05-05,9.15492
2021-05-06,17.60563
2021-05-07,10.56338
2021-05-08,16.9014
2021-05-09,7.04225
2021-05-10,11.2676
2021-05-11,28.87323
2021-05-12,30.28169
2021-05-13,27.46478
2021-05-14,24.64788
2021-05-15,12.67605
2021-05-16,12.67605
2021-05-17,18.30985
2021-05-18,24.64788
2021-05-19,15.49295
2021-05-20,21.83098
2021-05-21,21.83098
2021-05-22,5.6338
2021-05-23,6.33802
2021-05-24,21.83098
2021-05-25,19.01408
2021-05-26,17.60563
2021-05-27,11.97183
2021-05-28,15.49295
2021-05-29,12.67605
2021-05-30,7.04225
2021-05-31,19.7183
2021-06-01,9.85915
2021-06-02,16.9014
2021-06-03,16.9014
2021-06-04,11.2676
2021-06-05,4.92957
2021-06-06,3.52112
2021-06-07,28.87323
2021-06-08,23.23943
2021-06-09,19.7183
2021-06-10,23.23943
2021-06-11,11.97183
2021-06-12,8.4507
2021-06-13,3.52112
2021-06-14,18.30985
2021-06-15,19.01408
2021-06-16,21.83098
2021-06-17,17.60563
2021-06-18,19.01408
2021-06-19,12.67605
2021-06-20,4.22535
2021-06-21,25.35211
2021-06-22,23.94366
2021-06-23,26.76056
2021-06-24,38.73239
2021-06-25,30.28169
2021-06-26,14.78873
2021-06-27,7.04225
2021-06-28,20.42253
2021-06-29,19.7183
2021-06-30,27.46478
2021-07-01,26.05633
2021-07-02,24.64788
2021-07-03,7.04225
2021-07-04,9.85915
2021-07-05,24.64788
2021-07-06,21.83098
2021-07-07,27.46478
2021-07-08,23.23943
2021-07-09,23.23943
2021-07-10,7.04225
2021-07-11,7.74647
2021-07-12,21.12676
2021-07-13,21.12676
2021-07-14,21.12676
2021-07-15,18.30985
2021-07-16,18.30985
2021-07-18,7.74647
2021-07-19,19.7183
2021-07-20,15.49295
2021-07-21,24.64788
2021-07-22,25.35211
2021-07-23,16.9014
2021-07-24,3.52112
2021-07-25,3.52112
2021-07-26,12.67605
2021-07-27,7.74647
2021-07-28,15.49295
2021-07-29,12.67605
2021-07-30,7.04225
2021-07-31,9.15492
2021-08-01,7.74647
2021-08-02,10.56338
2021-08-03,14.78873
2021-08-04,20.42253
2021-08-05,16.19718
2021-08-06,12.67605
2021-08-07,12.67605
2021-08-08,4.92957
2021-08-09,18.30985
2021-08-10,24.64788
2021-08-11,21.83098
2021-08-12,30.98591
2021-08-13,24.64788
2021-08-14,14.0845
2021-08-15,4.22535
2021-08-16,19.7183
2021-08-17,21.83098
2021-08-18,18.30985
2021-08-19,16.9014
2021-08-20,19.7183
2021-08-21,9.85915
2021-08-22,5.6338
2021-08-23,26.76056
2021-08-24,25.35211
2021-08-25,23.23943
2021-08-26,19.01408
2021-08-27,16.19718
2021-08-29,9.85915
2021-08-30,22.53521
2021-08-31,23.23943
2021-09-01,21.12676
2021-09-02,23.94366
2021-09-03,22.53521
2021-09-04,7.74647
2021-09-05,7.74647
2021-09-06,15.49295
2021-09-07,23.23943
2021-09-08,17.60563
2021-09-09,10.56338
2021-09-10,20.42253
2021-09-11,7.74647
2021-09-13,18.30985
2021-09-14,14.0845
2021-09-15,19.7183
2021-09-16,14.78873
2021-09-17,9.85915
2021-09-18,4.92957
2021-09-19,9.85915
2021-09-20,6.33802
2021-09-21,7.04225
2021-09-22,8.4507
2021-09-23,9.85915
2021-09-24,13.38028
2021-09-25,11.2676
2021-09-26,8.4507
2021-09-27,19.7183
2021-09-28,14.78873
2021-09-29,14.0845
2021-09-30,19.01408
2021-10-01,18.30985
2021-10-02,4.92957
2021-10-03,9.15492
2021-10-04,11.2676
2021-10-05,27.46478
2021-10-06,26.76056
2021-10-07,20.42253
2021-10-08,14.0845
2021-10-10,7.04225
2021-10-11,8.4507
2021-10-12,18.30985
2021-10-13,18.30985
2021-10-14,15.49295
2021-10-15,11.97183
2021-10-16,7.04225
2021-10-17,6.33802
2021-10-18,4.92957
2021-10-19,7.04225
2021-10-20,11.97183
2021-10-21,14.78873
2021-10-22,11.97183
2021-10-23,6.33802
2021-10-25,13.38028
2021-10-26,15.49295
2021-10-27,21.83098
2021-10-28,16.19718
2021-10-29,11.2676
2021-10-30,7.74647
2021-10-31,9.85915
2021-11-01,11.97183
2021-11-02,6.33802
2021-11-03,23.23943
2021-11-04,11.97183
2021-11-05,10.56338
2021-11-06,5.6338
2021-11-07,5.6338
2021-11-08,13.38028
2021-11-09,18.30985
2021-11-10,23.94366
2021-11-11,13.38028
2021-11-12,5.6338
2021-11-13,6.33802
2021-11-14,3.52112
2021-11-15,9.15492
2021-11-16,3.52112
2021-11-17,10.56338
2021-11-18,7.74647
2021-11-19,10.56338
2021-11-20,4.92957
2021-11-21,6.33802
2021-11-22,11.97183
2021-11-23,11.97183
2021-11-24,16.19718
2021-11-25,6.33802
2021-11-26,14.78873
2021-11-27,9.15492
2021-11-28,8.4507
2021-11-29,21.83098
2021-11-30,22.53521
2021-12-01,14.78873
2021-12-02,13.38028
2021-12-03,13.38028
2021-12-04,5.6338
2021-12-05,7.74647
2021-12-06,19.7183
2021-12-07,15.49295
2021-12-08,19.01408
2021-12-09,16.19718
2021-12-10,7.04225
2021-12-11,5.6338
2021-12-12,8.4507
2021-12-13,22.53521
2021-12-14,19.01408
2021-12-15,17.60563
2021-12-16,17.60563
2021-12-17,25.35211
2021-12-18,9.85915
2021-12-19,10.56338
2021-12-20,14.0845
2021-12-21,19.01408
2021-12-22,13.38028
2021-12-23,14.0845
2021-12-24,13.38028
2021-12-26,3.52112
2021-12-27,11.2676
2021-12-28,9.85915
2021-12-29,6.33802
2021-12-30,18.30985
2021-12-31,3.52112
2022-01-01,3.52112
2022-01-02,5.6338
2022-01-03,9.15492
2022-01-04,16.9014
2022-01-05,12.67605
2022-01-06,13.38028
2022-01-07,16.9014
2022-01-08,8.4507
2022-01-09,9.15492
2022-01-10,11.97183
2022-01-11,19.01408
2022-01-12,19.7183
2022-01-13,17.60563
2022-01-14,14.78873
2022-01-15,9.85915
2022-01-16,15.49295
2022-01-17,14.0845
2022-01-18,14.0845
2022-01-19,17.60563
2022-01-20,21.83098
2022-01-21,14.0845
2022-01-22,11.2676
2022-01-24,19.7183
2022-01-25,22.53521
2022-01-26,27.46478
2022-01-27,32.39436
2022-01-28,12.67605
2022-01-29,16.19718
2022-01-30,9.15492
2022-01-31,3.52112
2022-02-01,9.85915
2022-02-02,12.67605
2022-02-03,27.46478
2022-02-04,26.76056
2022-02-05,10.56338
2022-02-06,9.85915
2022-02-07,20.42253
2022-02-08,24.64788
2022-02-09,20.42253
2022-02-10,23.23943
2022-02-11,20.42253
2022-02-12,12.67605
2022-02-13,8.4507
2022-02-14,21.12676
2022-02-15,21.12676
2022-02-16,24.64788
2022-02-17,17.60563
2022-02-18,21.12676
2022-02-19,8.4507
2022-02-20,14.0845
2022-02-21,10.56338
2022-02-22,22.53521
2022-02-23,27.46478
2022-02-24,40.84507
2022-02-25,27.46478
2022-02-26,7.74647
2022-02-27,10.56338
2022-02-28,18.30985
2022-03-01,6.33802
2022-03-02,19.7183
2022-03-03,26.76056
2022-03-04,23.23943
2022-03-05,14.0845
2022-03-06,9.15492
2022-03-07,20.42253
2022-03-08,20.42253
2022-03-09,16.9014
2022-03-10,19.01408
2022-03-11,32.39436
2022-03-12,20.42253
2022-03-13,11.97183
2022-03-14,26.76056
2022-03-15,27.46478
2022-03-16,23.23943
2022-03-17,22.53521
2022-03-18,24.64788
2022-03-19,13.38028
2022-03-20,6.33802
2022-03-21,24.64788
2022-03-22,28.16901
2022-03-23,25.35211
2022-03-24,23.23943
2022-03-25,10.56338
2022-03-26,15.49295
2022-03-27,6.33802
2022-03-28,19.01408
2022-03-29,16.9014
2022-03-30,20.42253
2022-03-31,12.67605
2022-04-01,16.9014
2022-04-02,7.04225
2022-04-03,4.22535
2022-04-04,11.97183
2022-04-05,14.0845
2022-04-06,26.05633
2022-04-07,17.60563
2022-04-08,14.0845
2022-04-09,9.15492
2022-04-10,4.92957
2022-04-11,17.60563
2022-04-12,13.38028
2022-04-13,37.32394
2022-04-14,16.19718
2022-04-15,13.38028
2022-04-16,12.67605
2022-04-17,4.22535
2022-04-18,11.97183
2022-04-19,15.49295
2022-04-20,23.23943
2022-04-21,13.38028
2022-04-22,17.60563
2022-04-24,6.33802
2022-04-25,15.49295
2022-04-26,19.01408
2022-04-27,25.35211
2022-04-28,23.23943
2022-04-29,14.78873
2022-04-30,6.33802
2022-05-01,7.04225
2022-05-02,14.0845
2022-05-03,24.64788
2022-05-04,16.9014
2022-05-05,7.74647
2022-05-06,7.74647
2022-05-07,6.33802
2022-05-08,8.4507
2022-05-09,23.94366
2022-05-10,35.21126
2022-05-11,28.16901
2022-05-12,33.09859
2022-05-13,36.61971
2022-05-14,25.35211
2022-05-15,16.9014
2022-05-16,29.57746
2022-05-17,37.32394
2022-05-18,39.43661
2022-05-19,35.21126
2022-05-20,22.53521
2022-05-21,13.38028
2022-05-22,11.2676
2022-05-23,23.94366
2022-05-24,19.7183
2022-05-25,28.16901
2022-05-26,15.49295
2022-05-27,15.49295
2022-05-28,4.92957
2022-05-29,10.56338
2022-05-30,17.60563
2022-05-31,12.67605
2022-06-01,10.56338
2022-06-02,14.0845
2022-06-03,14.78873
2022-06-04,3.52112
2022-06-05,6.33802
2022-06-06,4.22535
2022-06-07,18.30985
2022-06-08,23.94366
2022-06-09,21.83098
2022-06-10,18.30985
2022-06-11,5.6338
2022-06-12,8.4507
2022-06-13,34.50704
2022-06-14,16.9014
2022-06-15,23.94366
2022-06-16,24.64788
2022-06-17,19.01408
2022-06-18,10.56338
2022-06-19,9.85915
2022-06-20,20.42253
2022-06-21,14.78873
2022-06-22,15.49295
2022-06-23,26.76056
2022-06-24,12.67605
2022-06-25,10.56338
2022-06-27,17.60563
2022-06-28,13.38028
2022-06-29,9.15492
2022-06-30,14.0845
2022-07-01,18.30985
2022-07-02,8.4507
2022-07-03,10.56338
2022-07-04,12.67605
2022-07-05,15.49295
2022-07-06,16.9014
2022-07-07,26.05633
2022-07-08,22.53521
2022-07-09,17.60563
2022-07-10,14.0845
2022-07-11,9.85915
2022-07-12,17.60563
2022-07-13,14.78873
2022-07-14,16.9014
2022-07-15,11.2676
2022-07-16,4.92957
2022-07-17,3.52112
2022-07-18,22.53521
2022-07-19,13.38028
2022-07-20,16.9014
2022-07-21,23.23943
2022-07-22,15.49295
2022-07-23,6.33802
2022-07-24,7.04225
2022-07-25,14.78873
2022-07-26,4.22535
2022-07-27,23.23943
2022-07-28,8.4507
2022-07-29,9.15492
2022-08-01,17.60563
2022-08-03,14.0845
2022-08-04,18.30985
2022-08-05,9.85915
2022-08-06,5.6338
2022-08-07,11.2676
2022-08-08,20.42253
2022-08-09,20.42253
2022-08-10,12.67605
2022-08-11,20.42253
2022-08-12,23.23943
2022-08-13,4.22535
2022-08-14,4.92957
2022-08-15,3.52112
2022-08-16,15.49295
2022-08-17,16.9014
2022-08-18,21.12676
2022-08-19,19.7183
2022-08-20,9.15492
2022-08-21,6.33802
2022-08-22,11.2676
2022-08-23,6.33802
2022-08-24,13.38028
2022-08-25,11.2676
2022-08-26,10.56338
2022-08-27,15.49295
2022-08-28,9.85915
2022-08-29,21.12676
2022-08-30,10.56338
2022-08-31,13.38028
2022-09-01,15.49295
2022-09-02,19.01408
2022-09-03,6.33802
2022-09-04,7.04225
2022-09-05,12.67605
2022-09-06,13.38028
2022-09-07,23.23943
2022-09-08,19.7183
2022-09-09,4.92957
2022-09-12,7.04225
2022-09-13,24.64788
2022-09-14,13.38028
2022-09-15,16.9014
2022-09-16,14.78873
2022-09-17,9.85915
2022-09-18,6.33802
2022-09-19,10.56338
2022-09-20,11.97183
2022-09-21,15.49295
2022-09-22,17.60563
2022-09-23,11.97183
2022-09-24,7.74647
2022-09-26,22.53521
2022-09-27,14.78873
2022-09-28,16.9014
2022-09-29,14.78873
2022-09-30,14.78873
2022-10-01,9.85915
2022-10-03,4.22535
2022-10-04,18.30985
2022-10-05,16.19718
2022-10-06,10.56338
2022-10-07,14.0845
2022-10-08,7.04225
2022-10-10,7.04225
2022-10-11,16.19718
2022-10-12,17.60563
2022-10-13,13.38028
2022-10-14,11.2676
2022-10-15,4.92957
2022-10-16,4.22535
2022-10-17,10.56338
2022-10-18,12.67605
2022-10-19,15.49295
2022-10-20,14.0845
2022-10-21,7.04225
2022-10-22,12.67605
2022-10-23,5.6338
2022-10-24,4.92957
2022-10-25,11.97183
2022-10-26,14.78873
2022-10-27,12.67605
2022-10-28,16.19718
2022-10-29,7.04225
2022-10-30,4.92957
2022-11-01,13.38028
2022-11-02,18.30985
2022-11-03,10.56338
2022-11-04,9.85915
2022-11-06,3.52112
2022-11-07,17.60563
2022-11-08,12.67605
2022-11-09,10.56338
2022-11-10,5.6338
2022-11-11,9.85915
2022-11-12,4.22535
2022-11-14,14.0845
2022-11-15,7.04225
2022-11-16,9.85915
2022-11-17,8.4507
2022-11-18,6.33802
2022-11-21,9.15492
2022-11-22,12.67605
2022-11-23,10.56338
2022-11-24,11.2676
2022-11-25,11.97183
2022-11-26,4.92957
2022-11-27,3.52112
2022-11-28,3.52112
2022-11-29,3.52112
2022-11-30,22.53521
2022-12-01,15.49295
2022-12-02,11.97183
2022-12-05,19.01408
2022-12-06,9.85915
2022-12-07,3.52112
2022-12-08,8.4507
2022-12-09,4.92957
2022-12-10,4.22535
2022-12-11,6.33802
2022-12-12,3.52112
2022-12-13,21.12676
2022-12-14,14.0845
2022-12-15,10.56338
2022-12-16,15.49295
2022-12-17,11.2676
2022-12-19,14.78873
2022-12-20,12.67605
2022-12-21,10.56338
2022-12-22,14.78873
2022-12-23,8.4507
2022-12-25,7.74647
2022-12-26,16.9014
2022-12-27,7.74647
2022-12-28,10.56338
2022-12-29,4.22535
2022-12-30,11.2676
2023-01-01,4.22535
2023-01-02,7.04225
2023-01-03,11.2676
2023-01-04,12.67605
2023-01-05,14.78873
2023-01-06,14.0845
2023-01-07,5.6338
2023-01-08,9.15492
2023-01-09,14.78873
2023-01-10,11.97183
2023-01-11,14.0845
2023-01-12,14.78873
2023-01-13,20.42253
2023-01-16,7.74647
2023-01-17,5.6338
2023-01-18,9.15492
2023-01-19,8.4507
2023-01-21,4.92957
2023-01-22,4.22535
2023-01-23,4.22535
2023-01-24,4.22535
2023-01-25,16.9014
2023-01-26,9.85915
2023-01-27,9.85915
2023-01-28,7.04225
2023-01-29,3.52112
2023-01-30,10.56338
2023-01-31,13.38028
2023-02-01,18.30985
2023-02-02,12.67605
2023-02-03,15.49295
2023-02-04,5.6338
2023-02-05,6.33802
2023-02-06,16.19718
2023-02-07,14.78873
2023-02-08,11.97183
2023-02-09,18.30985
2023-02-10,13.38028
2023-02-11,4.22535
2023-02-12,4.92957
2023-02-13,17.60563
2023-02-14,17.60563
2023-02-15,14.78873
2023-02-16,22.53521
2023-02-17,12.67605
2023-02-18,7.74647
2023-02-19,3.52112
2023-02-20,9.85915
2023-02-21,14.78873
2023-02-22,16.9014
2023-02-23,4.22535
2023-02-24,5.6338
2023-02-25,4.22535
2023-02-27,9.85915
2023-02-28,14.0845
2023-03-01,10.56338
2023-03-02,14.78873
2023-03-03,4.92957
2023-03-04,7.04225
2023-03-06,11.2676
2023-03-07,16.19718
2023-03-08,20.42253
2023-03-09,14.0845
2023-03-10,8.4507
2023-03-11,4.92957
2023-03-13,5.6338
2023-03-14,13.38028
2023-03-15,16.9014
2023-03-16,12.67605
2023-03-17,13.38028
2023-03-18,5.6338
2023-03-19,3.52112
2023-03-20,11.2676
2023-03-21,14.78873
2023-03-22,15.49295
2023-03-23,17.60563
2023-03-24,3.52112
2023-03-25,10.56338
2023-03-26,3.52112
2023-03-27,11.2676
2023-03-28,13.38028
2023-03-29,9.85915
2023-03-30,11.2676
2023-03-31,10.56338
2023-04-01,4.92957
2023-04-02,8.4507
2023-04-03,4.22535
2023-04-04,4.92957
2023-04-05,8.4507
2023-04-06,7.04225
2023-04-07,9.85915
2023-04-08,4.22535
2023-04-10,9.85915
2023-04-11,8.4507
2023-04-12,3.52112
2023-04-13,6.33802
2023-04-14,5.6338
2023-04-15,9.85915
2023-04-17,8.4507
2023-04-18,6.33802
2023-04-19,9.15492
2023-04-20,14.78873
2023-04-21,11.2676
2023-04-22,3.52112
2023-04-23,4.22535
2023-04-24,7.74647
2023-04-25,11.2676
2023-04-26,11.97183
2023-04-27,6.33802
2023-04-28,11.2676
2023-04-29,7.74647
2023-04-30,7.04225
2023-05-02,12.67605
2023-05-03,13.38028
2023-05-04,14.0845
2023-05-07,3.52112
2023-05-08,10.56338
2023-05-09,5.6338
2023-05-10,3.52112
2023-05-11,13.38028
2023-05-13,3.52112
2023-05-15,11.2676
2023-05-16,3.52112
2023-05-17,10.56338
2023-05-18,16.9014
2023-05-19,19.01408
2023-05-20,4.22535
2023-05-21,4.22535
2023-05-22,8.4507
2023-05-23,14.78873
2023-05-24,4.92957
2023-05-25,4.22535
2023-05-26,5.6338
2023-05-27,4.92957
2023-05-29,8.4507
2023-05-30,14.0845
2023-05-31,15.49295
2023-06-01,12.67605
2023-06-02,9.15492
2023-06-03,7.74647
2023-06-05,7.74647
2023-06-07,4.92957
2023-06-08,4.92957
2023-06-09,9.15492
2023-06-10,4.22535
2023-06-12,4.92957
2023-06-13,9.15492
2023-06-14,9.85915
2023-06-15,9.85915
2023-06-16,12.67605
2023-06-19,10.56338
2023-06-20,20.42253
2023-06-21,36.61971
2023-06-22,20.42253
2023-06-23,30.28169
2023-06-24,7.04225
2023-06-25,7.04225
2023-06-26,10.56338
2023-06-27,26.05633
2023-06-28,12.67605
2023-06-29,7.04225
2023-06-30,14.0845
2023-07-01,11.97183
2023-07-02,6.33802
2023-07-03,16.19718
2023-07-04,16.19718
2023-07-05,12.67605
2023-07-06,19.7183
2023-07-07,14.0845
2023-07-08,7.74647
2023-07-09,3.52112
2023-07-10,11.97183
2023-07-11,9.85915
2023-07-12,13.38028
2023-07-13,13.38028
2023-07-14,12.67605
2023-07-15,8.4507
2023-07-17,13.38028
