date,DEFI
2020-07-30,12.54705
2020-07-31,7.40276
2020-08-01,6.39899
2020-08-02,6.14805
2020-08-03,6.64993
2020-08-04,6.90087
2020-08-05,6.39899
2020-08-06,6.14805
2020-08-07,6.7754
2020-08-08,3.88958
2020-08-09,9.15934
2020-08-10,16.81304
2020-08-11,18.06775
2020-08-12,15.05646
2020-08-13,28.10539
2020-08-14,30.74027
2020-08-15,34.8808
2020-08-16,36.51191
2020-08-17,26.47427
2020-08-18,24.2158
2020-08-19,18.94604
2020-08-20,18.19322
2020-08-21,23.21204
2020-08-22,29.48557
2020-08-23,16.93851
2020-08-24,18.94604
2020-08-25,18.6951
2020-08-26,12.67252
2020-08-27,14.17816
2020-08-28,12.17063
2020-08-29,12.79799
2020-08-30,15.93475
2020-08-31,21.70639
2020-09-01,29.48557
2020-09-02,24.09033
2020-09-03,18.31869
2020-09-04,14.93099
2020-09-05,8.28105
2020-09-06,12.92346
2020-09-07,15.43287
2020-09-08,15.55834
2020-09-09,11.0414
2020-09-10,12.54705
2020-09-11,12.67252
2020-09-12,11.16687
2020-09-13,8.53199
2020-09-14,12.54705
2020-09-15,10.66499
2020-09-16,9.15934
2020-09-17,6.52446
2020-09-18,14.93099
2020-09-19,7.52823
2020-09-20,8.78293
2020-09-21,10.66499
2020-09-22,8.28105
2020-09-23,8.9084
2020-09-24,6.90087
2020-09-25,5.14429
2020-09-26,6.02258
2020-09-27,4.89335
2020-09-28,6.7754
2020-09-29,5.39523
2020-09-30,4.51693
2020-10-01,3.88958
2020-10-02,3.01129
2020-10-03,4.89335
2020-10-04,4.01505
2020-10-05,9.41028
2020-10-06,8.53199
2020-10-07,6.90087
2020-10-08,5.5207
2020-10-09,3.88958
2020-10-10,3.88958
2020-10-11,4.76787
2020-10-12,6.7754
2020-10-13,6.27352
2020-10-14,6.7754
2020-10-15,5.77164
2020-10-16,7.02634
2020-10-17,4.6424
2020-10-18,3.76411
2020-10-19,7.90464
2020-10-20,8.9084
2020-10-21,9.03387
2020-10-22,9.66122
2020-10-23,6.7754
2020-10-24,3.13676
2020-10-25,3.76411
2020-10-26,6.02258
2020-10-27,4.6424
2020-10-28,4.6424
2020-10-29,5.64617
2020-10-30,5.14429
2020-10-31,3.01129
2020-11-01,3.76411
2020-11-02,5.5207
2020-11-03,4.51693
2020-11-04,5.39523
2020-11-05,4.76787
2020-11-06,5.26976
2020-11-07,4.89335
2020-11-08,3.3877
2020-11-09,7.02634
2020-11-10,4.76787
2020-11-11,6.64993
2020-11-12,4.39146
2020-11-13,8.65746
2020-11-14,5.39523
2020-11-15,3.63864
2020-11-16,5.77164
2020-11-17,5.14429
2020-11-18,10.53952
2020-11-19,9.15934
2020-11-20,5.01882
2020-11-21,6.64993
2020-11-22,5.39523
2020-11-23,4.89335
2020-11-24,8.15558
2020-11-25,6.14805
2020-11-26,6.02258
2020-11-27,6.90087
2020-11-28,3.76411
2020-11-29,2.76035
2020-11-30,7.40276
2020-12-01,9.66122
2020-12-02,11.41781
2020-12-03,8.28105
2020-12-04,6.64993
2020-12-05,3.63864
2020-12-06,6.7754
2020-12-07,5.64617
2020-12-08,6.52446
2020-12-09,5.89711
2020-12-10,4.51693
2020-12-11,5.01882
2020-12-12,4.51693
2020-12-13,6.02258
2020-12-14,7.02634
2020-12-15,10.03764
2020-12-16,10.03764
2020-12-17,7.40276
2020-12-18,7.40276
2020-12-19,5.14429
2020-12-20,2.63488
2020-12-21,6.52446
2020-12-22,4.51693
2020-12-23,4.14052
2020-12-24,4.39146
2020-12-25,4.14052
2020-12-26,4.76787
2020-12-27,3.13676
2020-12-28,7.27728
2020-12-29,7.02634
2020-12-30,7.02634
2020-12-31,5.39523
2021-01-01,6.7754
2021-01-02,7.52823
2021-01-03,7.15181
2021-01-04,8.53199
2021-01-05,12.54705
2021-01-06,9.41028
2021-01-07,12.67252
2021-01-08,6.02258
2021-01-09,7.40276
2021-01-10,8.28105
2021-01-11,6.64993
2021-01-12,7.15181
2021-01-13,7.77917
2021-01-14,11.91969
2021-01-15,13.04893
2021-01-16,7.6537
2021-01-17,8.78293
2021-01-18,11.29234
2021-01-19,11.54328
2021-01-20,9.66122
2021-01-21,8.9084
2021-01-22,7.90464
2021-01-23,11.16687
2021-01-24,7.6537
2021-01-25,12.67252
2021-01-26,11.16687
2021-01-27,9.91217
2021-01-28,9.03387
2021-01-29,11.91969
2021-01-30,8.53199
2021-01-31,17.69134
2021-02-01,13.67628
2021-02-02,11.16687
2021-02-03,13.67628
2021-02-04,17.4404
2021-02-05,15.18193
2021-02-06,13.55081
2021-02-07,14.68005
2021-02-08,20.70263
2021-02-09,16.5621
2021-02-10,13.67628
2021-02-11,10.53952
2021-02-12,13.67628
2021-02-13,13.80175
2021-02-14,36.88833
2021-02-15,23.33751
2021-02-16,25.72145
2021-02-17,17.31493
2021-02-18,17.06398
2021-02-19,15.55834
2021-02-20,12.92346
2021-02-21,14.68005
2021-02-22,19.07151
2021-02-23,15.18193
2021-02-24,17.06398
2021-02-25,25.59598
2021-02-26,13.29987
2021-02-27,10.79046
2021-02-28,11.66875
2021-03-01,12.29611
2021-03-02,16.68757
2021-03-03,14.80552
2021-03-04,14.05269
2021-03-05,11.66875
2021-03-06,11.41781
2021-03-07,11.0414
2021-03-08,18.56963
2021-03-09,18.82057
2021-03-10,20.57716
2021-03-11,21.07904
2021-03-12,21.07904
2021-03-13,16.18569
2021-03-14,17.06398
2021-03-15,21.45545
2021-03-16,22.08281
2021-03-17,23.83939
2021-03-18,19.07151
2021-03-19,21.58092
2021-03-20,24.71769
2021-03-21,14.93099
2021-03-22,23.21204
2021-03-23,20.95357
2021-03-24,24.2158
2021-03-25,100.0
2021-03-26,44.6675
2021-03-27,21.45545
2021-03-28,23.21204
2021-03-29,25.0941
2021-03-30,24.46675
2021-03-31,23.33751
2021-04-01,22.71016
2021-04-02,23.96486
2021-04-03,22.45922
2021-04-04,18.56963
2021-04-05,30.23839
2021-04-06,22.83563
2021-04-07,19.94981
2021-04-08,23.33751
2021-04-09,37.0138
2021-04-10,19.44792
2021-04-11,44.41656
2021-04-12,61.98243
2021-04-13,47.17691
2021-04-14,55.83437
2021-04-15,70.89084
2021-04-16,74.78042
2021-04-17,74.27854
2021-04-18,75.15683
2021-04-19,70.63989
2021-04-20,59.34755
2021-04-21,61.98243
2021-04-22,52.82308
2021-04-23,40.65244
2021-04-24,30.36386
2021-04-25,34.8808
2021-04-26,41.15432
2021-04-27,34.75533
2021-04-28,39.39774
2021-04-29,32.62233
2021-04-30,24.2158
2021-05-01,19.07151
2021-05-02,21.07904
2021-05-03,34.50439
2021-05-04,31.99498
2021-05-05,27.60351
2021-05-06,35.88456
2021-05-07,35.75909
2021-05-08,22.20828
2021-05-09,25.47051
2021-05-10,30.6148
2021-05-11,23.08657
2021-05-12,31.61856
2021-05-13,24.59222
2021-05-14,26.59974
2021-05-15,20.45169
2021-05-16,17.4404
2021-05-17,31.36762
2021-05-18,26.09786
2021-05-19,14.55457
2021-05-20,16.81304
2021-05-21,19.5734
2021-05-22,14.17816
2021-05-23,12.79799
2021-05-24,16.06022
2021-05-25,20.32622
2021-05-26,17.06398
2021-05-27,19.5734
2021-05-28,13.92722
2021-05-29,15.68381
2021-05-30,16.18569
2021-05-31,21.95734
2021-06-01,16.5621
2021-06-02,17.69134
2021-06-03,19.07151
2021-06-04,13.55081
2021-06-05,7.77917
2021-06-06,10.41405
2021-06-07,12.79799
2021-06-08,16.06022
2021-06-09,14.05269
2021-06-10,13.67628
2021-06-11,14.93099
2021-06-12,7.15181
2021-06-13,10.03764
2021-06-14,10.53952
2021-06-15,15.68381
2021-06-16,12.92346
2021-06-17,8.9084
2021-06-18,10.66499
2021-06-19,9.53575
2021-06-20,7.27728
2021-06-21,9.91217
2021-06-22,10.16311
2021-06-23,10.91593
2021-06-24,10.03764
2021-06-25,9.66122
2021-06-26,6.39899
2021-06-27,6.27352
2021-06-28,9.41028
2021-06-29,9.03387
2021-06-30,9.15934
2021-07-01,11.41781
2021-07-02,10.41405
2021-07-03,8.40652
2021-07-04,10.79046
2021-07-05,11.16687
2021-07-06,12.54705
2021-07-07,12.67252
2021-07-08,13.04893
2021-07-09,7.02634
2021-07-10,7.27728
2021-07-11,10.66499
2021-07-12,10.79046
2021-07-13,11.0414
2021-07-14,9.03387
2021-07-15,11.41781
2021-07-16,10.79046
2021-07-17,7.27728
2021-07-18,7.15181
2021-07-19,10.66499
2021-07-20,11.0414
2021-07-21,11.79422
2021-07-22,8.15558
2021-07-23,13.42534
2021-07-24,9.15934
2021-07-25,5.26976
2021-07-26,10.79046
2021-07-27,20.32622
2021-07-28,13.1744
2021-07-29,10.53952
2021-07-30,12.92346
2021-07-31,9.66122
2021-08-01,9.41028
2021-08-02,9.91217
2021-08-03,11.41781
2021-08-04,11.16687
2021-08-05,12.17063
2021-08-06,12.42158
2021-08-07,8.40652
2021-08-08,10.28858
2021-08-09,15.55834
2021-08-10,13.42534
2021-08-11,17.94228
2021-08-12,16.5621
2021-08-13,15.55834
2021-08-14,11.29234
2021-08-15,11.79422
2021-08-16,11.66875
2021-08-17,16.93851
2021-08-18,21.45545
2021-08-19,17.31493
2021-08-20,17.18946
2021-08-21,11.66875
2021-08-22,11.29234
2021-08-23,20.8281
2021-08-24,18.19322
2021-08-25,13.80175
2021-08-26,15.80928
2021-08-27,14.30363
2021-08-28,13.92722
2021-08-29,13.80175
2021-08-30,19.82434
2021-08-31,21.45545
2021-09-01,20.45169
2021-09-02,25.97239
2021-09-03,20.57716
2021-09-04,15.93475
2021-09-05,14.4291
2021-09-06,20.57716
2021-09-07,23.46298
2021-09-08,17.81681
2021-09-09,17.06398
2021-09-10,25.97239
2021-09-11,15.80928
2021-09-12,18.94604
2021-09-13,21.32998
2021-09-14,12.79799
2021-09-15,15.18193
2021-09-16,16.43663
2021-09-17,14.55457
2021-09-18,12.92346
2021-09-19,9.66122
2021-09-20,8.53199
2021-09-21,6.90087
2021-09-22,11.16687
2021-09-23,14.55457
2021-09-24,15.3074
2021-09-25,8.28105
2021-09-26,12.54705
2021-09-27,20.20075
2021-09-28,16.06022
2021-09-29,14.68005
2021-09-30,16.43663
2021-10-01,15.43287
2021-10-02,9.91217
2021-10-03,12.54705
2021-10-04,24.84316
2021-10-05,16.93851
2021-10-06,24.34127
2021-10-07,17.69134
2021-10-08,22.08281
2021-10-09,12.79799
2021-10-10,15.43287
2021-10-11,15.18193
2021-10-12,17.31493
2021-10-13,15.55834
2021-10-14,15.18193
2021-10-15,13.80175
2021-10-16,12.92346
2021-10-17,11.91969
2021-10-18,12.42158
2021-10-19,15.80928
2021-10-20,19.44792
2021-10-21,17.4404
2021-10-22,19.82434
2021-10-23,12.29611
2021-10-24,11.79422
2021-10-25,16.68757
2021-10-26,22.83563
2021-10-27,19.82434
2021-10-28,15.43287
2021-10-29,19.44792
2021-10-30,15.80928
2021-10-31,17.06398
2021-11-01,23.33751
2021-11-02,28.73274
2021-11-03,26.85069
2021-11-04,32.12045
2021-11-05,27.10163
2021-11-06,16.06022
2021-11-07,18.31869
2021-11-08,25.84692
2021-11-09,27.2271
2021-11-10,27.10163
2021-11-11,28.35633
2021-11-12,42.65997
2021-11-13,18.44416
2021-11-14,20.20075
2021-11-15,34.62986
2021-11-16,26.85069
2021-11-17,20.95357
2021-11-18,30.6148
2021-11-19,41.02885
2021-11-20,28.4818
2021-11-21,22.45922
2021-11-22,24.84316
2021-11-23,24.84316
2021-11-24,28.73274
2021-11-25,31.86951
2021-11-26,27.10163
2021-11-27,16.5621
2021-11-28,18.6951
2021-11-29,28.60727
2021-11-30,26.3488
2021-12-01,26.85069
2021-12-02,21.32998
2021-12-03,23.58845
2021-12-04,13.80175
2021-12-05,22.08281
2021-12-06,25.72145
2021-12-07,35.75909
2021-12-08,29.61104
2021-12-09,28.10539
2021-12-10,26.22333
2021-12-11,19.94981
2021-12-12,22.58469
2021-12-13,30.6148
2021-12-14,24.46675
2021-12-15,23.33751
2021-12-16,23.83939
2021-12-17,20.32622
2021-12-18,16.06022
2021-12-19,16.5621
2021-12-20,24.84316
2021-12-21,23.33751
2021-12-22,28.10539
2021-12-23,26.72521
2021-12-24,17.4404
2021-12-25,21.20451
2021-12-26,20.70263
2021-12-27,28.23086
2021-12-28,24.46675
2021-12-29,27.47804
2021-12-30,28.35633
2021-12-31,23.08657
2022-01-01,19.82434
2022-01-02,23.33751
2022-01-03,30.36386
2022-01-04,29.61104
2022-01-05,23.58845
2022-01-06,24.96863
2022-01-07,18.19322
2022-01-08,13.42534
2022-01-09,17.06398
2022-01-10,26.3488
2022-01-11,20.95357
2022-01-12,25.97239
2022-01-13,23.21204
2022-01-14,21.83186
2022-01-15,19.44792
2022-01-16,13.55081
2022-01-17,23.08657
2022-01-18,20.20075
2022-01-19,23.33751
2022-01-20,24.34127
2022-01-21,16.93851
2022-01-22,13.42534
2022-01-23,15.93475
2022-01-24,19.82434
2022-01-25,19.19698
2022-01-26,22.58469
2022-01-27,21.45545
2022-01-28,15.18193
2022-01-29,11.66875
2022-01-30,10.03764
2022-01-31,8.15558
2022-02-01,9.91217
2022-02-02,14.30363
2022-02-03,21.32998
2022-02-04,20.32622
2022-02-05,12.17063
2022-02-06,16.93851
2022-02-07,20.95357
2022-02-08,23.33751
2022-02-09,21.32998
2022-02-10,25.0941
2022-02-11,18.19322
2022-02-12,10.66499
2022-02-13,10.28858
2022-02-14,13.67628
2022-02-15,16.93851
2022-02-16,17.69134
2022-02-17,14.93099
2022-02-18,19.94981
2022-02-19,10.66499
2022-02-20,10.79046
2022-02-21,16.68757
2022-02-22,18.19322
2022-02-23,17.18946
2022-02-24,14.80552
2022-02-25,13.67628
2022-02-26,10.79046
2022-02-27,8.9084
2022-02-28,12.29611
2022-03-01,12.92346
2022-03-02,19.5734
2022-03-03,18.44416
2022-03-04,15.68381
2022-03-05,9.7867
2022-03-06,11.66875
2022-03-07,15.18193
2022-03-08,12.79799
2022-03-09,9.91217
2022-03-10,15.18193
2022-03-11,11.79422
2022-03-12,8.03011
2022-03-13,11.16687
2022-03-14,15.05646
2022-03-15,19.82434
2022-03-16,16.5621
2022-03-17,17.31493
2022-03-18,17.4404
2022-03-19,14.05269
2022-03-20,10.91593
2022-03-21,16.06022
2022-03-22,16.68757
2022-03-23,16.93851
2022-03-24,19.82434
2022-03-25,16.93851
2022-03-26,9.41028
2022-03-27,10.53952
2022-03-28,15.55834
2022-03-29,17.94228
2022-03-30,19.69887
2022-03-31,18.31869
2022-04-01,14.30363
2022-04-02,10.66499
2022-04-03,13.04893
2022-04-04,19.19698
2022-04-05,19.19698
2022-04-06,15.68381
2022-04-07,17.06398
2022-04-08,14.55457
2022-04-09,12.67252
2022-04-10,10.91593
2022-04-11,17.31493
2022-04-12,13.67628
2022-04-13,17.56587
2022-04-14,20.8281
2022-04-15,15.55834
2022-04-16,14.17816
2022-04-17,11.29234
2022-04-18,22.71016
2022-04-19,19.69887
2022-04-20,22.83563
2022-04-21,18.31869
2022-04-22,18.44416
2022-04-23,12.54705
2022-04-24,11.66875
2022-04-25,19.07151
2022-04-26,20.45169
2022-04-27,18.56963
2022-04-28,23.58845
2022-04-29,19.07151
2022-04-30,13.42534
2022-05-01,11.66875
2022-05-02,18.31869
2022-05-03,23.46298
2022-05-04,19.44792
2022-05-05,12.04516
2022-05-06,14.93099
2022-05-07,10.03764
2022-05-08,11.66875
2022-05-09,18.44416
2022-05-10,17.81681
2022-05-11,18.82057
2022-05-12,21.07904
2022-05-13,21.45545
2022-05-14,15.43287
2022-05-15,11.41781
2022-05-16,15.43287
2022-05-17,17.06398
2022-05-18,15.55834
2022-05-19,18.82057
2022-05-20,12.79799
2022-05-21,9.03387
2022-05-22,10.79046
2022-05-23,13.42534
2022-05-24,13.04893
2022-05-25,15.55834
2022-05-26,15.93475
2022-05-27,13.1744
2022-05-28,9.7867
2022-05-29,9.03387
2022-05-30,12.54705
2022-05-31,9.41028
2022-06-01,12.67252
2022-06-02,15.43287
2022-06-03,10.41405
2022-06-04,10.03764
2022-06-05,7.90464
2022-06-06,12.67252
2022-06-07,13.42534
2022-06-08,15.05646
2022-06-09,11.79422
2022-06-10,11.29234
2022-06-11,8.15558
2022-06-12,7.52823
2022-06-13,13.92722
2022-06-14,16.06022
2022-06-15,13.04893
2022-06-16,15.18193
2022-06-17,13.55081
2022-06-18,9.28481
2022-06-19,6.27352
2022-06-20,14.05269
2022-06-21,10.53952
2022-06-22,12.29611
2022-06-23,10.79046
2022-06-24,9.66122
2022-06-25,5.14429
2022-06-26,8.28105
2022-06-27,10.53952
2022-06-28,13.55081
2022-06-29,11.41781
2022-06-30,13.67628
2022-07-01,10.28858
2022-07-02,6.52446
2022-07-03,6.39899
2022-07-04,8.53199
2022-07-05,10.41405
2022-07-06,10.66499
2022-07-07,11.91969
2022-07-08,8.65746
2022-07-09,7.77917
2022-07-10,4.26599
2022-07-11,11.29234
2022-07-12,9.91217
2022-07-13,8.78293
2022-07-14,10.16311
2022-07-15,6.90087
2022-07-16,4.39146
2022-07-17,7.40276
2022-07-18,9.41028
2022-07-19,8.15558
2022-07-20,9.91217
2022-07-21,8.78293
2022-07-22,8.15558
2022-07-23,6.02258
2022-07-24,6.90087
2022-07-25,8.65746
2022-07-26,7.40276
2022-07-27,7.77917
2022-07-28,10.16311
2022-07-29,5.39523
2022-07-30,5.01882
2022-07-31,7.90464
2022-08-01,7.77917
2022-08-02,7.40276
2022-08-03,8.40652
2022-08-04,7.27728
2022-08-05,9.53575
2022-08-06,4.89335
2022-08-07,3.88958
2022-08-08,11.29234
2022-08-09,9.15934
2022-08-10,6.7754
2022-08-11,8.15558
2022-08-12,8.9084
2022-08-13,4.89335
2022-08-14,5.64617
2022-08-15,6.52446
2022-08-16,8.40652
2022-08-17,11.16687
2022-08-18,10.41405
2022-08-19,8.65746
2022-08-20,5.39523
2022-08-21,6.52446
2022-08-22,8.28105
2022-08-23,9.91217
2022-08-24,9.66122
2022-08-25,6.39899
2022-08-26,7.15181
2022-08-27,4.51693
2022-08-28,7.02634
2022-08-29,9.28481
2022-08-30,10.41405
2022-08-31,9.15934
2022-09-01,9.91217
2022-09-02,6.02258
2022-09-03,6.52446
2022-09-04,5.26976
2022-09-05,8.03011
2022-09-06,7.40276
2022-09-07,8.28105
2022-09-08,7.15181
2022-09-09,3.88958
2022-09-10,2.88582
2022-09-11,3.13676
2022-09-12,5.14429
2022-09-13,9.15934
2022-09-14,8.78293
2022-09-15,10.79046
2022-09-16,10.53952
2022-09-17,8.28105
2022-09-18,7.40276
2022-09-19,10.41405
2022-09-20,9.41028
2022-09-21,9.15934
2022-09-22,10.41405
2022-09-23,9.28481
2022-09-24,5.14429
2022-09-25,5.77164
2022-09-26,7.90464
2022-09-27,11.91969
2022-09-28,12.54705
2022-09-29,9.53575
2022-09-30,6.02258
2022-10-01,4.39146
2022-10-02,4.39146
2022-10-03,6.39899
2022-10-04,10.16311
2022-10-05,9.03387
2022-10-06,6.14805
2022-10-07,8.53199
2022-10-08,4.51693
2022-10-09,4.51693
2022-10-10,5.77164
2022-10-11,8.9084
2022-10-12,9.91217
2022-10-13,7.90464
2022-10-14,7.90464
2022-10-15,6.90087
2022-10-16,6.02258
2022-10-17,6.7754
2022-10-18,8.65746
2022-10-19,9.41028
2022-10-20,7.52823
2022-10-21,7.52823
2022-10-22,5.01882
2022-10-23,4.01505
2022-10-24,8.9084
2022-10-25,9.7867
2022-10-26,10.79046
2022-10-27,7.90464
2022-10-28,7.02634
2022-10-29,5.01882
2022-10-30,5.01882
2022-10-31,6.64993
2022-11-01,7.52823
2022-11-02,7.77917
2022-11-03,7.40276
2022-11-04,6.52446
2022-11-05,5.14429
2022-11-06,7.77917
2022-11-07,8.03011
2022-11-08,8.65746
2022-11-09,9.28481
2022-11-10,8.40652
2022-11-11,9.28481
2022-11-12,4.6424
2022-11-13,6.52446
2022-11-14,12.04516
2022-11-15,15.05646
2022-11-16,11.29234
2022-11-17,7.90464
2022-11-18,6.90087
2022-11-19,6.39899
2022-11-20,7.02634
2022-11-21,7.40276
2022-11-22,8.9084
2022-11-23,7.77917
2022-11-24,6.7754
2022-11-25,4.6424
2022-11-26,2.88582
2022-11-27,4.89335
2022-11-28,7.27728
2022-11-29,8.28105
2022-11-30,8.03011
2022-12-01,8.78293
2022-12-02,6.7754
2022-12-03,3.88958
2022-12-04,4.26599
2022-12-05,6.39899
2022-12-06,7.6537
2022-12-07,9.41028
2022-12-08,7.02634
2022-12-09,6.39899
2022-12-10,6.14805
2022-12-11,5.64617
2022-12-12,8.53199
2022-12-13,6.27352
2022-12-14,5.64617
2022-12-15,7.15181
2022-12-16,4.39146
2022-12-17,5.14429
2022-12-18,3.26223
2022-12-19,5.77164
2022-12-20,5.26976
2022-12-21,6.64993
2022-12-22,6.02258
2022-12-23,5.01882
2022-12-24,3.3877
2022-12-25,3.26223
2022-12-26,4.6424
2022-12-27,4.51693
2022-12-28,5.5207
2022-12-29,5.5207
2022-12-30,4.01505
2022-12-31,2.38393
2023-01-01,2.38393
2023-01-02,7.52823
2023-01-03,5.26976
2023-01-04,6.64993
2023-01-05,6.7754
2023-01-06,6.02258
2023-01-07,2.50941
2023-01-08,4.26599
2023-01-09,6.64993
2023-01-10,6.64993
2023-01-11,7.02634
2023-01-12,5.14429
2023-01-13,6.39899
2023-01-14,3.88958
2023-01-15,3.3877
2023-01-16,4.51693
2023-01-17,7.02634
2023-01-18,4.01505
2023-01-19,4.39146
2023-01-20,3.3877
2023-01-21,1.2547
2023-01-22,3.01129
2023-01-23,3.01129
2023-01-24,3.26223
2023-01-25,4.89335
2023-01-26,5.77164
2023-01-27,5.39523
2023-01-28,2.50941
2023-01-29,4.39146
2023-01-30,7.27728
2023-01-31,7.27728
2023-02-01,5.64617
2023-02-02,6.02258
2023-02-03,5.5207
2023-02-04,2.76035
2023-02-05,3.76411
2023-02-06,5.14429
2023-02-07,7.6537
2023-02-08,7.6537
2023-02-09,6.7754
2023-02-10,5.64617
2023-02-11,4.26599
2023-02-12,4.01505
2023-02-13,6.90087
2023-02-14,5.64617
2023-02-15,6.7754
2023-02-16,5.14429
2023-02-17,6.27352
2023-02-18,4.51693
2023-02-19,3.51317
2023-02-20,7.77917
2023-02-21,4.6424
2023-02-22,5.01882
2023-02-23,6.90087
2023-02-24,6.7754
2023-02-25,4.14052
2023-02-26,4.76787
2023-02-27,7.52823
2023-02-28,6.27352
2023-03-01,5.14429
2023-03-02,6.64993
2023-03-03,5.5207
2023-03-04,6.39899
2023-03-05,3.88958
2023-03-06,9.03387
2023-03-07,9.03387
2023-03-08,5.64617
2023-03-09,7.02634
2023-03-10,4.89335
2023-03-11,5.89711
2023-03-12,3.88958
2023-03-13,6.27352
2023-03-14,5.77164
2023-03-15,8.9084
2023-03-16,8.28105
2023-03-17,7.02634
2023-03-18,3.76411
2023-03-19,3.51317
2023-03-20,7.40276
2023-03-21,8.03011
2023-03-22,8.15558
2023-03-23,8.03011
2023-03-24,7.40276
2023-03-25,4.51693
2023-03-26,5.5207
2023-03-27,7.40276
2023-03-28,9.03387
2023-03-29,9.03387
2023-03-30,6.64993
2023-03-31,5.89711
2023-04-01,4.14052
2023-04-02,6.02258
2023-04-03,7.6537
2023-04-04,6.7754
2023-04-05,7.6537
2023-04-06,7.90464
2023-04-07,11.29234
2023-04-08,6.39899
2023-04-09,4.14052
2023-04-10,8.28105
2023-04-11,8.65746
2023-04-12,6.64993
2023-04-13,8.53199
2023-04-14,7.77917
2023-04-15,8.15558
2023-04-16,9.03387
2023-04-17,9.41028
2023-04-18,12.79799
2023-04-19,6.27352
2023-04-20,8.53199
2023-04-21,6.14805
2023-04-22,4.26599
2023-04-23,4.6424
2023-04-24,5.89711
2023-04-25,7.77917
2023-04-26,7.15181
2023-04-27,6.14805
2023-04-28,8.65746
2023-04-29,4.01505
2023-04-30,3.76411
2023-05-01,4.89335
2023-05-02,6.90087
2023-05-03,9.03387
2023-05-04,6.14805
2023-05-05,5.89711
2023-05-06,5.26976
2023-05-07,4.51693
2023-05-08,7.6537
2023-05-09,7.15181
2023-05-10,8.03011
2023-05-11,6.64993
2023-05-12,7.40276
2023-05-13,6.64993
2023-05-14,4.51693
2023-05-15,6.02258
2023-05-16,7.15181
2023-05-17,6.27352
2023-05-18,7.15181
2023-05-19,6.7754
2023-05-20,6.39899
2023-05-21,5.77164
2023-05-22,8.53199
2023-05-23,8.9084
2023-05-24,7.40276
2023-05-25,7.90464
2023-05-26,6.39899
2023-05-27,6.52446
2023-05-28,4.39146
2023-05-29,5.64617
2023-05-30,8.03011
2023-05-31,6.7754
2023-06-01,5.26976
