date,코스닥시총순위
2020-03-20,20.79937
2020-03-21,6.37931
2020-03-22,6.1442
2020-03-23,22.63322
2020-03-24,20.76802
2020-03-25,32.68025
2020-03-26,44.60815
2020-03-27,38.0094
2020-03-28,14.34169
2020-03-29,11.72413
2020-03-30,31.00313
2020-03-31,34.32601
2020-04-01,33.19749
2020-04-02,24.46708
2020-04-03,21.69278
2020-04-04,8.80877
2020-04-05,6.94357
2020-04-06,21.41065
2020-04-07,22.85266
2020-04-08,22.163
2020-04-09,19.98432
2020-04-10,20.83072
2020-04-11,8.40125
2020-04-12,8.85579
2020-04-13,19.2163
2020-04-14,19.16927
2020-04-15,7.2257
2020-04-16,17.55485
2020-04-17,19.59247
2020-04-18,8.80877
2020-04-19,7.9467
2020-04-20,19.90595
2020-04-21,18.7931
2020-04-22,18.30721
2020-04-23,16.92789
2020-04-24,15.76802
2020-04-25,4.9373
2020-04-26,5.07836
2020-04-27,16.95924
2020-04-28,15.0
2020-04-29,12.88401
2020-04-30,5.09404
2020-05-01,4.49843
2020-05-02,4.23197
2020-05-03,4.16927
2020-05-04,16.0188
2020-05-05,6.31661
2020-05-06,16.442
2020-05-07,19.5768
2020-05-08,20.70532
2020-05-09,8.91849
2020-05-10,7.41379
2020-05-11,23.33855
2020-05-12,23.08777
2020-05-13,23.30721
2020-05-14,28.66771
2020-05-15,23.68338
2020-05-16,9.18495
2020-05-17,7.91536
2020-05-18,19.82758
2020-05-19,22.36677
2020-05-20,21.61442
2020-05-21,21.19122
2020-05-22,20.25078
2020-05-23,7.66457
2020-05-24,7.88401
2020-05-25,22.66457
2020-05-26,23.35423
2020-05-27,28.60501
2020-05-28,23.55799
2020-05-29,19.63949
2020-05-30,9.26332
2020-05-31,7.03761
2020-06-01,30.6583
2020-06-02,25.53291
2020-06-03,32.2257
2020-06-04,27.11598
2020-06-05,20.89341
2020-06-06,7.50783
2020-06-07,8.40125
2020-06-08,21.63009
2020-06-09,23.29153
2020-06-10,23.63636
2020-06-11,25.17241
2020-06-12,23.52664
2020-06-13,8.04075
2020-06-14,6.78683
2020-06-15,25.2351
2020-06-16,23.51097
2020-06-17,19.89028
2020-06-18,19.5141
2020-06-19,21.06583
2020-06-20,7.63322
2020-06-21,6.66144
2020-06-22,28.41692
2020-06-23,24.45141
2020-06-24,26.1442
2020-06-25,21.37931
2020-06-26,18.0094
2020-06-27,6.09717
2020-06-28,5.87774
2020-06-29,18.68338
2020-06-30,19.29467
2020-07-01,20.2978
2020-07-02,19.62382
2020-07-03,20.50156
2020-07-04,5.89341
2020-07-05,5.34482
2020-07-06,19.1536
2020-07-07,20.28213
2020-07-08,23.60501
2020-07-09,21.95924
2020-07-10,31.63009
2020-07-11,8.32288
2020-07-12,6.8025
2020-07-13,24.24764
2020-07-14,23.16614
2020-07-15,20.56426
2020-07-16,18.65203
2020-07-17,18.22884
2020-07-18,7.02194
2020-07-19,6.39498
2020-07-20,26.8025
2020-07-21,26.69278
2020-07-22,23.82445
2020-07-23,32.63322
2020-07-24,23.24451
2020-07-25,7.2884
2020-07-26,7.69592
2020-07-27,22.24137
2020-07-28,24.24764
2020-07-29,27.85266
2020-07-30,26.72413
2020-07-31,22.80564
2020-08-01,9.65517
2020-08-02,8.32288
2020-08-03,29.04388
2020-08-04,25.54858
2020-08-05,26.70846
2020-08-06,38.87147
2020-08-07,30.94043
2020-08-08,12.6489
2020-08-09,9.52978
2020-08-10,25.43887
2020-08-11,26.06583
2020-08-12,23.22884
2020-08-13,32.77429
2020-08-14,28.08777
2020-08-15,8.58934
2020-08-16,7.14733
2020-08-17,8.35423
2020-08-18,20.62695
2020-08-19,19.92163
2020-08-20,24.62382
2020-08-21,19.63949
2020-08-22,6.84952
2020-08-23,5.97178
2020-08-24,18.29153
2020-08-25,20.2978
2020-08-26,21.55172
2020-08-27,22.50783
2020-08-28,20.26645
2020-08-29,8.11912
2020-08-30,8.13479
2020-08-31,21.19122
2020-09-01,19.16927
2020-09-02,27.27272
2020-09-03,25.0
2020-09-04,22.17868
2020-09-05,7.47648
2020-09-06,7.14733
2020-09-07,21.52037
2020-09-08,20.90909
2020-09-09,20.57993
2020-09-10,69.26332
2020-09-11,100.0
2020-09-12,18.77742
2020-09-13,16.55172
2020-09-14,39.34169
2020-09-15,30.73667
2020-09-16,30.18808
2020-09-17,25.01567
2020-09-18,24.45141
2020-09-19,8.96551
2020-09-20,7.66457
2020-09-21,28.46394
2020-09-22,23.63636
2020-09-23,20.15673
2020-09-24,22.71159
2020-09-25,17.66457
2020-09-26,5.2978
2020-09-27,5.86206
2020-09-28,19.1536
2020-09-29,14.84326
2020-09-30,4.90595
2020-10-01,4.20062
2020-10-02,3.93416
2020-10-03,3.98119
2020-10-04,6.1442
2020-10-05,16.63009
2020-10-06,15.54858
2020-10-07,13.74608
2020-10-08,12.35109
2020-10-09,5.37617
2020-10-10,4.13793
2020-10-11,5.14106
2020-10-12,12.93103
2020-10-13,13.30721
2020-10-14,11.70846
2020-10-15,16.89655
2020-10-16,13.3699
2020-10-17,4.26332
2020-10-18,3.10344
2020-10-19,15.39184
2020-10-20,15.31347
2020-10-21,13.66771
2020-10-22,13.7931
2020-10-23,12.60188
2020-10-24,4.02821
2020-10-25,3.85579
2020-10-26,24.05956
2020-10-27,16.42633
2020-10-28,13.98119
2020-10-29,14.90595
2020-10-30,12.85266
2020-10-31,3.60501
2020-11-01,4.24764
2020-11-02,11.12852
2020-11-03,11.22257
2020-11-04,11.72413
2020-11-05,13.08777
2020-11-06,12.69592
2020-11-07,4.96865
2020-11-08,5.09404
2020-11-09,13.47962
2020-11-10,15.721
2020-11-11,18.60501
2020-11-12,16.75548
2020-11-13,14.70219
2020-11-14,6.17554
2020-11-15,4.96865
2020-11-16,15.73667
2020-11-17,17.89968
2020-11-18,17.5862
2020-11-19,15.79937
2020-11-20,14.1536
2020-11-21,5.2351
2020-11-22,5.47021
2020-11-23,15.0
2020-11-24,21.72413
2020-11-25,32.17868
2020-11-26,22.82131
2020-11-27,19.90595
2020-11-28,7.53918
2020-11-29,7.77429
2020-11-30,18.33855
2020-12-01,17.93103
2020-12-02,19.29467
2020-12-03,22.2884
2020-12-04,24.81191
2020-12-05,8.87147
2020-12-06,7.71159
2020-12-07,25.83072
2020-12-08,25.26645
2020-12-09,19.8746
2020-12-10,17.10031
2020-12-11,16.55172
2020-12-12,5.67398
2020-12-13,5.92476
2020-12-14,17.31974
2020-12-15,17.36677
2020-12-16,16.41065
2020-12-17,17.14733
2020-12-18,14.62382
2020-12-19,6.0188
2020-12-20,6.92789
2020-12-21,15.89341
2020-12-22,14.07523
2020-12-23,14.8746
2020-12-24,14.2163
2020-12-25,6.64576
2020-12-26,5.2978
2020-12-27,5.76802
2020-12-28,16.64576
2020-12-29,25.37617
2020-12-30,20.86206
2020-12-31,8.68338
2021-01-01,6.53605
2021-01-02,6.45768
2021-01-03,6.75548
2021-01-04,21.20689
2021-01-05,21.92789
2021-01-06,19.56112
2021-01-07,22.25705
2021-01-08,31.11285
2021-01-09,17.6489
2021-01-10,14.42006
2021-01-11,46.36363
2021-01-12,33.44827
2021-01-13,27.80564
2021-01-14,25.3605
2021-01-15,23.10344
2021-01-16,9.10658
2021-01-17,10.64263
2021-01-18,22.03761
2021-01-19,23.05642
2021-01-20,28.82445
2021-01-21,25.78369
2021-01-22,26.31661
2021-01-23,13.76175
2021-01-24,9.89028
2021-01-25,27.80564
2021-01-26,33.32288
2021-01-27,23.15047
2021-01-28,21.58307
2021-01-29,18.87147
2021-01-30,7.25705
2021-01-31,7.02194
2021-02-01,20.98746
2021-02-02,17.46081
2021-02-03,24.13793
2021-02-04,18.0721
2021-02-05,16.25391
2021-02-06,6.66144
2021-02-07,5.59561
2021-02-08,15.42319
2021-02-09,13.91849
2021-02-10,12.11598
2021-02-11,4.45141
2021-02-12,4.89028
2021-02-13,4.85893
2021-02-14,5.75235
2021-02-15,13.98119
2021-02-16,33.32288
2021-02-17,24.70219
2021-02-18,19.60815
2021-02-19,16.99059
2021-02-20,7.163
2021-02-21,6.94357
2021-02-22,15.70532
2021-02-23,19.49843
2021-02-24,19.01253
2021-02-25,20.87774
2021-02-26,16.1442
2021-02-27,5.34482
2021-02-28,5.43887
2021-03-01,5.43887
2021-03-02,14.68652
2021-03-03,13.51097
2021-03-04,15.34482
2021-03-05,13.99686
2021-03-06,4.59247
2021-03-07,4.29467
2021-03-08,14.10658
2021-03-09,14.45141
2021-03-10,16.88087
2021-03-11,14.8746
2021-03-12,17.10031
2021-03-13,5.28213
2021-03-14,4.98432
2021-03-15,13.19749
2021-03-16,14.60815
2021-03-17,13.68338
2021-03-18,15.37617
2021-03-19,13.98119
2021-03-20,6.19122
2021-03-21,5.48589
2021-03-22,13.41692
2021-03-23,11.15987
2021-03-24,13.44827
2021-03-25,11.69278
2021-03-26,10.84639
2021-03-27,4.65517
2021-03-28,4.26332
2021-03-29,10.09404
2021-03-30,9.34169
2021-03-31,10.25078
2021-04-01,10.95611
2021-04-02,11.22257
2021-04-03,4.12225
2021-04-04,4.04388
2021-04-05,10.03134
2021-04-06,10.43887
2021-04-07,9.82758
2021-04-08,11.92789
2021-04-09,11.8652
2021-04-10,4.49843
2021-04-11,4.81191
2021-04-12,22.9467
2021-04-13,21.37931
2021-04-14,17.13166
2021-04-15,17.97805
2021-04-16,17.02194
2021-04-17,7.97805
2021-04-18,8.35423
2021-04-19,18.77742
2021-04-20,17.36677
2021-04-21,15.45454
2021-04-22,14.24764
2021-04-23,12.77429
2021-04-24,5.67398
2021-04-25,5.68965
2021-04-26,12.30407
2021-04-27,11.72413
2021-04-28,13.02507
2021-04-29,11.1442
2021-04-30,10.51724
2021-05-01,3.4326
2021-05-02,3.38557
2021-05-03,14.05956
2021-05-04,12.74294
2021-05-05,3.26018
2021-05-06,9.45141
2021-05-07,9.34169
2021-05-08,3.26018
2021-05-09,2.13166
2021-05-10,9.13793
2021-05-11,9.35736
2021-05-12,8.66771
2021-05-13,8.74608
2021-05-14,9.65517
2021-05-15,2.82131
2021-05-16,2.68025
2021-05-17,8.98119
2021-05-18,8.41692
2021-05-19,3.08777
2021-05-20,8.98119
2021-05-21,7.61755
2021-05-22,3.32288
2021-05-23,2.14733
2021-05-24,9.68652
2021-05-25,9.29467
2021-05-26,8.38557
2021-05-27,9.37304
2021-05-28,8.11912
2021-05-29,2.38244
2021-05-30,2.05329
2021-05-31,7.55485
2021-06-01,8.18181
2021-06-02,8.11912
2021-06-03,9.01253
2021-06-04,7.93103
2021-06-05,2.78996
2021-06-06,2.85266
2021-06-07,7.21003
2021-06-08,8.52664
2021-06-09,9.95297
2021-06-10,9.62382
2021-06-11,8.52664
2021-06-12,3.85579
2021-06-13,2.63322
2021-06-14,10.75235
2021-06-15,12.03761
2021-06-16,12.11598
2021-06-17,14.46708
2021-06-18,16.17554
2021-06-19,6.05015
2021-06-20,4.63949
2021-06-21,11.59874
2021-06-22,10.43887
2021-06-23,15.37617
2021-06-24,12.72727
2021-06-25,11.64576
2021-06-26,4.60815
2021-06-27,3.57366
2021-06-28,9.78056
2021-06-29,14.05956
2021-06-30,11.95924
2021-07-01,14.85893
2021-07-02,17.13166
2021-07-03,6.92789
2021-07-04,5.40752
2021-07-05,21.83385
2021-07-06,18.02507
2021-07-07,15.37617
2021-07-08,26.81818
2021-07-09,28.11912
2021-07-10,9.71786
2021-07-11,7.05329
2021-07-12,15.12539
2021-07-13,16.56739
2021-07-14,15.62695
2021-07-15,20.57993
2021-07-16,18.05642
2021-07-17,8.27586
2021-07-18,10.92476
2021-07-19,34.02821
2021-07-20,24.01253
2021-07-21,18.84012
2021-07-22,22.19435
