date,디지털트윈
2020-07-30,5.31183
2020-07-31,4.86127
2020-08-01,2.18164
2020-08-02,1.35167
2020-08-03,4.00758
2020-08-04,4.83756
2020-08-05,4.387
2020-08-06,4.05501
2020-08-07,3.74673
2020-08-08,1.49395
2020-08-09,1.49395
2020-08-10,4.45814
2020-08-11,4.93241
2020-08-12,4.33957
2020-08-13,4.50557
2020-08-14,3.84159
2020-08-15,1.28053
2020-08-16,0.82997
2020-08-17,1.80222
2020-08-18,3.74673
2020-08-19,4.10244
2020-08-20,3.31989
2020-08-21,3.22504
2020-08-22,3.79416
2020-08-23,1.61252
2020-08-24,4.17358
2020-08-25,3.96016
2020-08-26,5.12212
2020-08-27,4.05501
2020-08-28,4.07872
2020-08-29,1.89708
2020-08-30,1.44652
2020-08-31,3.43846
2020-09-01,4.29215
2020-09-02,5.71496
2020-09-03,5.57268
2020-09-04,4.31586
2020-09-05,2.06307
2020-09-06,2.1105
2020-09-07,5.88095
2020-09-08,5.66753
2020-09-09,9.91225
2020-09-10,6.68721
2020-09-11,6.07066
2020-09-12,2.51363
2020-09-13,4.10244
2020-09-14,6.04695
2020-09-15,5.35926
2020-09-16,5.7861
2020-09-17,4.93241
2020-09-18,5.00355
2020-09-19,2.18164
2020-09-20,2.56106
2020-09-21,5.19326
2020-09-22,5.33554
2020-09-23,4.86127
2020-09-24,5.73867
2020-09-25,4.79013
2020-09-26,1.70737
2020-09-27,2.51363
2020-09-28,5.19326
2020-09-29,2.75077
2020-09-30,1.37538
2020-10-01,1.32795
2020-10-02,1.56509
2020-10-03,1.47023
2020-10-04,2.25278
2020-10-05,5.95209
2020-10-06,5.38297
2020-10-07,4.95612
2020-10-08,5.14583
2020-10-09,1.80222
2020-10-10,1.54138
2020-10-11,2.56106
2020-10-12,6.61607
2020-10-13,6.42636
2020-10-14,6.6635
2020-10-15,5.35926
2020-10-16,5.73867
2020-10-17,3.17761
2020-10-18,2.53734
2020-10-19,5.88095
2020-10-20,5.95209
2020-10-21,6.42636
2020-10-22,6.63979
2020-10-23,5.19326
2020-10-24,2.96419
2020-10-25,3.29618
2020-10-26,6.37894
2020-10-27,6.56865
2020-10-28,6.78207
2020-10-29,8.70286
2020-10-30,5.92838
2020-10-31,3.88902
2020-11-01,3.46217
2020-11-02,5.24069
2020-11-03,5.47782
2020-11-04,5.28811
2020-11-05,4.97984
2020-11-06,5.07469
2020-11-07,2.67963
2020-11-08,2.13421
2020-11-09,4.7427
2020-11-10,5.97581
2020-11-11,6.59236
2020-11-12,6.02323
2020-11-13,4.71899
2020-11-14,2.30021
2020-11-15,2.84562
2020-11-16,5.38297
2020-11-17,6.47379
2020-11-18,5.92838
2020-11-19,7.30377
2020-11-20,5.21697
2020-11-21,2.13421
2020-11-22,2.41878
2020-11-23,5.31183
2020-11-24,5.2644
2020-11-25,5.35926
2020-11-26,5.92838
2020-11-27,5.16955
2020-11-28,2.37135
2020-11-29,3.22504
2020-11-30,6.02323
2020-12-01,6.18923
2020-12-02,6.63979
2020-12-03,5.52525
2020-12-04,4.387
2020-12-05,2.41878
2020-12-06,2.34764
2020-12-07,4.24472
2020-12-08,6.47379
2020-12-09,5.35926
2020-12-10,5.02727
2020-12-11,5.07469
2020-12-12,2.37135
2020-12-13,1.84965
2020-12-14,5.07469
2020-12-15,7.35119
2020-12-16,5.59639
2020-12-17,5.02727
2020-12-18,4.50557
2020-12-19,1.63623
2020-12-20,1.70737
2020-12-21,3.41474
2020-12-22,3.98387
2020-12-23,4.00758
2020-12-24,2.9879
2020-12-25,1.13824
2020-12-26,1.18567
2020-12-27,2.13421
2020-12-28,3.77045
2020-12-29,4.26843
2020-12-30,2.86933
2020-12-31,2.18164
2021-01-01,1.18567
2021-01-02,2.01565
2021-01-03,1.68366
2021-01-04,5.21697
2021-01-05,5.59639
2021-01-06,4.83756
2021-01-07,5.07469
2021-01-08,4.69528
2021-01-09,1.51766
2021-01-10,2.60848
2021-01-11,5.05098
2021-01-12,5.16955
2021-01-13,4.86127
2021-01-14,5.47782
2021-01-15,4.52928
2021-01-16,1.09082
2021-01-17,1.63623
2021-01-18,4.88498
2021-01-19,5.19326
2021-01-20,4.62414
2021-01-21,5.05098
2021-01-22,4.33957
2021-01-23,1.39909
2021-01-24,1.56509
2021-01-25,5.12212
2021-01-26,7.04292
2021-01-27,5.6201
2021-01-28,6.18923
2021-01-29,5.21697
2021-01-30,1.80222
2021-01-31,2.20535
2021-02-01,5.07469
2021-02-02,7.56461
2021-02-03,6.61607
2021-02-04,6.6635
2021-02-05,5.40668
2021-02-06,1.56509
2021-02-07,1.80222
2021-02-08,6.04695
2021-02-09,6.37894
2021-02-10,3.88902
2021-02-11,1.42281
2021-02-12,1.01968
2021-02-13,0.80626
2021-02-14,1.28053
2021-02-15,5.92838
2021-02-16,6.71093
2021-02-17,7.04292
2021-02-18,6.45008
2021-02-19,5.28811
2021-02-20,1.11453
2021-02-21,1.73108
2021-02-22,5.4304
2021-02-23,6.52122
2021-02-24,5.59639
2021-02-25,4.69528
2021-02-26,4.36329
2021-02-27,1.35167
2021-02-28,1.35167
2021-03-01,1.87336
2021-03-02,5.4304
2021-03-03,6.54493
2021-03-04,7.13777
2021-03-05,5.14583
2021-03-06,1.99193
2021-03-07,2.18164
2021-03-08,6.73464
2021-03-09,7.65947
2021-03-10,6.45008
2021-03-11,6.04695
2021-03-12,5.59639
2021-03-13,1.96822
2021-03-14,2.9879
2021-03-15,7.04292
2021-03-16,7.06663
2021-03-17,7.30377
2021-03-18,6.87692
2021-03-19,6.40265
2021-03-20,3.10647
2021-03-21,3.17761
2021-03-22,7.87289
2021-03-23,5.83353
2021-03-24,6.28408
2021-03-25,5.7861
2021-03-26,5.76239
2021-03-27,1.92079
2021-03-28,2.34764
2021-03-29,5.38297
2021-03-30,6.11809
2021-03-31,6.90064
2021-04-01,7.42233
2021-04-02,8.0626
2021-04-03,3.5096
2021-04-04,4.26843
2021-04-05,6.94806
2021-04-06,8.67915
2021-04-07,5.80981
2021-04-08,5.38297
2021-04-09,5.52525
2021-04-10,1.96822
2021-04-11,2.34764
2021-04-12,6.21294
2021-04-13,5.80981
2021-04-14,5.71496
2021-04-15,6.45008
2021-04-16,5.71496
2021-04-17,2.01565
2021-04-18,3.17761
2021-04-19,6.54493
2021-04-20,7.39862
2021-04-21,7.56461
2021-04-22,6.59236
2021-04-23,5.92838
2021-04-24,4.81384
2021-04-25,4.24472
2021-04-26,6.59236
2021-04-27,7.13777
2021-04-28,9.65141
2021-04-29,6.49751
2021-04-30,4.86127
2021-05-01,2.58477
2021-05-02,2.15793
2021-05-03,7.1852
2021-05-04,7.61204
2021-05-05,3.29618
2021-05-06,6.6635
2021-05-07,5.73867
2021-05-08,2.39506
2021-05-09,3.20132
2021-05-10,8.15745
2021-05-11,7.68318
2021-05-12,7.30377
2021-05-13,5.59639
2021-05-14,5.71496
2021-05-15,2.30021
2021-05-16,3.08276
2021-05-17,7.28005
2021-05-18,6.21294
2021-05-19,2.53734
2021-05-20,6.73464
2021-05-21,6.16552
2021-05-22,2.01565
2021-05-23,2.9879
2021-05-24,6.6635
2021-05-25,6.37894
2021-05-26,6.6635
2021-05-27,7.20891
2021-05-28,6.3078
2021-05-29,2.96419
2021-05-30,3.8653
2021-05-31,6.63979
2021-06-01,6.82949
2021-06-02,6.59236
2021-06-03,6.04695
2021-06-04,6.61607
2021-06-05,2.65591
2021-06-06,2.96419
2021-06-07,7.35119
2021-06-08,6.85321
2021-06-09,7.61204
2021-06-10,8.46573
2021-06-11,7.0192
2021-06-12,3.79416
2021-06-13,3.39103
2021-06-14,7.82546
2021-06-15,7.96774
2021-06-16,8.67915
2021-06-17,6.85321
2021-06-18,6.02323
2021-06-19,2.37135
2021-06-20,2.39506
2021-06-21,6.26037
2021-06-22,6.23666
2021-06-23,5.80981
2021-06-24,6.37894
2021-06-25,4.41071
2021-06-26,2.13421
2021-06-27,2.08679
2021-06-28,6.3078
2021-06-29,6.73464
2021-06-30,6.61607
2021-07-01,6.09437
2021-07-02,5.71496
2021-07-03,1.70737
2021-07-04,2.37135
2021-07-05,14.41783
2021-07-06,31.84728
2021-07-07,11.99905
2021-07-08,9.62769
2021-07-09,7.11406
2021-07-10,3.22504
2021-07-11,4.00758
2021-07-12,10.24424
2021-07-13,9.22456
2021-07-14,10.52881
2021-07-15,9.95968
2021-07-16,8.13374
2021-07-17,3.36732
2021-07-18,4.43443
2021-07-19,9.22456
2021-07-20,8.27602
2021-07-21,7.8966
2021-07-22,7.13777
2021-07-23,6.54493
2021-07-24,3.62817
2021-07-25,3.55703
2021-07-26,6.80578
2021-07-27,7.56461
2021-07-28,7.39862
2021-07-29,5.99952
2021-07-30,5.00355
2021-07-31,3.84159
2021-08-01,2.53734
2021-08-02,5.52525
2021-08-03,5.47782
2021-08-04,5.97581
2021-08-05,6.21294
2021-08-06,4.62414
2021-08-07,2.67963
2021-08-08,1.92079
2021-08-09,5.80981
2021-08-10,5.54896
2021-08-11,7.61204
2021-08-12,6.21294
2021-08-13,5.21697
2021-08-14,1.92079
2021-08-15,11.92791
2021-08-16,18.23571
2021-08-17,9.27199
2021-08-18,6.97178
2021-08-19,7.39862
2021-08-20,5.71496
2021-08-21,2.58477
2021-08-22,3.1539
2021-08-23,7.7069
2021-08-24,7.49347
2021-08-25,7.28005
2021-08-26,6.40265
2021-08-27,5.59639
2021-08-28,1.77851
2021-08-29,1.99193
2021-08-30,6.68721
2021-08-31,5.85724
2021-09-01,7.46976
2021-09-02,7.25634
2021-09-03,7.13777
2021-09-04,3.22504
2021-09-05,3.10647
2021-09-06,9.41427
2021-09-07,9.41427
2021-09-08,7.65947
2021-09-09,9.53284
2021-09-10,7.04292
2021-09-11,3.98387
2021-09-12,3.91273
2021-09-13,8.39459
2021-09-14,7.46976
2021-09-15,7.80175
2021-09-16,6.94806
2021-09-17,4.14986
2021-09-18,1.84965
2021-09-19,2.82191
2021-09-20,1.96822
2021-09-21,1.5888
2021-09-22,2.51363
2021-09-23,5.09841
2021-09-24,6.45008
2021-09-25,2.9879
2021-09-26,75.07706
2021-09-27,16.48091
2021-09-28,11.85677
2021-09-29,10.95565
2021-09-30,10.43395
2021-10-01,18.35428
2021-10-02,3.79416
2021-10-03,3.13018
2021-10-04,4.31586
2021-10-05,7.77804
2021-10-06,9.15342
2021-10-07,8.70286
2021-10-08,6.94806
2021-10-09,3.48589
2021-10-10,3.43846
2021-10-11,4.7427
2021-10-12,7.75432
2021-10-13,9.4617
2021-10-14,9.03485
2021-10-15,10.90822
2021-10-16,5.59639
2021-10-17,6.09437
2021-10-18,9.62769
2021-10-19,9.41427
2021-10-20,10.48138
2021-10-21,9.01114
2021-10-22,9.4617
2021-10-23,6.02323
2021-10-24,4.64785
2021-10-25,10.00711
2021-10-26,9.8174
2021-10-27,11.5722
2021-10-28,10.78966
2021-10-29,9.2957
2021-10-30,4.41071
2021-10-31,5.35926
2021-11-01,10.05454
2021-11-02,10.10196
2021-11-03,10.00711
2021-11-04,10.14939
2021-11-05,17.0026
2021-11-06,5.4304
2021-11-07,5.47782
2021-11-08,23.04956
2021-11-09,16.57576
2021-11-10,21.7216
2021-11-11,11.61963
2021-11-12,9.31942
2021-11-13,4.86127
2021-11-14,5.14583
2021-11-15,11.2165
2021-11-16,13.39815
2021-11-17,11.42992
2021-11-18,11.45364
2021-11-19,10.07825
2021-11-20,5.38297
2021-11-21,6.49751
2021-11-22,12.02276
2021-11-23,11.16907
2021-11-24,12.04647
2021-11-25,12.6156
2021-11-26,11.47735
2021-11-27,5.47782
2021-11-28,6.26037
2021-11-29,12.35475
2021-11-30,9.76997
2021-12-01,9.74626
2021-12-02,11.38249
2021-12-03,9.03485
2021-12-04,4.76642
2021-12-05,5.14583
2021-12-06,9.67512
2021-12-07,11.07422
2021-12-08,9.55655
2021-12-09,13.68271
2021-12-10,13.42186
2021-12-11,7.06663
2021-12-12,8.27602
2021-12-13,10.36281
2021-12-14,9.91225
2021-12-15,9.31942
2021-12-16,10.24424
2021-12-17,8.89257
2021-12-18,4.05501
2021-12-19,3.88902
2021-12-20,10.03082
2021-12-21,9.2957
2021-12-22,9.03485
2021-12-23,8.70286
2021-12-24,5.88095
2021-12-25,2.79819
2021-12-26,4.29215
2021-12-27,7.30377
2021-12-28,8.53687
2021-12-29,7.7069
2021-12-30,6.45008
2021-12-31,4.26843
2022-01-01,1.80222
2022-01-02,2.94047
2022-01-03,7.84918
2022-01-04,9.15342
2022-01-05,7.87289
2022-01-06,7.92032
2022-01-07,8.86886
2022-01-08,3.74673
2022-01-09,4.7427
2022-01-10,9.03485
2022-01-11,9.08228
2022-01-12,9.05857
2022-01-13,8.32345
2022-01-14,7.65947
2022-01-15,3.13018
2022-01-16,2.91676
2022-01-17,8.70286
2022-01-18,9.62769
2022-01-19,8.39459
2022-01-20,8.72658
2022-01-21,6.68721
2022-01-22,3.31989
2022-01-23,3.53331
2022-01-24,10.43395
2022-01-25,12.11761
2022-01-26,9.24828
2022-01-27,7.39862
2022-01-28,5.09841
2022-01-29,2.34764
2022-01-30,2.13421
2022-01-31,2.1105
2022-02-01,1.89708
2022-02-02,6.23666
2022-02-03,8.0626
2022-02-04,8.01517
2022-02-05,3.10647
2022-02-06,3.29618
2022-02-07,9.65141
2022-02-08,9.17714
2022-02-09,7.37491
2022-02-10,8.03889
2022-02-11,7.61204
2022-02-12,2.20535
2022-02-13,6.07066
2022-02-14,8.63172
2022-02-15,7.28005
2022-02-16,6.87692
2022-02-17,7.63576
2022-02-18,5.85724
2022-02-19,2.72705
2022-02-20,3.29618
2022-02-21,8.65544
2022-02-22,7.51719
2022-02-23,6.97178
2022-02-24,6.97178
2022-02-25,5.2644
2022-02-26,2.03936
2022-02-27,7.35119
2022-02-28,100.0
2022-03-01,27.29428
2022-03-02,7.58833
2022-03-03,8.96371
2022-03-04,7.80175
2022-03-05,3.29618
2022-03-06,4.31586
2022-03-07,7.8966
2022-03-08,8.48944
2022-03-09,6.23666
2022-03-10,9.48541
2022-03-11,8.75029
2022-03-12,4.24472
2022-03-13,4.69528
2022-03-14,9.79369
2022-03-15,10.93194
2022-03-16,9.43798
2022-03-17,9.76997
2022-03-18,7.61204
2022-03-19,3.5096
2022-03-20,3.81788
2022-03-21,9.53284
2022-03-22,10.52881
2022-03-23,9.34313
2022-03-24,9.39056
2022-03-25,6.82949
2022-03-26,3.5096
2022-03-27,4.14986
2022-03-28,8.39459
2022-03-29,8.96371
2022-03-30,7.99146
2022-03-31,8.01517
2022-04-01,6.85321
2022-04-02,3.46217
2022-04-03,3.10647
2022-04-04,7.56461
2022-04-05,9.08228
2022-04-06,9.20085
2022-04-07,9.4617
2022-04-08,9.15342
2022-04-09,3.3436
2022-04-10,3.69931
2022-04-11,8.5843
2022-04-12,8.63172
2022-04-13,8.53687
2022-04-14,8.72658
2022-04-15,8.60801
2022-04-16,3.5096
2022-04-17,3.39103
2022-04-18,9.79369
2022-04-19,11.09793
2022-04-20,10.78966
2022-04-21,9.74626
2022-04-22,9.15342
2022-04-23,3.10647
2022-04-24,4.33957
2022-04-25,10.45767
2022-04-26,10.03082
2022-04-27,9.58027
2022-04-28,9.17714
2022-04-29,7.75432
2022-04-30,3.48589
2022-05-01,3.79416
2022-05-02,11.07422
2022-05-03,10.00711
2022-05-04,9.93597
2022-05-05,3.22504
2022-05-06,6.35522
2022-05-07,5.00355
2022-05-08,4.29215
2022-05-09,11.64334
2022-05-10,11.0505
2022-05-11,10.67109
2022-05-12,10.41024
2022-05-13,7.06663
2022-05-14,3.20132
2022-05-15,3.5096
2022-05-16,8.72658
2022-05-17,9.76997
2022-05-18,9.43798
2022-05-19,8.65544
2022-05-20,8.27602
2022-05-21,3.84159
2022-05-22,4.62414
2022-05-23,10.76594
2022-05-24,12.35475
2022-05-25,10.59995
2022-05-26,10.31539
2022-05-27,7.46976
2022-05-28,3.5096
2022-05-29,4.31586
2022-05-30,11.45364
2022-05-31,10.1731
2022-06-01,6.63979
2022-06-02,9.9834
2022-06-03,7.80175
2022-06-04,3.65188
2022-06-05,3.48589
2022-06-06,4.29215
2022-06-07,8.86886
2022-06-08,10.93194
2022-06-09,9.8174
2022-06-10,9.9834
2022-06-11,4.52928
2022-06-12,4.07872
2022-06-13,9.12971
2022-06-14,11.42992
2022-06-15,10.57623
2022-06-16,9.62769
2022-06-17,8.37087
2022-06-18,3.29618
2022-06-19,4.19729
2022-06-20,9.72255
2022-06-21,8.75029
2022-06-22,7.8966
2022-06-23,6.59236
2022-06-24,6.87692
2022-06-25,2.39506
2022-06-26,2.94047
2022-06-27,8.39459
2022-06-28,7.8966
2022-06-29,7.96774
2022-06-30,7.65947
2022-07-01,5.88095
2022-07-02,2.22907
2022-07-03,3.08276
2022-07-04,8.60801
2022-07-05,8.44202
2022-07-06,7.77804
2022-07-07,9.58027
2022-07-08,7.96774
2022-07-09,2.65591
2022-07-10,2.41878
2022-07-11,8.46573
2022-07-12,8.22859
2022-07-13,9.95968
2022-07-14,8.44202
2022-07-15,6.33151
2022-07-16,1.77851
2022-07-17,2.56106
2022-07-18,8.15745
2022-07-19,7.68318
2022-07-20,7.49347
2022-07-21,6.97178
2022-07-22,7.13777
2022-07-23,2.32392
2022-07-24,2.4662
2022-07-25,7.73061
2022-07-26,7.23262
2022-07-27,6.75835
2022-07-28,6.40265
2022-07-29,5.95209
2022-07-30,2.32392
2022-07-31,2.51363
2022-08-01,5.19326
2022-08-02,6.52122
2022-08-03,5.73867
2022-08-04,6.35522
2022-08-05,5.97581
2022-08-06,2.06307
2022-08-07,2.58477
2022-08-08,6.16552
2022-08-09,6.18923
2022-08-10,7.73061
2022-08-11,7.42233
2022-08-12,5.71496
2022-08-13,1.99193
2022-08-14,2.82191
2022-08-15,3.29618
2022-08-16,6.3078
2022-08-17,6.94806
2022-08-18,7.8966
2022-08-19,6.54493
2022-08-20,2.41878
2022-08-21,2.51363
2022-08-22,8.20488
2022-08-23,7.61204
2022-08-24,7.96774
2022-08-25,9.55655
2022-08-26,7.04292
2022-08-27,2.30021
2022-08-28,2.94047
2022-08-29,6.92435
2022-08-30,7.7069
2022-08-31,8.5843
2022-09-01,7.80175
2022-09-02,7.1852
2022-09-03,2.86933
2022-09-04,3.08276
2022-09-05,6.56865
2022-09-06,7.63576
2022-09-07,17.54801
2022-09-08,5.47782
2022-09-09,2.1105
2022-09-10,1.73108
2022-09-11,2.32392
2022-09-12,5.07469
2022-09-13,10.83708
2022-09-14,12.0939
2022-09-15,9.4617
2022-09-16,7.56461
2022-09-17,3.60445
2022-09-18,4.7427
2022-09-19,9.48541
2022-09-20,9.31942
2022-09-21,10.41024
2022-09-22,9.43798
2022-09-23,6.59236
2022-09-24,3.53331
2022-09-25,3.67559
2022-09-26,10.36281
2022-09-27,8.51316
2022-09-28,8.4183
2022-09-29,7.63576
2022-09-30,7.63576
2022-10-01,2.4662
2022-10-02,1.92079
2022-10-03,3.53331
2022-10-04,7.09034
2022-10-05,7.5409
2022-10-06,8.60801
2022-10-07,6.61607
2022-10-08,2.1105
2022-10-09,2.37135
2022-10-10,3.67559
2022-10-11,9.36684
2022-10-12,8.51316
2022-10-13,8.56058
2022-10-14,7.09034
2022-10-15,3.60445
2022-10-16,7.11406
2022-10-17,9.69883
2022-10-18,8.96371
2022-10-19,9.22456
2022-10-20,8.32345
2022-10-21,8.0626
2022-10-22,3.3436
2022-10-23,3.48589
2022-10-24,8.51316
2022-10-25,8.51316
2022-10-26,8.56058
2022-10-27,9.62769
2022-10-28,6.82949
2022-10-29,4.69528
2022-10-30,3.62817
2022-10-31,8.46573
2022-11-01,7.75432
2022-11-02,8.94
2022-11-03,10.10196
2022-11-04,8.0626
2022-11-05,3.58074
2022-11-06,4.00758
2022-11-07,8.89257
2022-11-08,8.5843
2022-11-09,8.60801
2022-11-10,9.95968
2022-11-11,7.5409
2022-11-12,3.17761
2022-11-13,3.84159
2022-11-14,9.55655
2022-11-15,8.84515
2022-11-16,10.10196
2022-11-17,9.43798
2022-11-18,9.93597
2022-11-19,3.8653
2022-11-20,4.05501
2022-11-21,8.84515
2022-11-22,10.74223
2022-11-23,15.29523
2022-11-24,14.10955
2022-11-25,9.48541
2022-11-26,3.98387
2022-11-27,4.41071
2022-11-28,8.60801
2022-11-29,10.57623
2022-11-30,22.10101
2022-12-01,10.1731
2022-12-02,9.10599
2022-12-03,4.26843
2022-12-04,3.67559
2022-12-05,10.95565
2022-12-06,9.12971
2022-12-07,8.96371
2022-12-08,9.50912
2022-12-09,12.04647
2022-12-10,7.23262
2022-12-11,13.18472
2022-12-12,11.90419
2022-12-13,9.39056
2022-12-14,9.31942
2022-12-15,9.31942
2022-12-16,9.01114
2022-12-17,3.31989
2022-12-18,4.12615
2022-12-19,17.61916
2022-12-20,11.7382
2022-12-21,8.79772
2022-12-22,7.7069
2022-12-23,6.07066
2022-12-24,2.34764
2022-12-25,2.37135
2022-12-26,9.08228
2022-12-27,7.68318
2022-12-28,6.09437
2022-12-29,6.23666
2022-12-30,3.98387
2022-12-31,1.89708
2023-01-01,1.99193
2023-01-02,6.63979
2023-01-03,8.18117
2023-01-04,8.75029
2023-01-05,7.20891
2023-01-06,7.73061
2023-01-07,2.96419
2023-01-08,3.81788
2023-01-09,8.70286
2023-01-10,7.61204
2023-01-11,8.70286
2023-01-12,9.60398
2023-01-13,6.6635
2023-01-14,2.27649
2023-01-15,3.98387
2023-01-16,8.5843
2023-01-17,8.0626
2023-01-18,8.08631
2023-01-19,17.83258
2023-01-20,5.35926
2023-01-21,1.89708
2023-01-22,1.44652
2023-01-23,2.06307
2023-01-24,2.4662
2023-01-25,7.46976
2023-01-26,7.56461
2023-01-27,6.90064
2023-01-28,2.96419
2023-01-29,2.96419
2023-01-30,7.99146
2023-01-31,7.80175
2023-02-01,7.73061
2023-02-02,9.01114
2023-02-03,8.08631
2023-02-04,2.82191
2023-02-05,3.24875
2023-02-06,7.80175
2023-02-07,7.68318
2023-02-08,8.18117
2023-02-09,9.15342
2023-02-10,7.44605
2023-02-11,2.6322
2023-02-12,2.75077
2023-02-13,8.03889
2023-02-14,8.51316
2023-02-15,8.01517
2023-02-16,7.7069
2023-02-17,5.31183
2023-02-18,1.87336
2023-02-19,2.4662
2023-02-20,6.75835
2023-02-21,6.71093
2023-02-22,8.03889
2023-02-23,6.90064
2023-02-24,6.73464
2023-02-25,1.92079
2023-02-26,2.03936
2023-02-27,6.97178
2023-02-28,7.06663
2023-03-01,3.46217
2023-03-02,7.11406
2023-03-03,7.0192
2023-03-04,2.34764
2023-03-05,2.15793
2023-03-06,9.58027
2023-03-07,8.44202
2023-03-08,8.84515
2023-03-09,9.20085
2023-03-10,8.48944
2023-03-11,2.70334
2023-03-12,3.55703
2023-03-13,9.05857
2023-03-14,9.69883
2023-03-15,8.774
2023-03-16,8.82143
2023-03-17,8.34716
2023-03-18,3.41474
2023-03-19,3.43846
2023-03-20,10.29167
2023-03-21,8.22859
2023-03-22,9.41427
2023-03-23,7.7069
2023-03-24,7.23262
2023-03-25,2.75077
2023-03-26,2.96419
2023-03-27,8.75029
2023-03-28,9.15342
2023-03-29,8.13374
2023-03-30,9.58027
2023-03-31,9.2957
2023-04-01,3.24875
2023-04-02,3.77045
2023-04-03,9.17714
2023-04-04,8.34716
2023-04-05,9.20085
2023-04-06,8.37087
2023-04-07,6.99549
2023-04-08,3.24875
2023-04-09,3.5096
2023-04-10,9.91225
2023-04-11,9.48541
2023-04-12,9.50912
2023-04-13,8.91629
2023-04-14,8.15745
2023-04-15,3.17761
2023-04-16,3.13018
2023-04-17,9.27199
2023-04-18,9.86483
2023-04-19,9.03485
2023-04-20,9.86483
2023-04-21,8.29973
2023-04-22,2.6322
2023-04-23,3.36732
2023-04-24,10.07825
2023-04-25,8.39459
2023-04-26,8.82143
2023-04-27,7.51719
2023-04-28,7.44605
2023-04-29,4.00758
2023-04-30,2.34764
2023-05-01,4.81384
2023-05-02,8.774
2023-05-03,8.37087
2023-05-04,7.37491
2023-05-05,1.89708
2023-05-06,2.6322
2023-05-07,3.03533
2023-05-08,7.0192
2023-05-09,8.86886
2023-05-10,8.56058
2023-05-11,8.82143
2023-05-12,6.73464
2023-05-13,3.46217
2023-05-14,4.45814
2023-05-15,9.03485
2023-05-16,8.51316
2023-05-17,9.03485
2023-05-18,8.48944
2023-05-19,7.99146
2023-05-20,3.8653
2023-05-21,3.5096
2023-05-22,9.76997
2023-05-23,8.39459
2023-05-24,8.20488
2023-05-25,8.56058
2023-05-26,6.85321
2023-05-27,2.53734
2023-05-28,3.74673
