date,미분양
2020-06-22,6.12244
2020-06-23,8.95968
2020-06-24,7.16774
2020-06-25,6.32155
2020-06-26,6.222
2020-06-27,4.43006
2020-06-28,5.02737
2020-06-29,9.30811
2020-06-30,8.61124
2020-07-01,8.56147
2020-07-02,6.81931
2020-07-03,5.67446
2020-07-04,5.3758
2020-07-05,5.87356
2020-07-06,6.96864
2020-07-07,5.82379
2020-07-08,5.82379
2020-07-09,5.1767
2020-07-10,4.23096
2020-07-11,4.1314
2020-07-12,3.03633
2020-07-13,4.33051
2020-07-14,5.57491
2020-07-15,6.17222
2020-07-16,7.06819
2020-07-17,9.15878
2020-07-18,4.52961
2020-07-19,3.98208
2020-07-20,5.97312
2020-07-21,7.26729
2020-07-22,6.27177
2020-07-23,4.9776
2020-07-24,5.3758
2020-07-25,3.88252
2020-07-26,3.48432
2020-07-27,7.51617
2020-07-28,10.90094
2020-07-29,8.06371
2020-07-30,7.76505
2020-07-31,6.02289
2020-08-01,5.42558
2020-08-02,5.52513
2020-08-03,6.4211
2020-08-04,6.57043
2020-08-05,5.67446
2020-08-06,6.02289
2020-08-07,5.97312
2020-08-08,4.47984
2020-08-09,3.98208
2020-08-10,6.222
2020-08-11,6.52065
2020-08-12,6.32155
2020-08-13,6.12244
2020-08-14,5.87356
2020-08-15,3.83275
2020-08-16,4.28073
2020-08-17,4.82827
2020-08-18,4.87804
2020-08-19,15.23145
2020-08-20,7.01841
2020-08-21,7.01841
2020-08-22,6.4211
2020-08-23,4.57939
2020-08-24,9.45744
2020-08-25,6.6202
2020-08-26,6.86908
2020-08-27,5.87356
2020-08-28,5.87356
2020-08-29,4.87804
2020-08-30,3.78297
2020-08-31,6.76953
2020-09-01,10.95072
2020-09-02,8.11348
2020-09-03,8.46192
2020-09-04,6.4211
2020-09-05,4.23096
2020-09-06,5.82379
2020-09-07,8.21304
2020-09-08,6.37132
2020-09-09,6.91886
2020-09-10,9.15878
2020-09-11,5.62468
2020-09-12,5.1767
2020-09-13,5.3758
2020-09-14,6.76953
2020-09-15,6.86908
2020-09-16,5.1767
2020-09-17,5.42558
2020-09-18,5.87356
2020-09-19,3.48432
2020-09-20,4.38028
2020-09-21,5.52513
2020-09-22,4.72872
2020-09-23,4.18118
2020-09-24,3.68342
2020-09-25,4.67894
2020-09-26,3.33499
2020-09-27,3.98208
2020-09-28,4.47984
2020-09-29,7.11796
2020-09-30,4.1314
2020-10-01,3.33499
2020-10-02,4.08163
2020-10-03,5.3758
2020-10-04,8.16326
2020-10-05,8.11348
2020-10-06,6.57043
2020-10-07,12.09556
2020-10-08,6.81931
2020-10-09,5.1767
2020-10-10,4.43006
2020-10-11,5.52513
2020-10-12,6.02289
2020-10-13,6.66998
2020-10-14,6.47088
2020-10-15,9.20856
2020-10-16,7.01841
2020-10-17,4.82827
2020-10-18,5.3758
2020-10-19,5.42558
2020-10-20,6.76953
2020-10-21,5.82379
2020-10-22,6.32155
2020-10-23,5.02737
2020-10-24,2.98656
2020-10-25,4.72872
2020-10-26,5.52513
2020-10-27,5.07715
2020-10-28,6.52065
2020-10-29,7.41662
2020-10-30,7.21752
2020-10-31,4.87804
2020-11-01,5.92334
2020-11-02,6.47088
2020-11-03,10.45296
2020-11-04,7.36684
2020-11-05,6.32155
2020-11-06,5.87356
2020-11-07,5.67446
2020-11-08,4.92782
2020-11-09,5.47536
2020-11-10,7.31707
2020-11-11,7.96416
2020-11-12,7.16774
2020-11-13,7.36684
2020-11-14,5.22648
2020-11-15,7.6655
2020-11-16,8.51169
2020-11-17,7.6655
2020-11-18,6.71976
2020-11-19,8.51169
2020-11-20,6.91886
2020-11-21,6.52065
2020-11-22,7.06819
2020-11-23,6.71976
2020-11-24,7.4664
2020-11-25,7.4664
2020-11-26,5.52513
2020-11-27,7.76505
2020-11-28,5.82379
2020-11-29,6.57043
2020-11-30,6.96864
2020-12-01,6.71976
2020-12-02,7.01841
2020-12-03,11.29915
2020-12-04,8.26281
2020-12-05,5.12692
2020-12-06,7.6655
2020-12-07,7.61572
2020-12-08,5.97312
2020-12-09,8.46192
2020-12-10,8.06371
2020-12-11,7.81483
2020-12-12,6.17222
2020-12-13,6.57043
2020-12-14,7.21752
2020-12-15,5.92334
2020-12-16,5.82379
2020-12-17,8.31259
2020-12-18,6.47088
2020-12-19,5.22648
2020-12-20,6.12244
2020-12-21,6.6202
2020-12-22,8.16326
2020-12-23,8.26281
2020-12-24,5.07715
2020-12-25,6.32155
2020-12-26,5.3758
2020-12-27,5.82379
2020-12-28,8.56147
2020-12-29,9.109
2020-12-30,13.8875
2020-12-31,8.26281
2021-01-01,5.27625
2021-01-02,6.4211
2021-01-03,6.37132
2021-01-04,7.31707
2021-01-05,7.56595
2021-01-06,6.6202
2021-01-07,6.12244
2021-01-08,4.92782
2021-01-09,4.33051
2021-01-10,4.38028
2021-01-11,6.4211
2021-01-12,7.01841
2021-01-13,4.87804
2021-01-14,5.72424
2021-01-15,5.27625
2021-01-16,4.72872
2021-01-17,5.27625
2021-01-18,6.222
2021-01-19,6.222
2021-01-20,8.41214
2021-01-21,8.86012
2021-01-22,5.52513
2021-01-23,4.92782
2021-01-24,6.52065
2021-01-25,6.07267
2021-01-26,6.47088
2021-01-27,5.27625
2021-01-28,4.03185
2021-01-29,11.89646
2021-01-30,7.41662
2021-01-31,6.76953
2021-02-01,6.81931
2021-02-02,6.76953
2021-02-03,6.02289
2021-02-04,4.23096
2021-02-05,4.08163
2021-02-06,3.83275
2021-02-07,4.38028
2021-02-08,5.02737
2021-02-09,6.222
2021-02-10,4.87804
2021-02-11,3.9323
2021-02-12,3.98208
2021-02-13,4.9776
2021-02-14,4.62916
2021-02-15,6.66998
2021-02-16,7.71528
2021-02-17,5.77401
2021-02-18,6.12244
2021-02-19,5.57491
2021-02-20,4.43006
2021-02-21,5.52513
2021-02-22,7.76505
2021-02-23,6.07267
2021-02-24,4.92782
2021-02-25,5.12692
2021-02-26,4.62916
2021-02-27,3.43454
2021-02-28,5.67446
2021-03-01,6.17222
2021-03-02,6.71976
2021-03-03,6.07267
2021-03-04,5.57491
2021-03-05,5.02737
2021-03-06,5.57491
2021-03-07,5.92334
2021-03-08,4.62916
2021-03-09,4.87804
2021-03-10,5.67446
2021-03-11,4.57939
2021-03-12,4.47984
2021-03-13,4.67894
2021-03-14,5.07715
2021-03-15,6.222
2021-03-16,5.82379
2021-03-17,5.07715
2021-03-18,4.62916
2021-03-19,5.22648
2021-03-20,4.18118
2021-03-21,4.57939
2021-03-22,6.86908
2021-03-23,5.3758
2021-03-24,5.82379
2021-03-25,6.57043
2021-03-26,5.1767
2021-03-27,4.47984
2021-03-28,4.72872
2021-03-29,6.6202
2021-03-30,6.6202
2021-03-31,5.57491
2021-04-01,6.57043
2021-04-02,4.67894
2021-04-03,4.38028
2021-04-04,4.38028
2021-04-05,7.36684
2021-04-06,5.22648
2021-04-07,9.00945
2021-04-08,7.36684
2021-04-09,5.62468
2021-04-10,6.07267
2021-04-11,4.72872
2021-04-12,6.47088
2021-04-13,5.97312
2021-04-14,6.37132
2021-04-15,5.87356
2021-04-16,6.37132
2021-04-17,8.16326
2021-04-18,6.71976
2021-04-19,6.6202
2021-04-20,6.52065
2021-04-21,7.36684
2021-04-22,5.97312
2021-04-23,4.77849
2021-04-24,3.83275
2021-04-25,4.82827
2021-04-26,5.72424
2021-04-27,7.01841
2021-04-28,8.76057
2021-04-29,6.81931
2021-04-30,6.6202
2021-05-01,5.1767
2021-05-02,4.08163
2021-05-03,6.222
2021-05-04,5.52513
2021-05-05,4.1314
2021-05-06,4.28073
2021-05-07,5.57491
2021-05-08,4.9776
2021-05-09,6.91886
2021-05-10,6.32155
2021-05-11,7.56595
2021-05-12,6.66998
2021-05-13,5.07715
2021-05-14,5.12692
2021-05-15,5.07715
2021-05-16,5.02737
2021-05-17,6.71976
2021-05-18,5.97312
2021-05-19,4.03185
2021-05-20,5.32603
2021-05-21,4.67894
2021-05-22,3.53409
2021-05-23,4.43006
2021-05-24,12.74265
2021-05-25,15.77899
2021-05-26,14.83325
2021-05-27,13.98705
2021-05-28,9.60676
2021-05-29,8.41214
2021-05-30,13.09109
2021-05-31,15.67944
2021-06-01,16.87406
2021-06-02,10.85116
2021-06-03,12.09556
2021-06-04,10.75161
2021-06-05,7.91438
2021-06-06,6.81931
2021-06-07,7.76505
2021-06-08,7.26729
2021-06-09,9.45744
2021-06-10,8.81035
2021-06-11,5.72424
2021-06-12,5.12692
2021-06-13,6.12244
2021-06-14,7.36684
2021-06-15,6.27177
2021-06-16,7.11796
2021-06-17,7.41662
2021-06-18,7.31707
2021-06-19,4.47984
2021-06-20,5.57491
2021-06-21,7.01841
2021-06-22,6.71976
2021-06-23,8.26281
2021-06-24,6.52065
2021-06-25,7.01841
2021-06-26,5.42558
2021-06-27,4.87804
2021-06-28,6.17222
2021-06-29,6.91886
2021-06-30,9.50721
2021-07-01,6.81931
2021-07-02,8.41214
2021-07-03,8.06371
2021-07-04,8.01393
2021-07-05,9.109
2021-07-06,9.55699
2021-07-07,8.66102
2021-07-08,8.01393
2021-07-09,8.11348
2021-07-10,6.86908
2021-07-11,6.6202
2021-07-12,8.95968
2021-07-13,9.9552
2021-07-14,14.58437
2021-07-15,16.32653
2021-07-16,11.10004
2021-07-17,7.91438
2021-07-18,9.20856
2021-07-19,12.34444
2021-07-20,11.14982
2021-07-21,11.89646
2021-07-22,7.91438
2021-07-23,8.11348
2021-07-24,5.52513
2021-07-25,6.86908
2021-07-26,7.16774
2021-07-27,8.16326
2021-07-28,8.56147
2021-07-29,8.46192
2021-07-30,7.06819
2021-07-31,6.07267
2021-08-01,7.16774
2021-08-02,7.26729
2021-08-03,8.06371
2021-08-04,6.86908
2021-08-05,17.12294
2021-08-06,12.6431
2021-08-07,8.46192
2021-08-08,7.41662
2021-08-09,9.30811
2021-08-10,10.40318
2021-08-11,9.80587
2021-08-12,9.15878
2021-08-13,8.41214
2021-08-14,5.72424
2021-08-15,7.36684
2021-08-16,8.01393
2021-08-17,6.91886
2021-08-18,8.31259
2021-08-19,9.15878
2021-08-20,7.26729
2021-08-21,6.17222
2021-08-22,7.21752
2021-08-23,7.81483
2021-08-24,9.60676
2021-08-25,7.91438
2021-08-26,8.11348
2021-08-27,9.00945
2021-08-28,9.109
2021-08-29,8.31259
2021-08-30,9.20856
2021-08-31,12.59333
2021-09-01,11.10004
2021-09-02,7.26729
2021-09-03,7.81483
2021-09-04,6.07267
2021-09-05,7.51617
2021-09-06,9.05923
2021-09-07,7.11796
2021-09-08,8.36236
2021-09-09,7.51617
2021-09-10,6.71976
2021-09-11,6.222
2021-09-12,5.52513
2021-09-13,6.71976
2021-09-14,8.31259
2021-09-15,7.21752
2021-09-16,8.21304
2021-09-17,5.87356
2021-09-18,5.52513
2021-09-19,4.47984
2021-09-20,4.33051
2021-09-21,7.71528
2021-09-22,10.1543
2021-09-23,10.95072
2021-09-24,8.36236
2021-09-25,7.21752
2021-09-26,7.8646
2021-09-27,10.95072
2021-09-28,12.79243
2021-09-29,8.7108
2021-09-30,8.01393
2021-10-01,7.71528
2021-10-02,18.06869
2021-10-03,13.33997
2021-10-04,10.05475
2021-10-05,12.54355
2021-10-06,12.09556
2021-10-07,11.74713
2021-10-08,9.90542
2021-10-09,6.32155
2021-10-10,8.26281
2021-10-11,7.31707
2021-10-12,9.85564
2021-10-13,10.05475
2021-10-14,7.71528
2021-10-15,8.21304
2021-10-16,6.37132
2021-10-17,7.91438
2021-10-18,11.3987
2021-10-19,20.1095
2021-10-20,26.18218
2021-10-21,20.40816
2021-10-22,12.54355
2021-10-23,8.16326
2021-10-24,10.80139
2021-10-25,9.9552
2021-10-26,8.26281
2021-10-27,8.16326
2021-10-28,6.57043
2021-10-29,6.91886
2021-10-30,5.3758
2021-10-31,5.12692
2021-11-01,7.41662
2021-11-02,15.1319
2021-11-03,10.20408
2021-11-04,7.6655
2021-11-05,5.62468
2021-11-06,4.87804
2021-11-07,6.96864
2021-11-08,7.01841
2021-11-09,7.4664
2021-11-10,5.97312
2021-11-11,5.57491
2021-11-12,5.27625
2021-11-13,5.02737
2021-11-14,8.21304
2021-11-15,11.64758
2021-11-16,7.41662
2021-11-17,6.66998
2021-11-18,8.01393
2021-11-19,6.222
2021-11-20,6.17222
2021-11-21,6.52065
2021-11-22,8.36236
2021-11-23,9.85564
2021-11-24,10.55251
2021-11-25,8.21304
2021-11-26,9.65654
2021-11-27,4.67894
2021-11-28,7.06819
2021-11-29,9.45744
2021-11-30,9.15878
2021-12-01,7.41662
2021-12-02,7.91438
2021-12-03,8.61124
2021-12-04,7.21752
2021-12-05,7.01841
2021-12-06,11.64758
2021-12-07,11.84668
2021-12-08,10.10452
2021-12-09,10.25385
2021-12-10,11.5978
2021-12-11,6.81931
2021-12-12,8.11348
2021-12-13,10.00497
2021-12-14,7.51617
2021-12-15,11.14982
2021-12-16,11.05027
2021-12-17,9.55699
2021-12-18,7.01841
2021-12-19,6.91886
2021-12-20,10.60228
2021-12-21,9.90542
2021-12-22,9.25833
2021-12-23,8.7108
2021-12-24,6.76953
2021-12-25,7.81483
2021-12-26,10.45296
2021-12-27,12.74265
2021-12-28,11.69736
2021-12-29,11.1996
2021-12-30,9.75609
2021-12-31,7.41662
2022-01-01,6.12244
2022-01-02,9.30811
2022-01-03,9.70632
2022-01-04,15.87854
2022-01-05,25.78397
2022-01-06,21.1548
2022-01-07,14.98257
2022-01-08,11.5978
2022-01-09,13.73817
2022-01-10,13.98705
2022-01-11,12.6431
2022-01-12,14.08661
2022-01-13,15.18168
2022-01-14,13.24041
2022-01-15,10.65206
2022-01-16,11.44848
2022-01-17,12.29467
2022-01-18,12.24489
2022-01-19,17.17272
2022-01-20,12.79243
2022-01-21,12.14534
2022-01-22,8.26281
2022-01-23,10.85116
2022-01-24,13.73817
2022-01-25,11.00049
2022-01-26,10.50273
2022-01-27,11.54803
2022-01-28,8.95968
2022-01-29,7.81483
2022-01-30,7.26729
2022-01-31,7.96416
2022-02-01,10.95072
2022-02-02,15.08213
2022-02-03,16.87406
2022-02-04,15.28123
2022-02-05,14.08661
2022-02-06,18.51667
2022-02-07,17.32205
2022-02-08,12.54355
2022-02-09,15.72921
2022-02-10,14.18616
2022-02-11,11.00049
2022-02-12,9.05923
2022-02-13,9.9552
2022-02-14,13.53907
2022-02-15,12.04579
2022-02-16,11.1996
2022-02-17,12.89198
2022-02-18,10.1543
2022-02-19,10.80139
2022-02-20,10.50273
2022-02-21,14.13638
2022-02-22,11.3987
2022-02-23,12.19512
2022-02-24,12.74265
2022-02-25,9.40766
2022-02-26,8.66102
2022-02-27,10.10452
2022-02-28,17.47137
2022-03-01,28.67098
2022-03-02,25.23643
2022-03-03,18.16824
2022-03-04,16.97361
2022-03-05,10.45296
2022-03-06,14.68392
2022-03-07,13.6884
2022-03-08,12.94176
2022-03-09,10.65206
2022-03-10,9.05923
2022-03-11,12.444
2022-03-12,10.3534
2022-03-13,12.99153
2022-03-14,12.49377
2022-03-15,12.04579
2022-03-16,11.99601
2022-03-17,15.08213
2022-03-18,9.75609
2022-03-19,7.56595
2022-03-20,8.36236
2022-03-21,13.19064
2022-03-22,12.49377
2022-03-23,11.14982
2022-03-24,10.20408
2022-03-25,8.61124
2022-03-26,11.54803
2022-03-27,10.45296
2022-03-28,11.84668
2022-03-29,22.84718
2022-03-30,20.95569
2022-03-31,15.03235
2022-04-01,19.61174
2022-04-02,12.6431
2022-04-03,13.6884
2022-04-04,14.48481
2022-04-05,15.82877
2022-04-06,15.23145
2022-04-07,18.41712
2022-04-08,14.9328
2022-04-09,9.75609
2022-04-10,11.44848
2022-04-11,13.63862
2022-04-12,17.81981
2022-04-13,21.60278
2022-04-14,20.85614
2022-04-15,29.71627
2022-04-16,19.31309
2022-04-17,22.10054
2022-04-18,26.58038
2022-04-19,20.70681
2022-04-20,18.46689
2022-04-21,17.52115
2022-04-22,13.93728
2022-04-23,12.444
2022-04-24,12.24489
2022-04-25,15.57989
2022-04-26,17.37182
2022-04-27,16.3763
2022-04-28,16.52563
2022-04-29,21.85166
2022-04-30,13.09109
2022-05-01,12.14534
2022-05-02,13.58885
2022-05-03,15.62966
2022-05-04,13.38974
2022-05-05,12.79243
2022-05-06,13.63862
2022-05-07,9.20856
2022-05-08,10.05475
2022-05-09,15.28123
2022-05-10,12.59333
2022-05-11,11.29915
2022-05-12,13.43952
2022-05-13,15.38078
2022-05-14,7.61572
2022-05-15,11.29915
2022-05-16,11.99601
2022-05-17,12.19512
2022-05-18,13.19064
2022-05-19,13.29019
2022-05-20,12.14534
2022-05-21,10.00497
2022-05-22,10.85116
2022-05-23,12.09556
2022-05-24,14.88302
2022-05-25,11.74713
2022-05-26,11.34892
2022-05-27,10.60228
2022-05-28,8.26281
2022-05-29,11.29915
2022-05-30,19.41264
2022-05-31,21.25435
2022-06-01,13.53907
2022-06-02,17.17272
2022-06-03,13.19064
2022-06-04,9.50721
2022-06-05,12.24489
2022-06-06,15.18168
2022-06-07,14.43504
2022-06-08,16.22697
2022-06-09,14.73369
2022-06-10,14.58437
2022-06-11,9.55699
2022-06-12,13.14086
2022-06-13,14.08661
2022-06-14,12.34444
2022-06-15,13.98705
2022-06-16,11.44848
2022-06-17,10.50273
2022-06-18,7.71528
2022-06-19,13.58885
2022-06-20,13.04131
2022-06-21,15.38078
2022-06-22,12.09556
2022-06-23,11.79691
2022-06-24,11.49825
2022-06-25,8.41214
2022-06-26,12.49377
2022-06-27,16.82429
2022-06-28,14.68392
2022-06-29,14.58437
2022-06-30,15.97809
2022-07-01,11.94624
2022-07-02,8.36236
2022-07-03,9.60676
2022-07-04,16.42608
2022-07-05,15.18168
2022-07-06,13.04131
2022-07-07,14.53459
2022-07-08,18.21801
2022-07-09,10.50273
2022-07-10,13.14086
2022-07-11,16.12742
2022-07-12,12.84221
2022-07-13,18.21801
2022-07-14,11.64758
2022-07-15,8.51169
2022-07-16,6.57043
2022-07-17,10.90094
2022-07-18,12.444
2022-07-19,10.05475
2022-07-20,14.03683
2022-07-21,11.94624
2022-07-22,8.9099
2022-07-23,6.52065
2022-07-24,7.11796
2022-07-25,10.1543
2022-07-26,11.64758
2022-07-27,13.78795
2022-07-28,15.53011
2022-07-29,20.00995
2022-07-30,14.9328
2022-07-31,15.67944
2022-08-01,18.76555
2022-08-02,25.0871
2022-08-03,28.32254
2022-08-04,23.94225
2022-08-05,15.92832
2022-08-06,15.97809
2022-08-07,17.02339
2022-08-08,26.92882
2022-08-09,15.72921
2022-08-10,15.33101
2022-08-11,13.8875
2022-08-12,16.92384
2022-08-13,13.38974
2022-08-14,13.04131
2022-08-15,13.04131
2022-08-16,22.20009
2022-08-17,18.91488
2022-08-18,16.72473
2022-08-19,12.79243
2022-08-20,9.9552
2022-08-21,10.80139
2022-08-22,15.28123
2022-08-23,16.97361
2022-08-24,12.94176
2022-08-25,15.92832
2022-08-26,16.52563
2022-08-27,15.57989
2022-08-28,12.19512
2022-08-29,20.1095
2022-08-30,13.98705
2022-08-31,27.12792
2022-09-01,24.44001
2022-09-02,18.21801
2022-09-03,11.49825
2022-09-04,12.59333
2022-09-05,15.48033
2022-09-06,16.42608
2022-09-07,16.72473
2022-09-08,13.04131
2022-09-09,9.40766
2022-09-10,9.109
2022-09-11,11.99601
2022-09-12,13.73817
2022-09-13,15.82877
2022-09-14,15.92832
2022-09-15,19.26331
2022-09-16,15.08213
2022-09-17,11.29915
2022-09-18,9.55699
2022-09-19,15.92832
2022-09-20,15.28123
2022-09-21,16.47585
2022-09-22,15.1319
2022-09-23,11.24937
2022-09-24,7.96416
2022-09-25,9.90542
2022-09-26,11.79691
2022-09-27,13.19064
2022-09-28,13.43952
2022-09-29,12.89198
2022-09-30,15.72921
2022-10-01,10.1543
2022-10-02,8.61124
2022-10-03,17.32205
2022-10-04,17.77003
2022-10-05,17.52115
2022-10-06,18.06869
2022-10-07,15.1319
2022-10-08,9.20856
2022-10-09,7.96416
2022-10-10,10.1543
2022-10-11,14.73369
2022-10-12,16.22697
2022-10-13,15.28123
2022-10-14,13.29019
2022-10-15,7.6655
2022-10-16,12.79243
2022-10-17,18.8651
2022-10-18,17.77003
2022-10-19,22.3992
2022-10-20,18.96465
2022-10-21,17.91936
2022-10-22,15.62966
2022-10-23,14.73369
2022-10-24,24.34046
2022-10-25,32.65306
2022-10-26,29.46739
2022-10-27,22.89696
2022-10-28,22.10054
2022-10-29,17.12294
2022-10-30,12.14534
2022-10-31,27.62568
2022-11-01,25.28621
2022-11-02,23.59382
2022-11-03,23.8427
2022-11-04,20.95569
2022-11-05,14.63414
2022-11-06,15.33101
2022-11-07,17.86958
2022-11-08,20.30861
2022-11-09,21.50323
2022-11-10,25.9333
2022-11-11,21.30413
2022-11-12,12.94176
2022-11-13,16.42608
2022-11-14,29.36784
2022-11-15,27.27725
2022-11-16,24.24091
2022-11-17,21.20457
2022-11-18,21.60278
2022-11-19,20.45793
2022-11-20,17.02339
2022-11-21,18.16824
2022-11-22,15.62966
2022-11-23,14.63414
2022-11-24,18.11846
2022-11-25,22.00099
2022-11-26,14.13638
2022-11-27,15.57989
2022-11-28,17.91936
2022-11-29,19.41264
2022-11-30,23.94225
2022-12-01,18.26779
2022-12-02,16.3763
2022-12-03,9.55699
2022-12-04,11.49825
2022-12-05,17.77003
2022-12-06,22.34942
2022-12-07,21.90144
2022-12-08,23.39472
2022-12-09,20.85614
2022-12-10,13.19064
2022-12-11,18.91488
2022-12-12,26.23195
2022-12-13,21.90144
2022-12-14,19.31309
2022-12-15,16.97361
2022-12-16,21.70233
2022-12-17,16.42608
2022-12-18,14.68392
2022-12-19,17.47137
2022-12-20,16.52563
2022-12-21,18.61622
2022-12-22,18.21801
2022-12-23,16.22697
2022-12-24,8.56147
2022-12-25,10.20408
2022-12-26,14.18616
2022-12-27,14.23593
2022-12-28,17.77003
2022-12-29,16.52563
2022-12-30,28.77053
2022-12-31,16.52563
2023-01-01,15.43056
2023-01-02,22.89696
2023-01-03,26.28173
2023-01-04,26.97859
2023-01-05,17.6207
2023-01-06,15.67944
2023-01-07,44.10154
2023-01-08,30.16426
2023-01-09,28.47187
2023-01-10,34.34544
2023-01-11,32.50373
2023-01-12,30.01493
2023-01-13,27.42658
2023-01-14,15.23145
2023-01-15,19.56197
2023-01-16,28.12344
2023-01-17,29.96515
2023-01-18,28.47187
2023-01-19,23.54405
2023-01-20,17.6207
2023-01-21,11.54803
2023-01-22,13.8875
2023-01-23,16.42608
2023-01-24,17.02339
2023-01-25,25.13688
2023-01-26,30.71179
2023-01-27,26.48083
2023-01-28,15.1319
2023-01-29,24.63912
2023-01-30,29.36784
2023-01-31,90.19412
2023-02-01,83.22548
2023-02-02,43.75311
2023-02-03,33.00149
2023-02-04,27.92434
2023-02-05,27.87456
2023-02-06,39.92035
2023-02-07,39.6217
2023-02-08,36.83424
2023-02-09,37.1329
2023-02-10,29.46739
2023-02-11,20.50771
2023-02-12,31.55798
2023-02-13,37.332
2023-02-14,36.68491
2023-02-15,26.87904
2023-02-16,28.32254
2023-02-17,26.72971
2023-02-18,22.00099
2023-02-19,22.84718
2023-02-20,28.67098
2023-02-21,29.96515
2023-02-22,27.62568
2023-02-23,22.84718
2023-02-24,20.95569
2023-02-25,17.91936
2023-02-26,19.31309
2023-02-27,20.75659
2023-02-28,100.0
2023-03-01,47.03832
2023-03-02,36.68491
2023-03-03,27.22747
2023-03-04,21.95121
2023-03-05,22.49875
2023-03-06,29.26829
2023-03-07,28.47187
2023-03-08,26.67994
2023-03-09,22.64808
2023-03-10,17.86958
2023-03-11,14.38526
2023-03-12,15.03235
2023-03-13,20.80637
2023-03-14,18.91488
2023-03-15,17.96913
2023-03-16,16.42608
2023-03-17,17.4216
2023-03-18,16.82429
2023-03-19,16.27675
2023-03-20,22.24987
2023-03-21,30.66202
2023-03-22,22.99651
2023-03-23,20.75659
2023-03-24,19.61174
2023-03-25,14.13638
2023-03-26,15.53011
2023-03-27,20.40816
2023-03-28,22.15032
2023-03-29,19.36286
2023-03-30,41.36386
2023-03-31,29.76605
2023-04-01,14.43504
2023-04-02,15.97809
2023-04-03,20.85614
2023-04-04,21.25435
2023-04-05,20.25883
2023-04-06,20.50771
2023-04-07,15.82877
2023-04-08,10.40318
2023-04-09,14.73369
2023-04-10,23.34494
2023-04-11,18.81533
2023-04-12,17.37182
2023-04-13,17.37182
2023-04-14,16.82429
2023-04-15,13.98705
2023-04-16,19.86062
2023-04-17,24.98755
2023-04-18,20.95569
2023-04-19,17.91936
2023-04-20,16.22697
2023-04-21,16.12742
2023-04-22,14.63414
2023-04-23,15.43056
2023-04-24,18.36734
2023-04-25,15.38078
2023-04-26,14.68392
2023-04-27,21.80189
2023-04-28,17.4216
2023-04-29,11.34892
2023-04-30,13.24041
2023-05-01,12.59333
2023-05-02,16.3763
2023-05-03,14.48481
2023-05-04,13.6884
2023-05-05,9.60676
2023-05-06,9.85564
2023-05-07,10.10452
2023-05-08,16.02787
2023-05-09,14.83325
2023-05-10,14.43504
2023-05-11,13.83773
2023-05-12,11.49825
2023-05-13,7.31707
2023-05-14,9.30811
2023-05-15,14.13638
2023-05-16,13.09109
2023-05-17,11.49825
2023-05-18,11.99601
2023-05-19,10.65206
2023-05-20,7.56595
2023-05-21,9.45744
2023-05-22,14.38526
2023-05-23,10.85116
2023-05-24,12.09556
2023-05-25,10.40318
2023-05-26,10.20408
2023-05-27,7.96416
2023-05-28,7.51617
2023-05-29,11.79691
2023-05-30,18.41712
